date,TTD_unscaled,TTD_monthly,isPartial,scale,TTD
2021-04-21,64,45.0,,0.45,28.8
2021-04-22,66,45.0,,0.45,29.7
2021-04-23,58,45.0,,0.45,26.1
2021-04-24,25,45.0,,0.45,11.25
2021-04-25,12,45.0,,0.45,5.4
2021-04-26,75,45.0,,0.45,33.75
2021-04-27,38,45.0,,0.45,17.1
2021-04-28,61,45.0,,0.45,27.45
2021-04-29,94,45.0,,0.45,42.300000000000004
2021-04-30,66,45.0,,0.45,29.7
2021-05-01,5,83.0,False,0.83,4.1499999999999995
2021-05-02,4,83.0,,0.83,3.32
2021-05-03,12,83.0,,0.83,9.959999999999999
2021-05-04,13,83.0,,0.83,10.79
2021-05-05,14,83.0,,0.83,11.62
2021-05-06,19,83.0,,0.83,15.77
2021-05-07,21,83.0,,0.83,17.43
2021-05-08,8,83.0,,0.83,6.64
2021-05-09,9,83.0,,0.83,7.47
2021-05-10,100,83.0,,0.83,83.0
2021-05-11,62,83.0,,0.83,51.46
2021-05-12,35,83.0,,0.83,29.049999999999997
2021-05-13,30,83.0,,0.83,24.9
2021-05-14,26,83.0,,0.83,21.58
2021-05-15,13,83.0,,0.83,10.79
2021-05-16,11,83.0,,0.83,9.129999999999999
2021-05-17,21,83.0,,0.83,17.43
2021-05-18,26,83.0,,0.83,21.58
2021-05-19,20,83.0,,0.83,16.599999999999998
2021-05-20,25,83.0,,0.83,20.75
2021-05-21,27,83.0,,0.83,22.41
2021-05-22,10,83.0,,0.83,8.299999999999999
2021-05-23,7,83.0,,0.83,5.81
2021-05-24,25,83.0,,0.83,20.75
2021-05-25,27,83.0,,0.83,22.41
2021-05-26,26,83.0,,0.83,21.58
2021-05-27,24,83.0,,0.83,19.919999999999998
2021-05-28,26,83.0,,0.83,21.58
2021-05-29,9,83.0,,0.83,7.47
2021-05-30,9,83.0,,0.83,7.47
2021-05-31,5,83.0,,0.83,4.1499999999999995
2021-06-01,29,100.0,False,1.0,29.0
2021-06-02,25,100.0,,1.0,25.0
2021-06-03,24,100.0,,1.0,24.0
2021-06-04,24,100.0,,1.0,24.0
2021-06-05,11,100.0,,1.0,11.0
2021-06-06,10,100.0,,1.0,10.0
2021-06-07,34,100.0,,1.0,34.0
2021-06-08,30,100.0,,1.0,30.0
2021-06-09,33,100.0,,1.0,33.0
2021-06-10,31,100.0,,1.0,31.0
2021-06-11,27,100.0,,1.0,27.0
2021-06-12,15,100.0,,1.0,15.0
2021-06-13,16,100.0,,1.0,16.0
2021-06-14,21,100.0,,1.0,21.0
2021-06-15,27,100.0,,1.0,27.0
2021-06-16,35,100.0,,1.0,35.0
2021-06-17,100,100.0,,1.0,100.0
2021-06-18,58,100.0,,1.0,58.0
2021-06-19,21,100.0,,1.0,21.0
2021-06-20,11,100.0,,1.0,11.0
2021-06-21,27,100.0,,1.0,27.0
2021-06-22,37,100.0,,1.0,37.0
2021-06-23,45,100.0,,1.0,45.0
2021-06-24,84,100.0,,1.0,84.0
2021-06-25,67,100.0,,1.0,67.0
2021-06-26,13,100.0,,1.0,13.0
2021-06-27,16,100.0,,1.0,16.0
2021-06-28,43,100.0,,1.0,43.0
2021-06-29,53,100.0,,1.0,53.0
2021-06-30,34,100.0,,1.0,34.0
2021-07-01,75,78.0,False,0.78,58.5
2021-07-02,68,78.0,,0.78,53.04
2021-07-03,22,78.0,,0.78,17.16
2021-07-04,21,78.0,,0.78,16.38
2021-07-05,31,78.0,,0.78,24.18
2021-07-06,53,78.0,,0.78,41.34
2021-07-07,77,78.0,,0.78,60.06
2021-07-08,87,78.0,,0.78,67.86
2021-07-09,84,78.0,,0.78,65.52
2021-07-10,17,78.0,,0.78,13.26
2021-07-11,12,78.0,,0.78,9.36
2021-07-12,67,78.0,,0.78,52.260000000000005
2021-07-13,66,78.0,,0.78,51.480000000000004
2021-07-14,67,78.0,,0.78,52.260000000000005
2021-07-15,54,78.0,,0.78,42.120000000000005
2021-07-16,46,78.0,,0.78,35.88
2021-07-17,22,78.0,,0.78,17.16
2021-07-18,21,78.0,,0.78,16.38
2021-07-19,60,78.0,,0.78,46.800000000000004
2021-07-20,70,78.0,,0.78,54.6
2021-07-21,47,78.0,,0.78,36.660000000000004
2021-07-22,60,78.0,,0.78,46.800000000000004
2021-07-23,96,78.0,,0.78,74.88
2021-07-24,22,78.0,,0.78,17.16
2021-07-25,28,78.0,,0.78,21.84
2021-07-26,59,78.0,,0.78,46.02
2021-07-27,86,78.0,,0.78,67.08
2021-07-28,100,78.0,,0.78,78.0
2021-07-29,70,78.0,,0.78,54.6
2021-07-30,55,78.0,,0.78,42.9
2021-07-31,32,78.0,,0.78,24.96
2021-08-01,15,71.0,False,0.71,10.649999999999999
2021-08-02,34,71.0,,0.71,24.14
2021-08-03,48,71.0,,0.71,34.08
2021-08-04,58,71.0,,0.71,41.18
2021-08-05,61,71.0,,0.71,43.309999999999995
2021-08-06,42,71.0,,0.71,29.82
2021-08-07,28,71.0,,0.71,19.88
2021-08-08,13,71.0,,0.71,9.23
2021-08-09,100,71.0,,0.71,71.0
2021-08-10,84,71.0,,0.71,59.64
2021-08-11,66,71.0,,0.71,46.86
2021-08-12,52,71.0,,0.71,36.92
2021-08-13,54,71.0,,0.71,38.339999999999996
2021-08-14,23,71.0,,0.71,16.33
2021-08-15,10,71.0,,0.71,7.1
2021-08-16,60,71.0,,0.71,42.599999999999994
2021-08-17,53,71.0,,0.71,37.629999999999995
2021-08-18,43,71.0,,0.71,30.529999999999998
2021-08-19,39,71.0,,0.71,27.689999999999998
2021-08-20,46,71.0,,0.71,32.66
2021-08-21,12,71.0,,0.71,8.52
2021-08-22,10,71.0,,0.71,7.1
2021-08-23,36,71.0,,0.71,25.56
2021-08-24,66,71.0,,0.71,46.86
2021-08-25,36,71.0,,0.71,25.56
2021-08-26,41,71.0,,0.71,29.11
2021-08-27,41,71.0,,0.71,29.11
2021-08-28,15,71.0,,0.71,10.649999999999999
2021-08-29,20,71.0,,0.71,14.2
2021-08-30,37,71.0,,0.71,26.27
2021-08-31,34,71.0,,0.71,24.14
2021-09-01,57,49.0,False,0.49,27.93
2021-09-02,61,49.0,,0.49,29.89
2021-09-03,67,49.0,,0.49,32.83
2021-09-04,11,49.0,,0.49,5.39
2021-09-05,34,49.0,,0.49,16.66
2021-09-06,47,49.0,,0.49,23.03
2021-09-07,69,49.0,,0.49,33.81
2021-09-08,71,49.0,,0.49,34.79
2021-09-09,65,49.0,,0.49,31.849999999999998
2021-09-10,56,49.0,,0.49,27.439999999999998
2021-09-11,26,49.0,,0.49,12.74
2021-09-12,12,49.0,,0.49,5.88
2021-09-13,56,49.0,,0.49,27.439999999999998
2021-09-14,61,49.0,,0.49,29.89
2021-09-15,55,49.0,,0.49,26.95
2021-09-16,54,49.0,,0.49,26.46
2021-09-17,60,49.0,,0.49,29.4
2021-09-18,20,49.0,,0.49,9.8
2021-09-19,18,49.0,,0.49,8.82
2021-09-20,67,49.0,,0.49,32.83
2021-09-21,68,49.0,,0.49,33.32
2021-09-22,63,49.0,,0.49,30.87
2021-09-23,80,49.0,,0.49,39.2
2021-09-24,100,49.0,,0.49,49.0
2021-09-25,35,49.0,,0.49,17.15
2021-09-26,16,49.0,,0.49,7.84
2021-09-27,46,49.0,,0.49,22.54
2021-09-28,48,49.0,,0.49,23.52
2021-09-29,63,49.0,,0.49,30.87
2021-09-30,58,49.0,,0.49,28.419999999999998
2021-10-01,51,50.0,False,0.5,25.5
2021-10-02,18,50.0,,0.5,9.0
2021-10-03,21,50.0,,0.5,10.5
2021-10-04,55,50.0,,0.5,27.5
2021-10-05,47,50.0,,0.5,23.5
2021-10-06,36,50.0,,0.5,18.0
2021-10-07,50,50.0,,0.5,25.0
2021-10-08,29,50.0,,0.5,14.5
2021-10-09,20,50.0,,0.5,10.0
2021-10-10,19,50.0,,0.5,9.5
2021-10-11,34,50.0,,0.5,17.0
2021-10-12,45,50.0,,0.5,22.5
2021-10-13,41,50.0,,0.5,20.5
2021-10-14,52,50.0,,0.5,26.0
2021-10-15,45,50.0,,0.5,22.5
2021-10-16,23,50.0,,0.5,11.5
2021-10-17,17,50.0,,0.5,8.5
2021-10-18,60,50.0,,0.5,30.0
2021-10-19,39,50.0,,0.5,19.5
2021-10-20,58,50.0,,0.5,29.0
2021-10-21,63,50.0,,0.5,31.5
2021-10-22,100,50.0,,0.5,50.0
2021-10-23,37,50.0,,0.5,18.5
2021-10-24,13,50.0,,0.5,6.5
2021-10-25,64,50.0,,0.5,32.0
2021-10-26,52,50.0,,0.5,26.0
2021-10-27,55,50.0,,0.5,27.5
2021-10-28,67,50.0,,0.5,33.5
2021-10-29,43,50.0,,0.5,21.5
2021-10-30,27,50.0,,0.5,13.5
2021-10-31,24,50.0,,0.5,12.0
2021-11-01,21,80.0,False,0.8,16.8
2021-11-02,16,80.0,,0.8,12.8
2021-11-03,17,80.0,,0.8,13.600000000000001
2021-11-04,28,80.0,,0.8,22.400000000000002
2021-11-05,26,80.0,,0.8,20.8
2021-11-06,11,80.0,,0.8,8.8
2021-11-07,11,80.0,,0.8,8.8
2021-11-08,100,80.0,,0.8,80.0
2021-11-09,73,80.0,,0.8,58.400000000000006
2021-11-10,56,80.0,,0.8,44.800000000000004
2021-11-11,41,80.0,,0.8,32.800000000000004
2021-11-12,48,80.0,,0.8,38.400000000000006
2021-11-13,17,80.0,,0.8,13.600000000000001
2021-11-14,8,80.0,,0.8,6.4
2021-11-15,45,80.0,,0.8,36.0
2021-11-16,48,80.0,,0.8,38.400000000000006
2021-11-17,39,80.0,,0.8,31.200000000000003
2021-11-18,36,80.0,,0.8,28.8
2021-11-19,31,80.0,,0.8,24.8
2021-11-20,12,80.0,,0.8,9.600000000000001
2021-11-21,6,80.0,,0.8,4.800000000000001
2021-11-22,25,80.0,,0.8,20.0
2021-11-23,30,80.0,,0.8,24.0
2021-11-24,27,80.0,,0.8,21.6
2021-11-25,9,80.0,,0.8,7.2
2021-11-26,18,80.0,,0.8,14.4
2021-11-27,6,80.0,,0.8,4.800000000000001
2021-11-28,7,80.0,,0.8,5.6000000000000005
2021-11-29,19,80.0,,0.8,15.200000000000001
2021-11-30,27,80.0,,0.8,21.6
2021-12-01,55,53.0,False,0.53,29.150000000000002
2021-12-02,71,53.0,,0.53,37.63
2021-12-03,100,53.0,,0.53,53.0
2021-12-04,18,53.0,,0.53,9.540000000000001
2021-12-05,20,53.0,,0.53,10.600000000000001
2021-12-06,76,53.0,,0.53,40.28
2021-12-07,86,53.0,,0.53,45.580000000000005
2021-12-08,97,53.0,,0.53,51.410000000000004
2021-12-09,65,53.0,,0.53,34.45
2021-12-10,67,53.0,,0.53,35.510000000000005
2021-12-11,38,53.0,,0.53,20.14
2021-12-12,27,53.0,,0.53,14.31
2021-12-13,67,53.0,,0.53,35.510000000000005
2021-12-14,83,53.0,,0.53,43.99
2021-12-15,74,53.0,,0.53,39.22
2021-12-16,90,53.0,,0.53,47.7
2021-12-17,59,53.0,,0.53,31.270000000000003
2021-12-18,19,53.0,,0.53,10.07
2021-12-19,30,53.0,,0.53,15.9
2021-12-20,86,53.0,,0.53,45.580000000000005
2021-12-21,51,53.0,,0.53,27.03
2021-12-22,69,53.0,,0.53,36.57
2021-12-23,81,53.0,,0.53,42.93
2021-12-24,47,53.0,,0.53,24.91
2021-12-25,23,53.0,,0.53,12.190000000000001
2021-12-26,12,53.0,,0.53,6.36
2021-12-27,63,53.0,,0.53,33.39
2021-12-28,67,53.0,,0.53,35.510000000000005
2021-12-29,63,53.0,,0.53,33.39
2021-12-30,59,53.0,,0.53,31.270000000000003
2021-12-31,51,53.0,,0.53,27.03
