date,FREE_unscaled,FREE_monthly,isPartial,scale,FREE
2019-09-13,87,74.0,,0.74,64.38
2019-09-14,93,74.0,,0.74,68.82
2019-09-15,94,74.0,,0.74,69.56
2019-09-16,87,74.0,,0.74,64.38
2019-09-17,87,74.0,,0.74,64.38
2019-09-18,89,74.0,,0.74,65.86
2019-09-19,87,74.0,,0.74,64.38
2019-09-20,89,74.0,,0.74,65.86
2019-09-21,95,74.0,,0.74,70.3
2019-09-22,94,74.0,,0.74,69.56
2019-09-23,88,74.0,,0.74,65.12
2019-09-24,89,74.0,,0.74,65.86
2019-09-25,87,74.0,,0.74,64.38
2019-09-26,86,74.0,,0.74,63.64
2019-09-27,92,74.0,,0.74,68.08
2019-09-28,96,74.0,,0.74,71.03999999999999
2019-09-29,100,74.0,,0.74,74.0
2019-09-30,90,74.0,,0.74,66.6
2019-10-01,89,73.0,False,0.73,64.97
2019-10-02,90,73.0,,0.73,65.7
2019-10-03,90,73.0,,0.73,65.7
2019-10-04,89,73.0,,0.73,64.97
2019-10-05,96,73.0,,0.73,70.08
2019-10-06,98,73.0,,0.73,71.53999999999999
2019-10-07,89,73.0,,0.73,64.97
2019-10-08,87,73.0,,0.73,63.51
2019-10-09,90,73.0,,0.73,65.7
2019-10-10,88,73.0,,0.73,64.24
2019-10-11,90,73.0,,0.73,65.7
2019-10-12,97,73.0,,0.73,70.81
2019-10-13,99,73.0,,0.73,72.27
2019-10-14,89,73.0,,0.73,64.97
2019-10-15,91,73.0,,0.73,66.42999999999999
2019-10-16,87,73.0,,0.73,63.51
2019-10-17,89,73.0,,0.73,64.97
2019-10-18,88,73.0,,0.73,64.24
2019-10-19,99,73.0,,0.73,72.27
2019-10-20,96,73.0,,0.73,70.08
2019-10-21,89,73.0,,0.73,64.97
2019-10-22,91,73.0,,0.73,66.42999999999999
2019-10-23,100,73.0,,0.73,73.0
2019-10-24,94,73.0,,0.73,68.62
2019-10-25,91,73.0,,0.73,66.42999999999999
2019-10-26,97,73.0,,0.73,70.81
2019-10-27,96,73.0,,0.73,70.08
2019-10-28,88,73.0,,0.73,64.24
2019-10-29,92,73.0,,0.73,67.16
2019-10-30,95,73.0,,0.73,69.35
2019-10-31,92,73.0,,0.73,67.16
2019-11-01,75,72.0,False,0.72,54.0
2019-11-02,84,72.0,,0.72,60.48
2019-11-03,88,72.0,,0.72,63.36
2019-11-04,77,72.0,,0.72,55.44
2019-11-05,81,72.0,,0.72,58.32
2019-11-06,79,72.0,,0.72,56.879999999999995
2019-11-07,80,72.0,,0.72,57.599999999999994
2019-11-08,78,72.0,,0.72,56.16
2019-11-09,86,72.0,,0.72,61.919999999999995
2019-11-10,91,72.0,,0.72,65.52
2019-11-11,100,72.0,,0.72,72.0
2019-11-12,80,72.0,,0.72,57.599999999999994
2019-11-13,78,72.0,,0.72,56.16
2019-11-14,79,72.0,,0.72,56.879999999999995
2019-11-15,74,72.0,,0.72,53.28
2019-11-16,84,72.0,,0.72,60.48
2019-11-17,85,72.0,,0.72,61.199999999999996
2019-11-18,79,72.0,,0.72,56.879999999999995
2019-11-19,76,72.0,,0.72,54.72
2019-11-20,77,72.0,,0.72,55.44
2019-11-21,76,72.0,,0.72,54.72
2019-11-22,76,72.0,,0.72,54.72
2019-11-23,83,72.0,,0.72,59.76
2019-11-24,85,72.0,,0.72,61.199999999999996
2019-11-25,79,72.0,,0.72,56.879999999999995
2019-11-26,80,72.0,,0.72,57.599999999999994
2019-11-27,80,72.0,,0.72,57.599999999999994
2019-11-28,79,72.0,,0.72,56.879999999999995
2019-11-29,76,72.0,,0.72,54.72
2019-11-30,79,72.0,,0.72,56.879999999999995
2019-12-01,99,75.0,False,0.75,74.25
2019-12-02,89,75.0,,0.75,66.75
2019-12-03,88,75.0,,0.75,66.0
2019-12-04,89,75.0,,0.75,66.75
2019-12-05,91,75.0,,0.75,68.25
2019-12-06,92,75.0,,0.75,69.0
2019-12-07,97,75.0,,0.75,72.75
2019-12-08,96,75.0,,0.75,72.0
2019-12-09,85,75.0,,0.75,63.75
2019-12-10,88,75.0,,0.75,66.0
2019-12-11,91,75.0,,0.75,68.25
2019-12-12,88,75.0,,0.75,66.0
2019-12-13,87,75.0,,0.75,65.25
2019-12-14,93,75.0,,0.75,69.75
2019-12-15,100,75.0,,0.75,75.0
2019-12-16,90,75.0,,0.75,67.5
2019-12-17,95,75.0,,0.75,71.25
2019-12-18,87,75.0,,0.75,65.25
2019-12-19,87,75.0,,0.75,65.25
2019-12-20,91,75.0,,0.75,68.25
2019-12-21,97,75.0,,0.75,72.75
2019-12-22,96,75.0,,0.75,72.0
2019-12-23,93,75.0,,0.75,69.75
2019-12-24,92,75.0,,0.75,69.0
2019-12-25,94,75.0,,0.75,70.5
2019-12-26,98,75.0,,0.75,73.5
2019-12-27,98,75.0,,0.75,73.5
2019-12-28,96,75.0,,0.75,72.0
2019-12-29,95,75.0,,0.75,71.25
2019-12-30,97,75.0,,0.75,72.75
2019-12-31,98,75.0,,0.75,73.5
2020-01-01,89,76.0,False,0.76,67.64
2020-01-02,89,76.0,,0.76,67.64
2020-01-03,84,76.0,,0.76,63.84
2020-01-04,91,76.0,,0.76,69.16
2020-01-05,95,76.0,,0.76,72.2
2020-01-06,88,76.0,,0.76,66.88
2020-01-07,87,76.0,,0.76,66.12
2020-01-08,81,76.0,,0.76,61.56
2020-01-09,82,76.0,,0.76,62.32
2020-01-10,83,76.0,,0.76,63.08
2020-01-11,92,76.0,,0.76,69.92
2020-01-12,90,76.0,,0.76,68.4
2020-01-13,85,76.0,,0.76,64.6
2020-01-14,86,76.0,,0.76,65.36
2020-01-15,88,76.0,,0.76,66.88
2020-01-16,85,76.0,,0.76,64.6
2020-01-17,82,76.0,,0.76,62.32
2020-01-18,95,76.0,,0.76,72.2
2020-01-19,100,76.0,,0.76,76.0
2020-01-20,87,76.0,,0.76,66.12
2020-01-21,86,76.0,,0.76,65.36
2020-01-22,82,76.0,,0.76,62.32
2020-01-23,82,76.0,,0.76,62.32
2020-01-24,85,76.0,,0.76,64.6
2020-01-25,89,76.0,,0.76,67.64
2020-01-26,84,76.0,,0.76,63.84
2020-01-27,80,76.0,,0.76,60.8
2020-01-28,83,76.0,,0.76,63.08
2020-01-29,84,76.0,,0.76,63.84
2020-01-30,84,76.0,,0.76,63.84
2020-01-31,84,76.0,,0.76,63.84
2020-02-01,97,73.0,False,0.73,70.81
2020-02-02,100,73.0,,0.73,73.0
2020-02-03,85,73.0,,0.73,62.05
2020-02-04,90,73.0,,0.73,65.7
2020-02-05,91,73.0,,0.73,66.42999999999999
2020-02-06,90,73.0,,0.73,65.7
2020-02-07,86,73.0,,0.73,62.78
2020-02-08,92,73.0,,0.73,67.16
2020-02-09,96,73.0,,0.73,70.08
2020-02-10,90,73.0,,0.73,65.7
2020-02-11,88,73.0,,0.73,64.24
2020-02-12,88,73.0,,0.73,64.24
2020-02-13,86,73.0,,0.73,62.78
2020-02-14,90,73.0,,0.73,65.7
2020-02-15,92,73.0,,0.73,67.16
2020-02-16,95,73.0,,0.73,69.35
2020-02-17,92,73.0,,0.73,67.16
2020-02-18,86,73.0,,0.73,62.78
2020-02-19,85,73.0,,0.73,62.05
2020-02-20,88,73.0,,0.73,64.24
2020-02-21,86,73.0,,0.73,62.78
2020-02-22,93,73.0,,0.73,67.89
2020-02-23,98,73.0,,0.73,71.53999999999999
2020-02-24,85,73.0,,0.73,62.05
2020-02-25,87,73.0,,0.73,63.51
2020-02-26,87,73.0,,0.73,63.51
2020-02-27,82,73.0,,0.73,59.86
2020-02-28,85,73.0,,0.73,62.05
2020-02-29,92,73.0,,0.73,67.16
2020-03-01,84,78.0,False,0.78,65.52
2020-03-02,77,78.0,,0.78,60.06
2020-03-03,79,78.0,,0.78,61.620000000000005
2020-03-04,77,78.0,,0.78,60.06
2020-03-05,79,78.0,,0.78,61.620000000000005
2020-03-06,77,78.0,,0.78,60.06
2020-03-07,81,78.0,,0.78,63.18
2020-03-08,84,78.0,,0.78,65.52
2020-03-09,76,78.0,,0.78,59.28
2020-03-10,77,78.0,,0.78,60.06
2020-03-11,75,78.0,,0.78,58.5
2020-03-12,68,78.0,,0.78,53.04
2020-03-13,72,78.0,,0.78,56.160000000000004
2020-03-14,85,78.0,,0.78,66.3
2020-03-15,84,78.0,,0.78,65.52
2020-03-16,92,78.0,,0.78,71.76
2020-03-17,97,78.0,,0.78,75.66
2020-03-18,95,78.0,,0.78,74.10000000000001
2020-03-19,95,78.0,,0.78,74.10000000000001
2020-03-20,91,78.0,,0.78,70.98
2020-03-21,97,78.0,,0.78,75.66
2020-03-22,100,78.0,,0.78,78.0
2020-03-23,94,78.0,,0.78,73.32000000000001
2020-03-24,97,78.0,,0.78,75.66
2020-03-25,95,78.0,,0.78,74.10000000000001
2020-03-26,94,78.0,,0.78,73.32000000000001
2020-03-27,95,78.0,,0.78,74.10000000000001
2020-03-28,96,78.0,,0.78,74.88
2020-03-29,100,78.0,,0.78,78.0
2020-03-30,94,78.0,,0.78,73.32000000000001
2020-03-31,96,78.0,,0.78,74.88
2020-04-01,89,84.0,False,0.84,74.75999999999999
2020-04-02,88,84.0,,0.84,73.92
2020-04-03,93,84.0,,0.84,78.11999999999999
2020-04-04,100,84.0,,0.84,84.0
2020-04-05,100,84.0,,0.84,84.0
2020-04-06,87,84.0,,0.84,73.08
2020-04-07,91,84.0,,0.84,76.44
2020-04-08,87,84.0,,0.84,73.08
2020-04-09,91,84.0,,0.84,76.44
2020-04-10,90,84.0,,0.84,75.6
2020-04-11,91,84.0,,0.84,76.44
2020-04-12,90,84.0,,0.84,75.6
2020-04-13,86,84.0,,0.84,72.24
2020-04-14,90,84.0,,0.84,75.6
2020-04-15,88,84.0,,0.84,73.92
2020-04-16,86,84.0,,0.84,72.24
2020-04-17,83,84.0,,0.84,69.72
2020-04-18,92,84.0,,0.84,77.28
2020-04-19,91,84.0,,0.84,76.44
2020-04-20,85,84.0,,0.84,71.39999999999999
2020-04-21,85,84.0,,0.84,71.39999999999999
2020-04-22,87,84.0,,0.84,73.08
2020-04-23,87,84.0,,0.84,73.08
2020-04-24,88,84.0,,0.84,73.92
2020-04-25,86,84.0,,0.84,72.24
2020-04-26,91,84.0,,0.84,76.44
2020-04-27,86,84.0,,0.84,72.24
2020-04-28,83,84.0,,0.84,69.72
2020-04-29,80,84.0,,0.84,67.2
2020-04-30,87,84.0,,0.84,73.08
2020-05-01,92,77.0,False,0.77,70.84
2020-05-02,93,77.0,,0.77,71.61
2020-05-03,97,77.0,,0.77,74.69
2020-05-04,90,77.0,,0.77,69.3
2020-05-05,93,77.0,,0.77,71.61
2020-05-06,90,77.0,,0.77,69.3
2020-05-07,88,77.0,,0.77,67.76
2020-05-08,87,77.0,,0.77,66.99
2020-05-09,91,77.0,,0.77,70.07000000000001
2020-05-10,100,77.0,,0.77,77.0
2020-05-11,86,77.0,,0.77,66.22
2020-05-12,87,77.0,,0.77,66.99
2020-05-13,86,77.0,,0.77,66.22
2020-05-14,91,77.0,,0.77,70.07000000000001
2020-05-15,91,77.0,,0.77,70.07000000000001
2020-05-16,90,77.0,,0.77,69.3
2020-05-17,89,77.0,,0.77,68.53
2020-05-18,90,77.0,,0.77,69.3
2020-05-19,89,77.0,,0.77,68.53
2020-05-20,87,77.0,,0.77,66.99
2020-05-21,86,77.0,,0.77,66.22
2020-05-22,87,77.0,,0.77,66.99
2020-05-23,89,77.0,,0.77,68.53
2020-05-24,88,77.0,,0.77,67.76
2020-05-25,91,77.0,,0.77,70.07000000000001
2020-05-26,87,77.0,,0.77,66.99
2020-05-27,88,77.0,,0.77,67.76
2020-05-28,85,77.0,,0.77,65.45
2020-05-29,82,77.0,,0.77,63.14
2020-05-30,82,77.0,,0.77,63.14
2020-05-31,81,77.0,,0.77,62.370000000000005
2020-06-01,87,72.0,False,0.72,62.64
2020-06-02,91,72.0,,0.72,65.52
2020-06-03,93,72.0,,0.72,66.96
2020-06-04,91,72.0,,0.72,65.52
2020-06-05,92,72.0,,0.72,66.24
2020-06-06,93,72.0,,0.72,66.96
2020-06-07,100,72.0,,0.72,72.0
2020-06-08,92,72.0,,0.72,66.24
2020-06-09,93,72.0,,0.72,66.96
2020-06-10,87,72.0,,0.72,62.64
2020-06-11,93,72.0,,0.72,66.96
2020-06-12,90,72.0,,0.72,64.8
2020-06-13,94,72.0,,0.72,67.67999999999999
2020-06-14,94,72.0,,0.72,67.67999999999999
2020-06-15,92,72.0,,0.72,66.24
2020-06-16,92,72.0,,0.72,66.24
2020-06-17,95,72.0,,0.72,68.39999999999999
2020-06-18,91,72.0,,0.72,65.52
2020-06-19,92,72.0,,0.72,66.24
2020-06-20,94,72.0,,0.72,67.67999999999999
2020-06-21,96,72.0,,0.72,69.12
2020-06-22,95,72.0,,0.72,68.39999999999999
2020-06-23,93,72.0,,0.72,66.96
2020-06-24,89,72.0,,0.72,64.08
2020-06-25,93,72.0,,0.72,66.96
2020-06-26,94,72.0,,0.72,67.67999999999999
2020-06-27,98,72.0,,0.72,70.56
2020-06-28,99,72.0,,0.72,71.28
2020-06-29,93,72.0,,0.72,66.96
2020-06-30,99,72.0,,0.72,71.28
2020-07-01,92,72.0,False,0.72,66.24
2020-07-02,93,72.0,,0.72,66.96
2020-07-03,91,72.0,,0.72,65.52
2020-07-04,95,72.0,,0.72,68.39999999999999
2020-07-05,96,72.0,,0.72,69.12
2020-07-06,92,72.0,,0.72,66.24
2020-07-07,94,72.0,,0.72,67.67999999999999
2020-07-08,92,72.0,,0.72,66.24
2020-07-09,88,72.0,,0.72,63.36
2020-07-10,88,72.0,,0.72,63.36
2020-07-11,95,72.0,,0.72,68.39999999999999
2020-07-12,98,72.0,,0.72,70.56
2020-07-13,88,72.0,,0.72,63.36
2020-07-14,94,72.0,,0.72,67.67999999999999
2020-07-15,92,72.0,,0.72,66.24
2020-07-16,95,72.0,,0.72,68.39999999999999
2020-07-17,93,72.0,,0.72,66.96
2020-07-18,92,72.0,,0.72,66.24
2020-07-19,97,72.0,,0.72,69.84
2020-07-20,91,72.0,,0.72,65.52
2020-07-21,89,72.0,,0.72,64.08
2020-07-22,94,72.0,,0.72,67.67999999999999
2020-07-23,95,72.0,,0.72,68.39999999999999
2020-07-24,97,72.0,,0.72,69.84
2020-07-25,97,72.0,,0.72,69.84
2020-07-26,100,72.0,,0.72,72.0
2020-07-27,93,72.0,,0.72,66.96
2020-07-28,92,72.0,,0.72,66.24
2020-07-29,90,72.0,,0.72,64.8
2020-07-30,87,72.0,,0.72,62.64
2020-07-31,88,72.0,,0.72,63.36
2020-08-01,94,73.0,False,0.73,68.62
2020-08-02,93,73.0,,0.73,67.89
2020-08-03,89,73.0,,0.73,64.97
2020-08-04,89,73.0,,0.73,64.97
2020-08-05,89,73.0,,0.73,64.97
2020-08-06,93,73.0,,0.73,67.89
2020-08-07,95,73.0,,0.73,69.35
2020-08-08,100,73.0,,0.73,73.0
2020-08-09,98,73.0,,0.73,71.53999999999999
2020-08-10,90,73.0,,0.73,65.7
2020-08-11,89,73.0,,0.73,64.97
2020-08-12,88,73.0,,0.73,64.24
2020-08-13,93,73.0,,0.73,67.89
2020-08-14,90,73.0,,0.73,65.7
2020-08-15,91,73.0,,0.73,66.42999999999999
2020-08-16,98,73.0,,0.73,71.53999999999999
2020-08-17,91,73.0,,0.73,66.42999999999999
2020-08-18,86,73.0,,0.73,62.78
2020-08-19,88,73.0,,0.73,64.24
2020-08-20,90,73.0,,0.73,65.7
2020-08-21,89,73.0,,0.73,64.97
2020-08-22,95,73.0,,0.73,69.35
2020-08-23,99,73.0,,0.73,72.27
2020-08-24,89,73.0,,0.73,64.97
2020-08-25,88,73.0,,0.73,64.24
2020-08-26,89,73.0,,0.73,64.97
2020-08-27,86,73.0,,0.73,62.78
2020-08-28,86,73.0,,0.73,62.78
2020-08-29,91,73.0,,0.73,66.42999999999999
2020-08-30,93,73.0,,0.73,67.89
2020-08-31,90,73.0,,0.73,65.7
2020-09-01,85,72.0,False,0.72,61.199999999999996
2020-09-02,89,72.0,,0.72,64.08
2020-09-03,88,72.0,,0.72,63.36
2020-09-04,86,72.0,,0.72,61.919999999999995
2020-09-05,95,72.0,,0.72,68.39999999999999
2020-09-06,94,72.0,,0.72,67.67999999999999
2020-09-07,94,72.0,,0.72,67.67999999999999
2020-09-08,88,72.0,,0.72,63.36
2020-09-09,89,72.0,,0.72,64.08
2020-09-10,88,72.0,,0.72,63.36
2020-09-11,86,72.0,,0.72,61.919999999999995
2020-09-12,94,72.0,,0.72,67.67999999999999
2020-09-13,100,72.0,,0.72,72.0
2020-09-14,87,72.0,,0.72,62.64
2020-09-15,85,72.0,,0.72,61.199999999999996
2020-09-16,83,72.0,,0.72,59.76
2020-09-17,84,72.0,,0.72,60.48
2020-09-18,85,72.0,,0.72,61.199999999999996
2020-09-19,87,72.0,,0.72,62.64
2020-09-20,94,72.0,,0.72,67.67999999999999
2020-09-21,85,72.0,,0.72,61.199999999999996
2020-09-22,86,72.0,,0.72,61.919999999999995
2020-09-23,86,72.0,,0.72,61.919999999999995
2020-09-24,86,72.0,,0.72,61.919999999999995
2020-09-25,85,72.0,,0.72,61.199999999999996
2020-09-26,91,72.0,,0.72,65.52
2020-09-27,97,72.0,,0.72,69.84
2020-09-28,87,72.0,,0.72,62.64
2020-09-29,88,72.0,,0.72,63.36
2020-09-30,87,72.0,,0.72,62.64
2020-10-01,91,72.0,False,0.72,65.52
2020-10-02,91,72.0,,0.72,65.52
2020-10-03,95,72.0,,0.72,68.39999999999999
2020-10-04,100,72.0,,0.72,72.0
2020-10-05,95,72.0,,0.72,68.39999999999999
2020-10-06,93,72.0,,0.72,66.96
2020-10-07,91,72.0,,0.72,65.52
2020-10-08,93,72.0,,0.72,66.96
2020-10-09,92,72.0,,0.72,66.24
2020-10-10,99,72.0,,0.72,71.28
2020-10-11,98,72.0,,0.72,70.56
2020-10-12,94,72.0,,0.72,67.67999999999999
2020-10-13,93,72.0,,0.72,66.96
2020-10-14,95,72.0,,0.72,68.39999999999999
2020-10-15,95,72.0,,0.72,68.39999999999999
2020-10-16,91,72.0,,0.72,65.52
2020-10-17,96,72.0,,0.72,69.12
2020-10-18,99,72.0,,0.72,71.28
2020-10-19,94,72.0,,0.72,67.67999999999999
2020-10-20,93,72.0,,0.72,66.96
2020-10-21,97,72.0,,0.72,69.84
2020-10-22,93,72.0,,0.72,66.96
2020-10-23,94,72.0,,0.72,67.67999999999999
2020-10-24,100,72.0,,0.72,72.0
2020-10-25,96,72.0,,0.72,69.12
2020-10-26,94,72.0,,0.72,67.67999999999999
2020-10-27,94,72.0,,0.72,67.67999999999999
2020-10-28,93,72.0,,0.72,66.96
2020-10-29,94,72.0,,0.72,67.67999999999999
2020-10-30,94,72.0,,0.72,67.67999999999999
2020-10-31,98,72.0,,0.72,70.56
2020-11-01,91,71.0,False,0.71,64.61
2020-11-02,84,71.0,,0.71,59.64
2020-11-03,81,71.0,,0.71,57.51
2020-11-04,50,71.0,,0.71,35.5
2020-11-05,60,71.0,,0.71,42.599999999999994
2020-11-06,65,71.0,,0.71,46.15
2020-11-07,71,71.0,,0.71,50.41
2020-11-08,83,71.0,,0.71,58.93
2020-11-09,80,71.0,,0.71,56.8
2020-11-10,82,71.0,,0.71,58.22
2020-11-11,99,71.0,,0.71,70.28999999999999
2020-11-12,85,71.0,,0.71,60.349999999999994
2020-11-13,81,71.0,,0.71,57.51
2020-11-14,87,71.0,,0.71,61.769999999999996
2020-11-15,91,71.0,,0.71,64.61
2020-11-16,84,71.0,,0.71,59.64
2020-11-17,86,71.0,,0.71,61.059999999999995
2020-11-18,85,71.0,,0.71,60.349999999999994
2020-11-19,88,71.0,,0.71,62.48
2020-11-20,87,71.0,,0.71,61.769999999999996
2020-11-21,98,71.0,,0.71,69.58
2020-11-22,94,71.0,,0.71,66.74
2020-11-23,88,71.0,,0.71,62.48
2020-11-24,87,71.0,,0.71,61.769999999999996
2020-11-25,88,71.0,,0.71,62.48
2020-11-26,83,71.0,,0.71,58.93
2020-11-27,82,71.0,,0.71,58.22
2020-11-28,88,71.0,,0.71,62.48
2020-11-29,100,71.0,,0.71,71.0
2020-11-30,84,71.0,,0.71,59.64
2020-12-01,91,74.0,False,0.74,67.34
2020-12-02,91,74.0,,0.74,67.34
2020-12-03,90,74.0,,0.74,66.6
2020-12-04,93,74.0,,0.74,68.82
2020-12-05,96,74.0,,0.74,71.03999999999999
2020-12-06,94,74.0,,0.74,69.56
2020-12-07,93,74.0,,0.74,68.82
2020-12-08,93,74.0,,0.74,68.82
2020-12-09,89,74.0,,0.74,65.86
2020-12-10,92,74.0,,0.74,68.08
2020-12-11,90,74.0,,0.74,66.6
2020-12-12,96,74.0,,0.74,71.03999999999999
2020-12-13,96,74.0,,0.74,71.03999999999999
2020-12-14,90,74.0,,0.74,66.6
2020-12-15,91,74.0,,0.74,67.34
2020-12-16,92,74.0,,0.74,68.08
2020-12-17,90,74.0,,0.74,66.6
2020-12-18,92,74.0,,0.74,68.08
2020-12-19,95,74.0,,0.74,70.3
2020-12-20,97,74.0,,0.74,71.78
2020-12-21,91,74.0,,0.74,67.34
2020-12-22,93,74.0,,0.74,68.82
2020-12-23,92,74.0,,0.74,68.08
2020-12-24,93,74.0,,0.74,68.82
2020-12-25,94,74.0,,0.74,69.56
2020-12-26,100,74.0,,0.74,74.0
2020-12-27,96,74.0,,0.74,71.03999999999999
2020-12-28,93,74.0,,0.74,68.82
2020-12-29,94,74.0,,0.74,69.56
2020-12-30,90,74.0,,0.74,66.6
2020-12-31,89,74.0,,0.74,65.86
2021-01-01,90,71.0,False,0.71,63.9
2021-01-02,94,71.0,,0.71,66.74
2021-01-03,95,71.0,,0.71,67.45
2021-01-04,88,71.0,,0.71,62.48
2021-01-05,87,71.0,,0.71,61.769999999999996
2021-01-06,82,71.0,,0.71,58.22
2021-01-07,81,71.0,,0.71,57.51
2021-01-08,83,71.0,,0.71,58.93
2021-01-09,91,71.0,,0.71,64.61
2021-01-10,91,71.0,,0.71,64.61
2021-01-11,87,71.0,,0.71,61.769999999999996
2021-01-12,89,71.0,,0.71,63.19
2021-01-13,88,71.0,,0.71,62.48
2021-01-14,84,71.0,,0.71,59.64
2021-01-15,87,71.0,,0.71,61.769999999999996
2021-01-16,90,71.0,,0.71,63.9
2021-01-17,89,71.0,,0.71,63.19
2021-01-18,89,71.0,,0.71,63.19
2021-01-19,87,71.0,,0.71,61.769999999999996
2021-01-20,87,71.0,,0.71,61.769999999999996
2021-01-21,86,71.0,,0.71,61.059999999999995
2021-01-22,85,71.0,,0.71,60.349999999999994
2021-01-23,87,71.0,,0.71,61.769999999999996
2021-01-24,100,71.0,,0.71,71.0
2021-01-25,88,71.0,,0.71,62.48
2021-01-26,88,71.0,,0.71,62.48
2021-01-27,87,71.0,,0.71,61.769999999999996
2021-01-28,86,71.0,,0.71,61.059999999999995
2021-01-29,86,71.0,,0.71,61.059999999999995
2021-01-30,91,71.0,,0.71,64.61
2021-01-31,93,71.0,,0.71,66.03
2021-02-01,94,71.0,False,0.71,66.74
2021-02-02,90,71.0,,0.71,63.9
2021-02-03,93,71.0,,0.71,66.03
2021-02-04,91,71.0,,0.71,64.61
2021-02-05,92,71.0,,0.71,65.32
2021-02-06,97,71.0,,0.71,68.86999999999999
2021-02-07,100,71.0,,0.71,71.0
2021-02-08,92,71.0,,0.71,65.32
2021-02-09,93,71.0,,0.71,66.03
2021-02-10,93,71.0,,0.71,66.03
2021-02-11,92,71.0,,0.71,65.32
2021-02-12,92,71.0,,0.71,65.32
2021-02-13,93,71.0,,0.71,66.03
2021-02-14,99,71.0,,0.71,70.28999999999999
2021-02-15,91,71.0,,0.71,64.61
2021-02-16,89,71.0,,0.71,63.19
2021-02-17,88,71.0,,0.71,62.48
2021-02-18,88,71.0,,0.71,62.48
2021-02-19,86,71.0,,0.71,61.059999999999995
2021-02-20,93,71.0,,0.71,66.03
2021-02-21,96,71.0,,0.71,68.16
2021-02-22,88,71.0,,0.71,62.48
2021-02-23,87,71.0,,0.71,61.769999999999996
2021-02-24,87,71.0,,0.71,61.769999999999996
2021-02-25,89,71.0,,0.71,63.19
2021-02-26,84,71.0,,0.71,59.64
2021-02-27,91,71.0,,0.71,64.61
2021-02-28,96,71.0,,0.71,68.16
2021-03-01,91,68.0,False,0.68,61.88
2021-03-02,93,68.0,,0.68,63.24
2021-03-03,89,68.0,,0.68,60.52
2021-03-04,89,68.0,,0.68,60.52
2021-03-05,88,68.0,,0.68,59.84
2021-03-06,93,68.0,,0.68,63.24
2021-03-07,100,68.0,,0.68,68.0
2021-03-08,94,68.0,,0.68,63.92
2021-03-09,90,68.0,,0.68,61.2
2021-03-10,91,68.0,,0.68,61.88
2021-03-11,89,68.0,,0.68,60.52
2021-03-12,90,68.0,,0.68,61.2
2021-03-13,93,68.0,,0.68,63.24
2021-03-14,91,68.0,,0.68,61.88
2021-03-15,91,68.0,,0.68,61.88
2021-03-16,95,68.0,,0.68,64.60000000000001
2021-03-17,92,68.0,,0.68,62.56
2021-03-18,93,68.0,,0.68,63.24
2021-03-19,90,68.0,,0.68,61.2
2021-03-20,94,68.0,,0.68,63.92
2021-03-21,93,68.0,,0.68,63.24
2021-03-22,87,68.0,,0.68,59.160000000000004
2021-03-23,87,68.0,,0.68,59.160000000000004
2021-03-24,90,68.0,,0.68,61.2
2021-03-25,89,68.0,,0.68,60.52
2021-03-26,88,68.0,,0.68,59.84
2021-03-27,91,68.0,,0.68,61.88
2021-03-28,95,68.0,,0.68,64.60000000000001
2021-03-29,90,68.0,,0.68,61.2
2021-03-30,88,68.0,,0.68,59.84
2021-03-31,89,68.0,,0.68,60.52
2021-04-01,95,67.0,False,0.67,63.650000000000006
2021-04-02,96,67.0,,0.67,64.32000000000001
2021-04-03,96,67.0,,0.67,64.32000000000001
2021-04-04,94,67.0,,0.67,62.980000000000004
2021-04-05,90,67.0,,0.67,60.300000000000004
2021-04-06,93,67.0,,0.67,62.31
2021-04-07,93,67.0,,0.67,62.31
2021-04-08,92,67.0,,0.67,61.64
2021-04-09,88,67.0,,0.67,58.96
2021-04-10,96,67.0,,0.67,64.32000000000001
2021-04-11,95,67.0,,0.67,63.650000000000006
2021-04-12,94,67.0,,0.67,62.980000000000004
2021-04-13,90,67.0,,0.67,60.300000000000004
2021-04-14,92,67.0,,0.67,61.64
2021-04-15,91,67.0,,0.67,60.970000000000006
2021-04-16,89,67.0,,0.67,59.63
2021-04-17,95,67.0,,0.67,63.650000000000006
2021-04-18,99,67.0,,0.67,66.33
2021-04-19,89,67.0,,0.67,59.63
2021-04-20,89,67.0,,0.67,59.63
2021-04-21,90,67.0,,0.67,60.300000000000004
2021-04-22,93,67.0,,0.67,62.31
2021-04-23,90,67.0,,0.67,60.300000000000004
2021-04-24,98,67.0,,0.67,65.66000000000001
2021-04-25,100,67.0,,0.67,67.0
2021-04-26,90,67.0,,0.67,60.300000000000004
2021-04-27,90,67.0,,0.67,60.300000000000004
2021-04-28,91,67.0,,0.67,60.970000000000006
2021-04-29,95,67.0,,0.67,63.650000000000006
2021-04-30,89,67.0,,0.67,59.63
2021-05-01,89,67.0,False,0.67,59.63
2021-05-02,100,67.0,,0.67,67.0
2021-05-03,92,67.0,,0.67,61.64
2021-05-04,94,67.0,,0.67,62.980000000000004
2021-05-05,89,67.0,,0.67,59.63
2021-05-06,87,67.0,,0.67,58.290000000000006
2021-05-07,88,67.0,,0.67,58.96
2021-05-08,92,67.0,,0.67,61.64
2021-05-09,94,67.0,,0.67,62.980000000000004
2021-05-10,88,67.0,,0.67,58.96
2021-05-11,90,67.0,,0.67,60.300000000000004
2021-05-12,90,67.0,,0.67,60.300000000000004
