date,GT_unscaled,GT_monthly,isPartial,scale,GT
2021-05-16,92,96.0,,0.96,88.32
2021-05-17,86,96.0,,0.96,82.56
2021-05-18,83,96.0,,0.96,79.67999999999999
2021-05-19,81,96.0,,0.96,77.75999999999999
2021-05-20,85,96.0,,0.96,81.6
2021-05-21,83,96.0,,0.96,79.67999999999999
2021-05-22,93,96.0,,0.96,89.28
2021-05-23,91,96.0,,0.96,87.36
2021-05-24,84,96.0,,0.96,80.64
2021-05-25,84,96.0,,0.96,80.64
2021-05-26,85,96.0,,0.96,81.6
2021-05-27,77,96.0,,0.96,73.92
2021-05-28,78,96.0,,0.96,74.88
2021-05-29,90,96.0,,0.96,86.39999999999999
2021-05-30,92,96.0,,0.96,88.32
2021-05-31,88,96.0,,0.96,84.47999999999999
2021-06-01,84,97.0,False,0.97,81.48
2021-06-02,80,97.0,,0.97,77.6
2021-06-03,78,97.0,,0.97,75.66
2021-06-04,82,97.0,,0.97,79.53999999999999
2021-06-05,92,97.0,,0.97,89.24
2021-06-06,90,97.0,,0.97,87.3
2021-06-07,79,97.0,,0.97,76.63
2021-06-08,78,97.0,,0.97,75.66
2021-06-09,79,97.0,,0.97,76.63
2021-06-10,80,97.0,,0.97,77.6
2021-06-11,83,97.0,,0.97,80.50999999999999
2021-06-12,88,97.0,,0.97,85.36
2021-06-13,98,97.0,,0.97,95.06
2021-06-14,84,97.0,,0.97,81.48
2021-06-15,88,97.0,,0.97,85.36
2021-06-16,77,97.0,,0.97,74.69
2021-06-17,80,97.0,,0.97,77.6
2021-06-18,87,97.0,,0.97,84.39
2021-06-19,91,97.0,,0.97,88.27
2021-06-20,100,97.0,,0.97,97.0
2021-06-21,81,97.0,,0.97,78.57
2021-06-22,82,97.0,,0.97,79.53999999999999
2021-06-23,92,97.0,,0.97,89.24
2021-06-24,87,97.0,,0.97,84.39
2021-06-25,79,97.0,,0.97,76.63
2021-06-26,94,97.0,,0.97,91.17999999999999
2021-06-27,88,97.0,,0.97,85.36
2021-06-28,82,97.0,,0.97,79.53999999999999
2021-06-29,77,97.0,,0.97,74.69
2021-06-30,80,97.0,,0.97,77.6
2021-07-01,77,99.0,False,0.99,76.23
2021-07-02,84,99.0,,0.99,83.16
2021-07-03,94,99.0,,0.99,93.06
2021-07-04,93,99.0,,0.99,92.07
2021-07-05,87,99.0,,0.99,86.13
2021-07-06,80,99.0,,0.99,79.2
2021-07-07,84,99.0,,0.99,83.16
2021-07-08,89,99.0,,0.99,88.11
2021-07-09,78,99.0,,0.99,77.22
2021-07-10,92,99.0,,0.99,91.08
2021-07-11,86,99.0,,0.99,85.14
2021-07-12,81,99.0,,0.99,80.19
2021-07-13,85,99.0,,0.99,84.15
2021-07-14,86,99.0,,0.99,85.14
2021-07-15,80,99.0,,0.99,79.2
2021-07-16,88,99.0,,0.99,87.12
2021-07-17,89,99.0,,0.99,88.11
2021-07-18,100,99.0,,0.99,99.0
2021-07-19,82,99.0,,0.99,81.17999999999999
2021-07-20,87,99.0,,0.99,86.13
2021-07-21,82,99.0,,0.99,81.17999999999999
2021-07-22,83,99.0,,0.99,82.17
2021-07-23,83,99.0,,0.99,82.17
2021-07-24,90,99.0,,0.99,89.1
2021-07-25,89,99.0,,0.99,88.11
2021-07-26,84,99.0,,0.99,83.16
2021-07-27,77,99.0,,0.99,76.23
2021-07-28,82,99.0,,0.99,81.17999999999999
2021-07-29,77,99.0,,0.99,76.23
2021-07-30,74,99.0,,0.99,73.26
2021-07-31,89,99.0,,0.99,88.11
2021-08-01,90,96.0,False,0.96,86.39999999999999
2021-08-02,82,96.0,,0.96,78.72
2021-08-03,79,96.0,,0.96,75.84
2021-08-04,81,96.0,,0.96,77.75999999999999
2021-08-05,83,96.0,,0.96,79.67999999999999
2021-08-06,81,96.0,,0.96,77.75999999999999
2021-08-07,93,96.0,,0.96,89.28
2021-08-08,93,96.0,,0.96,89.28
2021-08-09,87,96.0,,0.96,83.52
2021-08-10,83,96.0,,0.96,79.67999999999999
2021-08-11,80,96.0,,0.96,76.8
2021-08-12,88,96.0,,0.96,84.47999999999999
2021-08-13,79,96.0,,0.96,75.84
2021-08-14,99,96.0,,0.96,95.03999999999999
2021-08-15,95,96.0,,0.96,91.2
2021-08-16,89,96.0,,0.96,85.44
2021-08-17,82,96.0,,0.96,78.72
2021-08-18,83,96.0,,0.96,79.67999999999999
2021-08-19,90,96.0,,0.96,86.39999999999999
2021-08-20,84,96.0,,0.96,80.64
2021-08-21,100,96.0,,0.96,96.0
2021-08-22,88,96.0,,0.96,84.47999999999999
2021-08-23,82,96.0,,0.96,78.72
2021-08-24,83,96.0,,0.96,79.67999999999999
2021-08-25,79,96.0,,0.96,75.84
2021-08-26,81,96.0,,0.96,77.75999999999999
2021-08-27,78,96.0,,0.96,74.88
2021-08-28,97,96.0,,0.96,93.11999999999999
2021-08-29,92,96.0,,0.96,88.32
2021-08-30,78,96.0,,0.96,74.88
2021-08-31,80,96.0,,0.96,76.8
2021-09-01,75,88.0,False,0.88,66.0
2021-09-02,75,88.0,,0.88,66.0
2021-09-03,82,88.0,,0.88,72.16
2021-09-04,92,88.0,,0.88,80.96
2021-09-05,100,88.0,,0.88,88.0
2021-09-06,88,88.0,,0.88,77.44
2021-09-07,82,88.0,,0.88,72.16
2021-09-08,75,88.0,,0.88,66.0
2021-09-09,76,88.0,,0.88,66.88
2021-09-10,79,88.0,,0.88,69.52
2021-09-11,93,88.0,,0.88,81.84
2021-09-12,90,88.0,,0.88,79.2
2021-09-13,80,88.0,,0.88,70.4
2021-09-14,81,88.0,,0.88,71.28
2021-09-15,82,88.0,,0.88,72.16
2021-09-16,79,88.0,,0.88,69.52
2021-09-17,85,88.0,,0.88,74.8
2021-09-18,99,88.0,,0.88,87.12
2021-09-19,98,88.0,,0.88,86.24
2021-09-20,77,88.0,,0.88,67.76
2021-09-21,82,88.0,,0.88,72.16
2021-09-22,73,88.0,,0.88,64.24
2021-09-23,77,88.0,,0.88,67.76
2021-09-24,80,88.0,,0.88,70.4
2021-09-25,90,88.0,,0.88,79.2
2021-09-26,93,88.0,,0.88,81.84
2021-09-27,74,88.0,,0.88,65.12
2021-09-28,82,88.0,,0.88,72.16
2021-09-29,81,88.0,,0.88,71.28
2021-09-30,75,88.0,,0.88,66.0
2021-10-01,84,87.0,False,0.87,73.08
2021-10-02,96,87.0,,0.87,83.52
2021-10-03,94,87.0,,0.87,81.78
2021-10-04,72,87.0,,0.87,62.64
2021-10-05,78,87.0,,0.87,67.86
2021-10-06,75,87.0,,0.87,65.25
2021-10-07,78,87.0,,0.87,67.86
2021-10-08,82,87.0,,0.87,71.34
2021-10-09,100,87.0,,0.87,87.0
2021-10-10,85,87.0,,0.87,73.95
2021-10-11,82,87.0,,0.87,71.34
2021-10-12,77,87.0,,0.87,66.99
2021-10-13,84,87.0,,0.87,73.08
2021-10-14,82,87.0,,0.87,71.34
2021-10-15,80,87.0,,0.87,69.6
2021-10-16,89,87.0,,0.87,77.42999999999999
2021-10-17,93,87.0,,0.87,80.91
2021-10-18,79,87.0,,0.87,68.73
2021-10-19,82,87.0,,0.87,71.34
2021-10-20,80,87.0,,0.87,69.6
2021-10-21,77,87.0,,0.87,66.99
2021-10-22,76,87.0,,0.87,66.12
2021-10-23,87,87.0,,0.87,75.69
2021-10-24,89,87.0,,0.87,77.42999999999999
2021-10-25,81,87.0,,0.87,70.47
2021-10-26,80,87.0,,0.87,69.6
2021-10-27,83,87.0,,0.87,72.21
2021-10-28,80,87.0,,0.87,69.6
2021-10-29,77,87.0,,0.87,66.99
2021-10-30,94,87.0,,0.87,81.78
2021-10-31,83,87.0,,0.87,72.21
2021-11-01,78,86.0,False,0.86,67.08
2021-11-02,78,86.0,,0.86,67.08
2021-11-03,82,86.0,,0.86,70.52
2021-11-04,87,86.0,,0.86,74.82
2021-11-05,82,86.0,,0.86,70.52
2021-11-06,100,86.0,,0.86,86.0
2021-11-07,87,86.0,,0.86,74.82
2021-11-08,84,86.0,,0.86,72.24
2021-11-09,85,86.0,,0.86,73.1
2021-11-10,79,86.0,,0.86,67.94
2021-11-11,80,86.0,,0.86,68.8
2021-11-12,80,86.0,,0.86,68.8
2021-11-13,97,86.0,,0.86,83.42
2021-11-14,98,86.0,,0.86,84.28
2021-11-15,82,86.0,,0.86,70.52
2021-11-16,76,86.0,,0.86,65.36
2021-11-17,82,86.0,,0.86,70.52
2021-11-18,77,86.0,,0.86,66.22
2021-11-19,76,86.0,,0.86,65.36
2021-11-20,90,86.0,,0.86,77.4
2021-11-21,91,86.0,,0.86,78.26
2021-11-22,74,86.0,,0.86,63.64
2021-11-23,82,86.0,,0.86,70.52
2021-11-24,78,86.0,,0.86,67.08
2021-11-25,84,86.0,,0.86,72.24
2021-11-26,87,86.0,,0.86,74.82
2021-11-27,97,86.0,,0.86,83.42
2021-11-28,87,86.0,,0.86,74.82
2021-11-29,82,86.0,,0.86,70.52
2021-11-30,77,86.0,,0.86,66.22
2021-12-01,82,77.0,False,0.77,63.14
2021-12-02,82,77.0,,0.77,63.14
2021-12-03,83,77.0,,0.77,63.910000000000004
2021-12-04,97,77.0,,0.77,74.69
2021-12-05,93,77.0,,0.77,71.61
2021-12-06,81,77.0,,0.77,62.370000000000005
2021-12-07,80,77.0,,0.77,61.6
2021-12-08,81,77.0,,0.77,62.370000000000005
2021-12-09,86,77.0,,0.77,66.22
2021-12-10,84,77.0,,0.77,64.68
2021-12-11,90,77.0,,0.77,69.3
2021-12-12,95,77.0,,0.77,73.15
2021-12-13,86,77.0,,0.77,66.22
2021-12-14,81,77.0,,0.77,62.370000000000005
2021-12-15,82,77.0,,0.77,63.14
2021-12-16,86,77.0,,0.77,66.22
2021-12-17,86,77.0,,0.77,66.22
2021-12-18,96,77.0,,0.77,73.92
2021-12-19,82,77.0,,0.77,63.14
2021-12-20,77,77.0,,0.77,59.29
2021-12-21,83,77.0,,0.77,63.910000000000004
2021-12-22,90,77.0,,0.77,69.3
2021-12-23,87,77.0,,0.77,66.99
2021-12-24,90,77.0,,0.77,69.3
2021-12-25,91,77.0,,0.77,70.07000000000001
2021-12-26,100,77.0,,0.77,77.0
2021-12-27,89,77.0,,0.77,68.53
2021-12-28,88,77.0,,0.77,67.76
2021-12-29,83,77.0,,0.77,63.910000000000004
2021-12-30,88,77.0,,0.77,67.76
2021-12-31,85,77.0,,0.77,65.45
