date,FL_unscaled,FL_monthly,isPartial,scale,FL
2021-05-03,99,81.0,,0.81,80.19000000000001
2021-05-04,94,81.0,,0.81,76.14
2021-05-05,97,81.0,,0.81,78.57000000000001
2021-05-06,95,81.0,,0.81,76.95
2021-05-07,96,81.0,,0.81,77.76
2021-05-08,89,81.0,,0.81,72.09
2021-05-09,80,81.0,,0.81,64.80000000000001
2021-05-10,100,81.0,,0.81,81.0
2021-05-11,100,81.0,,0.81,81.0
2021-05-12,97,81.0,,0.81,78.57000000000001
2021-05-13,95,81.0,,0.81,76.95
2021-05-14,95,81.0,,0.81,76.95
2021-05-15,89,81.0,,0.81,72.09
2021-05-16,83,81.0,,0.81,67.23
2021-05-17,99,81.0,,0.81,80.19000000000001
2021-05-18,97,81.0,,0.81,78.57000000000001
2021-05-19,95,81.0,,0.81,76.95
2021-05-20,94,81.0,,0.81,76.14
2021-05-21,97,81.0,,0.81,78.57000000000001
2021-05-22,89,81.0,,0.81,72.09
2021-05-23,81,81.0,,0.81,65.61
2021-05-24,97,81.0,,0.81,78.57000000000001
2021-05-25,99,81.0,,0.81,80.19000000000001
2021-05-26,95,81.0,,0.81,76.95
2021-05-27,93,81.0,,0.81,75.33
2021-05-28,92,81.0,,0.81,74.52000000000001
2021-05-29,89,81.0,,0.81,72.09
2021-05-30,91,81.0,,0.81,73.71000000000001
2021-05-31,88,81.0,,0.81,71.28
2021-06-01,90,83.0,False,0.83,74.7
2021-06-02,87,83.0,,0.83,72.21
2021-06-03,90,83.0,,0.83,74.7
2021-06-04,90,83.0,,0.83,74.7
2021-06-05,85,83.0,,0.83,70.55
2021-06-06,79,83.0,,0.83,65.57
2021-06-07,89,83.0,,0.83,73.86999999999999
2021-06-08,90,83.0,,0.83,74.7
2021-06-09,89,83.0,,0.83,73.86999999999999
2021-06-10,92,83.0,,0.83,76.36
2021-06-11,91,83.0,,0.83,75.53
2021-06-12,83,83.0,,0.83,68.89
2021-06-13,78,83.0,,0.83,64.74
2021-06-14,91,83.0,,0.83,75.53
2021-06-15,90,83.0,,0.83,74.7
2021-06-16,90,83.0,,0.83,74.7
2021-06-17,90,83.0,,0.83,74.7
2021-06-18,87,83.0,,0.83,72.21
2021-06-19,81,83.0,,0.83,67.22999999999999
2021-06-20,80,83.0,,0.83,66.39999999999999
2021-06-21,92,83.0,,0.83,76.36
2021-06-22,90,83.0,,0.83,74.7
2021-06-23,90,83.0,,0.83,74.7
2021-06-24,100,83.0,,0.83,83.0
2021-06-25,93,83.0,,0.83,77.19
2021-06-26,88,83.0,,0.83,73.03999999999999
2021-06-27,78,83.0,,0.83,64.74
2021-06-28,92,83.0,,0.83,76.36
2021-06-29,93,83.0,,0.83,77.19
2021-06-30,90,83.0,,0.83,74.7
2021-07-01,90,82.0,False,0.82,73.8
2021-07-02,92,82.0,,0.82,75.44
2021-07-03,85,82.0,,0.82,69.7
2021-07-04,85,82.0,,0.82,69.7
2021-07-05,92,82.0,,0.82,75.44
2021-07-06,98,82.0,,0.82,80.36
2021-07-07,100,82.0,,0.82,82.0
2021-07-08,95,82.0,,0.82,77.89999999999999
2021-07-09,91,82.0,,0.82,74.61999999999999
2021-07-10,83,82.0,,0.82,68.06
2021-07-11,77,82.0,,0.82,63.13999999999999
2021-07-12,95,82.0,,0.82,77.89999999999999
2021-07-13,92,82.0,,0.82,75.44
2021-07-14,89,82.0,,0.82,72.97999999999999
2021-07-15,88,82.0,,0.82,72.16
2021-07-16,88,82.0,,0.82,72.16
2021-07-17,80,82.0,,0.82,65.6
2021-07-18,79,82.0,,0.82,64.78
2021-07-19,88,82.0,,0.82,72.16
2021-07-20,88,82.0,,0.82,72.16
2021-07-21,91,82.0,,0.82,74.61999999999999
2021-07-22,90,82.0,,0.82,73.8
2021-07-23,90,82.0,,0.82,73.8
2021-07-24,82,82.0,,0.82,67.24
2021-07-25,77,82.0,,0.82,63.13999999999999
2021-07-26,89,82.0,,0.82,72.97999999999999
2021-07-27,89,82.0,,0.82,72.97999999999999
2021-07-28,90,82.0,,0.82,73.8
2021-07-29,88,82.0,,0.82,72.16
2021-07-30,85,82.0,,0.82,69.7
2021-07-31,79,82.0,,0.82,64.78
2021-08-01,84,76.0,False,0.76,63.84
2021-08-02,100,76.0,,0.76,76.0
2021-08-03,93,76.0,,0.76,70.68
2021-08-04,95,76.0,,0.76,72.2
2021-08-05,95,76.0,,0.76,72.2
2021-08-06,93,76.0,,0.76,70.68
2021-08-07,85,76.0,,0.76,64.6
2021-08-08,81,76.0,,0.76,61.56
2021-08-09,94,76.0,,0.76,71.44
2021-08-10,94,76.0,,0.76,71.44
2021-08-11,95,76.0,,0.76,72.2
2021-08-12,93,76.0,,0.76,70.68
2021-08-13,94,76.0,,0.76,71.44
2021-08-14,83,76.0,,0.76,63.08
2021-08-15,78,76.0,,0.76,59.28
2021-08-16,97,76.0,,0.76,73.72
2021-08-17,92,76.0,,0.76,69.92
2021-08-18,95,76.0,,0.76,72.2
2021-08-19,90,76.0,,0.76,68.4
2021-08-20,90,76.0,,0.76,68.4
2021-08-21,80,76.0,,0.76,60.8
2021-08-22,78,76.0,,0.76,59.28
2021-08-23,90,76.0,,0.76,68.4
2021-08-24,91,76.0,,0.76,69.16
2021-08-25,90,76.0,,0.76,68.4
2021-08-26,90,76.0,,0.76,68.4
2021-08-27,90,76.0,,0.76,68.4
2021-08-28,82,76.0,,0.76,62.32
2021-08-29,76,76.0,,0.76,57.76
2021-08-30,90,76.0,,0.76,68.4
2021-08-31,91,76.0,,0.76,69.16
2021-09-01,93,74.0,False,0.74,68.82
2021-09-02,95,74.0,,0.74,70.3
2021-09-03,96,74.0,,0.74,71.03999999999999
2021-09-04,85,74.0,,0.74,62.9
2021-09-05,79,74.0,,0.74,58.46
2021-09-06,82,74.0,,0.74,60.68
2021-09-07,96,74.0,,0.74,71.03999999999999
2021-09-08,96,74.0,,0.74,71.03999999999999
2021-09-09,96,74.0,,0.74,71.03999999999999
2021-09-10,95,74.0,,0.74,70.3
2021-09-11,80,74.0,,0.74,59.2
2021-09-12,78,74.0,,0.74,57.72
2021-09-13,94,74.0,,0.74,69.56
2021-09-14,91,74.0,,0.74,67.34
2021-09-15,96,74.0,,0.74,71.03999999999999
2021-09-16,94,74.0,,0.74,69.56
2021-09-17,95,74.0,,0.74,70.3
2021-09-18,88,74.0,,0.74,65.12
2021-09-19,81,74.0,,0.74,59.94
2021-09-20,100,74.0,,0.74,74.0
2021-09-21,100,74.0,,0.74,74.0
2021-09-22,95,74.0,,0.74,70.3
2021-09-23,90,74.0,,0.74,66.6
2021-09-24,95,74.0,,0.74,70.3
2021-09-25,86,74.0,,0.74,63.64
2021-09-26,82,74.0,,0.74,60.68
2021-09-27,95,74.0,,0.74,70.3
2021-09-28,93,74.0,,0.74,68.82
2021-09-29,93,74.0,,0.74,68.82
2021-09-30,95,74.0,,0.74,70.3
2021-10-01,96,77.0,False,0.77,73.92
2021-10-02,84,77.0,,0.77,64.68
2021-10-03,77,77.0,,0.77,59.29
2021-10-04,93,77.0,,0.77,71.61
2021-10-05,93,77.0,,0.77,71.61
2021-10-06,95,77.0,,0.77,73.15
2021-10-07,95,77.0,,0.77,73.15
2021-10-08,96,77.0,,0.77,73.92
2021-10-09,88,77.0,,0.77,67.76
2021-10-10,78,77.0,,0.77,60.06
2021-10-11,94,77.0,,0.77,72.38
2021-10-12,93,77.0,,0.77,71.61
2021-10-13,97,77.0,,0.77,74.69
2021-10-14,94,77.0,,0.77,72.38
2021-10-15,94,77.0,,0.77,72.38
2021-10-16,86,77.0,,0.77,66.22
2021-10-17,83,77.0,,0.77,63.910000000000004
2021-10-18,95,77.0,,0.77,73.15
2021-10-19,99,77.0,,0.77,76.23
2021-10-20,95,77.0,,0.77,73.15
2021-10-21,95,77.0,,0.77,73.15
2021-10-22,94,77.0,,0.77,72.38
2021-10-23,88,77.0,,0.77,67.76
2021-10-24,81,77.0,,0.77,62.370000000000005
2021-10-25,95,77.0,,0.77,73.15
2021-10-26,95,77.0,,0.77,73.15
2021-10-27,93,77.0,,0.77,71.61
2021-10-28,100,77.0,,0.77,77.0
2021-10-29,95,77.0,,0.77,73.15
2021-10-30,91,77.0,,0.77,70.07000000000001
2021-10-31,78,77.0,,0.77,60.06
2021-11-01,97,74.0,False,0.74,71.78
2021-11-02,95,74.0,,0.74,70.3
2021-11-03,93,74.0,,0.74,68.82
2021-11-04,100,74.0,,0.74,74.0
2021-11-05,98,74.0,,0.74,72.52
2021-11-06,90,74.0,,0.74,66.6
2021-11-07,79,74.0,,0.74,58.46
2021-11-08,98,74.0,,0.74,72.52
2021-11-09,98,74.0,,0.74,72.52
2021-11-10,94,74.0,,0.74,69.56
2021-11-11,99,74.0,,0.74,73.26
2021-11-12,95,74.0,,0.74,70.3
2021-11-13,86,74.0,,0.74,63.64
2021-11-14,80,74.0,,0.74,59.2
2021-11-15,96,74.0,,0.74,71.03999999999999
2021-11-16,96,74.0,,0.74,71.03999999999999
2021-11-17,97,74.0,,0.74,71.78
2021-11-18,97,74.0,,0.74,71.78
2021-11-19,95,74.0,,0.74,70.3
2021-11-20,90,74.0,,0.74,66.6
2021-11-21,82,74.0,,0.74,60.68
2021-11-22,96,74.0,,0.74,71.03999999999999
2021-11-23,96,74.0,,0.74,71.03999999999999
2021-11-24,88,74.0,,0.74,65.12
2021-11-25,69,74.0,,0.74,51.06
2021-11-26,81,74.0,,0.74,59.94
2021-11-27,81,74.0,,0.74,59.94
2021-11-28,80,74.0,,0.74,59.2
2021-11-29,93,74.0,,0.74,68.82
2021-11-30,93,74.0,,0.74,68.82
2021-12-01,90,76.0,False,0.76,68.4
2021-12-02,85,76.0,,0.76,64.6
2021-12-03,91,76.0,,0.76,69.16
2021-12-04,85,76.0,,0.76,64.6
2021-12-05,81,76.0,,0.76,61.56
2021-12-06,91,76.0,,0.76,69.16
2021-12-07,90,76.0,,0.76,68.4
2021-12-08,93,76.0,,0.76,70.68
2021-12-09,93,76.0,,0.76,70.68
2021-12-10,88,76.0,,0.76,66.88
2021-12-11,84,76.0,,0.76,63.84
2021-12-12,74,76.0,,0.76,56.24
2021-12-13,93,76.0,,0.76,70.68
2021-12-14,92,76.0,,0.76,69.92
2021-12-15,91,76.0,,0.76,69.16
2021-12-16,94,76.0,,0.76,71.44
2021-12-17,91,76.0,,0.76,69.16
2021-12-18,83,76.0,,0.76,63.08
2021-12-19,79,76.0,,0.76,60.04
2021-12-20,98,76.0,,0.76,74.48
2021-12-21,98,76.0,,0.76,74.48
2021-12-22,94,76.0,,0.76,71.44
2021-12-23,90,76.0,,0.76,68.4
2021-12-24,78,76.0,,0.76,59.28
2021-12-25,66,76.0,,0.76,50.160000000000004
2021-12-26,79,76.0,,0.76,60.04
2021-12-27,100,76.0,,0.76,76.0
2021-12-28,99,76.0,,0.76,75.24
2021-12-29,99,76.0,,0.76,75.24
2021-12-30,93,76.0,,0.76,70.68
2021-12-31,84,76.0,,0.76,63.84
