date,WWE_unscaled,WWE_monthly,isPartial,scale,WWE
2021-04-20,38,51.0,,0.51,19.38
2021-04-21,29,51.0,,0.51,14.790000000000001
2021-04-22,30,51.0,,0.51,15.3
2021-04-23,30,51.0,,0.51,15.3
2021-04-24,33,51.0,,0.51,16.830000000000002
2021-04-25,40,51.0,,0.51,20.4
2021-04-26,32,51.0,,0.51,16.32
2021-04-27,34,51.0,,0.51,17.34
2021-04-28,27,51.0,,0.51,13.77
2021-04-29,24,51.0,,0.51,12.24
2021-04-30,23,51.0,,0.51,11.73
2021-05-01,55,40.0,False,0.4,22.0
2021-05-02,52,40.0,,0.4,20.8
2021-05-03,49,40.0,,0.4,19.6
2021-05-04,56,40.0,,0.4,22.400000000000002
2021-05-05,46,40.0,,0.4,18.400000000000002
2021-05-06,43,40.0,,0.4,17.2
2021-05-07,41,40.0,,0.4,16.400000000000002
2021-05-08,58,40.0,,0.4,23.200000000000003
2021-05-09,52,40.0,,0.4,20.8
2021-05-10,49,40.0,,0.4,19.6
2021-05-11,57,40.0,,0.4,22.8
2021-05-12,41,40.0,,0.4,16.400000000000002
2021-05-13,44,40.0,,0.4,17.6
2021-05-14,42,40.0,,0.4,16.8
2021-05-15,60,40.0,,0.4,24.0
2021-05-16,72,40.0,,0.4,28.8
2021-05-17,100,40.0,,0.4,40.0
2021-05-18,61,40.0,,0.4,24.400000000000002
2021-05-19,45,40.0,,0.4,18.0
2021-05-20,45,40.0,,0.4,18.0
2021-05-21,43,40.0,,0.4,17.2
2021-05-22,60,40.0,,0.4,24.0
2021-05-23,48,40.0,,0.4,19.200000000000003
2021-05-24,48,40.0,,0.4,19.200000000000003
2021-05-25,61,40.0,,0.4,24.400000000000002
2021-05-26,47,40.0,,0.4,18.8
2021-05-27,43,40.0,,0.4,17.2
2021-05-28,45,40.0,,0.4,18.0
2021-05-29,61,40.0,,0.4,24.400000000000002
2021-05-30,53,40.0,,0.4,21.200000000000003
2021-05-31,55,40.0,,0.4,22.0
2021-06-01,58,44.0,False,0.44,25.52
2021-06-02,84,44.0,,0.44,36.96
2021-06-03,71,44.0,,0.44,31.24
2021-06-04,59,44.0,,0.44,25.96
2021-06-05,75,44.0,,0.44,33.0
2021-06-06,60,44.0,,0.44,26.4
2021-06-07,56,44.0,,0.44,24.64
2021-06-08,58,44.0,,0.44,25.52
2021-06-09,52,44.0,,0.44,22.88
2021-06-10,49,44.0,,0.44,21.56
2021-06-11,46,44.0,,0.44,20.24
2021-06-12,63,44.0,,0.44,27.72
2021-06-13,57,44.0,,0.44,25.080000000000002
2021-06-14,57,44.0,,0.44,25.080000000000002
2021-06-15,64,44.0,,0.44,28.16
2021-06-16,53,44.0,,0.44,23.32
2021-06-17,53,44.0,,0.44,23.32
2021-06-18,56,44.0,,0.44,24.64
2021-06-19,63,44.0,,0.44,27.72
2021-06-20,73,44.0,,0.44,32.12
2021-06-21,100,44.0,,0.44,44.0
2021-06-22,68,44.0,,0.44,29.92
2021-06-23,50,44.0,,0.44,22.0
2021-06-24,45,44.0,,0.44,19.8
2021-06-25,61,44.0,,0.44,26.84
2021-06-26,76,44.0,,0.44,33.44
2021-06-27,60,44.0,,0.44,26.4
2021-06-28,50,44.0,,0.44,22.0
2021-06-29,67,44.0,,0.44,29.48
2021-06-30,49,44.0,,0.44,21.56
2021-07-01,32,46.0,False,0.46,14.72
2021-07-02,34,46.0,,0.46,15.64
2021-07-03,45,46.0,,0.46,20.7
2021-07-04,35,46.0,,0.46,16.1
2021-07-05,35,46.0,,0.46,16.1
2021-07-06,44,46.0,,0.46,20.240000000000002
2021-07-07,37,46.0,,0.46,17.02
2021-07-08,35,46.0,,0.46,16.1
2021-07-09,34,46.0,,0.46,15.64
2021-07-10,49,46.0,,0.46,22.540000000000003
2021-07-11,41,46.0,,0.46,18.86
2021-07-12,38,46.0,,0.46,17.48
2021-07-13,50,46.0,,0.46,23.0
2021-07-14,37,46.0,,0.46,17.02
2021-07-15,35,46.0,,0.46,16.1
2021-07-16,35,46.0,,0.46,16.1
2021-07-17,54,46.0,,0.46,24.84
2021-07-18,56,46.0,,0.46,25.76
2021-07-19,100,46.0,,0.46,46.0
2021-07-20,63,46.0,,0.46,28.98
2021-07-21,39,46.0,,0.46,17.94
2021-07-22,39,46.0,,0.46,17.94
2021-07-23,39,46.0,,0.46,17.94
2021-07-24,53,46.0,,0.46,24.380000000000003
2021-07-25,42,46.0,,0.46,19.32
2021-07-26,37,46.0,,0.46,17.02
2021-07-27,53,46.0,,0.46,24.380000000000003
2021-07-28,40,46.0,,0.46,18.400000000000002
2021-07-29,32,46.0,,0.46,14.72
2021-07-30,30,46.0,,0.46,13.8
2021-07-31,51,46.0,,0.46,23.46
2021-08-01,34,47.0,False,0.47,15.979999999999999
2021-08-02,30,47.0,,0.47,14.1
2021-08-03,40,47.0,,0.47,18.799999999999997
2021-08-04,28,47.0,,0.47,13.16
2021-08-05,25,47.0,,0.47,11.75
2021-08-06,26,47.0,,0.47,12.219999999999999
2021-08-07,39,47.0,,0.47,18.33
2021-08-08,29,47.0,,0.47,13.629999999999999
2021-08-09,27,47.0,,0.47,12.69
2021-08-10,35,47.0,,0.47,16.45
2021-08-11,26,47.0,,0.47,12.219999999999999
2021-08-12,22,47.0,,0.47,10.34
2021-08-13,23,47.0,,0.47,10.809999999999999
2021-08-14,34,47.0,,0.47,15.979999999999999
2021-08-15,28,47.0,,0.47,13.16
2021-08-16,26,47.0,,0.47,12.219999999999999
2021-08-17,35,47.0,,0.47,16.45
2021-08-18,26,47.0,,0.47,12.219999999999999
2021-08-19,28,47.0,,0.47,13.16
2021-08-20,27,47.0,,0.47,12.69
2021-08-21,57,47.0,,0.47,26.79
2021-08-22,100,47.0,,0.47,47.0
2021-08-23,43,47.0,,0.47,20.209999999999997
2021-08-24,36,47.0,,0.47,16.919999999999998
2021-08-25,28,47.0,,0.47,13.16
2021-08-26,25,47.0,,0.47,11.75
2021-08-27,25,47.0,,0.47,11.75
2021-08-28,34,47.0,,0.47,15.979999999999999
2021-08-29,25,47.0,,0.47,11.75
2021-08-30,25,47.0,,0.47,11.75
2021-08-31,31,47.0,,0.47,14.569999999999999
2021-09-01,45,40.0,False,0.4,18.0
2021-09-02,43,40.0,,0.4,17.2
2021-09-03,41,40.0,,0.4,16.400000000000002
2021-09-04,58,40.0,,0.4,23.200000000000003
2021-09-05,49,40.0,,0.4,19.6
2021-09-06,64,40.0,,0.4,25.6
2021-09-07,58,40.0,,0.4,23.200000000000003
2021-09-08,45,40.0,,0.4,18.0
2021-09-09,45,40.0,,0.4,18.0
2021-09-10,41,40.0,,0.4,16.400000000000002
2021-09-11,66,40.0,,0.4,26.400000000000002
2021-09-12,47,40.0,,0.4,18.8
2021-09-13,41,40.0,,0.4,16.400000000000002
2021-09-14,73,40.0,,0.4,29.200000000000003
2021-09-15,52,40.0,,0.4,20.8
2021-09-16,41,40.0,,0.4,16.400000000000002
2021-09-17,45,40.0,,0.4,18.0
2021-09-18,61,40.0,,0.4,24.400000000000002
2021-09-19,50,40.0,,0.4,20.0
2021-09-20,42,40.0,,0.4,16.8
2021-09-21,58,40.0,,0.4,23.200000000000003
2021-09-22,48,40.0,,0.4,19.200000000000003
2021-09-23,42,40.0,,0.4,16.8
2021-09-24,42,40.0,,0.4,16.8
2021-09-25,60,40.0,,0.4,24.0
2021-09-26,68,40.0,,0.4,27.200000000000003
2021-09-27,100,40.0,,0.4,40.0
2021-09-28,63,40.0,,0.4,25.200000000000003
2021-09-29,47,40.0,,0.4,18.8
2021-09-30,36,40.0,,0.4,14.4
2021-10-01,50,37.0,False,0.37,18.5
2021-10-02,88,37.0,,0.37,32.56
2021-10-03,53,37.0,,0.37,19.61
2021-10-04,46,37.0,,0.37,17.02
2021-10-05,84,37.0,,0.37,31.08
2021-10-06,49,37.0,,0.37,18.13
2021-10-07,42,37.0,,0.37,15.54
2021-10-08,44,37.0,,0.37,16.28
2021-10-09,65,37.0,,0.37,24.05
2021-10-10,53,37.0,,0.37,19.61
2021-10-11,44,37.0,,0.37,16.28
2021-10-12,59,37.0,,0.37,21.83
2021-10-13,42,37.0,,0.37,15.54
2021-10-14,45,37.0,,0.37,16.65
2021-10-15,46,37.0,,0.37,17.02
2021-10-16,69,37.0,,0.37,25.53
2021-10-17,52,37.0,,0.37,19.24
2021-10-18,45,37.0,,0.37,16.65
2021-10-19,61,37.0,,0.37,22.57
2021-10-20,46,37.0,,0.37,17.02
2021-10-21,100,37.0,,0.37,37.0
2021-10-22,67,37.0,,0.37,24.79
2021-10-23,66,37.0,,0.37,24.419999999999998
2021-10-24,53,37.0,,0.37,19.61
2021-10-25,43,37.0,,0.37,15.91
2021-10-26,62,37.0,,0.37,22.94
2021-10-27,51,37.0,,0.37,18.87
2021-10-28,41,37.0,,0.37,15.17
2021-10-29,49,37.0,,0.37,18.13
2021-10-30,61,37.0,,0.37,22.57
2021-10-31,47,37.0,,0.37,17.39
2021-11-01,35,40.0,False,0.4,14.0
2021-11-02,50,40.0,,0.4,20.0
2021-11-03,36,40.0,,0.4,14.4
2021-11-04,47,40.0,,0.4,18.8
2021-11-05,73,40.0,,0.4,29.200000000000003
2021-11-06,60,40.0,,0.4,24.0
2021-11-07,46,40.0,,0.4,18.400000000000002
2021-11-08,42,40.0,,0.4,16.8
2021-11-09,48,40.0,,0.4,19.200000000000003
2021-11-10,39,40.0,,0.4,15.600000000000001
2021-11-11,38,40.0,,0.4,15.200000000000001
2021-11-12,36,40.0,,0.4,14.4
2021-11-13,57,40.0,,0.4,22.8
2021-11-14,50,40.0,,0.4,20.0
2021-11-15,40,40.0,,0.4,16.0
2021-11-16,47,40.0,,0.4,18.8
2021-11-17,37,40.0,,0.4,14.8
2021-11-18,40,40.0,,0.4,16.0
2021-11-19,59,40.0,,0.4,23.6
2021-11-20,59,40.0,,0.4,23.6
2021-11-21,63,40.0,,0.4,25.200000000000003
2021-11-22,100,40.0,,0.4,40.0
2021-11-23,66,40.0,,0.4,26.400000000000002
2021-11-24,50,40.0,,0.4,20.0
2021-11-25,48,40.0,,0.4,19.200000000000003
2021-11-26,44,40.0,,0.4,17.6
2021-11-27,58,40.0,,0.4,23.200000000000003
2021-11-28,43,40.0,,0.4,17.2
2021-11-29,38,40.0,,0.4,15.200000000000001
2021-11-30,49,40.0,,0.4,19.6
2021-12-01,57,36.0,False,0.36,20.52
2021-12-02,60,36.0,,0.36,21.599999999999998
2021-12-03,65,36.0,,0.36,23.4
2021-12-04,90,36.0,,0.36,32.4
2021-12-05,73,36.0,,0.36,26.279999999999998
2021-12-06,77,36.0,,0.36,27.72
2021-12-07,77,36.0,,0.36,27.72
2021-12-08,72,36.0,,0.36,25.919999999999998
2021-12-09,72,36.0,,0.36,25.919999999999998
2021-12-10,59,36.0,,0.36,21.24
2021-12-11,100,36.0,,0.36,36.0
2021-12-12,82,36.0,,0.36,29.52
2021-12-13,65,36.0,,0.36,23.4
2021-12-14,87,36.0,,0.36,31.32
2021-12-15,63,36.0,,0.36,22.68
2021-12-16,60,36.0,,0.36,21.599999999999998
2021-12-17,61,36.0,,0.36,21.96
2021-12-18,89,36.0,,0.36,32.04
2021-12-19,68,36.0,,0.36,24.48
2021-12-20,63,36.0,,0.36,22.68
2021-12-21,88,36.0,,0.36,31.68
2021-12-22,65,36.0,,0.36,23.4
2021-12-23,62,36.0,,0.36,22.32
2021-12-24,65,36.0,,0.36,23.4
2021-12-25,96,36.0,,0.36,34.56
2021-12-26,70,36.0,,0.36,25.2
2021-12-27,73,36.0,,0.36,26.279999999999998
2021-12-28,95,36.0,,0.36,34.199999999999996
2021-12-29,78,36.0,,0.36,28.08
2021-12-30,72,36.0,,0.36,25.919999999999998
2021-12-31,70,36.0,,0.36,25.2
