date,FDX_unscaled,FDX_monthly,isPartial,scale,FDX
2019-08-22,41,43.0,,0.43,17.63
2019-08-23,55,43.0,,0.43,23.65
2019-08-24,28,43.0,,0.43,12.04
2019-08-25,12,43.0,,0.43,5.16
2019-08-26,40,43.0,,0.43,17.2
2019-08-27,69,43.0,,0.43,29.669999999999998
2019-08-28,100,43.0,,0.43,43.0
2019-08-29,67,43.0,,0.43,28.81
2019-08-30,65,43.0,,0.43,27.95
2019-08-31,8,43.0,,0.43,3.44
2019-09-01,1,66.0,False,0.66,0.66
2019-09-02,2,66.0,,0.66,1.32
2019-09-03,8,66.0,,0.66,5.28
2019-09-04,12,66.0,,0.66,7.92
2019-09-05,12,66.0,,0.66,7.92
2019-09-06,14,66.0,,0.66,9.24
2019-09-07,5,66.0,,0.66,3.3000000000000003
2019-09-08,5,66.0,,0.66,3.3000000000000003
2019-09-09,12,66.0,,0.66,7.92
2019-09-10,13,66.0,,0.66,8.58
2019-09-11,18,66.0,,0.66,11.88
2019-09-12,21,66.0,,0.66,13.860000000000001
2019-09-13,12,66.0,,0.66,7.92
2019-09-14,6,66.0,,0.66,3.96
2019-09-15,7,66.0,,0.66,4.62
2019-09-16,21,66.0,,0.66,13.860000000000001
2019-09-17,57,66.0,,0.66,37.620000000000005
2019-09-18,100,66.0,,0.66,66.0
2019-09-19,63,66.0,,0.66,41.580000000000005
2019-09-20,28,66.0,,0.66,18.48
2019-09-21,7,66.0,,0.66,4.62
2019-09-22,4,66.0,,0.66,2.64
2019-09-23,39,66.0,,0.66,25.740000000000002
2019-09-24,27,66.0,,0.66,17.82
2019-09-25,26,66.0,,0.66,17.16
2019-09-26,23,66.0,,0.66,15.180000000000001
2019-09-27,20,66.0,,0.66,13.200000000000001
2019-09-28,7,66.0,,0.66,4.62
2019-09-29,0,66.0,,0.66,0.0
2019-09-30,19,66.0,,0.66,12.540000000000001
2019-10-01,93,49.0,False,0.49,45.57
2019-10-02,95,49.0,,0.49,46.55
2019-10-03,75,49.0,,0.49,36.75
2019-10-04,70,49.0,,0.49,34.3
2019-10-05,21,49.0,,0.49,10.29
2019-10-06,13,49.0,,0.49,6.37
2019-10-07,61,49.0,,0.49,29.89
2019-10-08,98,49.0,,0.49,48.019999999999996
2019-10-09,77,49.0,,0.49,37.73
2019-10-10,84,49.0,,0.49,41.16
2019-10-11,59,49.0,,0.49,28.91
2019-10-12,36,49.0,,0.49,17.64
2019-10-13,21,49.0,,0.49,10.29
2019-10-14,55,49.0,,0.49,26.95
2019-10-15,36,49.0,,0.49,17.64
2019-10-16,65,49.0,,0.49,31.849999999999998
2019-10-17,55,49.0,,0.49,26.95
2019-10-18,44,49.0,,0.49,21.56
2019-10-19,13,49.0,,0.49,6.37
2019-10-20,29,49.0,,0.49,14.209999999999999
2019-10-21,28,49.0,,0.49,13.719999999999999
2019-10-22,100,49.0,,0.49,49.0
2019-10-23,60,49.0,,0.49,29.4
2019-10-24,64,49.0,,0.49,31.36
2019-10-25,51,49.0,,0.49,24.99
2019-10-26,13,49.0,,0.49,6.37
2019-10-27,8,49.0,,0.49,3.92
2019-10-28,59,49.0,,0.49,28.91
2019-10-29,63,49.0,,0.49,30.87
2019-10-30,32,49.0,,0.49,15.68
2019-10-31,36,49.0,,0.49,17.64
2019-11-01,56,44.0,False,0.44,24.64
2019-11-02,12,44.0,,0.44,5.28
2019-11-03,15,44.0,,0.44,6.6
2019-11-04,100,44.0,,0.44,44.0
2019-11-05,43,44.0,,0.44,18.92
2019-11-06,57,44.0,,0.44,25.080000000000002
2019-11-07,75,44.0,,0.44,33.0
2019-11-08,61,44.0,,0.44,26.84
2019-11-09,18,44.0,,0.44,7.92
2019-11-10,6,44.0,,0.44,2.64
2019-11-11,20,44.0,,0.44,8.8
2019-11-12,43,44.0,,0.44,18.92
2019-11-13,44,44.0,,0.44,19.36
2019-11-14,56,44.0,,0.44,24.64
2019-11-15,49,44.0,,0.44,21.56
2019-11-16,9,44.0,,0.44,3.96
2019-11-17,6,44.0,,0.44,2.64
2019-11-18,39,44.0,,0.44,17.16
2019-11-19,50,44.0,,0.44,22.0
2019-11-20,38,44.0,,0.44,16.72
2019-11-21,45,44.0,,0.44,19.8
2019-11-22,41,44.0,,0.44,18.04
2019-11-23,26,44.0,,0.44,11.44
2019-11-24,12,44.0,,0.44,5.28
2019-11-25,45,44.0,,0.44,19.8
2019-11-26,44,44.0,,0.44,19.36
2019-11-27,43,44.0,,0.44,18.92
2019-11-28,12,44.0,,0.44,5.28
2019-11-29,27,44.0,,0.44,11.88
2019-11-30,14,44.0,,0.44,6.16
2019-12-01,4,69.0,False,0.69,2.76
2019-12-02,8,69.0,,0.69,5.52
2019-12-03,12,69.0,,0.69,8.28
2019-12-04,9,69.0,,0.69,6.209999999999999
2019-12-05,10,69.0,,0.69,6.8999999999999995
2019-12-06,11,69.0,,0.69,7.59
2019-12-07,5,69.0,,0.69,3.4499999999999997
2019-12-08,0,69.0,,0.69,0.0
2019-12-09,14,69.0,,0.69,9.66
2019-12-10,12,69.0,,0.69,8.28
2019-12-11,7,69.0,,0.69,4.83
2019-12-12,7,69.0,,0.69,4.83
2019-12-13,13,69.0,,0.69,8.969999999999999
2019-12-14,2,69.0,,0.69,1.38
2019-12-15,2,69.0,,0.69,1.38
2019-12-16,17,69.0,,0.69,11.729999999999999
2019-12-17,57,69.0,,0.69,39.33
2019-12-18,100,69.0,,0.69,69.0
2019-12-19,48,69.0,,0.69,33.12
2019-12-20,20,69.0,,0.69,13.799999999999999
2019-12-21,7,69.0,,0.69,4.83
2019-12-22,7,69.0,,0.69,4.83
2019-12-23,24,69.0,,0.69,16.56
2019-12-24,22,69.0,,0.69,15.18
2019-12-25,8,69.0,,0.69,5.52
2019-12-26,16,69.0,,0.69,11.04
2019-12-27,18,69.0,,0.69,12.419999999999998
2019-12-28,12,69.0,,0.69,8.28
2019-12-29,2,69.0,,0.69,1.38
2019-12-30,14,69.0,,0.69,9.66
2019-12-31,15,69.0,,0.69,10.35
2020-01-01,31,46.0,False,0.46,14.26
2020-01-02,51,46.0,,0.46,23.46
2020-01-03,55,46.0,,0.46,25.3
2020-01-04,13,46.0,,0.46,5.98
2020-01-05,10,46.0,,0.46,4.6000000000000005
2020-01-06,63,46.0,,0.46,28.98
2020-01-07,54,46.0,,0.46,24.84
2020-01-08,57,46.0,,0.46,26.220000000000002
2020-01-09,57,46.0,,0.46,26.220000000000002
2020-01-10,53,46.0,,0.46,24.380000000000003
2020-01-11,13,46.0,,0.46,5.98
2020-01-12,10,46.0,,0.46,4.6000000000000005
2020-01-13,55,46.0,,0.46,25.3
2020-01-14,100,46.0,,0.46,46.0
2020-01-15,68,46.0,,0.46,31.28
2020-01-16,52,46.0,,0.46,23.92
2020-01-17,59,46.0,,0.46,27.14
2020-01-18,26,46.0,,0.46,11.96
2020-01-19,22,46.0,,0.46,10.120000000000001
2020-01-20,20,46.0,,0.46,9.200000000000001
2020-01-21,81,46.0,,0.46,37.260000000000005
2020-01-22,42,46.0,,0.46,19.32
2020-01-23,42,46.0,,0.46,19.32
2020-01-24,48,46.0,,0.46,22.080000000000002
2020-01-25,6,46.0,,0.46,2.7600000000000002
2020-01-26,9,46.0,,0.46,4.140000000000001
2020-01-27,64,46.0,,0.46,29.44
2020-01-28,61,46.0,,0.46,28.060000000000002
2020-01-29,56,46.0,,0.46,25.76
2020-01-30,73,46.0,,0.46,33.58
2020-01-31,69,46.0,,0.46,31.740000000000002
2020-02-01,35,47.0,False,0.47,16.45
2020-02-02,19,47.0,,0.47,8.93
2020-02-03,43,47.0,,0.47,20.209999999999997
2020-02-04,52,47.0,,0.47,24.439999999999998
2020-02-05,74,47.0,,0.47,34.78
2020-02-06,86,47.0,,0.47,40.419999999999995
2020-02-07,88,47.0,,0.47,41.36
2020-02-08,50,47.0,,0.47,23.5
2020-02-09,23,47.0,,0.47,10.809999999999999
2020-02-10,100,47.0,,0.47,47.0
2020-02-11,65,47.0,,0.47,30.549999999999997
2020-02-12,65,47.0,,0.47,30.549999999999997
2020-02-13,71,47.0,,0.47,33.37
2020-02-14,55,47.0,,0.47,25.849999999999998
2020-02-15,19,47.0,,0.47,8.93
2020-02-16,19,47.0,,0.47,8.93
2020-02-17,17,47.0,,0.47,7.989999999999999
2020-02-18,35,47.0,,0.47,16.45
2020-02-19,54,47.0,,0.47,25.38
2020-02-20,63,47.0,,0.47,29.61
2020-02-21,82,47.0,,0.47,38.54
2020-02-22,15,47.0,,0.47,7.05
2020-02-23,4,47.0,,0.47,1.88
2020-02-24,95,47.0,,0.47,44.65
2020-02-25,85,47.0,,0.47,39.949999999999996
2020-02-26,93,47.0,,0.47,43.71
2020-02-27,87,47.0,,0.47,40.89
2020-02-28,72,47.0,,0.47,33.839999999999996
2020-02-29,34,47.0,,0.47,15.979999999999999
2020-03-01,5,80.0,False,0.8,4.0
2020-03-02,31,80.0,,0.8,24.8
2020-03-03,24,80.0,,0.8,19.200000000000003
2020-03-04,33,80.0,,0.8,26.400000000000002
2020-03-05,38,80.0,,0.8,30.400000000000002
2020-03-06,30,80.0,,0.8,24.0
2020-03-07,5,80.0,,0.8,4.0
2020-03-08,7,80.0,,0.8,5.6000000000000005
2020-03-09,55,80.0,,0.8,44.0
2020-03-10,47,80.0,,0.8,37.6
2020-03-11,32,80.0,,0.8,25.6
2020-03-12,57,80.0,,0.8,45.6
2020-03-13,41,80.0,,0.8,32.800000000000004
2020-03-14,11,80.0,,0.8,8.8
2020-03-15,13,80.0,,0.8,10.4
2020-03-16,46,80.0,,0.8,36.800000000000004
2020-03-17,89,80.0,,0.8,71.2
2020-03-18,100,80.0,,0.8,80.0
2020-03-19,67,80.0,,0.8,53.6
2020-03-20,47,80.0,,0.8,37.6
2020-03-21,15,80.0,,0.8,12.0
2020-03-22,13,80.0,,0.8,10.4
2020-03-23,32,80.0,,0.8,25.6
2020-03-24,42,80.0,,0.8,33.6
2020-03-25,30,80.0,,0.8,24.0
2020-03-26,44,80.0,,0.8,35.2
2020-03-27,39,80.0,,0.8,31.200000000000003
2020-03-28,9,80.0,,0.8,7.2
2020-03-29,11,80.0,,0.8,8.8
2020-03-30,24,80.0,,0.8,19.200000000000003
2020-03-31,32,80.0,,0.8,25.6
2020-04-01,40,45.0,False,0.45,18.0
2020-04-02,54,45.0,,0.45,24.3
2020-04-03,100,45.0,,0.45,45.0
2020-04-04,20,45.0,,0.45,9.0
2020-04-05,12,45.0,,0.45,5.4
2020-04-06,54,45.0,,0.45,24.3
2020-04-07,50,45.0,,0.45,22.5
2020-04-08,98,45.0,,0.45,44.1
2020-04-09,74,45.0,,0.45,33.300000000000004
2020-04-10,37,45.0,,0.45,16.650000000000002
2020-04-11,12,45.0,,0.45,5.4
2020-04-12,0,45.0,,0.45,0.0
2020-04-13,64,45.0,,0.45,28.8
2020-04-14,62,45.0,,0.45,27.900000000000002
2020-04-15,69,45.0,,0.45,31.05
2020-04-16,95,45.0,,0.45,42.75
2020-04-17,67,45.0,,0.45,30.150000000000002
2020-04-18,28,45.0,,0.45,12.6
2020-04-19,8,45.0,,0.45,3.6
2020-04-20,60,45.0,,0.45,27.0
2020-04-21,56,45.0,,0.45,25.2
2020-04-22,35,45.0,,0.45,15.75
2020-04-23,34,45.0,,0.45,15.3
2020-04-24,41,45.0,,0.45,18.45
2020-04-25,19,45.0,,0.45,8.55
2020-04-26,17,45.0,,0.45,7.65
2020-04-27,52,45.0,,0.45,23.400000000000002
2020-04-28,47,45.0,,0.45,21.150000000000002
2020-04-29,38,45.0,,0.45,17.1
2020-04-30,33,45.0,,0.45,14.85
2020-05-01,47,41.0,False,0.41,19.27
2020-05-02,29,41.0,,0.41,11.889999999999999
2020-05-03,3,41.0,,0.41,1.23
2020-05-04,49,41.0,,0.41,20.09
2020-05-05,54,41.0,,0.41,22.139999999999997
2020-05-06,37,41.0,,0.41,15.17
2020-05-07,32,41.0,,0.41,13.12
2020-05-08,19,41.0,,0.41,7.789999999999999
2020-05-09,8,41.0,,0.41,3.28
2020-05-10,6,41.0,,0.41,2.46
2020-05-11,35,41.0,,0.41,14.35
2020-05-12,34,41.0,,0.41,13.94
2020-05-13,47,41.0,,0.41,19.27
2020-05-14,52,41.0,,0.41,21.32
2020-05-15,43,41.0,,0.41,17.63
2020-05-16,20,41.0,,0.41,8.2
2020-05-17,11,41.0,,0.41,4.51
2020-05-18,100,41.0,,0.41,41.0
2020-05-19,65,41.0,,0.41,26.65
2020-05-20,75,41.0,,0.41,30.749999999999996
2020-05-21,69,41.0,,0.41,28.29
2020-05-22,61,41.0,,0.41,25.009999999999998
2020-05-23,12,41.0,,0.41,4.92
2020-05-24,15,41.0,,0.41,6.1499999999999995
2020-05-25,12,41.0,,0.41,4.92
2020-05-26,59,41.0,,0.41,24.189999999999998
2020-05-27,63,41.0,,0.41,25.83
2020-05-28,70,41.0,,0.41,28.7
2020-05-29,57,41.0,,0.41,23.369999999999997
2020-05-30,12,41.0,,0.41,4.92
2020-05-31,21,41.0,,0.41,8.61
2020-06-01,18,53.0,False,0.53,9.540000000000001
2020-06-02,36,53.0,,0.53,19.080000000000002
2020-06-03,27,53.0,,0.53,14.31
2020-06-04,29,53.0,,0.53,15.370000000000001
2020-06-05,37,53.0,,0.53,19.61
2020-06-06,7,53.0,,0.53,3.71
2020-06-07,10,53.0,,0.53,5.300000000000001
2020-06-08,30,53.0,,0.53,15.9
2020-06-09,28,53.0,,0.53,14.84
2020-06-10,22,53.0,,0.53,11.66
2020-06-11,27,53.0,,0.53,14.31
2020-06-12,23,53.0,,0.53,12.190000000000001
2020-06-13,6,53.0,,0.53,3.18
2020-06-14,16,53.0,,0.53,8.48
2020-06-15,20,53.0,,0.53,10.600000000000001
2020-06-16,34,53.0,,0.53,18.02
2020-06-17,32,53.0,,0.53,16.96
2020-06-18,32,53.0,,0.53,16.96
2020-06-19,14,53.0,,0.53,7.42
2020-06-20,9,53.0,,0.53,4.7700000000000005
2020-06-21,7,53.0,,0.53,3.71
2020-06-22,33,53.0,,0.53,17.490000000000002
2020-06-23,28,53.0,,0.53,14.84
2020-06-24,25,53.0,,0.53,13.25
2020-06-25,27,53.0,,0.53,14.31
2020-06-26,24,53.0,,0.53,12.72
2020-06-27,6,53.0,,0.53,3.18
2020-06-28,13,53.0,,0.53,6.890000000000001
2020-06-29,23,53.0,,0.53,12.190000000000001
2020-06-30,100,53.0,,0.53,53.0
2020-07-01,100,57.0,False,0.57,56.99999999999999
2020-07-02,37,57.0,,0.57,21.09
2020-07-03,16,57.0,,0.57,9.12
2020-07-04,6,57.0,,0.57,3.42
2020-07-05,3,57.0,,0.57,1.71
2020-07-06,18,57.0,,0.57,10.26
2020-07-07,18,57.0,,0.57,10.26
2020-07-08,16,57.0,,0.57,9.12
2020-07-09,17,57.0,,0.57,9.69
2020-07-10,21,57.0,,0.57,11.969999999999999
2020-07-11,6,57.0,,0.57,3.42
2020-07-12,1,57.0,,0.57,0.57
2020-07-13,16,57.0,,0.57,9.12
2020-07-14,22,57.0,,0.57,12.54
2020-07-15,18,57.0,,0.57,10.26
2020-07-16,24,57.0,,0.57,13.68
2020-07-17,22,57.0,,0.57,12.54
2020-07-18,6,57.0,,0.57,3.42
2020-07-19,7,57.0,,0.57,3.9899999999999998
2020-07-20,13,57.0,,0.57,7.409999999999999
2020-07-21,17,57.0,,0.57,9.69
2020-07-22,18,57.0,,0.57,10.26
2020-07-23,19,57.0,,0.57,10.829999999999998
2020-07-24,13,57.0,,0.57,7.409999999999999
2020-07-25,3,57.0,,0.57,1.71
2020-07-26,2,57.0,,0.57,1.14
2020-07-27,14,57.0,,0.57,7.9799999999999995
2020-07-28,27,57.0,,0.57,15.389999999999999
2020-07-29,20,57.0,,0.57,11.399999999999999
2020-07-30,32,57.0,,0.57,18.24
2020-07-31,17,57.0,,0.57,9.69
2020-08-01,13,55.0,False,0.55,7.15
2020-08-02,13,55.0,,0.55,7.15
2020-08-03,39,55.0,,0.55,21.450000000000003
2020-08-04,27,55.0,,0.55,14.850000000000001
2020-08-05,24,55.0,,0.55,13.200000000000001
2020-08-06,24,55.0,,0.55,13.200000000000001
2020-08-07,58,55.0,,0.55,31.900000000000002
2020-08-08,13,55.0,,0.55,7.15
2020-08-09,9,55.0,,0.55,4.95
2020-08-10,100,55.0,,0.55,55.00000000000001
2020-08-11,85,55.0,,0.55,46.75000000000001
2020-08-12,68,55.0,,0.55,37.400000000000006
2020-08-13,68,55.0,,0.55,37.400000000000006
2020-08-14,53,55.0,,0.55,29.150000000000002
2020-08-15,21,55.0,,0.55,11.55
2020-08-16,15,55.0,,0.55,8.25
2020-08-17,48,55.0,,0.55,26.400000000000002
2020-08-18,38,55.0,,0.55,20.900000000000002
2020-08-19,50,55.0,,0.55,27.500000000000004
2020-08-20,34,55.0,,0.55,18.700000000000003
2020-08-21,48,55.0,,0.55,26.400000000000002
2020-08-22,13,55.0,,0.55,7.15
2020-08-23,11,55.0,,0.55,6.050000000000001
2020-08-24,70,55.0,,0.55,38.5
2020-08-25,35,55.0,,0.55,19.25
2020-08-26,51,55.0,,0.55,28.05
2020-08-27,41,55.0,,0.55,22.55
2020-08-28,63,55.0,,0.55,34.650000000000006
2020-08-29,14,55.0,,0.55,7.700000000000001
2020-08-30,10,55.0,,0.55,5.5
2020-08-31,35,55.0,,0.55,19.25
2020-09-01,18,96.0,False,0.96,17.28
2020-09-02,24,96.0,,0.96,23.04
2020-09-03,26,96.0,,0.96,24.96
2020-09-04,19,96.0,,0.96,18.24
2020-09-05,8,96.0,,0.96,7.68
2020-09-06,8,96.0,,0.96,7.68
2020-09-07,8,96.0,,0.96,7.68
2020-09-08,21,96.0,,0.96,20.16
2020-09-09,21,96.0,,0.96,20.16
2020-09-10,24,96.0,,0.96,23.04
2020-09-11,20,96.0,,0.96,19.2
2020-09-12,13,96.0,,0.96,12.48
2020-09-13,7,96.0,,0.96,6.72
2020-09-14,48,96.0,,0.96,46.08
2020-09-15,100,96.0,,0.96,96.0
2020-09-16,98,96.0,,0.96,94.08
2020-09-17,36,96.0,,0.96,34.56
2020-09-18,30,96.0,,0.96,28.799999999999997
2020-09-19,5,96.0,,0.96,4.8
2020-09-20,7,96.0,,0.96,6.72
2020-09-21,22,96.0,,0.96,21.119999999999997
2020-09-22,16,96.0,,0.96,15.36
2020-09-23,16,96.0,,0.96,15.36
2020-09-24,22,96.0,,0.96,21.119999999999997
2020-09-25,16,96.0,,0.96,15.36
2020-09-26,7,96.0,,0.96,6.72
2020-09-27,3,96.0,,0.96,2.88
2020-09-28,21,96.0,,0.96,20.16
2020-09-29,22,96.0,,0.96,21.119999999999997
2020-09-30,20,96.0,,0.96,19.2
2020-10-01,61,83.0,False,0.83,50.629999999999995
2020-10-02,70,83.0,,0.83,58.099999999999994
2020-10-03,17,83.0,,0.83,14.11
2020-10-04,26,83.0,,0.83,21.58
2020-10-05,55,83.0,,0.83,45.65
2020-10-06,67,83.0,,0.83,55.61
2020-10-07,84,83.0,,0.83,69.72
2020-10-08,100,83.0,,0.83,83.0
2020-10-09,68,83.0,,0.83,56.44
2020-10-10,28,83.0,,0.83,23.24
2020-10-11,17,83.0,,0.83,14.11
2020-10-12,68,83.0,,0.83,56.44
2020-10-13,60,83.0,,0.83,49.8
2020-10-14,65,83.0,,0.83,53.949999999999996
2020-10-15,76,83.0,,0.83,63.08
2020-10-16,98,83.0,,0.83,81.33999999999999
2020-10-17,8,83.0,,0.83,6.64
2020-10-18,23,83.0,,0.83,19.09
2020-10-19,76,83.0,,0.83,63.08
2020-10-20,79,83.0,,0.83,65.57
2020-10-21,64,83.0,,0.83,53.12
2020-10-22,77,83.0,,0.83,63.91
2020-10-23,68,83.0,,0.83,56.44
2020-10-24,13,83.0,,0.83,10.79
2020-10-25,15,83.0,,0.83,12.45
2020-10-26,79,83.0,,0.83,65.57
2020-10-27,54,83.0,,0.83,44.82
2020-10-28,85,83.0,,0.83,70.55
2020-10-29,60,83.0,,0.83,49.8
2020-10-30,56,83.0,,0.83,46.48
2020-10-31,24,83.0,,0.83,19.919999999999998
2020-11-01,8,59.0,False,0.59,4.72
2020-11-02,51,59.0,,0.59,30.09
2020-11-03,61,59.0,,0.59,35.989999999999995
2020-11-04,25,59.0,,0.59,14.75
2020-11-05,35,59.0,,0.59,20.65
2020-11-06,43,59.0,,0.59,25.369999999999997
2020-11-07,9,59.0,,0.59,5.31
2020-11-08,8,59.0,,0.59,4.72
2020-11-09,100,59.0,,0.59,59.0
2020-11-10,86,59.0,,0.59,50.739999999999995
2020-11-11,80,59.0,,0.59,47.199999999999996
2020-11-12,39,59.0,,0.59,23.009999999999998
2020-11-13,40,59.0,,0.59,23.599999999999998
2020-11-14,11,59.0,,0.59,6.489999999999999
2020-11-15,21,59.0,,0.59,12.389999999999999
2020-11-16,64,59.0,,0.59,37.76
2020-11-17,91,59.0,,0.59,53.69
2020-11-18,56,59.0,,0.59,33.04
2020-11-19,85,59.0,,0.59,50.15
2020-11-20,47,59.0,,0.59,27.729999999999997
2020-11-21,11,59.0,,0.59,6.489999999999999
2020-11-22,16,59.0,,0.59,9.44
2020-11-23,44,59.0,,0.59,25.959999999999997
2020-11-24,91,59.0,,0.59,53.69
2020-11-25,95,59.0,,0.59,56.05
2020-11-26,16,59.0,,0.59,9.44
2020-11-27,55,59.0,,0.59,32.449999999999996
2020-11-28,10,59.0,,0.59,5.8999999999999995
2020-11-29,15,59.0,,0.59,8.85
2020-11-30,58,59.0,,0.59,34.22
2020-12-01,21,100.0,False,1.0,21.0
2020-12-02,29,100.0,,1.0,29.0
2020-12-03,30,100.0,,1.0,30.0
2020-12-04,24,100.0,,1.0,24.0
2020-12-05,11,100.0,,1.0,11.0
2020-12-06,3,100.0,,1.0,3.0
2020-12-07,22,100.0,,1.0,22.0
2020-12-08,39,100.0,,1.0,39.0
2020-12-09,21,100.0,,1.0,21.0
2020-12-10,39,100.0,,1.0,39.0
2020-12-11,32,100.0,,1.0,32.0
2020-12-12,10,100.0,,1.0,10.0
2020-12-13,14,100.0,,1.0,14.0
2020-12-14,37,100.0,,1.0,37.0
2020-12-15,34,100.0,,1.0,34.0
2020-12-16,39,100.0,,1.0,39.0
2020-12-17,74,100.0,,1.0,74.0
2020-12-18,100,100.0,,1.0,100.0
2020-12-19,16,100.0,,1.0,16.0
2020-12-20,12,100.0,,1.0,12.0
2020-12-21,38,100.0,,1.0,38.0
2020-12-22,44,100.0,,1.0,44.0
2020-12-23,30,100.0,,1.0,30.0
2020-12-24,17,100.0,,1.0,17.0
2020-12-25,6,100.0,,1.0,6.0
2020-12-26,5,100.0,,1.0,5.0
2020-12-27,5,100.0,,1.0,5.0
2020-12-28,38,100.0,,1.0,38.0
2020-12-29,35,100.0,,1.0,35.0
2020-12-30,33,100.0,,1.0,33.0
2020-12-31,22,100.0,,1.0,22.0
2021-01-01,31,62.0,False,0.62,19.22
2021-01-02,8,62.0,,0.62,4.96
2021-01-03,17,62.0,,0.62,10.54
2021-01-04,53,62.0,,0.62,32.86
2021-01-05,47,62.0,,0.62,29.14
2021-01-06,48,62.0,,0.62,29.759999999999998
2021-01-07,100,62.0,,0.62,62.0
2021-01-08,83,62.0,,0.62,51.46
2021-01-09,37,62.0,,0.62,22.94
2021-01-10,27,62.0,,0.62,16.74
2021-01-11,62,62.0,,0.62,38.44
2021-01-12,72,62.0,,0.62,44.64
2021-01-13,87,62.0,,0.62,53.94
2021-01-14,64,62.0,,0.62,39.68
2021-01-15,61,62.0,,0.62,37.82
2021-01-16,12,62.0,,0.62,7.4399999999999995
2021-01-17,12,62.0,,0.62,7.4399999999999995
2021-01-18,19,62.0,,0.62,11.78
2021-01-19,61,62.0,,0.62,37.82
2021-01-20,73,62.0,,0.62,45.26
2021-01-21,69,62.0,,0.62,42.78
2021-01-22,50,62.0,,0.62,31.0
2021-01-23,25,62.0,,0.62,15.5
2021-01-24,5,62.0,,0.62,3.1
2021-01-25,76,62.0,,0.62,47.12
2021-01-26,74,62.0,,0.62,45.88
2021-01-27,71,62.0,,0.62,44.02
2021-01-28,56,62.0,,0.62,34.72
2021-01-29,70,62.0,,0.62,43.4
2021-01-30,18,62.0,,0.62,11.16
2021-01-31,20,62.0,,0.62,12.4
2021-02-01,49,55.0,False,0.55,26.950000000000003
2021-02-02,100,55.0,,0.55,55.00000000000001
2021-02-03,72,55.0,,0.55,39.6
2021-02-04,50,55.0,,0.55,27.500000000000004
2021-02-05,88,55.0,,0.55,48.400000000000006
2021-02-06,6,55.0,,0.55,3.3000000000000003
2021-02-07,12,55.0,,0.55,6.6000000000000005
2021-02-08,46,55.0,,0.55,25.3
2021-02-09,76,55.0,,0.55,41.800000000000004
2021-02-10,69,55.0,,0.55,37.95
2021-02-11,93,55.0,,0.55,51.150000000000006
2021-02-12,59,55.0,,0.55,32.45
2021-02-13,34,55.0,,0.55,18.700000000000003
2021-02-14,6,55.0,,0.55,3.3000000000000003
2021-02-15,35,55.0,,0.55,19.25
2021-02-16,79,55.0,,0.55,43.45
2021-02-17,53,55.0,,0.55,29.150000000000002
2021-02-18,73,55.0,,0.55,40.150000000000006
2021-02-19,59,55.0,,0.55,32.45
2021-02-20,25,55.0,,0.55,13.750000000000002
2021-02-21,22,55.0,,0.55,12.100000000000001
2021-02-22,54,55.0,,0.55,29.700000000000003
2021-02-23,65,55.0,,0.55,35.75
2021-02-24,44,55.0,,0.55,24.200000000000003
2021-02-25,56,55.0,,0.55,30.800000000000004
2021-02-26,51,55.0,,0.55,28.05
2021-02-27,9,55.0,,0.55,4.95
2021-02-28,9,55.0,,0.55,4.95
2021-03-01,32,65.0,False,0.65,20.8
2021-03-02,23,65.0,,0.65,14.950000000000001
2021-03-03,22,65.0,,0.65,14.3
2021-03-04,41,65.0,,0.65,26.650000000000002
2021-03-05,28,65.0,,0.65,18.2
2021-03-06,9,65.0,,0.65,5.8500000000000005
2021-03-07,12,65.0,,0.65,7.800000000000001
2021-03-08,26,65.0,,0.65,16.900000000000002
2021-03-09,27,65.0,,0.65,17.55
2021-03-10,22,65.0,,0.65,14.3
2021-03-11,35,65.0,,0.65,22.75
2021-03-12,24,65.0,,0.65,15.600000000000001
2021-03-13,8,65.0,,0.65,5.2
2021-03-14,7,65.0,,0.65,4.55
2021-03-15,25,65.0,,0.65,16.25
2021-03-16,28,65.0,,0.65,18.2
2021-03-17,28,65.0,,0.65,18.2
2021-03-18,70,65.0,,0.65,45.5
2021-03-19,100,65.0,,0.65,65.0
2021-03-20,21,65.0,,0.65,13.65
2021-03-21,16,65.0,,0.65,10.4
2021-03-22,42,65.0,,0.65,27.3
2021-03-23,36,65.0,,0.65,23.400000000000002
2021-03-24,24,65.0,,0.65,15.600000000000001
2021-03-25,29,65.0,,0.65,18.85
2021-03-26,38,65.0,,0.65,24.7
2021-03-27,4,65.0,,0.65,2.6
2021-03-28,7,65.0,,0.65,4.55
2021-03-29,25,65.0,,0.65,16.25
2021-03-30,35,65.0,,0.65,22.75
2021-03-31,31,65.0,,0.65,20.150000000000002
2021-04-01,38,47.0,False,0.47,17.86
2021-04-02,47,47.0,,0.47,22.09
2021-04-03,18,47.0,,0.47,8.459999999999999
2021-04-04,15,47.0,,0.47,7.05
2021-04-05,76,47.0,,0.47,35.72
2021-04-06,47,47.0,,0.47,22.09
2021-04-07,59,47.0,,0.47,27.729999999999997
2021-04-08,62,47.0,,0.47,29.139999999999997
2021-04-09,50,47.0,,0.47,23.5
2021-04-10,35,47.0,,0.47,16.45
2021-04-11,10,47.0,,0.47,4.699999999999999
2021-04-12,41,47.0,,0.47,19.27
2021-04-13,69,47.0,,0.47,32.43
2021-04-14,53,47.0,,0.47,24.91
2021-04-15,62,47.0,,0.47,29.139999999999997
