date,IP_unscaled,IP_monthly,isPartial,scale,IP
2021-05-13,95,69.0,,0.69,65.55
2021-05-14,94,69.0,,0.69,64.86
2021-05-15,73,69.0,,0.69,50.37
2021-05-16,76,69.0,,0.69,52.44
2021-05-17,95,69.0,,0.69,65.55
2021-05-18,99,69.0,,0.69,68.30999999999999
2021-05-19,100,69.0,,0.69,69.0
2021-05-20,97,69.0,,0.69,66.92999999999999
2021-05-21,87,69.0,,0.69,60.029999999999994
2021-05-22,68,69.0,,0.69,46.919999999999995
2021-05-23,72,69.0,,0.69,49.67999999999999
2021-05-24,93,69.0,,0.69,64.17
2021-05-25,96,69.0,,0.69,66.24
2021-05-26,91,69.0,,0.69,62.78999999999999
2021-05-27,92,69.0,,0.69,63.48
2021-05-28,88,69.0,,0.69,60.72
2021-05-29,70,69.0,,0.69,48.3
2021-05-30,71,69.0,,0.69,48.989999999999995
2021-05-31,73,69.0,,0.69,50.37
2021-06-01,89,74.0,False,0.74,65.86
2021-06-02,91,74.0,,0.74,67.34
2021-06-03,91,74.0,,0.74,67.34
2021-06-04,90,74.0,,0.74,66.6
2021-06-05,69,74.0,,0.74,51.06
2021-06-06,73,74.0,,0.74,54.019999999999996
2021-06-07,93,74.0,,0.74,68.82
2021-06-08,93,74.0,,0.74,68.82
2021-06-09,98,74.0,,0.74,72.52
2021-06-10,99,74.0,,0.74,73.26
2021-06-11,90,74.0,,0.74,66.6
2021-06-12,71,74.0,,0.74,52.54
2021-06-13,66,74.0,,0.74,48.839999999999996
2021-06-14,88,74.0,,0.74,65.12
2021-06-15,95,74.0,,0.74,70.3
2021-06-16,96,74.0,,0.74,71.03999999999999
2021-06-17,95,74.0,,0.74,70.3
2021-06-18,97,74.0,,0.74,71.78
2021-06-19,73,74.0,,0.74,54.019999999999996
2021-06-20,73,74.0,,0.74,54.019999999999996
2021-06-21,91,74.0,,0.74,67.34
2021-06-22,100,74.0,,0.74,74.0
2021-06-23,98,74.0,,0.74,72.52
2021-06-24,90,74.0,,0.74,66.6
2021-06-25,88,74.0,,0.74,65.12
2021-06-26,64,74.0,,0.74,47.36
2021-06-27,70,74.0,,0.74,51.8
2021-06-28,93,74.0,,0.74,68.82
2021-06-29,94,74.0,,0.74,69.56
2021-06-30,93,74.0,,0.74,68.82
2021-07-01,93,69.0,False,0.69,64.17
2021-07-02,89,69.0,,0.69,61.41
2021-07-03,71,69.0,,0.69,48.989999999999995
2021-07-04,68,69.0,,0.69,46.919999999999995
2021-07-05,71,69.0,,0.69,48.989999999999995
2021-07-06,89,69.0,,0.69,61.41
2021-07-07,92,69.0,,0.69,63.48
2021-07-08,94,69.0,,0.69,64.86
2021-07-09,90,69.0,,0.69,62.099999999999994
2021-07-10,71,69.0,,0.69,48.989999999999995
2021-07-11,70,69.0,,0.69,48.3
2021-07-12,92,69.0,,0.69,63.48
2021-07-13,99,69.0,,0.69,68.30999999999999
2021-07-14,99,69.0,,0.69,68.30999999999999
2021-07-15,94,69.0,,0.69,64.86
2021-07-16,90,69.0,,0.69,62.099999999999994
2021-07-17,70,69.0,,0.69,48.3
2021-07-18,62,69.0,,0.69,42.779999999999994
2021-07-19,87,69.0,,0.69,60.029999999999994
2021-07-20,93,69.0,,0.69,64.17
2021-07-21,92,69.0,,0.69,63.48
2021-07-22,93,69.0,,0.69,64.17
2021-07-23,80,69.0,,0.69,55.199999999999996
2021-07-24,70,69.0,,0.69,48.3
2021-07-25,65,69.0,,0.69,44.849999999999994
2021-07-26,91,69.0,,0.69,62.78999999999999
2021-07-27,96,69.0,,0.69,66.24
2021-07-28,100,69.0,,0.69,69.0
2021-07-29,91,69.0,,0.69,62.78999999999999
2021-07-30,87,69.0,,0.69,60.029999999999994
2021-07-31,73,69.0,,0.69,50.37
2021-08-01,71,68.0,False,0.68,48.28
2021-08-02,94,68.0,,0.68,63.92
2021-08-03,99,68.0,,0.68,67.32000000000001
2021-08-04,98,68.0,,0.68,66.64
2021-08-05,97,68.0,,0.68,65.96000000000001
2021-08-06,98,68.0,,0.68,66.64
2021-08-07,73,68.0,,0.68,49.64
2021-08-08,65,68.0,,0.68,44.2
2021-08-09,94,68.0,,0.68,63.92
2021-08-10,94,68.0,,0.68,63.92
2021-08-11,94,68.0,,0.68,63.92
2021-08-12,92,68.0,,0.68,62.56
2021-08-13,92,68.0,,0.68,62.56
2021-08-14,71,68.0,,0.68,48.28
2021-08-15,71,68.0,,0.68,48.28
2021-08-16,99,68.0,,0.68,67.32000000000001
2021-08-17,95,68.0,,0.68,64.60000000000001
2021-08-18,97,68.0,,0.68,65.96000000000001
2021-08-19,96,68.0,,0.68,65.28
2021-08-20,90,68.0,,0.68,61.2
2021-08-21,73,68.0,,0.68,49.64
2021-08-22,75,68.0,,0.68,51.00000000000001
2021-08-23,94,68.0,,0.68,63.92
2021-08-24,99,68.0,,0.68,67.32000000000001
2021-08-25,96,68.0,,0.68,65.28
2021-08-26,100,68.0,,0.68,68.0
2021-08-27,89,68.0,,0.68,60.52
2021-08-28,73,68.0,,0.68,49.64
2021-08-29,67,68.0,,0.68,45.56
2021-08-30,90,68.0,,0.68,61.2
2021-08-31,100,68.0,,0.68,68.0
2021-09-01,89,72.0,False,0.72,64.08
2021-09-02,94,72.0,,0.72,67.67999999999999
2021-09-03,78,72.0,,0.72,56.16
2021-09-04,67,72.0,,0.72,48.239999999999995
2021-09-05,59,72.0,,0.72,42.48
2021-09-06,65,72.0,,0.72,46.8
2021-09-07,84,72.0,,0.72,60.48
2021-09-08,87,72.0,,0.72,62.64
2021-09-09,96,72.0,,0.72,69.12
2021-09-10,100,72.0,,0.72,72.0
2021-09-11,80,72.0,,0.72,57.599999999999994
2021-09-12,81,72.0,,0.72,58.32
2021-09-13,88,72.0,,0.72,63.36
2021-09-14,95,72.0,,0.72,68.39999999999999
2021-09-15,91,72.0,,0.72,65.52
2021-09-16,92,72.0,,0.72,66.24
2021-09-17,88,72.0,,0.72,63.36
2021-09-18,63,72.0,,0.72,45.36
2021-09-19,67,72.0,,0.72,48.239999999999995
2021-09-20,84,72.0,,0.72,60.48
2021-09-21,88,72.0,,0.72,63.36
2021-09-22,89,72.0,,0.72,64.08
2021-09-23,86,72.0,,0.72,61.919999999999995
2021-09-24,80,72.0,,0.72,57.599999999999994
2021-09-25,66,72.0,,0.72,47.519999999999996
2021-09-26,63,72.0,,0.72,45.36
2021-09-27,84,72.0,,0.72,60.48
2021-09-28,90,72.0,,0.72,64.8
2021-09-29,89,72.0,,0.72,64.08
2021-09-30,89,72.0,,0.72,64.08
2021-10-01,84,68.0,False,0.68,57.120000000000005
2021-10-02,74,68.0,,0.68,50.32
2021-10-03,69,68.0,,0.68,46.92
2021-10-04,97,68.0,,0.68,65.96000000000001
2021-10-05,94,68.0,,0.68,63.92
2021-10-06,98,68.0,,0.68,66.64
2021-10-07,92,68.0,,0.68,62.56
2021-10-08,83,68.0,,0.68,56.440000000000005
2021-10-09,69,68.0,,0.68,46.92
2021-10-10,72,68.0,,0.68,48.96
2021-10-11,83,68.0,,0.68,56.440000000000005
2021-10-12,93,68.0,,0.68,63.24
2021-10-13,95,68.0,,0.68,64.60000000000001
2021-10-14,95,68.0,,0.68,64.60000000000001
2021-10-15,93,68.0,,0.68,63.24
2021-10-16,66,68.0,,0.68,44.88
2021-10-17,68,68.0,,0.68,46.24
2021-10-18,91,68.0,,0.68,61.88
2021-10-19,93,68.0,,0.68,63.24
2021-10-20,100,68.0,,0.68,68.0
2021-10-21,92,68.0,,0.68,62.56
2021-10-22,85,68.0,,0.68,57.800000000000004
2021-10-23,74,68.0,,0.68,50.32
2021-10-24,69,68.0,,0.68,46.92
2021-10-25,88,68.0,,0.68,59.84
2021-10-26,98,68.0,,0.68,66.64
2021-10-27,90,68.0,,0.68,61.2
2021-10-28,95,68.0,,0.68,64.60000000000001
2021-10-29,82,68.0,,0.68,55.760000000000005
2021-10-30,70,68.0,,0.68,47.6
2021-10-31,71,68.0,,0.68,48.28
2021-11-01,94,67.0,False,0.67,62.980000000000004
2021-11-02,96,67.0,,0.67,64.32000000000001
2021-11-03,98,67.0,,0.67,65.66000000000001
2021-11-04,95,67.0,,0.67,63.650000000000006
2021-11-05,95,67.0,,0.67,63.650000000000006
2021-11-06,75,67.0,,0.67,50.25
2021-11-07,77,67.0,,0.67,51.59
2021-11-08,98,67.0,,0.67,65.66000000000001
2021-11-09,98,67.0,,0.67,65.66000000000001
2021-11-10,98,67.0,,0.67,65.66000000000001
2021-11-11,94,67.0,,0.67,62.980000000000004
2021-11-12,87,67.0,,0.67,58.290000000000006
2021-11-13,78,67.0,,0.67,52.260000000000005
2021-11-14,75,67.0,,0.67,50.25
2021-11-15,96,67.0,,0.67,64.32000000000001
2021-11-16,98,67.0,,0.67,65.66000000000001
2021-11-17,96,67.0,,0.67,64.32000000000001
2021-11-18,90,67.0,,0.67,60.300000000000004
2021-11-19,86,67.0,,0.67,57.620000000000005
2021-11-20,76,67.0,,0.67,50.92
2021-11-21,76,67.0,,0.67,50.92
2021-11-22,92,67.0,,0.67,61.64
2021-11-23,100,67.0,,0.67,67.0
2021-11-24,93,67.0,,0.67,62.31
2021-11-25,79,67.0,,0.67,52.93
2021-11-26,71,67.0,,0.67,47.57
2021-11-27,70,67.0,,0.67,46.900000000000006
2021-11-28,75,67.0,,0.67,50.25
2021-11-29,90,67.0,,0.67,60.300000000000004
2021-11-30,98,67.0,,0.67,65.66000000000001
2021-12-01,83,68.0,False,0.68,56.440000000000005
2021-12-02,83,68.0,,0.68,56.440000000000005
2021-12-03,84,68.0,,0.68,57.120000000000005
2021-12-04,63,68.0,,0.68,42.84
2021-12-05,61,68.0,,0.68,41.480000000000004
2021-12-06,79,68.0,,0.68,53.720000000000006
2021-12-07,84,68.0,,0.68,57.120000000000005
2021-12-08,85,68.0,,0.68,57.800000000000004
2021-12-09,86,68.0,,0.68,58.480000000000004
2021-12-10,78,68.0,,0.68,53.040000000000006
2021-12-11,65,68.0,,0.68,44.2
2021-12-12,62,68.0,,0.68,42.160000000000004
2021-12-13,86,68.0,,0.68,58.480000000000004
2021-12-14,83,68.0,,0.68,56.440000000000005
2021-12-15,95,68.0,,0.68,64.60000000000001
2021-12-16,100,68.0,,0.68,68.0
2021-12-17,81,68.0,,0.68,55.080000000000005
2021-12-18,64,68.0,,0.68,43.52
2021-12-19,67,68.0,,0.68,45.56
2021-12-20,84,68.0,,0.68,57.120000000000005
2021-12-21,84,68.0,,0.68,57.120000000000005
2021-12-22,77,68.0,,0.68,52.36000000000001
2021-12-23,71,68.0,,0.68,48.28
2021-12-24,64,68.0,,0.68,43.52
2021-12-25,57,68.0,,0.68,38.760000000000005
2021-12-26,65,68.0,,0.68,44.2
2021-12-27,76,68.0,,0.68,51.68000000000001
2021-12-28,81,68.0,,0.68,55.080000000000005
2021-12-29,84,68.0,,0.68,57.120000000000005
2021-12-30,75,68.0,,0.68,51.00000000000001
2021-12-31,64,68.0,,0.68,43.52
