date,JD_unscaled,JD_monthly,isPartial,scale,JD
2021-04-23,87,95.0,,0.95,82.64999999999999
2021-04-24,77,95.0,,0.95,73.14999999999999
2021-04-25,73,95.0,,0.95,69.35
2021-04-26,92,95.0,,0.95,87.39999999999999
2021-04-27,87,95.0,,0.95,82.64999999999999
2021-04-28,97,95.0,,0.95,92.14999999999999
2021-04-29,78,95.0,,0.95,74.1
2021-04-30,72,95.0,,0.95,68.39999999999999
2021-05-01,76,87.0,False,0.87,66.12
2021-05-02,81,87.0,,0.87,70.47
2021-05-03,87,87.0,,0.87,75.69
2021-05-04,82,87.0,,0.87,71.34
2021-05-05,84,87.0,,0.87,73.08
2021-05-06,87,87.0,,0.87,75.69
2021-05-07,100,87.0,,0.87,87.0
2021-05-08,78,87.0,,0.87,67.86
2021-05-09,77,87.0,,0.87,66.99
2021-05-10,92,87.0,,0.87,80.04
2021-05-11,83,87.0,,0.87,72.21
2021-05-12,87,87.0,,0.87,75.69
2021-05-13,79,87.0,,0.87,68.73
2021-05-14,87,87.0,,0.87,75.69
2021-05-15,83,87.0,,0.87,72.21
2021-05-16,85,87.0,,0.87,73.95
2021-05-17,89,87.0,,0.87,77.42999999999999
2021-05-18,89,87.0,,0.87,77.42999999999999
2021-05-19,86,87.0,,0.87,74.82
2021-05-20,83,87.0,,0.87,72.21
2021-05-21,93,87.0,,0.87,80.91
2021-05-22,79,87.0,,0.87,68.73
2021-05-23,77,87.0,,0.87,66.99
2021-05-24,88,87.0,,0.87,76.56
2021-05-25,86,87.0,,0.87,74.82
2021-05-26,73,87.0,,0.87,63.51
2021-05-27,75,87.0,,0.87,65.25
2021-05-28,82,87.0,,0.87,71.34
2021-05-29,68,87.0,,0.87,59.16
2021-05-30,72,87.0,,0.87,62.64
2021-05-31,77,87.0,,0.87,66.99
2021-06-01,94,87.0,False,0.87,81.78
2021-06-02,84,87.0,,0.87,73.08
2021-06-03,88,87.0,,0.87,76.56
2021-06-04,87,87.0,,0.87,75.69
2021-06-05,93,87.0,,0.87,80.91
2021-06-06,90,87.0,,0.87,78.3
2021-06-07,100,87.0,,0.87,87.0
2021-06-08,86,87.0,,0.87,74.82
2021-06-09,83,87.0,,0.87,72.21
2021-06-10,92,87.0,,0.87,80.04
2021-06-11,87,87.0,,0.87,75.69
2021-06-12,67,87.0,,0.87,58.29
2021-06-13,78,87.0,,0.87,67.86
2021-06-14,98,87.0,,0.87,85.26
2021-06-15,87,87.0,,0.87,75.69
2021-06-16,93,87.0,,0.87,80.91
2021-06-17,92,87.0,,0.87,80.04
2021-06-18,85,87.0,,0.87,73.95
2021-06-19,84,87.0,,0.87,73.08
2021-06-20,78,87.0,,0.87,67.86
2021-06-21,84,87.0,,0.87,73.08
2021-06-22,86,87.0,,0.87,74.82
2021-06-23,90,87.0,,0.87,78.3
2021-06-24,86,87.0,,0.87,74.82
2021-06-25,96,87.0,,0.87,83.52
2021-06-26,89,87.0,,0.87,77.42999999999999
2021-06-27,82,87.0,,0.87,71.34
2021-06-28,84,87.0,,0.87,73.08
2021-06-29,95,87.0,,0.87,82.65
2021-06-30,87,87.0,,0.87,75.69
2021-07-01,77,91.0,False,0.91,70.07000000000001
2021-07-02,100,91.0,,0.91,91.0
2021-07-03,77,91.0,,0.91,70.07000000000001
2021-07-04,65,91.0,,0.91,59.15
2021-07-05,73,91.0,,0.91,66.43
2021-07-06,95,91.0,,0.91,86.45
2021-07-07,84,91.0,,0.91,76.44
2021-07-08,79,91.0,,0.91,71.89
2021-07-09,74,91.0,,0.91,67.34
2021-07-10,81,91.0,,0.91,73.71000000000001
2021-07-11,76,91.0,,0.91,69.16
2021-07-12,78,91.0,,0.91,70.98
2021-07-13,75,91.0,,0.91,68.25
2021-07-14,77,91.0,,0.91,70.07000000000001
2021-07-15,75,91.0,,0.91,68.25
2021-07-16,72,91.0,,0.91,65.52
2021-07-17,69,91.0,,0.91,62.79
2021-07-18,66,91.0,,0.91,60.06
2021-07-19,75,91.0,,0.91,68.25
2021-07-20,68,91.0,,0.91,61.88
2021-07-21,62,91.0,,0.91,56.42
2021-07-22,69,91.0,,0.91,62.79
2021-07-23,71,91.0,,0.91,64.61
2021-07-24,64,91.0,,0.91,58.24
2021-07-25,71,91.0,,0.91,64.61
2021-07-26,75,91.0,,0.91,68.25
2021-07-27,79,91.0,,0.91,71.89
2021-07-28,74,91.0,,0.91,67.34
2021-07-29,68,91.0,,0.91,61.88
2021-07-30,83,91.0,,0.91,75.53
2021-07-31,68,91.0,,0.91,61.88
2021-08-01,65,89.0,False,0.89,57.85
2021-08-02,76,89.0,,0.89,67.64
2021-08-03,75,89.0,,0.89,66.75
2021-08-04,77,89.0,,0.89,68.53
2021-08-05,83,89.0,,0.89,73.87
2021-08-06,71,89.0,,0.89,63.19
2021-08-07,81,89.0,,0.89,72.09
2021-08-08,75,89.0,,0.89,66.75
2021-08-09,78,89.0,,0.89,69.42
2021-08-10,74,89.0,,0.89,65.86
2021-08-11,73,89.0,,0.89,64.97
2021-08-12,78,89.0,,0.89,69.42
2021-08-13,77,89.0,,0.89,68.53
2021-08-14,75,89.0,,0.89,66.75
2021-08-15,76,89.0,,0.89,67.64
2021-08-16,88,89.0,,0.89,78.32000000000001
2021-08-17,76,89.0,,0.89,67.64
2021-08-18,78,89.0,,0.89,69.42
2021-08-19,77,89.0,,0.89,68.53
2021-08-20,82,89.0,,0.89,72.98
2021-08-21,70,89.0,,0.89,62.300000000000004
2021-08-22,74,89.0,,0.89,65.86
2021-08-23,92,89.0,,0.89,81.88
2021-08-24,100,89.0,,0.89,89.0
2021-08-25,81,89.0,,0.89,72.09
2021-08-26,85,89.0,,0.89,75.65
2021-08-27,78,89.0,,0.89,69.42
2021-08-28,80,89.0,,0.89,71.2
2021-08-29,71,89.0,,0.89,63.19
2021-08-30,81,89.0,,0.89,72.09
2021-08-31,78,89.0,,0.89,69.42
2021-09-01,87,83.0,False,0.83,72.21
2021-09-02,87,83.0,,0.83,72.21
2021-09-03,88,83.0,,0.83,73.03999999999999
2021-09-04,80,83.0,,0.83,66.39999999999999
2021-09-05,71,83.0,,0.83,58.93
2021-09-06,100,83.0,,0.83,83.0
2021-09-07,92,83.0,,0.83,76.36
2021-09-08,91,83.0,,0.83,75.53
2021-09-09,86,83.0,,0.83,71.38
2021-09-10,85,83.0,,0.83,70.55
2021-09-11,78,83.0,,0.83,64.74
2021-09-12,74,83.0,,0.83,61.419999999999995
2021-09-13,84,83.0,,0.83,69.72
2021-09-14,81,83.0,,0.83,67.22999999999999
2021-09-15,87,83.0,,0.83,72.21
2021-09-16,83,83.0,,0.83,68.89
2021-09-17,93,83.0,,0.83,77.19
2021-09-18,78,83.0,,0.83,64.74
2021-09-19,69,83.0,,0.83,57.269999999999996
2021-09-20,77,83.0,,0.83,63.91
2021-09-21,78,83.0,,0.83,64.74
2021-09-22,80,83.0,,0.83,66.39999999999999
2021-09-23,83,83.0,,0.83,68.89
2021-09-24,77,83.0,,0.83,63.91
2021-09-25,78,83.0,,0.83,64.74
2021-09-26,69,83.0,,0.83,57.269999999999996
2021-09-27,79,83.0,,0.83,65.57
2021-09-28,79,83.0,,0.83,65.57
2021-09-29,74,83.0,,0.83,61.419999999999995
2021-09-30,77,83.0,,0.83,63.91
2021-10-01,69,85.0,False,0.85,58.65
2021-10-02,75,85.0,,0.85,63.75
2021-10-03,66,85.0,,0.85,56.1
2021-10-04,82,85.0,,0.85,69.7
2021-10-05,95,85.0,,0.85,80.75
2021-10-06,85,85.0,,0.85,72.25
2021-10-07,85,85.0,,0.85,72.25
2021-10-08,81,85.0,,0.85,68.85
2021-10-09,75,85.0,,0.85,63.75
2021-10-10,63,85.0,,0.85,53.55
2021-10-11,69,85.0,,0.85,58.65
2021-10-12,78,85.0,,0.85,66.3
2021-10-13,76,85.0,,0.85,64.6
2021-10-14,86,85.0,,0.85,73.1
2021-10-15,78,85.0,,0.85,66.3
2021-10-16,99,85.0,,0.85,84.14999999999999
2021-10-17,80,85.0,,0.85,68.0
2021-10-18,77,85.0,,0.85,65.45
2021-10-19,100,85.0,,0.85,85.0
2021-10-20,86,85.0,,0.85,73.1
2021-10-21,76,85.0,,0.85,64.6
2021-10-22,84,85.0,,0.85,71.39999999999999
2021-10-23,87,85.0,,0.85,73.95
2021-10-24,79,85.0,,0.85,67.14999999999999
2021-10-25,88,85.0,,0.85,74.8
2021-10-26,73,85.0,,0.85,62.05
2021-10-27,73,85.0,,0.85,62.05
2021-10-28,73,85.0,,0.85,62.05
2021-10-29,74,85.0,,0.85,62.9
2021-10-30,69,85.0,,0.85,58.65
2021-10-31,60,85.0,,0.85,51.0
2021-11-01,72,80.0,False,0.8,57.6
2021-11-02,75,80.0,,0.8,60.0
2021-11-03,70,80.0,,0.8,56.0
2021-11-04,75,80.0,,0.8,60.0
2021-11-05,85,80.0,,0.8,68.0
2021-11-06,70,80.0,,0.8,56.0
2021-11-07,61,80.0,,0.8,48.800000000000004
2021-11-08,78,80.0,,0.8,62.400000000000006
2021-11-09,80,80.0,,0.8,64.0
2021-11-10,93,80.0,,0.8,74.4
2021-11-11,89,80.0,,0.8,71.2
2021-11-12,88,80.0,,0.8,70.4
2021-11-13,77,80.0,,0.8,61.6
2021-11-14,77,80.0,,0.8,61.6
2021-11-15,73,80.0,,0.8,58.400000000000006
2021-11-16,78,80.0,,0.8,62.400000000000006
2021-11-17,76,80.0,,0.8,60.800000000000004
2021-11-18,83,80.0,,0.8,66.4
2021-11-19,80,80.0,,0.8,64.0
2021-11-20,75,80.0,,0.8,60.0
2021-11-21,63,80.0,,0.8,50.400000000000006
2021-11-22,77,80.0,,0.8,61.6
2021-11-23,68,80.0,,0.8,54.400000000000006
2021-11-24,73,80.0,,0.8,58.400000000000006
2021-11-25,55,80.0,,0.8,44.0
2021-11-26,79,80.0,,0.8,63.2
2021-11-27,68,80.0,,0.8,54.400000000000006
2021-11-28,62,80.0,,0.8,49.6
2021-11-29,73,80.0,,0.8,58.400000000000006
2021-11-30,100,80.0,,0.8,80.0
2021-12-01,79,88.0,False,0.88,69.52
2021-12-02,83,88.0,,0.88,73.04
2021-12-03,83,88.0,,0.88,73.04
2021-12-04,63,88.0,,0.88,55.44
2021-12-05,75,88.0,,0.88,66.0
2021-12-06,78,88.0,,0.88,68.64
2021-12-07,76,88.0,,0.88,66.88
2021-12-08,82,88.0,,0.88,72.16
2021-12-09,81,88.0,,0.88,71.28
2021-12-10,81,88.0,,0.88,71.28
2021-12-11,92,88.0,,0.88,80.96
2021-12-12,84,88.0,,0.88,73.92
2021-12-13,91,88.0,,0.88,80.08
2021-12-14,85,88.0,,0.88,74.8
2021-12-15,89,88.0,,0.88,78.32000000000001
2021-12-16,98,88.0,,0.88,86.24
2021-12-17,83,88.0,,0.88,73.04
2021-12-18,72,88.0,,0.88,63.36
2021-12-19,70,88.0,,0.88,61.6
2021-12-20,81,88.0,,0.88,71.28
2021-12-21,87,88.0,,0.88,76.56
2021-12-22,87,88.0,,0.88,76.56
2021-12-23,90,88.0,,0.88,79.2
2021-12-24,94,88.0,,0.88,82.72
2021-12-25,72,88.0,,0.88,63.36
2021-12-26,80,88.0,,0.88,70.4
2021-12-27,100,88.0,,0.88,88.0
2021-12-28,85,88.0,,0.88,74.8
2021-12-29,91,88.0,,0.88,80.08
2021-12-30,99,88.0,,0.88,87.12
2021-12-31,75,88.0,,0.88,66.0
