date,MUST_unscaled,MUST_monthly,isPartial,scale,MUST
2021-04-19,100,84.0,,0.84,84.0
2021-04-20,92,84.0,,0.84,77.28
2021-04-21,88,84.0,,0.84,73.92
2021-04-22,96,84.0,,0.84,80.64
2021-04-23,90,84.0,,0.84,75.6
2021-04-24,62,84.0,,0.84,52.08
2021-04-25,71,84.0,,0.84,59.64
2021-04-26,95,84.0,,0.84,79.8
2021-04-27,97,84.0,,0.84,81.48
2021-04-28,91,84.0,,0.84,76.44
2021-04-29,98,84.0,,0.84,82.32
2021-04-30,83,84.0,,0.84,69.72
2021-05-01,65,77.0,False,0.77,50.050000000000004
2021-05-02,71,77.0,,0.77,54.67
2021-05-03,100,77.0,,0.77,77.0
2021-05-04,97,77.0,,0.77,74.69
2021-05-05,91,77.0,,0.77,70.07000000000001
2021-05-06,96,77.0,,0.77,73.92
2021-05-07,90,77.0,,0.77,69.3
2021-05-08,63,77.0,,0.77,48.51
2021-05-09,66,77.0,,0.77,50.82
2021-05-10,97,77.0,,0.77,74.69
2021-05-11,100,77.0,,0.77,77.0
2021-05-12,85,77.0,,0.77,65.45
2021-05-13,90,77.0,,0.77,69.3
2021-05-14,87,77.0,,0.77,66.99
2021-05-15,61,77.0,,0.77,46.97
2021-05-16,66,77.0,,0.77,50.82
2021-05-17,90,77.0,,0.77,69.3
2021-05-18,88,77.0,,0.77,67.76
2021-05-19,82,77.0,,0.77,63.14
2021-05-20,87,77.0,,0.77,66.99
2021-05-21,79,77.0,,0.77,60.83
2021-05-22,60,77.0,,0.77,46.2
2021-05-23,64,77.0,,0.77,49.28
2021-05-24,85,77.0,,0.77,65.45
2021-05-25,81,77.0,,0.77,62.370000000000005
2021-05-26,79,77.0,,0.77,60.83
2021-05-27,76,77.0,,0.77,58.52
2021-05-28,70,77.0,,0.77,53.9
2021-05-29,57,77.0,,0.77,43.89
2021-05-30,62,77.0,,0.77,47.74
2021-05-31,63,77.0,,0.77,48.51
2021-06-01,92,69.0,False,0.69,63.48
2021-06-02,94,69.0,,0.69,64.86
2021-06-03,93,69.0,,0.69,64.17
2021-06-04,95,69.0,,0.69,65.55
2021-06-05,78,69.0,,0.69,53.81999999999999
2021-06-06,76,69.0,,0.69,52.44
2021-06-07,94,69.0,,0.69,64.86
2021-06-08,100,69.0,,0.69,69.0
2021-06-09,93,69.0,,0.69,64.17
2021-06-10,97,69.0,,0.69,66.92999999999999
2021-06-11,99,69.0,,0.69,68.30999999999999
2021-06-12,77,69.0,,0.69,53.129999999999995
2021-06-13,87,69.0,,0.69,60.029999999999994
2021-06-14,97,69.0,,0.69,66.92999999999999
2021-06-15,97,69.0,,0.69,66.92999999999999
2021-06-16,98,69.0,,0.69,67.61999999999999
2021-06-17,100,69.0,,0.69,69.0
2021-06-18,85,69.0,,0.69,58.65
2021-06-19,79,69.0,,0.69,54.51
2021-06-20,79,69.0,,0.69,54.51
2021-06-21,95,69.0,,0.69,65.55
2021-06-22,98,69.0,,0.69,67.61999999999999
2021-06-23,95,69.0,,0.69,65.55
2021-06-24,92,69.0,,0.69,63.48
2021-06-25,87,69.0,,0.69,60.029999999999994
2021-06-26,83,69.0,,0.69,57.269999999999996
2021-06-27,88,69.0,,0.69,60.72
2021-06-28,97,69.0,,0.69,66.92999999999999
2021-06-29,95,69.0,,0.69,65.55
2021-06-30,94,69.0,,0.69,64.86
2021-07-01,93,66.0,False,0.66,61.38
2021-07-02,88,66.0,,0.66,58.080000000000005
2021-07-03,79,66.0,,0.66,52.14
2021-07-04,80,66.0,,0.66,52.800000000000004
2021-07-05,83,66.0,,0.66,54.78
2021-07-06,90,66.0,,0.66,59.400000000000006
2021-07-07,91,66.0,,0.66,60.06
2021-07-08,97,66.0,,0.66,64.02
2021-07-09,86,66.0,,0.66,56.760000000000005
2021-07-10,82,66.0,,0.66,54.120000000000005
2021-07-11,82,66.0,,0.66,54.120000000000005
2021-07-12,97,66.0,,0.66,64.02
2021-07-13,100,66.0,,0.66,66.0
2021-07-14,91,66.0,,0.66,60.06
2021-07-15,93,66.0,,0.66,61.38
2021-07-16,88,66.0,,0.66,58.080000000000005
2021-07-17,77,66.0,,0.66,50.82
2021-07-18,88,66.0,,0.66,58.080000000000005
2021-07-19,94,66.0,,0.66,62.040000000000006
2021-07-20,94,66.0,,0.66,62.040000000000006
2021-07-21,91,66.0,,0.66,60.06
2021-07-22,94,66.0,,0.66,62.040000000000006
2021-07-23,87,66.0,,0.66,57.42
2021-07-24,81,66.0,,0.66,53.46
2021-07-25,87,66.0,,0.66,57.42
2021-07-26,94,66.0,,0.66,62.040000000000006
2021-07-27,98,66.0,,0.66,64.68
2021-07-28,94,66.0,,0.66,62.040000000000006
2021-07-29,99,66.0,,0.66,65.34
2021-07-30,86,66.0,,0.66,56.760000000000005
2021-07-31,75,66.0,,0.66,49.5
2021-08-01,74,64.0,False,0.64,47.36
2021-08-02,83,64.0,,0.64,53.120000000000005
2021-08-03,88,64.0,,0.64,56.32
2021-08-04,84,64.0,,0.64,53.76
2021-08-05,83,64.0,,0.64,53.120000000000005
2021-08-06,80,64.0,,0.64,51.2
2021-08-07,69,64.0,,0.64,44.160000000000004
2021-08-08,75,64.0,,0.64,48.0
2021-08-09,79,64.0,,0.64,50.56
2021-08-10,77,64.0,,0.64,49.28
2021-08-11,81,64.0,,0.64,51.84
2021-08-12,78,64.0,,0.64,49.92
2021-08-13,74,64.0,,0.64,47.36
2021-08-14,70,64.0,,0.64,44.800000000000004
2021-08-15,71,64.0,,0.64,45.44
2021-08-16,86,64.0,,0.64,55.04
2021-08-17,83,64.0,,0.64,53.120000000000005
2021-08-18,85,64.0,,0.64,54.4
2021-08-19,90,64.0,,0.64,57.6
2021-08-20,85,64.0,,0.64,54.4
2021-08-21,68,64.0,,0.64,43.52
2021-08-22,71,64.0,,0.64,45.44
2021-08-23,89,64.0,,0.64,56.96
2021-08-24,93,64.0,,0.64,59.52
2021-08-25,95,64.0,,0.64,60.800000000000004
2021-08-26,97,64.0,,0.64,62.08
2021-08-27,91,64.0,,0.64,58.24
2021-08-28,82,64.0,,0.64,52.480000000000004
2021-08-29,94,64.0,,0.64,60.160000000000004
2021-08-30,93,64.0,,0.64,59.52
2021-08-31,100,64.0,,0.64,64.0
2021-09-01,80,84.0,False,0.84,67.2
2021-09-02,80,84.0,,0.84,67.2
2021-09-03,79,84.0,,0.84,66.36
2021-09-04,59,84.0,,0.84,49.559999999999995
2021-09-05,67,84.0,,0.84,56.28
2021-09-06,75,84.0,,0.84,63.0
2021-09-07,80,84.0,,0.84,67.2
2021-09-08,90,84.0,,0.84,75.6
2021-09-09,90,84.0,,0.84,75.6
2021-09-10,85,84.0,,0.84,71.39999999999999
2021-09-11,62,84.0,,0.84,52.08
2021-09-12,70,84.0,,0.84,58.8
2021-09-13,95,84.0,,0.84,79.8
2021-09-14,93,84.0,,0.84,78.11999999999999
2021-09-15,96,84.0,,0.84,80.64
2021-09-16,92,84.0,,0.84,77.28
2021-09-17,85,84.0,,0.84,71.39999999999999
2021-09-18,65,84.0,,0.84,54.6
2021-09-19,71,84.0,,0.84,59.64
2021-09-20,94,84.0,,0.84,78.96
2021-09-21,97,84.0,,0.84,81.48
2021-09-22,97,84.0,,0.84,81.48
2021-09-23,92,84.0,,0.84,77.28
2021-09-24,87,84.0,,0.84,73.08
2021-09-25,61,84.0,,0.84,51.239999999999995
2021-09-26,69,84.0,,0.84,57.96
2021-09-27,100,84.0,,0.84,84.0
2021-09-28,97,84.0,,0.84,81.48
2021-09-29,94,84.0,,0.84,78.96
2021-09-30,96,84.0,,0.84,80.64
2021-10-01,88,85.0,False,0.85,74.8
2021-10-02,62,85.0,,0.85,52.699999999999996
2021-10-03,71,85.0,,0.85,60.35
2021-10-04,96,85.0,,0.85,81.6
2021-10-05,98,85.0,,0.85,83.3
2021-10-06,98,85.0,,0.85,83.3
2021-10-07,95,85.0,,0.85,80.75
2021-10-08,96,85.0,,0.85,81.6
2021-10-09,62,85.0,,0.85,52.699999999999996
2021-10-10,67,85.0,,0.85,56.949999999999996
2021-10-11,93,85.0,,0.85,79.05
2021-10-12,93,85.0,,0.85,79.05
2021-10-13,97,85.0,,0.85,82.45
2021-10-14,97,85.0,,0.85,82.45
2021-10-15,88,85.0,,0.85,74.8
2021-10-16,65,85.0,,0.85,55.25
2021-10-17,74,85.0,,0.85,62.9
2021-10-18,98,85.0,,0.85,83.3
2021-10-19,99,85.0,,0.85,84.14999999999999
2021-10-20,97,85.0,,0.85,82.45
2021-10-21,94,85.0,,0.85,79.89999999999999
2021-10-22,84,85.0,,0.85,71.39999999999999
2021-10-23,62,85.0,,0.85,52.699999999999996
2021-10-24,72,85.0,,0.85,61.199999999999996
2021-10-25,100,85.0,,0.85,85.0
2021-10-26,100,85.0,,0.85,85.0
2021-10-27,93,85.0,,0.85,79.05
2021-10-28,100,85.0,,0.85,85.0
2021-10-29,87,85.0,,0.85,73.95
2021-10-30,64,85.0,,0.85,54.4
2021-10-31,67,85.0,,0.85,56.949999999999996
2021-11-01,96,84.0,False,0.84,80.64
2021-11-02,96,84.0,,0.84,80.64
2021-11-03,92,84.0,,0.84,77.28
2021-11-04,89,84.0,,0.84,74.75999999999999
2021-11-05,85,84.0,,0.84,71.39999999999999
2021-11-06,66,84.0,,0.84,55.44
2021-11-07,68,84.0,,0.84,57.12
2021-11-08,100,84.0,,0.84,84.0
2021-11-09,95,84.0,,0.84,79.8
2021-11-10,88,84.0,,0.84,73.92
2021-11-11,84,84.0,,0.84,70.56
2021-11-12,83,84.0,,0.84,69.72
2021-11-13,64,84.0,,0.84,53.76
2021-11-14,71,84.0,,0.84,59.64
2021-11-15,90,84.0,,0.84,75.6
2021-11-16,99,84.0,,0.84,83.16
2021-11-17,92,84.0,,0.84,77.28
2021-11-18,92,84.0,,0.84,77.28
2021-11-19,84,84.0,,0.84,70.56
2021-11-20,59,84.0,,0.84,49.559999999999995
2021-11-21,63,84.0,,0.84,52.919999999999995
2021-11-22,79,84.0,,0.84,66.36
2021-11-23,78,84.0,,0.84,65.52
2021-11-24,58,84.0,,0.84,48.72
2021-11-25,48,84.0,,0.84,40.32
2021-11-26,53,84.0,,0.84,44.519999999999996
2021-11-27,57,84.0,,0.84,47.879999999999995
2021-11-28,61,84.0,,0.84,51.239999999999995
2021-11-29,85,84.0,,0.84,71.39999999999999
2021-11-30,88,84.0,,0.84,73.92
2021-12-01,95,74.0,False,0.74,70.3
2021-12-02,96,74.0,,0.74,71.03999999999999
2021-12-03,93,74.0,,0.74,68.82
2021-12-04,68,74.0,,0.74,50.32
2021-12-05,76,74.0,,0.74,56.24
2021-12-06,100,74.0,,0.74,74.0
2021-12-07,98,74.0,,0.74,72.52
2021-12-08,97,74.0,,0.74,71.78
2021-12-09,98,74.0,,0.74,72.52
2021-12-10,91,74.0,,0.74,67.34
2021-12-11,67,74.0,,0.74,49.58
2021-12-12,68,74.0,,0.74,50.32
2021-12-13,93,74.0,,0.74,68.82
2021-12-14,96,74.0,,0.74,71.03999999999999
2021-12-15,93,74.0,,0.74,68.82
2021-12-16,92,74.0,,0.74,68.08
2021-12-17,76,74.0,,0.74,56.24
2021-12-18,60,74.0,,0.74,44.4
2021-12-19,54,74.0,,0.74,39.96
2021-12-20,63,74.0,,0.74,46.62
2021-12-21,59,74.0,,0.74,43.66
2021-12-22,56,74.0,,0.74,41.44
2021-12-23,55,74.0,,0.74,40.7
2021-12-24,46,74.0,,0.74,34.04
2021-12-25,43,74.0,,0.74,31.82
2021-12-26,49,74.0,,0.74,36.26
2021-12-27,60,74.0,,0.74,44.4
2021-12-28,61,74.0,,0.74,45.14
2021-12-29,59,74.0,,0.74,43.66
2021-12-30,59,74.0,,0.74,43.66
2021-12-31,52,74.0,,0.74,38.48
