date,EA_unscaled,EA_monthly,isPartial,scale,EA
2016-05-01,69,46.0,False,0.46,31.740000000000002
2016-05-02,75,46.0,,0.46,34.5
2016-05-03,80,46.0,,0.46,36.800000000000004
2016-05-04,88,46.0,,0.46,40.480000000000004
2016-05-05,74,46.0,,0.46,34.04
2016-05-06,79,46.0,,0.46,36.34
2016-05-07,88,46.0,,0.46,40.480000000000004
2016-05-08,82,46.0,,0.46,37.72
2016-05-09,83,46.0,,0.46,38.18
2016-05-10,100,46.0,,0.46,46.0
2016-05-11,82,46.0,,0.46,37.72
2016-05-12,87,46.0,,0.46,40.02
2016-05-13,84,46.0,,0.46,38.64
2016-05-14,79,46.0,,0.46,36.34
2016-05-15,78,46.0,,0.46,35.88
2016-05-16,79,46.0,,0.46,36.34
2016-05-17,68,46.0,,0.46,31.28
2016-05-18,74,46.0,,0.46,34.04
2016-05-19,71,46.0,,0.46,32.660000000000004
2016-05-20,60,46.0,,0.46,27.6
2016-05-21,70,46.0,,0.46,32.2
2016-05-22,74,46.0,,0.46,34.04
2016-05-23,70,46.0,,0.46,32.2
2016-05-24,74,46.0,,0.46,34.04
2016-05-25,73,46.0,,0.46,33.58
2016-05-26,64,46.0,,0.46,29.44
2016-05-27,68,46.0,,0.46,31.28
2016-05-28,67,46.0,,0.46,30.82
2016-05-29,78,46.0,,0.46,35.88
2016-05-30,76,46.0,,0.46,34.96
2016-05-31,63,46.0,,0.46,28.98
2016-06-01,22,54.0,False,0.54,11.88
2016-06-02,20,54.0,,0.54,10.8
2016-06-03,21,54.0,,0.54,11.34
2016-06-04,24,54.0,,0.54,12.96
2016-06-05,22,54.0,,0.54,11.88
2016-06-06,20,54.0,,0.54,10.8
2016-06-07,23,54.0,,0.54,12.420000000000002
2016-06-08,21,54.0,,0.54,11.34
2016-06-09,24,54.0,,0.54,12.96
2016-06-10,24,54.0,,0.54,12.96
2016-06-11,25,54.0,,0.54,13.5
2016-06-12,100,54.0,,0.54,54.0
2016-06-13,50,54.0,,0.54,27.0
2016-06-14,33,54.0,,0.54,17.82
2016-06-15,29,54.0,,0.54,15.66
2016-06-16,25,54.0,,0.54,13.5
2016-06-17,27,54.0,,0.54,14.580000000000002
2016-06-18,23,54.0,,0.54,12.420000000000002
2016-06-19,23,54.0,,0.54,12.420000000000002
2016-06-20,22,54.0,,0.54,11.88
2016-06-21,22,54.0,,0.54,11.88
2016-06-22,28,54.0,,0.54,15.120000000000001
2016-06-23,23,54.0,,0.54,12.420000000000002
2016-06-24,22,54.0,,0.54,11.88
2016-06-25,25,54.0,,0.54,13.5
2016-06-26,25,54.0,,0.54,13.5
2016-06-27,25,54.0,,0.54,13.5
2016-06-28,20,54.0,,0.54,10.8
2016-06-29,23,54.0,,0.54,12.420000000000002
2016-06-30,22,54.0,,0.54,11.88
2016-07-01,49,41.0,False,0.41,20.09
2016-07-02,44,41.0,,0.41,18.04
2016-07-03,46,41.0,,0.41,18.86
2016-07-04,43,41.0,,0.41,17.63
2016-07-05,48,41.0,,0.41,19.68
2016-07-06,48,41.0,,0.41,19.68
2016-07-07,42,41.0,,0.41,17.22
2016-07-08,47,41.0,,0.41,19.27
2016-07-09,47,41.0,,0.41,19.27
2016-07-10,54,41.0,,0.41,22.139999999999997
2016-07-11,49,41.0,,0.41,20.09
2016-07-12,50,41.0,,0.41,20.5
2016-07-13,44,41.0,,0.41,18.04
2016-07-14,46,41.0,,0.41,18.86
2016-07-15,43,41.0,,0.41,17.63
2016-07-16,100,41.0,,0.41,41.0
2016-07-17,51,41.0,,0.41,20.91
2016-07-18,42,41.0,,0.41,17.22
2016-07-19,45,41.0,,0.41,18.45
2016-07-20,46,41.0,,0.41,18.86
2016-07-21,48,41.0,,0.41,19.68
2016-07-22,44,41.0,,0.41,18.04
2016-07-23,43,41.0,,0.41,17.63
2016-07-24,44,41.0,,0.41,18.04
2016-07-25,42,41.0,,0.41,17.22
2016-07-26,48,41.0,,0.41,19.68
2016-07-27,43,41.0,,0.41,17.63
2016-07-28,47,41.0,,0.41,19.27
2016-07-29,39,41.0,,0.41,15.989999999999998
2016-07-30,43,41.0,,0.41,17.63
2016-07-31,47,41.0,,0.41,19.27
2016-08-01,17,54.0,False,0.54,9.18
2016-08-02,20,54.0,,0.54,10.8
2016-08-03,21,54.0,,0.54,11.34
2016-08-04,18,54.0,,0.54,9.72
2016-08-05,18,54.0,,0.54,9.72
2016-08-06,17,54.0,,0.54,9.18
2016-08-07,17,54.0,,0.54,9.18
2016-08-08,16,54.0,,0.54,8.64
2016-08-09,15,54.0,,0.54,8.100000000000001
2016-08-10,18,54.0,,0.54,9.72
2016-08-11,15,54.0,,0.54,8.100000000000001
2016-08-12,15,54.0,,0.54,8.100000000000001
2016-08-13,17,54.0,,0.54,9.18
2016-08-14,18,54.0,,0.54,9.72
2016-08-15,19,54.0,,0.54,10.260000000000002
2016-08-16,22,54.0,,0.54,11.88
2016-08-17,24,54.0,,0.54,12.96
2016-08-18,33,54.0,,0.54,17.82
2016-08-19,23,54.0,,0.54,12.420000000000002
2016-08-20,26,54.0,,0.54,14.040000000000001
2016-08-21,25,54.0,,0.54,13.5
2016-08-22,21,54.0,,0.54,11.34
2016-08-23,24,54.0,,0.54,12.96
2016-08-24,24,54.0,,0.54,12.96
2016-08-25,20,54.0,,0.54,10.8
2016-08-26,20,54.0,,0.54,10.8
2016-08-27,24,54.0,,0.54,12.96
2016-08-28,24,54.0,,0.54,12.96
2016-08-29,21,54.0,,0.54,11.34
2016-08-30,27,54.0,,0.54,14.580000000000002
2016-08-31,100,54.0,,0.54,54.0
2016-09-01,100,55.0,False,0.55,55.00000000000001
2016-09-02,53,55.0,,0.55,29.150000000000002
2016-09-03,54,55.0,,0.55,29.700000000000003
2016-09-04,51,55.0,,0.55,28.05
2016-09-05,46,55.0,,0.55,25.3
2016-09-06,43,55.0,,0.55,23.650000000000002
2016-09-07,40,55.0,,0.55,22.0
2016-09-08,33,55.0,,0.55,18.150000000000002
2016-09-09,38,55.0,,0.55,20.900000000000002
2016-09-10,38,55.0,,0.55,20.900000000000002
2016-09-11,34,55.0,,0.55,18.700000000000003
2016-09-12,33,55.0,,0.55,18.150000000000002
2016-09-13,42,55.0,,0.55,23.1
2016-09-14,37,55.0,,0.55,20.35
2016-09-15,38,55.0,,0.55,20.900000000000002
2016-09-16,35,55.0,,0.55,19.25
2016-09-17,40,55.0,,0.55,22.0
2016-09-18,40,55.0,,0.55,22.0
2016-09-19,35,55.0,,0.55,19.25
2016-09-20,47,55.0,,0.55,25.85
2016-09-21,47,55.0,,0.55,25.85
2016-09-22,46,55.0,,0.55,25.3
2016-09-23,42,55.0,,0.55,23.1
2016-09-24,45,55.0,,0.55,24.750000000000004
2016-09-25,38,55.0,,0.55,20.900000000000002
2016-09-26,41,55.0,,0.55,22.55
2016-09-27,40,55.0,,0.55,22.0
2016-09-28,36,55.0,,0.55,19.8
2016-09-29,36,55.0,,0.55,19.8
2016-09-30,34,55.0,,0.55,18.700000000000003
2016-10-01,17,61.0,False,0.61,10.37
2016-10-02,17,61.0,,0.61,10.37
2016-10-03,15,61.0,,0.61,9.15
2016-10-04,15,61.0,,0.61,9.15
2016-10-05,15,61.0,,0.61,9.15
2016-10-06,16,61.0,,0.61,9.76
2016-10-07,14,61.0,,0.61,8.54
2016-10-08,14,61.0,,0.61,8.54
2016-10-09,15,61.0,,0.61,9.15
2016-10-10,15,61.0,,0.61,9.15
2016-10-11,16,61.0,,0.61,9.76
2016-10-12,17,61.0,,0.61,10.37
2016-10-13,22,61.0,,0.61,13.42
2016-10-14,18,61.0,,0.61,10.98
2016-10-15,20,61.0,,0.61,12.2
2016-10-16,18,61.0,,0.61,10.98
2016-10-17,19,61.0,,0.61,11.59
2016-10-18,19,61.0,,0.61,11.59
2016-10-19,17,61.0,,0.61,10.37
2016-10-20,17,61.0,,0.61,10.37
2016-10-21,34,61.0,,0.61,20.74
2016-10-22,23,61.0,,0.61,14.03
2016-10-23,19,61.0,,0.61,11.59
2016-10-24,17,61.0,,0.61,10.37
2016-10-25,17,61.0,,0.61,10.37
2016-10-26,16,61.0,,0.61,9.76
2016-10-27,14,61.0,,0.61,8.54
2016-10-28,17,61.0,,0.61,10.37
2016-10-29,17,61.0,,0.61,10.37
2016-10-30,100,61.0,,0.61,61.0
2016-10-31,24,61.0,,0.61,14.64
2016-11-01,68,51.0,False,0.51,34.68
2016-11-02,77,51.0,,0.51,39.27
2016-11-03,100,51.0,,0.51,51.0
2016-11-04,68,51.0,,0.51,34.68
2016-11-05,66,51.0,,0.51,33.660000000000004
2016-11-06,57,51.0,,0.51,29.07
2016-11-07,61,51.0,,0.51,31.11
2016-11-08,56,51.0,,0.51,28.560000000000002
2016-11-09,40,51.0,,0.51,20.4
2016-11-10,57,51.0,,0.51,29.07
2016-11-11,54,51.0,,0.51,27.54
2016-11-12,60,51.0,,0.51,30.6
2016-11-13,59,51.0,,0.51,30.09
2016-11-14,61,51.0,,0.51,31.11
2016-11-15,77,51.0,,0.51,39.27
2016-11-16,58,51.0,,0.51,29.580000000000002
2016-11-17,57,51.0,,0.51,29.07
2016-11-18,59,51.0,,0.51,30.09
2016-11-19,57,51.0,,0.51,29.07
2016-11-20,60,51.0,,0.51,30.6
2016-11-21,55,51.0,,0.51,28.05
2016-11-22,63,51.0,,0.51,32.13
2016-11-23,63,51.0,,0.51,32.13
2016-11-24,69,51.0,,0.51,35.19
2016-11-25,86,51.0,,0.51,43.86
2016-11-26,77,51.0,,0.51,39.27
2016-11-27,81,51.0,,0.51,41.31
2016-11-28,68,51.0,,0.51,34.68
2016-11-29,62,51.0,,0.51,31.62
2016-11-30,65,51.0,,0.51,33.15
2016-12-01,45,57.0,False,0.57,25.65
2016-12-02,45,57.0,,0.57,25.65
2016-12-03,50,57.0,,0.57,28.499999999999996
2016-12-04,47,57.0,,0.57,26.79
2016-12-05,47,57.0,,0.57,26.79
2016-12-06,45,57.0,,0.57,25.65
2016-12-07,46,57.0,,0.57,26.22
2016-12-08,47,57.0,,0.57,26.79
2016-12-09,48,57.0,,0.57,27.36
2016-12-10,49,57.0,,0.57,27.929999999999996
2016-12-11,56,57.0,,0.57,31.919999999999998
2016-12-12,48,57.0,,0.57,27.36
2016-12-13,59,57.0,,0.57,33.629999999999995
2016-12-14,54,57.0,,0.57,30.779999999999998
2016-12-15,58,57.0,,0.57,33.059999999999995
2016-12-16,55,57.0,,0.57,31.349999999999998
2016-12-17,59,57.0,,0.57,33.629999999999995
2016-12-18,55,57.0,,0.57,31.349999999999998
2016-12-19,48,57.0,,0.57,27.36
2016-12-20,54,57.0,,0.57,30.779999999999998
2016-12-21,45,57.0,,0.57,25.65
2016-12-22,47,57.0,,0.57,26.79
2016-12-23,50,57.0,,0.57,28.499999999999996
2016-12-24,54,57.0,,0.57,30.779999999999998
2016-12-25,84,57.0,,0.57,47.879999999999995
2016-12-26,100,57.0,,0.57,56.99999999999999
2016-12-27,75,57.0,,0.57,42.74999999999999
2016-12-28,72,57.0,,0.57,41.04
2016-12-29,60,57.0,,0.57,34.199999999999996
2016-12-30,59,57.0,,0.57,33.629999999999995
2016-12-31,57,57.0,,0.57,32.489999999999995
2017-01-01,98,49.0,False,0.49,48.019999999999996
2017-01-02,100,49.0,,0.49,49.0
2017-01-03,83,49.0,,0.49,40.67
2017-01-04,72,49.0,,0.49,35.28
2017-01-05,78,49.0,,0.49,38.22
2017-01-06,76,49.0,,0.49,37.24
2017-01-07,98,49.0,,0.49,48.019999999999996
2017-01-08,86,49.0,,0.49,42.14
2017-01-09,76,49.0,,0.49,37.24
2017-01-10,79,49.0,,0.49,38.71
2017-01-11,75,49.0,,0.49,36.75
2017-01-12,82,49.0,,0.49,40.18
2017-01-13,82,49.0,,0.49,40.18
2017-01-14,87,49.0,,0.49,42.63
2017-01-15,79,49.0,,0.49,38.71
2017-01-16,75,49.0,,0.49,36.75
2017-01-17,72,49.0,,0.49,35.28
2017-01-18,71,49.0,,0.49,34.79
2017-01-19,80,49.0,,0.49,39.2
2017-01-20,76,49.0,,0.49,37.24
2017-01-21,85,49.0,,0.49,41.65
2017-01-22,88,49.0,,0.49,43.12
2017-01-23,68,49.0,,0.49,33.32
2017-01-24,80,49.0,,0.49,39.2
2017-01-25,76,49.0,,0.49,37.24
2017-01-26,76,49.0,,0.49,37.24
2017-01-27,77,49.0,,0.49,37.73
2017-01-28,81,49.0,,0.49,39.69
2017-01-29,69,49.0,,0.49,33.81
2017-01-30,72,49.0,,0.49,35.28
2017-01-31,88,49.0,,0.49,43.12
2017-02-01,87,43.0,False,0.43,37.41
2017-02-02,82,43.0,,0.43,35.26
2017-02-03,80,43.0,,0.43,34.4
2017-02-04,99,43.0,,0.43,42.57
2017-02-05,88,43.0,,0.43,37.839999999999996
2017-02-06,78,43.0,,0.43,33.54
2017-02-07,70,43.0,,0.43,30.099999999999998
2017-02-08,76,43.0,,0.43,32.68
2017-02-09,75,43.0,,0.43,32.25
2017-02-10,73,43.0,,0.43,31.39
2017-02-11,81,43.0,,0.43,34.83
2017-02-12,77,43.0,,0.43,33.11
2017-02-13,71,43.0,,0.43,30.53
2017-02-14,74,43.0,,0.43,31.82
2017-02-15,72,43.0,,0.43,30.96
2017-02-16,69,43.0,,0.43,29.669999999999998
2017-02-17,72,43.0,,0.43,30.96
2017-02-18,74,43.0,,0.43,31.82
2017-02-19,70,43.0,,0.43,30.099999999999998
2017-02-20,100,43.0,,0.43,43.0
2017-02-21,76,43.0,,0.43,32.68
2017-02-22,70,43.0,,0.43,30.099999999999998
2017-02-23,75,43.0,,0.43,32.25
2017-02-24,82,43.0,,0.43,35.26
2017-02-25,71,43.0,,0.43,30.53
2017-02-26,78,43.0,,0.43,33.54
2017-02-27,66,43.0,,0.43,28.38
2017-02-28,76,43.0,,0.43,32.68
2017-03-01,74,48.0,False,0.48,35.519999999999996
2017-03-02,79,48.0,,0.48,37.92
2017-03-03,87,48.0,,0.48,41.76
2017-03-04,75,48.0,,0.48,36.0
2017-03-05,93,48.0,,0.48,44.64
2017-03-06,83,48.0,,0.48,39.839999999999996
2017-03-07,73,48.0,,0.48,35.04
2017-03-08,83,48.0,,0.48,39.839999999999996
2017-03-09,71,48.0,,0.48,34.08
2017-03-10,70,48.0,,0.48,33.6
2017-03-11,79,48.0,,0.48,37.92
2017-03-12,77,48.0,,0.48,36.96
2017-03-13,84,48.0,,0.48,40.32
2017-03-14,82,48.0,,0.48,39.36
2017-03-15,96,48.0,,0.48,46.08
2017-03-16,100,48.0,,0.48,48.0
2017-03-17,91,48.0,,0.48,43.68
2017-03-18,90,48.0,,0.48,43.199999999999996
2017-03-19,88,48.0,,0.48,42.239999999999995
2017-03-20,85,48.0,,0.48,40.8
2017-03-21,88,48.0,,0.48,42.239999999999995
2017-03-22,83,48.0,,0.48,39.839999999999996
2017-03-23,81,48.0,,0.48,38.879999999999995
2017-03-24,81,48.0,,0.48,38.879999999999995
2017-03-25,80,48.0,,0.48,38.4
2017-03-26,80,48.0,,0.48,38.4
2017-03-27,73,48.0,,0.48,35.04
2017-03-28,71,48.0,,0.48,34.08
2017-03-29,65,48.0,,0.48,31.2
2017-03-30,73,48.0,,0.48,35.04
2017-03-31,70,48.0,,0.48,33.6
2017-04-01,38,46.0,False,0.46,17.48
2017-04-02,37,46.0,,0.46,17.02
2017-04-03,33,46.0,,0.46,15.180000000000001
2017-04-04,37,46.0,,0.46,17.02
2017-04-05,37,46.0,,0.46,17.02
2017-04-06,37,46.0,,0.46,17.02
2017-04-07,46,46.0,,0.46,21.16
2017-04-08,100,46.0,,0.46,46.0
2017-04-09,66,46.0,,0.46,30.360000000000003
2017-04-10,64,46.0,,0.46,29.44
2017-04-11,31,46.0,,0.46,14.26
2017-04-12,35,46.0,,0.46,16.1
2017-04-13,34,46.0,,0.46,15.64
2017-04-14,34,46.0,,0.46,15.64
2017-04-15,47,46.0,,0.46,21.62
2017-04-16,47,46.0,,0.46,21.62
2017-04-17,56,46.0,,0.46,25.76
2017-04-18,34,46.0,,0.46,15.64
2017-04-19,38,46.0,,0.46,17.48
2017-04-20,34,46.0,,0.46,15.64
2017-04-21,42,46.0,,0.46,19.32
2017-04-22,36,46.0,,0.46,16.560000000000002
2017-04-23,50,46.0,,0.46,23.0
2017-04-24,43,46.0,,0.46,19.78
2017-04-25,40,46.0,,0.46,18.400000000000002
2017-04-26,33,46.0,,0.46,15.180000000000001
2017-04-27,29,46.0,,0.46,13.34
2017-04-28,32,46.0,,0.46,14.72
2017-04-29,32,46.0,,0.46,14.72
2017-04-30,38,46.0,,0.46,17.48
2017-05-01,96,46.0,False,0.46,44.160000000000004
2017-05-02,66,46.0,,0.46,30.360000000000003
2017-05-03,49,46.0,,0.46,22.540000000000003
2017-05-04,51,46.0,,0.46,23.46
2017-05-05,61,46.0,,0.46,28.060000000000002
2017-05-06,58,46.0,,0.46,26.68
2017-05-07,52,46.0,,0.46,23.92
2017-05-08,100,46.0,,0.46,46.0
2017-05-09,63,46.0,,0.46,28.98
2017-05-10,85,46.0,,0.46,39.1
2017-05-11,73,46.0,,0.46,33.58
2017-05-12,69,46.0,,0.46,31.740000000000002
2017-05-13,64,46.0,,0.46,29.44
2017-05-14,84,46.0,,0.46,38.64
2017-05-15,90,46.0,,0.46,41.4
2017-05-16,70,46.0,,0.46,32.2
2017-05-17,51,46.0,,0.46,23.46
2017-05-18,60,46.0,,0.46,27.6
2017-05-19,52,46.0,,0.46,23.92
2017-05-20,58,46.0,,0.46,26.68
2017-05-21,77,46.0,,0.46,35.42
2017-05-22,89,46.0,,0.46,40.940000000000005
2017-05-23,74,46.0,,0.46,34.04
2017-05-24,56,46.0,,0.46,25.76
2017-05-25,54,46.0,,0.46,24.84
2017-05-26,65,46.0,,0.46,29.900000000000002
2017-05-27,59,46.0,,0.46,27.14
2017-05-28,58,46.0,,0.46,26.68
2017-05-29,94,46.0,,0.46,43.24
2017-05-30,87,46.0,,0.46,40.02
2017-05-31,60,46.0,,0.46,27.6
2017-06-01,22,54.0,False,0.54,11.88
2017-06-02,24,54.0,,0.54,12.96
2017-06-03,23,54.0,,0.54,12.420000000000002
2017-06-04,23,54.0,,0.54,12.420000000000002
2017-06-05,37,54.0,,0.54,19.98
2017-06-06,28,54.0,,0.54,15.120000000000001
2017-06-07,27,54.0,,0.54,14.580000000000002
2017-06-08,26,54.0,,0.54,14.040000000000001
2017-06-09,25,54.0,,0.54,13.5
2017-06-10,100,54.0,,0.54,54.0
2017-06-11,67,54.0,,0.54,36.18
2017-06-12,55,54.0,,0.54,29.700000000000003
2017-06-13,35,54.0,,0.54,18.900000000000002
2017-06-14,32,54.0,,0.54,17.28
2017-06-15,25,54.0,,0.54,13.5
2017-06-16,23,54.0,,0.54,12.420000000000002
2017-06-17,24,54.0,,0.54,12.96
2017-06-18,25,54.0,,0.54,13.5
2017-06-19,38,54.0,,0.54,20.520000000000003
2017-06-20,25,54.0,,0.54,13.5
2017-06-21,22,54.0,,0.54,11.88
2017-06-22,26,54.0,,0.54,14.040000000000001
2017-06-23,23,54.0,,0.54,12.420000000000002
2017-06-24,20,54.0,,0.54,10.8
2017-06-25,22,54.0,,0.54,11.88
2017-06-26,39,54.0,,0.54,21.060000000000002
2017-06-27,23,54.0,,0.54,12.420000000000002
2017-06-28,23,54.0,,0.54,12.420000000000002
2017-06-29,27,54.0,,0.54,14.580000000000002
2017-06-30,26,54.0,,0.54,14.040000000000001
2017-07-01,43,48.0,False,0.48,20.64
2017-07-02,44,48.0,,0.48,21.119999999999997
2017-07-03,64,48.0,,0.48,30.72
2017-07-04,55,48.0,,0.48,26.4
2017-07-05,59,48.0,,0.48,28.32
2017-07-06,35,48.0,,0.48,16.8
2017-07-07,45,48.0,,0.48,21.599999999999998
2017-07-08,42,48.0,,0.48,20.16
2017-07-09,45,48.0,,0.48,21.599999999999998
2017-07-10,76,48.0,,0.48,36.48
2017-07-11,42,48.0,,0.48,20.16
2017-07-12,58,48.0,,0.48,27.84
2017-07-13,48,48.0,,0.48,23.04
2017-07-14,43,48.0,,0.48,20.64
