date,MCD_unscaled,MCD_monthly,isPartial,scale,MCD
2021-04-17,66,75.0,,0.75,49.5
2021-04-18,64,75.0,,0.75,48.0
2021-04-19,100,75.0,,0.75,75.0
2021-04-20,84,75.0,,0.75,63.0
2021-04-21,83,75.0,,0.75,62.25
2021-04-22,70,75.0,,0.75,52.5
2021-04-23,76,75.0,,0.75,57.0
2021-04-24,55,75.0,,0.75,41.25
2021-04-25,57,75.0,,0.75,42.75
2021-04-26,84,75.0,,0.75,63.0
2021-04-27,85,75.0,,0.75,63.75
2021-04-28,84,75.0,,0.75,63.0
2021-04-29,85,75.0,,0.75,63.75
2021-04-30,76,75.0,,0.75,57.0
2021-05-01,59,70.0,False,0.7,41.3
2021-05-02,56,70.0,,0.7,39.199999999999996
2021-05-03,94,70.0,,0.7,65.8
2021-05-04,85,70.0,,0.7,59.49999999999999
2021-05-05,83,70.0,,0.7,58.099999999999994
2021-05-06,76,70.0,,0.7,53.199999999999996
2021-05-07,79,70.0,,0.7,55.3
2021-05-08,65,70.0,,0.7,45.5
2021-05-09,47,70.0,,0.7,32.9
2021-05-10,86,70.0,,0.7,60.199999999999996
2021-05-11,85,70.0,,0.7,59.49999999999999
2021-05-12,80,70.0,,0.7,56.0
2021-05-13,62,70.0,,0.7,43.4
2021-05-14,72,70.0,,0.7,50.4
2021-05-15,80,70.0,,0.7,56.0
2021-05-16,52,70.0,,0.7,36.4
2021-05-17,63,70.0,,0.7,44.099999999999994
2021-05-18,84,70.0,,0.7,58.8
2021-05-19,70,70.0,,0.7,49.0
2021-05-20,78,70.0,,0.7,54.599999999999994
2021-05-21,79,70.0,,0.7,55.3
2021-05-22,57,70.0,,0.7,39.9
2021-05-23,47,70.0,,0.7,32.9
2021-05-24,89,70.0,,0.7,62.3
2021-05-25,80,70.0,,0.7,56.0
2021-05-26,88,70.0,,0.7,61.599999999999994
2021-05-27,83,70.0,,0.7,58.099999999999994
2021-05-28,100,70.0,,0.7,70.0
2021-05-29,72,70.0,,0.7,50.4
2021-05-30,63,70.0,,0.7,44.099999999999994
2021-05-31,64,70.0,,0.7,44.8
2021-06-01,65,73.0,False,0.73,47.449999999999996
2021-06-02,68,73.0,,0.73,49.64
2021-06-03,77,73.0,,0.73,56.21
2021-06-04,77,73.0,,0.73,56.21
2021-06-05,69,73.0,,0.73,50.37
2021-06-06,47,73.0,,0.73,34.31
2021-06-07,73,73.0,,0.73,53.29
2021-06-08,79,73.0,,0.73,57.67
2021-06-09,95,73.0,,0.73,69.35
2021-06-10,93,73.0,,0.73,67.89
2021-06-11,84,73.0,,0.73,61.32
2021-06-12,56,73.0,,0.73,40.879999999999995
2021-06-13,50,73.0,,0.73,36.5
2021-06-14,70,73.0,,0.73,51.1
2021-06-15,67,73.0,,0.73,48.91
2021-06-16,81,73.0,,0.73,59.129999999999995
2021-06-17,63,73.0,,0.73,45.99
2021-06-18,67,73.0,,0.73,48.91
2021-06-19,39,73.0,,0.73,28.47
2021-06-20,47,73.0,,0.73,34.31
2021-06-21,72,73.0,,0.73,52.56
2021-06-22,74,73.0,,0.73,54.019999999999996
2021-06-23,78,73.0,,0.73,56.94
2021-06-24,70,73.0,,0.73,51.1
2021-06-25,94,73.0,,0.73,68.62
2021-06-26,45,73.0,,0.73,32.85
2021-06-27,37,73.0,,0.73,27.009999999999998
2021-06-28,75,73.0,,0.73,54.75
2021-06-29,100,73.0,,0.73,73.0
2021-06-30,64,73.0,,0.73,46.72
2021-07-01,44,68.0,False,0.68,29.92
2021-07-02,54,68.0,,0.68,36.720000000000006
2021-07-03,34,68.0,,0.68,23.12
2021-07-04,29,68.0,,0.68,19.720000000000002
2021-07-05,55,68.0,,0.68,37.400000000000006
2021-07-06,42,68.0,,0.68,28.560000000000002
2021-07-07,51,68.0,,0.68,34.68
2021-07-08,41,68.0,,0.68,27.880000000000003
2021-07-09,41,68.0,,0.68,27.880000000000003
2021-07-10,31,68.0,,0.68,21.080000000000002
2021-07-11,51,68.0,,0.68,34.68
2021-07-12,62,68.0,,0.68,42.160000000000004
2021-07-13,60,68.0,,0.68,40.800000000000004
2021-07-14,43,68.0,,0.68,29.240000000000002
2021-07-15,57,68.0,,0.68,38.760000000000005
2021-07-16,51,68.0,,0.68,34.68
2021-07-17,46,68.0,,0.68,31.28
2021-07-18,28,68.0,,0.68,19.040000000000003
2021-07-19,56,68.0,,0.68,38.080000000000005
2021-07-20,54,68.0,,0.68,36.720000000000006
2021-07-21,51,68.0,,0.68,34.68
2021-07-22,58,68.0,,0.68,39.440000000000005
2021-07-23,58,68.0,,0.68,39.440000000000005
2021-07-24,38,68.0,,0.68,25.840000000000003
2021-07-25,34,68.0,,0.68,23.12
2021-07-26,62,68.0,,0.68,42.160000000000004
2021-07-27,53,68.0,,0.68,36.04
2021-07-28,100,68.0,,0.68,68.0
2021-07-29,68,68.0,,0.68,46.24
2021-07-30,54,68.0,,0.68,36.720000000000006
2021-07-31,46,68.0,,0.68,31.28
2021-08-01,53,67.0,False,0.67,35.510000000000005
2021-08-02,75,67.0,,0.67,50.25
2021-08-03,87,67.0,,0.67,58.290000000000006
2021-08-04,85,67.0,,0.67,56.95
2021-08-05,100,67.0,,0.67,67.0
2021-08-06,67,67.0,,0.67,44.89
2021-08-07,57,67.0,,0.67,38.190000000000005
2021-08-08,73,67.0,,0.67,48.910000000000004
2021-08-09,91,67.0,,0.67,60.970000000000006
2021-08-10,79,67.0,,0.67,52.93
2021-08-11,97,67.0,,0.67,64.99000000000001
2021-08-12,86,67.0,,0.67,57.620000000000005
2021-08-13,60,67.0,,0.67,40.2
2021-08-14,75,67.0,,0.67,50.25
2021-08-15,65,67.0,,0.67,43.550000000000004
2021-08-16,70,67.0,,0.67,46.900000000000006
2021-08-17,80,67.0,,0.67,53.6
2021-08-18,75,67.0,,0.67,50.25
2021-08-19,71,67.0,,0.67,47.57
2021-08-20,69,67.0,,0.67,46.230000000000004
2021-08-21,69,67.0,,0.67,46.230000000000004
2021-08-22,48,67.0,,0.67,32.160000000000004
2021-08-23,80,67.0,,0.67,53.6
2021-08-24,88,67.0,,0.67,58.96
2021-08-25,81,67.0,,0.67,54.27
2021-08-26,85,67.0,,0.67,56.95
2021-08-27,78,67.0,,0.67,52.260000000000005
2021-08-28,68,67.0,,0.67,45.56
2021-08-29,63,67.0,,0.67,42.21
2021-08-30,80,67.0,,0.67,53.6
2021-08-31,67,67.0,,0.67,44.89
2021-09-01,68,63.0,False,0.63,42.84
2021-09-02,84,63.0,,0.63,52.92
2021-09-03,60,63.0,,0.63,37.8
2021-09-04,66,63.0,,0.63,41.58
2021-09-05,72,63.0,,0.63,45.36
2021-09-06,68,63.0,,0.63,42.84
2021-09-07,75,63.0,,0.63,47.25
2021-09-08,77,63.0,,0.63,48.51
2021-09-09,62,63.0,,0.63,39.06
2021-09-10,75,63.0,,0.63,47.25
2021-09-11,53,63.0,,0.63,33.39
2021-09-12,56,63.0,,0.63,35.28
2021-09-13,66,63.0,,0.63,41.58
2021-09-14,76,63.0,,0.63,47.88
2021-09-15,91,63.0,,0.63,57.33
2021-09-16,64,63.0,,0.63,40.32
2021-09-17,100,63.0,,0.63,63.0
2021-09-18,61,63.0,,0.63,38.43
2021-09-19,36,63.0,,0.63,22.68
2021-09-20,90,63.0,,0.63,56.7
2021-09-21,83,63.0,,0.63,52.29
2021-09-22,85,63.0,,0.63,53.55
2021-09-23,81,63.0,,0.63,51.03
2021-09-24,67,63.0,,0.63,42.21
2021-09-25,66,63.0,,0.63,41.58
2021-09-26,50,63.0,,0.63,31.5
2021-09-27,95,63.0,,0.63,59.85
2021-09-28,88,63.0,,0.63,55.44
2021-09-29,60,63.0,,0.63,37.8
2021-09-30,97,63.0,,0.63,61.11
2021-10-01,47,68.0,False,0.68,31.96
2021-10-02,50,68.0,,0.68,34.0
2021-10-03,38,68.0,,0.68,25.840000000000003
2021-10-04,55,68.0,,0.68,37.400000000000006
2021-10-05,59,68.0,,0.68,40.120000000000005
2021-10-06,40,68.0,,0.68,27.200000000000003
2021-10-07,50,68.0,,0.68,34.0
2021-10-08,45,68.0,,0.68,30.6
2021-10-09,46,68.0,,0.68,31.28
2021-10-10,36,68.0,,0.68,24.48
2021-10-11,44,68.0,,0.68,29.92
2021-10-12,50,68.0,,0.68,34.0
2021-10-13,71,68.0,,0.68,48.28
2021-10-14,66,68.0,,0.68,44.88
2021-10-15,58,68.0,,0.68,39.440000000000005
2021-10-16,41,68.0,,0.68,27.880000000000003
2021-10-17,47,68.0,,0.68,31.96
2021-10-18,46,68.0,,0.68,31.28
2021-10-19,55,68.0,,0.68,37.400000000000006
2021-10-20,55,68.0,,0.68,37.400000000000006
2021-10-21,75,68.0,,0.68,51.00000000000001
2021-10-22,61,68.0,,0.68,41.480000000000004
2021-10-23,42,68.0,,0.68,28.560000000000002
2021-10-24,32,68.0,,0.68,21.76
2021-10-25,56,68.0,,0.68,38.080000000000005
2021-10-26,63,68.0,,0.68,42.84
2021-10-27,100,68.0,,0.68,68.0
2021-10-28,87,68.0,,0.68,59.160000000000004
2021-10-29,66,68.0,,0.68,44.88
2021-10-30,48,68.0,,0.68,32.64
2021-10-31,42,68.0,,0.68,28.560000000000002
2021-11-01,89,71.0,False,0.71,63.19
2021-11-02,100,71.0,,0.71,71.0
2021-11-03,86,71.0,,0.71,61.059999999999995
2021-11-04,85,71.0,,0.71,60.349999999999994
2021-11-05,85,71.0,,0.71,60.349999999999994
2021-11-06,56,71.0,,0.71,39.76
2021-11-07,68,71.0,,0.71,48.28
2021-11-08,57,71.0,,0.71,40.47
2021-11-09,91,71.0,,0.71,64.61
2021-11-10,71,71.0,,0.71,50.41
2021-11-11,78,71.0,,0.71,55.379999999999995
2021-11-12,76,71.0,,0.71,53.959999999999994
2021-11-13,47,71.0,,0.71,33.37
2021-11-14,76,71.0,,0.71,53.959999999999994
2021-11-15,76,71.0,,0.71,53.959999999999994
2021-11-16,83,71.0,,0.71,58.93
2021-11-17,69,71.0,,0.71,48.989999999999995
2021-11-18,70,71.0,,0.71,49.699999999999996
2021-11-19,67,71.0,,0.71,47.57
2021-11-20,67,71.0,,0.71,47.57
2021-11-21,49,71.0,,0.71,34.79
2021-11-22,84,71.0,,0.71,59.64
2021-11-23,89,71.0,,0.71,63.19
2021-11-24,69,71.0,,0.71,48.989999999999995
2021-11-25,48,71.0,,0.71,34.08
2021-11-26,77,71.0,,0.71,54.669999999999995
2021-11-27,65,71.0,,0.71,46.15
2021-11-28,43,71.0,,0.71,30.529999999999998
2021-11-29,76,71.0,,0.71,53.959999999999994
2021-11-30,83,71.0,,0.71,58.93
2021-12-01,75,70.0,False,0.7,52.5
2021-12-02,89,70.0,,0.7,62.3
2021-12-03,55,70.0,,0.7,38.5
2021-12-04,63,70.0,,0.7,44.099999999999994
2021-12-05,48,70.0,,0.7,33.599999999999994
2021-12-06,82,70.0,,0.7,57.4
2021-12-07,74,70.0,,0.7,51.8
2021-12-08,78,70.0,,0.7,54.599999999999994
2021-12-09,88,70.0,,0.7,61.599999999999994
2021-12-10,89,70.0,,0.7,62.3
2021-12-11,57,70.0,,0.7,39.9
2021-12-12,41,70.0,,0.7,28.7
2021-12-13,76,70.0,,0.7,53.199999999999996
2021-12-14,89,70.0,,0.7,62.3
2021-12-15,67,70.0,,0.7,46.9
2021-12-16,85,70.0,,0.7,59.49999999999999
2021-12-17,82,70.0,,0.7,57.4
2021-12-18,66,70.0,,0.7,46.199999999999996
2021-12-19,55,70.0,,0.7,38.5
2021-12-20,74,70.0,,0.7,51.8
2021-12-21,78,70.0,,0.7,54.599999999999994
2021-12-22,78,70.0,,0.7,54.599999999999994
2021-12-23,55,70.0,,0.7,38.5
2021-12-24,75,70.0,,0.7,52.5
2021-12-25,74,70.0,,0.7,51.8
2021-12-26,65,70.0,,0.7,45.5
2021-12-27,100,70.0,,0.7,70.0
2021-12-28,84,70.0,,0.7,58.8
2021-12-29,72,70.0,,0.7,50.4
2021-12-30,65,70.0,,0.7,45.5
2021-12-31,74,70.0,,0.7,51.8
