date,DE_unscaled,DE_monthly,isPartial,scale,DE
2021-05-21,68,94.0,,0.94,63.919999999999995
2021-05-22,72,94.0,,0.94,67.67999999999999
2021-05-23,68,94.0,,0.94,63.919999999999995
2021-05-24,67,94.0,,0.94,62.98
2021-05-25,65,94.0,,0.94,61.099999999999994
2021-05-26,65,94.0,,0.94,61.099999999999994
2021-05-27,65,94.0,,0.94,61.099999999999994
2021-05-28,63,94.0,,0.94,59.22
2021-05-29,66,94.0,,0.94,62.04
2021-05-30,68,94.0,,0.94,63.919999999999995
2021-05-31,72,94.0,,0.94,67.67999999999999
2021-06-01,85,90.0,False,0.9,76.5
2021-06-02,85,90.0,,0.9,76.5
2021-06-03,89,90.0,,0.9,80.10000000000001
2021-06-04,91,90.0,,0.9,81.9
2021-06-05,88,90.0,,0.9,79.2
2021-06-06,91,90.0,,0.9,81.9
2021-06-07,87,90.0,,0.9,78.3
2021-06-08,88,90.0,,0.9,79.2
2021-06-09,87,90.0,,0.9,78.3
2021-06-10,88,90.0,,0.9,79.2
2021-06-11,89,90.0,,0.9,80.10000000000001
2021-06-12,94,90.0,,0.9,84.60000000000001
2021-06-13,97,90.0,,0.9,87.3
2021-06-14,89,90.0,,0.9,80.10000000000001
2021-06-15,90,90.0,,0.9,81.0
2021-06-16,87,90.0,,0.9,78.3
2021-06-17,90,90.0,,0.9,81.0
2021-06-18,87,90.0,,0.9,78.3
2021-06-19,92,90.0,,0.9,82.8
2021-06-20,92,90.0,,0.9,82.8
2021-06-21,86,90.0,,0.9,77.4
2021-06-22,88,90.0,,0.9,79.2
2021-06-23,95,90.0,,0.9,85.5
2021-06-24,86,90.0,,0.9,77.4
2021-06-25,86,90.0,,0.9,77.4
2021-06-26,94,90.0,,0.9,84.60000000000001
2021-06-27,100,90.0,,0.9,90.0
2021-06-28,94,90.0,,0.9,84.60000000000001
2021-06-29,91,90.0,,0.9,81.9
2021-06-30,88,90.0,,0.9,79.2
2021-07-01,88,91.0,False,0.91,80.08
2021-07-02,92,91.0,,0.91,83.72
2021-07-03,94,91.0,,0.91,85.54
2021-07-04,100,91.0,,0.91,91.0
2021-07-05,100,91.0,,0.91,91.0
2021-07-06,88,91.0,,0.91,80.08
2021-07-07,88,91.0,,0.91,80.08
2021-07-08,87,91.0,,0.91,79.17
2021-07-09,88,91.0,,0.91,80.08
2021-07-10,94,91.0,,0.91,85.54
2021-07-11,98,91.0,,0.91,89.18
2021-07-12,91,91.0,,0.91,82.81
2021-07-13,93,91.0,,0.91,84.63000000000001
2021-07-14,87,91.0,,0.91,79.17
2021-07-15,91,91.0,,0.91,82.81
2021-07-16,88,91.0,,0.91,80.08
2021-07-17,97,91.0,,0.91,88.27
2021-07-18,97,91.0,,0.91,88.27
2021-07-19,90,91.0,,0.91,81.9
2021-07-20,86,91.0,,0.91,78.26
2021-07-21,85,91.0,,0.91,77.35000000000001
2021-07-22,86,91.0,,0.91,78.26
2021-07-23,85,91.0,,0.91,77.35000000000001
2021-07-24,89,91.0,,0.91,80.99000000000001
2021-07-25,95,91.0,,0.91,86.45
2021-07-26,83,91.0,,0.91,75.53
2021-07-27,85,91.0,,0.91,77.35000000000001
2021-07-28,87,91.0,,0.91,79.17
2021-07-29,84,91.0,,0.91,76.44
2021-07-30,87,91.0,,0.91,79.17
2021-07-31,88,91.0,,0.91,80.08
2021-08-01,95,87.0,False,0.87,82.65
2021-08-02,89,87.0,,0.87,77.42999999999999
2021-08-03,89,87.0,,0.87,77.42999999999999
2021-08-04,85,87.0,,0.87,73.95
2021-08-05,86,87.0,,0.87,74.82
2021-08-06,87,87.0,,0.87,75.69
2021-08-07,93,87.0,,0.87,80.91
2021-08-08,92,87.0,,0.87,80.04
2021-08-09,87,87.0,,0.87,75.69
2021-08-10,91,87.0,,0.87,79.17
2021-08-11,87,87.0,,0.87,75.69
2021-08-12,88,87.0,,0.87,76.56
2021-08-13,88,87.0,,0.87,76.56
2021-08-14,93,87.0,,0.87,80.91
2021-08-15,94,87.0,,0.87,81.78
2021-08-16,92,87.0,,0.87,80.04
2021-08-17,93,87.0,,0.87,80.91
2021-08-18,91,87.0,,0.87,79.17
2021-08-19,90,87.0,,0.87,78.3
2021-08-20,91,87.0,,0.87,79.17
2021-08-21,100,87.0,,0.87,87.0
2021-08-22,99,87.0,,0.87,86.13
2021-08-23,89,87.0,,0.87,77.42999999999999
2021-08-24,86,87.0,,0.87,74.82
2021-08-25,89,87.0,,0.87,77.42999999999999
2021-08-26,94,87.0,,0.87,81.78
2021-08-27,87,87.0,,0.87,75.69
2021-08-28,96,87.0,,0.87,83.52
2021-08-29,95,87.0,,0.87,82.65
2021-08-30,86,87.0,,0.87,74.82
2021-08-31,90,87.0,,0.87,78.3
2021-09-01,88,91.0,False,0.91,80.08
2021-09-02,94,91.0,,0.91,85.54
2021-09-03,95,91.0,,0.91,86.45
2021-09-04,98,91.0,,0.91,89.18
2021-09-05,100,91.0,,0.91,91.0
2021-09-06,97,91.0,,0.91,88.27
2021-09-07,91,91.0,,0.91,82.81
2021-09-08,96,91.0,,0.91,87.36
2021-09-09,99,91.0,,0.91,90.09
2021-09-10,94,91.0,,0.91,85.54
2021-09-11,100,91.0,,0.91,91.0
2021-09-12,97,91.0,,0.91,88.27
2021-09-13,95,91.0,,0.91,86.45
2021-09-14,96,91.0,,0.91,87.36
2021-09-15,96,91.0,,0.91,87.36
2021-09-16,96,91.0,,0.91,87.36
2021-09-17,94,91.0,,0.91,85.54
2021-09-18,95,91.0,,0.91,86.45
2021-09-19,100,91.0,,0.91,91.0
2021-09-20,92,91.0,,0.91,83.72
2021-09-21,94,91.0,,0.91,85.54
2021-09-22,91,91.0,,0.91,82.81
2021-09-23,94,91.0,,0.91,85.54
2021-09-24,94,91.0,,0.91,85.54
2021-09-25,97,91.0,,0.91,88.27
2021-09-26,94,91.0,,0.91,85.54
2021-09-27,94,91.0,,0.91,85.54
2021-09-28,95,91.0,,0.91,86.45
2021-09-29,96,91.0,,0.91,87.36
2021-09-30,95,91.0,,0.91,86.45
2021-10-01,60,100.0,False,1.0,60.0
2021-10-02,59,100.0,,1.0,59.0
2021-10-03,100,100.0,,1.0,100.0
2021-10-04,70,100.0,,1.0,70.0
2021-10-05,59,100.0,,1.0,59.0
2021-10-06,56,100.0,,1.0,56.0
2021-10-07,58,100.0,,1.0,58.0
2021-10-08,62,100.0,,1.0,62.0
2021-10-09,61,100.0,,1.0,61.0
2021-10-10,61,100.0,,1.0,61.0
2021-10-11,61,100.0,,1.0,61.0
2021-10-12,57,100.0,,1.0,57.0
2021-10-13,59,100.0,,1.0,59.0
2021-10-14,61,100.0,,1.0,61.0
2021-10-15,62,100.0,,1.0,62.0
2021-10-16,66,100.0,,1.0,66.0
2021-10-17,65,100.0,,1.0,65.0
2021-10-18,60,100.0,,1.0,60.0
2021-10-19,60,100.0,,1.0,60.0
2021-10-20,60,100.0,,1.0,60.0
2021-10-21,61,100.0,,1.0,61.0
2021-10-22,63,100.0,,1.0,63.0
2021-10-23,68,100.0,,1.0,68.0
2021-10-24,66,100.0,,1.0,66.0
2021-10-25,66,100.0,,1.0,66.0
2021-10-26,61,100.0,,1.0,61.0
2021-10-27,63,100.0,,1.0,63.0
2021-10-28,61,100.0,,1.0,61.0
2021-10-29,60,100.0,,1.0,60.0
2021-10-30,64,100.0,,1.0,64.0
2021-10-31,67,100.0,,1.0,67.0
2021-11-01,89,96.0,False,0.96,85.44
2021-11-02,91,96.0,,0.96,87.36
2021-11-03,84,96.0,,0.96,80.64
2021-11-04,83,96.0,,0.96,79.67999999999999
2021-11-05,89,96.0,,0.96,85.44
2021-11-06,90,96.0,,0.96,86.39999999999999
2021-11-07,95,96.0,,0.96,91.2
2021-11-08,88,96.0,,0.96,84.47999999999999
2021-11-09,86,96.0,,0.96,82.56
2021-11-10,86,96.0,,0.96,82.56
2021-11-11,90,96.0,,0.96,86.39999999999999
2021-11-12,90,96.0,,0.96,86.39999999999999
2021-11-13,95,96.0,,0.96,91.2
2021-11-14,92,96.0,,0.96,88.32
2021-11-15,85,96.0,,0.96,81.6
2021-11-16,87,96.0,,0.96,83.52
2021-11-17,84,96.0,,0.96,80.64
2021-11-18,78,96.0,,0.96,74.88
2021-11-19,81,96.0,,0.96,77.75999999999999
2021-11-20,83,96.0,,0.96,79.67999999999999
2021-11-21,83,96.0,,0.96,79.67999999999999
2021-11-22,79,96.0,,0.96,75.84
2021-11-23,80,96.0,,0.96,76.8
2021-11-24,78,96.0,,0.96,74.88
2021-11-25,100,96.0,,0.96,96.0
2021-11-26,81,96.0,,0.96,77.75999999999999
2021-11-27,80,96.0,,0.96,76.8
2021-11-28,85,96.0,,0.96,81.6
2021-11-29,79,96.0,,0.96,75.84
2021-11-30,77,96.0,,0.96,73.92
2021-12-01,85,87.0,False,0.87,73.95
2021-12-02,84,87.0,,0.87,73.08
2021-12-03,87,87.0,,0.87,75.69
2021-12-04,90,87.0,,0.87,78.3
2021-12-05,91,87.0,,0.87,79.17
2021-12-06,89,87.0,,0.87,77.42999999999999
2021-12-07,87,87.0,,0.87,75.69
2021-12-08,89,87.0,,0.87,77.42999999999999
2021-12-09,91,87.0,,0.87,79.17
2021-12-10,88,87.0,,0.87,76.56
2021-12-11,92,87.0,,0.87,80.04
2021-12-12,100,87.0,,0.87,87.0
2021-12-13,92,87.0,,0.87,80.04
2021-12-14,91,87.0,,0.87,79.17
2021-12-15,87,87.0,,0.87,75.69
2021-12-16,84,87.0,,0.87,73.08
2021-12-17,88,87.0,,0.87,76.56
2021-12-18,91,87.0,,0.87,79.17
2021-12-19,91,87.0,,0.87,79.17
2021-12-20,84,87.0,,0.87,73.08
2021-12-21,83,87.0,,0.87,72.21
2021-12-22,83,87.0,,0.87,72.21
2021-12-23,84,87.0,,0.87,73.08
2021-12-24,91,87.0,,0.87,79.17
2021-12-25,91,87.0,,0.87,79.17
2021-12-26,87,87.0,,0.87,75.69
2021-12-27,86,87.0,,0.87,74.82
2021-12-28,89,87.0,,0.87,77.42999999999999
2021-12-29,86,87.0,,0.87,74.82
2021-12-30,89,87.0,,0.87,77.42999999999999
2021-12-31,89,87.0,,0.87,77.42999999999999
