date,GM_unscaled,GM_monthly,isPartial,scale,GM
2021-04-17,73,61.0,,0.61,44.53
2021-04-18,64,61.0,,0.61,39.04
2021-04-19,92,61.0,,0.61,56.12
2021-04-20,87,61.0,,0.61,53.07
2021-04-21,91,61.0,,0.61,55.51
2021-04-22,90,61.0,,0.61,54.9
2021-04-23,87,61.0,,0.61,53.07
2021-04-24,68,61.0,,0.61,41.48
2021-04-25,61,61.0,,0.61,37.21
2021-04-26,95,61.0,,0.61,57.949999999999996
2021-04-27,91,61.0,,0.61,55.51
2021-04-28,94,61.0,,0.61,57.339999999999996
2021-04-29,93,61.0,,0.61,56.73
2021-04-30,95,61.0,,0.61,57.949999999999996
2021-05-01,72,58.0,False,0.58,41.76
2021-05-02,65,58.0,,0.58,37.699999999999996
2021-05-03,100,58.0,,0.58,57.99999999999999
2021-05-04,87,58.0,,0.58,50.459999999999994
2021-05-05,94,58.0,,0.58,54.519999999999996
2021-05-06,91,58.0,,0.58,52.779999999999994
2021-05-07,82,58.0,,0.58,47.559999999999995
2021-05-08,73,58.0,,0.58,42.339999999999996
2021-05-09,61,58.0,,0.58,35.379999999999995
2021-05-10,90,58.0,,0.58,52.199999999999996
2021-05-11,85,58.0,,0.58,49.3
2021-05-12,88,58.0,,0.58,51.04
2021-05-13,87,58.0,,0.58,50.459999999999994
2021-05-14,82,58.0,,0.58,47.559999999999995
2021-05-15,63,58.0,,0.58,36.54
2021-05-16,58,58.0,,0.58,33.64
2021-05-17,84,58.0,,0.58,48.72
2021-05-18,91,58.0,,0.58,52.779999999999994
2021-05-19,86,58.0,,0.58,49.879999999999995
2021-05-20,87,58.0,,0.58,50.459999999999994
2021-05-21,85,58.0,,0.58,49.3
2021-05-22,65,58.0,,0.58,37.699999999999996
2021-05-23,61,58.0,,0.58,35.379999999999995
2021-05-24,86,58.0,,0.58,49.879999999999995
2021-05-25,85,58.0,,0.58,49.3
2021-05-26,90,58.0,,0.58,52.199999999999996
2021-05-27,87,58.0,,0.58,50.459999999999994
2021-05-28,87,58.0,,0.58,50.459999999999994
2021-05-29,63,58.0,,0.58,36.54
2021-05-30,54,58.0,,0.58,31.319999999999997
2021-05-31,63,58.0,,0.58,36.54
2021-06-01,90,57.0,False,0.57,51.3
2021-06-02,93,57.0,,0.57,53.01
2021-06-03,92,57.0,,0.57,52.44
2021-06-04,97,57.0,,0.57,55.28999999999999
2021-06-05,65,57.0,,0.57,37.05
2021-06-06,59,57.0,,0.57,33.629999999999995
2021-06-07,93,57.0,,0.57,53.01
2021-06-08,90,57.0,,0.57,51.3
2021-06-09,91,57.0,,0.57,51.87
2021-06-10,87,57.0,,0.57,49.589999999999996
2021-06-11,90,57.0,,0.57,51.3
2021-06-12,67,57.0,,0.57,38.19
2021-06-13,58,57.0,,0.57,33.059999999999995
2021-06-14,89,57.0,,0.57,50.73
2021-06-15,91,57.0,,0.57,51.87
2021-06-16,100,57.0,,0.57,56.99999999999999
2021-06-17,97,57.0,,0.57,55.28999999999999
2021-06-18,90,57.0,,0.57,51.3
2021-06-19,70,57.0,,0.57,39.9
2021-06-20,61,57.0,,0.57,34.769999999999996
2021-06-21,90,57.0,,0.57,51.3
2021-06-22,91,57.0,,0.57,51.87
2021-06-23,94,57.0,,0.57,53.58
2021-06-24,91,57.0,,0.57,51.87
2021-06-25,93,57.0,,0.57,53.01
2021-06-26,67,57.0,,0.57,38.19
2021-06-27,57,57.0,,0.57,32.489999999999995
2021-06-28,90,57.0,,0.57,51.3
2021-06-29,90,57.0,,0.57,51.3
2021-06-30,97,57.0,,0.57,55.28999999999999
2021-07-01,90,58.0,False,0.58,52.199999999999996
2021-07-02,94,58.0,,0.58,54.519999999999996
2021-07-03,67,58.0,,0.58,38.86
2021-07-04,59,58.0,,0.58,34.22
2021-07-05,66,58.0,,0.58,38.279999999999994
2021-07-06,96,58.0,,0.58,55.67999999999999
2021-07-07,91,58.0,,0.58,52.779999999999994
2021-07-08,93,58.0,,0.58,53.94
2021-07-09,92,58.0,,0.58,53.36
2021-07-10,69,58.0,,0.58,40.019999999999996
2021-07-11,60,58.0,,0.58,34.8
2021-07-12,97,58.0,,0.58,56.26
2021-07-13,94,58.0,,0.58,54.519999999999996
2021-07-14,92,58.0,,0.58,53.36
2021-07-15,96,58.0,,0.58,55.67999999999999
2021-07-16,91,58.0,,0.58,52.779999999999994
2021-07-17,70,58.0,,0.58,40.599999999999994
2021-07-18,61,58.0,,0.58,35.379999999999995
2021-07-19,91,58.0,,0.58,52.779999999999994
2021-07-20,95,58.0,,0.58,55.099999999999994
2021-07-21,88,58.0,,0.58,51.04
2021-07-22,88,58.0,,0.58,51.04
2021-07-23,92,58.0,,0.58,53.36
2021-07-24,70,58.0,,0.58,40.599999999999994
2021-07-25,64,58.0,,0.58,37.12
2021-07-26,91,58.0,,0.58,52.779999999999994
2021-07-27,100,58.0,,0.58,57.99999999999999
2021-07-28,92,58.0,,0.58,53.36
2021-07-29,93,58.0,,0.58,53.94
2021-07-30,92,58.0,,0.58,53.36
2021-07-31,71,58.0,,0.58,41.18
2021-08-01,58,59.0,False,0.59,34.22
2021-08-02,80,59.0,,0.59,47.199999999999996
2021-08-03,88,59.0,,0.59,51.919999999999995
2021-08-04,100,59.0,,0.59,59.0
2021-08-05,84,59.0,,0.59,49.559999999999995
2021-08-06,80,59.0,,0.59,47.199999999999996
2021-08-07,60,59.0,,0.59,35.4
2021-08-08,53,59.0,,0.59,31.27
2021-08-09,80,59.0,,0.59,47.199999999999996
2021-08-10,79,59.0,,0.59,46.61
2021-08-11,80,59.0,,0.59,47.199999999999996
2021-08-12,75,59.0,,0.59,44.25
2021-08-13,77,59.0,,0.59,45.43
2021-08-14,56,59.0,,0.59,33.04
2021-08-15,50,59.0,,0.59,29.5
2021-08-16,80,59.0,,0.59,47.199999999999996
2021-08-17,76,59.0,,0.59,44.839999999999996
2021-08-18,80,59.0,,0.59,47.199999999999996
2021-08-19,81,59.0,,0.59,47.79
2021-08-20,82,59.0,,0.59,48.379999999999995
2021-08-21,61,59.0,,0.59,35.989999999999995
2021-08-22,59,59.0,,0.59,34.809999999999995
2021-08-23,87,59.0,,0.59,51.33
2021-08-24,88,59.0,,0.59,51.919999999999995
2021-08-25,80,59.0,,0.59,47.199999999999996
2021-08-26,85,59.0,,0.59,50.15
2021-08-27,75,59.0,,0.59,44.25
2021-08-28,59,59.0,,0.59,34.809999999999995
2021-08-29,54,59.0,,0.59,31.86
2021-08-30,79,59.0,,0.59,46.61
2021-08-31,80,59.0,,0.59,47.199999999999996
2021-09-01,100,57.0,False,0.57,56.99999999999999
2021-09-02,100,57.0,,0.57,56.99999999999999
2021-09-03,96,57.0,,0.57,54.72
2021-09-04,72,57.0,,0.57,41.04
2021-09-05,63,57.0,,0.57,35.91
2021-09-06,69,57.0,,0.57,39.33
2021-09-07,95,57.0,,0.57,54.15
2021-09-08,95,57.0,,0.57,54.15
2021-09-09,98,57.0,,0.57,55.85999999999999
2021-09-10,94,57.0,,0.57,53.58
2021-09-11,64,57.0,,0.57,36.48
2021-09-12,61,57.0,,0.57,34.769999999999996
2021-09-13,97,57.0,,0.57,55.28999999999999
2021-09-14,89,57.0,,0.57,50.73
2021-09-15,97,57.0,,0.57,55.28999999999999
2021-09-16,96,57.0,,0.57,54.72
2021-09-17,97,57.0,,0.57,55.28999999999999
2021-09-18,71,57.0,,0.57,40.47
2021-09-19,55,57.0,,0.57,31.349999999999998
2021-09-20,94,57.0,,0.57,53.58
2021-09-21,98,57.0,,0.57,55.85999999999999
2021-09-22,98,57.0,,0.57,55.85999999999999
2021-09-23,85,57.0,,0.57,48.449999999999996
2021-09-24,86,57.0,,0.57,49.019999999999996
2021-09-25,66,57.0,,0.57,37.62
2021-09-26,59,57.0,,0.57,33.629999999999995
2021-09-27,91,57.0,,0.57,51.87
2021-09-28,91,57.0,,0.57,51.87
2021-09-29,92,57.0,,0.57,52.44
2021-09-30,90,57.0,,0.57,51.3
2021-10-01,88,60.0,False,0.6,52.8
2021-10-02,63,60.0,,0.6,37.8
2021-10-03,61,60.0,,0.6,36.6
2021-10-04,93,60.0,,0.6,55.8
2021-10-05,89,60.0,,0.6,53.4
2021-10-06,100,60.0,,0.6,60.0
2021-10-07,97,60.0,,0.6,58.199999999999996
2021-10-08,90,60.0,,0.6,54.0
2021-10-09,62,60.0,,0.6,37.199999999999996
2021-10-10,55,60.0,,0.6,33.0
2021-10-11,89,60.0,,0.6,53.4
2021-10-12,87,60.0,,0.6,52.199999999999996
2021-10-13,91,60.0,,0.6,54.6
2021-10-14,95,60.0,,0.6,57.0
2021-10-15,84,60.0,,0.6,50.4
2021-10-16,65,60.0,,0.6,39.0
2021-10-17,59,60.0,,0.6,35.4
2021-10-18,93,60.0,,0.6,55.8
2021-10-19,93,60.0,,0.6,55.8
2021-10-20,95,60.0,,0.6,57.0
2021-10-21,94,60.0,,0.6,56.4
2021-10-22,84,60.0,,0.6,50.4
2021-10-23,67,60.0,,0.6,40.199999999999996
2021-10-24,59,60.0,,0.6,35.4
2021-10-25,98,60.0,,0.6,58.8
2021-10-26,98,60.0,,0.6,58.8
2021-10-27,97,60.0,,0.6,58.199999999999996
2021-10-28,96,60.0,,0.6,57.599999999999994
2021-10-29,87,60.0,,0.6,52.199999999999996
2021-10-30,65,60.0,,0.6,39.0
2021-10-31,58,60.0,,0.6,34.8
2021-11-01,93,60.0,False,0.6,55.8
2021-11-02,89,60.0,,0.6,53.4
2021-11-03,90,60.0,,0.6,54.0
2021-11-04,88,60.0,,0.6,52.8
2021-11-05,92,60.0,,0.6,55.199999999999996
2021-11-06,68,60.0,,0.6,40.8
2021-11-07,56,60.0,,0.6,33.6
2021-11-08,99,60.0,,0.6,59.4
2021-11-09,96,60.0,,0.6,57.599999999999994
2021-11-10,96,60.0,,0.6,57.599999999999994
2021-11-11,95,60.0,,0.6,57.0
2021-11-12,96,60.0,,0.6,57.599999999999994
2021-11-13,68,60.0,,0.6,40.8
2021-11-14,63,60.0,,0.6,37.8
2021-11-15,91,60.0,,0.6,54.6
2021-11-16,92,60.0,,0.6,55.199999999999996
2021-11-17,100,60.0,,0.6,60.0
2021-11-18,97,60.0,,0.6,58.199999999999996
2021-11-19,92,60.0,,0.6,55.199999999999996
2021-11-20,64,60.0,,0.6,38.4
2021-11-21,61,60.0,,0.6,36.6
2021-11-22,95,60.0,,0.6,57.0
2021-11-23,89,60.0,,0.6,53.4
2021-11-24,85,60.0,,0.6,51.0
2021-11-25,59,60.0,,0.6,35.4
2021-11-26,73,60.0,,0.6,43.8
2021-11-27,66,60.0,,0.6,39.6
2021-11-28,57,60.0,,0.6,34.199999999999996
2021-11-29,89,60.0,,0.6,53.4
2021-11-30,98,60.0,,0.6,58.8
2021-12-01,96,58.0,False,0.58,55.67999999999999
2021-12-02,99,58.0,,0.58,57.419999999999995
2021-12-03,91,58.0,,0.58,52.779999999999994
2021-12-04,71,58.0,,0.58,41.18
2021-12-05,59,58.0,,0.58,34.22
2021-12-06,100,58.0,,0.58,57.99999999999999
2021-12-07,95,58.0,,0.58,55.099999999999994
2021-12-08,98,58.0,,0.58,56.839999999999996
2021-12-09,97,58.0,,0.58,56.26
2021-12-10,96,58.0,,0.58,55.67999999999999
2021-12-11,78,58.0,,0.58,45.239999999999995
2021-12-12,60,58.0,,0.58,34.8
2021-12-13,99,58.0,,0.58,57.419999999999995
2021-12-14,96,58.0,,0.58,55.67999999999999
2021-12-15,97,58.0,,0.58,56.26
2021-12-16,100,58.0,,0.58,57.99999999999999
2021-12-17,97,58.0,,0.58,56.26
2021-12-18,74,58.0,,0.58,42.919999999999995
2021-12-19,65,58.0,,0.58,37.699999999999996
2021-12-20,95,58.0,,0.58,55.099999999999994
2021-12-21,93,58.0,,0.58,53.94
2021-12-22,90,58.0,,0.58,52.199999999999996
2021-12-23,89,58.0,,0.58,51.62
2021-12-24,70,58.0,,0.58,40.599999999999994
2021-12-25,56,58.0,,0.58,32.48
2021-12-26,64,58.0,,0.58,37.12
2021-12-27,89,58.0,,0.58,51.62
2021-12-28,88,58.0,,0.58,51.04
2021-12-29,86,58.0,,0.58,49.879999999999995
2021-12-30,88,58.0,,0.58,51.04
2021-12-31,83,58.0,,0.58,48.13999999999999
