date,GPL_unscaled,GPL_monthly,isPartial,scale,GPL
2021-04-23,56,78.0,,0.78,43.68
2021-04-24,47,78.0,,0.78,36.660000000000004
2021-04-25,67,78.0,,0.78,52.260000000000005
2021-04-26,55,78.0,,0.78,42.9
2021-04-27,47,78.0,,0.78,36.660000000000004
2021-04-28,54,78.0,,0.78,42.120000000000005
2021-04-29,58,78.0,,0.78,45.24
2021-04-30,57,78.0,,0.78,44.46
2021-05-01,83,87.0,False,0.87,72.21
2021-05-02,39,87.0,,0.87,33.93
2021-05-03,59,87.0,,0.87,51.33
2021-05-04,71,87.0,,0.87,61.77
2021-05-05,77,87.0,,0.87,66.99
2021-05-06,63,87.0,,0.87,54.81
2021-05-07,91,87.0,,0.87,79.17
2021-05-08,50,87.0,,0.87,43.5
2021-05-09,79,87.0,,0.87,68.73
2021-05-10,96,87.0,,0.87,83.52
2021-05-11,88,87.0,,0.87,76.56
2021-05-12,68,87.0,,0.87,59.16
2021-05-13,74,87.0,,0.87,64.38
2021-05-14,67,87.0,,0.87,58.29
2021-05-15,69,87.0,,0.87,60.03
2021-05-16,62,87.0,,0.87,53.94
2021-05-17,75,87.0,,0.87,65.25
2021-05-18,100,87.0,,0.87,87.0
2021-05-19,62,87.0,,0.87,53.94
2021-05-20,85,87.0,,0.87,73.95
2021-05-21,66,87.0,,0.87,57.42
2021-05-22,86,87.0,,0.87,74.82
2021-05-23,96,87.0,,0.87,83.52
2021-05-24,100,87.0,,0.87,87.0
2021-05-25,87,87.0,,0.87,75.69
2021-05-26,73,87.0,,0.87,63.51
2021-05-27,85,87.0,,0.87,73.95
2021-05-28,40,87.0,,0.87,34.8
2021-05-29,100,87.0,,0.87,87.0
2021-05-30,98,87.0,,0.87,85.26
2021-05-31,45,87.0,,0.87,39.15
2021-06-01,41,80.0,False,0.8,32.800000000000004
2021-06-02,56,80.0,,0.8,44.800000000000004
2021-06-03,80,80.0,,0.8,64.0
2021-06-04,60,80.0,,0.8,48.0
2021-06-05,41,80.0,,0.8,32.800000000000004
2021-06-06,30,80.0,,0.8,24.0
2021-06-07,61,80.0,,0.8,48.800000000000004
2021-06-08,84,80.0,,0.8,67.2
2021-06-09,49,80.0,,0.8,39.2
2021-06-10,100,80.0,,0.8,80.0
2021-06-11,51,80.0,,0.8,40.800000000000004
2021-06-12,66,80.0,,0.8,52.800000000000004
2021-06-13,58,80.0,,0.8,46.400000000000006
2021-06-14,97,80.0,,0.8,77.60000000000001
2021-06-15,76,80.0,,0.8,60.800000000000004
2021-06-16,63,80.0,,0.8,50.400000000000006
2021-06-17,69,80.0,,0.8,55.2
2021-06-18,47,80.0,,0.8,37.6
2021-06-19,51,80.0,,0.8,40.800000000000004
2021-06-20,62,80.0,,0.8,49.6
2021-06-21,49,80.0,,0.8,39.2
2021-06-22,60,80.0,,0.8,48.0
2021-06-23,45,80.0,,0.8,36.0
2021-06-24,56,80.0,,0.8,44.800000000000004
2021-06-25,83,80.0,,0.8,66.4
2021-06-26,88,80.0,,0.8,70.4
2021-06-27,78,80.0,,0.8,62.400000000000006
2021-06-28,73,80.0,,0.8,58.400000000000006
2021-06-29,60,80.0,,0.8,48.0
2021-06-30,58,80.0,,0.8,46.400000000000006
2021-07-01,79,84.0,False,0.84,66.36
2021-07-02,65,84.0,,0.84,54.6
2021-07-03,56,84.0,,0.84,47.04
2021-07-04,87,84.0,,0.84,73.08
2021-07-05,68,84.0,,0.84,57.12
2021-07-06,87,84.0,,0.84,73.08
2021-07-07,35,84.0,,0.84,29.4
2021-07-08,77,84.0,,0.84,64.67999999999999
2021-07-09,64,84.0,,0.84,53.76
2021-07-10,62,84.0,,0.84,52.08
2021-07-11,45,84.0,,0.84,37.8
2021-07-12,100,84.0,,0.84,84.0
2021-07-13,96,84.0,,0.84,80.64
2021-07-14,62,84.0,,0.84,52.08
2021-07-15,63,84.0,,0.84,52.919999999999995
2021-07-16,59,84.0,,0.84,49.559999999999995
2021-07-17,46,84.0,,0.84,38.64
2021-07-18,56,84.0,,0.84,47.04
2021-07-19,27,84.0,,0.84,22.68
2021-07-20,41,84.0,,0.84,34.44
2021-07-21,93,84.0,,0.84,78.11999999999999
2021-07-22,94,84.0,,0.84,78.96
2021-07-23,64,84.0,,0.84,53.76
2021-07-24,31,84.0,,0.84,26.04
2021-07-25,20,84.0,,0.84,16.8
2021-07-26,77,84.0,,0.84,64.67999999999999
2021-07-27,81,84.0,,0.84,68.03999999999999
2021-07-28,68,84.0,,0.84,57.12
2021-07-29,63,84.0,,0.84,52.919999999999995
2021-07-30,81,84.0,,0.84,68.03999999999999
2021-07-31,55,84.0,,0.84,46.199999999999996
2021-08-01,44,82.0,False,0.82,36.08
2021-08-02,52,82.0,,0.82,42.64
2021-08-03,56,82.0,,0.82,45.919999999999995
2021-08-04,28,82.0,,0.82,22.959999999999997
2021-08-05,53,82.0,,0.82,43.46
2021-08-06,46,82.0,,0.82,37.72
2021-08-07,68,82.0,,0.82,55.76
2021-08-08,81,82.0,,0.82,66.42
2021-08-09,52,82.0,,0.82,42.64
2021-08-10,70,82.0,,0.82,57.4
2021-08-11,43,82.0,,0.82,35.26
2021-08-12,41,82.0,,0.82,33.62
2021-08-13,100,82.0,,0.82,82.0
2021-08-14,36,82.0,,0.82,29.52
2021-08-15,50,82.0,,0.82,41.0
2021-08-16,37,82.0,,0.82,30.34
2021-08-17,40,82.0,,0.82,32.8
2021-08-18,72,82.0,,0.82,59.04
2021-08-19,75,82.0,,0.82,61.49999999999999
2021-08-20,60,82.0,,0.82,49.199999999999996
2021-08-21,44,82.0,,0.82,36.08
2021-08-22,49,82.0,,0.82,40.18
2021-08-23,81,82.0,,0.82,66.42
2021-08-24,44,82.0,,0.82,36.08
2021-08-25,51,82.0,,0.82,41.82
2021-08-26,75,82.0,,0.82,61.49999999999999
2021-08-27,61,82.0,,0.82,50.019999999999996
2021-08-28,63,82.0,,0.82,51.66
2021-08-29,31,82.0,,0.82,25.419999999999998
2021-08-30,63,82.0,,0.82,51.66
2021-08-31,37,82.0,,0.82,30.34
2021-09-01,41,81.0,False,0.81,33.21
2021-09-02,69,81.0,,0.81,55.89
2021-09-03,49,81.0,,0.81,39.690000000000005
2021-09-04,35,81.0,,0.81,28.35
2021-09-05,35,81.0,,0.81,28.35
2021-09-06,24,81.0,,0.81,19.44
2021-09-07,56,81.0,,0.81,45.36
2021-09-08,30,81.0,,0.81,24.3
2021-09-09,77,81.0,,0.81,62.370000000000005
2021-09-10,75,81.0,,0.81,60.75000000000001
2021-09-11,73,81.0,,0.81,59.13
2021-09-12,43,81.0,,0.81,34.830000000000005
2021-09-13,48,81.0,,0.81,38.88
2021-09-14,64,81.0,,0.81,51.84
2021-09-15,59,81.0,,0.81,47.790000000000006
2021-09-16,56,81.0,,0.81,45.36
2021-09-17,74,81.0,,0.81,59.940000000000005
2021-09-18,29,81.0,,0.81,23.490000000000002
2021-09-19,47,81.0,,0.81,38.07
2021-09-20,55,81.0,,0.81,44.550000000000004
2021-09-21,100,81.0,,0.81,81.0
2021-09-22,67,81.0,,0.81,54.27
2021-09-23,89,81.0,,0.81,72.09
2021-09-24,49,81.0,,0.81,39.690000000000005
2021-09-25,15,81.0,,0.81,12.15
2021-09-26,52,81.0,,0.81,42.120000000000005
2021-09-27,51,81.0,,0.81,41.31
2021-09-28,77,81.0,,0.81,62.370000000000005
2021-09-29,58,81.0,,0.81,46.980000000000004
2021-09-30,65,81.0,,0.81,52.650000000000006
2021-10-01,63,87.0,False,0.87,54.81
2021-10-02,23,87.0,,0.87,20.01
2021-10-03,31,87.0,,0.87,26.97
2021-10-04,46,87.0,,0.87,40.02
2021-10-05,61,87.0,,0.87,53.07
2021-10-06,76,87.0,,0.87,66.12
2021-10-07,37,87.0,,0.87,32.19
2021-10-08,42,87.0,,0.87,36.54
2021-10-09,55,87.0,,0.87,47.85
2021-10-10,58,87.0,,0.87,50.46
2021-10-11,49,87.0,,0.87,42.63
2021-10-12,49,87.0,,0.87,42.63
2021-10-13,59,87.0,,0.87,51.33
2021-10-14,74,87.0,,0.87,64.38
2021-10-15,100,87.0,,0.87,87.0
2021-10-16,92,87.0,,0.87,80.04
2021-10-17,69,87.0,,0.87,60.03
2021-10-18,32,87.0,,0.87,27.84
2021-10-19,67,87.0,,0.87,58.29
2021-10-20,53,87.0,,0.87,46.11
2021-10-21,69,87.0,,0.87,60.03
2021-10-22,99,87.0,,0.87,86.13
2021-10-23,69,87.0,,0.87,60.03
2021-10-24,71,87.0,,0.87,61.77
2021-10-25,53,87.0,,0.87,46.11
2021-10-26,69,87.0,,0.87,60.03
2021-10-27,60,87.0,,0.87,52.2
2021-10-28,57,87.0,,0.87,49.589999999999996
2021-10-29,50,87.0,,0.87,43.5
2021-10-30,36,87.0,,0.87,31.32
2021-10-31,28,87.0,,0.87,24.36
2021-11-01,69,92.0,False,0.92,63.480000000000004
2021-11-02,41,92.0,,0.92,37.72
2021-11-03,51,92.0,,0.92,46.92
2021-11-04,80,92.0,,0.92,73.60000000000001
2021-11-05,77,92.0,,0.92,70.84
2021-11-06,59,92.0,,0.92,54.28
2021-11-07,67,92.0,,0.92,61.64
2021-11-08,100,92.0,,0.92,92.0
2021-11-09,57,92.0,,0.92,52.440000000000005
2021-11-10,56,92.0,,0.92,51.52
2021-11-11,70,92.0,,0.92,64.4
2021-11-12,65,92.0,,0.92,59.800000000000004
2021-11-13,75,92.0,,0.92,69.0
2021-11-14,33,92.0,,0.92,30.360000000000003
2021-11-15,86,92.0,,0.92,79.12
2021-11-16,67,92.0,,0.92,61.64
2021-11-17,73,92.0,,0.92,67.16
2021-11-18,34,92.0,,0.92,31.28
2021-11-19,34,92.0,,0.92,31.28
2021-11-20,55,92.0,,0.92,50.6
2021-11-21,34,92.0,,0.92,31.28
2021-11-22,53,92.0,,0.92,48.760000000000005
2021-11-23,58,92.0,,0.92,53.36
2021-11-24,42,92.0,,0.92,38.64
2021-11-25,29,92.0,,0.92,26.68
2021-11-26,39,92.0,,0.92,35.88
2021-11-27,36,92.0,,0.92,33.120000000000005
2021-11-28,56,92.0,,0.92,51.52
2021-11-29,25,92.0,,0.92,23.0
2021-11-30,39,92.0,,0.92,35.88
2021-12-01,66,64.0,False,0.64,42.24
2021-12-02,51,64.0,,0.64,32.64
2021-12-03,52,64.0,,0.64,33.28
2021-12-04,64,64.0,,0.64,40.96
2021-12-05,57,64.0,,0.64,36.480000000000004
2021-12-06,51,64.0,,0.64,32.64
2021-12-07,86,64.0,,0.64,55.04
2021-12-08,65,64.0,,0.64,41.6
2021-12-09,59,64.0,,0.64,37.76
2021-12-10,83,64.0,,0.64,53.120000000000005
2021-12-11,59,64.0,,0.64,37.76
2021-12-12,58,64.0,,0.64,37.12
2021-12-13,71,64.0,,0.64,45.44
2021-12-14,35,64.0,,0.64,22.400000000000002
2021-12-15,47,64.0,,0.64,30.080000000000002
2021-12-16,85,64.0,,0.64,54.4
2021-12-17,43,64.0,,0.64,27.52
2021-12-18,74,64.0,,0.64,47.36
2021-12-19,33,64.0,,0.64,21.12
2021-12-20,100,64.0,,0.64,64.0
2021-12-21,86,64.0,,0.64,55.04
2021-12-22,55,64.0,,0.64,35.2
2021-12-23,25,64.0,,0.64,16.0
2021-12-24,34,64.0,,0.64,21.76
2021-12-25,52,64.0,,0.64,33.28
2021-12-26,34,64.0,,0.64,21.76
2021-12-27,79,64.0,,0.64,50.56
2021-12-28,91,64.0,,0.64,58.24
2021-12-29,65,64.0,,0.64,41.6
2021-12-30,65,64.0,,0.64,41.6
2021-12-31,48,64.0,,0.64,30.72
