date,ZM_unscaled,ZM_monthly,isPartial,scale,ZM
2021-04-26,63,21.0,,0.21,13.229999999999999
2021-04-27,55,21.0,,0.21,11.549999999999999
2021-04-28,55,21.0,,0.21,11.549999999999999
2021-04-29,79,21.0,,0.21,16.59
2021-04-30,55,21.0,,0.21,11.549999999999999
2021-05-01,13,18.0,False,0.18,2.34
2021-05-02,11,18.0,,0.18,1.98
2021-05-03,66,18.0,,0.18,11.879999999999999
2021-05-04,92,18.0,,0.18,16.56
2021-05-05,100,18.0,,0.18,18.0
2021-05-06,94,18.0,,0.18,16.919999999999998
2021-05-07,78,18.0,,0.18,14.04
2021-05-08,32,18.0,,0.18,5.76
2021-05-09,22,18.0,,0.18,3.96
2021-05-10,63,18.0,,0.18,11.34
2021-05-11,91,18.0,,0.18,16.38
2021-05-12,95,18.0,,0.18,17.099999999999998
2021-05-13,84,18.0,,0.18,15.12
2021-05-14,92,18.0,,0.18,16.56
2021-05-15,25,18.0,,0.18,4.5
2021-05-16,35,18.0,,0.18,6.3
2021-05-17,56,18.0,,0.18,10.08
2021-05-18,71,18.0,,0.18,12.78
2021-05-19,72,18.0,,0.18,12.959999999999999
2021-05-20,54,18.0,,0.18,9.719999999999999
2021-05-21,78,18.0,,0.18,14.04
2021-05-22,36,18.0,,0.18,6.4799999999999995
2021-05-23,17,18.0,,0.18,3.06
2021-05-24,62,18.0,,0.18,11.16
2021-05-25,55,18.0,,0.18,9.9
2021-05-26,64,18.0,,0.18,11.52
2021-05-27,73,18.0,,0.18,13.139999999999999
2021-05-28,97,18.0,,0.18,17.46
2021-05-29,32,18.0,,0.18,5.76
2021-05-30,29,18.0,,0.18,5.22
2021-05-31,39,18.0,,0.18,7.02
2021-06-01,100,24.0,False,0.24,24.0
2021-06-02,95,24.0,,0.24,22.8
2021-06-03,42,24.0,,0.24,10.08
2021-06-04,49,24.0,,0.24,11.76
2021-06-05,16,24.0,,0.24,3.84
2021-06-06,9,24.0,,0.24,2.16
2021-06-07,39,24.0,,0.24,9.36
2021-06-08,45,24.0,,0.24,10.799999999999999
2021-06-09,35,24.0,,0.24,8.4
2021-06-10,43,24.0,,0.24,10.32
2021-06-11,52,24.0,,0.24,12.48
2021-06-12,20,24.0,,0.24,4.8
2021-06-13,9,24.0,,0.24,2.16
2021-06-14,34,24.0,,0.24,8.16
2021-06-15,29,24.0,,0.24,6.96
2021-06-16,27,24.0,,0.24,6.4799999999999995
2021-06-17,32,24.0,,0.24,7.68
2021-06-18,43,24.0,,0.24,10.32
2021-06-19,13,24.0,,0.24,3.12
2021-06-20,9,24.0,,0.24,2.16
2021-06-21,33,24.0,,0.24,7.92
2021-06-22,22,24.0,,0.24,5.279999999999999
2021-06-23,36,24.0,,0.24,8.64
2021-06-24,35,24.0,,0.24,8.4
2021-06-25,27,24.0,,0.24,6.4799999999999995
2021-06-26,12,24.0,,0.24,2.88
2021-06-27,6,24.0,,0.24,1.44
2021-06-28,43,24.0,,0.24,10.32
2021-06-29,28,24.0,,0.24,6.72
2021-06-30,30,24.0,,0.24,7.199999999999999
2021-07-01,38,19.0,False,0.19,7.22
2021-07-02,54,19.0,,0.19,10.26
2021-07-03,16,19.0,,0.19,3.04
2021-07-04,8,19.0,,0.19,1.52
2021-07-05,18,19.0,,0.19,3.42
2021-07-06,67,19.0,,0.19,12.73
2021-07-07,49,19.0,,0.19,9.31
2021-07-08,56,19.0,,0.19,10.64
2021-07-09,43,19.0,,0.19,8.17
2021-07-10,13,19.0,,0.19,2.47
2021-07-11,16,19.0,,0.19,3.04
2021-07-12,41,19.0,,0.19,7.79
2021-07-13,47,19.0,,0.19,8.93
2021-07-14,49,19.0,,0.19,9.31
2021-07-15,37,19.0,,0.19,7.03
2021-07-16,42,19.0,,0.19,7.98
2021-07-17,11,19.0,,0.19,2.09
2021-07-18,13,19.0,,0.19,2.47
2021-07-19,100,19.0,,0.19,19.0
2021-07-20,67,19.0,,0.19,12.73
2021-07-21,39,19.0,,0.19,7.41
2021-07-22,50,19.0,,0.19,9.5
2021-07-23,56,19.0,,0.19,10.64
2021-07-24,32,19.0,,0.19,6.08
2021-07-25,14,19.0,,0.19,2.66
2021-07-26,71,19.0,,0.19,13.49
2021-07-27,64,19.0,,0.19,12.16
2021-07-28,56,19.0,,0.19,10.64
2021-07-29,75,19.0,,0.19,14.25
2021-07-30,58,19.0,,0.19,11.02
2021-07-31,20,19.0,,0.19,3.8
2021-08-01,5,25.0,False,0.25,1.25
2021-08-02,15,25.0,,0.25,3.75
2021-08-03,15,25.0,,0.25,3.75
2021-08-04,17,25.0,,0.25,4.25
2021-08-05,12,25.0,,0.25,3.0
2021-08-06,19,25.0,,0.25,4.75
2021-08-07,5,25.0,,0.25,1.25
2021-08-08,5,25.0,,0.25,1.25
2021-08-09,17,25.0,,0.25,4.25
2021-08-10,15,25.0,,0.25,3.75
2021-08-11,17,25.0,,0.25,4.25
2021-08-12,13,25.0,,0.25,3.25
2021-08-13,18,25.0,,0.25,4.5
2021-08-14,5,25.0,,0.25,1.25
2021-08-15,6,25.0,,0.25,1.5
2021-08-16,11,25.0,,0.25,2.75
2021-08-17,14,25.0,,0.25,3.5
2021-08-18,10,25.0,,0.25,2.5
2021-08-19,12,25.0,,0.25,3.0
2021-08-20,11,25.0,,0.25,2.75
2021-08-21,4,25.0,,0.25,1.0
2021-08-22,3,25.0,,0.25,0.75
2021-08-23,13,25.0,,0.25,3.25
2021-08-24,10,25.0,,0.25,2.5
2021-08-25,13,25.0,,0.25,3.25
2021-08-26,21,25.0,,0.25,5.25
2021-08-27,15,25.0,,0.25,3.75
2021-08-28,2,25.0,,0.25,0.5
2021-08-29,3,25.0,,0.25,0.75
2021-08-30,52,25.0,,0.25,13.0
2021-08-31,100,25.0,,0.25,25.0
2021-09-01,100,25.0,False,0.25,25.0
2021-09-02,71,25.0,,0.25,17.75
2021-09-03,46,25.0,,0.25,11.5
2021-09-04,11,25.0,,0.25,2.75
2021-09-05,10,25.0,,0.25,2.5
2021-09-06,20,25.0,,0.25,5.0
2021-09-07,40,25.0,,0.25,10.0
2021-09-08,27,25.0,,0.25,6.75
2021-09-09,42,25.0,,0.25,10.5
2021-09-10,39,25.0,,0.25,9.75
2021-09-11,8,25.0,,0.25,2.0
2021-09-12,5,25.0,,0.25,1.25
2021-09-13,37,25.0,,0.25,9.25
2021-09-14,34,25.0,,0.25,8.5
2021-09-15,35,25.0,,0.25,8.75
2021-09-16,34,25.0,,0.25,8.5
2021-09-17,37,25.0,,0.25,9.25
2021-09-18,11,25.0,,0.25,2.75
2021-09-19,8,25.0,,0.25,2.0
2021-09-20,31,25.0,,0.25,7.75
2021-09-21,24,25.0,,0.25,6.0
2021-09-22,28,25.0,,0.25,7.0
2021-09-23,34,25.0,,0.25,8.5
2021-09-24,24,25.0,,0.25,6.0
2021-09-25,10,25.0,,0.25,2.5
2021-09-26,2,25.0,,0.25,0.5
2021-09-27,28,25.0,,0.25,7.0
2021-09-28,30,25.0,,0.25,7.5
2021-09-29,25,25.0,,0.25,6.25
2021-09-30,33,25.0,,0.25,8.25
2021-10-01,100,17.0,False,0.17,17.0
2021-10-02,19,17.0,,0.17,3.2300000000000004
2021-10-03,25,17.0,,0.17,4.25
2021-10-04,82,17.0,,0.17,13.940000000000001
2021-10-05,65,17.0,,0.17,11.05
2021-10-06,62,17.0,,0.17,10.540000000000001
2021-10-07,71,17.0,,0.17,12.07
2021-10-08,50,17.0,,0.17,8.5
2021-10-09,24,17.0,,0.17,4.08
2021-10-10,21,17.0,,0.17,3.5700000000000003
2021-10-11,40,17.0,,0.17,6.800000000000001
2021-10-12,48,17.0,,0.17,8.16
2021-10-13,57,17.0,,0.17,9.690000000000001
2021-10-14,69,17.0,,0.17,11.73
2021-10-15,65,17.0,,0.17,11.05
2021-10-16,28,17.0,,0.17,4.760000000000001
2021-10-17,6,17.0,,0.17,1.02
2021-10-18,71,17.0,,0.17,12.07
2021-10-19,57,17.0,,0.17,9.690000000000001
2021-10-20,61,17.0,,0.17,10.370000000000001
2021-10-21,55,17.0,,0.17,9.350000000000001
2021-10-22,99,17.0,,0.17,16.830000000000002
2021-10-23,39,17.0,,0.17,6.630000000000001
2021-10-24,19,17.0,,0.17,3.2300000000000004
2021-10-25,63,17.0,,0.17,10.71
2021-10-26,66,17.0,,0.17,11.22
2021-10-27,47,17.0,,0.17,7.99
2021-10-28,69,17.0,,0.17,11.73
2021-10-29,39,17.0,,0.17,6.630000000000001
2021-10-30,13,17.0,,0.17,2.21
2021-10-31,18,17.0,,0.17,3.06
2021-11-01,18,27.0,False,0.27,4.86
2021-11-02,17,27.0,,0.27,4.59
2021-11-03,13,27.0,,0.27,3.5100000000000002
2021-11-04,16,27.0,,0.27,4.32
2021-11-05,33,27.0,,0.27,8.91
2021-11-06,7,27.0,,0.27,1.8900000000000001
2021-11-07,5,27.0,,0.27,1.35
2021-11-08,23,27.0,,0.27,6.210000000000001
2021-11-09,17,27.0,,0.27,4.59
2021-11-10,18,27.0,,0.27,4.86
2021-11-11,20,27.0,,0.27,5.4
2021-11-12,21,27.0,,0.27,5.67
2021-11-13,5,27.0,,0.27,1.35
2021-11-14,5,27.0,,0.27,1.35
2021-11-15,12,27.0,,0.27,3.24
2021-11-16,23,27.0,,0.27,6.210000000000001
2021-11-17,24,27.0,,0.27,6.48
2021-11-18,18,27.0,,0.27,4.86
2021-11-19,19,27.0,,0.27,5.130000000000001
2021-11-20,8,27.0,,0.27,2.16
2021-11-21,5,27.0,,0.27,1.35
2021-11-22,48,27.0,,0.27,12.96
2021-11-23,100,27.0,,0.27,27.0
2021-11-24,42,27.0,,0.27,11.34
2021-11-25,14,27.0,,0.27,3.7800000000000002
2021-11-26,58,27.0,,0.27,15.66
2021-11-27,14,27.0,,0.27,3.7800000000000002
2021-11-28,7,27.0,,0.27,1.8900000000000001
2021-11-29,27,27.0,,0.27,7.290000000000001
2021-11-30,33,27.0,,0.27,8.91
2021-12-01,85,20.0,False,0.2,17.0
2021-12-02,81,20.0,,0.2,16.2
2021-12-03,100,20.0,,0.2,20.0
2021-12-04,29,20.0,,0.2,5.800000000000001
2021-12-05,19,20.0,,0.2,3.8000000000000003
2021-12-06,62,20.0,,0.2,12.4
2021-12-07,74,20.0,,0.2,14.8
2021-12-08,67,20.0,,0.2,13.4
2021-12-09,48,20.0,,0.2,9.600000000000001
2021-12-10,48,20.0,,0.2,9.600000000000001
2021-12-11,30,20.0,,0.2,6.0
2021-12-12,19,20.0,,0.2,3.8000000000000003
2021-12-13,38,20.0,,0.2,7.6000000000000005
2021-12-14,68,20.0,,0.2,13.600000000000001
2021-12-15,46,20.0,,0.2,9.200000000000001
2021-12-16,52,20.0,,0.2,10.4
2021-12-17,86,20.0,,0.2,17.2
2021-12-18,26,20.0,,0.2,5.2
2021-12-19,14,20.0,,0.2,2.8000000000000003
2021-12-20,81,20.0,,0.2,16.2
2021-12-21,89,20.0,,0.2,17.8
2021-12-22,55,20.0,,0.2,11.0
2021-12-23,56,20.0,,0.2,11.200000000000001
2021-12-24,21,20.0,,0.2,4.2
2021-12-25,11,20.0,,0.2,2.2
2021-12-26,21,20.0,,0.2,4.2
2021-12-27,48,20.0,,0.2,9.600000000000001
2021-12-28,53,20.0,,0.2,10.600000000000001
2021-12-29,43,20.0,,0.2,8.6
2021-12-30,59,20.0,,0.2,11.8
2021-12-31,50,20.0,,0.2,10.0
