date,AN_unscaled,AN_monthly,isPartial,scale,AN
2021-05-12,93,77.0,,0.77,71.61
2021-05-13,93,77.0,,0.77,71.61
2021-05-14,91,77.0,,0.77,70.07000000000001
2021-05-15,73,77.0,,0.77,56.21
2021-05-16,74,77.0,,0.77,56.980000000000004
2021-05-17,92,77.0,,0.77,70.84
2021-05-18,94,77.0,,0.77,72.38
2021-05-19,88,77.0,,0.77,67.76
2021-05-20,90,77.0,,0.77,69.3
2021-05-21,86,77.0,,0.77,66.22
2021-05-22,70,77.0,,0.77,53.9
2021-05-23,71,77.0,,0.77,54.67
2021-05-24,88,77.0,,0.77,67.76
2021-05-25,91,77.0,,0.77,70.07000000000001
2021-05-26,85,77.0,,0.77,65.45
2021-05-27,86,77.0,,0.77,66.22
2021-05-28,79,77.0,,0.77,60.83
2021-05-29,67,77.0,,0.77,51.59
2021-05-30,67,77.0,,0.77,51.59
2021-05-31,70,77.0,,0.77,53.9
2021-06-01,92,72.0,False,0.72,66.24
2021-06-02,95,72.0,,0.72,68.39999999999999
2021-06-03,96,72.0,,0.72,69.12
2021-06-04,93,72.0,,0.72,66.96
2021-06-05,81,72.0,,0.72,58.32
2021-06-06,79,72.0,,0.72,56.879999999999995
2021-06-07,94,72.0,,0.72,67.67999999999999
2021-06-08,98,72.0,,0.72,70.56
2021-06-09,96,72.0,,0.72,69.12
2021-06-10,100,72.0,,0.72,72.0
2021-06-11,91,72.0,,0.72,65.52
2021-06-12,78,72.0,,0.72,56.16
2021-06-13,82,72.0,,0.72,59.04
2021-06-14,92,72.0,,0.72,66.24
2021-06-15,92,72.0,,0.72,66.24
2021-06-16,93,72.0,,0.72,66.96
2021-06-17,94,72.0,,0.72,67.67999999999999
2021-06-18,88,72.0,,0.72,63.36
2021-06-19,77,72.0,,0.72,55.44
2021-06-20,76,72.0,,0.72,54.72
2021-06-21,90,72.0,,0.72,64.8
2021-06-22,93,72.0,,0.72,66.96
2021-06-23,93,72.0,,0.72,66.96
2021-06-24,94,72.0,,0.72,67.67999999999999
2021-06-25,84,72.0,,0.72,60.48
2021-06-26,79,72.0,,0.72,56.879999999999995
2021-06-27,82,72.0,,0.72,59.04
2021-06-28,93,72.0,,0.72,66.96
2021-06-29,94,72.0,,0.72,67.67999999999999
2021-06-30,90,72.0,,0.72,64.8
2021-07-01,92,69.0,False,0.69,63.48
2021-07-02,91,69.0,,0.69,62.78999999999999
2021-07-03,83,69.0,,0.69,57.269999999999996
2021-07-04,80,69.0,,0.69,55.199999999999996
2021-07-05,85,69.0,,0.69,58.65
2021-07-06,94,69.0,,0.69,64.86
2021-07-07,96,69.0,,0.69,66.24
2021-07-08,100,69.0,,0.69,69.0
2021-07-09,94,69.0,,0.69,64.86
2021-07-10,85,69.0,,0.69,58.65
2021-07-11,88,69.0,,0.69,60.72
2021-07-12,98,69.0,,0.69,67.61999999999999
2021-07-13,97,69.0,,0.69,66.92999999999999
2021-07-14,97,69.0,,0.69,66.92999999999999
2021-07-15,95,69.0,,0.69,65.55
2021-07-16,94,69.0,,0.69,64.86
2021-07-17,86,69.0,,0.69,59.339999999999996
2021-07-18,84,69.0,,0.69,57.959999999999994
2021-07-19,96,69.0,,0.69,66.24
2021-07-20,96,69.0,,0.69,66.24
2021-07-21,95,69.0,,0.69,65.55
2021-07-22,97,69.0,,0.69,66.92999999999999
2021-07-23,93,69.0,,0.69,64.17
2021-07-24,85,69.0,,0.69,58.65
2021-07-25,88,69.0,,0.69,60.72
2021-07-26,96,69.0,,0.69,66.24
2021-07-27,95,69.0,,0.69,65.55
2021-07-28,97,69.0,,0.69,66.92999999999999
2021-07-29,95,69.0,,0.69,65.55
2021-07-30,90,69.0,,0.69,62.099999999999994
2021-07-31,83,69.0,,0.69,57.269999999999996
2021-08-01,74,71.0,False,0.71,52.54
2021-08-02,81,71.0,,0.71,57.51
2021-08-03,83,71.0,,0.71,58.93
2021-08-04,86,71.0,,0.71,61.059999999999995
2021-08-05,85,71.0,,0.71,60.349999999999994
2021-08-06,81,71.0,,0.71,57.51
2021-08-07,74,71.0,,0.71,52.54
2021-08-08,73,71.0,,0.71,51.83
2021-08-09,81,71.0,,0.71,57.51
2021-08-10,89,71.0,,0.71,63.19
2021-08-11,86,71.0,,0.71,61.059999999999995
2021-08-12,84,71.0,,0.71,59.64
2021-08-13,83,71.0,,0.71,58.93
2021-08-14,74,71.0,,0.71,52.54
2021-08-15,72,71.0,,0.71,51.12
2021-08-16,85,71.0,,0.71,60.349999999999994
2021-08-17,85,71.0,,0.71,60.349999999999994
2021-08-18,88,71.0,,0.71,62.48
2021-08-19,87,71.0,,0.71,61.769999999999996
2021-08-20,85,71.0,,0.71,60.349999999999994
2021-08-21,70,71.0,,0.71,49.699999999999996
2021-08-22,74,71.0,,0.71,52.54
2021-08-23,90,71.0,,0.71,63.9
2021-08-24,95,71.0,,0.71,67.45
2021-08-25,95,71.0,,0.71,67.45
2021-08-26,98,71.0,,0.71,69.58
2021-08-27,89,71.0,,0.71,63.19
2021-08-28,75,71.0,,0.71,53.25
2021-08-29,78,71.0,,0.71,55.379999999999995
2021-08-30,91,71.0,,0.71,64.61
2021-08-31,100,71.0,,0.71,71.0
2021-09-01,86,82.0,False,0.82,70.52
2021-09-02,88,82.0,,0.82,72.16
2021-09-03,83,82.0,,0.82,68.06
2021-09-04,70,82.0,,0.82,57.4
2021-09-05,71,82.0,,0.82,58.22
2021-09-06,78,82.0,,0.82,63.959999999999994
2021-09-07,89,82.0,,0.82,72.97999999999999
2021-09-08,95,82.0,,0.82,77.89999999999999
2021-09-09,93,82.0,,0.82,76.25999999999999
2021-09-10,90,82.0,,0.82,73.8
2021-09-11,73,82.0,,0.82,59.86
2021-09-12,79,82.0,,0.82,64.78
2021-09-13,98,82.0,,0.82,80.36
2021-09-14,98,82.0,,0.82,80.36
2021-09-15,97,82.0,,0.82,79.53999999999999
2021-09-16,95,82.0,,0.82,77.89999999999999
2021-09-17,93,82.0,,0.82,76.25999999999999
2021-09-18,72,82.0,,0.82,59.04
2021-09-19,80,82.0,,0.82,65.6
2021-09-20,95,82.0,,0.82,77.89999999999999
2021-09-21,99,82.0,,0.82,81.17999999999999
2021-09-22,98,82.0,,0.82,80.36
2021-09-23,96,82.0,,0.82,78.72
2021-09-24,90,82.0,,0.82,73.8
2021-09-25,71,82.0,,0.82,58.22
2021-09-26,77,82.0,,0.82,63.13999999999999
2021-09-27,96,82.0,,0.82,78.72
2021-09-28,100,82.0,,0.82,82.0
2021-09-29,98,82.0,,0.82,80.36
2021-09-30,98,82.0,,0.82,80.36
2021-10-01,90,82.0,False,0.82,73.8
2021-10-02,70,82.0,,0.82,57.4
2021-10-03,74,82.0,,0.82,60.68
2021-10-04,94,82.0,,0.82,77.08
2021-10-05,100,82.0,,0.82,82.0
2021-10-06,93,82.0,,0.82,76.25999999999999
2021-10-07,95,82.0,,0.82,77.89999999999999
2021-10-08,87,82.0,,0.82,71.33999999999999
2021-10-09,66,82.0,,0.82,54.12
2021-10-10,74,82.0,,0.82,60.68
2021-10-11,90,82.0,,0.82,73.8
2021-10-12,93,82.0,,0.82,76.25999999999999
2021-10-13,95,82.0,,0.82,77.89999999999999
2021-10-14,95,82.0,,0.82,77.89999999999999
2021-10-15,88,82.0,,0.82,72.16
2021-10-16,69,82.0,,0.82,56.58
2021-10-17,75,82.0,,0.82,61.49999999999999
2021-10-18,92,82.0,,0.82,75.44
2021-10-19,96,82.0,,0.82,78.72
2021-10-20,94,82.0,,0.82,77.08
2021-10-21,94,82.0,,0.82,77.08
2021-10-22,86,82.0,,0.82,70.52
2021-10-23,71,82.0,,0.82,58.22
2021-10-24,74,82.0,,0.82,60.68
2021-10-25,96,82.0,,0.82,78.72
2021-10-26,95,82.0,,0.82,77.89999999999999
2021-10-27,93,82.0,,0.82,76.25999999999999
2021-10-28,92,82.0,,0.82,75.44
2021-10-29,88,82.0,,0.82,72.16
2021-10-30,68,82.0,,0.82,55.76
2021-10-31,71,82.0,,0.82,58.22
2021-11-01,92,81.0,False,0.81,74.52000000000001
2021-11-02,97,81.0,,0.81,78.57000000000001
2021-11-03,93,81.0,,0.81,75.33
2021-11-04,98,81.0,,0.81,79.38000000000001
2021-11-05,89,81.0,,0.81,72.09
2021-11-06,73,81.0,,0.81,59.13
2021-11-07,82,81.0,,0.81,66.42
2021-11-08,96,81.0,,0.81,77.76
2021-11-09,97,81.0,,0.81,78.57000000000001
2021-11-10,94,81.0,,0.81,76.14
2021-11-11,91,81.0,,0.81,73.71000000000001
2021-11-12,86,81.0,,0.81,69.66000000000001
2021-11-13,70,81.0,,0.81,56.7
2021-11-14,73,81.0,,0.81,59.13
2021-11-15,96,81.0,,0.81,77.76
2021-11-16,100,81.0,,0.81,81.0
2021-11-17,93,81.0,,0.81,75.33
2021-11-18,94,81.0,,0.81,76.14
2021-11-19,88,81.0,,0.81,71.28
2021-11-20,71,81.0,,0.81,57.510000000000005
2021-11-21,72,81.0,,0.81,58.32000000000001
2021-11-22,85,81.0,,0.81,68.85000000000001
2021-11-23,85,81.0,,0.81,68.85000000000001
2021-11-24,72,81.0,,0.81,58.32000000000001
2021-11-25,64,81.0,,0.81,51.84
2021-11-26,58,81.0,,0.81,46.980000000000004
2021-11-27,66,81.0,,0.81,53.46
2021-11-28,68,81.0,,0.81,55.080000000000005
2021-11-29,88,81.0,,0.81,71.28
2021-11-30,94,81.0,,0.81,76.14
2021-12-01,95,77.0,False,0.77,73.15
2021-12-02,100,77.0,,0.77,77.0
2021-12-03,93,77.0,,0.77,71.61
2021-12-04,78,77.0,,0.77,60.06
2021-12-05,76,77.0,,0.77,58.52
2021-12-06,98,77.0,,0.77,75.46000000000001
2021-12-07,99,77.0,,0.77,76.23
2021-12-08,98,77.0,,0.77,75.46000000000001
2021-12-09,100,77.0,,0.77,77.0
2021-12-10,89,77.0,,0.77,68.53
2021-12-11,74,77.0,,0.77,56.980000000000004
2021-12-12,72,77.0,,0.77,55.44
2021-12-13,94,77.0,,0.77,72.38
2021-12-14,94,77.0,,0.77,72.38
2021-12-15,92,77.0,,0.77,70.84
2021-12-16,92,77.0,,0.77,70.84
2021-12-17,82,77.0,,0.77,63.14
2021-12-18,70,77.0,,0.77,53.9
2021-12-19,65,77.0,,0.77,50.050000000000004
2021-12-20,72,77.0,,0.77,55.44
2021-12-21,75,77.0,,0.77,57.75
2021-12-22,72,77.0,,0.77,55.44
2021-12-23,69,77.0,,0.77,53.13
2021-12-24,63,77.0,,0.77,48.51
2021-12-25,64,77.0,,0.77,49.28
2021-12-26,66,77.0,,0.77,50.82
2021-12-27,73,77.0,,0.77,56.21
2021-12-28,73,77.0,,0.77,56.21
2021-12-29,71,77.0,,0.77,54.67
2021-12-30,72,77.0,,0.77,55.44
2021-12-31,66,77.0,,0.77,50.82
