date,ED_unscaled,ED_monthly,isPartial,scale,ED
2021-04-25,86,50.0,,0.5,43.0
2021-04-26,96,50.0,,0.5,48.0
2021-04-27,96,50.0,,0.5,48.0
2021-04-28,92,50.0,,0.5,46.0
2021-04-29,88,50.0,,0.5,44.0
2021-04-30,88,50.0,,0.5,44.0
2021-05-01,76,52.0,False,0.52,39.52
2021-05-02,79,52.0,,0.52,41.08
2021-05-03,99,52.0,,0.52,51.480000000000004
2021-05-04,91,52.0,,0.52,47.32
2021-05-05,94,52.0,,0.52,48.88
2021-05-06,91,52.0,,0.52,47.32
2021-05-07,85,52.0,,0.52,44.2
2021-05-08,75,52.0,,0.52,39.0
2021-05-09,84,52.0,,0.52,43.68
2021-05-10,94,52.0,,0.52,48.88
2021-05-11,93,52.0,,0.52,48.36
2021-05-12,83,52.0,,0.52,43.160000000000004
2021-05-13,89,52.0,,0.52,46.28
2021-05-14,87,52.0,,0.52,45.24
2021-05-15,81,52.0,,0.52,42.120000000000005
2021-05-16,81,52.0,,0.52,42.120000000000005
2021-05-17,93,52.0,,0.52,48.36
2021-05-18,88,52.0,,0.52,45.760000000000005
2021-05-19,94,52.0,,0.52,48.88
2021-05-20,85,52.0,,0.52,44.2
2021-05-21,86,52.0,,0.52,44.72
2021-05-22,76,52.0,,0.52,39.52
2021-05-23,78,52.0,,0.52,40.56
2021-05-24,91,52.0,,0.52,47.32
2021-05-25,93,52.0,,0.52,48.36
2021-05-26,83,52.0,,0.52,43.160000000000004
2021-05-27,82,52.0,,0.52,42.64
2021-05-28,80,52.0,,0.52,41.6
2021-05-29,86,52.0,,0.52,44.72
2021-05-30,100,52.0,,0.52,52.0
2021-05-31,96,52.0,,0.52,49.92
2021-06-01,70,57.0,False,0.57,39.9
2021-06-02,67,57.0,,0.57,38.19
2021-06-03,62,57.0,,0.57,35.339999999999996
2021-06-04,74,57.0,,0.57,42.18
2021-06-05,100,57.0,,0.57,56.99999999999999
2021-06-06,100,57.0,,0.57,56.99999999999999
2021-06-07,85,57.0,,0.57,48.449999999999996
2021-06-08,81,57.0,,0.57,46.169999999999995
2021-06-09,77,57.0,,0.57,43.88999999999999
2021-06-10,74,57.0,,0.57,42.18
2021-06-11,75,57.0,,0.57,42.74999999999999
2021-06-12,68,57.0,,0.57,38.76
2021-06-13,72,57.0,,0.57,41.04
2021-06-14,74,57.0,,0.57,42.18
2021-06-15,68,57.0,,0.57,38.76
2021-06-16,72,57.0,,0.57,41.04
2021-06-17,63,57.0,,0.57,35.91
2021-06-18,64,57.0,,0.57,36.48
2021-06-19,61,57.0,,0.57,34.769999999999996
2021-06-20,62,57.0,,0.57,35.339999999999996
2021-06-21,67,57.0,,0.57,38.19
2021-06-22,66,57.0,,0.57,37.62
2021-06-23,62,57.0,,0.57,35.339999999999996
2021-06-24,61,57.0,,0.57,34.769999999999996
2021-06-25,72,57.0,,0.57,41.04
2021-06-26,75,57.0,,0.57,42.74999999999999
2021-06-27,66,57.0,,0.57,37.62
2021-06-28,68,57.0,,0.57,38.76
2021-06-29,74,57.0,,0.57,42.18
2021-06-30,68,57.0,,0.57,38.76
2021-07-01,94,49.0,False,0.49,46.06
2021-07-02,100,49.0,,0.49,49.0
2021-07-03,85,49.0,,0.49,41.65
2021-07-04,87,49.0,,0.49,42.63
2021-07-05,85,49.0,,0.49,41.65
2021-07-06,92,49.0,,0.49,45.08
2021-07-07,83,49.0,,0.49,40.67
2021-07-08,93,49.0,,0.49,45.57
2021-07-09,88,49.0,,0.49,43.12
2021-07-10,86,49.0,,0.49,42.14
2021-07-11,81,49.0,,0.49,39.69
2021-07-12,90,49.0,,0.49,44.1
2021-07-13,86,49.0,,0.49,42.14
2021-07-14,85,49.0,,0.49,41.65
2021-07-15,82,49.0,,0.49,40.18
2021-07-16,81,49.0,,0.49,39.69
2021-07-17,77,49.0,,0.49,37.73
2021-07-18,78,49.0,,0.49,38.22
2021-07-19,80,49.0,,0.49,39.2
2021-07-20,81,49.0,,0.49,39.69
2021-07-21,80,49.0,,0.49,39.2
2021-07-22,80,49.0,,0.49,39.2
2021-07-23,78,49.0,,0.49,38.22
2021-07-24,78,49.0,,0.49,38.22
2021-07-25,82,49.0,,0.49,40.18
2021-07-26,88,49.0,,0.49,43.12
2021-07-27,86,49.0,,0.49,42.14
2021-07-28,94,49.0,,0.49,46.06
2021-07-29,89,49.0,,0.49,43.61
2021-07-30,78,49.0,,0.49,38.22
2021-07-31,75,49.0,,0.49,36.75
2021-08-01,24,62.0,False,0.62,14.879999999999999
2021-08-02,24,62.0,,0.62,14.879999999999999
2021-08-03,24,62.0,,0.62,14.879999999999999
2021-08-04,24,62.0,,0.62,14.879999999999999
2021-08-05,24,62.0,,0.62,14.879999999999999
2021-08-06,26,62.0,,0.62,16.12
2021-08-07,23,62.0,,0.62,14.26
2021-08-08,25,62.0,,0.62,15.5
2021-08-09,24,62.0,,0.62,14.879999999999999
2021-08-10,25,62.0,,0.62,15.5
2021-08-11,25,62.0,,0.62,15.5
2021-08-12,25,62.0,,0.62,15.5
2021-08-13,24,62.0,,0.62,14.879999999999999
2021-08-14,23,62.0,,0.62,14.26
2021-08-15,24,62.0,,0.62,14.879999999999999
2021-08-16,26,62.0,,0.62,16.12
2021-08-17,24,62.0,,0.62,14.879999999999999
2021-08-18,24,62.0,,0.62,14.879999999999999
2021-08-19,27,62.0,,0.62,16.74
2021-08-20,27,62.0,,0.62,16.74
2021-08-21,24,62.0,,0.62,14.879999999999999
2021-08-22,24,62.0,,0.62,14.879999999999999
2021-08-23,29,62.0,,0.62,17.98
2021-08-24,27,62.0,,0.62,16.74
2021-08-25,24,62.0,,0.62,14.879999999999999
2021-08-26,25,62.0,,0.62,15.5
2021-08-27,23,62.0,,0.62,14.26
2021-08-28,23,62.0,,0.62,14.26
2021-08-29,100,62.0,,0.62,62.0
2021-08-30,93,62.0,,0.62,57.66
2021-08-31,45,62.0,,0.62,27.9
2021-09-01,96,58.0,False,0.58,55.67999999999999
2021-09-02,90,58.0,,0.58,52.199999999999996
2021-09-03,83,58.0,,0.58,48.13999999999999
2021-09-04,82,58.0,,0.58,47.559999999999995
2021-09-05,85,58.0,,0.58,49.3
2021-09-06,81,58.0,,0.58,46.98
2021-09-07,83,58.0,,0.58,48.13999999999999
2021-09-08,81,58.0,,0.58,46.98
2021-09-09,93,58.0,,0.58,53.94
2021-09-10,100,58.0,,0.58,57.99999999999999
2021-09-11,76,58.0,,0.58,44.08
2021-09-12,77,58.0,,0.58,44.66
2021-09-13,88,58.0,,0.58,51.04
2021-09-14,84,58.0,,0.58,48.72
2021-09-15,79,58.0,,0.58,45.82
2021-09-16,79,58.0,,0.58,45.82
2021-09-17,79,58.0,,0.58,45.82
2021-09-18,72,58.0,,0.58,41.76
2021-09-19,74,58.0,,0.58,42.919999999999995
2021-09-20,77,58.0,,0.58,44.66
2021-09-21,81,58.0,,0.58,46.98
2021-09-22,75,58.0,,0.58,43.5
2021-09-23,78,58.0,,0.58,45.239999999999995
2021-09-24,72,58.0,,0.58,41.76
2021-09-25,76,58.0,,0.58,44.08
2021-09-26,71,58.0,,0.58,41.18
2021-09-27,75,58.0,,0.58,43.5
2021-09-28,83,58.0,,0.58,48.13999999999999
2021-09-29,76,58.0,,0.58,44.08
2021-09-30,77,58.0,,0.58,44.66
2021-10-01,61,60.0,False,0.6,36.6
2021-10-02,55,60.0,,0.6,33.0
2021-10-03,62,60.0,,0.6,37.199999999999996
2021-10-04,64,60.0,,0.6,38.4
2021-10-05,69,60.0,,0.6,41.4
2021-10-06,72,60.0,,0.6,43.199999999999996
2021-10-07,62,60.0,,0.6,37.199999999999996
2021-10-08,63,60.0,,0.6,37.8
2021-10-09,55,60.0,,0.6,33.0
2021-10-10,68,60.0,,0.6,40.8
2021-10-11,63,60.0,,0.6,37.8
2021-10-12,66,60.0,,0.6,39.6
2021-10-13,62,60.0,,0.6,37.199999999999996
2021-10-14,59,60.0,,0.6,35.4
2021-10-15,61,60.0,,0.6,36.6
2021-10-16,61,60.0,,0.6,36.6
2021-10-17,89,60.0,,0.6,53.4
2021-10-18,92,60.0,,0.6,55.199999999999996
2021-10-19,82,60.0,,0.6,49.199999999999996
2021-10-20,73,60.0,,0.6,43.8
2021-10-21,69,60.0,,0.6,41.4
2021-10-22,65,60.0,,0.6,39.0
2021-10-23,68,60.0,,0.6,40.8
2021-10-24,71,60.0,,0.6,42.6
2021-10-25,82,60.0,,0.6,49.199999999999996
2021-10-26,100,60.0,,0.6,60.0
2021-10-27,86,60.0,,0.6,51.6
2021-10-28,71,60.0,,0.6,42.6
2021-10-29,75,60.0,,0.6,45.0
2021-10-30,68,60.0,,0.6,40.8
2021-10-31,66,60.0,,0.6,39.6
2021-11-01,83,63.0,False,0.63,52.29
2021-11-02,100,63.0,,0.63,63.0
2021-11-03,89,63.0,,0.63,56.07
2021-11-04,96,63.0,,0.63,60.480000000000004
2021-11-05,83,63.0,,0.63,52.29
2021-11-06,75,63.0,,0.63,47.25
2021-11-07,94,63.0,,0.63,59.22
2021-11-08,87,63.0,,0.63,54.81
2021-11-09,88,63.0,,0.63,55.44
2021-11-10,81,63.0,,0.63,51.03
2021-11-11,76,63.0,,0.63,47.88
2021-11-12,82,63.0,,0.63,51.660000000000004
2021-11-13,80,63.0,,0.63,50.4
2021-11-14,81,63.0,,0.63,51.03
2021-11-15,81,63.0,,0.63,51.03
2021-11-16,79,63.0,,0.63,49.77
2021-11-17,76,63.0,,0.63,47.88
2021-11-18,77,63.0,,0.63,48.51
2021-11-19,77,63.0,,0.63,48.51
2021-11-20,73,63.0,,0.63,45.99
2021-11-21,73,63.0,,0.63,45.99
2021-11-22,78,63.0,,0.63,49.14
2021-11-23,71,63.0,,0.63,44.73
2021-11-24,66,63.0,,0.63,41.58
2021-11-25,61,63.0,,0.63,38.43
2021-11-26,65,63.0,,0.63,40.95
2021-11-27,68,63.0,,0.63,42.84
2021-11-28,88,63.0,,0.63,55.44
2021-11-29,74,63.0,,0.63,46.62
2021-11-30,81,63.0,,0.63,51.03
2021-12-01,80,55.0,False,0.55,44.0
2021-12-02,79,55.0,,0.55,43.45
2021-12-03,85,55.0,,0.55,46.75000000000001
2021-12-04,79,55.0,,0.55,43.45
2021-12-05,79,55.0,,0.55,43.45
2021-12-06,86,55.0,,0.55,47.300000000000004
2021-12-07,82,55.0,,0.55,45.1
2021-12-08,83,55.0,,0.55,45.650000000000006
2021-12-09,90,55.0,,0.55,49.50000000000001
2021-12-10,84,55.0,,0.55,46.2
2021-12-11,83,55.0,,0.55,45.650000000000006
2021-12-12,76,55.0,,0.55,41.800000000000004
2021-12-13,84,55.0,,0.55,46.2
2021-12-14,84,55.0,,0.55,46.2
2021-12-15,100,55.0,,0.55,55.00000000000001
2021-12-16,85,55.0,,0.55,46.75000000000001
2021-12-17,83,55.0,,0.55,45.650000000000006
2021-12-18,76,55.0,,0.55,41.800000000000004
2021-12-19,67,55.0,,0.55,36.85
2021-12-20,76,55.0,,0.55,41.800000000000004
2021-12-21,73,55.0,,0.55,40.150000000000006
2021-12-22,71,55.0,,0.55,39.050000000000004
2021-12-23,75,55.0,,0.55,41.25
2021-12-24,70,55.0,,0.55,38.5
2021-12-25,68,55.0,,0.55,37.400000000000006
2021-12-26,68,55.0,,0.55,37.400000000000006
2021-12-27,69,55.0,,0.55,37.95
2021-12-28,72,55.0,,0.55,39.6
2021-12-29,71,55.0,,0.55,39.050000000000004
2021-12-30,71,55.0,,0.55,39.050000000000004
2021-12-31,78,55.0,,0.55,42.900000000000006
