date,BAC_unscaled,BAC_monthly,isPartial,scale,BAC
2021-04-10,49,73.0,,0.73,35.769999999999996
2021-04-11,46,73.0,,0.73,33.58
2021-04-12,67,73.0,,0.73,48.91
2021-04-13,69,73.0,,0.73,50.37
2021-04-14,73,73.0,,0.73,53.29
2021-04-15,100,73.0,,0.73,73.0
2021-04-16,72,73.0,,0.73,52.56
2021-04-17,46,73.0,,0.73,33.58
2021-04-18,50,73.0,,0.73,36.5
2021-04-19,68,73.0,,0.73,49.64
2021-04-20,70,73.0,,0.73,51.1
2021-04-21,68,73.0,,0.73,49.64
2021-04-22,65,73.0,,0.73,47.449999999999996
2021-04-23,69,73.0,,0.73,50.37
2021-04-24,47,73.0,,0.73,34.31
2021-04-25,46,73.0,,0.73,33.58
2021-04-26,61,73.0,,0.73,44.53
2021-04-27,64,73.0,,0.73,46.72
2021-04-28,70,73.0,,0.73,51.1
2021-04-29,71,73.0,,0.73,51.83
2021-04-30,66,73.0,,0.73,48.18
2021-05-01,63,66.0,False,0.66,41.580000000000005
2021-05-02,62,66.0,,0.66,40.92
2021-05-03,92,66.0,,0.66,60.720000000000006
2021-05-04,92,66.0,,0.66,60.720000000000006
2021-05-05,79,66.0,,0.66,52.14
2021-05-06,88,66.0,,0.66,58.080000000000005
2021-05-07,95,66.0,,0.66,62.7
2021-05-08,64,66.0,,0.66,42.24
2021-05-09,56,66.0,,0.66,36.96
2021-05-10,93,66.0,,0.66,61.38
2021-05-11,88,66.0,,0.66,58.080000000000005
2021-05-12,96,66.0,,0.66,63.36
2021-05-13,84,66.0,,0.66,55.440000000000005
2021-05-14,88,66.0,,0.66,58.080000000000005
2021-05-15,63,66.0,,0.66,41.580000000000005
2021-05-16,53,66.0,,0.66,34.980000000000004
2021-05-17,84,66.0,,0.66,55.440000000000005
2021-05-18,86,66.0,,0.66,56.760000000000005
2021-05-19,96,66.0,,0.66,63.36
2021-05-20,89,66.0,,0.66,58.74
2021-05-21,87,66.0,,0.66,57.42
2021-05-22,71,66.0,,0.66,46.86
2021-05-23,56,66.0,,0.66,36.96
2021-05-24,100,66.0,,0.66,66.0
2021-05-25,94,66.0,,0.66,62.040000000000006
2021-05-26,88,66.0,,0.66,58.080000000000005
2021-05-27,82,66.0,,0.66,54.120000000000005
2021-05-28,83,66.0,,0.66,54.78
2021-05-29,62,66.0,,0.66,40.92
2021-05-30,56,66.0,,0.66,36.96
2021-05-31,55,66.0,,0.66,36.300000000000004
2021-06-01,83,66.0,False,0.66,54.78
2021-06-02,95,66.0,,0.66,62.7
2021-06-03,89,66.0,,0.66,58.74
2021-06-04,85,66.0,,0.66,56.1
2021-06-05,62,66.0,,0.66,40.92
2021-06-06,56,66.0,,0.66,36.96
2021-06-07,76,66.0,,0.66,50.160000000000004
2021-06-08,78,66.0,,0.66,51.480000000000004
2021-06-09,74,66.0,,0.66,48.84
2021-06-10,78,66.0,,0.66,51.480000000000004
2021-06-11,76,66.0,,0.66,50.160000000000004
2021-06-12,62,66.0,,0.66,40.92
2021-06-13,54,66.0,,0.66,35.64
2021-06-14,88,66.0,,0.66,58.080000000000005
2021-06-15,75,66.0,,0.66,49.5
2021-06-16,88,66.0,,0.66,58.080000000000005
2021-06-17,100,66.0,,0.66,66.0
2021-06-18,97,66.0,,0.66,64.02
2021-06-19,65,66.0,,0.66,42.9
2021-06-20,54,66.0,,0.66,35.64
2021-06-21,80,66.0,,0.66,52.800000000000004
2021-06-22,81,66.0,,0.66,53.46
2021-06-23,80,66.0,,0.66,52.800000000000004
2021-06-24,91,66.0,,0.66,60.06
2021-06-25,86,66.0,,0.66,56.760000000000005
2021-06-26,60,66.0,,0.66,39.6
2021-06-27,63,66.0,,0.66,41.580000000000005
2021-06-28,84,66.0,,0.66,55.440000000000005
2021-06-29,92,66.0,,0.66,60.720000000000006
2021-06-30,78,66.0,,0.66,51.480000000000004
2021-07-01,73,68.0,False,0.68,49.64
2021-07-02,64,68.0,,0.68,43.52
2021-07-03,47,68.0,,0.68,31.96
2021-07-04,41,68.0,,0.68,27.880000000000003
2021-07-05,52,68.0,,0.68,35.36
2021-07-06,71,68.0,,0.68,48.28
2021-07-07,56,68.0,,0.68,38.080000000000005
2021-07-08,60,68.0,,0.68,40.800000000000004
2021-07-09,70,68.0,,0.68,47.6
2021-07-10,56,68.0,,0.68,38.080000000000005
2021-07-11,47,68.0,,0.68,31.96
2021-07-12,66,68.0,,0.68,44.88
2021-07-13,83,68.0,,0.68,56.440000000000005
2021-07-14,100,68.0,,0.68,68.0
2021-07-15,69,68.0,,0.68,46.92
2021-07-16,69,68.0,,0.68,46.92
2021-07-17,53,68.0,,0.68,36.04
2021-07-18,41,68.0,,0.68,27.880000000000003
2021-07-19,74,68.0,,0.68,50.32
2021-07-20,62,68.0,,0.68,42.160000000000004
2021-07-21,69,68.0,,0.68,46.92
2021-07-22,68,68.0,,0.68,46.24
2021-07-23,62,68.0,,0.68,42.160000000000004
2021-07-24,44,68.0,,0.68,29.92
2021-07-25,42,68.0,,0.68,28.560000000000002
2021-07-26,63,68.0,,0.68,42.84
2021-07-27,64,68.0,,0.68,43.52
2021-07-28,58,68.0,,0.68,39.440000000000005
2021-07-29,65,68.0,,0.68,44.2
2021-07-30,59,68.0,,0.68,40.120000000000005
2021-07-31,48,68.0,,0.68,32.64
2021-08-01,56,67.0,False,0.67,37.52
2021-08-02,75,67.0,,0.67,50.25
2021-08-03,73,67.0,,0.67,48.910000000000004
2021-08-04,87,67.0,,0.67,58.290000000000006
2021-08-05,85,67.0,,0.67,56.95
2021-08-06,82,67.0,,0.67,54.940000000000005
2021-08-07,62,67.0,,0.67,41.54
2021-08-08,54,67.0,,0.67,36.18
2021-08-09,87,67.0,,0.67,58.290000000000006
2021-08-10,100,67.0,,0.67,67.0
2021-08-11,86,67.0,,0.67,57.620000000000005
2021-08-12,79,67.0,,0.67,52.93
2021-08-13,87,67.0,,0.67,58.290000000000006
2021-08-14,60,67.0,,0.67,40.2
2021-08-15,53,67.0,,0.67,35.510000000000005
2021-08-16,79,67.0,,0.67,52.93
2021-08-17,75,67.0,,0.67,50.25
2021-08-18,78,67.0,,0.67,52.260000000000005
2021-08-19,79,67.0,,0.67,52.93
2021-08-20,73,67.0,,0.67,48.910000000000004
2021-08-21,58,67.0,,0.67,38.86
2021-08-22,59,67.0,,0.67,39.53
2021-08-23,77,67.0,,0.67,51.59
2021-08-24,76,67.0,,0.67,50.92
2021-08-25,80,67.0,,0.67,53.6
2021-08-26,81,67.0,,0.67,54.27
2021-08-27,79,67.0,,0.67,52.93
2021-08-28,60,67.0,,0.67,40.2
2021-08-29,58,67.0,,0.67,38.86
2021-08-30,69,67.0,,0.67,46.230000000000004
2021-08-31,69,67.0,,0.67,46.230000000000004
2021-09-01,77,61.0,False,0.61,46.97
2021-09-02,78,61.0,,0.61,47.58
2021-09-03,80,61.0,,0.61,48.8
2021-09-04,50,61.0,,0.61,30.5
2021-09-05,47,61.0,,0.61,28.669999999999998
2021-09-06,55,61.0,,0.61,33.55
2021-09-07,86,61.0,,0.61,52.46
2021-09-08,77,61.0,,0.61,46.97
2021-09-09,76,61.0,,0.61,46.36
2021-09-10,82,61.0,,0.61,50.019999999999996
2021-09-11,73,61.0,,0.61,44.53
2021-09-12,50,61.0,,0.61,30.5
2021-09-13,83,61.0,,0.61,50.629999999999995
2021-09-14,81,61.0,,0.61,49.41
2021-09-15,86,61.0,,0.61,52.46
2021-09-16,84,61.0,,0.61,51.24
2021-09-17,84,61.0,,0.61,51.24
2021-09-18,69,61.0,,0.61,42.089999999999996
2021-09-19,61,61.0,,0.61,37.21
2021-09-20,100,61.0,,0.61,61.0
2021-09-21,81,61.0,,0.61,49.41
2021-09-22,89,61.0,,0.61,54.29
2021-09-23,81,61.0,,0.61,49.41
2021-09-24,83,61.0,,0.61,50.629999999999995
2021-09-25,56,61.0,,0.61,34.16
2021-09-26,62,61.0,,0.61,37.82
2021-09-27,94,61.0,,0.61,57.339999999999996
2021-09-28,94,61.0,,0.61,57.339999999999996
2021-09-29,84,61.0,,0.61,51.24
2021-09-30,78,61.0,,0.61,47.58
2021-10-01,71,67.0,False,0.67,47.57
2021-10-02,54,67.0,,0.67,36.18
2021-10-03,38,67.0,,0.67,25.46
2021-10-04,67,67.0,,0.67,44.89
2021-10-05,75,67.0,,0.67,50.25
2021-10-06,67,67.0,,0.67,44.89
2021-10-07,72,67.0,,0.67,48.24
2021-10-08,75,67.0,,0.67,50.25
2021-10-09,60,67.0,,0.67,40.2
2021-10-10,49,67.0,,0.67,32.830000000000005
2021-10-11,62,67.0,,0.67,41.54
2021-10-12,66,67.0,,0.67,44.220000000000006
2021-10-13,69,67.0,,0.67,46.230000000000004
2021-10-14,96,67.0,,0.67,64.32000000000001
2021-10-15,100,67.0,,0.67,67.0
2021-10-16,62,67.0,,0.67,41.54
2021-10-17,54,67.0,,0.67,36.18
2021-10-18,84,67.0,,0.67,56.28
2021-10-19,81,67.0,,0.67,54.27
2021-10-20,75,67.0,,0.67,50.25
2021-10-21,73,67.0,,0.67,48.910000000000004
2021-10-22,84,67.0,,0.67,56.28
2021-10-23,52,67.0,,0.67,34.84
2021-10-24,58,67.0,,0.67,38.86
2021-10-25,80,67.0,,0.67,53.6
2021-10-26,80,67.0,,0.67,53.6
2021-10-27,71,67.0,,0.67,47.57
2021-10-28,78,67.0,,0.67,52.260000000000005
2021-10-29,75,67.0,,0.67,50.25
2021-10-30,57,67.0,,0.67,38.190000000000005
2021-10-31,52,67.0,,0.67,34.84
2021-11-01,68,67.0,False,0.67,45.56
2021-11-02,72,67.0,,0.67,48.24
2021-11-03,100,67.0,,0.67,67.0
2021-11-04,90,67.0,,0.67,60.300000000000004
2021-11-05,83,67.0,,0.67,55.61000000000001
2021-11-06,49,67.0,,0.67,32.830000000000005
2021-11-07,54,67.0,,0.67,36.18
2021-11-08,72,67.0,,0.67,48.24
2021-11-09,71,67.0,,0.67,47.57
2021-11-10,70,67.0,,0.67,46.900000000000006
2021-11-11,77,67.0,,0.67,51.59
2021-11-12,71,67.0,,0.67,47.57
2021-11-13,63,67.0,,0.67,42.21
2021-11-14,58,67.0,,0.67,38.86
2021-11-15,76,67.0,,0.67,50.92
2021-11-16,75,67.0,,0.67,50.25
2021-11-17,62,67.0,,0.67,41.54
2021-11-18,59,67.0,,0.67,39.53
2021-11-19,66,67.0,,0.67,44.220000000000006
2021-11-20,49,67.0,,0.67,32.830000000000005
2021-11-21,39,67.0,,0.67,26.130000000000003
2021-11-22,64,67.0,,0.67,42.88
2021-11-23,59,67.0,,0.67,39.53
2021-11-24,57,67.0,,0.67,38.190000000000005
2021-11-25,41,67.0,,0.67,27.470000000000002
2021-11-26,59,67.0,,0.67,39.53
2021-11-27,44,67.0,,0.67,29.48
2021-11-28,41,67.0,,0.67,27.470000000000002
2021-11-29,58,67.0,,0.67,38.86
2021-11-30,67,67.0,,0.67,44.89
2021-12-01,89,58.0,False,0.58,51.62
2021-12-02,93,58.0,,0.58,53.94
2021-12-03,83,58.0,,0.58,48.13999999999999
2021-12-04,68,58.0,,0.58,39.44
2021-12-05,59,58.0,,0.58,34.22
2021-12-06,87,58.0,,0.58,50.459999999999994
2021-12-07,100,58.0,,0.58,57.99999999999999
2021-12-08,98,58.0,,0.58,56.839999999999996
2021-12-09,91,58.0,,0.58,52.779999999999994
2021-12-10,89,58.0,,0.58,51.62
2021-12-11,66,58.0,,0.58,38.279999999999994
2021-12-12,70,58.0,,0.58,40.599999999999994
2021-12-13,88,58.0,,0.58,51.04
2021-12-14,95,58.0,,0.58,55.099999999999994
2021-12-15,95,58.0,,0.58,55.099999999999994
2021-12-16,100,58.0,,0.58,57.99999999999999
2021-12-17,94,58.0,,0.58,54.519999999999996
2021-12-18,61,58.0,,0.58,35.379999999999995
2021-12-19,66,58.0,,0.58,38.279999999999994
2021-12-20,90,58.0,,0.58,52.199999999999996
2021-12-21,93,58.0,,0.58,53.94
2021-12-22,98,58.0,,0.58,56.839999999999996
2021-12-23,96,58.0,,0.58,55.67999999999999
2021-12-24,61,58.0,,0.58,35.379999999999995
2021-12-25,51,58.0,,0.58,29.58
2021-12-26,56,58.0,,0.58,32.48
2021-12-27,76,58.0,,0.58,44.08
2021-12-28,84,58.0,,0.58,48.72
2021-12-29,75,58.0,,0.58,43.5
2021-12-30,83,58.0,,0.58,48.13999999999999
2021-12-31,65,58.0,,0.58,37.699999999999996
