,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,NFLX_unscaled,NFLX_monthly,isPartial,scale,NFLX,Stock_Price_Change,Stock_Price_Change_Percent
12,2016-06-06,6,0.005672897196261682,0.3785011355034067,NFLX,100.29000091552734,101.06999969482422,99.72000122070312,100.73999786376952,100.73999786376952,6828100,43,23.0,,0.23,9.89,-2.4300003051757812,-0.023478263818123457
13,2016-06-10,2,0.0025576323987538943,-0.5491488193300385,NFLX,94.87999725341795,95.3499984741211,93.27999877929688,93.75,93.75,12907900,60,23.0,,0.23,13.8,-5.720001220703125,-0.056594451746060925
14,2016-06-13,1,0.0017788161993769471,-0.4668534080298785,NFLX,95.0199966430664,97.1999969482422,93.62000274658205,93.8499984741211,93.8499984741211,13484300,44,23.0,,0.23,10.12,1.849998474121108,0.019402186719732484
15,2016-06-14,1,0.0017788161993769471,0.0,NFLX,94.16000366210938,95.8000030517578,93.2699966430664,94.12000274658205,94.12000274658205,9480400,58,23.0,,0.23,13.34,-1.3999938964844034,-0.014403229839913267
16,2016-06-17,1,0.0017788161993769471,0.0,NFLX,95.75,95.7699966430664,94.1999969482422,94.4499969482422,94.4499969482422,8046800,43,23.0,,0.23,9.89,-0.03000640869139204,-0.00031321928742711336
17,2016-06-20,3,0.003336448598130841,0.8756567425569175,NFLX,95.22000122070312,95.87999725341795,93.6500015258789,93.8000030517578,93.8000030517578,9026400,46,23.0,,0.23,10.58,0.11000061035154829,0.0011485915652844625
18,2016-06-21,1,0.0017788161993769471,-0.4668534080298785,NFLX,93.87000274658205,93.87999725341795,90.7699966430664,90.98999786376952,90.98999786376952,15199700,68,23.0,,0.23,15.64,-2.0,-0.020859408190363693
19,2016-06-22,3,0.003336448598130841,0.8756567425569175,NFLX,90.77999877929688,91.9800033569336,89.7699966430664,90.01000213623047,90.01000213623047,9454700,60,23.0,,0.23,13.8,-1.8999938964843608,-0.020238538049330734
20,2016-06-24,1,0.0017788161993769471,-0.4668534080298785,NFLX,87.52999877929688,90.48999786376952,87.20999908447266,88.44000244140625,88.44000244140625,11248600,88,23.0,,0.23,20.24,-1.4900054931640767,-0.01619923286349567
21,2016-06-27,1,0.0017788161993769471,0.0,NFLX,87.87999725341797,88.0,84.80999755859375,85.33000183105469,85.33000183105469,13730500,71,23.0,,0.23,16.330000000000002,-2.489997863769517,-0.027516829733139625
22,2016-06-28,4,0.004115264797507788,1.3134851138353763,NFLX,87.41000366210938,88.87999725341797,86.41000366210938,87.97000122070312,87.97000122070312,11545600,65,23.0,,0.23,14.95,0.8799972534179688,0.009999968788840574
23,2016-06-30,1,0.0017788161993769471,-0.5677517032551097,NFLX,90.91000366210938,91.72000122070312,89.9000015258789,91.4800033569336,91.4800033569336,9099000,100,23.0,,0.23,23.0,2.8400039672851562,0.03195324094337715
24,2016-07-01,7,0.006451713395638629,2.6269702276707525,NFLX,95.0,97.0,94.8000030517578,96.66999816894533,96.66999816894533,16167200,20,41.0,False,0.41,8.2,5.279998779296875,0.05756649268453207
25,2016-07-05,7,0.006451713395638629,0.9337068160597572,NFLX,95.1999969482422,101.2699966430664,93.30999755859376,97.91000366210938,97.91000366210938,25879400,17,41.0,,0.41,6.97,4.269996643066406,0.0440205839491381
26,2016-07-06,4,0.004115264797507788,-0.362143891839691,NFLX,95.02999877929688,96.0,93.5500030517578,94.5999984741211,94.5999984741211,16301200,22,41.0,,0.41,9.02,-5.269996643066406,-0.05203907196364288
27,2016-07-07,10,0.00878816199376947,1.1355034065102196,NFLX,94.6999969482422,95.37999725341795,93.18000030517578,95.0999984741211,95.0999984741211,9913500,15,41.0,,0.41,6.15,-0.6200027465820455,-0.0064583619435629736
28,2016-07-11,3,0.003336448598130841,0.8756567425569175,NFLX,96.19000244140624,96.87000274658205,94.3000030517578,94.66999816894533,94.66999816894533,13276200,15,41.0,,0.41,6.15,1.490005493164091,0.01562178167404693
29,2016-07-12,5,0.004894080996884735,0.4668534080298785,NFLX,95.06999969482422,96.72000122070312,94.08999633789062,95.97000122070312,95.97000122070312,11617400,15,41.0,,0.41,6.15,-0.15000152587892046,-0.001548482725569178
30,2016-07-14,47,0.03760436137071651,6.6836409929980904,NFLX,97.0,98.2699966430664,96.8000030517578,98.0199966430664,98.0199966430664,9885000,12,41.0,,0.41,4.92,1.5499954223632812,0.01602559349463184
31,2016-07-15,13,0.01112461059190031,-0.7041670118465744,NFLX,98.5199966430664,98.6999969482422,97.41000366210938,98.38999938964844,98.38999938964844,9041900,16,41.0,,0.41,6.56,0.43000030517579546,0.004375702858092412
32,2016-07-18,42,0.03371028037383177,2.2583559168925027,NFLX,98.43000030517578,99.83999633789062,97.23999786376952,98.80999755859376,98.80999755859376,28669700,74,41.0,,0.41,30.34,1.1399993896484233,0.011550146148902485
33,2016-07-19,20,0.01657632398753894,-0.5082709546252657,NFLX,85.43000030517578,86.75,84.5,85.83999633789062,85.83999633789062,55681200,100,41.0,,0.41,41.0,-13.089996337890625,-0.13110974377032103
34,2016-07-20,7,0.006451713395638629,-0.6107874459688029,NFLX,86.66999816894531,88.48999786376953,85.81999969482422,87.91000366210938,87.91000366210938,23525100,45,41.0,,0.41,18.45,1.7399978637695312,0.020057612262472935
35,2016-07-21,2,0.0025576323987538943,-0.6035731530661516,NFLX,88.30000305175781,88.37999725341797,85.20999908447266,85.98999786376953,85.98999786376953,16084000,33,41.0,,0.41,13.53,-0.1100006103515625,-0.0012430852413501947
36,2016-07-22,4,0.004115264797507788,0.6090133982947621,NFLX,86.4800033569336,86.5,85.11000061035156,85.88999938964844,85.88999938964844,11363900,20,41.0,,0.41,8.2,-1.8799972534179688,-0.02127175053001329
37,2016-07-25,3,0.003336448598130841,0.0,NFLX,85.7300033569336,87.87000274658203,85.01000213623047,87.66000366210938,87.66000366210938,14135000,21,41.0,,0.41,8.61,1.3700027465820312,0.015838182041410853
38,2016-07-26,9,0.008009345794392523,1.4005602240896358,NFLX,91.02999877929688,93.0999984741211,90.9000015258789,91.41000366210938,91.41000366210938,19577600,26,41.0,,0.41,10.66,5.2299957275390625,0.05951969459500783
39,2016-07-27,2,0.0025576323987538943,-0.6806690003889537,NFLX,91.5,92.05999755859376,90.0999984741211,92.04000091552734,92.04000091552734,8727500,23,41.0,,0.41,9.43,-1.0400009155273295,-0.011170794120006544
40,2016-07-28,2,0.0025576323987538943,0.0,NFLX,91.91999816894533,92.20999908447266,90.68000030517578,91.6500015258789,91.6500015258789,6227700,20,41.0,,0.41,8.2,0.15000152587889204,0.0016293887666400941
41,2016-07-29,1,0.0017788161993769471,-0.30450669914738127,NFLX,91.19000244140624,91.75,90.58999633789062,91.25,91.25,6960200,17,41.0,,0.41,6.97,-0.45999908447265625,-0.004988603069513653
42,2016-08-01,5,0.004894080996884735,0.9135200974421434,NFLX,91.2300033569336,94.66999816894533,90.5,94.37000274658205,94.37000274658205,10666900,86,20.0,False,0.2,17.2,2.9199981689453267,0.031825593122019935
43,2016-08-02,2,0.0025576323987538943,-0.47740292807129203,NFLX,94.0,94.08000183105467,92.18000030517578,93.55999755859376,93.55999755859376,9836200,90,20.0,,0.2,18.0,-0.5899963378906534,-0.0062321363610651215
44,2016-08-03,1,0.0017788161993769471,-0.30450669914738127,NFLX,93.27999877929688,94.66999816894533,92.5500030517578,93.0999984741211,93.0999984741211,7030900,73,20.0,,0.2,14.6,0.5899963378906534,0.006271219455864285
45,2016-08-04,4,0.004115264797507788,1.3134851138353763,NFLX,93.1999969482422,93.7300033569336,91.81999969482422,93.44000244140624,93.44000244140624,6043400,62,20.0,,0.2,12.4,-0.939994812011733,-0.009929173235371236
46,2016-08-05,7,0.006451713395638629,0.5677517032551098,NFLX,93.7699966430664,97.73999786376952,93.55999755859376,97.02999877929688,97.02999877929688,18364800,100,20.0,,0.2,20.0,4.009994506835923,0.042782400119686814
47,2016-08-09,0,0.001,-0.7956715467854869,NFLX,95.12000274658205,95.80999755859376,93.4800033569336,93.98999786376952,93.98999786376952,9175400,78,20.0,,0.2,15.6,-1.9300003051757528,-0.01974626915652067
48,2016-08-11,3,0.003336448598130841,2.3364485981308407,NFLX,94.5999984741211,96.33000183105467,94.37000274658205,95.88999938964844,95.88999938964844,8547700,77,20.0,,0.2,15.4,0.5200042724609091,0.005427453143842298
49,2016-08-12,1,0.0017788161993769471,-0.4668534080298785,NFLX,95.52999877929688,96.83000183105467,95.08000183105467,96.58999633789062,96.58999633789062,6592900,58,20.0,,0.2,11.6,0.5,0.005190490921789026
50,2016-08-15,1,0.0017788161993769471,0.0,NFLX,96.83000183105467,96.91000366210938,95.23999786376952,95.30999755859376,95.30999755859376,7304600,45,20.0,,0.2,9.0,0.08000183105470171,0.0008262091246706849
51,2016-08-16,1,0.0017788161993769471,0.0,NFLX,95.19000244140624,95.61000061035156,94.4000015258789,95.12000274658205,95.12000274658205,6311300,54,20.0,,0.2,10.8,-1.3000030517578125,-0.013414539290396266
52,2016-08-17,1,0.0017788161993769471,0.0,NFLX,94.94000244140624,96.93000030517578,94.8499984741211,96.37000274658205,96.37000274658205,8315600,44,20.0,,0.2,8.8,1.3199996948242188,0.013806083949353232
53,2016-08-18,1,0.0017788161993769471,0.0,NFLX,95.9800033569336,97.22000122070312,95.16999816894533,96.16000366210938,96.16000366210938,7252600,42,20.0,,0.2,8.4,0.29000091552734375,0.0029918592243298736
54,2016-08-24,1,0.0017788161993769471,0.0,NFLX,96.12999725341795,96.36000061035156,94.91000366210938,95.18000030517578,95.18000030517578,6276500,57,20.0,,0.2,11.4,-0.8600006103515625,-0.008845922645066007
55,2016-08-25,2,0.0025576323987538943,0.43782837127845897,NFLX,96.37999725341795,98.25,96.04000091552734,97.31999969482422,97.31999969482422,10823100,72,20.0,,0.2,14.4,1.8899993896484375,0.019613941237827337
56,2016-08-29,2,0.0025576323987538943,0.0,NFLX,96.97000122070312,98.4499969482422,96.56999969482422,97.3000030517578,97.3000030517578,8008400,58,20.0,,0.2,11.6,0.1999969482422017,0.0020355923485211314
57,2016-08-30,2,0.0025576323987538943,0.0,NFLX,97.83999633789062,98.8499984741211,97.13999938964844,97.4499969482422,97.4499969482422,6093500,53,20.0,,0.2,10.6,0.40000152587889204,0.0040629917549839245
58,2016-09-01,1,0.0017788161993769471,-0.30450669914738127,NFLX,97.80999755859376,97.9800033569336,96.91999816894533,97.37999725341795,97.37999725341795,4148600,56,17.0,False,0.17,9.52,-0.8699951171875,-0.00880116470022263
59,2016-09-02,1,0.0017788161993769471,0.0,NFLX,97.9000015258789,98.18000030517578,97.01000213623048,97.37999725341795,97.37999725341795,4247200,67,17.0,,0.17,11.39,0.1999969482421875,0.002041201687997596
60,2016-09-06,1,0.0017788161993769471,0.0,NFLX,97.76000213623048,100.31999969482422,97.6500015258789,100.08999633789062,100.08999633789062,9036100,78,17.0,,0.17,13.260000000000002,2.1399993896484375,0.02179669365447756
61,2016-09-08,1,0.0017788161993769471,0.0,NFLX,99.2300033569336,100.0500030517578,98.81999969482422,99.66000366210938,99.66000366210938,5201200,77,17.0,,0.17,13.090000000000002,-0.26999664306642046,-0.0026913541057391743
62,2016-09-09,1,0.0017788161993769471,0.0,NFLX,99.05999755859376,99.38999938964844,96.5,96.5,96.5,7373300,54,17.0,,0.17,9.18,-0.6600036621093608,-0.0065967380507517825
63,2016-09-12,1,0.0017788161993769471,0.0,NFLX,95.91000366210938,99.29000091552734,95.70999908447266,99.0500030517578,99.0500030517578,7718400,76,17.0,,0.17,12.920000000000002,-0.09999847412109375,-0.0010061220921137037
64,2016-09-14,3,0.003336448598130841,0.8756567425569175,NFLX,97.3499984741211,98.3499984741211,96.95999908447266,97.01000213623048,97.01000213623048,8481000,100,17.0,,0.17,17.0,-0.94000244140625,-0.009467241743768118
65,2016-09-16,1,0.0017788161993769471,-0.4668534080298785,NFLX,97.0999984741211,99.48999786376952,97.04000091552734,99.4800033569336,99.4800033569336,9445100,62,17.0,,0.17,10.54,1.1399993896484233,0.01159124969329195
66,2016-09-20,3,0.003336448598130841,0.8756567425569175,NFLX,98.77999877929688,99.16000366210938,97.66000366210938,98.25,98.25,4736800,70,17.0,,0.17,11.9,-0.32999420166014204,-0.003316858063581396
67,2016-09-21,6,0.005672897196261682,0.7002801120448179,NFLX,96.9000015258789,97.0999984741211,93.26000213623048,94.87999725341795,94.87999725341795,20042200,94,17.0,,0.17,15.98,-2.0600051879882812,-0.020774557401266436
68,2016-09-22,1,0.0017788161993769471,-0.686436024162548,NFLX,95.54000091552734,95.87999725341795,94.2300033569336,95.83000183105467,95.83000183105467,11215000,81,17.0,,0.17,13.77,-1.2200012207031392,-0.012564379401388881
69,2016-09-23,3,0.003336448598130841,0.8756567425569175,NFLX,95.75,96.97000122070312,95.43000030517578,95.94000244140624,95.94000244140624,6179500,76,17.0,,0.17,12.920000000000002,1.0900039672851705,0.01136841884135853
70,2016-09-28,1,0.0017788161993769471,-0.30450669914738127,NFLX,97.0999984741211,97.58999633789062,96.0199966430664,97.4800033569336,97.4800033569336,7235100,49,17.0,,0.17,8.33,0.6199951171875,0.006393679585260603
71,2016-09-29,2,0.0025576323987538943,0.43782837127845897,NFLX,97.30999755859376,98.30999755859376,96.5999984741211,96.66999816894533,96.66999816894533,6217600,61,17.0,,0.17,10.37,0.7200012207031392,0.007377817888323701
72,2016-10-03,1,0.0017788161993769471,0.0,NFLX,98.0,103.38999938964844,98.0,102.62999725341795,102.62999725341795,15344500,21,35.0,,0.35,7.35,5.080001831054673,0.05167329831360168
73,2016-10-04,4,0.004115264797507788,1.3134851138353763,NFLX,103.19000244140624,104.44000244140624,101.86000061035156,102.33999633789062,102.33999633789062,12143100,20,35.0,,0.35,7.0,1.0500030517577983,0.01015575063310159
74,2016-10-05,9,0.008009345794392523,0.9462528387585165,NFLX,103.5,106.97000122070312,103.43000030517578,106.27999877929688,106.27999877929688,12942900,23,35.0,,0.35,8.049999999999999,2.529998779296889,0.024224422827989534
75,2016-10-06,1,0.0017788161993769471,-0.7779074290159471,NFLX,104.97000122070312,105.47000122070312,103.87999725341795,105.06999969482422,105.06999969482422,6587700,19,35.0,,0.35,6.65,-1.5,-0.014022623005352397
76,2016-10-07,3,0.003336448598130841,0.8756567425569175,NFLX,103.9800033569336,106.5,103.5500030517578,104.81999969482422,104.81999969482422,8659500,12,35.0,,0.35,4.199999999999999,1.029998779296875,0.00976579849602488
77,2016-10-10,6,0.005672897196261682,-0.8632985511598228,NFLX,103.18000030517578,104.52999877929688,102.76000213623048,103.33000183105467,103.33000183105467,6699700,17,35.0,,0.35,5.949999999999999,-1.970001220703125,-0.018497664044160755
78,2016-10-12,2,0.0025576323987538943,-0.5491488193300385,NFLX,100.87999725341795,102.47000122070312,99.22000122070312,99.5,99.5,7426500,11,35.0,,0.35,3.85,-2.05999755859375,-0.019707237947483414
79,2016-10-13,8,0.007230529595015576,1.8270401948842871,NFLX,98.01000213623048,100.5,97.62999725341795,100.2300033569336,100.2300033569336,8319300,14,35.0,,0.35,4.9,-1.970001220703125,-0.01922515074885256
80,2016-10-14,4,0.004115264797507788,-0.4308487720809996,NFLX,101.58999633789062,102.0999984741211,100.3499984741211,101.47000122070312,101.47000122070312,9531100,14,35.0,,0.35,4.9,1.5999984741210938,0.01592038282707553
81,2016-10-17,16,0.013461059190031151,2.2710068130204393,NFLX,100.5,100.7300033569336,98.37999725341795,99.8000030517578,99.8000030517578,26589500,81,35.0,,0.35,28.35,-1.3699951171875,-0.013418169810597513
82,2016-10-18,13,0.01112461059190031,-0.1735709326544782,NFLX,116.62999725341795,119.81999969482422,116.5,118.79000091552734,118.79000091552734,42168200,100,35.0,,0.35,35.0,19.089996337890625,0.1895164866643142
83,2016-10-19,4,0.004115264797507788,-0.6300756090730888,NFLX,118.25,122.4499969482422,118.0,121.87000274658205,121.87000274658205,21981700,45,35.0,,0.35,15.749999999999998,2.629997253417983,0.02194956818658378
84,2016-10-20,4,0.004115264797507788,0.0,NFLX,121.97000122070312,123.75,121.05999755859376,123.3499984741211,123.3499984741211,14492800,30,35.0,,0.35,10.5,1.3000030517577983,0.010616603382254786
85,2016-10-21,4,0.004115264797507788,0.0,NFLX,122.5,127.8499984741211,122.30999755859376,127.5,127.5,18832400,30,35.0,,0.35,10.5,4.099998474121094,0.03313130080097859
86,2016-10-24,3,0.003336448598130841,-0.18925056775170324,NFLX,127.41999816894533,129.2899932861328,126.1500015258789,127.33000183105467,127.33000183105467,15980700,29,35.0,,0.35,10.15,1.4399948120117188,0.011263158617113245
87,2016-10-25,4,0.004115264797507788,0.23342670401493915,NFLX,126.5199966430664,128.05999755859375,125.75,126.51000213623048,126.51000213623048,8253900,22,35.0,,0.35,7.699999999999999,-1.2299957275390625,-0.009513464238620095
88,2016-10-27,2,0.0025576323987538943,-0.37850113550340636,NFLX,127.43000030517578,128.17999267578125,125.93000030517578,126.47000122070312,126.47000122070312,6914200,17,35.0,,0.35,5.949999999999999,0.1199951171875,0.0009370226415363891
89,2016-10-28,3,0.003336448598130841,0.30450669914738104,NFLX,126.08000183105467,128.92999267578125,126.01000213623048,126.56999969482422,126.56999969482422,7077300,21,35.0,,0.35,7.35,0.75,0.005851147159112724
90,2016-11-01,1,0.0017788161993769471,-0.4668534080298785,NFLX,124.9800033569336,125.83000183105467,121.8000030517578,123.3000030517578,123.3000030517578,6978600,78,15.0,False,0.15,11.7,-3.0999908447265767,-0.024043985269758705
91,2016-11-07,1,0.0017788161993769471,0.0,NFLX,124.26000213623048,125.75,123.37000274658205,124.58000183105467,124.58000183105467,5827100,76,15.0,,0.15,11.4,-0.08000183105467329,-0.0006357929737781376
92,2016-11-10,1,0.0017788161993769471,0.0,NFLX,122.76000213623048,122.97000122070312,113.6999969482422,115.41999816894533,115.41999816894533,19718700,85,15.0,,0.15,12.75,-2.779998779296875,-0.022107346157430374
93,2016-11-14,5,0.004894080996884735,1.751313485113835,NFLX,114.75,115.9000015258789,110.68000030517578,113.37999725341795,113.37999725341795,9932400,67,15.0,,0.15,10.05,-7.069999694824219,-0.05749369459739351
94,2016-11-15,7,0.006451713395638629,0.31826861871419476,NFLX,114.5500030517578,116.41000366210938,113.08999633789062,113.58999633789062,113.58999633789062,7445100,81,15.0,,0.15,12.15,0.5100021362304688,0.004400363498844317
95,2016-11-21,3,0.003336448598130841,0.8756567425569175,NFLX,116.1999969482422,118.72000122070312,116.19000244140624,117.95999908447266,117.95999908447266,7064500,78,15.0,,0.15,11.7,2.30999755859375,0.01984363444656112
96,2016-11-23,1,0.0017788161993769471,-0.4668534080298785,NFLX,117.76000213623048,118.88999938964844,117.30999755859376,117.69000244140624,117.69000244140624,4521300,44,15.0,,0.15,6.6,0.1699981689453125,0.0014319252627810197
97,2016-11-29,1,0.0017788161993769471,0.0,NFLX,117.3000030517578,119.18000030517578,117.12999725341795,117.51000213623048,117.51000213623048,7082300,71,15.0,,0.15,10.65,0.29000091552734375,0.0024392372530586126
98,2016-12-01,2,0.0025576323987538943,0.43782837127845897,NFLX,117.5199966430664,118.68000030517578,113.9499969482422,117.22000122070312,117.22000122070312,8636900,83,13.0,False,0.13,10.79,-0.5,-0.004195334776973314
99,2016-12-02,2,0.0025576323987538943,0.0,NFLX,116.75,120.9800033569336,116.75,120.80999755859376,120.80999755859376,8953600,68,13.0,,0.13,8.84,2.3000030517578125,0.019379870625577666
100,2016-12-06,4,0.004115264797507788,0.6090133982947621,NFLX,120.0999984741211,124.79000091552734,119.41999816894533,124.56999969482422,124.56999969482422,11513200,100,13.0,,0.13,13.0,3.80999755859375,0.031492787674612055
101,2016-12-13,1,0.0017788161993769471,0.0,NFLX,123.51000213623048,125.08999633789062,122.77999877929688,123.77999877929688,123.77999877929688,5564500,70,13.0,,0.13,9.1,0.29999542236328125,0.0024040020848012933
102,2016-12-14,1,0.0017788161993769471,0.0,NFLX,123.43000030517578,124.4000015258789,122.5,123.44000244140624,123.44000244140624,6110300,61,13.0,,0.13,7.930000000000001,-0.6899948120117188,-0.0055159871469491195
103,2016-12-15,2,0.0025576323987538943,0.43782837127845897,NFLX,123.44000244140624,127.43000030517578,122.9499969482422,125.0,125.0,7376200,91,13.0,,0.13,11.83,3.029998779296875,0.024356903071794056
104,2016-12-22,1,0.0017788161993769471,-0.30450669914738127,NFLX,126.83999633789062,127.5,125.18000030517578,125.58000183105467,125.58000183105467,4160700,45,13.0,,0.13,5.8500000000000005,0.06999969482421875,0.0005493187997849258
105,2016-12-23,1,0.0017788161993769471,0.0,NFLX,125.61000061035156,126.27999877929688,125.08000183105467,125.58999633789062,125.58999633789062,2010400,50,13.0,,0.13,6.5,-1.220001220703125,-0.009568637025122562
106,2017-01-04,1,0.0017788161993769471,0.0,NFLX,127.48999786376952,130.1699981689453,126.5500030517578,129.41000366210938,129.41000366210938,7843600,15,26.0,,0.26,3.9,3.8899993896484375,0.030804556756823365
107,2017-01-06,5,0.004894080996884735,1.751313485113835,NFLX,132.0800018310547,133.8800048828125,129.80999755859375,131.07000732421875,131.07000732421875,10657900,18,26.0,,0.26,4.68,3.7100067138671875,0.028501242729158216
108,2017-01-09,1,0.0017788161993769471,-0.4668534080298785,NFLX,131.47999572753906,131.99000549316406,129.88999938964844,130.9499969482422,130.9499969482422,5771800,17,26.0,,0.26,4.42,-1.8899993896484375,-0.014117114734965686
109,2017-01-10,1,0.0017788161993769471,0.0,NFLX,131.27000427246094,132.22000122070312,129.2899932861328,129.88999938964844,129.88999938964844,5985800,17,26.0,,0.26,4.42,0.2299957275390625,0.0017425238121606679
110,2017-01-11,1,0.0017788161993769471,0.0,NFLX,130.91000366210938,131.5,129.25,130.5,130.5,5615100,14,26.0,,0.26,3.64,-0.720001220703125,-0.0054454788538482735
111,2017-01-12,1,0.0017788161993769471,0.0,NFLX,130.6300048828125,130.85000610351562,128.5,129.17999267578125,129.17999267578125,5388900,14,26.0,,0.26,3.64,-0.649993896484375,-0.004942919364900211
112,2017-01-13,1,0.0017788161993769471,0.0,NFLX,131.14999389648438,133.92999267578125,130.5800018310547,133.6999969482422,133.6999969482422,10515000,16,26.0,,0.26,4.16,3.079986572265625,0.02353829903400273
113,2017-01-17,5,0.004894080996884735,1.751313485113835,NFLX,135.0399932861328,135.39999389648438,132.08999633789062,132.88999938964844,132.88999938964844,12220200,28,26.0,,0.26,7.28,1.470001220703125,0.010975892638639406
114,2017-01-18,8,0.007230529595015576,0.47740292807129237,NFLX,133.2100067138672,133.64999389648438,131.05999755859375,133.25999450683594,133.25999450683594,16168600,89,26.0,,0.26,23.14,-1.75,-0.012924668234017056
115,2017-01-19,7,0.006451713395638629,-0.10771219302024992,NFLX,142.00999450683594,143.4600067138672,138.25,138.41000366210938,138.41000366210938,23203400,100,26.0,,0.26,26.0,9.810012817382812,0.0734007726553354
116,2017-01-20,13,0.01112461059190031,0.7242877836793817,NFLX,139.36000061035156,140.7899932861328,137.66000366210938,138.60000610351562,138.60000610351562,9497400,42,26.0,,0.26,10.92,-2.670013427734375,-0.01861155236845735
117,2017-01-25,4,0.004115264797507788,-0.6300756090730888,NFLX,140.8000030517578,141.38999938964844,139.0500030517578,139.52000427246094,139.52000427246094,7238100,26,26.0,,0.26,6.76,0.600006103515625,0.004261709866667962
118,2017-01-30,2,0.0025576323987538943,0.0,NFLX,141.77000427246094,141.97000122070312,138.8000030517578,141.22000122070312,141.22000122070312,8122500,15,26.0,,0.26,3.9,0.5800018310546875,0.004102141831518802
119,2017-01-31,2,0.0025576323987538943,0.0,NFLX,140.5500030517578,141.8300018310547,139.6999969482422,140.7100067138672,140.7100067138672,4411600,21,26.0,,0.26,5.46,-0.1399993896484375,-0.0009861195213403118
120,2017-02-01,2,0.0025576323987538943,0.0,NFLX,141.1999969482422,142.41000366210938,139.3000030517578,140.77999877929688,140.77999877929688,6033400,95,15.0,False,0.15,14.25,0.5800018310546875,0.004089415663588447
121,2017-02-03,1,0.0017788161993769471,-0.30450669914738127,NFLX,139.50999450683594,140.63999938964844,139.10000610351562,140.25,140.25,3512600,69,15.0,,0.15,10.35,-1.7700042724609375,-0.01242893214623153
122,2017-02-07,1,0.0017788161993769471,0.0,NFLX,141.49000549316406,144.27999877929688,141.0500030517578,144.0,144.0,8573500,95,15.0,,0.15,14.25,3.6399993896484375,0.025881679504019983
123,2017-02-08,233,0.18246417445482865,101.57618213660244,NFLX,143.57000732421875,145.07000732421875,142.55999755859375,144.74000549316406,144.74000549316406,6887100,95,15.0,,0.15,14.25,0.790008544921875,0.005475523645729563
124,2017-02-09,10,0.00878816199376947,-0.951836232948046,NFLX,144.97999572753906,145.08999633789062,143.5800018310547,144.13999938964844,144.13999938964844,4555100,96,15.0,,0.15,14.4,0.019989013671875,0.0001377887410400902
125,2017-02-10,24,0.01969158878504673,1.2406947890818856,NFLX,144.67999267578125,145.3000030517578,143.97000122070312,144.82000732421875,144.82000732421875,6171900,79,15.0,,0.15,11.85,0.2100067138671875,0.0014474238001778161
