,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,SJW_unscaled,SJW_monthly,isPartial,scale,SJW,Stock_Price_Change,Stock_Price_Change_Percent
109,2018-02-28,1,0.12032773109243698,-0.20972459848777514,SJW,54.369998931884766,54.4900016784668,52.86000061035156,52.93999862670898,48.98541259765625,113700,37,50.0,,0.5,18.5,-1.3699989318847656,-0.02452558032430252
110,2018-03-02,110,0.3035210084033613,1.5224526852433824,SJW,53.11000061035156,53.52000045776367,51.61000061035156,52.0099983215332,48.1248779296875,85500,77,47.0,,0.47,36.19,-0.970001220703125,-0.01780145330930405
111,2018-03-09,-24,0.0783109243697479,-0.21813910562966687,SJW,53.380001068115234,54.27999877929688,52.70000076293945,53.93999862670898,49.91071701049805,46700,65,47.0,,0.47,30.55,0.7599983215332102,0.01420026747071823
112,2018-03-12,6,0.12873109243697478,0.6438459062131128,SJW,53.900001525878906,54.75,53.84999847412109,54.58000183105469,50.50290298461914,55900,82,47.0,,0.47,38.54,0.4700012207031179,0.008658828873857383
113,2018-03-16,31,0.17074789915966387,0.3263920621450487,SJW,52.13999938964844,54.36000061035156,52.13999938964844,53.959999084472656,49.9292221069336,316200,63,47.0,,0.47,29.61,-0.3899993896484375,-0.00712327652325917
114,2018-03-20,8,0.13209243697478992,-0.024815435200694735,SJW,55.209999084472656,55.41999816894531,53.77000045776367,54.150001525878906,50.10503005981445,113900,54,47.0,,0.47,25.38,1.05999755859375,0.01949958695165832
115,2018-04-04,525,1.001,7.4367873078829945,SJW,51.90999984741211,53.68999862670898,51.2599983215332,53.29999923706055,49.31852340698242,149100,83,49.0,,0.49,40.67,-1.7299995422363352,-0.03121616022004392
116,2018-04-06,6,0.12873109243697478,-0.8713975100529723,SJW,53.34999847412109,53.84999847412109,52.619998931884766,53.119998931884766,49.15196990966797,98700,57,49.0,,0.49,27.93,0.15999984741210938,0.0029800680108886812
117,2018-04-12,2,0.12200840336134454,-0.05222272994320776,SJW,53.959999084472656,54.06999969482422,52.619998931884766,52.68999862670898,48.75408554077149,105800,67,49.0,,0.49,32.83,0.2200012207031321,0.004085445254169429
118,2018-04-17,51,0.20436134453781513,0.6749776155382603,SJW,54.54999923706055,55.90999984741211,54.290000915527344,55.63999938964844,51.48372650146485,101200,49,49.0,,0.49,24.01,1.8400001525878906,0.03402996417556903
119,2018-04-18,27,0.16402521008403362,-0.19737653686418022,SJW,55.75,56.220001220703125,55.34999847412109,55.400001525878906,51.26165390014648,86400,100,49.0,,0.49,49.0,0.3100013732910156,0.005544649868307383
120,2018-04-19,1,0.12032773109243698,-0.2664070905271786,SJW,55.2599983215332,56.31999969482422,54.369998931884766,56.0,51.81682586669922,112500,86,49.0,,0.49,42.14,0.09999847412109375,0.0017786992520425482
121,2018-04-20,17,0.147218487394958,0.2234792932467351,SJW,55.95000076293945,56.209999084472656,55.25,56.16999816894531,51.9741325378418,161100,99,49.0,,0.49,48.51,-0.1100006103515625,-0.001953135847791443
122,2018-04-30,0,0.11864705882352941,-0.0407636388341599,SJW,60.68000030517578,61.56999969482422,59.970001220703125,60.45000076293945,55.93442153930664,193300,53,49.0,,0.49,25.97,5.3600006103515625,0.09535671050797445
123,2018-05-07,7,0.13041176470588237,0.09915716410510678,SJW,61.400001525878906,61.77999877929688,60.33000183105469,60.68000030517578,56.40572738647461,214200,61,55.0,,0.55,33.550000000000004,0.20999908447266336,0.0034107371368123918
124,2018-05-08,2,0.12200840336134454,-0.06443714156840008,SJW,60.54999923706055,61.0099983215332,60.08000183105469,60.27000045776367,56.02460479736328,188300,61,55.0,,0.55,33.550000000000004,-0.770000457763679,-0.012463588102590184
125,2018-05-14,2,0.12200840336134454,0.0,SJW,59.59999847412109,60.09000015258789,59.25,59.91999816894531,55.699256896972656,171800,47,55.0,,0.55,25.85,-0.9199981689453125,-0.015079465567213513
