,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,GET_unscaled,GET_monthly,isPartial,scale,GET,Stock_Price_Change,Stock_Price_Change_Percent
19,2021-11-12,12,0.029410372040586247,-0.13867335820649118,GET,1.7100000381469729,1.7699999809265137,1.6799999475479126,1.7300000190734863,1.7300000190734863,186600,94,76.0,,0.76,71.44,0.0,0.0
20,2021-11-15,37,0.03504735062006765,0.2799851772553219,GET,1.75,1.7899999618530271,1.7400000095367432,1.75,1.75,113200,93,76.0,,0.76,70.68,0.01999998092651345,0.011299424374029865
21,2021-11-16,16,0.03031228861330327,-0.13510470614726422,GET,1.6399999856948853,1.690000057220459,1.5709999799728394,1.590000033378601,1.590000033378601,145300,96,76.0,,0.76,72.96000000000001,-0.09999990463256814,-0.05586586970038099
22,2021-11-17,17,0.030537767756482526,0.00743853907092662,GET,1.5700000524520874,1.5789999961853027,1.399999976158142,1.399999976158142,1.399999976158142,253700,92,76.0,,0.76,69.92,-0.11100006103515625,-0.06568050726443042
23,2021-11-18,2,0.027155580608793688,-0.1107542363495404,GET,1.3899999856948853,1.4479999542236328,1.3700000047683716,1.4199999570846558,1.4199999570846558,68400,93,76.0,,0.76,70.68,-0.13100004196166992,-0.08296392797856378
24,2021-11-19,6,0.02805749718151071,0.03321293643874279,GET,1.399999976158142,1.4800000190734863,1.3600000143051147,1.3700000047683716,1.3700000047683716,103600,91,76.0,,0.76,69.16,0.032000064849853516,0.02209949299826519
25,2021-11-22,15,0.030086809470124015,0.0723269176678587,GET,1.399999976158142,1.409999966621399,1.2999999523162842,1.3600000143051147,1.3600000143051147,80100,96,76.0,,0.76,72.96000000000001,-0.0700000524520874,-0.047297332128352965
26,2021-11-23,10,0.028959413754227736,-0.03747142803612247,GET,1.2699999809265137,1.350000023841858,1.2699999809265137,1.2999999523162842,1.2999999523162842,66100,94,76.0,,0.76,71.44,-0.059999942779541016,-0.04255315191482678
27,2021-11-24,46,0.037076662908680946,0.2802974267139018,GET,1.3300000429153442,1.350000023841858,1.2999999523162842,1.3200000524520874,1.3200000524520874,37600,92,76.0,,0.76,69.92,0.0,0.0
28,2021-11-26,77,0.044066516347237884,0.5705790171575522,GET,1.2400000095367432,1.2599999904632568,1.2000000476837158,1.2300000190734863,1.2300000190734863,61600,90,76.0,,0.76,68.4,-0.09000003337860107,-0.06666669021418026
29,2021-11-29,-10,0.024449830890642617,-0.1686663855560241,GET,1.25,1.4299999475479126,1.2300000190734863,1.3799999952316284,1.3799999952316284,407100,95,76.0,,0.76,72.2,0.16999995708465576,0.1349206018820308
30,2021-11-30,29,0.033243517474633597,0.3596624706045095,GET,1.440000057220459,1.440000057220459,1.2999999523162842,1.2999999523162842,1.2999999523162842,169500,96,76.0,,0.76,72.96000000000001,0.010000109672546387,0.006993083943600098
31,2021-12-01,35,0.03459639233370913,0.04069589988808642,GET,1.3600000143051147,1.4049999713897705,1.309999942779541,1.309999942779541,1.309999942779541,132700,85,80.0,False,0.8,68.0,-0.03500008583068848,-0.02430561419438204
32,2021-12-02,19,0.030988726042841037,-0.10427868478508817,GET,1.309999942779541,1.3760000467300415,1.2999999523162842,1.3300000429153442,1.3300000429153442,125200,86,80.0,,0.8,68.8,-0.028999924659729004,-0.020640516192355074
33,2021-12-03,15,0.030086809470124015,-0.02910466766107611,GET,1.340000033378601,1.409999966621399,1.3309999704360962,1.350000023841858,1.350000023841858,93800,84,80.0,,0.8,67.2,0.03399991989135742,0.02470924326794588
34,2021-12-06,11,0.02918489289740699,0.057173193939641376,GET,1.3600000143051147,1.409999966621399,1.340000033378601,1.340000033378601,1.340000033378601,30800,84,80.0,,0.8,67.2,0.0,0.0
35,2021-12-07,1,0.02693010146561443,-0.07725885579634562,GET,1.4199999570846558,1.4700000286102295,1.3899999856948853,1.4199999570846558,1.4199999570846558,66500,82,80.0,,0.8,65.60000000000001,0.060000061988830566,0.04255323646042419
36,2021-12-09,133,0.05669334836527621,1.1052036672667143,GET,1.4299999475479126,1.4299999475479126,1.3799999952316284,1.3799999952316284,1.3799999952316284,34600,80,80.0,,0.8,64.0,-0.040000081062316895,-0.027210938968575293
37,2021-12-10,22,0.031665163472378806,-0.4414659852446954,GET,1.3899999856948853,1.4299999475479126,1.3799999952316284,1.3799999952316284,1.3799999952316284,31000,80,80.0,,0.8,64.0,0.0,0.0
38,2021-12-13,18,0.030763246899661784,0.12352287231852421,GET,1.409999966621399,1.4299999475479126,1.3600000143051147,1.3799999952316284,1.3799999952316284,44300,82,80.0,,0.8,65.60000000000001,0.0,0.0
39,2021-12-14,12,0.029410372040586247,-0.04397698537765238,GET,1.3799999952316284,1.3899999856948853,1.3200000524520874,1.340000033378601,1.340000033378601,59000,84,80.0,,0.8,67.2,-0.039999961853027344,-0.02797200232183028
40,2021-12-15,29,0.033243517474633597,0.13033311611147314,GET,1.3200000524520874,1.3700000047683716,1.2899999618530271,1.3300000429153442,1.3300000429153442,58100,83,80.0,,0.8,66.4,-0.019999980926513672,-0.014388475634778741
41,2021-12-16,23,0.03189064261555806,-0.04069589988808631,GET,1.3200000524520874,1.350000023841858,1.2799999713897705,1.2899999618530271,1.2899999618530271,32400,86,80.0,,0.8,68.8,-0.019999980926513672,-0.014598526172921567
42,2021-12-17,15,0.030086809470124015,-0.05656308551631484,GET,1.2799999713897705,1.2899999618530271,1.2200000286102295,1.2200000286102295,1.2200000286102295,157700,82,80.0,,0.8,65.60000000000001,-0.06000006198883079,-0.04444448957717895
43,2021-12-20,1,0.02693010146561443,-0.07007435667847561,GET,1.2200000286102295,1.2359999418258667,1.1699999570846558,1.1699999570846558,1.1699999570846558,38800,90,80.0,,0.8,72.0,-0.05400002002716042,-0.041860481879078315
44,2021-12-21,27,0.03279255918827509,0.21769163143132264,GET,1.1699999570846558,1.2100000381469729,1.1399999856948853,1.1699999570846558,1.1699999570846558,87800,91,80.0,,0.8,72.8,-0.02599990367889382,-0.021035521765871423
45,2021-12-22,21,0.031439684329199545,-0.04125554371368678,GET,1.2699999809265137,1.649999976158142,1.2599999904632568,1.4800000190734863,1.4800000190734863,2212000,89,80.0,,0.8,71.2,0.4399999380111692,0.3636363009417729
46,2021-12-23,10,0.028959413754227736,-0.07888980528561673,GET,1.5099999904632568,1.5399999618530271,1.350000023841858,1.399999976158142,1.399999976158142,743500,91,80.0,,0.8,72.8,-0.11000001430511497,-0.06666667629974088
47,2021-12-27,8,0.028508455467869225,0.05860928538535615,GET,1.340000033378601,1.375,1.340000033378601,1.340000033378601,1.340000033378601,92100,98,80.0,,0.8,78.4,-0.16499996185302712,-0.10714283502610511
48,2021-12-28,3,0.027381059751972945,-0.03954601178471151,GET,1.350000023841858,1.3550000190734863,1.2920000553131104,1.3200000524520874,1.3200000524520874,88400,100,80.0,,0.8,80.0,-0.019999980926513672,-0.014545440673828125
49,2021-12-29,16,0.03031228861330327,0.1070531560093877,GET,1.309999942779541,1.3300000429153442,1.2799999713897705,1.2799999713897705,1.2799999713897705,80000,97,80.0,,0.8,77.60000000000001,-0.02499997615814209,-0.018450166646666433
50,2021-12-30,27,0.03279255918827509,0.08182392978019126,GET,1.2999999523162842,1.3899999856948853,1.2999999523162842,1.3700000047683716,1.3700000047683716,106500,97,80.0,,0.8,77.60000000000001,0.059999942779541016,0.04511273747632516
51,2021-12-31,11,0.02918489289740699,-0.1100147832364975,GET,1.3700000047683716,1.406999945640564,1.2999999523162842,1.399999976158142,1.399999976158142,20600,90,80.0,,0.8,72.0,0.01699995994567871,0.012230187137145965
