,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,TWO_unscaled,TWO_monthly,isPartial,scale,TWO,Stock_Price_Change,Stock_Price_Change_Percent
55,2018-05-22,6,0.009561643835616439,0.28841716658975547,TWO,15.68000030517578,15.699999809265137,15.5600004196167,15.59000015258789,10.331646919250488,901000,89,81.0,,0.81,72.09,0.15999984741210938,0.010296000502243885
56,2018-05-23,1,0.007421232876712328,-0.22385386819484243,TWO,15.609999656677246,15.65999984741211,15.529999732971191,15.550000190734863,10.305139541625977,990800,86,81.0,,0.81,69.66000000000001,-0.039999961853027344,-0.0025477683018455544
57,2018-06-01,2,0.007849315068493151,0.05768343331795123,TWO,15.5600004196167,15.640000343322754,15.479999542236328,15.609999656677246,10.34489917755127,1014500,93,72.0,False,0.72,66.96,-0.01999950408935547,-0.0012771075532711507
58,2018-06-07,6,0.009561643835616439,0.21815008726003482,TWO,15.779999732971191,15.869999885559082,15.739999771118164,15.8100004196167,10.477444648742676,934400,94,72.0,,0.72,67.67999999999999,0.22999954223632812,0.014705852761347504
59,2018-06-08,3,0.008277397260273971,-0.1343123209169056,TWO,15.829999923706056,15.90999984741211,15.81999969482422,15.90999984741211,10.54371452331543,1232800,88,72.0,,0.72,63.36,0.039999961853027344,0.002520476505448732
60,2018-06-14,1,0.007421232876712328,-0.10343400910219269,TWO,15.81999969482422,15.920000076293944,15.760000228881836,15.890000343322754,10.5304594039917,967100,96,72.0,,0.72,69.12,0.010000228881834161,0.0006285499043208187
61,2018-07-16,2,0.007849315068493151,0.05768343331795123,TWO,15.979999542236328,16.010000228881836,15.890000343322754,15.960000038146973,10.896536827087402,1718200,90,72.0,,0.72,64.8,0.0900001525878924,0.005653275889232479
62,2018-07-20,1,0.007421232876712328,-0.054537521815008816,TWO,15.979999542236328,16.010000228881836,15.859999656677246,15.93000030517578,10.876053810119627,1225300,97,72.0,,0.72,69.84,0.0,0.0
63,2018-07-24,6,0.009561643835616439,0.28841716658975547,TWO,15.649999618530272,15.670000076293944,15.520000457763672,15.600000381469728,10.75831127166748,1755100,98,72.0,,0.72,70.56,-0.3400001525878924,-0.02123673627277889
64,2018-08-02,2,0.007849315068493151,-0.1790830945558739,TWO,15.449999809265137,15.609999656677246,15.449999809265137,15.489999771118164,10.682449340820312,2087900,76,75.0,,0.75,57.0,-0.06000041961669744,-0.003828999318734372
65,2018-08-06,79,0.04081164383561644,4.199389179755672,TWO,15.1899995803833,15.210000038146973,14.880000114440918,14.899999618530272,10.275567054748535,5107800,74,75.0,,0.75,55.5,-0.39999961853027344,-0.025624575741689526
66,2018-08-09,12,0.01213013698630137,-0.7027775446840647,TWO,15.109999656677246,15.279999732971191,15.109999656677246,15.25,10.516938209533691,1952200,75,75.0,,0.75,56.25,0.06999969482421875,0.004602215295769874
67,2018-08-16,1,0.007421232876712328,-0.38819875776397517,TWO,15.449999809265137,15.56999969482422,15.4399995803833,15.56999969482422,10.737624168395996,2011900,81,75.0,,0.75,60.75,0.2899999618530291,0.018979055426765923
68,2018-09-12,2,0.007849315068493151,-0.05171700455109618,TWO,15.6899995803833,15.699999809265137,15.550000190734863,15.649999618530272,10.79279327392578,1597700,92,88.0,,0.88,80.96,0.1300001144409162,0.008349397366021138
69,2018-09-26,6,0.009561643835616439,0.21815008726003482,TWO,15.25,15.279999732971191,15.100000381469728,15.100000381469728,10.413495063781738,1608500,97,88.0,,0.88,85.36,-0.4200000762939453,-0.02675159754117251
70,2018-09-28,3,0.008277397260273971,-0.1343123209169056,TWO,14.84000015258789,14.970000267028809,14.8100004196167,14.93000030517578,10.513813018798828,1960900,91,88.0,,0.88,80.08,-0.3099994659423828,-0.02028792351831432
71,2018-10-02,1,0.007421232876712328,-0.4638792676892628,TWO,14.9399995803833,15.0600004196167,14.880000114440918,14.920000076293944,10.5067720413208,1613300,99,89.0,,0.89,88.11,0.09000015258789062,0.0060120341337677186
72,2018-10-04,15,0.013414383561643834,0.807568066451315,TWO,14.81999969482422,14.84000015258789,14.550000190734863,14.630000114440918,10.30255126953125,2434800,96,89.0,,0.89,85.44,-0.2200002670288086,-0.014608251055706623
73,2018-10-09,1,0.007421232876712328,-0.38819875776397517,TWO,14.670000076293944,14.789999961853027,14.579999923706056,14.65999984741211,10.323678016662598,1611000,96,89.0,,0.89,85.44,-0.05000019073486328,-0.003369285055306648
74,2018-10-16,1,0.007421232876712328,0.0,TWO,14.329999923706056,14.489999771118164,14.279999732971191,14.460000038146973,10.182836532592772,1152200,97,89.0,,0.89,86.33,-0.3000001907348633,-0.020283988607750936
75,2018-10-23,71,0.037386986301369864,4.037840332256576,TWO,14.399999618530272,14.470000267028809,14.329999923706056,14.359999656677246,10.112415313720703,1698100,93,89.0,,0.89,82.77,-0.01999950408935547,-0.001380228047292209
76,2018-10-24,35,0.021976027397260275,-0.41220115416323166,TWO,14.350000381469728,14.56999969482422,14.329999923706056,14.420000076293944,10.154668807983398,1955600,95,89.0,,0.89,84.55,0.09999942779541193,0.0069108103628214845
77,2018-10-29,6,0.009561643835616439,-0.564905719183419,TWO,14.600000381469728,14.6899995803833,14.449999809265137,14.550000190734863,10.2462158203125,1547300,98,89.0,,0.89,87.22,0.11999988555908025,0.008236093896536456
78,2018-10-31,1,0.007421232876712328,-0.22385386819484243,TWO,14.699999809265137,14.8100004196167,14.59000015258789,14.6899995803833,10.344803810119627,1564600,94,89.0,,0.89,83.66,0.12000083923339844,0.008168879691027753
79,2018-11-06,69,0.03653082191780822,3.9224734656206746,TWO,14.739999771118164,14.859999656677246,14.6899995803833,14.789999961853027,10.4152250289917,1600100,94,80.0,,0.8,75.2,0.049999237060546875,0.00337604562079008
80,2018-11-14,3,0.008277397260273971,-0.7734133308334115,TWO,14.380000114440918,14.380000114440918,14.270000457763672,14.380000114440918,10.12649917602539,1796200,97,80.0,,0.8,77.60000000000001,-0.4799995422363281,-0.03230145042571675
81,2018-11-20,32,0.020691780821917808,1.499793131981796,TWO,14.25,14.279999732971191,14.100000381469728,14.119999885559082,9.943406105041504,2326700,86,80.0,,0.8,68.8,-0.10000038146972656,-0.0069541293931773
82,2018-11-23,2,0.007849315068493151,-0.6206554121151936,TWO,14.100000381469728,14.170000076293944,14.050000190734863,14.079999923706056,9.915238380432127,717200,57,80.0,,0.8,45.6,-0.10999965667724787,-0.007703057334326746
83,2018-12-03,1,0.007421232876712328,-0.054537521815008816,TWO,14.40999984741211,14.460000038146973,14.31999969482422,14.399999618530272,10.140583992004396,1478000,98,79.0,,0.79,77.42,0.2899999618530291,0.020465769957065172
84,2018-12-18,28,0.01897945205479452,5.043620501635769,TWO,13.880000114440918,14.050000190734863,13.789999961853027,13.869999885559082,9.767354011535645,2644500,87,79.0,,0.79,68.73,-0.4099998474121094,-0.028354069594086262
85,2018-12-19,6,0.009561643835616439,-0.49621075424034644,TWO,13.869999885559082,13.960000038146973,13.739999771118164,13.800000190734863,9.718058586120604,3536800,83,79.0,,0.79,65.57000000000001,-0.09000015258789062,-0.00640570472356583
86,2019-01-15,3,0.008277397260273971,0.054537521815008594,TWO,14.0,14.010000228881836,13.920000076293944,13.979999542236328,10.204060554504396,1336100,96,81.0,,0.81,77.76,0.05000019073486328,0.0035816755442861226
87,2019-02-05,2,0.007849315068493151,0.05768343331795123,TWO,14.729999542236328,14.75,14.609999656677246,14.68000030517578,10.714993476867676,1860800,100,89.0,,0.89,89.0,0.7399997711181641,0.05281939750383757
88,2019-02-08,1,0.007421232876712328,-0.054537521815008816,TWO,14.149999618530272,14.199999809265137,14.119999885559082,14.140000343322754,10.320845603942873,1721900,95,89.0,,0.89,84.55,-0.5500001907348633,-0.037288148524397546
89,2019-02-19,3,0.008277397260273971,0.11536686663590201,TWO,13.899999618530272,13.899999618530272,13.800000190734863,13.869999885559082,10.123769760131836,2421100,96,89.0,,0.89,85.44,-0.30000019073486506,-0.02112677427918852
90,2019-02-27,1,0.007421232876712328,-0.10343400910219269,TWO,13.899999618530272,13.899999618530272,13.75,13.850000381469728,10.109174728393556,1273700,100,89.0,,0.89,89.0,0.0,0.0
91,2019-03-11,2,0.007849315068493151,0.05768343331795123,TWO,13.970000267028809,14.029999732971191,13.920000076293944,14.010000228881836,10.225957870483398,2603100,95,83.0,,0.83,78.85,0.13000011444091975,0.009352526475440603
92,2019-03-13,2,0.007849315068493151,0.0,TWO,14.0600004196167,14.170000076293944,14.039999961853027,14.079999923706056,10.277050971984863,1581800,92,83.0,,0.83,76.36,0.14000034332275213,0.009978641909289987
93,2019-03-25,1,0.007421232876712328,-0.34173754556500613,TWO,13.84000015258789,13.890000343322754,13.779999732971191,13.789999961853027,10.06537914276123,3706700,92,83.0,,0.83,76.36,-0.27999973297118963,-0.01976003750625399
94,2019-04-02,4,0.008705479452054795,0.17305029995385346,TWO,13.640000343322754,13.729999542236328,13.56999969482422,13.640000343322754,10.305614471435549,3570400,94,85.0,,0.85,79.89999999999999,-0.16000080108642578,-0.011519135862609331
95,2019-04-04,1,0.007421232876712328,-0.1475216365066877,TWO,13.510000228881836,13.56999969482422,13.489999771118164,13.56999969482422,10.252726554870604,2351300,92,85.0,,0.85,78.2,-0.1599998474121076,-0.011653303186202946
96,2019-04-09,4,0.008705479452054795,0.17305029995385346,TWO,13.510000228881836,13.56999969482422,13.489999771118164,13.5,10.199838638305664,1959500,98,85.0,,0.85,83.3,0.0,0.0
97,2019-04-10,5,0.009133561643835615,0.049173878835562235,TWO,13.5,13.5600004196167,13.470000267028809,13.539999961853027,10.230059623718262,2882600,98,85.0,,0.85,83.3,-0.009999275207521308,-0.0007368662809429383
98,2019-04-12,15,0.013414383561643834,0.46869141357330335,TWO,13.640000343322754,13.640000343322754,13.5,13.59000015258789,10.26783561706543,2225700,93,85.0,,0.85,79.05,0.07999992370605469,0.005899699205784925
99,2019-04-25,1,0.007421232876712328,-0.44677048761807503,TWO,13.869999885559082,13.880000114440918,13.65999984741211,13.65999984741211,10.320724487304688,2362100,96,85.0,,0.85,81.6,0.23999977111816406,0.01759529069481669
100,2019-05-07,51,0.028825342465753426,2.8841716658975547,TWO,13.579999923706056,13.600000381469728,13.43000030517578,13.489999771118164,10.192282676696776,4431400,100,80.0,,0.8,80.0,-0.27999973297118963,-0.02017289125811139
101,2019-05-08,8,0.010417808219178083,-0.6385885707496732,TWO,13.729999542236328,13.729999542236328,13.4399995803833,13.460000038146973,10.169615745544434,5032100,97,80.0,,0.8,77.60000000000001,0.1299991607665998,0.00955876155295754
102,2019-05-09,1,0.007421232876712328,-0.28763971071663386,TWO,13.399999618530272,13.40999984741211,13.18000030517578,13.31999969482422,10.06383991241455,3997200,95,80.0,,0.8,76.0,-0.31999969482421875,-0.023306606372406113
103,2019-05-10,11,0.011702054794520547,0.5768343331795107,TWO,13.25,13.43000030517578,13.25,13.43000030517578,10.146950721740724,2086500,93,80.0,,0.8,74.4,0.0200004577636701,0.0014914584631804395
104,2019-05-13,2,0.007849315068493151,-0.3292361720807725,TWO,13.31999969482422,13.40999984741211,13.199999809265137,13.220000267028809,9.988285064697266,2423500,97,80.0,,0.8,77.60000000000001,-0.0200004577636701,-0.0014892373275644522
105,2019-05-16,3,0.008277397260273971,0.054537521815008594,TWO,13.239999771118164,13.369999885559082,13.229999542236328,13.350000381469728,10.086505889892578,2135000,90,80.0,,0.8,72.0,-0.039999961853027344,-0.002982845809707202
106,2019-05-20,1,0.007421232876712328,-0.10343400910219269,TWO,13.100000381469728,13.119999885559082,12.93000030517578,12.9399995803833,9.776731491088867,4947400,91,80.0,,0.8,72.8,-0.25,-0.018698579068054055
107,2019-05-21,1,0.007421232876712328,0.0,TWO,12.989999771118164,13.0,12.90999984741211,12.90999984741211,9.754066467285156,2801500,89,80.0,,0.8,71.2,-0.11999988555908203,-0.009146332820563763
108,2019-05-24,27,0.0185513698630137,1.4997692662667284,TWO,12.880000114440918,12.93000030517578,12.869999885559082,12.90999984741211,9.754066467285156,1196000,80,80.0,,0.8,64.0,-0.06999969482422053,-0.005384591909555425
109,2019-05-28,2,0.007849315068493151,-0.5768875761491601,TWO,12.90999984741211,12.93000030517578,12.720000267028809,12.729999542236328,9.618070602416992,2884800,85,80.0,,0.8,68.0,0.0,0.0
110,2019-05-30,4,0.008705479452054795,0.10907504363001741,TWO,12.609999656677246,12.649999618530272,12.359999656677246,12.399999618530272,9.368739128112791,3537100,85,80.0,,0.8,68.0,-0.2800006866455078,-0.02165511833231948
111,2019-05-31,5,0.009133561643835615,0.049173878835562235,TWO,12.31999969482422,12.31999969482422,12.0600004196167,12.220000267028809,9.232743263244627,5101100,81,80.0,,0.8,64.8,-0.32999992370605113,-0.026086951277267456
112,2019-06-04,17,0.014270547945205478,0.7240380637153496,TWO,12.5,12.520000457763672,12.329999923706056,12.470000267028809,9.421627044677734,3606900,94,70.0,,0.7,65.8,0.20000076293945135,0.016233828562794095
113,2019-06-11,3,0.008277397260273971,-0.41996640268778496,TWO,12.470000267028809,12.470000267028809,12.34000015258789,12.399999618530272,9.368739128112791,2239700,100,70.0,,0.7,70.0,-0.05000019073486328,-0.00399362531203884
114,2019-06-12,4,0.008705479452054795,0.051717004551096624,TWO,12.399999618530272,12.529999732971191,12.390000343322754,12.5,9.444294929504396,3210600,94,70.0,,0.7,65.8,0.05999946594238281,0.004811504784087539
115,2019-06-21,1,0.007421232876712328,-0.4090537223888737,TWO,12.65999984741211,12.800000190734863,12.619999885559082,12.720000267028809,9.610515594482422,5936600,88,70.0,,0.7,61.6,0.2700004577636719,0.02154832111074967
116,2019-06-24,2,0.007849315068493151,0.05768343331795123,TWO,12.75,12.880000114440918,12.6899995803833,12.75,9.633180618286133,5237000,91,70.0,,0.7,63.7,0.07999992370605469,0.006249993946403354
117,2019-07-08,11,0.011702054794520547,-0.26783801157060216,TWO,12.739999771118164,12.869999885559082,12.699999809265137,12.8100004196167,9.988969802856444,3575900,96,68.0,,0.68,65.28,-0.010000228881835938,-0.0007764152789582202
118,2019-07-10,5,0.009133561643835615,-0.2194907813871817,TWO,12.93000030517578,13.039999961853027,12.880000114440918,12.920000076293944,10.074745178222656,3335800,99,68.0,,0.68,67.32000000000001,0.1700000762939453,0.013209019254514232
119,2019-07-18,15,0.013414383561643834,0.9182174338883446,TWO,13.149999618530272,13.229999542236328,13.140000343322754,13.1899995803833,10.285285949707031,2028600,94,68.0,,0.68,63.92,0.18999958038330078,0.014570520010668941
120,2019-07-19,5,0.009133561643835615,-0.3191217768700536,TWO,13.170000076293944,13.270000457763672,13.170000076293944,13.1899995803833,10.285285949707031,2379900,93,68.0,,0.68,63.24,0.04000091552734375,0.003023500900332099
121,2019-07-31,2,0.007849315068493151,-0.14060742407199078,TWO,13.470000267028809,13.550000190734863,13.350000381469728,13.460000038146973,10.49582576751709,2217400,97,68.0,,0.68,65.96000000000001,0.2799997329711914,0.02110020522323164
122,2019-08-08,4,0.008705479452054795,0.10907504363001741,TWO,13.25,13.56999969482422,13.220000267028809,13.550000190734863,10.56600856781006,2639000,80,68.0,,0.68,54.400000000000006,0.019999504089357245,0.0014759781407998052
123,2019-08-09,6,0.009561643835616439,0.09834775767112514,TWO,13.489999771118164,13.539999961853027,13.399999618530272,13.479999542236328,10.511422157287598,2325400,78,68.0,,0.68,53.040000000000006,-0.029999732971193183,-0.0022107393991052104
