,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,GDX_unscaled,GDX_monthly,isPartial,scale,GDX,Stock_Price_Change,Stock_Price_Change_Percent
15,2016-05-25,1,0.02372727272727273,-0.7930214115781126,GDX,22.36000061035156,23.190000534057617,21.940000534057617,23.030000686645508,22.383527755737305,74463300,97,72.0,,0.72,69.84,-0.27999877929687145,-0.011930071899812655
16,2016-05-27,5,0.11463636363636363,3.8314176245210723,GDX,22.739999771118164,22.959999084472656,22.170000076293945,22.280000686645508,21.65458106994629,100823000,86,72.0,,0.72,61.92,-0.23000144958496094,-0.009918130413458681
17,2016-05-31,1,0.02372727272727273,0.0,GDX,22.309999465942383,23.049999237060547,22.1299991607666,22.57999992370605,21.94615936279297,78295000,49,72.0,,0.72,35.28,0.09000015258789062,0.0039198674292959534
18,2016-06-03,7,0.1600909090909091,5.747126436781609,GDX,24.07999992370605,25.36000061035156,24.07999992370605,25.32999992370605,24.61896324157715,190026800,65,97.0,,0.97,63.05,2.310001373291012,0.10021698263559653
19,2016-06-06,7,0.1600909090909091,5.747126436781609,GDX,25.280000686645508,25.540000915527344,24.84000015258789,25.450000762939453,24.735597610473636,76841900,55,97.0,,0.97,53.35,0.1800003051757848,0.007097803661026303
20,2016-06-07,3,0.06918181818181818,-0.5678591709256104,GDX,25.11000061035156,25.440000534057617,25.01000022888184,25.11000061035156,24.405139923095703,52296400,45,97.0,,0.97,43.65,-0.10000038146972656,-0.003915441577330925
21,2016-06-08,2,0.04645454545454546,-0.3285151116951379,GDX,26.190000534057617,26.5,25.84000015258789,25.93000030517578,25.202125549316406,98078700,34,97.0,,0.97,32.98,1.0599994659423828,0.041666644799134955
22,2016-06-09,3,0.06918181818181818,0.4892367906066535,GDX,25.920000076293945,26.40999984741211,25.770000457763672,26.32999992370605,25.590892791748047,62777300,57,97.0,,0.97,55.29,-0.09000015258789062,-0.0033962321731279
23,2016-06-13,2,0.04645454545454546,-0.3285151116951379,GDX,26.59000015258789,26.649999618530277,25.600000381469727,25.90999984741211,25.18268394470215,51094400,57,97.0,,0.97,55.29,0.23999977111816762,0.009087458254630976
24,2016-06-15,5,0.11463636363636363,1.467710371819961,GDX,25.34000015258789,26.540000915527344,25.21999931335449,26.31999969482422,25.581174850463867,104434600,60,97.0,,0.97,58.2,-0.10999870300293324,-0.004127531128610196
25,2016-06-16,21,0.4782727272727273,3.1720856463124507,GDX,27.030000686645508,27.030000686645508,25.40999984741211,25.489999771118164,24.774473190307617,124160700,77,97.0,,0.97,74.69,0.48999977111816406,0.01846268855369515
26,2016-06-17,1,0.02372727272727273,-0.9503896597605018,GDX,25.950000762939453,26.030000686645508,25.25,25.790000915527344,25.06605339050293,72290200,61,97.0,,0.97,59.17,-1.0,-0.03699592950783981
27,2016-06-20,2,0.04645454545454546,0.9578544061302681,GDX,25.01000022888184,25.809999465942383,24.90999984741211,25.63999938964844,24.92026138305664,58425400,40,97.0,,0.97,38.8,-0.220001220703125,-0.008451833073365833
28,2016-06-21,1,0.02372727272727273,-0.4892367906066536,GDX,25.11000061035156,25.36000061035156,24.90999984741211,24.93000030517578,24.23019218444824,78428000,49,97.0,,0.97,47.53,-0.44999885559082387,-0.017435058694387773
29,2016-06-22,4,0.09190909090909091,2.8735632183908044,GDX,25.030000686645508,25.5,24.799999237060547,25.5,24.784194946289062,75614700,49,97.0,,0.97,47.53,0.13999938964844105,0.005520480531506555
30,2016-06-24,4,0.09190909090909091,0.0,GDX,27.670000076293945,27.709999084472656,26.3700008392334,26.75,25.99910545349121,142864600,100,97.0,,0.97,97.0,2.2099990844726562,0.08666663076363368
31,2016-06-27,1,0.02372727272727273,-0.8272667107875579,GDX,26.96999931335449,27.40999984741211,26.43000030517578,27.059999465942383,26.30040168762207,77756600,57,97.0,,0.97,55.29,-0.2999992370605469,-0.010826389280851778
32,2016-06-28,1,0.02372727272727273,0.0,GDX,26.57999992370605,27.0,26.479999542236328,26.600000381469727,25.853317260742188,80951500,58,97.0,,0.97,56.26,-0.4099998474121094,-0.014958039025703251
33,2016-06-29,1,0.02372727272727273,0.0,GDX,27.01000022888184,27.61000061035156,26.950000762939453,27.149999618530277,26.38787841796875,68734100,47,97.0,,0.97,45.59,0.610000610351559,0.02259261519820588
34,2016-06-30,3,0.06918181818181818,1.9157088122605361,GDX,27.450000762939453,27.75,27.15999984741211,27.709999084472656,26.93215751647949,53540000,75,97.0,,0.97,72.75,0.13999938964844105,0.005070604366301801
35,2016-07-01,1,0.02372727272727273,-0.6570302233902758,GDX,28.5,29.200000762939453,28.440000534057617,29.049999237060547,28.23454093933105,86021800,87,96.0,False,0.96,83.52,1.4500007629394531,0.05225227974556579
36,2016-07-05,2,0.04645454545454546,0.9578544061302681,GDX,29.479999542236328,29.76000022888184,28.850000381469727,29.63999938964844,28.807979583740234,70577700,93,96.0,,0.96,89.28,0.5599994659423864,0.01917806340105077
37,2016-07-06,2,0.04645454545454546,0.0,GDX,30.07999992370605,30.68000030517578,29.959999084472656,30.56999969482422,29.71187400817871,106290300,89,96.0,,0.96,85.44,0.9200000762939418,0.030913980820507225
38,2016-07-07,4,0.09190909090909091,0.9784735812133072,GDX,30.1299991607666,30.149999618530277,29.399999618530277,29.61000061035156,28.778823852539062,88889600,85,96.0,,0.96,81.6,-0.5300006866455043,-0.017275119992619214
39,2016-07-08,4,0.09190909090909091,0.0,GDX,29.65999984741211,30.68000030517578,29.43000030517578,30.540000915527344,29.682716369628903,94810000,100,96.0,,0.96,96.0,0.5300006866455043,0.017578795799379154
40,2016-07-11,2,0.04645454545454546,-0.7739938080495357,GDX,30.229999542236328,30.729999542236328,30.13999938964844,30.600000381469727,29.74103164672852,46584000,68,96.0,,0.96,65.28,0.049999237060546875,0.001629701322138244
41,2016-07-13,4,0.09190909090909091,0.9784735812133072,GDX,30.09000015258789,30.6299991607666,29.82999992370605,30.3700008392334,29.51749038696289,66785900,79,96.0,,0.96,75.84,-0.10000038146972656,-0.0032541615020944548
42,2016-07-14,1,0.02372727272727273,-0.7418397626112759,GDX,29.520000457763672,30.25,29.350000381469727,30.209999084472656,29.36197662353516,55919200,73,96.0,,0.96,70.08,-0.37999916076660156,-0.012406110714274332
43,2016-07-15,3,0.06918181818181818,1.9157088122605361,GDX,29.709999084472656,30.149999618530277,29.670000076293945,29.8700008392334,29.031524658203125,50421800,62,96.0,,0.96,59.52,-0.10000038146972301,-0.00330579773453632
44,2016-07-18,1,0.02372727272727273,-0.6570302233902758,GDX,29.950000762939453,30.049999237060547,29.57999992370605,29.979999542236328,29.13843536376953,50567100,53,96.0,,0.96,50.88,-0.10000038146973012,-0.0033167622797669605
45,2016-07-19,4,0.09190909090909091,2.8735632183908044,GDX,29.850000381469727,29.989999771118164,29.63999938964844,29.670000076293945,28.83713722229004,44503800,50,96.0,,0.96,48.0,-0.05999946594238281,-0.001996654491371319
46,2016-07-22,2,0.04645454545454546,-0.49455984174085066,GDX,28.5,28.950000762939453,28.46999931335449,28.780000686645508,27.97212219238281,30446500,78,96.0,,0.96,74.88,-1.039999008178711,-0.034678193268286694
47,2016-07-25,3,0.06918181818181818,0.4892367906066535,GDX,28.34000015258789,28.350000381469727,27.450000762939453,27.729999542236328,26.95159339904785,89557100,52,96.0,,0.96,49.92,-0.6000003814697266,-0.02072540123169253
48,2016-07-26,1,0.02372727272727273,-0.6570302233902758,GDX,28.209999084472656,28.729999542236328,27.989999771118164,28.5,27.699981689453125,74116400,60,96.0,,0.96,57.6,0.37999916076660156,0.013403850287599273
49,2016-07-27,9,0.20554545454545456,7.662835249042146,GDX,28.96999931335449,29.96999931335449,28.239999771118164,29.799999237060547,28.96348762512207,113312100,96,96.0,,0.96,92.16,1.2399997711181605,0.0431604521710911
50,2016-07-28,2,0.04645454545454546,-0.7739938080495357,GDX,29.93000030517578,30.09000015258789,29.239999771118164,29.75,28.914892196655277,57024500,69,96.0,,0.96,66.24,0.12000083923340199,0.004004032098190002
51,2016-07-29,1,0.02372727272727273,-0.4892367906066536,GDX,30.270000457763672,30.770000457763672,30.020000457763672,30.59000015258789,29.731313705444336,74383700,76,96.0,,0.96,72.96,0.6800003051757812,0.02259888008399691
52,2016-08-02,8,0.18281818181818182,6.704980842911877,GDX,31.34000015258789,31.63999938964844,31.18000030517578,31.31999969482422,30.440820693969727,68903600,79,79.0,,0.79,62.41,0.8699989318847692,0.028274258009159503
53,2016-08-05,2,0.04645454545454546,-0.7458975634012929,GDX,30.350000381469727,30.46999931335449,30.059999465942383,30.229999542236328,29.38141632080078,85813900,76,79.0,,0.79,60.040000000000006,-1.1700000762939524,-0.036978511342093734
54,2016-08-08,10,0.22827272727272727,3.9138943248532287,GDX,30.200000762939453,30.809999465942383,30.149999618530277,30.5,29.64384078979492,43730900,44,79.0,,0.79,34.760000000000005,0.3400001525878942,0.0111585218329453
55,2016-08-11,11,0.251,0.09956192751891679,GDX,31.31999969482422,31.790000915527344,30.979999542236328,31.040000915527344,30.168682098388672,48765200,53,79.0,,0.79,41.870000000000005,0.9800014495849609,0.03180790219319096
56,2016-08-17,2,0.04645454545454546,-0.8149221296631655,GDX,30.5,30.6200008392334,29.65999984741211,30.3700008392334,29.51749038696289,78518200,56,79.0,,0.79,44.24,-1.1700000762939453,-0.03680402776341152
57,2016-08-18,1,0.02372727272727273,-0.4892367906066536,GDX,30.6299991607666,30.780000686645508,30.31999969482422,30.75,29.88682174682617,60204200,74,79.0,,0.79,58.46,0.15999984741210938,0.005225337786637141
58,2016-08-19,44,1.001,41.187739463601524,GDX,30.13999938964844,30.32999992370605,29.86000061035156,29.959999084472656,29.118995666503903,61761900,60,79.0,,0.79,47.400000000000006,-0.4500007629394567,-0.01461990750164921
59,2016-08-22,1,0.02372727272727273,-0.9762964308418853,GDX,29.5,29.59000015258789,29.299999237060547,29.459999084472656,28.633033752441406,47948100,45,79.0,,0.79,35.550000000000004,-0.7399997711181605,-0.02439827804087047
60,2016-08-24,1,0.02372727272727273,0.0,GDX,28.6200008392334,28.649999618530277,26.84000015258789,26.96999931335449,26.212928771972656,168133500,57,79.0,,0.79,45.03,-0.9400005340576136,-0.03176750690132735
61,2016-08-25,4,0.09190909090909091,2.8735632183908044,GDX,26.959999084472656,27.86000061035156,26.63999938964844,27.309999465942383,26.543384552001957,68662900,67,79.0,,0.79,52.93,-0.789999008178718,-0.027574136778269365
62,2016-08-26,3,0.06918181818181818,-0.24727992087042538,GDX,27.88999938964844,28.43000030517578,26.81999969482422,27.18000030517578,26.417036056518555,109036600,100,79.0,,0.79,79.0,0.5699996948242223,0.020459428655304368
63,2016-08-29,7,0.1600909090909091,1.3140604467805521,GDX,26.899999618530277,27.520000457763672,26.71999931335449,27.239999771118164,26.47534942626953,57214300,60,79.0,,0.79,47.400000000000006,-0.9099998474121094,-0.03200843607611359
64,2016-08-30,3,0.06918181818181818,-0.5678591709256104,GDX,26.979999542236328,27.09000015258789,25.65999984741211,25.899999618530277,25.172964096069336,104101200,54,79.0,,0.79,42.66,-0.43000030517578125,-0.015625010829332098
65,2016-08-31,7,0.1600909090909091,1.3140604467805521,GDX,25.600000381469727,25.850000381469727,25.32999992370605,25.489999771118164,24.774473190307617,76912300,51,79.0,,0.79,40.29,-1.239999771118164,-0.04577333939216344
66,2016-09-01,2,0.04645454545454546,-0.7098239636570131,GDX,25.350000381469727,26.46999931335449,25.170000076293945,26.420000076293945,25.67836570739746,131755800,63,63.0,False,0.63,39.69,0.6199989318847621,0.023984484438507092
67,2016-09-02,3,0.06918181818181818,0.4892367906066535,GDX,27.25,27.459999084472656,26.790000915527344,27.350000381469727,26.58226585388184,105245000,100,63.0,,0.63,63.0,0.9899997711181676,0.03740082345293816
68,2016-09-06,3,0.06918181818181818,0.0,GDX,27.920000076293945,28.700000762939453,27.670000076293945,28.68000030517578,27.874929428100582,109292600,88,63.0,,0.63,55.44,1.2400016784667969,0.045156654035285904
69,2016-09-07,1,0.02372727272727273,-0.6570302233902758,GDX,28.600000381469727,28.649999618530277,27.780000686645508,28.520000457763672,27.71941947937012,76616800,78,63.0,,0.63,49.14,-0.050001144409176135,-0.001742200107316516
70,2016-09-08,1,0.02372727272727273,0.0,GDX,28.350000381469727,28.61000061035156,27.700000762939453,27.899999618530277,27.1168212890625,86866500,80,63.0,,0.63,50.4,-0.03999900817871804,-0.0013961259585095753
71,2016-09-09,5,0.11463636363636363,3.8314176245210723,GDX,27.51000022888184,27.520000457763672,26.25,26.40999984741211,25.66864776611328,147300700,77,63.0,,0.63,48.51,-1.090000152587887,-0.038098571455238206
72,2016-09-12,4,0.09190909090909091,-0.19825535289452811,GDX,25.950000762939453,27.280000686645508,25.86000061035156,27.040000915527344,26.28096580505371,103987000,47,63.0,,0.63,29.61,-0.23999977111816406,-0.00872092177056838
73,2016-09-14,2,0.04645454545454546,-0.49455984174085066,GDX,26.309999465942383,26.670000076293945,25.86000061035156,26.01000022888184,25.279878616333008,58638100,65,63.0,,0.63,40.95,-0.6100006103515625,-0.02236072562308178
74,2016-09-15,2,0.04645454545454546,0.0,GDX,25.96999931335449,26.63999938964844,25.600000381469727,26.18000030517578,25.445104598999023,59497200,86,63.0,,0.63,54.18,-0.03000068664550426,-0.001124885135346143
75,2016-09-16,1,0.02372727272727273,-0.4892367906066536,GDX,25.84000015258789,26.309999465942383,25.559999465942383,25.959999084472656,25.231279373168945,78274900,67,63.0,,0.63,42.21,-0.32999992370605824,-0.012387384807309276
76,2016-09-21,1,0.02372727272727273,0.0,GDX,26.6200008392334,28.01000022888184,26.540000915527344,27.899999618530277,27.1168212890625,154524800,94,63.0,,0.63,59.22,1.7000007629394567,0.06461424543698913
77,2016-09-22,5,0.11463636363636363,3.8314176245210723,GDX,28.25,28.559999465942383,27.450000762939453,27.739999771118164,26.961313247680664,75802500,93,63.0,,0.63,58.59,0.5499992370605433,0.019635816942743967
78,2016-09-23,5,0.11463636363636363,0.0,GDX,27.690000534057617,27.770000457763672,26.75,27.020000457763672,26.26152610778809,71253200,62,63.0,,0.63,39.06,-0.7899990081787109,-0.027661030215381466
79,2016-09-28,2,0.04645454545454546,-0.5947660586835845,GDX,26.270000457763672,27.11000061035156,25.86000061035156,26.90999984741211,26.154613494873047,76698200,47,63.0,,0.63,29.61,-0.6599998474121129,-0.023766648776831323
80,2016-10-03,1,0.02372727272727273,-0.4892367906066536,GDX,26.350000381469727,26.56999969482422,25.649999618530277,25.959999084472656,25.231279373168945,60525600,43,61.0,,0.61,26.23,-0.5400009155273402,-0.01991888245554474
81,2016-10-04,5,0.11463636363636363,3.8314176245210723,GDX,25.100000381469727,25.100000381469727,23.3799991607666,23.399999618530277,22.743141174316406,232153600,100,61.0,,0.61,61.0,-1.4699993133544922,-0.05532552992993989
82,2016-10-07,1,0.02372727272727273,-0.7930214115781126,GDX,23.56999969482422,23.739999771118164,22.59000015258789,23.0,22.354372024536133,82953600,69,61.0,,0.61,42.09,-1.3600006103515625,-0.05418329042558878
83,2016-10-10,1,0.02372727272727273,0.0,GDX,23.170000076293945,23.38999938964844,22.96999931335449,23.15999984741211,22.509878158569336,39561300,62,61.0,,0.61,37.82,-0.350000381469723,-0.014743065915928555
84,2016-10-11,1,0.02372727272727273,0.0,GDX,22.88999938964844,23.07999992370605,22.5,22.57999992370605,21.94615936279297,76085000,51,61.0,,0.61,31.11,-0.3099994659423899,-0.013253504661465909
85,2016-10-12,1,0.02372727272727273,0.0,GDX,22.709999084472656,23.36000061035156,22.6200008392334,23.06999969482422,22.42240524291992,77536200,38,61.0,,0.61,23.18,0.2800006866455078,0.01213174556200558
86,2016-10-14,1,0.02372727272727273,0.0,GDX,23.13999938964844,23.63999938964844,22.90999984741211,22.989999771118164,22.344650268554688,68079800,60,61.0,,0.61,36.6,0.2799987792968821,0.011986248800558874
87,2016-10-18,1,0.02372727272727273,0.0,GDX,23.81999969482422,24.270000457763672,23.549999237060547,24.200000762939453,23.52068519592285,80749700,50,61.0,,0.61,30.5,0.6300010681152308,0.02664979206349294
88,2016-10-19,1,0.02372727272727273,0.0,GDX,24.649999618530277,24.989999771118164,24.36000061035156,24.8700008392334,24.171878814697266,88193100,67,61.0,,0.61,40.87,0.7199993133544922,0.029666225783863798
89,2016-10-20,1,0.02372727272727273,0.0,GDX,24.86000061035156,24.940000534057617,24.3799991607666,24.809999465942383,24.11355972290039,39322100,53,61.0,,0.61,32.33,-0.049999237060546875,-0.0020007698086629278
90,2016-10-21,2,0.04645454545454546,0.9578544061302681,GDX,24.709999084472656,24.780000686645508,24.399999618530277,24.6200008392334,23.92889404296875,34304800,45,61.0,,0.61,27.45,-0.15999984741210938,-0.006415390697109946
91,2016-10-24,4,0.09190909090909091,2.8735632183908044,GDX,24.86000061035156,24.8700008392334,23.790000915527344,24.09000015258789,23.41377258300781,69003600,48,61.0,,0.61,29.28,0.09000015258789062,0.0036319673161426813
92,2016-10-26,3,0.06918181818181818,-0.24727992087042538,GDX,24.6200008392334,24.75,23.86000061035156,24.1299991607666,23.452651977539062,80726800,69,61.0,,0.61,42.09,-0.12000083923339844,-0.004825124052432406
93,2016-11-01,2,0.04645454545454546,-0.3285151116951379,GDX,25.07999992370605,25.57999992370605,24.90999984741211,25.1299991607666,24.424579620361328,82620900,80,69.0,False,0.69,55.2,0.8299999237060511,0.033535350452769785
94,2016-11-02,2,0.04645454545454546,0.0,GDX,25.690000534057617,25.93000030517578,24.549999237060547,24.76000022888184,24.064966201782227,114456900,80,69.0,,0.69,55.2,0.3500003814697301,0.013682579457139576
95,2016-11-03,3,0.06918181818181818,0.4892367906066535,GDX,24.780000686645508,25.46999931335449,24.729999542236328,25.299999237060547,24.589807510375977,67325600,65,69.0,,0.69,44.85,-0.4600009918212926,-0.017740107458829257
96,2016-11-04,12,0.2737272727272727,2.9566360052562417,GDX,25.290000915527344,25.32999992370605,24.649999618530277,25.06999969482422,24.36626434326172,64627900,64,69.0,,0.69,44.16,-0.1399993896484375,-0.005496638925114983
97,2016-11-07,1,0.02372727272727273,0.0,GDX,24.21999931335449,24.350000381469727,23.75,24.07999992370605,23.404054641723636,91724900,60,69.0,,0.69,41.4,-0.9799995422363246,-0.038689283268380725
98,2016-11-08,1,0.02372727272727273,0.0,GDX,24.190000534057617,24.68000030517578,23.63999938964844,23.959999084472656,23.28742027282715,63550900,55,69.0,,0.69,37.95,0.3299999237060547,0.013552358050769708
99,2016-11-11,1,0.02372727272727273,0.0,GDX,22.670000076293945,22.75,20.82999992370605,20.920000076293945,20.3327579498291,179547700,100,69.0,,0.69,69.0,-1.9300003051757812,-0.07820098384565377
100,2016-11-14,2,0.04645454545454546,0.9578544061302681,GDX,20.51000022888184,21.76000022888184,20.1299991607666,21.1200008392334,20.527143478393555,135306100,70,69.0,,0.69,48.3,-0.9899997711181605,-0.043516473455743276
101,2016-11-15,1,0.02372727272727273,-0.4892367906066536,GDX,21.229999542236328,22.149999618530277,20.989999771118164,22.020000457763672,21.401880264282227,107240500,88,69.0,,0.69,60.72,0.3899993896484375,0.017922765879882396
102,2016-11-17,2,0.04645454545454546,0.9578544061302681,GDX,21.809999465942383,22.25,20.899999618530277,21.299999237060547,20.702089309692383,97704100,68,69.0,,0.69,46.92,0.10000038146972301,0.0045146899860921685
103,2016-11-23,1,0.02372727272727273,-0.4892367906066536,GDX,20.71999931335449,20.71999931335449,20.13999938964844,20.5,19.92454719543457,134622000,91,69.0,,0.69,62.78999999999999,-1.5300006866455114,-0.06876407580429267
104,2016-11-28,5,0.11463636363636363,3.8314176245210723,GDX,20.899999618530277,21.440000534057617,20.670000076293945,21.399999618530277,20.79928207397461,100582700,67,69.0,,0.69,46.23,0.7200012207031286,0.03474909481483768
105,2016-12-01,4,0.09190909090909091,-0.19825535289452811,GDX,20.59000015258789,21.13999938964844,20.270000457763672,20.65999984741211,20.080055236816406,58942400,63,68.0,False,0.68,42.84,-0.30000114440917613,-0.013992590342179367
106,2016-12-02,4,0.09190909090909091,0.0,GDX,20.90999984741211,21.5,20.899999618530277,21.3700008392334,20.77012634277344,88022300,59,68.0,,0.68,40.120000000000005,0.36000061035155895,0.01702935765115665
107,2016-12-09,1,0.02372727272727273,-0.7418397626112759,GDX,21.229999542236328,21.299999237060547,20.520000457763672,20.670000076293945,20.08977508544922,99890500,53,68.0,,0.68,36.04,-0.20000076293945312,-0.009302361066951259
108,2016-12-14,2,0.04645454545454546,0.9578544061302681,GDX,21.34000015258789,21.489999771118164,19.8700008392334,19.88999938964844,19.3316707611084,154550100,60,68.0,,0.68,40.8,0.1900005340576172,0.008920213186065729
109,2016-12-15,2,0.04645454545454546,0.0,GDX,19.309999465942383,19.350000381469727,18.68000030517578,18.989999771118164,18.456933975219727,175932700,63,68.0,,0.68,42.84,-2.1399993896484375,-0.09958117321734572
110,2016-12-16,2,0.04645454545454546,0.0,GDX,19.26000022888184,19.479999542236328,18.790000915527344,19.07999992370605,18.54440689086914,99834300,71,68.0,,0.68,48.28,0.12999916076660156,0.006718302749548988
111,2016-12-21,1,0.02372727272727273,-0.4892367906066536,GDX,19.209999084472656,19.290000915527344,18.96999931335449,19.09000015258789,18.60776710510254,75381500,47,68.0,,0.68,31.96,-0.18999862670898438,-0.009753523160872302
112,2016-12-29,1,0.02372727272727273,0.0,GDX,20.46999931335449,21.84000015258789,20.450000762939453,21.75,21.200571060180664,140319100,69,68.0,,0.68,46.92,2.549999237060547,0.13219280020914592
113,2017-01-06,1,0.02372727272727273,-0.4892367906066536,GDX,22.68000030517578,23.09000015258789,22.020000457763672,22.38999938964844,21.824403762817383,123849500,73,68.0,,0.68,49.64,1.25,0.05723443183455679
114,2017-01-10,1,0.02372727272727273,0.0,GDX,22.68000030517578,22.959999084472656,22.280000686645508,22.6200008392334,22.0485954284668,69928600,80,68.0,,0.68,54.400000000000006,-0.13000106811523438,-0.005630189140586217
115,2017-01-12,10,0.22827272727272727,8.620689655172413,GDX,23.049999237060547,23.25,22.3799991607666,22.6200008392334,22.0485954284668,67123800,88,68.0,,0.68,59.84,0.29000091552734375,0.012630702399438087
116,2017-01-13,1,0.02372727272727273,-0.8960573476702509,GDX,22.38999938964844,22.84000015258789,22.149999618530277,22.739999771118164,22.165563583374023,48983500,87,68.0,,0.68,59.16,-0.4099998474121094,-0.0176344020392305
117,2017-01-17,5,0.11463636363636363,0.24727992087042527,GDX,23.479999542236328,23.559999465942383,23.170000076293945,23.36000061035156,22.7699031829834,94245700,70,68.0,,0.68,47.6,0.7199993133544922,0.03152361245815993
118,2017-01-23,4,0.09190909090909091,-0.19825535289452811,GDX,23.36000061035156,23.81999969482422,23.25,23.809999465942383,23.208534240722656,87895700,58,68.0,,0.68,39.440000000000005,0.26000022888183594,0.011035663615259539
119,2017-01-24,9,0.20554545454545456,1.2363996043521266,GDX,23.75,24.25,23.59000015258789,23.82999992370605,23.22802734375,78455500,100,68.0,,0.68,68.0,0.43000030517578125,0.018052070137902332
120,2017-01-25,1,0.02372727272727273,-0.8845643520566121,GDX,23.36000061035156,23.5,23.1200008392334,23.46999931335449,22.87712287902832,64683100,46,68.0,,0.68,31.28,-0.75,-0.030927835051546393
121,2017-01-30,1,0.02372727272727273,0.0,GDX,23.32999992370605,23.600000381469727,23.100000381469727,23.149999618530277,22.565204620361328,35261200,43,68.0,,0.68,29.24,0.10000038146972656,0.004255335381690539
122,2017-01-31,1,0.02372727272727273,0.0,GDX,23.729999542236328,23.93000030517578,23.670000076293945,23.93000030517578,23.325502395629883,92955600,76,68.0,,0.68,51.68000000000001,0.3299999237060547,0.013983047388641756
123,2017-02-02,2,0.04645454545454546,0.9578544061302681,GDX,24.40999984741211,24.549999237060547,24.209999084472656,24.3799991607666,23.76413345336914,56822500,69,75.0,,0.75,51.75,0.6199989318847656,0.02590885599573789
124,2017-02-06,0,0.001,-0.9784735812133072,GDX,24.899999618530277,25.420000076293945,24.6200008392334,25.399999618530277,24.75836753845215,74544000,61,75.0,,0.75,45.75,0.8700008392333984,0.03543791715968969
125,2017-02-13,3,0.06918181818181818,68.18181818181817,GDX,25.0,25.149999618530277,24.86000061035156,24.950000762939453,24.319738388061523,49701600,56,75.0,,0.75,42.0,-0.2700004577636683,-0.010621575804614758
