,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,NEW_unscaled,NEW_monthly,isPartial,scale,NEW,Stock_Price_Change,Stock_Price_Change_Percent
61,2018-12-14,1,0.02802702702702703,-0.2366179408980964,NEW,65.01000213623047,69.0999984741211,61.79999923706055,65.0,65.0,13910,36,96.0,,0.96,34.56,-2.9000015258789062,-0.0402777989705404
62,2018-12-17,3,0.02995752895752896,0.0,NEW,65.0,67.30000305175781,62.0,63.5,63.5,4620,38,96.0,,0.96,36.48,-1.7999954223632812,-0.02604913838076861
63,2018-12-18,18,0.04443629343629344,0.4833097048588737,NEW,63.70000076293945,65.69999694824219,62.0,62.0,62.0,4830,38,96.0,,0.96,36.48,-1.600006103515625,-0.023774235229753637
64,2018-12-19,1,0.02802702702702703,-0.3692762186115214,NEW,62.59999847412109,64.4000015258789,62.0,62.5,62.5,4290,37,96.0,,0.96,35.52,-1.2999954223632812,-0.019786841442129832
65,2018-12-24,1,0.02802702702702703,0.0,NEW,58.900001525878906,60.29999923706055,58.0,58.5,58.5,2620,39,96.0,,0.96,37.44,-4.100002288818359,-0.06366463030549441
66,2018-12-31,3,0.02995752895752896,0.06888001102080166,NEW,57.29999923706055,62.0,56.4900016784668,59.09999847412109,59.09999847412109,15250,100,96.0,,0.96,96.0,1.7000007629394531,0.028192384485050237
67,2019-01-07,7,0.033818532818532816,0.39942482824732384,NEW,58.79999923706055,60.20000076293945,57.0,57.20000076293945,57.20000076293945,2910,24,96.0,,0.96,23.04,-1.7999992370605469,-0.029032245759041064
68,2019-01-09,1,0.02802702702702703,-0.17125242607603597,NEW,58.59999847412109,60.20000076293945,58.0,58.0,58.0,5030,25,96.0,,0.96,24.0,0.0,0.0
69,2019-01-17,14,0.04057528957528957,0.4477200716352112,NEW,52.5,53.400001525878906,51.79999923706055,52.400001525878906,52.400001525878906,17030,24,96.0,,0.96,23.04,-6.799999237060547,-0.11295679652626833
70,2019-01-18,45,0.0704980694980695,0.737463126843658,NEW,52.59999847412109,52.59999847412109,52.0,52.0,52.0,5690,24,96.0,,0.96,23.04,-0.8000030517578196,-0.01498133012917835
71,2019-01-23,14,0.04057528957528957,-0.4244482173174873,NEW,52.0,55.900001525878906,51.79999923706055,53.20000076293945,53.20000076293945,4320,25,96.0,,0.96,24.0,3.3000030517578196,0.06273770242372545
72,2019-01-24,18,0.04443629343629344,0.09515653249595601,NEW,53.79999923706055,55.20000076293945,52.59999847412109,53.5,53.5,3620,26,96.0,,0.96,24.96,-0.7000007629394531,-0.012522374666043445
73,2019-01-25,1,0.02802702702702703,-0.3692762186115214,NEW,53.79999923706055,56.79999923706055,51.29999923706055,55.5,55.5,2580,25,96.0,,0.96,24.0,1.5999984741210938,0.028985479203023967
74,2019-01-28,7,0.033818532818532816,0.2066400330624052,NEW,54.5,55.5,51.29999923706055,52.09999847412109,52.09999847412109,4400,24,96.0,,0.96,23.04,-1.2999992370605469,-0.022887310819052487
75,2019-02-04,2,0.028992277992277993,-0.14271035506336338,NEW,61.5,61.70000076293945,59.959999084472656,61.0,61.0,4280,92,84.0,,0.84,77.28,6.200000762939453,0.1117117254583686
76,2019-02-07,11,0.03767953667953668,0.2996404314822214,NEW,63.70000076293945,63.70000076293945,62.09999847412109,63.09999847412109,63.09999847412109,4060,83,84.0,,0.84,69.72,2.0,0.032414910458174795
77,2019-02-08,3,0.02995752895752896,-0.20493903063838514,NEW,62.0,64.9000015258789,62.0,63.0,63.0,2230,84,84.0,,0.84,70.56,1.2000007629394531,0.018838316304033986
78,2019-02-12,1,0.02802702702702703,-0.06444129398118315,NEW,62.59999847412109,62.91999816894531,61.5,61.5,61.5,3150,77,84.0,,0.84,64.67999999999999,-1.9800033569335938,-0.030508525583686885
79,2019-02-13,7,0.033818532818532816,0.2066400330624052,NEW,62.09999847412109,64.66999816894531,61.5,61.5,61.5,11340,78,84.0,,0.84,65.52,1.75,0.027813096804311765
80,2019-02-19,49,0.07435907335907337,1.198766982532253,NEW,62.20000076293945,64.5,62.20000076293945,63.0,63.0,3400,79,84.0,,0.84,66.36,-0.1699981689453125,-0.002628702238419822
81,2019-02-20,8,0.03478378378378379,-0.5322187029440781,NEW,62.79999923706055,64.19999694824219,62.59999847412109,64.19999694824219,64.19999694824219,2400,82,84.0,,0.84,68.88,-0.3000030517578125,-0.004651210104772319
82,2019-02-27,6,0.03285328185328185,0.17220002755200436,NEW,68.80000305175781,69.4000015258789,60.0,62.0,62.0,9130,79,84.0,,0.84,66.36,5.200004577636719,0.08099695988815925
83,2019-02-28,1,0.02802702702702703,-0.1469032788811846,NEW,63.0,64.19999694824219,62.0,63.70000076293945,63.70000076293945,6260,78,84.0,,0.84,65.52,-5.200004577636719,-0.07492801820325123
84,2019-03-01,21,0.04733204633204633,0.6888001102080175,NEW,64.80000305175781,64.80000305175781,61.650001525878906,63.09999847412109,63.09999847412109,2900,59,88.0,False,0.88,51.92,0.600006103515625,0.009345889907118599
85,2019-03-04,1,0.02802702702702703,0.0,NEW,63.5,64.5,60.0,61.5,61.5,6130,60,88.0,,0.88,52.8,-0.3000030517578125,-0.004629676506622826
86,2019-03-11,18,0.04443629343629344,0.585480093676815,NEW,61.70000076293945,67.9000015258789,61.59999847412109,67.9000015258789,67.9000015258789,11680,59,88.0,,0.88,51.92,3.4000015258789062,0.052713201951611
87,2019-03-14,4,0.030922779922779923,-0.3041098270918412,NEW,67.5,70.9000015258789,67.33999633789062,70.19999694824219,70.19999694824219,11260,58,88.0,,0.88,51.04,3.0,0.04418262050931765
88,2019-03-15,1,0.02802702702702703,-0.09364464976900977,NEW,70.9000015258789,71.0,68.0,68.30000305175781,68.30000305175781,9000,100,88.0,,0.88,88.0,0.09999847412109375,0.001410415683624322
89,2019-03-22,4,0.030922779922779923,0.10332001653120249,NEW,68.9000015258789,70.0,68.5999984741211,69.69999694824219,69.69999694824219,18010,57,88.0,,0.88,50.16,-1.0,-0.014084507042253502
90,2019-03-25,3,0.02995752895752896,0.06888001102080166,NEW,69.80000305175781,69.9000015258789,65.69999694824219,67.69999694824219,67.69999694824219,20060,57,88.0,,0.88,50.16,-0.09999847412109375,-0.0014285496303013678
91,2019-03-28,1,0.02802702702702703,-0.06444129398118315,NEW,67.5,70.19999694824219,67.5,68.9000015258789,68.9000015258789,20250,59,88.0,,0.88,51.92,0.29999542236328125,0.004291779911509863
92,2019-04-08,18,0.04443629343629344,0.585480093676815,NEW,79.0,87.5,78.79000091552734,84.30000305175781,84.30000305175781,24540,90,80.0,,0.8,72.0,17.300003051757812,0.24643880062434964
93,2019-04-09,12,0.03864478764478765,-0.13033278303936058,NEW,85.0,95.0,85.0,91.8000030517578,91.8000030517578,28390,85,80.0,,0.8,68.0,7.5,0.08571428571428563
94,2019-04-12,2,0.028992277992277993,-0.24977520231791395,NEW,99.5999984741211,101.5,97.4000015258789,99.5999984741211,99.5999984741211,13530,92,80.0,,0.8,73.60000000000001,6.5,0.06842105263157894
95,2019-04-17,1,0.02802702702702703,-0.03329338127580228,NEW,110.0,136.89999389648438,110.0,121.0,121.0,98950,93,80.0,,0.8,74.4,35.399993896484375,0.3487684127732451
96,2019-04-18,6,0.03285328185328185,0.17220002755200436,NEW,124.0,134.10000610351562,123.0500030517578,131.39999389648438,131.39999389648438,72560,92,80.0,,0.8,73.60000000000001,-2.79998779296875,-0.020452797062109007
97,2019-04-23,1,0.02802702702702703,0.0,NEW,133.89999389648438,140.39999389648438,114.5,133.6999969482422,133.6999969482422,62080,88,80.0,,0.8,70.4,6.29998779296875,0.04697977260422803
98,2019-04-25,22,0.0482972972972973,0.7232401157184185,NEW,118.1999969482422,129.5,111.5,127.0,127.0,49090,91,80.0,,0.8,72.8,-10.899993896484375,-0.07763528753798121
99,2019-04-29,19,0.045401544401544404,-0.0599568310816212,NEW,110.0999984741211,112.5999984741211,88.0,88.4000015258789,88.4000015258789,49550,90,80.0,,0.8,72.0,-16.900001525878906,-0.13050194228477918
100,2019-04-30,1,0.02802702702702703,-0.38268560251722084,NEW,85.9000015258789,91.75,82.5999984741211,82.5999984741211,82.5999984741211,20590,87,80.0,,0.8,69.60000000000001,-20.849998474121094,-0.18516872785671534
101,2019-05-01,1,0.02802702702702703,0.0,NEW,82.0999984741211,89.69999694824219,80.69999694824219,85.30000305175781,85.30000305175781,32030,94,85.0,False,0.85,79.89999999999999,-2.0500030517578125,-0.02234335751234673
102,2019-05-06,11,0.03767953667953668,0.34440005510400895,NEW,70.69999694824219,74.30000305175781,69.30000305175781,69.5,69.5,28680,93,85.0,,0.85,79.05,-15.399993896484375,-0.17168332687202126
103,2019-05-09,7,0.033818532818532816,-0.10246951531919268,NEW,67.19999694824219,70.80000305175781,62.59999847412109,63.0,63.0,62610,95,85.0,,0.85,80.75,-3.5,-0.04710632377177537
104,2019-05-14,3,0.02995752895752896,0.06888001102080166,NEW,61.0,65.5999984741211,61.0,63.70000076293945,63.70000076293945,20900,92,85.0,,0.85,78.2,-5.200004577636719,-0.07344638917367408
105,2019-05-17,4,0.030922779922779923,0.03222064699059146,NEW,69.0999984741211,71.0,63.79999923706055,64.5999984741211,64.5999984741211,41050,94,85.0,,0.85,79.89999999999999,5.400001525878906,0.08231709834580525
106,2019-05-21,1,0.02802702702702703,-0.21600604816934865,NEW,64.5,66.9000015258789,63.0,63.79999923706055,63.79999923706055,29500,95,85.0,,0.85,80.75,-4.099998474121094,-0.05774645738198725
107,2019-05-22,16,0.04250579150579151,0.5166000826560131,NEW,62.79999923706055,65.55000305175781,61.400001525878906,61.900001525878906,61.900001525878906,30080,95,85.0,,0.85,80.75,-1.3499984741210938,-0.020179348928697327
108,2019-05-24,4,0.030922779922779923,-0.2725043146516487,NEW,60.0,62.70000076293945,59.20000076293945,62.09999847412109,62.09999847412109,36140,96,85.0,,0.85,81.6,-2.8500022888183594,-0.043478293762519216
109,2019-05-31,2,0.028992277992277993,-0.06242976651267318,NEW,61.900001525878906,64.0999984741211,59.20000076293945,60.900001525878906,60.900001525878906,34870,97,85.0,,0.85,82.45,1.3999977111816406,0.02232851186836271
110,2019-06-03,1,0.02802702702702703,0.03566842630903122,NEW,61.70000076293945,63.29999923706055,60.0,60.09999847412109,60.09999847412109,18450,95,86.0,,0.86,81.7,-0.7999992370605469,-0.012480487614731084
111,2019-06-04,6,0.03285328185328185,0.17220002755200436,NEW,60.400001525878906,62.13999938964844,60.0,60.0,60.0,25620,92,86.0,,0.86,79.12,-1.1599998474121094,-0.01832543224949923
112,2019-06-05,2,0.028992277992277993,-0.11752262310494765,NEW,60.29999923706055,61.709999084472656,56.79999923706055,59.09999847412109,59.09999847412109,23380,94,86.0,,0.86,80.84,-0.43000030517578125,-0.006919863363362255
113,2019-06-07,0,0.027061776061776063,-0.06658676255160467,NEW,58.5,59.70000076293945,58.09999847412109,58.29999923706055,58.29999923706055,16810,91,86.0,,0.86,78.26,-2.009998321533203,-0.03257167965246255
114,2019-06-10,-4,0.023200772200772202,-0.17220002755200448,NEW,59.70000076293945,65.0,59.400001525878906,64.0,64.0,42470,100,86.0,,0.86,86.0,5.299999237060547,0.08877720551639712
115,2019-06-12,2,0.028992277992277993,0.2496255616575136,NEW,67.69999694824219,68.58000183105469,65.19999694824219,68.30000305175781,68.30000305175781,33910,95,86.0,,0.86,81.7,3.5800018310546875,0.0550769512469953
116,2019-06-13,5,0.03188803088803089,0.09988014382740706,NEW,68.4000015258789,70.5999984741211,66.30000305175781,70.0,70.0,44000,94,86.0,,0.86,80.84,2.0199966430664062,0.029454601766308208
117,2019-06-14,2,0.028992277992277993,-0.09081002542680716,NEW,69.30000305175781,71.0999984741211,65.30000305175781,67.0999984741211,67.0999984741211,55610,91,86.0,,0.86,78.26,0.5,0.007082153127570878
118,2019-06-18,40,0.06567181467181467,1.2651484884804898,NEW,65.5,66.19999694824219,61.900001525878906,62.400001525878906,62.400001525878906,39330,99,86.0,,0.86,85.14,-4.900001525878906,-0.06891704122416265
119,2019-06-21,6,0.03285328185328185,-0.4997354341819037,NEW,63.400001525878906,64.69999694824219,61.79999923706055,61.79999923706055,61.79999923706055,40190,97,86.0,,0.86,83.42,-1.5,-0.022658611316443977
120,2019-06-24,1,0.02802702702702703,-0.1469032788811846,NEW,61.900001525878906,63.29999923706055,60.20000076293945,60.20000076293945,60.20000076293945,32100,95,86.0,,0.86,81.7,-1.3999977111816406,-0.021638296402109458
121,2019-06-25,1,0.02802702702702703,0.0,NEW,60.400001525878906,62.900001525878906,60.09999847412109,60.09999847412109,60.09999847412109,20050,95,86.0,,0.86,81.7,-0.3999977111816406,-0.006319079241749015
122,2019-06-28,6,0.03285328185328185,0.17220002755200436,NEW,63.400001525878906,64.0,61.29999923706055,62.79999923706055,62.79999923706055,20500,93,86.0,,0.86,79.98,1.0999984741210938,0.017488051628560264
123,2019-07-02,1,0.02802702702702703,-0.06444129398118315,NEW,63.09999847412109,65.80000305175781,63.09999847412109,64.19999694824219,64.19999694824219,35340,87,87.0,,0.87,75.69,1.8000030517578125,0.02812504768371582
124,2019-07-03,12,0.03864478764478765,0.37884006061440956,NEW,65.4000015258789,66.30000305175781,63.70000076293945,64.19999694824219,64.19999694824219,27320,86,87.0,,0.87,74.82,0.5,0.007598783842102552
125,2019-07-08,1,0.02802702702702703,-0.2747527225497053,NEW,66.5999984741211,67.02999877929688,59.09999847412109,59.29999923706055,59.29999923706055,43660,87,87.0,,0.87,75.69,0.7299957275390625,0.011010493121232257
126,2019-07-10,10,0.03671428571428571,0.3099600495936077,NEW,57.5,58.59999847412109,53.09999847412109,53.400001525878906,53.400001525878906,26030,99,87.0,,0.87,86.13,-8.430000305175788,-0.12576458986568728
127,2019-07-11,1,0.02802702702702703,-0.2366179408980964,NEW,53.59999847412109,57.5,53.0,57.29999923706055,57.29999923706055,18960,94,87.0,,0.87,81.78,-1.0999984741210866,-0.01877130550791517
128,2019-07-15,1,0.02802702702702703,0.0,NEW,57.79999923706055,58.70000076293945,55.59999847412109,55.59999847412109,55.59999847412109,13460,87,87.0,,0.87,75.69,1.2000007629394531,0.02086957848590343
129,2019-07-17,5,0.03188803088803089,0.13776002204160354,NEW,57.0,58.20000076293945,55.79999923706055,55.79999923706055,55.79999923706055,3860,86,87.0,,0.87,74.82,-0.5,-0.008517887453174944
130,2019-07-26,1,0.02802702702702703,0.0,NEW,59.0,60.5,57.5,58.5,58.5,10920,89,87.0,,0.87,77.42999999999999,2.299999237060547,0.039518886716667145
131,2019-07-29,5,0.03188803088803089,0.13776002204160354,NEW,58.5,59.5,57.29999923706055,57.400001525878906,57.400001525878906,13920,89,87.0,,0.87,77.42999999999999,-1.0,-0.016528925619834656
132,2019-08-01,2,0.028992277992277993,-0.09081002542680716,NEW,60.900001525878906,62.20000076293945,59.0,59.79999923706055,59.79999923706055,18790,97,84.0,False,0.84,81.48,2.700000762939453,0.04537816408301598
133,2019-08-02,3,0.02995752895752896,0.0332933812758025,NEW,59.43999862670898,61.70000076293945,58.79999923706055,60.400001525878906,60.400001525878906,11380,98,84.0,,0.84,82.32,-0.5,-0.008038585110402674
134,2019-08-06,35,0.060845559845559845,1.0310607036989303,NEW,59.20000076293945,61.70000076293945,58.0,61.29999923706055,61.29999923706055,11400,98,84.0,,0.84,82.32,0.0,0.0
