,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,AN_unscaled,AN_monthly,isPartial,scale,AN,Stock_Price_Change,Stock_Price_Change_Percent
38,2017-04-26,1,0.0018285811765852708,0.027384505846592022,AN,43.77000045776367,43.880001068115234,42.810001373291016,43.13999938964844,43.13999938964844,1591300,95,73.0,,0.73,69.35,0.1900024414062571,0.004348877257462469
39,2017-05-01,1,0.0018285811765852708,-0.05061112938735235,AN,42.04999923706055,42.4900016784668,41.459999084472656,41.650001525878906,41.650001525878906,1918900,99,69.0,False,0.69,68.30999999999999,-1.3899993896484375,-0.03167728705135475
40,2017-05-16,23,0.0029008626992250326,0.5864008316229974,AN,40.5,41.11000061035156,40.09999847412109,40.400001525878906,40.400001525878906,2176100,92,69.0,,0.69,63.48,-1.3800010681152344,-0.03247825402686666
41,2017-05-17,0,0.0017798411073743725,-0.3864442092175344,AN,40.400001525878906,40.400001525878906,39.04999923706055,39.08000183105469,39.08000183105469,2168600,91,69.0,,0.69,62.78999999999999,-0.7099990844726562,-0.017270714520346564
42,2017-05-23,3,0.0019260613150070675,0.08215351753977607,AN,39.470001220703125,39.52999877929688,38.869998931884766,38.9900016784668,38.9900016784668,1131700,86,69.0,,0.69,59.34,-0.8700027465820241,-0.021534720636699256
43,2017-06-09,1,0.0018285811765852708,-0.05061112938735235,AN,39.77000045776367,40.650001525878906,39.290000915527344,40.650001525878906,40.650001525878906,1133100,90,63.0,,0.63,56.7,1.1200027465820241,0.02833298206850965
44,2017-06-13,2,0.001877321245796169,0.02665458325559067,AN,42.11000061035156,42.41999816894531,41.20000076293945,42.11000061035156,42.11000061035156,1277600,96,63.0,,0.63,60.48,1.7699966430664062,0.04354235120851291
45,2017-06-14,4,0.0019748013842179656,0.0519251239712335,AN,42.13999938964844,42.22999954223633,41.43999862670898,42.15999984741211,42.15999984741211,706900,95,63.0,,0.63,59.85,-0.18999862670898438,-0.004478987150171032
46,2017-06-27,5,0.002023541453428864,0.024680998099563256,AN,40.630001068115234,41.45000076293945,40.619998931884766,40.97999954223633,40.97999954223633,865900,94,63.0,,0.63,59.22,-0.779998779296875,-0.018470253084344912
47,2017-06-28,1,0.0018285811765852708,-0.09634607510176563,AN,41.310001373291016,42.25,41.310001373291016,41.45000076293945,41.45000076293945,1048500,94,63.0,,0.63,59.22,0.7999992370605469,0.01930034312027873
48,2017-07-20,10,0.002267241799483355,0.23989124930031713,AN,42.54999923706055,43.459999084472656,42.45000076293945,42.97999954223633,42.97999954223633,948000,95,59.0,,0.59,56.05,1.2099990844726562,0.028639031585151686
49,2017-07-27,1,0.0018285811765852708,-0.19347765333104017,AN,42.65999984741211,42.65999984741211,41.470001220703125,42.27000045776367,42.27000045776367,1865500,93,59.0,,0.59,54.87,-0.7999992370605469,-0.0184077140799197
50,2017-07-28,5,0.002023541453428864,0.10661833302236334,AN,42.209999084472656,42.720001220703125,41.630001068115234,42.650001525878906,42.650001525878906,919100,91,59.0,,0.59,53.69,0.060001373291015625,0.001406501957469164
51,2017-08-07,1,0.0018285811765852708,-0.09634607510176563,AN,39.619998931884766,40.77000045776367,39.45000076293945,40.34000015258789,40.34000015258789,16499900,75,62.0,,0.62,46.5,-1.9500007629394531,-0.04564608397048542
52,2017-08-10,1,0.0018285811765852708,0.0,AN,40.59999847412109,40.900001525878906,40.09000015258789,40.380001068115234,40.380001068115234,1529900,77,62.0,,0.62,47.74,0.13000106811523438,0.003188645245415511
53,2017-08-22,6,0.0020722815226397622,0.133272916277954,AN,42.709999084472656,42.959999084472656,41.900001525878906,42.75,42.75,1469100,84,62.0,,0.62,52.08,2.05999755859375,0.050366686595116894
54,2017-08-23,1,0.0018285811765852708,-0.11760001881600302,AN,42.459999084472656,43.08000183105469,42.369998931884766,42.47999954223633,42.47999954223633,1460800,80,62.0,,0.62,49.6,0.12000274658203125,0.0027933600823888405
55,2017-09-15,1,0.0018285811765852708,0.0,AN,46.0,46.720001220703125,45.84999847412109,46.310001373291016,46.310001373291016,1435200,86,71.0,,0.71,61.06,3.6399993896484375,0.08449394695764623
56,2017-10-02,1,0.0018285811765852708,0.0,AN,47.400001525878906,47.90999984741211,47.02999877929688,47.81999969482422,47.81999969482422,651200,91,74.0,,0.74,67.34,1.1899986267089844,0.02547086035138335
57,2017-10-10,8,0.002169761661061559,0.18658208278913557,AN,46.70000076293945,47.09999847412109,46.09999847412109,46.2599983215332,46.2599983215332,753400,94,74.0,,0.74,69.56,-0.8100013732910227,-0.016906728780437974
58,2017-10-12,2,0.001877321245796169,-0.13477997169620604,AN,45.0099983215332,45.380001068115234,44.619998931884766,44.790000915527344,44.790000915527344,930500,96,74.0,,0.74,71.03999999999999,-1.7199974060058523,-0.03651799281800183
59,2017-11-09,2,0.001877321245796169,0.0,AN,51.810001373291016,52.47999954223633,50.91999816894531,51.45000076293945,51.45000076293945,1018600,95,72.0,,0.72,68.39999999999999,7.099998474121094,0.15645655149862203
60,2017-11-13,13,0.00241346200711605,0.28558818184178403,AN,52.36000061035156,53.22999954223633,52.09999847412109,52.72999954223633,52.72999954223633,650300,98,72.0,,0.72,70.56,0.75,0.014291158661241976
61,2017-11-22,1,0.0018285811765852708,-0.24234101419714427,AN,52.43000030517578,52.59000015258789,51.83000183105469,52.09000015258789,52.09000015258789,501500,73,72.0,,0.72,52.56,-0.6399993896484375,-0.012023283771412041
62,2017-11-27,1,0.0018285811765852708,0.0,AN,52.650001525878906,53.09999847412109,52.52999877929688,52.540000915527344,52.540000915527344,646800,88,72.0,,0.72,63.36,0.509998321533196,0.009697629208090142
63,2017-12-22,9,0.002218501730272457,0.21323666604472624,AN,51.70000076293945,51.7599983215332,50.7599983215332,51.540000915527344,51.540000915527344,599400,63,63.0,,0.63,39.69,-1.3400001525878835,-0.025235408495180023
64,2018-01-22,2,0.001877321245796169,-0.30621251148296924,AN,58.97999954223633,60.119998931884766,58.540000915527344,60.040000915527344,60.040000915527344,1028900,89,71.0,,0.71,63.19,8.360000610351562,0.16151470018254677
65,2018-01-25,9,0.002218501730272457,0.18173793389931725,AN,61.209999084472656,61.310001373291016,60.380001068115234,61.25,61.25,816000,97,71.0,,0.71,68.86999999999999,1.19000244140625,0.019793786802200453
66,2018-01-26,0,0.0017798411073743725,-0.19772832128655227,AN,61.25,62.02000045776367,60.7400016784668,62.0,62.0,724000,89,71.0,,0.71,63.19,0.7099990844726562,0.011580477386548438
67,2018-01-30,5,0.002023541453428864,0.1369225292329601,AN,60.86000061035156,61.34999847412109,59.86000061035156,61.09000015258789,61.09000015258789,1076800,98,71.0,,0.71,69.58,-0.6700019836425852,-0.010802998689090071
68,2018-01-31,2,0.001877321245796169,-0.0722595563263243,AN,61.41999816894531,61.59999847412109,59.59999847412109,60.220001220703125,60.220001220703125,2177400,99,71.0,,0.71,70.28999999999999,0.25,0.004074979726453654
69,2018-02-05,3,0.0019260613150070675,0.025962561985616972,AN,56.869998931884766,57.11000061035156,53.65999984741211,53.68000030517578,53.68000030517578,1631400,85,74.0,,0.74,62.9,-4.489997863769524,-0.07288957751607461
70,2018-02-08,15,0.002510942145537847,0.30366677632411365,AN,53.81999969482422,54.40999984741211,52.68999862670898,52.68999862670898,52.68999862670898,1458800,93,74.0,,0.74,68.82,-2.700000762939453,-0.047277197234875556
71,2018-02-12,1,0.0018285811765852708,-0.27175495467515576,AN,54.65999984741211,54.9900016784668,53.52000045776367,54.61000061035156,54.61000061035156,651900,88,74.0,,0.74,65.12,0.5800018310546875,0.010659838865672677
72,2018-02-15,7,0.0021210215918506603,0.15992749953354468,AN,52.970001220703125,53.33000183105469,51.18999862670898,52.59999847412109,52.59999847412109,1075700,93,74.0,,0.74,68.82,-1.6599998474121094,-0.030187303086810724
73,2018-02-22,5,0.002023541453428864,-0.045959050486016784,AN,52.06999969482422,52.540000915527344,51.369998931884766,51.84000015258789,51.84000015258789,638300,97,74.0,,0.74,71.78,-0.7900009155273438,-0.014813442497714657
74,2018-02-28,3,0.0019260613150070675,-0.04817303755088276,AN,50.77000045776367,51.2400016784668,50.130001068115234,50.209999084472656,50.209999084472656,1255100,97,74.0,,0.74,71.78,-1.2999992370605469,-0.024743037959794822
75,2018-03-02,10,0.002267241799483355,0.17713895285573278,AN,48.560001373291016,49.95000076293945,48.0099983215332,49.66999816894531,49.66999816894531,906300,85,74.0,,0.74,62.9,-1.2900009155273438,-0.025175661070859334
76,2018-03-05,1,0.0018285811765852708,0.0,AN,49.33000183105469,50.68000030517578,48.77999877929688,50.4900016784668,50.4900016784668,827200,100,74.0,,0.74,74.0,0.7299995422363281,0.014614605226952238
77,2018-03-07,-6,0.0014874006921089828,-0.18658208278913557,AN,50.650001525878906,50.970001220703125,50.060001373291016,50.83000183105469,50.83000183105469,732400,94,74.0,,0.74,69.56,0.29000091552734375,0.005722196404519986
78,2018-03-13,1,0.0018285811765852708,0.22938034538126306,AN,51.400001525878906,51.59999847412109,50.77000045776367,50.93999862670898,50.93999862670898,418800,92,74.0,,0.74,68.08,0.6299972534179616,0.01236015770708021
79,2018-03-19,3,0.0019260613150070675,0.05330916651118156,AN,50.61000061035156,50.7400016784668,49.650001525878906,50.18000030517578,50.18000030517578,453600,92,74.0,,0.74,68.08,-0.8599967956542898,-0.01666660505979678
80,2018-03-21,1,0.0018285811765852708,-0.05061112938735235,AN,47.75,49.060001373291016,47.540000915527344,48.060001373291016,48.060001373291016,648900,91,74.0,,0.74,67.34,-1.6800003051757812,-0.03310997732758736
81,2018-03-23,1,0.0018285811765852708,0.0,AN,47.22999954223633,47.869998931884766,46.380001068115234,46.41999816894531,46.41999816894531,875400,86,74.0,,0.74,63.64,-1.19000244140625,-0.02425606212995557
82,2018-04-03,4,0.0019748013842179656,0.07996374976677245,AN,45.68999862670898,46.52000045776367,45.68999862670898,46.06999969482422,46.06999969482422,848000,88,75.0,,0.75,66.0,-1.3499984741210938,-0.02820134748785008
83,2018-04-09,1,0.0018285811765852708,-0.07404299429868944,AN,46.95000076293945,47.31999969482422,46.119998931884766,46.16999816894531,46.16999816894531,650800,97,75.0,,0.75,72.75,0.7999992370605469,0.01719688798771357
84,2018-04-13,1,0.0018285811765852708,0.0,AN,46.810001373291016,46.90999984741211,45.83000183105469,46.119998931884766,46.119998931884766,692200,85,75.0,,0.75,63.75,-0.4099998474121094,-0.008664409341848645
85,2018-04-19,12,0.002364721937905152,0.36602190500323806,AN,47.18999862670898,47.84999847412109,46.369998931884766,46.45000076293945,46.45000076293945,647300,95,75.0,,0.75,71.25,0.9399986267089773,0.020038342139556242
86,2018-04-20,3,0.0019260613150070675,-0.18550198899354875,AN,46.5,46.77999877929688,45.29999923706055,45.56999969482422,45.56999969482422,656300,84,75.0,,0.75,63.0,-1.0699996948242045,-0.022361540834800575
87,2018-04-30,2,0.001877321245796169,-0.4209450215734324,AN,46.33000183105469,46.81999969482422,46.0,46.18999862670898,46.18999862670898,1483400,92,75.0,,0.75,69.0,0.040000915527336645,0.0008550858608624701
88,2018-05-09,7,0.0021210215918506603,0.12981280992808375,AN,47.63999938964844,47.880001068115234,46.06999969482422,46.61000061035156,46.61000061035156,920200,94,71.0,,0.71,66.74,1.0600013732910156,0.022639926958568424
89,2018-05-17,23,0.0029008626992250326,0.3676724038881356,AN,46.869998931884766,48.18000030517578,46.66999816894531,47.61000061035156,47.61000061035156,683500,89,71.0,,0.71,63.19,0.2999992370605469,0.00626564808621799
90,2018-05-23,23,0.0029008626992250326,0.5864008316229974,AN,45.720001220703125,46.02999877929688,45.33000183105469,45.900001525878906,45.900001525878906,796400,88,71.0,,0.71,62.48,-2.150001525878899,-0.04462435683396904
91,2018-06-07,0,0.0017798411073743725,-0.3864442092175344,AN,49.0,49.790000915527344,48.08000183105469,48.43999862670898,48.43999862670898,1182500,93,64.0,,0.64,59.52,3.7600021362304616,0.08168590562556388
92,2018-06-08,1,0.0018285811765852708,0.027384505846592022,AN,48.41999816894531,49.209999084472656,48.34000015258789,49.11000061035156,49.11000061035156,511600,87,64.0,,0.64,55.68,-0.5800018310546875,-0.01164896204839816
93,2018-06-12,1,0.0018285811765852708,0.0,AN,49.72999954223633,50.040000915527344,49.310001373291016,49.70000076293945,49.70000076293945,673500,96,64.0,,0.64,61.44,0.8300018310546875,0.016866528073490317
94,2018-06-15,8,0.002169761661061559,0.18658208278913557,AN,48.90999984741211,49.540000915527344,48.7400016784668,49.41999816894531,49.41999816894531,815600,87,64.0,,0.64,55.68,-0.5,-0.009992006212071192
95,2018-06-20,4,0.0019748013842179656,-0.08985331446413736,AN,50.52999877929688,51.33000183105469,50.119998931884766,51.060001373291016,51.060001373291016,720500,94,64.0,,0.64,60.16,1.7900009155273438,0.03613243606070071
96,2018-06-21,1,0.0018285811765852708,-0.07404299429868944,AN,50.970001220703125,51.209999084472656,50.27999877929688,50.47999954223633,50.47999954223633,867300,93,64.0,,0.64,59.52,-0.12000274658203125,-0.0023378675686980266
97,2018-06-25,1,0.0018285811765852708,0.0,AN,49.959999084472656,50.13999938964844,48.7599983215332,49.81999969482422,49.81999969482422,1697900,89,64.0,,0.64,56.96,-1.0699996948242188,-0.02089435098522885
98,2018-06-28,2,0.001877321245796169,0.02665458325559067,AN,48.720001220703125,49.2599983215332,47.77000045776367,49.13999938964844,49.13999938964844,912700,92,64.0,,0.64,58.88,-0.8800010681152344,-0.01755087911502673
99,2018-07-06,3,0.0019260613150070675,0.025962561985616972,AN,49.02999877929688,50.0,48.900001525878906,49.72999954223633,49.72999954223633,833400,90,62.0,,0.62,55.8,0.7400016784667969,0.015022365076762911
100,2018-07-11,21,0.0028033825608032364,0.4555001644861705,AN,47.810001373291016,47.81999969482422,46.54999923706055,47.75,47.75,1242600,95,62.0,,0.62,58.9,-2.1800003051757812,-0.043600006103515665
101,2018-07-17,2,0.001877321245796169,-0.33033711772171714,AN,49.09999847412109,50.02000045776367,49.09999847412109,49.63999938964844,49.63999938964844,424600,95,62.0,,0.62,58.9,2.200000762939453,0.04600587153867286
102,2018-07-19,1,0.0018285811765852708,-0.02596256198561664,AN,49.0099983215332,49.900001525878906,48.95000076293945,49.36000061035156,49.36000061035156,649800,100,62.0,,0.62,62.0,-0.11999893188476562,-0.0023990190081283336
103,2018-07-25,13,0.00241346200711605,0.31985499906708936,AN,47.310001373291016,47.310001373291016,45.2599983215332,46.27999877929688,46.27999877929688,1711400,93,62.0,,0.62,57.66,-2.5900001525878906,-0.05190380908595116
104,2018-07-26,19,0.0027059024223814398,0.12117050709857224,AN,46.13999938964844,47.34999847412109,45.709999084472656,45.86000061035156,45.86000061035156,1250200,94,62.0,,0.62,58.28,0.03999710083007102,0.0008454259071877246
105,2018-07-27,6,0.0020722815226397622,-0.23416250878109401,AN,46.130001068115234,46.34000015258789,45.65999984741211,45.93999862670898,45.93999862670898,902600,91,62.0,,0.62,56.42,-1.009998321533196,-0.021330482662744066
106,2018-08-01,54,0.0044118048447628795,0.7570316594522195,AN,47.52999877929688,49.220001220703125,45.11000061035156,47.2599983215332,47.2599983215332,1818600,82,64.0,False,0.64,52.48,2.8800010681152344,0.062149353876391755
107,2018-08-10,22,0.002852122630014135,-0.35352475225648217,AN,46.77000045776367,46.810001373291016,45.97999954223633,46.310001373291016,46.310001373291016,498400,76,64.0,,0.64,48.64,-2.4099998474121094,-0.04896383152462025
108,2018-08-14,10,0.002267241799483355,-0.2050686125399458,AN,46.08000183105469,46.369998931884766,45.86000061035156,46.0,46.0,643400,84,64.0,,0.64,53.76,-0.44000244140625,-0.009399752798497252
109,2018-08-15,4,0.0019748013842179656,-0.12898510222069348,AN,45.81999969482422,46.150001525878906,45.18000030517578,46.0,46.0,820400,84,64.0,,0.64,53.76,-0.21999740600585938,-0.004744391008699944
110,2018-08-17,6,0.0020722815226397622,0.04936199619912629,AN,46.2400016784668,46.619998931884766,45.970001220703125,46.380001068115234,46.380001068115234,750400,82,64.0,,0.64,52.48,0.4699974060058594,0.010184125470555028
111,2018-08-21,1,0.0018285811765852708,-0.11760001881600302,AN,46.95000076293945,47.81999969482422,46.95000076293945,47.59000015258789,47.59000015258789,541700,88,64.0,,0.64,56.32,1.2000007629394531,0.025740042694825993
112,2018-08-22,2,0.001877321245796169,0.02665458325559067,AN,47.61000061035156,47.709999084472656,46.9900016784668,47.02000045776367,47.02000045776367,504400,91,64.0,,0.64,58.24,-0.1100006103515625,-0.0023003055427344155
113,2018-08-29,1,0.0018285811765852708,-0.11760001881600302,AN,46.27999877929688,46.29999923706055,45.61000061035156,45.95000076293945,45.95000076293945,359800,100,64.0,,0.64,64.0,-1.4099998474121094,-0.029553550083194158
114,2018-08-30,1,0.0018285811765852708,0.0,AN,45.93999862670898,45.93999862670898,45.27000045776367,45.459999084472656,45.459999084472656,392100,100,64.0,,0.64,64.0,-0.3600006103515696,-0.007775391280425925
115,2018-09-11,2,0.001877321245796169,0.02665458325559067,AN,44.18999862670898,44.459999084472656,43.63999938964844,43.83000183105469,43.83000183105469,510700,92,77.0,,0.77,70.84,-1.479999542236321,-0.03221592482538449
116,2018-09-13,14,0.0024622020763269484,0.311550743827401,AN,43.959999084472656,44.209999084472656,43.540000915527344,43.810001373291016,43.810001373291016,410700,92,77.0,,0.77,70.84,-0.25,-0.005623032054611787
117,2018-09-14,1,0.0018285811765852708,-0.25733911356573036,AN,43.93000030517578,45.04999923706055,43.84000015258789,44.900001525878906,44.900001525878906,575900,86,77.0,,0.77,66.22,0.8400001525878906,0.019000230038070942
118,2018-09-18,17,0.002608422283959643,0.4264733320894527,AN,43.40999984741211,43.720001220703125,42.869998931884766,43.09000015258789,43.09000015258789,720300,96,77.0,,0.77,73.92,-1.3299980163574219,-0.029522708965182276
119,2018-09-20,14,0.0024622020763269484,-0.05605695386512699,AN,43.959999084472656,44.619998931884766,43.900001525878906,44.470001220703125,44.470001220703125,554900,97,77.0,,0.77,74.69,0.8999977111816406,0.020585491446771798
120,2018-09-24,1,0.0018285811765852708,-0.25733911356573036,AN,44.400001525878906,44.400001525878906,43.09000015258789,43.52999877929688,43.52999877929688,413800,93,77.0,,0.77,71.61,-0.21999740600585938,-0.004930466411299128
121,2018-09-25,3,0.0019260613150070675,0.05330916651118156,AN,43.38999938964844,43.38999938964844,42.43000030517578,42.52999877929688,42.52999877929688,644700,100,77.0,,0.77,77.0,-1.0100021362304688,-0.022747795079281263
122,2018-09-27,1,0.0018285811765852708,-0.05061112938735235,AN,42.59000015258789,42.75,41.91999816894531,42.11000061035156,42.11000061035156,492500,92,77.0,,0.77,70.84,-0.6399993896484375,-0.014749928523878353
123,2018-10-02,12,0.002364721937905152,0.22775008224308535,AN,40.36000061035156,41.52999877929688,39.560001373291016,40.61000061035156,40.61000061035156,1016100,99,78.0,,0.78,77.22,-1.220001220703118,-0.028538040250365326
124,2018-10-03,64,0.004899205536871862,1.0717892697405031,AN,40.33000183105469,40.540000915527344,39.16999816894531,40.09000015258789,40.09000015258789,1336200,99,78.0,,0.78,77.22,-0.9899978637695384,-0.02383813852320804
125,2018-10-04,10,0.002267241799483355,-0.5372225593680671,AN,40.16999816894531,40.2400016784668,38.959999084472656,39.34000015258789,39.34000015258789,1576300,99,78.0,,0.78,77.22,-0.2999992370605469,-0.007400079681439853
