,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,TQQQ_unscaled,TQQQ_monthly,isPartial,scale,TQQQ,Stock_Price_Change,Stock_Price_Change_Percent
10,2016-08-25,1,0.0037787426189649182,-0.26883527118757977,TQQQ,5.068749904632568,5.131667137145996,5.051249980926514,5.085000038146973,5.064018249511719,29222400,85,4.0,,0.04,3.4,-0.1399998664855957,-0.026557039052191866
11,2016-09-30,6,0.005515456755817993,0.45960106627447384,TQQQ,5.298333168029785,5.411250114440918,5.272082805633545,5.357916831970215,5.335808277130127,39993600,12,4.0,,0.04,0.48,0.2795829772949219,0.0544819002914545
12,2016-10-12,2,0.004126085446335533,-0.07764577995185973,TQQQ,5.204166889190674,5.236249923706055,5.135000228881836,5.187917232513428,5.166510105133057,41028000,46,4.0,,0.04,1.84,-0.17500019073486328,-0.032340066903919884
13,2016-10-13,0,0.0034313997915943035,-0.1683643404326962,TQQQ,5.079583168029785,5.1691670417785645,4.986249923706055,5.127082824707031,5.105927467346191,52214400,100,4.0,,0.04,4.0,-0.06708288192749023,-0.012811245243239067
14,2016-10-25,10,0.006904828065300452,1.0122482032594395,TQQQ,5.467916965484619,5.475832939147949,5.387083053588867,5.408332824707031,5.386016368865967,29856000,80,4.0,,0.04,3.2,0.30666589736938477,0.059325979387168326
15,2016-11-07,1,0.0037787426189649182,-0.4527390713818603,TQQQ,4.907917022705078,5.03249979019165,4.888750076293945,5.016666889190674,4.99596643447876,50481600,36,6.0,,0.06,2.16,-0.44333314895629883,-0.0809617740137416
16,2016-11-08,1,0.0037787426189649182,0.0,TQQQ,5.0,5.182499885559082,4.966667175292969,5.114999771118164,5.093894004821777,55293600,64,6.0,,0.06,3.84,0.15000009536743164,0.02980627950740944
17,2016-11-09,2,0.004126085446335533,0.09192021325489463,TQQQ,4.933750152587891,5.209582805633545,4.919582843780518,5.186666965484619,5.165265083312988,91646400,100,6.0,,0.06,6.0,0.02708292007446289,0.005225840940185744
18,2016-11-17,1,0.0037787426189649182,0.0,TQQQ,5.067916870117188,5.18874979019165,5.036250114440918,5.18874979019165,5.167339324951172,37768800,23,6.0,,0.06,1.38,-0.02083301544189453,-0.003998979614906251
19,2016-12-13,1,0.0037787426189649182,0.0,TQQQ,5.37833309173584,5.613749980926514,5.370832920074463,5.528333187103272,5.505521774291992,84597600,25,4.0,,0.04,1.0,0.4250001907348633,0.08190801405345183
20,2016-12-14,1,0.0037787426189649182,0.0,TQQQ,5.539166927337647,5.599166870117188,5.44083309173584,5.487916946411133,5.465272426605225,71188800,25,4.0,,0.04,1.0,-0.014583110809325284,-0.0025977485386547983
21,2016-12-23,3,0.004473428273706148,0.1838404265097895,TQQQ,5.497083187103272,5.539166927337647,5.4791669845581055,5.536666870117188,5.513821125030518,16125600,19,4.0,,0.04,0.76,-0.059999942779541016,-0.010715869730506089
22,2017-01-06,4,0.004820771101076763,0.07764577995185973,TQQQ,5.630416870117188,5.806666851043701,5.587500095367432,5.762499809265137,5.73872184753418,47899200,29,3.0,,0.03,0.87,0.2674999237060538,0.04829244671899158
23,2017-01-09,2,0.004126085446335533,-0.14410260105194916,TQQQ,5.77666711807251,5.849999904632568,5.764999866485596,5.820833206176758,5.796814918518066,33086400,28,3.0,,0.03,0.84,0.04333305358886719,0.007462638153776346
24,2017-01-19,1,0.0037787426189649182,-0.0841821702163481,TQQQ,5.9375,6.00333309173584,5.87166690826416,5.90500020980835,5.880634307861328,29865600,28,3.0,,0.03,0.84,0.15333318710327148,0.026210801641526116
25,2017-01-26,1,0.0037787426189649182,0.0,TQQQ,6.286666870117188,6.321667194366455,6.250833034515381,6.2841668128967285,6.258236408233643,25428000,41,3.0,,0.03,1.23,0.31833410263061523,0.05302622689199654
26,2017-02-08,3,0.004473428273706148,0.1838404265097895,TQQQ,6.357500076293945,6.44083309173584,6.322500228881836,6.415832996368408,6.389359474182129,18483600,88,4.0,,0.04,3.52,0.11916589736938477,0.01885039083923612
27,2017-02-09,18,0.009683570684265369,1.164686699277894,TQQQ,6.433332920074463,6.527500152587891,6.423333168029785,6.482500076293945,6.455751419067383,25762800,55,4.0,,0.04,2.2,0.08666706085205078,0.013455877464555455
28,2017-02-13,1,0.0037787426189649182,-0.60977796908067,TQQQ,6.608333110809326,6.685832977294922,6.59833288192749,6.661666870117188,6.634178638458252,21494400,21,4.0,,0.04,0.84,0.15833282470703125,0.024256272846544302
29,2017-03-01,1,0.0037787426189649182,-0.21615390157792358,TQQQ,7.079999923706055,7.216667175292969,7.046667098999023,7.183332920074463,7.153692722320557,31627200,33,5.0,False,0.05,1.65,0.5308341979980469,0.07939686794461642
30,2017-03-15,12,0.007599513720041681,1.0111223458038423,TQQQ,7.195000171661377,7.326666831970215,7.120832920074463,7.2708330154418945,7.2408318519592285,31906800,63,5.0,,0.05,3.1500000000000004,0.1099996566772461,0.015242445578457886
31,2017-03-16,6,0.005515456755817993,-0.2742355683532154,TQQQ,7.320833206176758,7.320833206176758,7.21416711807251,7.266666889190674,7.236682415008545,19437600,45,5.0,,0.05,2.25,-0.005833625793457031,-0.0007962182431991982
32,2017-03-20,1,0.0037787426189649182,-0.31488128975376284,TQQQ,7.249166965484619,7.322500228881836,7.216667175292969,7.2708330154418945,7.2408318519592285,18348000,27,5.0,,0.05,1.35,0.001667022705078125,0.00022770942297545282
33,2017-03-22,22,0.01107294199374783,1.93032447835279,TQQQ,6.950832843780518,7.102499961853027,6.918333053588867,7.083333015441895,7.054105281829834,35686800,45,5.0,,0.05,2.25,-0.2200002670288086,-0.030044419276502143
34,2017-03-27,3,0.004473428273706148,-0.5960036387590577,TQQQ,6.920833110809326,7.139166831970215,6.869166851043701,7.102499961853027,7.073193550109863,37629600,62,5.0,,0.05,3.1,0.0366668701171875,0.005162530139263932
35,2017-03-31,0,0.0034313997915943035,-0.23293733985557885,TQQQ,7.3358330726623535,7.409999847412109,7.311666965484619,7.350832939147949,7.32050085067749,27073200,36,5.0,,0.05,1.8,0.27083301544189453,0.03793622166512001
36,2017-04-05,8,0.006210142410559222,0.8097985626075515,TQQQ,7.404167175292969,7.531667232513428,7.240832805633545,7.284166812896728,7.254109859466553,36680400,50,5.0,,0.05,2.5,0.12166738510131836,0.016419350554212286
37,2017-04-10,5,0.005168113928447377,-0.1677946193858717,TQQQ,7.306666851043701,7.377500057220459,7.227499961853027,7.289999961853027,7.259918689727783,24188400,34,5.0,,0.05,1.7000000000000002,-0.15416717529296875,-0.02046919633244615
38,2017-04-25,1,0.0037787426189649182,0.0,TQQQ,7.704166889190674,7.8358330726623535,7.686666965484619,7.797500133514404,7.765325546264648,32056800,33,5.0,,0.05,1.65,0.45833301544189453,0.06212578947977332
39,2017-04-27,3,0.004473428273706148,0.1838404265097895,TQQQ,7.821667194366455,7.900000095367432,7.802499771118164,7.899167060852051,7.866572856903076,28838400,50,5.0,,0.05,2.5,0.06416702270507812,0.008188921600301047
40,2017-05-02,1,0.0037787426189649182,-0.15529155990371923,TQQQ,8.18416690826416,8.204167366027832,8.12166690826416,8.192500114440918,8.158696174621582,30206400,20,11.0,,0.11,2.2,0.3041672706604004,0.03850218569475272
41,2017-05-05,1,0.0037787426189649182,0.0,TQQQ,8.178333282470703,8.208333015441895,8.090832710266113,8.208333015441895,8.174463272094727,27253200,38,11.0,,0.11,4.18,0.0041656494140625,0.0005077479807775731
42,2017-05-08,3,0.004473428273706148,0.1838404265097895,TQQQ,8.220832824707031,8.260832786560059,8.170832633972168,8.257499694824219,8.223426818847656,30633600,41,11.0,,0.11,4.51,0.05249977111816406,0.006395911449913028
43,2017-05-17,5,0.005168113928447377,0.15529155990371923,TQQQ,8.379166603088379,8.423333168029785,7.920833110809326,7.931666851043701,7.898938655853271,70118400,66,11.0,,0.11,7.26,0.16250038146972656,0.019671186388629636
44,2017-05-18,6,0.005515456755817993,0.06720881779689503,TQQQ,7.920000076293945,8.210832595825195,7.885832786560059,8.132499694824219,8.098942756652832,60192000,88,11.0,,0.11,9.68,-0.21250057220458984,-0.025227610966537806
45,2017-05-22,3,0.004473428273706148,-0.2796576989764529,TQQQ,8.28833293914795,8.454167366027832,8.279167175292969,8.444167137145996,8.409324645996094,32677200,40,11.0,,0.11,4.4,0.24333477020263672,0.029635821625003
46,2017-05-25,4,0.004820771101076763,0.07764577995185973,TQQQ,8.675832748413086,8.863332748413086,8.62166690826416,8.807499885559082,8.771157264709473,43752000,49,11.0,,0.11,5.39,0.4091653823852539,0.0483980698122255
47,2017-05-26,54,0.022187912469607503,3.6025650262987243,TQQQ,8.800832748413086,8.854166984558105,8.767499923706055,8.845000267028809,8.808503150939941,27428400,100,11.0,,0.11,11.0,-0.009165763854980469,-0.0010341216013379784
48,2017-05-31,2,0.004126085446335533,0.0,TQQQ,8.944167137145996,8.963333129882812,8.717499732971191,8.852499961853027,8.815972328186035,48451200,43,11.0,,0.11,4.73,0.10916614532470703,0.012329352441070363
49,2017-06-01,1,0.0037787426189649182,-0.0841821702163481,TQQQ,8.904999732971191,8.965832710266113,8.795832633972168,8.958333015441895,8.921367645263672,37046400,48,14.0,False,0.14,6.720000000000001,0.0024995803833007812,0.0002788672859839192
50,2017-06-02,3,0.004473428273706148,0.1838404265097895,TQQQ,9.046667098999023,9.270833015441896,9.00749969482422,9.264166831970217,9.225940704345703,41622000,46,14.0,,0.14,6.44,0.305000305175783,0.03401806781723127
51,2017-06-05,47,0.0197565126780132,2.01281847555485,TQQQ,9.256667137145996,9.30500030517578,9.217499732971191,9.256667137145996,9.21847152709961,25738800,30,14.0,,0.14,4.2,0.034167289733883166,0.00368546059204955
52,2017-06-06,16,0.008988885029524139,-0.5450166142161432,TQQQ,9.223333358764648,9.313332557678224,9.104999542236328,9.151666641235352,9.113903999328612,38866800,42,14.0,,0.14,5.880000000000001,0.008332252502444959,0.0008954596699808359
53,2017-06-08,5,0.005168113928447377,-0.4250550639514663,TQQQ,9.30916690826416,9.32333278656006,9.13083267211914,9.276666641235352,9.238388061523438,46281600,47,14.0,,0.14,6.580000000000001,0.010000228881835938,0.0010737540853291705
54,2017-06-09,2,0.004126085446335533,-0.20162645339068497,TQQQ,9.3100004196167,9.34416675567627,8.221667289733887,8.605833053588867,8.57032299041748,116569200,100,14.0,,0.14,14.000000000000002,0.02083396911620916,0.0022346053276400824
55,2017-06-12,3,0.004473428273706148,-0.31781344350866036,TQQQ,8.366666793823242,8.488332748413086,8.11916732788086,8.449999809265137,8.415132522583008,83224800,51,14.0,,0.14,7.140000000000001,-0.8558340072631836,-0.091590189862921
56,2017-06-13,2,0.004126085446335533,-0.07764577995185973,TQQQ,8.581666946411133,8.68166732788086,8.453332901000977,8.647500038146973,8.611818313598633,63246000,38,14.0,,0.14,5.32,0.19333457946777344,0.02277650808445486
57,2017-06-14,1,0.0037787426189649182,-0.0841821702163481,TQQQ,8.749167442321777,8.749167442321777,8.327500343322754,8.53166675567627,8.49646282196045,69506400,42,14.0,,0.14,5.880000000000001,0.06750011444091797,0.007775017389130223
58,2017-06-15,20,0.0103782563390066,1.7464840518430003,TQQQ,8.270833015441895,8.444999694824219,8.114999771118164,8.416666984558105,8.381937980651855,70579200,58,14.0,,0.14,8.120000000000001,-0.3041677474975586,-0.034765336188015805
59,2017-06-16,6,0.005515456755817993,-0.4685565112620904,TQQQ,8.399999618530273,8.40583324432373,8.214166641235352,8.31583309173584,8.281519889831543,46928400,98,14.0,,0.14,13.72,-0.03916645050048828,-0.004637827343498047
60,2017-06-19,4,0.004820771101076763,0.27576063976468435,TQQQ,8.547499656677246,8.74666690826416,8.509166717529297,8.71833324432373,8.682358741760254,55472400,65,14.0,,0.14,9.1,0.3408336639404297,0.04054727878055231
61,2017-06-21,8,0.006210142410559222,0.2882052021038979,TQQQ,8.573332786560059,8.776666641235352,8.555832862854004,8.768333435058594,8.732152938842773,41794800,58,14.0,,0.14,8.120000000000001,0.029999732971191406,0.003429847424833987
62,2017-06-22,13,0.007946856547412295,0.27965769897645254,TQQQ,8.807499885559082,8.854999542236328,8.691666603088379,8.758333206176758,8.72219467163086,34222800,42,14.0,,0.14,5.880000000000001,0.07833290100097656,0.008925131169155387
63,2017-06-23,1,0.0037787426189649182,-0.5244984483587569,TQQQ,8.727499961853027,8.891667366027832,8.65666675567627,8.856666564941406,8.820121765136719,34393200,46,14.0,,0.14,6.44,0.036667823791503906,0.004140917638290942
64,2017-06-27,11,0.007252170892671066,0.9192021325489474,TQQQ,8.637499809265137,8.665833473205566,8.258333206176758,8.258333206176758,8.22425651550293,72044400,49,14.0,,0.14,6.86,-0.22583389282226562,-0.02539837395234823
65,2017-06-29,1,0.0037787426189649182,-0.4789501412902917,TQQQ,8.499167442321777,8.505000114440918,7.9166669845581055,8.166666984558105,8.13296890258789,115782000,60,14.0,,0.14,8.4,-0.16083335876464844,-0.01855947950787873
66,2017-06-30,7,0.005862799583188607,0.5515212795293685,TQQQ,8.237500190734863,8.300832748413086,8.090832710266113,8.138333320617676,8.104752540588379,49308000,70,14.0,,0.14,9.8,-0.20416736602783203,-0.024005568874851613
67,2017-07-05,10,0.006904828065300452,-0.16751120231165462,TQQQ,7.977499961853027,8.207500457763672,7.904167175292969,8.142499923706055,8.108901023864746,57016800,65,12.0,,0.12,7.8,-0.09333229064941406,-0.011243726199308912
68,2017-07-11,3,0.004473428273706148,-0.2796576989764529,TQQQ,8.299166679382324,8.435832977294922,8.205833435058594,8.404167175292969,8.369488716125488,54285600,89,12.0,,0.12,10.68,0.22833251953125,0.027819982552089284
69,2017-07-14,1,0.0037787426189649182,-0.15529155990371923,TQQQ,8.864167213439941,8.998332977294922,8.794166564941406,8.966667175292969,8.929668426513672,42318000,80,12.0,,0.12,9.6,0.5625,0.06667984080694467
70,2017-07-18,2,0.004126085446335533,0.09192021325489463,TQQQ,8.953332901000977,9.159167289733888,8.875,9.149999618530272,9.112244606018066,42091200,89,12.0,,0.12,10.68,0.16083431243896662,0.017873789828048325
71,2017-07-19,1,0.0037787426189649182,-0.0841821702163481,TQQQ,9.229166984558104,9.354166984558104,9.22249984741211,9.317500114440918,9.279053688049316,52117200,61,12.0,,0.12,7.319999999999999,0.1949996948242152,0.021290111716027127
72,2017-07-21,4,0.004820771101076763,0.27576063976468435,TQQQ,9.236666679382324,9.339166641235352,9.194167137145996,9.338333129882812,9.299800872802734,43458000,34,12.0,,0.12,4.08,-0.01500034332275213,-0.0016036001225459007
73,2017-07-25,2,0.004126085446335533,-0.14410260105194916,TQQQ,9.3725004196167,9.459166526794434,9.31583309173584,9.396666526794434,9.357892990112305,47090400,33,12.0,,0.12,3.96,0.11999988555908203,0.012849099943162523
74,2017-07-26,3,0.004473428273706148,0.08418217021634833,TQQQ,9.456666946411133,9.498332977294922,9.416666984558104,9.480833053588867,9.441712379455566,30303600,55,12.0,,0.12,6.6,0.03916645050048828,0.004140581560705625
75,2017-07-27,1,0.0037787426189649182,-0.15529155990371923,TQQQ,9.671667098999023,9.695833206176758,8.971667289733887,9.311667442321776,9.27324390411377,94478400,77,12.0,,0.12,9.24,0.19750022888183594,0.02079314647674968
76,2017-07-28,3,0.004473428273706148,0.1838404265097895,TQQQ,9.147500038146973,9.324167251586914,9.089166641235352,9.28166675567627,9.243368148803713,35011200,84,12.0,,0.12,10.08,-0.37166595458984375,-0.0383325441647524
77,2017-07-31,1,0.0037787426189649182,-0.5627235821375457,TQQQ,9.357500076293944,9.393333435058594,9.099166870117188,9.160833358764648,9.12303352355957,44358000,83,12.0,,0.12,9.96,0.06916618347167969,0.007417947534125169
78,2017-08-01,1,0.0037787426189649182,0.0,TQQQ,9.2524995803833,9.260000228881836,9.137499809265137,9.220832824707031,9.182785034179688,30578400,52,13.0,False,0.13,6.76,-0.1333332061767578,-0.014194450468363096
79,2017-08-08,4,0.004820771101076763,0.27576063976468435,TQQQ,9.349166870117188,9.583333015441896,9.275833129882812,9.355833053588867,9.31722927093506,51943200,100,13.0,,0.13,13.0,0.32333278656006037,0.034917146713624225
80,2017-08-11,2,0.004126085446335533,-0.14410260105194916,TQQQ,8.756667137145996,8.97249984741211,8.694999694824219,8.91333293914795,8.876554489135742,52635600,98,13.0,,0.13,12.74,-0.6108331680297869,-0.06373911530002496
81,2017-08-17,6,0.005515456755817993,0.33672868086539287,TQQQ,9.21166706085205,9.256667137145996,8.75,8.751667022705078,8.715556144714355,79291200,85,13.0,,0.13,11.05,0.2841672897338867,0.03167091608431161
82,2017-08-24,2,0.004126085446335533,-0.7874156659925912,TQQQ,9.05666732788086,9.091667175292969,8.758333206176758,8.915833473205566,8.879044532775879,48590400,42,13.0,,0.13,5.46,-0.16499996185302734,-0.017824985970479656
83,2017-08-30,7,0.005862799583188607,0.420910851081741,TQQQ,9.05916690826416,9.399999618530272,9.043333053588867,9.356666564941406,9.318058013916016,53124000,62,13.0,,0.13,8.06,0.3083324432373029,0.03391374071360764
84,2017-08-31,1,0.0037787426189649182,-0.35547129569287284,TQQQ,9.432499885559082,9.65666675567627,9.417499542236328,9.6225004196167,9.582796096801758,53088000,46,13.0,,0.13,5.98,0.25666713714599787,0.02730501569808874
85,2017-09-08,6,0.005515456755817993,0.14410260105194905,TQQQ,9.46166706085205,9.478333473205566,9.229166984558104,9.263333320617676,9.225110054016112,41323200,59,11.0,,0.11,6.49,-0.17833328247070312,-0.018467374611004117
86,2017-09-11,6,0.005515456755817993,0.23293733985557896,TQQQ,9.47249984741211,9.61916732788086,9.46916675567627,9.55833339691162,9.518893241882324,42639600,74,11.0,,0.11,8.14,0.14083385467529297,0.014858503878705909
87,2017-09-18,2,0.004126085446335533,-0.2519050318030104,TQQQ,9.634166717529297,9.726667404174805,9.479166984558104,9.569167137145996,9.529681205749512,45754800,42,11.0,,0.11,4.62,0.10750007629394531,0.011175611425570997
88,2017-09-20,1,0.0037787426189649182,-0.0841821702163481,TQQQ,9.604999542236328,9.633333206176758,9.30500030517578,9.529999732971191,9.490676879882812,53653200,95,11.0,,0.11,10.45,-0.09333419799804688,-0.009595701602584494
89,2017-09-26,4,0.004820771101076763,0.27576063976468435,TQQQ,9.161666870117188,9.21166706085205,8.9975004196167,9.092499732971191,9.054981231689451,47545200,91,11.0,,0.11,10.01,-0.42166614532470703,-0.043771572756804544
90,2017-09-27,3,0.004473428273706148,-0.07205130052597453,TQQQ,9.237500190734863,9.438332557678224,9.166666984558104,9.339166641235352,9.300630569458008,55674000,22,11.0,,0.11,2.42,0.22666549682617365,0.024606349244802983
91,2017-09-28,11,0.007252170892671066,0.6211662396148769,TQQQ,9.271666526794434,9.350000381469728,9.203332901000977,9.32333278656006,9.28486156463623,32268000,65,11.0,,0.11,7.15,-0.0883321762084961,-0.009358875168753888
92,2017-10-04,1,0.0037787426189649182,-0.4789501412902917,TQQQ,9.55166721343994,9.692500114440918,9.525833129882812,9.63249969482422,9.592753410339355,45076800,54,10.0,,0.1,5.4,0.34249973297118963,0.036630985989045683
93,2017-10-05,1,0.0037787426189649182,0.0,TQQQ,9.744999885559082,9.925832748413086,9.704167366027832,9.90999984741211,9.86910915374756,47145600,79,10.0,,0.1,7.9,0.23333263397216797,0.024073523984232237
94,2017-10-06,1,0.0037787426189649182,0.0,TQQQ,9.81666660308838,9.949999809265137,9.8125,9.945833206176758,9.904792785644531,42980400,50,10.0,,0.1,5.0,0.02416706085205078,0.0024347640610722365
95,2017-10-09,5,0.005168113928447377,0.367680853019579,TQQQ,9.991666793823242,10.021666526794434,9.88083267211914,9.920832633972168,9.87989616394043,34425600,48,10.0,,0.1,4.800000000000001,0.07166671752929688,0.007202685316894497
96,2017-10-10,1,0.0037787426189649182,-0.26883527118757977,TQQQ,10.015000343322754,10.047499656677246,9.80916690826416,9.94166660308838,9.900644302368164,35878800,59,10.0,,0.1,5.9,0.0258331298828125,0.0025777279471177472
97,2017-10-11,9,0.0065574852379298365,0.735361706039158,TQQQ,9.929166793823242,10.033332824707031,9.887499809265137,10.028332710266112,9.986952781677246,29894400,54,10.0,,0.1,5.4,-0.014166831970214844,-0.0014099858128185927
98,2017-10-12,1,0.0037787426189649182,-0.4237512580115472,TQQQ,9.985833168029783,10.09000015258789,9.938332557678224,9.974166870117188,9.93301010131836,33090000,96,10.0,,0.1,9.6,0.056667327880859375,0.005647906719621343
99,2017-10-19,5,0.005168113928447377,0.367680853019579,TQQQ,10.011667251586914,10.074999809265137,9.859999656677246,10.074167251586914,10.032598495483398,40340400,74,10.0,,0.1,7.4,-0.015000343322753906,-0.0014866544198125498
100,2017-10-20,1,0.0037787426189649182,-0.26883527118757977,TQQQ,10.19499969482422,10.21916675567627,10.11750030517578,10.147500038146973,10.105628967285156,33277200,44,10.0,,0.1,4.4,0.1441669464111328,0.014309374604509095
101,2017-10-23,2,0.004126085446335533,0.09192021325489463,TQQQ,10.21166706085205,10.214166641235352,9.910833358764648,9.958333015441896,9.917242050170898,30728400,71,10.0,,0.1,7.1000000000000005,-0.005000114440917969,-0.0004892878803588463
102,2017-10-24,3,0.004473428273706148,0.08418217021634833,TQQQ,10.00583267211914,10.064167022705078,9.892499923706056,10.009166717529297,9.967864990234377,29436000,35,10.0,,0.1,3.5,-0.14999961853027344,-0.014685448534265566
103,2017-10-26,1,0.0037787426189649182,-0.15529155990371923,TQQQ,9.873332977294922,9.939167022705078,9.78166675567627,9.795832633972168,9.755412101745604,36384000,66,10.0,,0.1,6.6000000000000005,-0.125,-0.012420302616003465
104,2017-10-27,2,0.004126085446335533,0.09192021325489463,TQQQ,10.261667251586914,10.699167251586914,10.235833168029783,10.640000343322754,10.596096992492676,73909200,100,10.0,,0.1,10.0,0.7600002288818359,0.07646518336453023
105,2017-10-30,1,0.0037787426189649182,-0.0841821702163481,TQQQ,10.613332748413086,10.84000015258789,10.59000015258789,10.715832710266112,10.671615600585938,48278400,47,10.0,,0.1,4.7,0.14083290100097656,0.0131629777990514
106,2017-11-01,2,0.004126085446335533,0.09192021325489463,TQQQ,10.96500015258789,10.979999542236328,10.695833206176758,10.8149995803833,10.770374298095703,41532000,46,11.0,False,0.11,5.06,0.1399993896484375,0.012915072663999494
107,2017-11-02,40,0.017325112886418897,3.198922468221232,TQQQ,10.782500267028809,10.797499656677246,10.537500381469728,10.760000228881836,10.715601921081545,45890400,51,11.0,,0.11,5.61,-0.18249988555908203,-0.016621119596323064
108,2017-11-03,2,0.004126085446335533,-0.7618436616612202,TQQQ,10.874167442321776,11.072500228881836,10.764166831970217,11.0600004196167,11.014363288879396,43350000,50,11.0,,0.11,5.5,0.27500057220458984,0.02546891233606363
109,2017-11-09,15,0.008641542202153525,1.0943682128125265,TQQQ,11.05500030517578,11.166666984558104,10.804166793823242,11.14916706085205,11.103161811828612,81597600,33,11.0,,0.11,3.63,0.09416675567626775,0.008504561185796122
110,2017-11-10,62,0.02496665508857242,1.8891434543189036,TQQQ,11.074167251586914,11.171667098999023,11.011667251586914,11.145833015441896,11.09984302520752,33218400,56,11.0,,0.11,6.16,0.005000114440919745,0.0004477714297232982
111,2017-11-14,2,0.004126085446335533,-0.8347361538140486,TQQQ,11.06666660308838,11.103333473205566,10.903332710266112,11.06666660308838,11.021002769470217,45500400,37,11.0,,0.11,4.07,-0.06833362579345703,-0.006116690122245028
112,2017-11-15,2,0.004126085446335533,0.0,TQQQ,10.925000190734863,10.99583339691162,10.729999542236328,10.904167175292969,10.859173774719238,40334400,30,11.0,,0.11,3.3,-0.10750007629394709,-0.009681783993371496
113,2017-11-16,14,0.008294199374782912,1.0101860425961786,TQQQ,11.075833320617676,11.392499923706056,11.06999969482422,11.3125,11.26582145690918,40426800,44,11.0,,0.11,4.84,0.39666652679443715,0.036074257627970896
114,2017-11-17,2,0.004126085446335533,-0.502533606934964,TQQQ,11.324167251586914,11.346667289733888,11.15583324432373,11.185832977294922,11.139677047729492,34676400,27,11.0,,0.11,2.97,-0.04583263397216797,-0.004023053261277387
115,2017-11-20,2,0.004126085446335533,0.0,TQQQ,11.203332901000977,11.241666793823242,11.113332748413086,11.158332824707031,11.112289428710938,25029600,49,11.0,,0.11,5.39,-0.10500049591064631,-0.009253862233684074
116,2017-11-21,1,0.0037787426189649182,-0.0841821702163481,TQQQ,11.314167022705078,11.533332824707031,11.302499771118164,11.510000228881836,11.462507247924805,35371200,27,11.0,,0.11,2.97,0.29166603088378906,0.025945087702123004
117,2017-11-22,0,0.0034313997915943035,-0.09192021325489474,TQQQ,11.550832748413086,11.592499732971191,11.485833168029783,11.555832862854004,11.508151054382324,30058800,37,11.0,,0.11,4.07,0.059166908264160156,0.00513007897746709
118,2017-11-28,4,0.004820771101076763,0.07764577995185973,TQQQ,11.74583339691162,11.779167175292969,11.55916690826416,11.7524995803833,11.70400619506836,35152800,47,11.0,,0.11,5.17,0.18666744232177734,0.016102432315858506
119,2017-11-30,0,0.0034313997915943035,-0.288205202103898,TQQQ,11.28833293914795,11.486666679382324,11.204167366027832,11.425000190734863,11.377857208251951,59390400,100,11.0,,0.11,11.0,-0.29250049591064453,-0.024832018389565724
120,2017-12-01,2,0.004126085446335533,0.20244964065188764,TQQQ,11.204167366027832,11.435832977294922,10.77416706085205,11.272500038146973,11.225987434387209,85147200,81,12.0,False,0.12,9.72,-0.050833702087402344,-0.0044254528756061395
