,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,QCOM_unscaled,QCOM_monthly,isPartial,scale,QCOM,Stock_Price_Change,Stock_Price_Change_Percent
31,2017-01-30,2,0.12911387900355872,-0.05224523915258228,QCOM,54.38999938964844,54.400001525878906,53.54999923706055,53.61000061035156,46.20064926147461,14853900,28,45.0,,0.45,12.6,-0.3599967956542969,-0.0065740833946069666
32,2017-01-31,3,0.13267259786476868,0.02756263609051568,QCOM,53.61000061035156,53.63999938964844,52.83000183105469,53.43000030517578,46.0455207824707,13995400,26,45.0,,0.45,11.7,-0.7600021362304688,-0.01397062711237107
33,2017-02-02,2,0.12911387900355872,-0.026823314825246025,QCOM,52.95000076293945,53.09999847412109,52.369998931884766,52.65999984741211,45.38194274902344,14481200,66,35.0,,0.35,23.1,-0.5400009155273509,-0.010067131276507046
34,2017-02-03,2,0.12911387900355872,0.0,QCOM,52.95000076293945,53.220001220703125,52.75,52.97999954223633,45.65771865844727,10965300,80,35.0,,0.35,28.0,0.12000274658203836,0.002259938795299954
35,2017-02-06,2,0.12911387900355872,-0.026823314825246025,QCOM,53.310001373291016,53.40999984741211,52.81999969482422,52.880001068115234,45.571537017822266,8215100,54,35.0,,0.35,18.9,0.18999862670898438,0.003570060547745113
36,2017-02-08,3,0.13267259786476868,0.02756263609051568,QCOM,53.38999938964844,53.38999938964844,52.720001220703125,52.88999938964844,45.58015441894531,9229000,60,35.0,,0.35,21.0,-0.020000457763671875,-0.00037447028310821917
37,2017-02-10,1,0.12555516014234874,-0.05364662965049227,QCOM,53.09999847412109,54.27999877929688,52.93000030517578,54.0,46.53673553466797,14042200,64,35.0,,0.35,22.4,0.8899993896484446,0.016669777108500927
38,2017-02-13,1,0.12555516014234874,-0.07836785872887353,QCOM,54.58000183105469,55.130001068115234,54.2599983215332,54.93000030517578,47.33821105957031,14516200,60,35.0,,0.35,21.0,0.8500022888183523,0.015659585628851502
39,2017-02-14,1,0.12555516014234874,0.0,QCOM,55.43000030517578,55.52000045776367,54.81999969482422,55.47999954223633,47.81219482421875,13072000,80,35.0,,0.35,28.0,0.3899993896484375,0.007074177074050558
40,2017-02-15,1,0.12555516014234874,0.0,QCOM,55.630001068115234,56.5,55.4900016784668,56.4900016784668,48.6826057434082,14149200,100,35.0,,0.35,35.0,0.9799995422363281,0.017651288439413104
41,2017-02-16,3,0.13267259786476868,0.056687735608401235,QCOM,56.58000183105469,56.900001525878906,56.45000076293945,56.880001068115234,49.01870346069336,11622900,75,35.0,,0.35,26.25,0.40000152587890625,0.007079673024405375
42,2017-02-17,2,0.12911387900355872,-0.026823314825246025,QCOM,56.84999847412109,56.93999862670898,56.04999923706055,56.459999084472656,48.6567497253418,12456600,61,35.0,,0.35,21.35,0.03999710083007102,0.0007029367268449604
43,2017-02-21,2,0.12911387900355872,0.0,QCOM,56.83000183105469,57.18999862670898,56.58000183105469,56.75,48.90666580200195,9878200,38,35.0,,0.35,13.3,0.25,0.004390586688260534
44,2017-02-24,3,0.13267259786476868,0.02756263609051568,QCOM,57.02000045776367,57.22999954223633,56.5,57.220001220703125,49.31171417236328,10644800,50,35.0,,0.35,17.5,0.040000915527350855,0.0006994390013619345
45,2017-02-27,2,0.12911387900355872,-0.026823314825246025,QCOM,56.560001373291016,56.97999954223633,56.310001373291016,56.72999954223633,49.34650039672852,7127600,40,35.0,,0.35,14.0,-0.25,-0.004368338319057585
46,2017-03-01,4,0.13623131672597866,0.05512527218103136,QCOM,56.93000030517578,57.08000183105469,56.27000045776367,57.0099983215332,49.59006118774414,11082400,73,28.0,False,0.28,20.44,0.10000228881835938,0.0017550419379037674
47,2017-03-13,6,0.1433487544483986,0.05224523915258228,QCOM,59.02999877929688,59.040000915527344,58.20000076293945,58.459999084472656,50.85134506225586,7737900,73,28.0,,0.28,20.44,1.9599990844726562,0.03433775440781983
48,2017-03-14,8,0.1504661921708185,0.049651200317767596,QCOM,58.380001068115234,58.380001068115234,57.720001220703125,58.220001220703125,50.642578125,6276900,46,28.0,,0.28,12.88,-0.6599998474121094,-0.011178859030785193
49,2017-03-16,4,0.13623131672597866,-0.09460514178945612,QCOM,58.29999923706055,58.72999954223633,58.15999984741211,58.34999847412109,50.75565719604492,7206200,47,28.0,,0.28,13.160000000000002,0.34999847412109375,0.0059951775902287174
50,2017-03-21,2,0.12911387900355872,0.02834386780420073,QCOM,57.93000030517578,58.09999847412109,56.7400016784668,56.79999923706055,49.40739440917969,10092600,62,28.0,,0.28,17.360000000000003,-0.6300010681152415,-0.010727074289557437
51,2017-03-28,1,0.12555516014234874,-0.02756263609051579,QCOM,56.66999816894531,57.61000061035156,56.66999816894531,57.380001068115234,49.91191101074219,5953500,47,28.0,,0.28,13.160000000000002,-0.48999786376952414,-0.008433698393086497
52,2017-03-30,2,0.12911387900355872,0.02834386780420073,QCOM,57.36000061035156,57.650001525878906,57.18999862670898,57.20000076293945,49.755332946777344,6359000,52,28.0,,0.28,14.560000000000002,0.04000091552734375,0.0006943397865570855
53,2017-04-06,1,0.12555516014234874,-0.02756263609051579,QCOM,56.43999862670898,56.72999954223633,56.13999938964844,56.52999877929688,49.17253112792969,5757800,28,33.0,,0.33,9.24,-0.9200019836425781,-0.01595840345692956
54,2017-04-11,3,0.13267259786476868,0.056687735608401235,QCOM,56.31999969482422,56.36000061035156,54.720001220703125,55.34999847412109,48.14611053466797,17301800,36,33.0,,0.33,11.88,-0.3699989318847656,-0.0065221035584408504
55,2017-04-17,19,0.18961209964412812,-0.3752301215980113,QCOM,52.9900016784668,53.130001068115234,52.75,52.88999938964844,46.00628280639648,10471700,43,33.0,,0.33,14.19,-3.229999542236328,-0.05731014029909498
56,2017-04-19,3,0.13267259786476868,-0.3002946641391866,QCOM,53.0,53.09999847412109,52.29999923706055,52.61000061035156,45.76272964477539,15441500,100,33.0,,0.33,33.0,-0.03000259399414773,-0.000564701550743063
57,2017-04-20,5,0.1397900355871886,0.05364662965049227,QCOM,53.220001220703125,53.400001525878906,51.400001525878906,52.65999984741211,45.80621719360352,24664600,97,33.0,,0.33,32.01,0.3000030517578196,0.005649775148374614
58,2017-04-21,1,0.12555516014234874,-0.1018304014663578,QCOM,52.77000045776367,52.79999923706055,52.209999084472656,52.5,45.66704559326172,10951500,41,33.0,,0.33,13.53,-0.6000022888183594,-0.011235997596883651
59,2017-04-25,1,0.12555516014234874,0.5834567568780573,QCOM,53.16999816894531,53.4900016784668,52.959999084472656,53.0,46.10197448730469,11688700,43,33.0,,0.33,14.19,0.69000244140625,0.013068228245767255
60,2017-04-27,1,0.12555516014234874,0.0,QCOM,53.2400016784668,53.34000015258789,52.90999984741211,53.209999084472656,46.28463363647461,6956200,26,33.0,,0.33,8.58,-0.15000152587890625,-0.0028042909174050834
61,2017-04-28,1,0.12555516014234874,0.0,QCOM,51.79999923706055,53.95000076293945,51.04999923706055,53.7400016784668,46.74565887451172,34374100,78,33.0,,0.33,25.74,0.6100006103515625,0.011436081901135209
62,2017-05-01,1,0.12555516014234874,-0.02756263609051579,QCOM,53.650001525878906,53.70000076293945,53.09999847412109,53.59999847412109,46.62387466430664,12987700,58,32.0,False,0.32,18.56,-0.25,-0.004633920231039812
63,2017-05-04,1,0.12555516014234874,0.0,QCOM,54.72999954223633,55.0,54.5,54.90999984741211,47.763370513916016,11993400,80,32.0,,0.32,25.6,1.2999992370605469,0.024208551556627267
64,2017-05-05,25,0.2109644128113879,0.6802528273008135,QCOM,54.93000030517578,55.0,54.70000076293945,54.93000030517578,47.78078079223633,9108800,56,32.0,,0.32,17.92,0.0,0.0
65,2017-05-08,1,0.12555516014234874,-0.4756171876161176,QCOM,54.9900016784668,55.0,54.560001373291016,54.619998931884766,47.51112747192383,7033400,41,32.0,,0.32,13.12,0.0,0.0
66,2017-05-10,74,0.38534163701067614,2.069102349706641,QCOM,55.220001220703125,55.43000030517578,54.86000061035156,55.33000183105469,48.12872314453125,8517700,33,32.0,,0.32,10.56,0.43000030517578125,0.007818187366832374
67,2017-05-15,3,0.13267259786476868,-0.11825642723682028,QCOM,55.08000183105469,55.4900016784668,55.08000183105469,55.400001525878906,48.18960571289063,10686100,45,32.0,,0.32,14.4,0.060001373291015625,0.0010824710979735475
68,2017-05-22,9,0.15402491103202848,0.16093988895147682,QCOM,58.38999938964844,59.540000915527344,58.380001068115234,59.27999877929688,51.56461715698242,20771500,89,32.0,,0.32,28.48,4.049999237060547,0.07298610766905367
69,2017-06-15,4,0.13623131672597866,-0.11552413299138187,QCOM,56.41999816894531,57.16999816894531,56.400001525878906,56.93000030517578,50.008148193359375,5416600,77,29.0,,0.29,22.33,-2.3700027465820312,-0.03980521851090468
70,2017-06-19,2,0.12911387900355872,-0.05224523915258228,QCOM,56.959999084472656,57.65999984741211,56.90999984741211,57.61000061035156,50.60547256469727,7166200,32,29.0,,0.29,9.28,0.4900016784667969,0.008570958442551957
71,2017-06-23,2,0.12911387900355872,0.0,QCOM,56.63999938964844,57.43999862670898,56.56999969482422,56.90999984741211,49.99058151245117,11847900,78,29.0,,0.29,22.62,-0.2200012207031321,-0.0038154911773383704
72,2017-06-26,2,0.12911387900355872,-0.18066439330638417,QCOM,57.09000015258789,57.68999862670898,56.209999084472656,56.560001373291016,49.68313217163086,7339100,76,29.0,,0.29,22.04,0.25,0.004352367792079814
73,2017-06-27,1,0.12555516014234874,-0.02756263609051579,QCOM,56.290000915527344,56.33000183105469,55.40999984741211,55.43000030517578,48.69052505493164,6814400,83,29.0,,0.29,24.07,-1.3599967956542898,-0.023574221321347788
74,2017-07-17,1,0.12555516014234874,-0.07836785872887353,QCOM,56.72999954223633,56.91999816894531,56.38999938964844,56.459999084472656,49.59529495239258,5123600,29,32.0,,0.32,9.28,0.589996337890625,0.010473927191767984
75,2017-07-18,10,0.15758362989323843,0.2550948102378052,QCOM,56.34000015258789,56.380001068115234,56.0,56.290000915527344,49.44596481323242,7441000,27,32.0,,0.32,8.64,-0.5399971008300781,-0.009486948668327444
76,2017-07-19,8,0.1504661921708185,-0.04516609832659613,QCOM,56.459999084472656,56.93999862670898,56.0099983215332,56.77999877929688,49.876373291015625,8783700,84,32.0,,0.32,26.88,0.5599975585937429,0.009932556721969243
77,2017-07-20,7,0.14690747330960854,-0.023651285447363946,QCOM,55.11000061035156,55.43000030517578,53.459999084472656,53.970001220703125,47.40804290771485,35943900,100,32.0,,0.32,32.0,-1.509998321533196,-0.02651911411927743
78,2017-07-21,1,0.12555516014234874,-0.14534531624718405,QCOM,53.65999984741211,54.0,53.369998931884766,53.84000015258789,47.29384613037109,12113100,59,32.0,,0.32,18.88,-1.4300003051757812,-0.025798309530989716
79,2017-07-27,1,0.12555516014234874,0.0,QCOM,53.08000183105469,53.369998931884766,52.22999954223633,52.4900016784668,46.10799407958984,14069200,33,32.0,,0.32,10.56,-0.6300010681152344,-0.011666686446578423
80,2017-07-28,1,0.12555516014234874,0.0,QCOM,52.27000045776367,52.9900016784668,52.27000045776367,52.880001068115234,46.4505729675293,6644300,33,32.0,,0.32,10.56,-0.37999725341796875,-0.007120053607326371
81,2017-08-03,1,0.12555516014234874,-0.05364662965049227,QCOM,53.15999984741211,53.34000015258789,52.75,52.95000076293945,46.51206207275391,8643500,65,27.0,,0.27,17.55,0.34999847412109375,0.006604990810244127
82,2017-08-10,3,0.13267259786476868,0.056687735608401235,QCOM,52.540000915527344,52.75,52.11000061035156,52.34000015258789,45.97622299194336,10768000,69,27.0,,0.27,18.630000000000003,-0.5900001525878906,-0.011061120189353124
83,2017-08-11,10,0.15758362989323843,0.18776320377672273,QCOM,52.38999938964844,53.130001068115234,52.290000915527344,52.720001220703125,46.31002426147461,5894200,40,27.0,,0.27,10.8,0.3800010681152344,0.00720381171782436
84,2017-08-15,1,0.12555516014234874,-0.2032474424696823,QCOM,53.65999984741211,54.08000183105469,53.34999847412109,53.869998931884766,47.320194244384766,7876300,59,27.0,,0.27,15.93,0.9500007629394531,0.017880684054975005
85,2017-08-30,2,0.12911387900355872,0.02834386780420073,QCOM,52.22999954223633,52.290000915527344,51.560001373291016,52.119998931884766,46.29009246826172,4876200,60,27.0,,0.27,16.200000000000003,-1.7900009155273438,-0.03309912823448646
86,2017-09-05,1,0.12555516014234874,-0.02756263609051579,QCOM,51.86000061035156,51.900001525878906,49.83000183105469,50.02999877929688,44.433860778808594,17811100,80,24.0,,0.24,19.2,-0.3899993896484375,-0.007458393245746264
87,2017-09-11,2,0.12911387900355872,-0.12112109687265327,QCOM,49.93999862670898,50.66999816894531,49.90999984741211,50.56999969482422,44.91346740722656,7473500,41,24.0,,0.24,9.84,-1.2300033569335938,-0.02369948594934579
88,2017-09-15,2,0.12911387900355872,0.0,QCOM,51.95000076293945,52.290000915527344,51.43999862670898,52.18999862670898,46.35226058959961,13177900,64,24.0,,0.24,15.36,1.6200027465820312,0.03197163617769583
89,2017-09-19,3,0.13267259786476868,0.02756263609051568,QCOM,52.400001525878906,52.5,52.060001373291016,52.29999923706055,46.44996643066406,5825200,60,24.0,,0.24,14.4,0.20999908447265625,0.00401604667806188
90,2017-09-21,2,0.12911387900355872,-0.026823314825246025,QCOM,51.86000061035156,52.20000076293945,51.709999084472656,52.02999877929688,46.21015930175781,5750600,58,24.0,,0.24,13.92,-0.2999992370605469,-0.005714271182105657
91,2017-09-25,2,0.12911387900355872,0.0,QCOM,51.900001525878906,52.290000915527344,51.61000061035156,51.619998931884766,45.84601593017578,8178400,35,24.0,,0.24,8.4,0.09000015258789062,0.0017241408289745408
92,2017-10-03,1,0.12555516014234874,-0.02756263609051579,QCOM,51.9900016784668,52.220001220703125,51.650001525878906,52.02000045776367,46.20128631591797,4378000,20,30.0,,0.3,6.0,-0.06999969482421875,-0.0013386822260206266
93,2017-10-05,2,0.12911387900355872,0.02834386780420073,QCOM,52.16999816894531,52.43000030517578,51.959999084472656,52.34999847412109,46.49435806274414,5179100,29,30.0,,0.3,8.7,0.20999908447265625,0.004021430095053402
94,2017-10-09,20,0.19317081850533807,0.038254815324878955,QCOM,52.68000030517578,52.97999954223633,52.380001068115234,52.880001068115234,46.96508407592773,5817500,17,30.0,,0.3,5.1,0.5499992370605469,0.010490162766721323
95,2017-10-13,5,0.1397900355871886,-0.27633978740259024,QCOM,53.380001068115234,53.380001068115234,52.7400016784668,52.81999969482422,46.91179275512695,7005600,31,30.0,,0.3,9.3,0.40000152587890625,0.0075500477413184
96,2017-10-19,2,0.12911387900355872,-0.0763728010997683,QCOM,52.02999877929688,52.400001525878906,52.0099983215332,52.290000915527344,46.44107818603516,6825200,30,30.0,,0.3,9.0,-0.9799995422363281,-0.018358926988139346
97,2017-10-31,2,0.12911387900355872,0.0,QCOM,52.2599983215332,52.4900016784668,50.02000045776367,51.0099983215332,45.30425643920898,29914100,100,30.0,,0.3,30.0,0.09000015258789062,0.0017175601138759156
98,2017-11-01,1,0.12555516014234874,-0.02756263609051579,QCOM,51.470001220703125,53.4900016784668,50.5099983215332,53.459999084472656,47.48020553588867,15624400,51,85.0,False,0.85,43.35,1.0,0.01905124724753504
99,2017-11-02,1,0.12555516014234874,0.0,QCOM,53.59999847412109,55.68000030517578,53.59999847412109,54.84000015258789,48.70584487915039,17337800,40,85.0,,0.85,34.0,2.1899986267089844,0.04094220523441483
100,2017-11-03,7,0.14690747330960854,0.17006320682520348,QCOM,54.7599983215332,64.98999786376953,54.209999084472656,61.810001373291016,54.89621353149414,80964500,81,85.0,,0.85,68.85,9.30999755859375,0.16720541500658603
101,2017-11-06,98,0.4707508896797153,2.6460130646895066,QCOM,64.54000091552734,65.33000183105469,62.150001525878906,62.52000045776367,55.52680206298828,58900800,100,85.0,,0.85,85.0,0.34000396728515625,0.005231635304833615
102,2017-11-10,1,0.12555516014234874,-0.7332874713677702,QCOM,64.36000061035156,65.0999984741211,63.91999816894531,64.56999969482422,57.34748840332031,9626200,28,85.0,,0.85,23.8,-0.23000335693359375,-0.003520639070673681
103,2017-11-20,5,0.1397900355871886,0.05364662965049227,QCOM,66.18000030517578,66.8499984741211,65.94999694824219,66.47000122070312,59.03496551513672,9749400,26,85.0,,0.85,22.1,1.75,0.026881721060188157
104,2017-11-27,1,0.12555516014234874,-0.1018304014663578,QCOM,68.5999984741211,68.91999816894531,68.04000091552734,68.13999938964844,60.518165588378906,20404600,27,85.0,,0.85,22.95,2.0699996948242188,0.030964842813355542
105,2017-11-28,2,0.12911387900355872,0.02834386780420073,QCOM,67.58999633789062,68.41000366210938,67.22000122070312,68.37999725341797,61.24363708496094,12861300,30,85.0,,0.85,25.5,-0.5099945068359375,-0.007399804416503009
106,2017-11-29,6,0.1433487544483986,0.11025054436206294,QCOM,68.0999984741211,68.19999694824219,66.02999877929688,66.5199966430664,59.57774353027344,17022200,26,85.0,,0.85,22.1,-0.2100067138671875,-0.0030698246254224903
107,2017-12-12,3,0.13267259786476868,-0.0968968774981227,QCOM,64.87999725341797,65.11000061035156,64.55000305175781,64.86000061035156,58.09099197387695,7021200,71,30.0,,0.3,21.3,-3.089996337890625,-0.04530786621934402
108,2018-01-19,3,0.13267259786476868,0.02756263609051568,QCOM,68.04000091552734,68.25,67.75,68.04000091552734,60.93913269042969,8864300,72,38.0,,0.38,27.36,3.1399993896484375,0.04822606911708771
109,2018-01-26,4,0.13623131672597866,0.026823314825246136,QCOM,67.94000244140625,68.52999877929688,67.5999984741211,68.52999877929688,61.37798309326172,7919000,56,38.0,,0.38,21.28,0.279998779296875,0.004102546216804059
110,2018-01-29,1,0.12555516014234874,-0.07836785872887353,QCOM,68.16000366210938,68.30000305175781,67.23999786376953,67.31999969482422,60.29426193237305,9745300,50,38.0,,0.38,19.0,-0.2299957275390625,-0.003356132082823593
111,2018-01-30,1,0.12555516014234874,0.0,QCOM,67.43000030517578,67.91000366210938,66.7300033569336,66.98999786376953,59.99870681762695,8059500,49,38.0,,0.38,18.62,-0.3899993896484375,-0.005710093297549235
112,2018-01-31,1,0.12555516014234874,0.0,QCOM,67.55000305175781,68.37999725341797,67.45999908447266,68.25,61.127197265625,13915600,100,38.0,,0.38,38.0,0.46999359130859375,0.006920830009774059
113,2018-02-05,2,0.12911387900355872,-0.05224523915258228,QCOM,66.30000305175781,66.55000305175781,60.5,61.72999954223633,55.28765487670898,35996000,100,63.0,,0.63,63.0,-1.8299942016601562,-0.026762127451952833
114,2018-02-06,2,0.12911387900355872,0.0,QCOM,62.310001373291016,64.52999877929688,62.20000076293945,64.4000015258789,57.67900466918945,24458700,64,63.0,,0.63,40.32,-2.0200042724609375,-0.030353180763792342
115,2018-02-07,3,0.13267259786476868,0.02756263609051568,QCOM,64.22000122070312,66.12000274658203,64.0199966430664,65.04000091552734,58.2522087097168,15021200,46,63.0,,0.63,28.98,1.5900039672851562,0.02463976440977822
116,2018-02-08,2,0.12911387900355872,-0.026823314825246025,QCOM,64.62999725341797,65.06999969482422,62.400001525878906,62.41999816894531,55.9056396484375,13451600,39,63.0,,0.63,24.57,-1.0500030517578125,-0.015880263281024876
117,2018-02-14,4,0.13623131672597866,0.05512527218103136,QCOM,65.1500015258789,66.80000305175781,65.0999984741211,66.58999633789062,59.640438079833984,10370900,67,63.0,,0.63,42.21,1.7300033569335938,0.026586804442096934
118,2018-02-20,1,0.12555516014234874,-0.07836785872887353,QCOM,63.0099983215332,64.13999938964844,61.86000061035156,63.9900016784668,57.311790466308594,27494600,62,63.0,,0.63,39.06,-2.660003662109375,-0.03982041228423838
119,2018-02-26,1,0.12555516014234874,0.0,QCOM,64.55000305175781,67.36000061035156,64.19000244140625,66.9800033569336,59.9897346496582,27374300,70,63.0,,0.63,44.1,3.220001220703125,0.05020270114350511
120,2018-03-02,1,0.12555516014234874,0.0,QCOM,64.30999755859375,64.8499984741211,64.02999877929688,64.73999786376953,58.48119354248047,10612700,34,68.0,,0.68,23.12,-2.5100021362304688,-0.03726250168478684
121,2018-03-06,8,0.1504661921708185,0.198407074629404,QCOM,63.5,63.54999923706055,61.060001373291016,62.13999938964844,56.132545471191406,23450400,52,68.0,,0.68,35.36,-1.2999992370605469,-0.020046249308383945
122,2018-03-09,16,0.17893594306049823,0.18921028357891267,QCOM,62.36000061035156,63.060001373291016,62.119998931884766,63.02999877929688,56.93650817871094,7655300,48,68.0,,0.68,32.64,-0.48999786376953125,-0.0077104306790263255
123,2018-03-12,2,0.12911387900355872,-0.278435194208548,QCOM,63.04999923706055,63.47999954223633,62.29999923706055,62.810001373291016,56.73777770996094,15801300,55,68.0,,0.68,37.400000000000006,0.4199981689453125,0.0066602943196762965
