,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,ATVI_unscaled,ATVI_monthly,isPartial,scale,ATVI,Stock_Price_Change,Stock_Price_Change_Percent
25,2016-07-07,1,0.05850798722044728,-0.035125309541790384,ATVI,40.52000045776367,40.77000045776367,40.13999938964844,40.38999938964844,39.17151641845703,6272900,51,27.0,,0.27,13.77,0.18000030517578125,0.004434597302269472
26,2016-07-08,4,0.06170287539936102,0.05460601758313777,ATVI,40.63999938964844,41.31999969482422,40.41999816894531,41.290000915527344,40.04436874389648,6617400,51,27.0,,0.27,13.77,0.5499992370605469,0.013490292638832058
27,2016-07-11,10,0.0680926517571885,0.12293858339626618,ATVI,41.43999862670898,42.2599983215332,41.16999816894531,42.20000076293945,40.92691421508789,14715600,46,27.0,,0.27,12.420000000000002,0.9399986267089844,0.02274924089185637
28,2016-07-12,4,0.06170287539936102,-0.09383944071693329,ATVI,42.40999984741211,42.75,41.880001068115234,42.65999984741211,41.37303161621094,10540400,61,27.0,,0.27,16.470000000000002,0.4900016784667969,0.01159492896186709
29,2016-07-13,13,0.07128753993610223,0.15533578418681726,ATVI,42.790000915527344,43.04999923706055,42.04999923706055,42.11000061035156,40.83962631225586,11462100,57,27.0,,0.27,15.39,0.2999992370605469,0.00701752601311223
30,2016-07-14,1,0.05850798722044728,-0.17926769148030297,ATVI,42.36000061035156,42.52999877929688,41.65999984741211,41.84999847412109,40.58747482299805,9624800,49,27.0,,0.27,13.23,-0.5200004577636648,-0.012078988780004685
31,2016-07-18,9,0.06702768903088392,0.14561604688836716,ATVI,42.400001525878906,42.43999862670898,42.04999923706055,42.13999938964844,40.86872100830078,5927700,36,27.0,,0.27,9.72,-0.09000015258790484,-0.0021161569520598
32,2016-07-19,1,0.05850798722044728,-0.12710719903398537,ATVI,42.0,42.06999969482422,41.400001525878906,41.52000045776367,40.26742935180664,9314000,40,27.0,,0.27,10.8,-0.3699989318847585,-0.008718165500879782
33,2016-07-20,8,0.06596272630457935,0.12741404102732146,ATVI,41.68000030517578,41.709999084472656,41.220001220703125,41.380001068115234,40.13165283203125,5973700,26,27.0,,0.27,7.0200000000000005,-0.3600006103515625,-0.008557181197124009
34,2016-07-21,12,0.07022257720979766,0.06457966709181595,ATVI,41.40999984741211,41.81999969482422,41.060001373291016,41.27000045776367,40.02497100830078,6440300,31,27.0,,0.27,8.370000000000001,0.1100006103515625,0.0026372719435641123
35,2016-07-22,1,0.05850798722044728,-0.1668208495730903,ATVI,41.34999847412109,41.68000030517578,40.93000030517578,41.43999862670898,40.18983840942383,4454500,37,27.0,,0.27,9.99,-0.1399993896484375,-0.003347665965329094
36,2016-07-25,3,0.060637912673056446,0.0,ATVI,41.959999084472656,42.630001068115234,41.59999847412109,42.400001525878906,41.120880126953125,9409800,45,27.0,,0.27,12.15,0.9500007629394531,0.022792724471776937
37,2016-07-26,1,0.05850798722044728,-0.035125309541790384,ATVI,42.400001525878906,42.66999816894531,41.18999862670898,41.560001373291016,40.30622482299805,8253700,60,27.0,,0.27,16.200000000000003,0.039997100830078125,0.0009382383257783289
38,2016-07-27,1,0.05850798722044728,0.0,ATVI,41.52000045776367,41.63999938964844,40.790000915527344,40.88999938964844,39.65643310546875,13737800,40,27.0,,0.27,10.8,-1.029998779296875,-0.024138711588848727
39,2016-07-28,10,0.0680926517571885,0.16381805274941308,ATVI,40.290000915527344,40.63999938964844,40.04999923706055,40.27000045776367,39.055137634277344,11112000,100,27.0,,0.27,27.0,-1.0,-0.024015370188708474
40,2016-07-29,2,0.059572949946751864,-0.12511925428924442,ATVI,40.29999923706055,40.880001068115234,39.72999954223633,40.15999984741211,38.94845581054688,13731000,51,27.0,,0.27,13.77,0.24000167846679688,0.005905553200572289
41,2016-08-01,44,0.1043013844515442,0.6339778775088005,ATVI,40.38999938964844,40.52000045776367,39.970001220703125,40.06999969482422,38.86117172241211,6581700,16,40.0,False,0.4,6.4,-0.3600006103515625,-0.00880627693115077
42,2016-08-02,6,0.06383280085197018,-0.38799661013487985,ATVI,40.06999969482422,40.2400016784668,39.52999877929688,39.75,38.55082321166992,6676600,30,40.0,,0.4,12.0,-0.279998779296875,-0.006910137614354994
43,2016-08-03,3,0.060637912673056446,-0.05005088506648425,ATVI,39.63999938964844,40.75,39.630001068115234,40.380001068115234,39.16181945800781,8760400,31,40.0,,0.4,12.4,0.5099983215332031,0.012673914022377275
44,2016-08-04,14,0.07235250266240682,0.19318920247984694,ATVI,40.93999862670898,41.11000061035156,40.52999877929688,40.83000183105469,39.598243713378906,10976800,100,40.0,,0.4,40.0,0.3600006103515625,0.00883437080617333
45,2016-08-05,2,0.059572949946751864,-0.17662903486951542,ATVI,42.25,42.45000076293945,40.0099983215332,40.560001373291016,39.336387634277344,20866600,95,40.0,,0.4,38.0,1.3400001525878906,0.032595478781152654
46,2016-08-08,1,0.05850798722044728,-0.11301441741067841,ATVI,40.72999954223633,40.90999984741211,40.45000076293945,40.61000061035156,39.384883880615234,8080200,17,40.0,,0.4,6.800000000000001,-1.5400009155273438,-0.0362779950023423
47,2016-08-09,3,0.060637912673056446,0.036404011722091845,ATVI,40.52000045776367,41.52999877929688,40.45000076293945,41.25,40.00556945800781,8535300,22,40.0,,0.4,8.8,0.6199989318847727,0.015155192720539556
48,2016-08-10,1,0.05850798722044728,-0.035125309541790384,ATVI,41.13999938964844,41.5099983215332,41.0,41.09999847412109,39.8600959777832,5463500,21,40.0,,0.4,8.4,-0.02000045776367898,-0.0004815906176632856
49,2016-08-11,19,0.07767731629392971,0.32763610549882594,ATVI,41.13999938964844,41.709999084472656,41.13999938964844,41.310001373291016,40.06376266479492,6542400,20,40.0,,0.4,8.0,0.20000076293945312,0.004818134691075171
50,2016-08-12,2,0.059572949946751864,-0.23307147068098,ATVI,41.13999938964844,41.29999923706055,40.83000183105469,41.13999938964844,39.898887634277344,6413900,16,40.0,,0.4,6.4,-0.4099998474121094,-0.009829773589343893
51,2016-08-15,1,0.05850798722044728,-0.017876615599134782,ATVI,41.61000061035156,41.9900016784668,41.27000045776367,41.47999954223633,40.22863006591797,5800000,11,40.0,,0.4,4.4,0.69000244140625,0.01670708121435216
52,2016-08-16,2,0.059572949946751864,0.018202005861045922,ATVI,40.25,40.75,39.290000915527344,39.310001373291016,38.12409973144531,26068600,36,40.0,,0.4,14.4,-1.2400016784667969,-0.029530879468925852
53,2016-08-17,19,0.07767731629392971,0.30390246518529107,ATVI,39.54999923706055,39.959999084472656,39.34000015258789,39.880001068115234,38.676902770996094,11513500,23,40.0,,0.4,9.2,-0.7900009155273438,-0.019386525534413335
54,2016-08-18,2,0.059572949946751864,-0.23307147068098,ATVI,39.9900016784668,40.31999969482422,39.84000015258789,40.02000045776367,38.81267929077149,7273100,18,40.0,,0.4,7.2,0.3600006103515625,0.009009024489478712
55,2016-08-19,4,0.06170287539936102,0.035753231198269564,ATVI,40.130001068115234,40.290000915527344,39.77999877929688,39.97999954223633,38.773887634277344,6064300,14,40.0,,0.4,5.6000000000000005,-0.029998779296875,-0.0007440173493038493
56,2016-08-22,1,0.05850798722044728,-0.11301441741067841,ATVI,39.9900016784668,40.16999816894531,39.810001373291016,40.119998931884766,38.90966033935547,4581900,17,40.0,,0.4,6.800000000000001,-0.12000274658203125,-0.0029784746551292374
57,2016-08-23,3,0.060637912673056446,0.036404011722091845,ATVI,40.22999954223633,40.720001220703125,40.22999954223633,40.63999938964844,39.413970947265625,6391000,19,40.0,,0.4,7.6,0.5500030517578125,0.013691886403495168
58,2016-08-25,18,0.07661235356762514,0.2634398215634275,ATVI,40.470001220703125,41.0099983215332,40.400001525878906,40.9900016784668,39.75341796875,7901500,18,40.0,,0.4,7.2,0.2899971008300781,0.0071217360544340025
59,2016-08-26,1,0.05850798722044728,-0.23631131931219507,ATVI,40.95000076293945,41.209999084472656,40.650001525878906,41.04999923706055,39.81160354614258,6890800,9,40.0,,0.4,3.6,0.20000076293945312,0.004876878105952942
60,2016-08-29,2,0.059572949946751864,0.0,ATVI,41.11000061035156,41.59999847412109,41.02000045776367,41.290000915527344,40.04436874389648,5917400,19,40.0,,0.4,7.6,0.3899993896484304,0.009463707796959708
61,2016-08-30,1,0.05850798722044728,-0.017876615599134782,ATVI,41.33000183105469,41.630001068115234,41.130001068115234,41.58000183105469,40.32561492919922,5657900,12,40.0,,0.4,4.800000000000001,0.03000259399414773,0.0007212162282363987
62,2016-08-31,1,0.05850798722044728,0.0,ATVI,41.40999984741211,41.56999969482422,41.119998931884766,41.369998931884766,40.121952056884766,5751200,12,40.0,,0.4,4.800000000000001,-0.060001373291015625,-0.0014413012671520287
63,2016-09-01,3,0.060637912673056446,0.036404011722091845,ATVI,41.43999862670898,42.27999877929688,41.40999984741211,42.150001525878906,40.87841796875,7821200,44,23.0,False,0.23,10.12,0.7099990844726634,0.017079602831006513
64,2016-09-02,1,0.05850798722044728,-0.035125309541790384,ATVI,42.290000915527344,43.09999847412109,42.22999954223633,42.79999923706055,41.50880813598633,8730700,59,23.0,,0.23,13.57,0.8199996948242045,0.019394506113981524
65,2016-09-06,3,0.060637912673056446,0.017876615599134782,ATVI,43.0,43.68999862670898,42.59999847412109,43.5099983215332,42.197391510009766,13586000,38,23.0,,0.23,8.74,0.5900001525878906,0.01368909915257066
66,2016-09-13,2,0.059572949946751864,-0.017562654770895247,ATVI,43.220001220703125,43.56999969482422,42.790000915527344,43.40999984741211,42.10041046142578,9135000,81,23.0,,0.23,18.630000000000003,-0.11999893188475852,-0.0027465995801473353
67,2016-09-23,1,0.05850798722044728,-0.017876615599134782,ATVI,44.97999954223633,45.119998931884766,44.09999847412109,44.36000061035156,43.021751403808594,8694700,39,23.0,,0.23,8.97,1.5499992370605469,0.03557491962169279
68,2016-09-27,11,0.06915761448349309,0.182020058610459,ATVI,43.90999984741211,44.27000045776367,43.66999816894531,44.209999084472656,42.87627410888672,8862000,19,23.0,,0.23,4.37,-0.8499984741210938,-0.018838619109993515
69,2016-09-30,2,0.059572949946751864,-0.13859160134895832,ATVI,44.369998931884766,44.459999084472656,43.9900016784668,44.29999923706055,42.96355438232422,7844500,39,23.0,,0.23,8.97,0.18999862670898438,0.004291814428379226
70,2016-10-04,6,0.06383280085197018,0.07150646239653913,ATVI,44.20000076293945,44.34999847412109,43.77999877929688,44.130001068115234,42.79868698120117,5786500,78,23.0,,0.23,17.94,-0.1100006103515696,-0.002474147832134954
71,2016-10-06,1,0.05850798722044728,-0.08341814177747386,ATVI,44.54999923706055,44.59999847412109,43.7599983215332,43.9900016784668,42.66291427612305,6222500,79,23.0,,0.23,18.17,0.25,0.00563697877342384
72,2016-10-07,34,0.0936517571884984,0.6006661934145143,ATVI,44.09000015258789,44.470001220703125,43.720001220703125,43.91999816894531,42.59502029418945,5604200,22,23.0,,0.23,5.0600000000000005,-0.12999725341796164,-0.002914736723441669
73,2016-10-13,1,0.05850798722044728,-0.3752601234946952,ATVI,42.97999954223633,43.43000030517578,42.630001068115234,43.15999984741211,41.85795211791992,4186400,58,23.0,,0.23,13.34,-1.0400009155273438,-0.023386572677744133
74,2016-10-14,1,0.05850798722044728,0.0,ATVI,43.56999969482422,44.33000183105469,43.40999984741211,43.68999862670898,42.3719596862793,8669000,75,23.0,,0.23,17.25,0.9000015258789062,0.020723037521407806
75,2016-10-26,2,0.059572949946751864,0.018202005861045922,ATVI,44.95000076293945,45.0099983215332,44.400001525878906,44.43999862670898,43.09933853149414,4894600,64,23.0,,0.23,14.72,0.6799964904785156,0.015339419408779698
76,2016-10-27,1,0.05850798722044728,-0.017876615599134782,ATVI,44.650001525878906,44.81999969482422,43.70000076293945,43.720001220703125,42.40106201171875,5590600,86,23.0,,0.23,19.78,-0.18999862670898438,-0.004221253805692493
77,2016-10-28,1,0.05850798722044728,0.0,ATVI,43.63999938964844,43.86000061035156,42.959999084472656,43.31999969482422,42.013126373291016,8982000,68,23.0,,0.23,15.64,-0.9599990844726562,-0.0214189890898977
78,2016-10-31,2,0.059572949946751864,0.018202005861045922,ATVI,43.41999816894531,43.630001068115234,43.0,43.16999816894531,41.86764526367188,7174000,57,23.0,,0.23,13.11,-0.22999954223632812,-0.005243947538433158
79,2016-11-01,3,0.060637912673056446,0.017876615599134782,ATVI,43.27000045776367,43.369998931884766,42.43000030517578,42.59999847412109,41.31484222412109,11286800,37,36.0,False,0.36,13.32,-0.26000213623046875,-0.005959251200213234
80,2016-11-02,6,0.06383280085197018,0.05268796431268541,ATVI,42.630001068115234,43.09000015258789,42.2599983215332,42.59999847412109,41.31484222412109,7792900,56,36.0,,0.36,20.16,-0.279998779296875,-0.006456047641057783
81,2016-11-03,1,0.05850798722044728,-0.08341814177747386,ATVI,42.959999084472656,43.66999816894531,42.630001068115234,43.369998931884766,42.06161117553711,12822700,100,36.0,,0.36,36.0,0.5799980163574219,0.013460153499734728
82,2016-11-04,1,0.05850798722044728,0.0,ATVI,41.040000915527344,43.25,40.86000061035156,41.70000076293945,40.44199752807617,18751900,77,36.0,,0.36,27.72,-0.4199981689453125,-0.009617544917690957
83,2016-11-07,1,0.05850798722044728,0.0,ATVI,42.52000045776367,42.560001373291016,40.86000061035156,41.09000015258789,39.85040283203125,17854200,31,36.0,,0.36,11.16,-0.6899986267089844,-0.01595372547304008
84,2016-11-09,4,0.06170287539936102,0.05460601758313777,ATVI,40.18999862670898,40.70000076293945,39.34999847412109,40.150001525878906,38.938758850097656,13193900,56,36.0,,0.36,20.16,-1.8600006103515625,-0.04370302044959107
85,2016-11-11,2,0.059572949946751864,-0.034519063152625984,ATVI,38.43000030517578,39.45000076293945,38.22999954223633,39.40999984741211,38.2210807800293,10626500,56,36.0,,0.36,20.16,-1.25,-0.030712530136810745
86,2016-11-14,3,0.060637912673056446,0.017876615599134782,ATVI,39.209999084472656,39.52999877929688,37.7400016784668,37.77000045776367,36.63055419921875,14885800,45,36.0,,0.36,16.2,0.07999801635742898,0.00202783307503962
87,2016-11-17,18,0.07661235356762514,0.2634398215634275,ATVI,39.06999969482422,40.18999862670898,38.95000076293945,39.93999862670898,38.73509216308594,11680300,50,36.0,,0.36,18.0,0.6599998474120952,0.016696176771899163
88,2016-11-21,2,0.059572949946751864,-0.2224106534703012,ATVI,38.58000183105469,38.63999938964844,37.7599983215332,38.43000030517578,37.27064514160156,11460200,32,36.0,,0.36,11.52,-1.5499992370605398,-0.03856678999810814
89,2016-11-22,1,0.05850798722044728,-0.017876615599134782,ATVI,38.43000030517578,38.4900016784668,36.88999938964844,37.16999816894531,36.04866027832031,22636200,51,36.0,,0.36,18.36,-0.14999771118164062,-0.0038819284045285007
90,2016-11-23,2,0.059572949946751864,0.018202005861045922,ATVI,36.54999923706055,37.54999923706055,36.31999969482422,37.2599983215332,36.13594436645508,11774900,35,36.0,,0.36,12.6,-0.94000244140625,-0.02442199013808133
91,2016-12-05,3,0.060637912673056446,0.017876615599134782,ATVI,36.0099983215332,36.58000183105469,35.88999938964844,36.47999954223633,35.37947463989258,8661500,83,26.0,,0.26,21.58,-0.9699974060058594,-0.02583215514551873
92,2016-12-07,1,0.05850798722044728,-0.035125309541790384,ATVI,36.7400016784668,37.54999923706055,36.68999862670898,37.45000076293945,36.32021331787109,7164800,52,26.0,,0.26,13.52,0.9699974060058594,0.02651715028571644
93,2016-12-09,1,0.05850798722044728,0.0,ATVI,37.20000076293945,37.38999938964844,36.34999847412109,36.790000915527344,35.68012237548828,9202300,54,26.0,,0.26,14.04,-0.15999984741210938,-0.004260981375844963
94,2016-12-12,20,0.0787422790202343,0.2545004156840125,ATVI,36.77000045776367,37.310001373291016,36.560001373291016,37.16999816894531,36.04866027832031,5379900,39,26.0,,0.26,10.14,-0.07999801635742188,-0.00213955650343145
95,2016-12-19,13,0.07128753993610223,0.19664277159048238,ATVI,36.33000183105469,36.77999877929688,35.86000061035156,36.630001068115234,35.52494812011719,4941200,61,26.0,,0.26,15.86,-0.5300025939941335,-0.014205375890807281
96,2017-01-03,1,0.05850798722044728,-0.08341814177747386,ATVI,36.43999862670898,36.790000915527344,36.18000030517578,36.63999938964844,35.53464889526367,8360600,67,28.0,,0.28,18.76,0.010002136230461645,0.0002719449853840761
97,2017-01-04,3,0.060637912673056446,0.036404011722091845,ATVI,36.77000045776367,37.52999877929688,36.63999938964844,37.36000061035156,36.2329216003418,7643000,81,28.0,,0.28,22.680000000000003,0.7399978637695384,0.020114102890854246
98,2017-01-05,1,0.05850798722044728,-0.035125309541790384,ATVI,37.5,38.27000045776367,37.38999938964844,37.93999862670898,36.79542541503906,9814400,46,28.0,,0.28,12.88,0.7400016784667898,0.01971760465057648
99,2017-01-06,1,0.05850798722044728,0.0,ATVI,37.95000076293945,38.18999862670898,37.81999969482422,37.90999984741211,36.766334533691406,8364900,59,28.0,,0.28,16.520000000000003,-0.0800018310546946,-0.0020904580636988968
100,2017-01-10,1,0.05850798722044728,0.0,ATVI,37.66999816894531,38.4900016784668,37.4900016784668,38.380001068115234,37.2221565246582,7641000,100,28.0,,0.28,28.000000000000004,0.3000030517578196,0.007855539736731032
101,2017-01-13,1,0.05850798722044728,0.0,ATVI,38.68000030517578,39.36000061035156,38.59000015258789,38.95000076293945,37.77495956420898,6372900,45,28.0,,0.28,12.6,0.8699989318847656,0.02260324484141263
102,2017-01-17,4,0.06170287539936102,0.017562654770895136,ATVI,38.95000076293945,39.2400016784668,38.66999816894531,38.95000076293945,37.77495956420898,5458400,48,28.0,,0.28,13.44,-0.11999893188476562,-0.0030487533034541103
103,2017-01-24,2,0.059572949946751864,-0.034519063152625984,ATVI,38.560001373291016,39.150001525878906,38.380001068115234,39.09999847412109,37.92042922973633,8364600,69,28.0,,0.28,19.32,-0.09000015258789062,-0.0022935817721251306
104,2017-01-25,4,0.06170287539936102,0.035753231198269564,ATVI,39.380001068115234,39.59000015258789,39.119998931884766,39.560001373291016,38.36655807495117,4540400,43,28.0,,0.28,12.04,0.4399986267089844,0.011238789516218484
105,2017-01-30,24,0.08300212992545261,0.393285543180965,ATVI,39.56999969482422,39.7599983215332,39.459999084472656,39.61000061035156,38.41504287719727,5838200,34,28.0,,0.28,9.52,0.1699981689453125,0.00429396737282417
106,2017-01-31,1,0.05850798722044728,-0.29510258022299496,ATVI,39.59999847412109,40.27999877929688,39.52000045776367,40.209999084472656,38.99694442749024,10040000,34,28.0,,0.28,9.52,0.520000457763679,0.013078482890228393
107,2017-02-02,2,0.059572949946751864,0.018202005861045922,ATVI,40.459999084472656,40.59999847412109,40.02999877929688,40.470001220703125,39.24910354614258,6111900,9,53.0,,0.53,4.7700000000000005,0.31999969482420454,0.007944381939472
108,2017-02-03,11,0.06915761448349309,0.16088954039221304,ATVI,40.709999084472656,40.72999954223633,39.900001525878906,40.0099983215332,38.80297470092773,9142800,13,53.0,,0.53,6.890000000000001,0.13000106811524148,0.0032019968719483316
109,2017-02-06,1,0.05850798722044728,-0.035125309541790384,ATVI,40.040000915527344,40.220001220703125,39.650001525878906,40.18999862670898,38.97754669189453,8967800,7,53.0,,0.53,3.71,-0.5099983215332031,-0.012521441867543892
110,2017-02-07,1,0.05850798722044728,0.0,ATVI,40.220001220703125,40.650001525878906,39.84999847412109,40.04999923706055,38.84177780151367,9390800,13,53.0,,0.53,6.890000000000001,0.43000030517578125,0.010691205671929271
111,2017-02-08,2,0.059572949946751864,0.018202005861045922,ATVI,40.09999847412109,40.119998931884766,39.150001525878906,39.18999862670898,38.00771331787109,12140700,11,53.0,,0.53,5.83,-0.5300025939941406,-0.013038193704783207
112,2017-02-09,11,0.06915761448349309,0.16088954039221304,ATVI,39.40999984741211,39.77999877929688,38.93000030517578,39.72999954223633,38.53142547607422,15752200,57,53.0,,0.53,30.21,-0.3400001525878835,-0.008474580300092516
113,2017-02-10,8,0.06596272630457935,-0.0461972004496527,ATVI,45.0,47.63999938964844,44.93000030517578,47.22999954223633,45.8051643371582,51703500,100,53.0,,0.53,53.0,7.860000610351555,0.19758674840488477
114,2017-02-14,1,0.05850798722044728,-0.11301441741067841,ATVI,45.25,45.84000015258789,44.75,44.97999954223633,43.623043060302734,15305700,24,53.0,,0.53,12.72,-1.7999992370605469,-0.03778335978425018
115,2017-02-15,3,0.060637912673056446,0.036404011722091845,ATVI,44.720001220703125,45.630001068115234,44.470001220703125,45.47999954223633,44.10795974731445,11280800,26,53.0,,0.53,13.78,-0.20999908447265625,-0.004581131844974551
116,2017-02-16,-53,0.001,-0.9835086671701294,ATVI,45.369998931884766,45.650001525878906,45.06999969482422,45.38999938964844,44.02067565917969,8534800,15,53.0,,0.53,7.95,0.020000457763671875,0.00043831815243255967
117,2017-02-21,8,0.06596272630457935,-0.06066212711748731,ATVI,45.40999984741211,45.75,45.310001373291016,45.34000015258789,43.97218322753906,6675000,14,53.0,,0.53,7.42,0.09999847412109375,0.002190547005007426
118,2017-02-23,6,0.06383280085197018,-0.032289833545908087,ATVI,45.29999923706055,45.38999938964844,44.59999847412109,45.08000183105469,43.720027923583984,5617300,6,53.0,,0.53,3.18,-0.3600006103515625,-0.007868865800034208
119,2017-02-28,3,0.060637912673056446,0.036404011722091845,ATVI,45.5,45.95000076293945,44.95000076293945,45.130001068115234,43.76852416992188,9161100,10,53.0,,0.53,5.300000000000001,0.5600013732910156,0.01233754969863976
120,2017-03-01,3,0.060637912673056446,0.0,ATVI,45.470001220703125,47.33000183105469,45.18000030517578,47.13999938964844,45.71788024902344,15286300,100,28.0,False,0.28,28.000000000000004,1.3800010681152344,0.030032666924964646
121,2017-03-03,5,0.0627678381256656,0.03512530954179027,ATVI,46.54999923706055,47.15999984741211,46.5,47.06999969482422,45.649993896484375,5057700,74,28.0,,0.28,20.72,-0.17000198364257812,-0.00359184401153001
122,2017-03-07,2,0.059572949946751864,0.0566689963920739,ATVI,47.72999954223633,48.36000061035156,47.56999969482422,48.060001373291016,46.61012649536133,8044500,81,28.0,,0.28,22.680000000000003,1.2000007629394531,0.025445308880875706
