,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,SMH_unscaled,SMH_monthly,isPartial,scale,SMH,Stock_Price_Change,Stock_Price_Change_Percent
11,2016-11-21,1,0.013762762762762764,-0.051727705358990295,SMH,71.0,71.0,70.30000305175781,70.79000091552734,66.46466064453125,3672700,54,77.0,,0.77,41.58,2.339996337890625,0.03408092358116166
12,2016-12-09,6,0.017516516516516516,0.2727471088806457,SMH,72.58999633789062,72.69999694824219,71.37999725341797,71.68000030517578,67.3002700805664,3411200,74,74.0,,0.74,54.76,1.6999969482421875,0.02394361898932651
13,2016-12-16,4,0.016015015015015014,-0.08571918395336886,SMH,73.16000366210938,73.2699966430664,71.79000091552734,72.08000183105469,67.67584228515625,3491500,81,74.0,,0.74,59.94,0.5699996948242188,0.007840436296441933
14,2017-01-24,-6,0.008507507507507507,-0.34618047542118624,SMH,73.44000244140625,74.55000305175781,73.44000244140625,74.55000305175781,70.55876922607422,4116700,77,82.0,,0.82,63.13999999999999,1.2800064086914062,0.017469721131924354
15,2017-02-08,1,0.013762762762762764,0.6177197317331453,SMH,75.83000183105469,76.1500015258789,75.56999969482422,75.91999816894531,71.85541534423828,1339300,78,64.0,,0.64,49.92,1.5999984741210938,0.021462084622723143
16,2017-02-09,2,0.014513513513513515,0.05454942177612909,SMH,76.0199966430664,76.05999755859375,75.26000213623047,75.26000213623047,71.23075866699219,1788900,84,64.0,,0.64,53.76,-0.09000396728515625,-0.0011819299472314304
17,2017-02-24,1,0.013762762762762764,-0.2763303331754302,SMH,75.77999877929688,76.76000213623047,75.5,76.7300033569336,72.62205505371094,1375800,88,64.0,,0.64,56.32,0.7000045776367188,0.00920332106370969
18,2017-03-09,3,0.015264264264264263,0.10909884355225818,SMH,76.93000030517578,77.33000183105469,76.69999694824219,77.19999694824219,73.06689453125,1069100,73,61.0,,0.61,44.53,0.5699996948242188,0.007425738391885428
19,2017-03-21,5,0.016765765765765765,0.09836710603974042,SMH,79.77999877929688,79.9800033569336,77.80000305175781,77.98999786376953,73.81459045410156,5382500,75,61.0,,0.61,45.75,2.6500015258789062,0.03426873739985736
20,2017-03-23,1,0.013762762762762764,-0.1791151710549883,SMH,78.61000061035156,78.88999938964844,78.31999969482422,78.51000213623047,74.30675506591797,1330300,72,61.0,,0.61,43.92,-1.0900039672851562,-0.013628456133224942
21,2017-04-05,1,0.013762762762762764,0.0,SMH,79.3499984741211,79.93000030517578,78.69000244140625,78.7699966430664,74.55282592773438,1445700,90,100.0,,1.0,90.0,1.0400009155273438,0.013182924623825087
22,2017-04-21,4,0.016015015015015014,0.16364826532838728,SMH,78.61000061035156,78.77999877929688,78.08000183105469,78.61000061035156,74.40140533447266,2724000,36,100.0,,1.0,36.0,-1.1500015258789062,-0.014387608175755795
23,2017-05-08,1,0.013762762762762764,-0.14063378961185058,SMH,80.9000015258789,80.93000030517578,80.5,80.5999984741211,76.28485870361328,927500,65,60.0,,0.6,39.0,2.1500015258789062,0.02729121044926841
24,2017-05-11,1,0.013762762762762764,0.0,SMH,82.29000091552734,82.9000015258789,81.7699966430664,82.62000274658203,78.19671630859375,1694100,87,60.0,,0.6,52.2,1.970001220703125,0.024342038962986923
25,2017-05-23,1,0.013762762762762764,0.0,SMH,84.73999786376953,84.73999786376953,83.73999786376953,84.37000274658203,79.85301971435547,2520100,90,60.0,,0.6,54.0,1.839996337890625,0.02219537158049678
26,2017-05-24,1,0.013762762762762764,0.0,SMH,84.91000366210938,84.97000122070312,84.41999816894531,84.73999786376953,80.20321655273438,999000,84,60.0,,0.6,50.4,0.23000335693359375,0.0027142242474840206
27,2017-06-15,1,0.013762762762762764,0.12245897624295865,SMH,83.55999755859375,84.5,83.55999755859375,84.19999694824219,79.6921157836914,4198900,88,59.0,,0.59,51.92,-0.470001220703125,-0.005531378297645717
28,2017-06-28,1,0.013762762762762764,0.0,SMH,83.51000213623047,84.2699966430664,82.58000183105469,84.0999984741211,79.59748077392578,3936500,96,59.0,,0.59,56.64,-0.23000335693359375,-0.002721933218149064
29,2017-07-03,12,0.022021021021021023,2.1431633090441493,SMH,82.37999725341797,82.62000274658203,80.91999816894531,80.91999816894531,76.58772277832031,3249900,81,60.0,,0.6,48.6,-1.649993896484375,-0.01957985003218976
30,2017-07-05,6,0.017516516516516516,0.20691082143596096,SMH,81.23999786376953,82.58000183105469,81.23999786376953,82.45999908447266,78.04528045654297,6452800,83,60.0,,0.6,49.8,-0.04000091552734375,-0.0004841553400819487
31,2017-07-27,-3,0.01075975975975976,-0.2951013181192209,SMH,88.1500015258789,88.3499984741211,85.87000274658203,86.76000213623047,82.11506652832031,6367300,88,60.0,,0.6,52.8,5.769996643066406,0.06987159742222926
32,2017-08-24,2,0.014513513513513515,0.34886966229416716,SMH,86.87999725341797,86.91000366210938,85.9800033569336,86.45999908447266,81.83113098144531,1129900,85,59.0,,0.59,50.15,-1.4399948120117188,-0.016298753105621344
33,2017-09-15,2,0.014513513513513515,0.0,SMH,90.37999725341795,91.22000122070312,90.0,91.08999633789062,86.21324920654297,4618800,26,68.0,,0.68,17.68,4.30999755859375,0.0495915012885082
34,2017-09-19,6,0.017516516516516516,0.20691082143596096,SMH,92.62999725341795,92.9000015258789,92.0500030517578,92.5999984741211,87.64241027832031,2269600,23,68.0,,0.68,15.64,1.6800003051757812,0.018417016911796535
35,2017-09-20,1,0.013762762762762764,-0.21429795988342182,SMH,92.72000122070312,92.83999633789062,90.20999908447266,91.37000274658205,86.47825622558594,4604400,26,68.0,,0.68,17.68,-0.06000518798828125,-0.0006459115931398696
36,2017-09-25,6,0.017516516516516516,0.2727471088806457,SMH,91.56999969482422,91.56999969482422,89.48999786376953,89.7300033569336,84.92606353759766,3770400,31,68.0,,0.68,21.08,-1.2699966430664062,-0.013679412894893495
37,2017-09-26,6,0.017516516516516516,0.0,SMH,90.58999633789062,90.6500015258789,89.45999908447266,89.83999633789062,85.03016662597656,2142000,32,68.0,,0.68,21.76,-0.9199981689453125,-0.010046938648153314
38,2017-09-28,60,0.058057057057057056,2.314417966740957,SMH,91.68000030517578,92.48999786376952,91.44000244140624,92.45999908447266,87.50990295410156,2972500,29,68.0,,0.68,19.72,1.8399963378906108,0.020297808129273287
39,2017-10-03,5,0.016765765765765765,-0.7112191589510164,SMH,94.20999908447266,94.48999786376952,93.87000274658205,94.25,89.20407104492188,2070600,83,56.0,,0.56,46.48,2.0,0.02162395984640253
40,2017-10-04,1,0.013762762762762764,-0.1791151710549883,SMH,94.11000061035156,94.43000030517578,93.62000274658205,94.38999938964844,89.3365707397461,1676200,86,56.0,,0.56,48.16,-0.05999755859373579,-0.0006349620060340788
41,2017-10-12,1,0.013762762762762764,0.0,SMH,96.83000183105467,97.13999938964844,96.47000122070312,96.52999877929688,91.36200714111328,2900300,85,56.0,,0.56,47.6,2.7099990844726562,0.02869849704240779
42,2017-10-13,5,0.016765765765765765,0.2181976871045166,SMH,97.12000274658205,97.5199966430664,96.77999877929688,97.19000244140624,91.9866714477539,1685200,71,56.0,,0.56,39.760000000000005,0.37999725341796875,0.003911851511278375
43,2017-10-20,2,0.014513513513513515,-0.13433637829124112,SMH,98.66000366210938,98.70999908447266,98.20999908447266,98.37999725341795,93.11296081542967,5067300,73,56.0,,0.56,40.88,1.19000244140625,0.012202650557523897
44,2017-11-02,7,0.018267267267267268,-0.0759532128209024,SMH,101.30999755859376,101.91999816894533,100.70999908447266,101.81999969482422,96.36878967285156,3931800,90,56.0,,0.56,50.400000000000006,3.2099990844726705,0.032519492596952304
45,2017-11-03,1,0.013762762762762764,-0.24658885418379084,SMH,102.37000274658205,102.94000244140624,101.38999938964844,102.94000244140624,97.42882537841795,5116300,86,56.0,,0.56,48.16,1.020004272460909,0.010007891393111423
46,2017-11-06,-6,0.008507507507507507,-0.3818459524329043,SMH,104.04000091552734,104.2699966430664,103.0999984741211,104.2699966430664,98.68761444091795,3617700,72,56.0,,0.56,40.32000000000001,1.3299942016601705,0.012920091025033775
47,2017-11-13,4,0.016015015015015014,0.8824567596187787,SMH,102.47000122070312,103.36000061035156,102.30999755859376,103.29000091552734,97.76009368896484,1724000,77,56.0,,0.56,43.120000000000005,-0.9099960327148438,-0.00872730470904215
48,2017-11-17,1,0.013762762762762764,-0.14063378961185058,SMH,104.43000030517578,104.5,103.11000061035156,103.25,97.72223663330078,4475600,82,56.0,,0.56,45.92,1.1399993896484375,0.01102940579447198
49,2017-11-20,2,0.014513513513513515,0.05454942177612909,SMH,103.73999786376952,104.6500015258789,103.5999984741211,104.5,98.90531158447266,1847200,80,56.0,,0.56,44.8,0.15000152587890625,0.0014354213002765182
50,2017-11-21,2,0.014513513513513515,0.0,SMH,105.04000091552734,105.66999816894533,104.91000366210938,105.56999969482422,99.91802215576172,2144600,83,56.0,,0.56,46.48,1.0199966430664205,0.009746742744329406
51,2017-11-22,-1,0.012261261261261262,-0.15518311607697088,SMH,105.81999969482422,105.83000183105467,104.75,104.87999725341795,99.26496124267578,1529100,83,56.0,,0.56,46.48,0.16000366210934658,0.0015141825010116516
52,2017-11-30,1,0.013762762762762764,0.12245897624295865,SMH,100.6999969482422,101.20999908447266,99.69000244140624,100.25,94.88285064697266,6691000,80,56.0,,0.56,44.8,-4.620002746582017,-0.043654943462604456
53,2017-12-01,1,0.013762762762762764,0.0,SMH,99.5,99.94000244140624,97.11000061035156,99.37999725341795,94.0594253540039,9937300,78,53.0,False,0.53,41.34,-1.2699966430664205,-0.012548134122661647
54,2017-12-05,1,0.013762762762762764,0.0,SMH,96.87999725341795,98.9800033569336,96.11000061035156,97.2699966430664,92.06238555908205,6500800,78,53.0,,0.53,41.34,-0.959999084472642,-0.00960575406264852
55,2017-12-27,9,0.01976876876876877,-0.21000840033601342,SMH,98.0,98.76000213623048,97.98999786376952,98.36000061035156,94.42212677001952,2750000,99,53.0,,0.53,52.470000000000006,-0.2200012207031108,-0.0022226835041595505
56,2018-01-03,3,0.015264264264264263,-0.22785963846270707,SMH,100.77999877929688,101.87000274658205,100.61000061035156,101.79000091552734,97.71481323242188,3808500,74,63.0,,0.63,46.62,3.1100006103515625,0.03149048747550243
57,2018-01-08,1,0.013762762762762764,-0.0983671060397402,SMH,102.97000122070312,103.95999908447266,102.68000030517578,103.68000030517578,99.52913665771484,1384200,88,63.0,,0.63,55.44,2.089996337890611,0.020516307858455818
58,2018-01-17,1,0.013762762762762764,0.0,SMH,104.0,106.05999755859376,103.80999755859376,105.88999938964844,101.65066528320312,6142800,82,63.0,,0.63,51.66,2.099998474121108,0.020200062453008982
59,2018-01-19,0,0.013012012012012013,-0.0545494217761292,SMH,107.29000091552734,107.37000274658205,106.1500015258789,106.7699966430664,102.49542999267578,3284200,88,63.0,,0.63,55.44,1.3100051879882812,0.012351548351343
60,2018-01-22,2,0.014513513513513515,0.11539349180706204,SMH,107.12999725341795,107.81999969482422,106.66000366210938,107.81999969482422,103.5033950805664,2395300,81,63.0,,0.63,51.03,0.4499969482421733,0.0041910863065195425
61,2018-01-25,2,0.014513513513513515,0.0,SMH,107.58000183105467,107.9000015258789,104.58000183105467,104.5999984741211,100.4123077392578,6993400,70,63.0,,0.63,44.1,0.0800018310546875,0.0007419943543045537
62,2018-02-23,3,0.015264264264264263,0.05172770535898996,SMH,104.45999908447266,105.69000244140624,104.25,105.66000366210938,101.42987060546876,3152400,84,52.0,,0.52,43.68,-2.2099990844726705,-0.020481918936234855
63,2018-03-07,7,0.018267267267267268,0.19673421207948083,SMH,108.27999877929688,109.93000030517578,108.1999969482422,109.76000213623048,105.36573028564452,3841000,96,52.0,,0.52,49.92,4.2399978637695455,0.04011730311123962
64,2018-03-08,7,0.018267267267267268,0.0,SMH,110.41000366210938,110.52999877929688,109.18000030517578,109.80999755859376,105.41372680664062,3259000,78,52.0,,0.52,40.56,0.5999984741210938,0.005458004843586384
65,2018-03-09,-1,0.012261261261261262,-0.32878513891172123,SMH,110.58000183105467,111.93000030517578,110.37000274658205,111.93000030517578,107.44884490966795,4407600,67,52.0,,0.52,34.84,1.4000015258789062,0.012666258403516206
66,2018-03-12,3,0.015264264264264263,0.24491795248591708,SMH,112.66999816894533,113.63999938964844,112.3499984741211,113.06999969482422,108.54320526123048,4412800,83,52.0,,0.52,43.16,1.7099990844726562,0.015277397300190954
67,2018-03-22,9,0.01976876876876877,0.295101318119221,SMH,108.9499969482422,109.94000244140624,107.5500030517578,107.58999633789062,103.28260040283205,4349400,85,52.0,,0.52,44.2,-3.6999969482422017,-0.032558931433602556
68,2018-03-28,1,0.013762762762762764,-0.30381285128360924,SMH,103.87999725341795,104.7300033569336,101.79000091552734,102.19000244140624,98.09879302978516,10903300,82,52.0,,0.52,42.64,-5.209999084472642,-0.047389475793848335
69,2018-04-10,1,0.013762762762762764,0.0,SMH,102.55999755859376,103.76000213623048,101.62999725341795,103.1999969482422,99.068359375,7490800,93,75.0,,0.75,69.75,-0.9700012207031108,-0.009261922941004919
70,2018-04-11,30,0.035534534534534534,1.5819332315077457,SMH,102.66000366210938,104.05999755859376,102.41000366210938,103.1500015258789,99.02035522460938,4297800,79,75.0,,0.75,59.25,0.29999542236328125,0.0028912434096657336
71,2018-04-18,6,0.017516516516516516,-0.5070565368038537,SMH,105.0500030517578,105.3499984741211,103.83000183105467,104.79000091552734,100.59469604492188,4229000,47,75.0,,0.75,35.25,1.2900009155273295,0.012396703303793277
72,2018-04-19,4,0.016015015015015014,-0.08571918395336886,SMH,102.4000015258789,102.80999755859376,99.76000213623048,100.12000274658205,96.1116714477539,16465700,48,75.0,,0.75,36.0,-2.5400009155273295,-0.024110118199491715
73,2018-04-20,6,0.017516516516516516,0.0937558597412338,SMH,100.0,100.72000122070312,98.52999877929688,98.97000122070312,95.00770568847656,12989700,42,75.0,,0.75,31.5,-2.089996337890639,-0.02032872665617469
74,2018-04-23,4,0.016015015015015014,0.16364826532838728,SMH,99.29000091552734,99.54000091552734,97.4800033569336,97.69000244140624,93.77896118164062,8840500,36,75.0,,0.75,27.0,-1.1800003051757812,-0.011715650227109298
75,2018-04-24,16,0.025024024024024025,0.5625351584474032,SMH,98.73999786376952,99.63999938964844,96.33999633789062,97.19000244140624,93.29896545410156,15451000,48,75.0,,0.75,36.0,0.09999847412109375,0.0010046059192421186
76,2018-04-25,1,0.013762762762762764,-0.45001800072002873,SMH,97.48999786376952,97.55999755859376,95.47000122070312,96.6999969482422,92.82857513427734,9303200,41,75.0,,0.75,30.75,-2.0800018310546733,-0.0208751690465262
77,2018-05-02,14,0.023522522522522522,0.7091424830896791,SMH,98.5199966430664,98.9000015258789,97.6999969482422,98.01000213623048,94.0861358642578,4518200,95,51.0,,0.51,48.45,1.340003967285142,0.01373517836017113
78,2018-05-07,3,0.015264264264264263,-0.35107876930933235,SMH,101.0999984741211,101.77999877929688,100.9499969482422,101.33999633789062,97.28282165527344,6900100,90,51.0,,0.51,45.9,2.8799972534179688,0.029120295338563418
79,2018-05-08,2,0.014513513513513515,-0.049183553019869986,SMH,101.12999725341795,102.0500030517578,100.83999633789062,102.0500030517578,97.96440887451172,3803000,80,51.0,,0.51,40.8,0.2700042724609233,0.002652822516203912
80,2018-05-09,1,0.013762762762762764,-0.051727705358990295,SMH,102.29000091552734,103.5,102.06999969482422,103.5,99.3563461303711,4032700,74,51.0,,0.51,37.74,1.4499969482422017,0.014208690885651354
81,2018-05-10,3,0.015264264264264263,0.10909884355225818,SMH,103.9000015258789,105.22000122070312,103.9000015258789,105.22000122070312,101.00748443603516,4675000,74,51.0,,0.51,37.74,1.720001220703125,0.016618369282155765
82,2018-05-16,1,0.013762762762762764,-0.0983671060397402,SMH,105.33000183105467,106.61000061035156,105.3000030517578,106.52999877929688,102.2650375366211,3467500,80,51.0,,0.51,40.8,1.3899993896484375,0.013210410316693011
83,2018-05-18,3,0.015264264264264263,0.10909884355225818,SMH,104.75,105.20999908447266,103.9800033569336,104.5500030517578,100.36431121826172,10247200,86,51.0,,0.51,43.86,-1.4000015258789062,-0.01313199059997916
84,2018-05-21,1,0.013762762762762764,-0.1791151710549883,SMH,106.08000183105467,106.87999725341795,105.02999877929688,106.0500030517578,101.80426025390624,3836200,100,51.0,,0.51,51.0,1.6699981689452983,0.01587299860733249
85,2018-05-24,2,0.014513513513513515,0.05454942177612909,SMH,106.91000366210938,107.52999877929688,105.94000244140624,107.23999786376952,102.94660949707033,6672400,78,51.0,,0.51,39.78,0.6500015258789205,0.006081601259192881
86,2018-06-06,2,0.014513513513513515,-0.4528472772557455,SMH,111.01000213623048,111.61000061035156,110.37000274658205,111.61000061035156,107.14166259765624,2739300,82,50.0,,0.5,41.0,4.0800018310546875,0.037942917114960784
87,2018-06-08,3,0.015264264264264263,0.05172770535898996,SMH,109.5,110.27999877929688,108.9000015258789,109.97000122070312,105.56732177734376,4747000,67,50.0,,0.5,33.5,-1.3300018310546875,-0.011916511278392883
88,2018-06-12,3,0.015264264264264263,0.0,SMH,109.9800033569336,110.20999908447266,109.2699966430664,110.18000030517578,105.76891326904295,2543900,72,50.0,,0.5,36.0,-0.06999969482421875,-0.0006347451541445226
89,2018-06-15,3,0.015264264264264263,0.0,SMH,109.9499969482422,110.3000030517578,109.3000030517578,110.3000030517578,105.88410949707033,6441300,72,50.0,,0.5,36.0,0.09000396728514204,0.0008166588152873633
90,2018-06-20,1,0.013762762762762764,-0.0983671060397402,SMH,108.61000061035156,108.75,107.72000122070312,108.33999633789062,104.00257873535156,5555600,78,50.0,,0.5,39.0,-1.5500030517577983,-0.01405261114118439
91,2018-06-21,2,0.014513513513513515,0.05454942177612909,SMH,109.3499984741211,109.5,106.97000122070312,106.98999786376952,102.70661926269533,7244100,77,50.0,,0.5,38.5,0.75,0.006896551724137945
92,2018-07-03,2,0.014513513513513515,0.0,SMH,103.22000122070312,103.37999725341795,100.91000366210938,100.91000366210938,96.87004852294922,4294400,68,49.0,,0.49,33.32,-6.1200027465820455,-0.05589043604184518
93,2018-07-11,17,0.025774774774774776,0.7759155803848541,SMH,105.1500015258789,105.51000213623048,103.94000244140624,103.94000244140624,99.77872467041016,7964500,68,49.0,,0.49,33.32,2.1300048828125284,0.020603646154015554
94,2018-07-19,2,0.014513513513513515,-0.43691017126878706,SMH,106.62999725341795,107.22000122070312,106.06999969482422,106.7699966430664,102.49542999267578,4173600,94,49.0,,0.49,46.06,1.709999084472642,0.016206985592368328
95,2018-07-23,1,0.013762762762762764,-0.051727705358990295,SMH,106.02999877929688,106.73999786376952,104.58999633789062,106.58999633789062,102.3226318359375,5331900,68,49.0,,0.49,33.32,-0.48000335693360796,-0.0044768079786304815
96,2018-07-25,18,0.026525525525525527,0.9273401701941959,SMH,105.31999969482422,105.91000366210938,104.06999969482422,105.79000091552734,101.5546646118164,11147400,72,49.0,,0.49,35.28,-0.829994201660142,-0.007775849899486098
97,2018-07-26,2,0.014513513513513515,-0.4528472772557455,SMH,106.1999969482422,107.41000366210938,106.19000244140624,107.3499984741211,103.05220794677734,16403000,76,49.0,,0.49,37.24,1.5,0.014162968068488935
98,2018-07-27,2,0.014513513513513515,0.0,SMH,107.62000274658205,108.33999633789062,106.0999984741211,106.81999969482422,102.54342651367188,8492300,65,49.0,,0.49,31.85,0.92999267578125,0.008658343208951313
99,2018-07-30,2,0.014513513513513515,-0.09375585974123368,SMH,107.13999938964844,107.22000122070312,105.43000030517578,106.08999633789062,101.8426513671875,9478500,60,49.0,,0.49,29.4,-1.1199951171875,-0.010337780644688821
100,2018-07-31,33,0.037786786786786784,1.6035588661286981,SMH,106.87000274658205,107.87000274658205,105.88999938964844,105.88999938964844,101.65066528320312,4381700,58,49.0,,0.49,28.42,0.6500015258789205,0.006062315971634424
101,2018-08-02,1,0.013762762762762764,-0.635778431216721,SMH,105.5,107.58000183105467,105.1500015258789,107.41999816894533,103.1194076538086,4080300,86,46.0,,0.46,39.56,-0.29000091552737217,-0.002688429666667047
102,2018-08-09,5,0.016765765765765765,0.2181976871045166,SMH,108.5999984741211,108.83000183105467,108.05999755859376,108.16999816894533,103.83938598632812,3599600,87,46.0,,0.46,40.02,1.25,0.011619259887753364
103,2018-08-13,12,0.022021021021021023,0.31345154934622976,SMH,105.6999969482422,106.66999816894533,105.62000274658205,105.75,101.51626586914062,3972100,74,46.0,,0.46,34.04,-2.1600036621093466,-0.01984750184478068
104,2018-08-16,3,0.015264264264264263,-0.3068321287331244,SMH,104.44000244140624,104.51000213623048,103.36000061035156,103.58999633789062,99.44274139404295,5041200,89,46.0,,0.46,40.940000000000005,-2.1599960327148438,-0.020249330362730578
105,2018-08-17,2,0.014513513513513515,-0.049183553019869986,SMH,102.47000122070312,103.12000274658205,101.37999725341795,102.83000183105467,98.7131805419922,10048000,70,46.0,,0.46,32.2,-1.3899993896484375,-0.013300156551872888
106,2018-08-23,1,0.013762762762762764,-0.2763303331754302,SMH,105.20999908447266,105.98999786376952,105.04000091552734,105.33000183105467,101.1130828857422,3709000,85,46.0,,0.46,39.1,2.8699951171874716,0.027831604351684414
107,2018-08-24,4,0.016015015015015014,0.16364826532838728,SMH,105.94000244140624,106.94000244140624,105.75,106.94000244140624,102.65863037109376,4139300,94,46.0,,0.46,43.24,0.9500045776367188,0.008963153097311771
108,2018-08-28,0,0.013012012012012013,-0.10345541071798059,SMH,109.3000030517578,109.51000213623048,108.04000091552734,109.0199966430664,104.65534973144533,4336700,82,46.0,,0.46,37.72,2.569999694824247,0.02403216416824372
109,2018-08-29,2,0.014513513513513515,0.11539349180706204,SMH,109.1500015258789,109.8499984741211,108.76000213623048,109.63999938964844,105.25052642822266,3411400,70,46.0,,0.46,32.2,0.3399963378906108,0.0031047057917839016
110,2018-08-31,14,0.023522522522522522,0.6207324643078831,SMH,108.29000091552734,109.02999877929688,108.2699966430664,108.94000244140624,104.57855987548828,2339400,81,46.0,,0.46,37.260000000000005,-0.8199996948242188,-0.007464721950063535
111,2018-09-04,8,0.01901801801801802,0.24591776509935093,SMH,108.4800033569336,109.7300033569336,108.11000061035156,109.7300033569336,105.33692932128906,4846700,100,46.0,,0.46,46.0,0.7000045776367188,0.006420293363973206
112,2018-09-05,2,0.014513513513513515,-0.23685457129322596,SMH,109.68000030517578,109.87000274658205,108.20999908447266,109.12999725341795,104.76094818115234,5249500,72,46.0,,0.46,33.120000000000005,0.1399993896484517,0.0012758533251207016
113,2018-09-06,2,0.014513513513513515,0.0,SMH,108.55999755859376,108.66000366210938,106.1500015258789,106.3000030517578,102.04424285888672,9048500,70,46.0,,0.46,32.2,-1.2099990844726705,-0.011013006773682887
114,2018-09-10,1,0.013762762762762764,-0.051727705358990295,SMH,106.58999633789062,106.9000015258789,105.93000030517578,106.86000061035156,102.5818328857422,3183400,71,46.0,,0.46,32.660000000000004,-1.7600021362304688,-0.016197331832450423
115,2018-09-14,29,0.03478378378378379,1.5273838097316168,SMH,106.18000030517578,107.08999633789062,105.8499984741211,106.68000030517578,102.4090347290039,5189200,65,46.0,,0.46,29.9,0.18999481201171875,0.0017773134639826882
116,2018-09-17,1,0.013762762762762764,-0.604333937667271,SMH,105.95999908447266,106.62000274658205,105.12999725341795,105.23999786376952,101.02667999267578,5406100,68,46.0,,0.46,31.28,-0.46999359130857954,-0.004388772129804264
117,2018-09-18,1,0.013762762762762764,0.0,SMH,105.51000213623048,106.6999969482422,105.51000213623048,106.04000091552734,101.7946548461914,2876900,76,46.0,,0.46,34.96,0.07999420166015625,0.0007502738660614128
118,2018-09-19,2,0.014513513513513515,0.05454942177612909,SMH,106.0500030517578,106.73999786376952,105.7300033569336,106.27999877929688,102.0250473022461,3423000,74,46.0,,0.46,34.04,0.04000091552731533,0.00037489144021929377
119,2018-09-20,1,0.013762762762762764,-0.051727705358990295,SMH,107.25,108.05999755859376,107.11000061035156,107.6500015258789,103.34020233154295,6214100,70,46.0,,0.46,32.2,1.3199996948242472,0.01236649542104118
120,2018-09-21,8,0.01901801801801802,0.3818459524329041,SMH,107.51000213623048,108.04000091552734,106.95999908447266,107.11000061035156,102.8218231201172,4979500,67,46.0,,0.46,30.82,-0.01999664306642046,-0.0001850513003720522
121,2018-09-25,4,0.016015015015015014,-0.15790304752881734,SMH,107.06999969482422,107.55999755859376,105.9499969482422,106.1500015258789,101.90026092529295,4006500,71,46.0,,0.46,32.660000000000004,-0.48000335693357954,-0.004442829996909037
122,2018-09-26,10,0.02051951951951952,0.2812675792237016,SMH,105.66999816894533,106.51000213623048,105.19000244140624,105.20999908447266,100.99788665771484,4817600,65,46.0,,0.46,29.9,-1.0499954223632812,-0.009761950968726008
123,2018-09-27,5,0.016765765765765765,-0.18293575296355924,SMH,105.62999725341795,106.20999908447266,105.30999755859376,105.87000274658205,101.63146209716795,2361300,85,46.0,,0.46,39.1,-0.3000030517578267,-0.0028166655313189848
124,2018-09-28,42,0.04454354354354354,1.6568153322586423,SMH,105.58999633789062,106.83000183105467,105.25,106.4499969482422,102.18824005126952,3966700,79,46.0,,0.46,36.34,0.620002746582017,0.005837517671842818
