,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,TW_unscaled,TW_monthly,isPartial,scale,TW,Stock_Price_Change,Stock_Price_Change_Percent
384,2021-06-22,25,0.22235416666666666,0.10338054378166017,TW,85.87999725341797,86.33000183105469,85.16000366210938,86.1500015258789,86.1500015258789,994800,92,51.0,,0.51,46.92,0.470001220703125,0.005474041665059826
385,2021-06-23,1,0.20152083333333334,-0.09369436896842487,TW,86.01000213623047,86.41999816894531,84.55000305175781,85.05000305175781,85.05000305175781,445400,86,51.0,,0.51,43.86,0.089996337890625,0.0010424688518684277
386,2021-06-29,2,0.2023888888888889,0.004307522657569063,TW,85.02999877929688,85.83999633789062,84.26000213623047,85.44999694824219,85.44999694824219,378700,97,51.0,,0.51,49.47,-0.5800018310546875,-0.006711430726031975
387,2021-07-01,1,0.20152083333333334,-0.004289047488333808,TW,84.55999755859375,86.01000213623047,84.55999755859375,85.76000213623047,85.76000213623047,711300,74,51.0,False,0.51,37.74,0.17000579833984375,0.0019804963372860307
388,2021-07-08,3,0.20325694444444445,0.008615045315138348,TW,86.31999969482422,86.70999908447266,85.3550033569336,85.80999755859375,85.80999755859375,301800,100,51.0,,0.51,51.0,0.6999969482421875,0.008138552852649195
389,2021-07-12,1,0.20152083333333334,-0.00854146024804403,TW,87.0199966430664,87.87999725341797,86.8550033569336,87.5199966430664,87.5199966430664,219700,89,51.0,,0.51,45.39,1.1699981689453125,0.01349323239878597
390,2021-07-16,2,0.2023888888888889,0.004307522657569063,TW,85.58499908447266,86.0999984741211,85.18000030517578,85.51000213623047,85.51000213623047,286000,85,51.0,,0.51,43.35,-1.779998779296875,-0.020254879778431545
391,2021-07-19,6,0.2058611111111111,0.025956946078770526,TW,85.0199966430664,85.4000015258789,83.83999633789062,84.44999694824219,84.44999694824219,334300,100,51.0,,0.51,51.0,-0.6999969482421875,-0.008130046000553448
392,2021-08-03,1,0.20152083333333334,-0.021083524490622008,TW,88.12000274658203,88.33499908447266,87.01000213623047,87.5,87.5,207600,89,51.0,,0.51,45.39,2.93499755859375,0.03436765229687211
393,2021-08-05,2,0.2023888888888889,0.004307522657569063,TW,88.22000122070312,88.66000366210938,87.58000183105469,88.41999816894531,88.41999816894531,260000,92,51.0,,0.51,46.92,0.32500457763671875,0.003679227724063594
394,2021-08-11,20,0.2180138888888889,0.07720285479000832,TW,87.16999816894531,88.61000061035156,87.0250015258789,87.5199966430664,87.5199966430664,245600,70,51.0,,0.51,35.7,-0.0500030517578125,-0.0005639865744690997
395,2021-08-12,4,0.204125,-0.06370644072115694,TW,87.76000213623047,88.23999786376953,87.01000213623047,87.83000183105469,87.83000183105469,151200,99,51.0,,0.51,50.49,-0.37000274658203125,-0.004175631915510958
396,2021-08-25,25,0.22235416666666666,0.11296882060551283,TW,88.16000366210938,88.55000305175781,87.16999816894531,87.4000015258789,87.4000015258789,253900,82,51.0,,0.51,41.82,0.31000518798828125,0.0035132048446655517
397,2021-08-26,1,0.20152083333333334,-0.09369436896842487,TW,87.37999725341797,87.70999908447266,86.62999725341797,87.43000030517578,87.43000030517578,181000,79,51.0,,0.51,40.29,-0.8400039672851562,-0.009486210483744095
398,2021-08-27,3,0.20325694444444445,0.008615045315138348,TW,87.58000183105469,89.12999725341797,87.47000122070312,89.0,89.0,194500,78,51.0,,0.51,39.78,1.4199981689453125,0.01618969540266124
399,2021-09-03,1,0.20152083333333334,-0.00854146024804403,TW,87.30999755859375,89.34500122070312,87.30999755859375,88.41000366210938,88.41000366210938,322100,84,49.0,,0.49,41.16,0.21500396728515625,0.002412251474370075
400,2021-09-15,2,0.2023888888888889,0.0,TW,85.12000274658203,86.62000274658203,84.61000061035156,85.33999633789062,85.33999633789062,604300,95,49.0,,0.49,46.55,-2.7249984741210938,-0.030499730672001513
401,2021-09-23,7,0.20672916666666666,0.02144523744166893,TW,83.87000274658203,84.41000366210938,83.37999725341797,83.52999877929688,83.52999877929688,280400,85,49.0,,0.49,41.65,-2.2099990844726562,-0.025513726788237268
402,2021-09-28,1,0.20152083333333334,-0.025193993751889465,TW,81.33999633789062,82.0,80.4000015258789,81.19999694824219,81.19999694824219,433500,89,49.0,,0.49,43.61,-2.410003662109375,-0.028551161681695247
403,2021-09-30,5,0.20499305555555555,0.017230090630276695,TW,82.11000061035156,83.01000213623047,80.70999908447266,80.77999877929688,80.77999877929688,358000,92,49.0,,0.49,45.08,1.0100021362304688,0.012317099222322714
404,2021-10-01,1,0.20152083333333334,-0.01693824316541881,TW,81.23999786376953,83.0999984741211,80.88999938964844,81.97000122070312,81.97000122070312,457700,74,52.0,False,0.52,38.48,0.089996337890625,0.0010841625776967234
405,2021-10-06,1,0.20152083333333334,0.0,TW,82.23999786376953,82.23999786376953,80.73999786376953,81.30000305175781,81.30000305175781,237900,67,52.0,,0.52,34.84,-0.8600006103515625,-0.010348984670792483
406,2021-10-07,15,0.2136736111111111,0.060305317205968434,TW,82.1500015258789,83.45999908447266,81.9000015258789,81.9800033569336,81.9800033569336,449700,97,52.0,,0.52,50.440000000000005,1.220001220703125,0.014834645578712946
407,2021-10-11,2,0.2023888888888889,-0.052812896096720685,TW,83.66999816894531,84.21700286865234,82.43499755859375,82.5999984741211,82.5999984741211,348300,88,52.0,,0.52,45.760000000000005,0.7570037841796875,0.009070258716555868
408,2021-10-13,2,0.2023888888888889,0.0,TW,82.94999694824219,84.36000061035156,82.49500274658203,83.22000122070312,83.22000122070312,363900,86,52.0,,0.52,44.72,0.14299774169921875,0.001697967593577765
409,2021-10-25,8,0.2075972222222222,0.030152658602984106,TW,85.95999908447266,86.70999908447266,85.0,86.4000015258789,86.4000015258789,561300,80,52.0,,0.52,41.6,2.3499984741210938,0.027856785883341173
410,2021-10-26,4,0.204125,-0.01672576436743156,TW,87.05000305175781,88.33999633789062,86.3499984741211,87.38999938964844,87.38999938964844,362200,79,52.0,,0.52,41.08,1.6299972534179688,0.018798261684099815
411,2021-10-28,1,0.20152083333333334,-0.012757705654215079,TW,84.66999816894531,89.08999633789062,83.01000213623047,87.55000305175781,87.55000305175781,538000,92,52.0,,0.52,47.84,0.75,0.0084899256406048
412,2021-10-29,12,0.21106944444444445,0.04738274923326102,TW,88.08000183105469,89.41999816894531,87.55000305175781,89.0999984741211,89.0999984741211,646100,84,52.0,,0.52,43.68,0.3300018310546875,0.003704140134915823
413,2021-11-03,8,0.2075972222222222,-0.016450615253010503,TW,91.4499969482422,92.8499984741211,90.25499725341795,92.8000030517578,92.8000030517578,843100,46,62.0,,0.62,28.52,3.4300003051757812,0.038358313301408486
414,2021-11-05,3,0.20325694444444445,-0.02090720545928937,TW,93.94000244140624,95.20999908447266,93.43499755859376,94.5,94.5,1069300,48,62.0,,0.62,29.76,2.3600006103515625,0.02541734678659502
415,2021-11-08,5,0.20499305555555555,0.00854146024804403,TW,95.0,95.61000061035156,93.6750030517578,95.11000061035156,95.11000061035156,578500,56,62.0,,0.62,34.72,0.40000152587890625,0.004201255432467965
416,2021-11-17,1,0.20152083333333334,-0.004289047488333808,TW,97.55999755859376,98.11000061035156,96.48999786376952,97.98999786376952,97.98999786376952,852700,59,62.0,,0.62,36.58,2.5,0.02614789231294412
417,2021-11-18,1,0.20152083333333334,0.0,TW,98.56999969482422,98.81999969482422,97.56999969482422,98.41999816894533,98.41999816894533,720100,58,62.0,,0.62,35.96,0.7099990844726562,0.007236765671752909
418,2021-11-23,0,0.2006527777777778,-0.004307522657569174,TW,96.37000274658205,97.0999984741211,95.33000183105467,96.70999908447266,96.70999908447266,872700,52,62.0,,0.62,32.24,-1.720001220703125,-0.017405395932147627
419,2021-12-03,1,0.20152083333333334,0.004326157679795051,TW,98.47000122070312,98.9800033569336,94.29000091552734,95.72000122070312,95.72000122070312,1019500,98,100.0,,1.0,98.0,1.8800048828125,0.019361533597897607
420,2021-12-06,1,0.20152083333333334,0.0,TW,95.62000274658205,95.62000274658205,92.1999969482422,94.0,94.0,792500,51,100.0,,1.0,51.0,-3.3600006103515483,-0.03394625678315033
421,2021-12-13,2,0.2023888888888889,0.004307522657569063,TW,95.36000061035156,95.9800033569336,94.12000274658205,95.5,95.5,526000,58,100.0,,1.0,58.0,0.3600006103515483,0.0037649090149645126
422,2021-12-14,2,0.2023888888888889,0.0,TW,94.66000366210938,95.13999938964844,93.37999725341795,94.48999786376952,94.48999786376952,546800,54,100.0,,1.0,54.0,-0.8400039672851562,-0.008751864324919034
423,2021-12-20,4,0.204125,0.01292256797270741,TW,94.13999938964844,94.29000091552734,92.83000183105467,94.0500030517578,94.0500030517578,606300,80,100.0,,1.0,80.0,-0.8499984741210938,-0.008934186247362752
424,2021-12-23,4,0.204125,0.0,TW,95.83000183105467,99.48999786376952,95.73999786376952,98.88999938964844,98.88999938964844,748000,94,100.0,,1.0,94.0,5.199996948242173,0.055148975477269824
425,2021-12-27,7,0.20672916666666666,0.01275770565421519,TW,101.5199966430664,102.3000030517578,99.66999816894533,101.4000015258789,101.4000015258789,765000,83,100.0,,1.0,83.0,2.8100051879882812,0.028244097379879207
426,2021-12-28,5,0.20499305555555555,-0.008397997917296451,TW,101.45999908447266,102.33000183105467,101.4209976196289,101.98999786376952,101.98999786376952,471600,91,100.0,,1.0,91.0,0.029998779296875,0.0002932431906350619
427,2021-12-29,1,0.20152083333333334,-0.01693824316541881,TW,101.12000274658205,101.87000274658205,100.56999969482422,100.66000366210938,100.66000366210938,368100,100,100.0,,1.0,100.0,-0.45999908447262783,-0.00449525140468654
