,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,SPXS_unscaled,SPXS_monthly,isPartial,scale,SPXS,Stock_Price_Change,Stock_Price_Change_Percent
404,2020-06-01,6,0.028638190954773872,0.0,SPXS,86.9000015258789,87.30000305175781,84.5999984741211,85.0,85.0,3700420,38,59.0,False,0.59,22.42,-2.999999999999986,-0.03322259023934315
405,2020-06-02,4,0.02612562814070352,-0.08773469029654324,SPXS,84.30000305175781,85.5,83.0,83.0999984741211,83.0999984741211,3288140,51,59.0,,0.59,30.09,-1.8000030517578125,-0.020618590937398262
406,2020-06-03,24,0.05125125628140704,0.961723408347759,SPXS,81.19999694824219,81.5,78.9000015258789,79.5999984741211,79.5999984741211,4028410,42,59.0,,0.59,24.78,-4.0,-0.04678362573099415
407,2020-06-04,16,0.04120100502512563,-0.19609765663300327,SPXS,80.69999694824219,82.0999984741211,79.0,80.4000015258789,80.4000015258789,3804870,40,59.0,,0.59,23.6,0.5999984741210938,0.00736194446774352
408,2020-06-05,22,0.04873869346733668,0.1829491401390413,SPXS,75.5999984741211,75.80000305175781,72.5999984741211,74.0999984741211,74.0999984741211,5599010,45,59.0,,0.59,26.55,-6.299995422363281,-0.07673563385447701
409,2020-06-08,2,0.023613065326633167,-0.44383950763403945,SPXS,73.30000305175781,73.9000015258789,71.19999694824219,71.30000305175781,71.30000305175781,3187950,32,59.0,,0.59,18.88,-1.9000015258789062,-0.02506598218184164
410,2020-06-09,20,0.046226130653266334,0.9576505639497765,SPXS,73.4000015258789,73.9000015258789,71.9000015258789,72.9000015258789,72.9000015258789,3096450,41,59.0,,0.59,24.19,0.0,0.0
411,2020-06-10,30,0.05878894472361809,0.27176867050766385,SPXS,72.5999984741211,74.80000305175781,71.9000015258789,74.0999984741211,74.0999984741211,3635030,43,59.0,,0.59,25.37,0.9000015258789062,0.012178640152852083
412,2020-06-11,2,0.023613065326633167,-0.5983417386101376,SPXS,79.5999984741211,87.5,79.0,87.0,87.0,7935920,100,59.0,,0.59,59.0,12.699996948242188,0.169786048530699
413,2020-06-12,3,0.024869346733668342,0.05320280910832076,SPXS,80.4000015258789,88.80000305175781,79.5999984741211,83.9000015258789,83.9000015258789,11290480,72,59.0,,0.59,42.48,1.3000030517578125,0.014857177734374893
414,2020-06-15,2,0.023613065326633167,-0.8645782299201706,SPXS,89.0,90.0,80.5,81.4000015258789,81.4000015258789,8000970,62,59.0,,0.59,36.58,1.1999969482421875,0.013513478682458668
415,2020-06-16,38,0.0688391959798995,1.915301127899553,SPXS,74.69999694824219,81.0,74.5999984741211,76.9000015258789,76.9000015258789,7771940,43,59.0,,0.59,25.37,-9.0,-0.09999999999999998
416,2020-06-17,3,0.024869346733668342,-0.6387327542156362,SPXS,76.0,78.30000305175781,75.69999694824219,77.69999694824219,77.69999694824219,3983130,53,59.0,,0.59,31.27,-2.6999969482421875,-0.03333329565731091
417,2020-06-18,164,0.22713065326633167,8.132956152758133,SPXS,79.0,79.4000015258789,77.19999694824219,77.5999984741211,77.5999984741211,3609530,46,59.0,,0.59,27.14,1.0999984741210938,0.014048511254769247
418,2020-06-19,2,0.023613065326633167,-0.8960375229540476,SPXS,74.9000015258789,80.0999984741211,74.69999694824219,79.0,79.0,5801150,51,59.0,,0.59,30.09,0.6999969482421875,0.008816082302139927
419,2020-06-22,1,0.02235678391959799,-0.5291565244999471,SPXS,79.5999984741211,80.4000015258789,77.0999984741211,77.5999984741211,77.5999984741211,3531320,40,59.0,,0.59,23.6,0.3000030517578125,0.0037453565227563157
420,2020-06-23,31,0.060045226130653266,1.6857720836142955,SPXS,75.4000015258789,76.69999694824219,74.5,76.5,76.5,3633930,36,59.0,,0.59,21.24,-3.7000045776367188,-0.046019956559898434
421,2020-06-24,5,0.027381909547738694,-0.543978575613022,SPXS,78.0,83.69999694824219,77.5,82.0999984741211,82.0999984741211,6785040,63,59.0,,0.59,37.17,7.0,0.09126467116711434
422,2020-06-25,19,0.04496984924623116,0.6423196916865481,SPXS,82.80000305175781,84.5,79.30000305175781,79.5,79.5,5850010,39,59.0,,0.59,23.01,0.8000030517578125,0.00955798185097323
423,2020-06-26,29,0.05753266331658292,0.2793608224382611,SPXS,80.5,85.69999694824219,80.30000305175781,85.19999694824219,85.19999694824219,6035510,61,59.0,,0.59,35.989999999999995,1.1999969482421875,0.014201147316475593
424,2020-06-29,3,0.024869346733668342,0.11238480557428643,SPXS,84.0999984741211,86.19999694824219,81.5,81.5999984741211,81.5999984741211,4838600,31,59.0,,0.59,18.29,0.5,0.005834305925378036
425,2020-06-30,33,0.06255778894472362,1.5154576682158014,SPXS,81.9000015258789,82.0,76.9000015258789,78.0999984741211,78.0999984741211,4796430,30,59.0,,0.59,17.7,-4.1999969482421875,-0.048723864233591874
426,2020-07-01,1,0.02235678391959799,-0.6426218973411519,SPXS,77.30000305175781,77.80000305175781,75.5999984741211,76.5999984741211,76.5999984741211,4109870,48,36.0,False,0.36,17.28,-4.1999969482421875,-0.05121947497856327
427,2020-07-02,46,0.07888944723618091,2.528658125421443,SPXS,73.80000305175781,75.9000015258789,72.80000305175781,75.4000015258789,75.4000015258789,4431300,56,36.0,,0.36,20.16,-1.9000015258789062,-0.024421612485219235
428,2020-07-06,22,0.04873869346733668,0.8655510675129832,SPXS,72.5,73.0,71.5999984741211,72.0,72.0,3894860,81,36.0,,0.36,29.16,-2.9000015258789062,-0.03820818797862768
429,2020-07-07,11,0.03491959798994975,-0.2835343849881431,SPXS,72.9000015258789,74.4000015258789,71.5999984741211,74.0999984741211,74.0999984741211,3630010,44,36.0,,0.36,15.84,1.4000015258789062,0.019178103094231513
430,2020-07-08,1,0.02235678391959799,-0.35976399481939847,SPXS,73.5999984741211,74.9000015258789,72.30000305175781,72.4000015258789,72.4000015258789,3420090,61,36.0,,0.36,21.96,0.5,0.006720429969696795
431,2020-07-09,19,0.04496984924623116,1.0114632501685774,SPXS,71.9000015258789,76.19999694824219,71.69999694824219,73.5,73.5,4630230,82,36.0,,0.36,29.52,1.2999954223632812,0.017356413830166728
432,2020-07-10,21,0.04748241206030151,0.05587216448765209,SPXS,73.80000305175781,74.80000305175781,71.19999694824219,71.30000305175781,71.30000305175781,3757220,43,36.0,,0.36,15.48,-1.399993896484375,-0.018372624049254216
433,2020-07-13,46,0.07888944723618091,1.532505242781094,SPXS,69.5999984741211,73.69999694824219,67.9000015258789,73.19999694824219,73.19999694824219,5442490,75,36.0,,0.36,27.0,-1.100006103515625,-0.014705963350756468
434,2020-07-14,45,0.07763316582914573,-0.01592458118351492,SPXS,74.19999694824219,75.19999694824219,70.0999984741211,70.4000015258789,70.4000015258789,6013360,100,36.0,,0.36,36.0,1.5,0.020352782389576163
435,2020-07-15,16,0.04120100502512563,-0.46928603793125767,SPXS,68.0,70.0999984741211,67.5999984741211,68.4000015258789,68.4000015258789,4425780,86,36.0,,0.36,30.96,-5.099998474121094,-0.06781913139745555
436,2020-07-16,26,0.05376381909547739,0.3049152335650689,SPXS,69.80000305175781,70.19999694824219,68.80000305175781,69.0,69.0,2599300,60,36.0,,0.36,21.6,0.09999847412109375,0.0014265117874148192
437,2020-07-17,1,0.02235678391959799,-0.5841667445555659,SPXS,68.5,69.80000305175781,67.9000015258789,68.5999984741211,68.5999984741211,2343120,43,36.0,,0.36,15.48,-0.399993896484375,-0.005697919001040552
438,2020-07-20,4,0.02612562814070352,0.10640561821664196,SPXS,68.69999694824219,69.19999694824219,66.30000305175781,66.9000015258789,66.9000015258789,2930810,50,36.0,,0.36,18.0,-0.600006103515625,-0.008596075605766251
439,2020-07-21,21,0.04748241206030151,0.8174648970955951,SPXS,65.5,67.0999984741211,65.19999694824219,66.5,66.5,3049770,64,36.0,,0.36,23.04,-2.0999984741210938,-0.030346800097285853
440,2020-07-22,9,0.032407035175879395,-0.31749391469996835,SPXS,66.5999984741211,66.69999694824219,65.0,65.0999984741211,65.0999984741211,2432630,42,36.0,,0.36,15.12,-0.40000152587890625,-0.005961274738824018
441,2020-07-23,4,0.02612562814070352,-0.19382850054271972,SPXS,65.5,68.5,65.0,67.5999984741211,67.5999984741211,3671110,34,36.0,,0.36,12.24,1.8000030517578125,0.026986553734846153
442,2020-07-24,12,0.036175879396984925,0.38468936333910353,SPXS,69.0,69.9000015258789,68.19999694824219,68.80000305175781,68.80000305175781,2797000,86,36.0,,0.36,30.96,1.4000015258789062,0.020437978479983965
443,2020-07-27,9,0.032407035175879395,0.18351991191044226,SPXS,68.4000015258789,69.0,67.19999694824219,67.30000305175781,67.30000305175781,2154060,46,36.0,,0.36,16.56,-0.9000015258789062,-0.012875558029075251
444,2020-07-29,4,0.02612562814070352,-0.19382850054271972,SPXS,68.0999984741211,68.0999984741211,65.69999694824219,66.0,66.0,2233800,46,36.0,,0.36,16.56,-0.9000015258789062,-0.013043500375056638
445,2020-07-30,10,0.033663316582914576,0.28851702250432787,SPXS,68.0999984741211,69.5,66.5,66.80000305175781,66.80000305175781,3195110,60,36.0,,0.36,21.6,1.4000015258789062,0.020558025803934843
446,2020-07-31,2,0.023613065326633167,-0.29855202268995373,SPXS,65.69999694824219,68.5,65.19999694824219,65.19999694824219,65.19999694824219,3769210,59,36.0,,0.36,21.24,-1.0,-0.014388489208633115
447,2020-08-03,14,0.038688442211055274,0.7305012362328613,SPXS,64.19999694824219,64.5,63.400001525878906,63.900001525878906,63.900001525878906,2078580,55,21.0,,0.21,11.55,-4.0,-0.058394160583941646
448,2020-08-04,1,0.02235678391959799,-0.42213274451227434,SPXS,64.4000015258789,64.4000015258789,63.09999847412109,63.09999847412109,63.09999847412109,1907470,40,21.0,,0.21,8.4,-0.09999847412109375,-0.001550363939861965
449,2020-08-05,7,0.029894472361809046,0.33715441672285906,SPXS,62.400001525878906,62.5,61.79999923706055,62.09999847412109,62.09999847412109,2416180,48,21.0,,0.21,10.08,-1.9000015258789062,-0.029503128584793537
450,2020-08-06,57,0.09270854271356783,2.1011934778954444,SPXS,62.29999923706055,62.5,60.59999847412109,60.70000076293945,60.70000076293945,2187400,62,21.0,,0.21,13.02,0.0,0.0
451,2020-08-07,29,0.05753266331658292,-0.3794243590438505,SPXS,61.20000076293945,61.79999923706055,60.5,60.59999847412109,60.59999847412109,2613670,72,21.0,,0.21,15.12,-0.7000007629394531,-0.011200012207031262
452,2020-08-10,21,0.04748241206030151,0.22730224704507096,SPXS,60.29999923706055,61.5,59.900001525878906,60.09999847412109,60.09999847412109,2339520,41,21.0,,0.21,8.61,-0.2999992370605469,-0.004854356646668778
453,2020-08-11,1,0.02235678391959799,-0.5291565244999471,SPXS,59.29999923706055,61.900001525878906,59.0,61.5,61.5,3335630,88,21.0,,0.21,18.48,0.40000152587890625,0.006504089851689487
454,2020-08-12,8,0.03115075376884422,0.3933468195100023,SPXS,60.09999847412109,60.09999847412109,58.5,58.79999923706055,58.79999923706055,2889570,95,21.0,,0.21,19.95,-1.8000030517578196,-0.029079208519975253
455,2020-08-13,12,0.036175879396984925,0.16131634134537842,SPXS,59.400001525878906,59.79999923706055,58.5,59.20000076293945,59.20000076293945,2656250,74,21.0,,0.21,15.54,-0.29999923706053977,-0.004991667964679203
456,2020-08-14,10,0.033663316582914576,-0.06945409084595078,SPXS,59.5,59.79999923706055,58.900001525878906,59.29999923706055,59.29999923706055,1922980,76,21.0,,0.21,15.96,0.0,0.0
457,2020-08-17,17,0.042457286432160804,0.2612330198537094,SPXS,58.70000076293945,58.900001525878906,58.400001525878906,58.70000076293945,58.70000076293945,989460,34,21.0,,0.21,7.14,-0.8999977111816406,-0.015050129141538138
458,2020-08-18,22,0.04873869346733668,0.14794650254467978,SPXS,58.400001525878906,59.400001525878906,58.0,58.29999923706055,58.29999923706055,1926640,79,21.0,,0.21,16.59,0.5,0.008488964126432297
459,2020-08-19,39,0.07009547738693467,0.4381895040725847,SPXS,58.0,59.400001525878906,57.79999923706055,59.20000076293945,59.20000076293945,3236190,79,21.0,,0.21,16.59,0.0,0.0
460,2020-08-20,18,0.04371356783919598,-0.3763710660262384,SPXS,60.09999847412109,60.09999847412109,58.20000076293945,58.5,58.5,2062820,100,21.0,,0.21,21.0,0.6999969482421804,0.011784460105396022
461,2020-08-21,17,0.042457286432160804,-0.028738935509828645,SPXS,58.59999847412109,58.900001525878906,57.70000076293945,57.70000076293945,57.70000076293945,2017370,54,21.0,,0.21,11.34,-1.1999969482421804,-0.019966671858717255
462,2020-08-24,14,0.038688442211055274,-0.08876790152680791,SPXS,56.400001525878906,57.09999847412109,56.0,56.0,56.0,2540550,26,21.0,,0.21,5.46,-1.8000030517578196,-0.03056032266768194
463,2020-08-25,4,0.02612562814070352,-0.3247174957786725,SPXS,55.79999923706055,56.400001525878906,55.400001525878906,55.5,55.5,1997850,65,21.0,,0.21,13.65,-0.6999969482421804,-0.012259141277550678
464,2020-08-26,7,0.029894472361809046,0.14425851125216393,SPXS,55.20000076293945,55.5,53.70000076293945,53.79999923706055,53.79999923706055,2463640,45,21.0,,0.21,9.45,-0.9000015258789062,-0.01595747343137821
465,2020-08-27,2,0.023613065326633167,-0.21011934778954444,SPXS,53.400001525878906,54.29999923706055,52.70000076293945,53.59999847412109,53.59999847412109,4272850,95,21.0,,0.21,19.95,-1.2000007629394531,-0.021621635368278436
466,2020-08-28,36,0.06632663316582915,1.8088955096829111,SPXS,53.0,53.59999847412109,52.29999923706055,52.29999923706055,52.29999923706055,3095500,53,21.0,,0.21,11.13,-0.7000007629394602,-0.012891358614636972
467,2020-08-31,8,0.03115075376884422,0.13763993393283158,SPXS,52.5,53.09999847412109,52.09999847412109,53.0,53.0,2692440,64,21.0,,0.21,13.44,-0.5,-0.009328358474513854
468,2020-09-01,1,0.02235678391959799,-0.282303597354412,SPXS,52.59999847412109,53.0,51.400001525878906,51.400001525878906,51.400001525878906,2195840,43,27.0,False,0.27,11.61,-0.09999847412108664,-0.0018832104895412094
469,2020-09-02,1,0.02235678391959799,0.0,SPXS,50.5,51.20000076293945,48.79999923706055,49.29999923706055,49.29999923706055,4287830,31,27.0,,0.27,8.370000000000001,-1.7999992370605469,-0.033962249755859375
470,2020-09-03,1,0.02235678391959799,0.0,SPXS,50.09999847412109,55.5,49.79999923706055,54.20000076293945,54.20000076293945,8845010,100,27.0,,0.27,27.0,4.299999237060547,0.08398435884737432
471,2020-09-04,3,0.024869346733668342,0.11238480557428643,SPXS,54.09999847412109,59.29999923706055,53.09999847412109,55.59999847412109,55.59999847412109,9219780,94,27.0,,0.27,25.380000000000003,3.799999237060547,0.06846845472181173
472,2020-09-08,41,0.07260804020100503,2.074909555224516,SPXS,58.59999847412109,60.400001525878906,57.79999923706055,60.20000076293945,60.20000076293945,5196910,54,27.0,,0.27,14.580000000000002,1.1000022888183594,0.018549785884835135
473,2020-09-09,1,0.02235678391959799,-0.6920894179527995,SPXS,57.900001525878906,58.400001525878906,55.20000076293945,56.59999847412109,56.59999847412109,4038690,39,27.0,,0.27,10.53,-2.0,-0.03311258194493727
474,2020-09-10,9,0.032407035175879395,0.44953922229714527,SPXS,55.70000076293945,60.09999847412109,55.29999923706055,59.59999847412109,59.59999847412109,5727420,15,27.0,,0.27,4.050000000000001,1.6999969482421804,0.029109536024393146
475,2020-09-11,2,0.023613065326633167,-0.27135990075980765,SPXS,58.59999847412109,61.20000076293945,57.900001525878906,59.5,59.5,5489820,39,27.0,,0.27,10.53,1.1000022888183665,0.01830286716716012
476,2020-09-14,1,0.02235678391959799,0.05953798523457965,SPXS,57.59999847412109,58.0,56.09999847412109,57.20000076293945,57.20000076293945,3059160,58,27.0,,0.27,15.66,-3.200000762939453,-0.052287593513842934
477,2020-09-15,14,0.038688442211055274,0.7305012362328613,SPXS,55.70000076293945,56.900001525878906,55.29999923706055,56.20000076293945,56.20000076293945,2993380,31,27.0,,0.27,8.370000000000001,-1.0999984741210938,-0.018965490933122275
478,2020-09-17,12,0.036175879396984925,-0.06494349915573439,SPXS,59.5,59.900001525878906,57.5,58.5,58.5,4087690,72,27.0,,0.27,19.44,3.0,0.05272407591475292
479,2020-09-18,2,0.023613065326633167,-0.3472704542297541,SPXS,58.09999847412109,61.900001525878906,57.900001525878906,60.5,60.5,3654580,67,27.0,,0.27,18.09,2.0,0.033388980785516775
480,2020-09-21,37,0.06758291457286432,1.8620983187912317,SPXS,63.09999847412109,65.4000015258789,62.400001525878906,62.59999847412109,62.59999847412109,5847250,96,27.0,,0.27,25.92,3.5,0.05654280959164004
481,2020-09-22,9,0.032407035175879395,-0.5204847944085063,SPXS,61.5,63.09999847412109,60.20000076293945,60.59999847412109,60.59999847412109,3578130,34,27.0,,0.27,9.18,-2.3000030517578196,-0.035168241561090885
482,2020-09-23,27,0.05502010050251256,0.6977826019537914,SPXS,60.09999847412109,65.0,60.0,64.80000305175781,64.80000305175781,4130770,51,27.0,,0.27,13.77,1.9000015258789134,0.03011095993382873
483,2020-09-24,39,0.07009547738693467,0.2739976253539136,SPXS,65.69999694824219,66.5,62.20000076293945,64.0999984741211,64.0999984741211,6153070,34,27.0,,0.27,9.18,1.5,0.023076923076922995
484,2020-09-25,16,0.04120100502512563,-0.41221592945730867,SPXS,64.80000305175781,65.30000305175781,60.59999847412109,61.0,61.0,4190990,39,27.0,,0.27,10.53,-1.1999969482421875,-0.01804506689085994
485,2020-09-28,49,0.08265829145728644,2.163877668782458,SPXS,58.5,59.20000076293945,57.59999847412109,58.09999847412109,58.09999847412109,2815770,55,27.0,,0.27,14.85,-6.100002288818359,-0.09341503834208709
486,2020-09-29,6,0.028638190954773872,-0.6535351693112044,SPXS,58.09999847412109,59.400001525878906,57.79999923706055,59.09999847412109,59.09999847412109,3163610,38,27.0,,0.27,10.260000000000002,0.20000076293945312,0.0033783912223301904
487,2020-09-30,8,0.03115075376884422,0.08773469029654324,SPXS,58.70000076293945,58.79999923706055,55.900001525878906,57.59999847412109,57.59999847412109,4465650,38,27.0,,0.27,10.260000000000002,-0.6000022888183594,-0.01010104837382797
488,2020-10-01,1,0.02235678391959799,-0.282303597354412,SPXS,56.20000076293945,57.59999847412109,55.70000076293945,56.59999847412109,56.59999847412109,4008510,31,24.0,False,0.24,7.439999999999999,-1.2000007629394602,-0.020408176505266384
489,2020-10-02,42,0.0738643216080402,2.3038885142728702,SPXS,59.20000076293945,59.5,57.09999847412109,58.09999847412109,58.09999847412109,4987680,36,24.0,,0.24,8.64,1.9000015258789134,0.03298613847589871
490,2020-10-05,236,0.3175829145728643,9.195031456686563,SPXS,57.0,57.0,55.0,55.09999847412109,55.09999847412109,2299230,31,24.0,,0.24,7.439999999999999,-2.5,-0.04201680672268904
491,2020-10-06,15,0.039944723618090455,-0.8742226933970474,SPXS,55.0,57.70000076293945,53.900001525878906,57.5,57.5,3632100,31,24.0,,0.24,7.439999999999999,0.7000007629394531,0.012280715139288745
492,2020-10-07,21,0.04748241206030151,0.18870298150710774,SPXS,55.79999923706055,55.900001525878906,54.0,54.400001525878906,54.400001525878906,2701640,27,24.0,,0.24,6.48,-1.7999992370605469,-0.031195826919584446
493,2020-10-08,10,0.033663316582914576,-0.29103608847497087,SPXS,53.29999923706055,53.900001525878906,52.900001525878906,52.900001525878906,52.900001525878906,1815770,53,24.0,,0.24,12.72,-2.0,-0.03577817433643715
494,2020-10-09,16,0.04120100502512563,0.22391401701746516,SPXS,52.09999847412109,52.5,51.29999923706055,51.5,51.5,1885070,47,24.0,,0.24,11.28,-1.4000015258789062,-0.02597405354815674
495,2020-10-12,1,0.02235678391959799,0.0,SPXS,50.29999923706055,50.59999847412109,48.29999923706055,49.0,49.0,3177940,50,24.0,,0.24,12.0,-1.9000015258789134,-0.03619050525483647
496,2020-10-13,10,0.033663316582914576,0.5057316250842887,SPXS,49.20000076293945,50.5,49.09999847412109,50.09999847412109,50.09999847412109,2994840,45,24.0,,0.24,10.8,-0.09999847412108664,-0.0019762544888658473
497,2020-10-14,41,0.07260804020100503,1.1568890879235707,SPXS,49.70000076293945,51.29999923706055,49.20000076293945,50.900001525878906,50.900001525878906,3236430,61,24.0,,0.24,14.64,0.7999992370605469,0.015841569050703885
498,2020-10-15,3,0.024869346733668342,-0.6574849470551596,SPXS,52.900001525878906,53.09999847412109,50.900001525878906,51.20000076293945,51.20000076293945,3205210,55,24.0,,0.24,13.2,1.7999992370605398,0.03508770494795965
499,2020-10-16,5,0.027381909547738694,0.10103051121438678,SPXS,50.5,51.29999923706055,49.70000076293945,51.29999923706055,51.29999923706055,2346130,21,24.0,,0.24,5.04,-1.7999992370605398,-0.03389829169087055
500,2020-10-19,12,0.036175879396984925,0.5320280910832091,SPXS,50.59999847412109,54.0,50.29999923706055,53.59999847412109,53.59999847412109,2844350,35,24.0,,0.24,8.4,2.700000762939453,0.05263159460222555
501,2020-10-20,21,0.04748241206030151,0.31254340880677867,SPXS,53.0,53.29999923706055,51.20000076293945,53.0,53.0,3269460,52,24.0,,0.24,12.48,-0.7000007629394531,-0.012962977091471317
502,2020-10-21,1,0.02235678391959799,-0.5291565244999471,SPXS,53.0,53.400001525878906,51.79999923706055,53.29999923706055,53.29999923706055,3253280,26,24.0,,0.24,6.24,0.10000228881835938,0.0018762155769191935
503,2020-10-22,5,0.027381909547738694,0.22476961114857286,SPXS,53.09999847412109,54.20000076293945,52.0,52.400001525878906,52.400001525878906,2652520,31,24.0,,0.24,7.439999999999999,0.7999992370605469,0.0149812586929019
504,2020-10-23,6,0.028638190954773872,0.045879977977610675,SPXS,51.70000076293945,53.0,51.70000076293945,51.79999923706055,51.79999923706055,2293310,64,24.0,,0.24,15.36,-1.2000007629394531,-0.02214023516693342
505,2020-10-26,29,0.05753266331658292,1.1011194714626535,SPXS,53.400001525878906,56.400001525878906,53.0,54.59999847412109,54.59999847412109,4242400,35,24.0,,0.24,8.4,3.4000015258789062,0.06415097218639443
506,2020-10-27,26,0.05376381909547739,-0.06550790462049094,SPXS,54.59999847412109,55.400001525878906,54.29999923706055,55.29999923706055,55.29999923706055,3550800,57,24.0,,0.24,13.68,-1.0,-0.017730495974209393
507,2020-10-28,26,0.05376381909547739,0.0,SPXS,58.29999923706055,61.20000076293945,57.900001525878906,60.79999923706055,60.79999923706055,5794500,86,24.0,,0.24,20.64,5.799999237060547,0.10469312413919707
508,2020-10-29,1,0.02235678391959799,-0.5841667445555659,SPXS,60.70000076293945,61.79999923706055,57.09999847412109,58.900001525878906,58.900001525878906,5284060,100,24.0,,0.24,24.0,0.5999984741210938,0.009803896513747024
509,2020-10-30,73,0.11280904522613065,4.045853000674309,SPXS,60.0,63.0,59.09999847412109,60.900001525878906,60.900001525878906,6340290,94,24.0,,0.24,22.56,1.2000007629394531,0.019417488313168585
510,2020-11-02,28,0.05627638190954774,1.5171948752528661,SPXS,58.900001525878906,60.5,57.59999847412109,58.79999923706055,58.79999923706055,4449860,61,23.0,,0.23,14.03,-2.5,-0.03968253968253965
511,2020-11-03,43,0.07512060301507538,0.3348513260112509,SPXS,56.900001525878906,57.20000076293945,54.5,55.59999847412109,55.59999847412109,5631000,100,23.0,,0.23,23.0,-3.299999237060547,-0.054545441934885086
512,2020-11-04,2,0.023613065326633167,-0.6856645929493612,SPXS,53.5,53.900001525878906,49.79999923706055,52.0,52.0,8761580,39,23.0,,0.23,8.97,-3.299999237060547,-0.05769229358469963
513,2020-11-05,17,0.042457286432160804,0.7980421366248136,SPXS,49.20000076293945,49.5,48.0,48.79999923706055,48.79999923706055,5490870,35,23.0,,0.23,8.05,-4.400001525878906,-0.08163267905969063
514,2020-11-06,39,0.07009547738693467,0.6509646111965912,SPXS,48.900001525878906,50.0,48.400001525878906,48.79999923706055,48.79999923706055,3572860,40,23.0,,0.23,9.2,0.5,0.010101010101010166
515,2020-11-09,35,0.06507035175879397,1.616488179430188,SPXS,43.0,47.29999923706055,42.900001525878906,47.09999847412109,47.09999847412109,6301980,70,23.0,,0.23,16.1,-2.700000762939453,-0.05400001525878906
516,2020-11-10,7,0.029894472361809046,-0.5405822843462815,SPXS,47.59999847412109,48.70000076293945,46.79999923706055,47.20000076293945,47.20000076293945,4301950,93,23.0,,0.23,21.39,1.4000015258789062,0.02959834140508777
517,2020-11-11,4,0.02612562814070352,-0.1260716086737267,SPXS,46.400001525878906,46.900001525878906,45.79999923706055,46.29999923706055,46.29999923706055,2743130,64,23.0,,0.23,14.72,-1.7999992370605469,-0.03696096938114102
518,2020-11-12,6,0.028638190954773872,0.09617234083477588,SPXS,46.70000076293945,48.29999923706055,46.29999923706055,47.59999847412109,47.59999847412109,4990070,57,23.0,,0.23,13.11,1.3999977111816406,0.029850696495375084
519,2020-11-13,780,1.001,33.95332514476223,SPXS,46.70000076293945,47.0,45.20000076293945,45.59999847412109,45.59999847412109,3380740,47,23.0,,0.23,10.81,-1.2999992370605469,-0.026915098500934542
520,2020-11-16,11,0.03491959798994975,-0.12580198767140527,SPXS,44.400001525878906,45.0,43.900001525878906,43.900001525878906,43.900001525878906,3020170,71,23.0,,0.23,16.330000000000002,-2.0,-0.04255319148936165
521,2020-11-17,3,0.024869346733668342,-0.28781119585551884,SPXS,44.79999923706055,45.400001525878906,44.09999847412109,44.5,44.5,3086050,71,23.0,,0.23,16.330000000000002,0.40000152587890625,0.008888922797309018
522,2020-11-18,11,0.03491959798994975,0.4041220448575471,SPXS,44.5,46.20000076293945,44.20000076293945,46.20000076293945,46.20000076293945,2810920,37,23.0,,0.23,8.51,0.7999992370605469,0.01762112797737525
523,2020-11-19,27,0.05502010050251256,0.5756223917110375,SPXS,46.400001525878906,47.0,45.400001525878906,45.5,45.5,3515810,30,23.0,,0.23,6.9,0.7999992370605469,0.01731600051622273
524,2020-11-20,5,0.027381909547738694,-0.5023289798155082,SPXS,45.70000076293945,46.59999847412109,45.59999847412109,46.59999847412109,46.59999847412109,2186600,74,23.0,,0.23,17.02,-0.40000152587891336,-0.00851067076338119
525,2020-11-23,3,0.024869346733668342,-0.35718924535653973,SPXS,45.70000076293945,46.79999923706055,45.20000076293945,45.70000076293945,45.70000076293945,3252070,43,23.0,,0.23,9.89,0.20000076293946023,0.0042918620061871415
526,2020-11-24,33,0.06255778894472362,1.5154576682158014,SPXS,44.59999847412109,45.0,43.29999923706055,43.5,43.5,3760390,50,23.0,,0.23,11.5,-1.7999992370605469,-0.0384615227864179
527,2020-11-25,8,0.03115075376884422,-0.502048357297775,SPXS,43.5,44.09999847412109,43.5,43.79999923706055,43.79999923706055,2303750,69,23.0,,0.23,15.87,-0.9000015258789134,-0.02000003390842031
528,2020-11-27,5,0.027381909547738694,0.0,SPXS,43.29999923706055,43.70000076293945,43.09999847412109,43.400001525878906,43.400001525878906,978790,32,23.0,,0.23,7.36,-0.3999977111816335,-0.00907024319777161
529,2020-11-30,18,0.04371356783919598,-0.027936082243826266,SPXS,43.70000076293945,45.0,43.5,43.900001525878906,43.900001525878906,3368590,51,23.0,,0.23,11.73,1.2999992370605469,0.029748265774929505
530,2020-12-01,8,0.03115075376884422,-0.2873893550982871,SPXS,42.79999923706055,42.900001525878906,41.79999923706055,42.5,42.5,3136690,46,21.0,False,0.21,9.66,-2.0999984741210938,-0.04666663275824656
531,2020-12-02,11,0.03491959798994975,0.1209872560090337,SPXS,42.900001525878906,43.09999847412109,42.09999847412109,42.20000076293945,42.20000076293945,1909090,53,21.0,,0.21,11.13,0.1999969482421804,0.004661933359641823
532,2020-12-03,1,0.02235678391959799,-0.35976399481939847,SPXS,42.20000076293945,42.59999847412109,41.70000076293945,42.29999923706055,42.29999923706055,2084950,67,21.0,,0.21,14.07,-0.5,-0.011600928484956197
533,2020-12-04,6,0.028638190954773872,0.28096201393571607,SPXS,42.09999847412109,42.09999847412109,41.09999847412109,41.09999847412109,41.09999847412109,2186610,82,21.0,,0.21,17.22,-0.5,-0.011737089622285812
