,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,PLUG_unscaled,PLUG_monthly,isPartial,scale,PLUG,Stock_Price_Change,Stock_Price_Change_Percent
23,2017-08-07,5,0.008216494845360824,0.20090406830738305,PLUG,2.2699999809265137,2.4200000762939453,2.259999990463257,2.380000114440918,2.380000114440918,7078700,82,78.0,,0.78,63.96,0.08000016212463379,0.03418810472607792
24,2017-08-08,1,0.00684192439862543,-0.16729401923881215,PLUG,2.200000047683716,2.319999933242798,2.140000104904175,2.1700000762939453,2.1700000762939453,10957100,85,78.0,,0.78,66.3,-0.10000014305114746,-0.04132237185888454
25,2017-08-09,0,0.006498281786941581,-0.05022601707684571,PLUG,2.119999885559082,2.1700000762939453,2.0799999237060547,2.140000104904175,2.140000104904175,3036600,81,78.0,,0.78,63.18,-0.14999985694885254,-0.06465511261424439
26,2017-09-22,1,0.00684192439862543,0.05288207297726055,PLUG,2.509999990463257,2.630000114440918,2.490000009536743,2.569999933242798,2.569999933242798,5291200,83,72.0,,0.72,59.76,0.46000003814697266,0.21198157694657227
27,2017-10-03,2,0.007185567010309278,0.05022601707684582,PLUG,2.789999961853028,2.819999933242798,2.759999990463257,2.789999961853028,2.789999961853028,3855500,87,70.0,,0.7,60.9,0.18999981880187988,0.07224327396741193
28,2017-10-04,2,0.007185567010309278,0.0,PLUG,2.809999942779541,2.890000104904175,2.700000047683716,2.7699999809265137,2.7699999809265137,8842200,84,70.0,,0.7,58.8,0.07000017166137695,0.024822756495912923
29,2017-10-09,1,0.00684192439862543,-0.04782400765184114,PLUG,3.039999961853028,3.069999933242798,2.8499999046325684,2.869999885559082,2.869999885559082,8817000,90,70.0,,0.7,62.99999999999999,0.17999982833862305,0.06228367536498469
30,2017-10-11,0,0.006498281786941581,-0.05022601707684571,PLUG,2.940000057220459,2.950000047683716,2.75,2.789999961853028,2.789999961853028,7703700,83,70.0,,0.7,58.1,-0.11999988555908203,-0.03908791145553148
31,2017-11-07,2,0.007185567010309278,0.0,PLUG,3.190000057220459,3.2100000381469727,2.9800000190734863,3.059999942779541,3.059999942779541,8403600,68,73.0,,0.73,49.64,0.25999999046325684,0.08813558856292358
32,2017-11-30,2,0.007185567010309278,0.0,PLUG,2.319999933242798,2.380000114440918,2.289999961853028,2.369999885559082,2.369999885559082,3301600,74,73.0,,0.73,54.02,-0.8299999237060547,-0.2585669513528063
33,2017-12-04,3,0.007529209621993127,0.04782400765184125,PLUG,2.5799999237060547,2.5899999141693115,2.359999895095825,2.359999895095825,2.359999895095825,4707500,82,78.0,,0.78,63.96,0.20999979972839355,0.08823520572717469
34,2017-12-11,1,0.00684192439862543,-0.0912825193975354,PLUG,2.430000066757202,2.4600000381469727,2.400000095367432,2.430000066757202,2.430000066757202,2140500,85,78.0,,0.78,66.3,-0.12999987602233887,-0.050193003988586504
35,2018-02-13,3,0.007529209621993127,0.10045203415369164,PLUG,1.7300000190734863,1.7899999618530271,1.7200000286102295,1.7799999713897705,1.7799999713897705,2897300,76,71.0,,0.71,53.96,-0.6700000762939455,-0.27235775036761056
36,2018-05-14,3,0.007529209621993127,0.04782400765184125,PLUG,2.1700000762939453,2.2699999809265137,2.1700000762939453,2.190000057220459,2.190000057220459,9248000,81,83.0,,0.83,67.22999999999999,0.48000001907348655,0.26815644095130886
37,2018-05-30,2,0.007185567010309278,-0.045641259698767755,PLUG,1.9700000286102293,2.0,1.940000057220459,1.950000047683716,1.950000047683716,3572400,77,83.0,,0.83,63.91,-0.26999998092651367,-0.11894272387452254
38,2018-06-14,4,0.007872852233676977,0.0956480153036825,PLUG,2.009999990463257,2.0299999713897705,1.940000057220459,1.9900000095367432,1.9900000095367432,2006400,81,83.0,,0.83,67.22999999999999,0.029999971389770508,0.014999985694885254
39,2018-06-22,6,0.008560137457044674,0.08729812309035356,PLUG,2.0199999809265137,2.039999961853028,1.9700000286102293,2.039999961853028,2.039999961853028,3172500,82,83.0,,0.83,68.06,0.00999999046325728,0.004926103745908517
40,2018-07-13,1,0.00684192439862543,-0.2007226013649137,PLUG,2.1700000762939453,2.200000047683716,2.049999952316284,2.049999952316284,2.049999952316284,4965600,85,85.0,,0.85,72.25,0.16000008583068803,0.07843141608951432
41,2018-08-06,0,0.006498281786941581,-0.05022601707684571,PLUG,1.9800000190734863,1.9900000095367432,1.950000047683716,1.9700000286102293,1.9700000286102293,1883700,87,83.0,,0.83,72.21,-0.21000003814697266,-0.09545456072515657
42,2018-08-07,2,0.007185567010309278,0.10576414595452133,PLUG,1.9800000190734863,1.9900000095367432,1.950000047683716,1.950000047683716,1.950000047683716,1296500,86,83.0,,0.83,71.38,0.0,0.0
43,2018-08-09,2,0.007185567010309278,0.0,PLUG,2.009999990463257,2.0199999809265137,1.8899999856948853,1.909999966621399,1.909999966621399,4971300,82,83.0,,0.83,68.06,0.029999971389770508,0.015075362435176265
44,2018-08-27,4,0.007872852233676977,0.0956480153036825,PLUG,2.009999990463257,2.039999961853028,1.950000047683716,1.9700000286102293,1.9700000286102293,3409800,77,83.0,,0.83,63.91,0.019999980926514116,0.009900980750178423
45,2018-09-05,1,0.00684192439862543,-0.04782400765184114,PLUG,1.940000057220459,1.950000047683716,1.8799999952316284,1.909999966621399,1.909999966621399,3091400,78,77.0,,0.77,60.06,-0.08999991416931175,-0.044117605809933735
46,2018-09-13,16,0.011996563573883161,0.7533902561526871,PLUG,1.7599999904632568,1.7999999523162842,1.75,1.75,1.75,1428200,83,77.0,,0.77,63.91,-0.15000009536743186,-0.0769231239484367
47,2018-09-14,1,0.00684192439862543,-0.429676310512747,PLUG,1.75,1.8799999952316284,1.7400000095367432,1.870000004768372,1.870000004768372,3104100,81,77.0,,0.77,62.370000000000005,0.08000004291534424,0.04444446946367875
48,2018-09-18,2,0.007185567010309278,0.05022601707684582,PLUG,1.8600000143051147,1.919999957084656,1.850000023841858,1.909999966621399,1.909999966621399,3708700,83,77.0,,0.77,63.91,0.039999961853027566,0.021276575507703344
49,2018-09-25,4,0.007872852233676977,0.0956480153036825,PLUG,1.8899999856948853,2.049999952316284,1.8799999952316284,1.9700000286102293,1.9700000286102293,6956600,90,77.0,,0.77,69.3,0.1299999952316282,0.0677083323632055
50,2018-09-26,3,0.007529209621993127,-0.04364906154517689,PLUG,1.9800000190734863,1.9800000190734863,1.899999976158142,1.919999957084656,1.919999957084656,2179000,83,77.0,,0.77,63.91,-0.06999993324279785,-0.03414630969318089
51,2018-09-27,39,0.019900343642611684,1.6430853491556365,PLUG,1.909999966621399,1.9299999475479128,1.899999976158142,1.899999976158142,1.899999976158142,1087000,76,77.0,,0.77,58.52,-0.05000007152557351,-0.02525256113329244
52,2018-10-01,4,0.007872852233676977,-0.6043861163874977,PLUG,1.919999957084656,1.9800000190734863,1.919999957084656,1.9299999475479128,1.9299999475479128,2343000,83,75.0,False,0.75,62.25,0.05000007152557351,0.025906773515252723
53,2018-10-02,8,0.00924742268041237,0.1745962461807069,PLUG,1.940000057220459,1.940000057220459,1.870000004768372,1.899999976158142,1.899999976158142,2318400,86,75.0,,0.75,64.5,-0.039999961853027344,-0.02020200074126499
54,2018-10-03,6,0.008560137457044674,-0.0743218134522482,PLUG,1.899999976158142,1.919999957084656,1.8799999952316284,1.899999976158142,1.899999976158142,1890800,83,75.0,,0.75,62.25,-0.020000100135803,-0.010309329662834266
55,2018-10-04,1,0.00684192439862543,-0.2007226013649137,PLUG,1.919999957084656,1.919999957084656,1.870000004768372,1.870000004768372,1.870000004768372,1244100,80,75.0,,0.75,60.0,0.0,0.0
56,2018-10-05,60,0.02711683848797251,2.9633350075339027,PLUG,1.8799999952316284,1.899999976158142,1.850000023841858,1.870000004768372,1.870000004768372,1511400,86,75.0,,0.75,64.5,-0.019999980926513894,-0.010416656965389737
57,2018-10-08,54,0.025054982817869418,-0.07603599036877451,PLUG,1.850000023841858,1.8799999952316284,1.850000023841858,1.8600000143051147,1.8600000143051147,1268200,87,75.0,,0.75,65.25,-0.019999980926513672,-0.01052630588288439
58,2018-10-09,1,0.00684192439862543,-0.7269236044438349,PLUG,1.8600000143051147,1.9299999475479128,1.850000023841858,1.8600000143051147,1.8600000143051147,1878100,79,75.0,,0.75,59.25,0.0499999523162844,0.026595719384629124
59,2018-10-11,11,0.010278350515463917,0.502260170768458,PLUG,1.75,1.8200000524520876,1.7300000190734863,1.7799999713897705,1.7799999713897705,2725000,86,75.0,,0.75,64.5,-0.1099998950958252,-0.05699476584731589
60,2018-10-15,2,0.007185567010309278,-0.30090270812437314,PLUG,1.809999942779541,1.8899999856948853,1.809999942779541,1.8799999952316284,1.8799999952316284,2220300,84,75.0,,0.75,63.0,0.06999993324279763,0.03846150067330312
61,2018-10-16,9,0.009591065292096222,0.33476805356288875,PLUG,1.950000047683716,1.9800000190734863,1.909999966621399,1.9299999475479128,1.9299999475479128,4749700,84,75.0,,0.75,63.0,0.09000003337860107,0.04761906564010432
62,2018-10-18,3,0.007529209621993127,-0.21497671085632397,PLUG,1.909999966621399,1.950000047683716,1.899999976158142,1.909999966621399,1.909999966621399,1433400,82,75.0,,0.75,61.5,-0.029999971389770286,-0.015151500555948605
63,2018-10-24,6,0.008560137457044674,-0.4327032566613528,PLUG,1.870000004768372,1.919999957084656,1.850000023841858,1.8600000143051147,1.8600000143051147,2976600,83,75.0,,0.75,62.25,-0.03000009059906006,-0.01538466146946782
64,2018-10-25,44,0.02161855670103093,1.525491770373344,PLUG,1.8899999856948853,1.8899999856948853,1.830000042915344,1.850000023841858,1.850000023841858,1426800,79,75.0,,0.75,59.25,-0.02999997138977073,-0.01562498544808455
65,2018-11-02,1,0.00684192439862543,-0.683516134159911,PLUG,1.919999957084656,1.919999957084656,1.870000004768372,1.899999976158142,1.899999976158142,1074900,68,78.0,,0.78,53.04,0.02999997138977073,0.01587300085546861
66,2018-11-07,7,0.008903780068728523,0.3013561024610749,PLUG,1.919999957084656,1.940000057220459,1.899999976158142,1.9299999475479128,1.9299999475479128,2244500,62,78.0,,0.78,48.36,0.020000100135803,0.010416719053562451
67,2018-11-15,16,0.011996563573883161,0.3473562331146274,PLUG,1.7999999523162842,1.8600000143051147,1.7999999523162842,1.840000033378601,1.840000033378601,980400,71,78.0,,0.78,55.38,-0.08000004291534424,-0.04123713430708065
68,2018-11-16,4,0.007872852233676977,-0.3437410484101976,PLUG,1.8200000524520876,1.840000033378601,1.809999942779541,1.840000033378601,1.840000033378601,823700,72,78.0,,0.78,56.16,-0.019999980926513672,-0.01075267783478251
69,2018-12-03,3,0.007529209621993127,-0.04364906154517689,PLUG,1.7799999713897705,1.7899999618530271,1.6799999475479126,1.7000000476837158,1.7000000476837158,2214000,78,82.0,,0.82,63.96,-0.05000007152557395,-0.02717395142312251
70,2018-12-10,2,0.007185567010309278,-0.045641259698767755,PLUG,1.600000023841858,1.6299999952316284,1.409999966621399,1.5,1.5,3418000,78,82.0,,0.82,63.96,-0.1599999666213987,-0.08938545811797949
71,2018-12-11,2,0.007185567010309278,0.0,PLUG,1.5399999618530271,1.5499999523162842,1.4900000095367432,1.5,1.5,1259400,73,82.0,,0.82,59.86,-0.08000004291534424,-0.04907978107323607
72,2018-12-12,19,0.013027491408934708,0.8130081300813008,PLUG,1.5,1.5099999904632568,1.4600000381469729,1.4600000381469729,1.4600000381469729,2239400,75,82.0,,0.82,61.49999999999999,-0.039999961853027344,-0.02580642779585396
73,2018-12-18,2,0.007185567010309278,-0.44843049327354256,PLUG,1.3200000524520874,1.340000033378601,1.1699999570846558,1.1799999475479126,1.1799999475479126,4184000,72,82.0,,0.82,59.04,-0.16999995708465576,-0.11258275374723747
74,2018-12-26,2,0.007185567010309278,0.0,PLUG,1.0199999809265137,1.3300000429153442,1.0199999809265137,1.309999942779541,1.309999942779541,8140800,90,82.0,,0.82,73.8,-0.009999990463256836,-0.0074626792643007756
75,2018-12-27,2,0.007185567010309278,0.0,PLUG,1.350000023841858,1.399999976158142,1.2200000286102295,1.2999999523162842,1.2999999523162842,5935600,83,82.0,,0.82,68.06,0.06999993324279785,0.0526315270557125
76,2019-01-07,1,0.00684192439862543,-0.2007226013649137,PLUG,1.3799999952316284,1.590000033378601,1.3799999952316284,1.5299999713897705,1.5299999713897705,7525700,76,78.0,,0.78,59.28,0.19000005722045898,0.13571432889724333
77,2019-01-08,1,0.00684192439862543,0.0,PLUG,1.600000023841858,1.7000000476837158,1.590000033378601,1.600000023841858,1.600000023841858,8715600,81,78.0,,0.78,63.18,0.11000001430511475,0.06918239748170008
78,2019-01-09,4,0.007872852233676977,0.15067805123053746,PLUG,1.649999976158142,1.649999976158142,1.399999976158142,1.5099999904632568,1.5099999904632568,7496200,79,78.0,,0.78,61.620000000000005,-0.05000007152557373,-0.02941180595477033
79,2019-01-14,5,0.008216494845360824,0.04364906154517656,PLUG,1.4700000286102295,1.4700000286102295,1.409999966621399,1.4500000476837158,1.4500000476837158,2000200,76,78.0,,0.78,59.28,-0.1799999475479126,-0.109090878878086
80,2019-01-25,1,0.00684192439862543,-0.16729401923881215,PLUG,1.3799999952316284,1.399999976158142,1.340000033378601,1.3600000143051147,1.3600000143051147,1901000,76,78.0,,0.78,59.28,-0.0700000524520874,-0.04761908237394186
81,2019-01-30,1,0.00684192439862543,0.0,PLUG,1.4199999570846558,1.4199999570846558,1.3700000047683716,1.3899999856948853,1.3899999856948853,1789100,82,78.0,,0.78,63.96,0.019999980926513672,0.014285700905079413
82,2019-01-31,3,0.007529209621993127,0.10045203415369164,PLUG,1.3899999856948853,1.4199999570846558,1.3700000047683716,1.3700000047683716,1.3700000047683716,2394600,74,78.0,,0.78,57.72,0.0,0.0
83,2019-02-11,2,0.007185567010309278,-0.045641259698767755,PLUG,1.350000023841858,1.3700000047683716,1.3300000429153442,1.3600000143051147,1.3600000143051147,1375300,78,71.0,,0.71,55.38,-0.04999995231628418,-0.0352112350897088
84,2019-02-14,6,0.008560137457044674,0.191296030607365,PLUG,1.399999976158142,1.690000057220459,1.3899999856948853,1.6699999570846558,1.6699999570846558,9410000,78,71.0,,0.71,55.38,0.3200000524520874,0.2335766798089831
85,2019-02-26,2,0.007185567010309278,-0.16057808109193095,PLUG,1.7899999618530271,1.7899999618530271,1.6799999475479126,1.7699999809265137,1.7699999809265137,3039600,95,71.0,,0.71,67.45,0.09999990463256814,0.05917153919925777
86,2019-03-01,4,0.007872852233676977,0.0956480153036825,PLUG,1.7999999523162842,1.830000042915344,1.7699999809265137,1.7999999523162842,1.7999999523162842,2269200,73,77.0,False,0.77,56.21,0.040000081062316895,0.02234641447752228
87,2019-03-05,8,0.00924742268041237,0.1745962461807069,PLUG,1.8899999856948853,1.950000047683716,1.850000023841858,1.870000004768372,1.870000004768372,4327800,71,77.0,,0.77,54.67,0.12000000476837203,0.06557377155970001
88,2019-03-06,11,0.010278350515463917,0.11148272017837235,PLUG,1.909999966621399,1.9299999475479128,1.7999999523162842,1.809999942779541,1.809999942779541,4278700,75,77.0,,0.77,57.75,-0.020000100135803223,-0.010256461357301072
89,2019-03-07,3,0.007529209621993127,-0.26746907388833163,PLUG,1.75,1.9800000190734863,1.5499999523162842,1.9700000286102293,1.9700000286102293,9128800,74,77.0,,0.77,56.98,0.05000007152557351,0.025906773515252723
90,2019-03-11,2,0.007185567010309278,-0.045641259698767755,PLUG,1.9700000286102293,2.240000009536743,1.9600000381469729,2.109999895095825,2.109999895095825,13031000,79,77.0,,0.77,60.83,0.25999999046325684,0.1313131252316453
91,2019-03-14,9,0.009591065292096222,0.33476805356288875,PLUG,2.490000009536743,2.650000095367432,2.380000114440918,2.5899999141693115,2.5899999141693115,18091500,77,77.0,,0.77,59.29,0.4100000858306889,0.183035751823716
92,2019-03-15,1,0.00684192439862543,-0.28663561447509867,PLUG,2.5899999141693115,2.5999999046325684,2.039999961853028,2.200000047683716,2.200000047683716,15081500,76,77.0,,0.77,58.52,-0.050000190734863725,-0.01886799582470622
93,2019-03-19,4,0.007872852233676977,0.15067805123053746,PLUG,2.4800000190734863,2.5799999237060547,2.430000066757202,2.5299999713897705,2.5299999713897705,8370500,83,77.0,,0.77,63.91,-0.019999980926513672,-0.0076923006385033466
94,2019-03-22,2,0.007185567010309278,-0.08729812309035367,PLUG,2.490000009536743,2.539999961853028,2.4200000762939453,2.4800000190734863,2.4800000190734863,4411900,81,77.0,,0.77,62.370000000000005,-0.0399999618530269,-0.015503861641813055
95,2019-03-28,4,0.007872852233676977,0.0956480153036825,PLUG,2.400000095367432,2.539999961853028,2.359999895095825,2.4200000762939453,2.4200000762939453,6995000,79,77.0,,0.77,60.83,0.0,0.0
96,2019-04-03,1,0.00684192439862543,-0.13094718463553046,PLUG,2.490000009536743,2.5799999237060547,2.400000095367432,2.450000047683716,2.450000047683716,7953600,77,77.0,,0.77,59.29,0.0399999618530269,0.015748016714081103
97,2019-04-04,1,0.00684192439862543,0.0,PLUG,2.4600000381469727,2.549999952316284,2.440000057220459,2.549999952316284,2.549999952316284,4623900,75,77.0,,0.77,57.75,-0.029999971389770508,-0.011627896231359958
98,2019-04-05,1,0.00684192439862543,0.0,PLUG,2.569999933242798,2.680000066757202,2.539999961853028,2.630000114440918,2.630000114440918,9400800,78,77.0,,0.77,60.06,0.13000011444091797,0.05098043798896268
99,2019-04-09,8,0.00924742268041237,0.3515821195379205,PLUG,2.789999961853028,2.8499999046325684,2.5899999141693115,2.5899999141693115,2.5899999141693115,9409900,75,77.0,,0.77,57.75,0.1699998378753662,0.06343277374655654
100,2019-04-10,1,0.00684192439862543,-0.26012634708286875,PLUG,2.650000095367432,2.7300000190734863,2.619999885559082,2.6700000762939453,2.6700000762939453,4631500,83,77.0,,0.77,63.91,-0.11999988555908203,-0.0421052244121225
101,2019-04-12,2,0.007185567010309278,0.05022601707684582,PLUG,2.700000047683716,2.700000047683716,2.5799999237060547,2.5899999141693115,2.5899999141693115,4026500,78,77.0,,0.77,60.06,-0.029999971389770508,-0.010989000432297447
102,2019-05-06,1,0.00684192439862543,-0.04782400765184114,PLUG,2.509999990463257,2.569999933242798,2.490000009536743,2.509999990463257,2.509999990463257,2632200,77,82.0,,0.82,63.13999999999999,-0.13000011444091797,-0.048148189683345666
103,2019-05-13,-2,0.0058109965635738834,-0.15067805123053735,PLUG,2.3399999141693115,2.3399999141693115,2.200000047683716,2.2300000190734863,2.2300000190734863,4938100,80,82.0,,0.82,65.6,-0.23000001907348633,-0.08949417317037622
104,2019-05-16,4,0.007872852233676977,0.35481963335304556,PLUG,2.369999885559082,2.440000057220459,2.359999895095825,2.4200000762939453,2.4200000762939453,4366000,87,82.0,,0.82,71.33999999999999,0.10000014305114746,0.042735105435526055
105,2019-05-23,1,0.00684192439862543,-0.13094718463553046,PLUG,2.509999990463257,2.5299999713897705,2.430000066757202,2.5,2.5,4330700,81,82.0,,0.82,66.42,0.08999991416931152,0.03688520986013244
106,2019-06-25,2,0.007185567010309278,0.05022601707684582,PLUG,2.039999961853028,2.0799999237060547,1.8600000143051147,2.049999952316284,2.049999952316284,7457200,83,83.0,,0.83,68.89,-0.4500000476837158,-0.17786563350691398
107,2019-07-11,1,0.00684192439862543,-0.0912825193975354,PLUG,2.3299999237060547,2.3299999237060547,2.2699999809265137,2.289999961853028,2.289999961853028,1867700,90,82.0,,0.82,73.8,0.25,0.1201923121009354
108,2019-07-26,2,0.007185567010309278,0.05022601707684582,PLUG,2.2799999713897705,2.2799999713897705,2.2300000190734863,2.25,2.25,2171700,82,82.0,,0.82,67.24,-0.04999995231628418,-0.02145920770536125
109,2019-08-05,2,0.007185567010309278,-0.5237986791163745,PLUG,2.109999895095825,2.140000104904175,2.0,2.130000114440918,2.130000114440918,4901900,84,77.0,,0.77,64.68,-0.1399998664855957,-0.061403450983492314
110,2019-08-06,3,0.007529209621993127,0.04782400765184125,PLUG,2.25,2.289999961853028,2.109999895095825,2.150000095367432,2.150000095367432,6789200,86,77.0,,0.77,66.22,0.14999985694885298,0.07009338766157192
111,2019-08-14,5,0.008216494845360824,0.09128251939753529,PLUG,2.109999895095825,2.109999895095825,2.0,2.009999990463257,2.009999990463257,3337300,87,77.0,,0.77,66.99,-0.1800000667572026,-0.07860265054832127
112,2019-08-15,7,0.008903780068728523,0.08364700961940619,PLUG,2.0,2.009999990463257,1.8799999952316284,2.009999990463257,2.009999990463257,4394300,80,77.0,,0.77,61.6,-0.09999990463256836,-0.047393322087358136
113,2019-08-16,38,0.019556701030927836,1.196449247394828,PLUG,2.049999952316284,2.0899999141693115,1.9900000095367432,2.0899999141693115,2.0899999141693115,2448900,80,77.0,,0.77,61.6,0.07999992370605469,0.039800957256530545
114,2019-08-23,2,0.007185567010309278,-0.6325777543489721,PLUG,2.180000066757202,2.180000066757202,2.0799999237060547,2.109999895095825,2.109999895095825,2170800,78,77.0,,0.77,60.06,0.09000015258789062,0.04306227573395005
115,2019-09-04,1,0.00684192439862543,-0.04782400765184114,PLUG,2.150000095367432,2.190000057220459,2.130000114440918,2.150000095367432,2.150000095367432,1330100,83,75.0,,0.75,62.25,0.009999990463256836,0.0045871514481794495
116,2019-09-10,1,0.00684192439862543,0.0,PLUG,2.369999885559082,2.5,2.3499999046325684,2.450000047683716,2.450000047683716,5254600,82,75.0,,0.75,61.5,0.309999942779541,0.1415524815889695
117,2019-09-18,2,0.007185567010309278,0.05022601707684582,PLUG,2.8499999046325684,2.9100000858306885,2.75,2.819999933242798,2.819999933242798,10414700,81,75.0,,0.75,60.75,0.4100000858306885,0.1640000343322754
118,2019-09-20,3,0.007529209621993127,0.04782400765184125,PLUG,2.8399999141693115,2.880000114440918,2.75,2.799999952316284,2.799999952316284,6415600,79,75.0,,0.75,59.25,-0.029999971389770508,-0.010309268214748757
119,2019-09-23,1,0.00684192439862543,0.17740981667652278,PLUG,2.8399999141693115,2.8499999046325684,2.7300000190734863,2.799999952316284,2.799999952316284,3442400,82,75.0,,0.75,61.5,-0.03000020980834961,-0.010416739102864003
120,2019-09-30,1,0.00684192439862543,0.0,PLUG,2.5999999046325684,2.650000095367432,2.549999952316284,2.630000114440918,2.630000114440918,2664300,81,75.0,,0.75,60.75,-0.19999980926513627,-0.07017537402020402
121,2019-10-01,20,0.013371134020618555,0.9542943244600701,PLUG,2.650000095367432,2.650000095367432,2.490000009536743,2.509999990463257,2.509999990463257,2824500,86,72.0,False,0.72,61.92,0.0,0.0
