,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,CIA_unscaled,CIA_monthly,isPartial,scale,CIA,Stock_Price_Change,Stock_Price_Change_Percent
126,2018-10-26,5,0.0026555764271387183,-0.09739311106061099,CIA,7.670000076293945,7.880000114440918,7.650000095367432,7.760000228881836,7.760000228881836,43400,61,49.0,,0.49,29.89,-0.15999984741210938,-0.019900478628265272
127,2018-10-31,10,0.0028147664682097485,-0.176893928814159,CIA,8.100000381469727,8.149999618530273,7.820000171661377,7.860000133514404,7.860000133514404,87700,56,49.0,,0.49,27.44,0.26999950408935547,0.03426389596042689
128,2018-11-01,2,0.0025600624024961,-0.090488524923933,CIA,7.820000171661377,8.020000457763672,7.710000038146973,7.760000228881836,7.760000228881836,70500,67,45.0,False,0.45,30.15,-0.12999916076660156,-0.015950818018571233
129,2018-11-07,4,0.002623738418924512,0.024872837617679444,CIA,7.849999904632568,8.149999618530273,7.800000190734863,8.140000343322754,8.140000343322754,61400,65,45.0,,0.45,29.25,0.12999916076660156,0.01620937074146389
130,2018-11-09,14,0.0029421185010665733,0.12134596949362342,CIA,8.039999961853027,8.09000015258789,7.820000171661377,7.849999904632568,7.849999904632568,50800,63,45.0,,0.45,28.35,-0.05999946594238281,-0.007361898006223777
131,2018-11-19,29,0.003419688624279665,-0.06931868398478458,CIA,7.550000190734863,7.880000114440918,7.550000190734863,7.820000171661377,7.820000171661377,62400,74,45.0,,0.45,33.300000000000004,-0.21000003814697266,-0.025957977031656365
132,2018-11-20,134,0.006762679486771308,0.9775717118677207,CIA,7.679999828338623,7.829999923706055,7.599999904632568,7.670000076293945,7.670000076293945,61300,70,45.0,,0.45,31.5,-0.05000019073486328,-0.006345201777755438
133,2018-11-21,1,0.0025282243942818935,-0.626150492681572,CIA,7.510000228881836,7.880000114440918,7.510000228881836,7.699999809265137,7.699999809265137,47400,54,45.0,,0.45,24.3,0.05000019073486328,0.006385720462586786
134,2018-11-27,12,0.0028784424846381614,0.1385233411829896,CIA,7.889999866485596,8.170000076293945,7.869999885559082,7.920000076293945,7.920000076293945,60000,76,45.0,,0.45,34.2,0.28999996185302734,0.036802025081392076
135,2018-11-28,1,0.0025282243942818935,-0.12166930283489497,CIA,7.889999866485596,8.3100004196167,7.889999866485596,8.25,8.25,93500,84,45.0,,0.45,37.8,0.1400003433227539,0.017135904775445354
136,2018-11-29,46,0.003960934763921169,0.5666863957485926,CIA,8.050000190734863,8.289999961853027,7.920000076293945,7.989999771118164,7.989999771118164,59500,75,45.0,,0.45,33.75,-0.020000457763671875,-0.002406793833181875
137,2018-12-04,5,0.0026555764271387183,-0.3014848127025601,CIA,7.829999923706055,7.920000076293945,7.550000190734863,7.599999904632568,7.599999904632568,167700,93,45.0,,0.45,41.85,-0.36999988555908203,-0.04463207325231133
138,2018-12-06,5,0.0026555764271387183,-0.011847077918231586,CIA,7.489999771118164,7.619999885559082,7.389999866485596,7.53000020980835,7.53000020980835,115800,91,45.0,,0.45,40.95,-0.3000001907348633,-0.03787881159658324
139,2018-12-11,21,0.003164984558566016,0.20628814813915963,CIA,7.699999809265137,7.760000228881836,7.409999847412109,7.619999885559082,7.619999885559082,34600,65,45.0,,0.45,29.25,0.1400003433227539,0.018372748743483935
140,2018-12-12,1,0.0025282243942818935,-0.20118902715045928,CIA,7.650000095367432,7.880000114440918,7.539999961853027,7.730000019073486,7.730000019073486,73800,67,45.0,,0.45,30.15,0.11999988555908203,0.015463902322123246
141,2018-12-14,17,0.0030376325257091916,0.2014884962661665,CIA,7.380000114440918,7.710000038146973,7.380000114440918,7.559999942779541,7.559999942779541,45300,58,45.0,,0.45,26.1,-0.1700000762939453,-0.021573613429573757
142,2018-12-17,11,0.002846604476423955,-0.0628871490110996,CIA,7.460000038146973,7.800000190734863,7.429999828338623,7.71999979019165,7.71999979019165,136900,62,45.0,,0.45,27.9,0.09000015258789062,0.011673171484123834
143,2018-12-19,1,0.0025282243942818935,-0.11184556364571807,CIA,7.789999961853027,8.020000457763672,7.78000020980835,7.849999904632568,7.849999904632568,112200,54,45.0,,0.45,24.3,0.2200002670288086,0.028205161749884633
144,2018-12-24,8,0.0027510904517813366,0.011708367970588718,CIA,7.71999979019165,7.820000171661377,7.579999923706055,7.579999923706055,7.579999923706055,46100,51,45.0,,0.45,22.95,-0.20000028610229492,-0.024937690110564348
145,2018-12-31,116,0.006189595338915598,1.2498698052286223,CIA,7.53000020980835,7.570000171661377,7.400000095367432,7.519999980926514,7.519999980926514,78100,42,45.0,,0.45,18.9,-0.25,-0.03196930876113868
146,2019-01-04,147,0.007176573593555987,1.735247363758813,CIA,7.53000020980835,7.739999771118164,7.429999828338623,7.730000019073486,7.730000019073486,83800,73,49.0,,0.49,35.77,0.1699995994567871,0.02245701395003774
147,2019-01-09,14,0.0029421185010665733,-0.5900385521429934,CIA,7.639999866485596,7.800000190734863,7.599999904632568,7.769999980926514,7.769999980926514,41900,77,49.0,,0.49,37.73,0.06000041961669922,0.007751992427776466
148,2019-01-11,6,0.0026874144353529247,-0.08657165427609859,CIA,7.570000171661377,7.679999828338623,7.460000038146973,7.559999942779541,7.559999942779541,61000,73,49.0,,0.49,35.77,-0.12000036239624023,-0.01538466146946782
149,2019-01-28,3,0.002591900410710306,-0.057864342834658467,CIA,7.119999885559082,7.360000133514404,6.980000019073486,7.320000171661377,7.320000171661377,112700,86,49.0,,0.49,42.14,-0.31999969482421875,-0.0416666278615585
150,2019-01-29,0,0.0024963863860676875,-0.03685096242430197,CIA,7.260000228881836,7.429999828338623,7.260000228881836,7.300000190734863,7.300000190734863,94000,81,49.0,,0.49,39.69,0.06999969482421875,0.009510827928585153
151,2019-01-30,6,0.0026874144353529247,0.07652182785139483,CIA,7.289999961853027,7.420000076293945,7.159999847412109,7.239999771118164,7.239999771118164,58800,86,49.0,,0.49,42.14,-0.009999752044677734,-0.0013458616790996691
152,2019-02-04,1,0.0025282243942818935,-0.059235389591157595,CIA,7.050000190734863,7.230000019073486,7.050000190734863,7.210000038146973,7.210000038146973,38400,78,46.0,,0.46,35.88,-0.19000005722045898,-0.025606476451056626
153,2019-02-06,7,0.00271925244356713,0.07555818609981246,CIA,7.159999847412109,7.28000020980835,7.059999942779541,7.070000171661377,7.070000171661377,26400,97,46.0,,0.46,44.620000000000005,0.05000019073486328,0.0069156556850564765
154,2019-02-15,1,0.0025282243942818935,0.0,CIA,6.960000038146973,7.039999961853027,6.900000095367432,6.940000057220459,6.940000057220459,91100,83,46.0,,0.46,38.18,-0.24000024795532227,-0.03296706607672484
155,2019-02-26,16,0.0030057945174949857,-0.33705734890351025,CIA,6.949999809265137,6.989999771118164,6.900000095367432,6.909999847412109,6.909999847412109,49900,100,46.0,,0.46,46.0,-0.05000019073486328,-0.007102299858777639
156,2019-03-04,10,0.0028147664682097485,0.023145737133863253,CIA,6.980000019073486,7.03000020980835,6.829999923706055,6.829999923706055,6.829999923706055,40000,91,45.0,,0.45,40.95,0.04000043869018555,0.005722523605145469
157,2019-03-05,6,0.0026874144353529247,-0.045244262461966334,CIA,6.849999904632568,6.960000038146973,6.849999904632568,6.949999809265137,6.949999809265137,30600,97,45.0,,0.45,43.65,-0.07000017166137695,-0.009957349868028653
158,2019-03-08,2,0.0025600624024961,-0.04738831167292601,CIA,6.699999809265137,6.889999866485596,6.699999809265137,6.800000190734863,6.800000190734863,87900,88,45.0,,0.45,39.6,-0.07000017166137695,-0.01005749587323479
159,2019-03-11,1,0.0025282243942818935,0.05304406635812686,CIA,6.809999942779541,6.980000019073486,6.809999942779541,6.940000057220459,6.940000057220459,39400,96,45.0,,0.45,43.2,0.09000015258789062,0.01306243168823129
160,2019-03-12,6,0.0026874144353529247,0.06296515508317713,CIA,6.900000095367432,7.03000020980835,6.900000095367432,6.960000038146973,6.960000038146973,39800,96,45.0,,0.45,43.2,0.05000019073486328,0.007163351088572023
161,2019-03-14,5,0.0026555764271387183,-0.011847077918231586,CIA,6.889999866485596,6.989999771118164,6.889999866485596,6.920000076293945,6.920000076293945,23200,88,45.0,,0.45,39.6,-0.04000043869018555,-0.005689962659514047
162,2019-03-18,-3,0.002400872361425069,-0.05037212406654157,CIA,7.019999980926514,7.119999885559082,6.96999979019165,7.059999942779541,7.059999942779541,52000,100,45.0,,0.45,45.0,0.13000011444091797,0.018598014119837636
163,2019-03-28,1,0.0025282243942818935,-0.4613015487521115,CIA,6.880000114440918,6.949999809265137,6.659999847412109,6.760000228881836,6.760000228881836,35100,92,45.0,,0.45,41.4,-0.1700000762939453,-0.023876415593593325
164,2019-04-02,1,0.0025282243942818935,0.0,CIA,6.639999866485596,6.679999828338623,6.53000020980835,6.619999885559082,6.619999885559082,75900,83,45.0,,0.45,37.35,-0.26999998092651367,-0.03884891918508737
165,2019-04-09,23,0.0032286605749944283,0.27704668236597874,CIA,6.860000133514404,6.949999809265137,6.710000038146973,6.860000133514404,6.860000133514404,40000,85,45.0,,0.45,38.25,0.26999998092651367,0.04041915986001832
166,2019-04-10,29,0.003419688624279665,0.05916634618229155,CIA,6.860000133514404,6.989999771118164,6.860000133514404,6.96999979019165,6.96999979019165,46500,75,45.0,,0.45,33.75,0.039999961853027344,0.005755390352630396
167,2019-04-16,1,0.0025282243942818935,-0.26068578983139223,CIA,6.860000133514404,7.070000171661377,6.820000171661377,6.889999866485596,6.889999866485596,54900,85,45.0,,0.45,38.25,0.08000040054321289,0.011444978993241817
168,2019-04-17,4,0.002623738418924512,0.03777909304990623,CIA,6.889999866485596,6.949999809265137,6.809999942779541,6.900000095367432,6.900000095367432,31600,83,45.0,,0.45,37.35,-0.12000036239624023,-0.01697317673021237
169,2019-04-26,6,0.0026874144353529247,-0.045244262461966334,CIA,6.940000057220459,6.989999771118164,6.849999904632568,6.929999828338623,6.929999828338623,53500,97,45.0,,0.45,43.65,0.039999961853027344,0.005755390352630396
170,2019-05-09,6,0.0026874144353529247,0.06296515508317713,CIA,6.760000228881836,6.96999979019165,6.760000228881836,6.840000152587891,6.840000152587891,67500,80,46.0,,0.46,36.8,-0.019999980926513672,-0.002861227694048174
171,2019-05-10,17,0.0030376325257091916,0.1303178571005461,CIA,6.800000190734863,6.909999847412109,6.710000038146973,6.760000228881836,6.760000228881836,55800,81,46.0,,0.46,37.260000000000005,-0.059999942779541016,-0.0086083134269207
172,2019-05-13,9,0.002782928459995543,0.336345151278876,CIA,6.690000057220459,6.809999942779541,6.670000076293945,6.699999809265137,6.699999809265137,58800,74,46.0,,0.46,34.04,-0.09999990463256836,-0.01447176654714688
173,2019-05-14,2,0.0025600624024961,-0.08008328661808284,CIA,6.690000057220459,6.889999866485596,6.690000057220459,6.860000133514404,6.860000133514404,43200,85,46.0,,0.46,39.1,0.07999992370605469,0.01174741914511701
174,2019-05-16,5,0.0026555764271387183,0.03730925642651939,CIA,6.909999847412109,6.980000019073486,6.820000171661377,6.869999885559082,6.869999885559082,32700,97,46.0,,0.46,44.620000000000005,0.09000015258789062,0.01306243168823129
175,2019-05-17,11,0.002846604476423955,0.0719346833075567,CIA,6.809999942779541,6.869999885559082,6.769999980926514,6.78000020980835,6.78000020980835,36600,93,46.0,,0.46,42.78,-0.1100001335144043,-0.015759331405991284
176,2019-05-23,1,0.0025282243942818935,-0.047956455538371245,CIA,6.550000190734863,6.570000171661377,6.46999979019165,6.550000190734863,6.550000190734863,47500,85,46.0,,0.46,39.1,-0.2999997138977051,-0.04366808135300149
177,2019-05-24,2,0.0025600624024961,0.012593031016635559,CIA,6.539999961853027,6.630000114440918,6.539999961853027,6.579999923706055,6.579999923706055,37100,81,46.0,,0.46,37.260000000000005,0.059999942779541016,0.0091324111433575
178,2019-05-31,9,0.002782928459995543,0.08705493166187872,CIA,6.610000133514404,6.659999847412109,6.340000152587891,6.409999847412109,6.409999847412109,89400,69,46.0,,0.46,31.74,0.029999732971191406,0.00452484652388585
179,2019-06-05,2,0.0025600624024961,-0.08008328661808284,CIA,6.710000038146973,6.829999923706055,6.570000171661377,6.829999923706055,6.829999923706055,564800,93,37.0,,0.37,34.41,0.1700000762939453,0.025525537565890932
180,2019-06-06,12,0.0028784424846381614,0.12436418808839811,CIA,6.739999771118164,6.860000133514404,6.619999885559082,6.829999923706055,6.829999923706055,93300,86,37.0,,0.37,31.82,0.03000020980834961,0.004392417297725437
181,2019-06-10,12,0.0028784424846381614,0.11055288727290602,CIA,6.78000020980835,6.880000114440918,6.75,6.869999885559082,6.869999885559082,58600,88,37.0,,0.37,32.56,0.019999980926513672,0.002915449057909525
182,2019-06-12,-6,0.002305358336782451,-0.199095222820737,CIA,6.869999885559082,7.050000190734863,6.869999885559082,7.019999980926514,7.019999980926514,78700,87,37.0,,0.37,32.19,0.1700000762939453,0.02470931300380652
183,2019-06-13,10,0.0028147664682097485,0.22096700686378745,CIA,7.019999980926514,7.099999904632568,7.010000228881836,7.079999923706055,7.079999923706055,50300,82,37.0,,0.37,30.34,0.04999971389770508,0.007092157807799149
184,2019-06-14,1,0.0025282243942818935,-0.10179959053942467,CIA,7.039999961853027,7.130000114440918,6.889999866485596,6.900000095367432,6.900000095367432,44400,73,37.0,,0.37,27.01,0.03000020980834961,0.004225381719903387
185,2019-06-17,7,0.00271925244356713,0.07555818609981246,CIA,6.900000095367432,6.920000076293945,6.849999904632568,6.920000076293945,6.920000076293945,54300,88,37.0,,0.37,32.56,-0.21000003814697266,-0.029453020305237332
186,2019-06-18,1,0.0025282243942818935,-0.07025020782353142,CIA,6.900000095367432,7.110000133514404,6.900000095367432,7.03000020980835,7.03000020980835,53100,81,37.0,,0.37,29.97,0.19000005722045898,0.027456655364983096
187,2019-06-20,-22,0.001795950205355153,-0.28963971338261396,CIA,7.019999980926514,7.130000114440918,7.0,7.070000171661377,7.070000171661377,42300,78,37.0,,0.37,28.86,0.019999980926513672,0.00281293678634964
188,2019-06-21,7,0.00271925244356713,0.5141023595525536,CIA,7.03000020980835,7.159999847412109,6.940000057220459,7.139999866485596,7.139999866485596,187200,86,37.0,,0.37,31.82,0.029999732971191406,0.004207536113559174
189,2019-06-24,1,0.0025282243942818935,-0.5312586698463482,CIA,7.059999942779541,7.119999885559082,7.050000190734863,7.070000171661377,7.070000171661377,67600,74,37.0,,0.37,27.38,-0.039999961853027344,-0.00558658697003811
190,2019-06-28,2,0.0025600624024961,0.012593031016635559,CIA,7.179999828338623,7.300000190734863,7.059999942779541,7.300000190734863,7.300000190734863,356900,70,37.0,,0.37,25.9,0.18000030517578125,0.02528094214451615
191,2019-07-05,2,0.0025600624024961,0.012593031016635559,CIA,7.25,7.349999904632568,7.199999809265137,7.320000171661377,7.320000171661377,67100,63,36.0,,0.36,22.68,0.04999971389770508,0.00684927569743965
192,2019-07-08,3,0.002591900410710306,0.012436418808839722,CIA,7.309999942779541,7.380000114440918,7.28000020980835,7.360000133514404,7.360000133514404,70500,76,36.0,,0.36,27.36,0.03000020980834961,0.004081661251375213
193,2019-07-10,11,0.002846604476423955,0.09826923313147207,CIA,7.449999809265137,7.550000190734863,7.329999923706055,7.369999885559082,7.369999885559082,57600,79,36.0,,0.36,28.44,0.1700000762939453,0.023035240333031393
194,2019-07-12,1,0.0025282243942818935,-0.11184556364571807,CIA,7.179999828338623,7.340000152587891,7.170000076293945,7.289999961853027,7.289999961853027,80200,84,36.0,,0.36,30.24,-0.21000003814697266,-0.027814573886326355
195,2019-07-16,14,0.0029421185010665733,-0.021184420976813723,CIA,7.300000190734863,7.389999866485596,7.289999961853027,7.329999923706055,7.329999923706055,46600,80,36.0,,0.36,28.8,0.04999971389770508,0.0068119499806926775
196,2019-07-17,2,0.0025600624024961,-0.129857481414148,CIA,7.309999942779541,7.380000114440918,7.28000020980835,7.340000152587891,7.340000152587891,41600,81,36.0,,0.36,29.16,-0.009999752044677734,-0.0013531464445659669
197,2019-07-18,1,0.0025282243942818935,-0.012436418808839944,CIA,7.340000152587891,7.420000076293945,7.300000190734863,7.340000152587891,7.340000152587891,33400,89,36.0,,0.36,32.04,0.039999961853027344,0.005420048947527345
198,2019-07-19,38,0.00370623069820752,0.46594214761550967,CIA,7.329999923706055,7.420000076293945,7.230000019073486,7.300000190734863,7.300000190734863,48100,66,36.0,,0.36,23.76,0.0,0.0
199,2019-07-22,7,0.00271925244356713,-0.26630243366062767,CIA,7.320000171661377,7.340000152587891,7.190000057220459,7.340000152587891,7.340000152587891,30800,100,36.0,,0.36,36.0,-0.07999992370605469,-0.010781660765967538
200,2019-07-23,4,0.002623738418924512,-0.03512510391176571,CIA,7.360000133514404,7.389999866485596,7.269999980926514,7.389999866485596,7.389999866485596,56000,92,36.0,,0.36,33.12,0.04999971389770508,0.0068119499806926775
201,2019-07-24,1,0.0025282243942818935,-0.03640379084808698,CIA,7.380000114440918,7.71999979019165,7.380000114440918,7.699999809265137,7.699999809265137,108500,72,36.0,,0.36,25.92,0.3299999237060547,0.044654929589733605
202,2019-07-25,6,0.0026874144353529247,0.06296515508317713,CIA,7.650000095367432,7.71999979019165,7.460000038146973,7.480000019073486,7.480000019073486,59600,84,36.0,,0.36,30.24,0.0,0.0
203,2019-08-06,2,0.0025600624024961,-0.03596734165377835,CIA,6.730000019073486,6.880000114440918,6.610000133514404,6.769999980926514,6.769999980926514,50000,69,37.0,,0.37,25.53,-0.8399996757507324,-0.10880825111134873
204,2019-08-08,9,0.002782928459995543,0.08705493166187872,CIA,6.639999866485596,6.880000114440918,6.639999866485596,6.809999942779541,6.809999942779541,71500,79,37.0,,0.37,29.23,0.0,0.0
205,2019-08-09,7,0.00271925244356713,-0.022880939033738112,CIA,6.75,6.900000095367432,6.659999847412109,6.670000076293945,6.670000076293945,45600,80,37.0,,0.37,29.6,0.019999980926513672,0.002906973923522793
206,2019-08-12,4,0.002623738418924512,-0.08848676569810543,CIA,6.659999847412109,6.739999771118164,6.559999942779541,6.570000171661377,6.570000171661377,47700,88,37.0,,0.37,32.56,-0.16000032424926758,-0.02318845246925283
207,2019-08-13,-17,0.0019551402464261835,-0.25482653593660887,CIA,6.5,6.78000020980835,6.5,6.739999771118164,6.739999771118164,82000,86,37.0,,0.37,31.82,0.04000043869018555,0.005934783389992537
208,2019-08-14,8,0.0027510904517813366,0.4071064501945969,CIA,6.619999885559082,6.690000057220459,6.510000228881836,6.619999885559082,6.619999885559082,65500,79,37.0,,0.37,29.23,-0.09000015258789062,-0.013274358377996953
209,2019-08-15,6,0.0026874144353529247,-0.023145737133863253,CIA,6.590000152587891,6.699999809265137,6.579999923706055,6.630000114440918,6.630000114440918,94000,100,37.0,,0.37,37.0,0.009999752044677734,0.0014947312345512387
210,2019-08-16,13,0.002910280492852367,0.08292954542761999,CIA,6.639999866485596,6.769999980926514,6.639999866485596,6.739999771118164,6.739999771118164,52000,92,37.0,,0.37,34.04,0.07000017166137695,0.01044778711255745
211,2019-08-19,10,0.0028147664682097485,0.09949135047071822,CIA,6.789999961853027,6.800000190734863,6.75,6.78000020980835,6.78000020980835,83400,89,37.0,,0.37,32.93,0.03000020980834961,0.004431345626716432
212,2019-08-20,1,0.0025282243942818935,-0.10179959053942467,CIA,6.710000038146973,6.78000020980835,6.570000171661377,6.599999904632568,6.599999904632568,86800,94,37.0,,0.37,34.78,-0.019999980926513672,-0.0029411735831660346
213,2019-08-21,8,0.0027510904517813366,0.0881512171164478,CIA,6.670000076293945,6.679999828338623,6.53000020980835,6.539999961853027,6.539999961853027,48300,93,37.0,,0.37,34.41,-0.10000038146972656,-0.014749318344424278
214,2019-08-22,8,0.0027510904517813366,0.0,CIA,6.550000190734863,6.590000152587891,6.449999809265137,6.46999979019165,6.46999979019165,80800,91,37.0,,0.37,33.67,-0.08999967575073242,-0.013473005698132812
215,2019-08-23,4,0.002623738418924512,-0.04629147426772684,CIA,6.420000076293945,6.46999979019165,6.079999923706055,6.159999847412109,6.159999847412109,88900,85,37.0,,0.37,31.45,-0.12000036239624023,-0.018209462764445683
216,2019-08-26,16,0.0030057945174949857,0.03281952542966238,CIA,6.159999847412109,6.329999923706055,6.130000114440918,6.320000171661377,6.320000171661377,45300,89,37.0,,0.37,32.93,-0.1399998664855957,-0.021638310823105744
217,2019-08-27,9,0.002782928459995543,-0.0741454734188477,CIA,6.389999866485596,6.409999847412109,6.190000057220459,6.210000038146973,6.210000038146973,69000,93,37.0,,0.37,34.41,0.07999992370605469,0.012638218747278662
218,2019-08-28,11,0.002846604476423955,0.02288093903373789,CIA,6.139999866485596,6.329999923706055,6.099999904632568,6.170000076293945,6.170000076293945,74500,89,37.0,,0.37,32.93,-0.07999992370605469,-0.012480487614731084
219,2019-08-29,6,0.0026874144353529247,-0.055922781822858925,CIA,6.190000057220459,6.320000171661377,6.170000076293945,6.28000020980835,6.28000020980835,59800,87,37.0,,0.37,32.19,-0.009999752044677734,-0.0015797396785469653
220,2019-08-30,1,0.0025282243942818935,-0.059235389591157595,CIA,6.28000020980835,6.309999942779541,6.230000019073486,6.28000020980835,6.28000020980835,41500,96,37.0,,0.37,35.52,-0.010000228881835938,-0.0015823146535147714
221,2019-09-03,2,0.0025600624024961,-0.08008328661808284,CIA,6.210000038146973,6.28000020980835,6.170000076293945,6.25,6.25,36300,48,48.0,,0.48,23.04,-0.029999732971191406,-0.004754315886408178
222,2019-09-04,1,0.0025282243942818935,-0.012436418808839944,CIA,6.329999923706055,6.369999885559082,6.260000228881836,6.329999923706055,6.329999923706055,45200,46,48.0,,0.48,22.08,0.08999967575073242,0.014331158080244544
223,2019-09-05,3,0.002591900410710306,0.025186062033270895,CIA,6.400000095367432,6.670000076293945,6.300000190734863,6.579999923706055,6.579999923706055,94100,51,48.0,,0.48,24.48,0.3000001907348633,0.04709579217025883
224,2019-09-06,2,0.0025600624024961,-0.012283654141433953,CIA,6.579999923706055,6.659999847412109,6.570000171661377,6.599999904632568,6.599999904632568,49700,54,48.0,,0.48,25.92,-0.010000228881835938,-0.0014992846727810427
225,2019-09-09,4,0.002623738418924512,0.0,CIA,6.630000114440918,6.769999980926514,6.610000133514404,6.760000228881836,6.760000228881836,70500,64,48.0,,0.48,30.72,0.1100001335144043,0.016516536942136284
226,2019-09-13,6,0.0026874144353529247,0.02426919389872495,CIA,7.28000020980835,7.400000095367432,7.260000228881836,7.380000114440918,7.380000114440918,85400,55,48.0,,0.48,26.4,0.630000114440918,0.0930576242564034
227,2019-09-16,480,0.017778630328886626,4.561344102620283,CIA,7.269999980926514,7.5,7.239999771118164,7.440000057220459,7.440000057220459,117000,62,48.0,,0.48,29.76,0.09999990463256836,0.01351350045186761
228,2019-09-17,46,0.003960934763921169,-0.7772081037375831,CIA,7.380000114440918,7.460000038146973,7.28000020980835,7.389999866485596,7.389999866485596,68300,67,48.0,,0.48,32.16,-0.039999961853027344,-0.005333328247070335
229,2019-09-19,7,0.00271925244356713,-0.31348214357482174,CIA,7.139999866485596,7.28000020980835,7.03000020980835,7.059999942779541,7.059999942779541,72900,64,48.0,,0.48,30.72,-0.17999982833862305,-0.024128663192786504
230,2019-09-20,6,0.0026874144353529247,-0.011708367970588385,CIA,7.03000020980835,7.110000133514404,6.96999979019165,7.099999904632568,7.099999904632568,177700,54,48.0,,0.48,25.92,-0.1700000762939453,-0.02335165815859508
231,2019-09-24,33,0.0035470406571364898,0.027672979180695334,CIA,7.210000038146973,7.329999923706055,7.199999809265137,7.289999961853027,7.289999961853027,78100,59,48.0,,0.48,28.32,0.2199997901916504,0.030942304649846264
232,2019-09-26,17,0.0030376325257091916,-0.14361496827006803,CIA,7.199999809265137,7.239999771118164,7.03000020980835,7.039999961853027,7.039999961853027,38400,100,48.0,,0.48,48.0,-0.09000015258789062,-0.012278329266664723
233,2019-09-27,2,0.0025600624024961,-0.15721787252774888,CIA,7.039999961853027,7.119999885559082,6.960000038146973,7.0,7.0,53400,81,48.0,,0.48,38.88,-0.11999988555908203,-0.016574570352582918
234,2019-09-30,8,0.0027510904517813366,0.0,CIA,6.960000038146973,7.039999961853027,6.860000133514404,6.869999885559082,6.869999885559082,84000,67,48.0,,0.48,32.16,-0.07999992370605469,-0.01123594452133514
235,2019-10-02,2,0.0025600624024961,-0.0694372114015901,CIA,6.650000095367432,6.75,6.579999923706055,6.639999866485596,6.639999866485596,84900,97,45.0,,0.45,43.65,-0.28999996185302734,-0.04119317662278721
236,2019-10-07,26,0.0033241745996370467,0.4031770350360844,CIA,6.650000095367432,6.789999961853027,6.650000095367432,6.769999980926514,6.769999980926514,33700,95,45.0,,0.45,42.75,0.039999961853027344,0.005925920274522545
237,2019-10-08,5,0.0026555764271387183,-0.20113208631439816,CIA,6.650000095367432,6.760000228881836,6.610000133514404,6.730000019073486,6.730000019073486,53200,88,45.0,,0.45,39.6,-0.029999732971191406,-0.004418222848267095
238,2019-10-09,8,0.0027510904517813366,0.03596734165377846,CIA,6.789999961853027,6.869999885559082,6.769999980926514,6.800000190734863,6.800000190734863,29000,85,45.0,,0.45,38.25,0.1099996566772461,0.016272138010776427
239,2019-10-10,5,0.0026555764271387183,-0.0347186057007951,CIA,6.769999980926514,6.909999847412109,6.769999980926514,6.869999885559082,6.869999885559082,59700,83,45.0,,0.45,37.35,0.039999961853027344,0.005822410847066806
240,2019-10-14,5,0.0026555764271387183,0.012134596949362475,CIA,6.960000038146973,7.059999942779541,6.920000076293945,6.96999979019165,6.96999979019165,46100,82,45.0,,0.45,36.9,0.15000009536743164,0.02170768432413328
241,2019-10-15,4,0.002623738418924512,-0.011989113884592895,CIA,6.940000057220459,7.079999923706055,6.889999866485596,6.929999828338623,6.929999828338623,50500,82,45.0,,0.45,36.9,0.019999980926513672,0.002832858511134795
242,2019-10-17,1,0.0025282243942818935,-0.03640379084808698,CIA,6.889999866485596,7.03000020980835,6.889999866485596,6.960000038146973,6.960000038146973,45100,76,45.0,,0.45,34.2,-0.04999971389770508,-0.007062106558827885
243,2019-10-18,3,0.002591900410710306,0.025186062033270895,CIA,6.880000114440918,6.980000019073486,6.800000190734863,6.920000076293945,6.920000076293945,55200,76,45.0,,0.45,34.2,-0.05000019073486328,-0.007112402452720046
244,2019-10-21,-13,0.002082492279283008,-0.1965384662629438,CIA,6.889999866485596,7.119999885559082,6.889999866485596,7.119999885559082,7.119999885559082,68600,86,45.0,,0.45,38.7,0.1399998664855957,0.020057287407311275
245,2019-10-24,12,0.0028784424846381614,0.382210399180541,CIA,6.900000095367432,6.920000076293945,6.650000095367432,6.670000076293945,6.670000076293945,64400,96,45.0,,0.45,43.2,-0.19999980926513672,-0.028089861303337904
246,2019-10-28,11,0.002846604476423955,0.011311065615491778,CIA,6.690000057220459,6.849999904632568,6.690000057220459,6.800000190734863,6.800000190734863,76500,98,45.0,,0.45,44.1,-0.07000017166137695,-0.010115631631447353
247,2019-11-01,5,0.0026555764271387183,-0.06710733818743075,CIA,6.71999979019165,6.78000020980835,6.71999979019165,6.75,6.75,49000,86,45.0,False,0.45,38.7,-0.06999969482421875,-0.010218933693251442
248,2019-11-04,46,0.003960934763921169,0.5866673468606918,CIA,6.78000020980835,6.929999828338623,6.769999980926514,6.840000152587891,6.840000152587891,36600,86,45.0,,0.45,38.7,0.14999961853027344,0.022123836856712042
249,2019-11-05,1,0.0025282243942818935,-0.36171016566325587,CIA,6.820000171661377,7.0,6.820000171661377,6.829999923706055,6.829999923706055,69700,85,45.0,,0.45,38.25,0.07000017166137695,0.010101035121981905
250,2019-11-06,33,0.0035470406571364898,0.40297699253233277,CIA,6.710000038146973,6.800000190734863,6.699999809265137,6.699999809265137,6.699999809265137,45300,99,45.0,,0.45,44.55,-0.19999980926513672,-0.028571401323590928
251,2019-11-07,3,0.002591900410710306,-0.26927806550637745,CIA,6.78000020980835,6.829999923706055,6.75,6.820000171661377,6.820000171661377,25000,100,45.0,,0.45,45.0,0.029999732971191406,0.004411725313194337
