,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,SQQQ_unscaled,SQQQ_monthly,isPartial,scale,SQQQ,Stock_Price_Change,Stock_Price_Change_Percent
39,2018-09-13,1,0.006813953488372093,0.0,SQQQ,1166.0,1167.0,1143.0,1152.0,1144.2625732421875,141667,30,9.0,,0.09,2.7,-50.0,-0.041084634346754356
40,2018-09-14,1,0.006813953488372093,0.0,SQQQ,1148.0,1174.0,1142.0,1160.0,1152.20849609375,114808,82,9.0,,0.09,7.38,7.0,0.005998286203941827
41,2018-09-17,4,0.024255813953488373,0.9208103130755063,SQQQ,1167.0,1214.0,1164.0,1211.0,1202.8660888671875,155384,71,9.0,,0.09,6.39,40.0,0.03407155025553665
42,2018-09-18,3,0.01844186046511628,-0.2396931927133269,SQQQ,1207.0,1209.0,1163.0,1180.0,1172.0743408203125,224600,100,9.0,,0.09,9.0,-5.0,-0.004118616144975329
43,2018-09-19,2,0.012627906976744187,-0.31525851197982346,SQQQ,1180.0,1207.0,1172.0,1184.0,1176.0474853515625,163239,93,9.0,,0.09,8.37,-2.0,-0.0016542597187758634
44,2018-09-21,1,0.006813953488372093,-0.46040515653775327,SQQQ,1135.0,1169.0,1131.0,1165.0,1157.1751708984375,158385,94,9.0,,0.09,8.459999999999999,-38.0,-0.031483015741507914
45,2018-09-24,1,0.006813953488372093,0.0,SQQQ,1190.0,1204.0,1153.0,1155.0,1147.2421875,145003,41,9.0,,0.09,3.69,35.0,0.029940119760478945
46,2018-09-25,3,0.01844186046511628,1.7064846416382253,SQQQ,1157.0,1168.0,1147.0,1150.0,1142.2757568359375,97770,51,9.0,,0.09,4.59,-36.0,-0.029900332225913595
47,2018-09-26,1,0.006813953488372093,-0.6305170239596469,SQQQ,1142.0,1148.0,1110.0,1143.0,1136.6474609375,203358,90,9.0,,0.09,8.1,-20.0,-0.017123287671232834
48,2018-10-01,1,0.006813953488372093,0.0,SQQQ,1094.0,1116.0,1083.0,1108.0,1101.8419189453125,183154,7,19.0,False,0.19,1.33,-32.0,-0.027874564459930307
49,2018-10-02,1,0.006813953488372093,0.0,SQQQ,1112.0,1123.0,1090.0,1114.0,1107.8084716796875,141501,21,19.0,,0.19,3.99,7.0,0.006272401433691677
50,2018-10-04,3,0.01844186046511628,1.7064846416382253,SQQQ,1124.0,1200.0,1124.0,1175.0,1168.469482421875,343101,39,19.0,,0.19,7.41,77.0,0.06856634016028496
51,2018-10-05,1,0.006813953488372093,-0.6305170239596469,SQQQ,1177.0,1253.0,1165.0,1220.0,1213.2193603515625,392572,43,19.0,,0.19,8.17,53.0,0.04416666666666669
52,2018-10-08,3,0.01844186046511628,1.7064846416382253,SQQQ,1236.0,1285.0,1210.0,1241.0,1234.1025390625,348907,32,19.0,,0.19,6.08,32.0,0.025538707102952918
53,2018-10-09,3,0.01844186046511628,0.0,SQQQ,1241.0,1249.0,1202.0,1232.0,1225.152587890625,253805,39,19.0,,0.19,7.41,-36.0,-0.028015564202334642
54,2018-10-10,8,0.047511627906976744,1.5762925598991173,SQQQ,1253.0,1399.0,1251.0,1393.0,1385.2576904296875,580673,93,19.0,,0.19,17.67,150.0,0.12009607686148915
55,2018-10-11,15,0.0882093023255814,0.8565834557023986,SQQQ,1409.0,1490.0,1353.0,1444.0,1435.9744873046875,952362,100,19.0,,0.19,19.0,91.0,0.06504646175839879
56,2018-10-12,6,0.03588372093023256,-0.5931979963089902,SQQQ,1334.0,1413.0,1312.0,1324.0,1316.6412353515625,897182,48,19.0,,0.19,9.12,-77.0,-0.05167785234899325
57,2018-10-15,2,0.012627906976744187,0.8532423208191127,SQQQ,1340.0,1389.0,1333.0,1375.0,1367.3577880859375,395633,32,19.0,,0.19,6.08,-24.0,-0.01698513800424628
58,2018-10-16,8,0.047511627906976744,2.762430939226519,SQQQ,1332.0,1339.0,1244.0,1259.0,1252.00244140625,424739,60,19.0,,0.19,11.4,-50.0,-0.035997120230381596
59,2018-10-17,2,0.012627906976744187,-0.7342143906020557,SQQQ,1234.0,1292.0,1233.0,1253.0,1246.035888671875,434868,42,19.0,,0.19,7.98,-47.0,-0.03510082150858851
60,2018-10-18,2,0.012627906976744187,0.0,SQQQ,1269.0,1356.0,1267.0,1338.0,1330.5633544921875,469054,54,19.0,,0.19,10.26,64.0,0.049535603715170184
61,2018-10-19,5,0.030069767441860466,1.3812154696132595,SQQQ,1313.0,1360.0,1275.0,1346.0,1338.51904296875,395123,37,19.0,,0.19,7.03,4.0,0.002949852507374562
62,2018-10-23,10,0.05913953488372093,2.2068095838587642,SQQQ,1397.0,1442.0,1320.0,1338.0,1330.5633544921875,500046,48,19.0,,0.19,9.12,82.0,0.06029411764705883
63,2018-10-24,2,0.012627906976744187,-0.7864726700747149,SQQQ,1344.0,1530.0,1338.0,1523.0,1514.5352783203125,528060,34,19.0,,0.19,6.46,88.0,0.061026352288488184
64,2018-10-25,9,0.05332558139534884,3.222836095764273,SQQQ,1453.0,1474.0,1340.0,1369.0,1361.39111328125,468208,82,19.0,,0.19,15.58,-56.0,-0.036601307189542465
65,2018-10-26,16,0.09402325581395349,0.7631923244657652,SQQQ,1507.0,1532.0,1394.0,1469.0,1460.8353271484375,569734,99,19.0,,0.19,18.81,58.0,0.03934871099050197
66,2018-10-29,11,0.06495348837209303,8.532423208191126,SQQQ,1409.0,1647.0,1389.0,1555.0,1546.357421875,648228,94,19.0,,0.19,17.86,115.0,0.07506527415143593
67,2018-10-30,4,0.024255813953488373,-0.6265664160401003,SQQQ,1576.0,1600.0,1485.0,1488.0,1479.729736328125,770869,78,19.0,,0.19,14.82,-47.0,-0.02853673345476626
68,2018-10-31,6,0.03588372093023256,0.4793863854266538,SQQQ,1419.0,1419.0,1345.0,1388.0,1380.28564453125,626707,40,19.0,,0.19,7.6,-181.0,-0.11312500000000003
69,2018-11-01,2,0.012627906976744187,-0.6480881399870382,SQQQ,1376.0,1409.0,1325.0,1327.0,1319.6248779296875,385411,60,18.0,False,0.18,10.8,-10.0,-0.007047216349541974
70,2018-11-02,2,0.012627906976744187,0.0,SQQQ,1342.0,1418.0,1318.0,1389.0,1381.2799072265625,594414,100,18.0,,0.18,18.0,9.0,0.0063875088715401596
71,2018-11-05,3,0.01844186046511628,0.46040515653775316,SQQQ,1387.0,1449.0,1387.0,1402.0,1394.2078857421875,296530,55,18.0,,0.18,9.9,31.0,0.02186177715091686
72,2018-11-06,1,0.006813953488372093,-0.6305170239596469,SQQQ,1404.0,1409.0,1347.0,1370.0,1362.385498046875,272594,28,18.0,,0.18,5.04,-40.0,-0.027605244996549372
73,2018-11-07,2,0.012627906976744187,0.8532423208191127,SQQQ,1323.0,1332.0,1243.0,1244.0,1237.0859375,451782,55,18.0,,0.18,9.9,-77.0,-0.05464868701206527
74,2018-11-09,1,0.006813953488372093,-0.46040515653775327,SQQQ,1304.0,1362.0,1294.0,1330.0,1322.60791015625,414604,57,18.0,,0.18,10.26,30.0,0.022522522522522515
75,2018-11-12,6,0.03588372093023256,4.266211604095563,SQQQ,1360.0,1457.0,1352.0,1450.0,1441.9410400390625,444182,63,18.0,,0.18,11.34,95.0,0.06975036710719529
76,2018-11-13,4,0.024255813953488373,-0.3240440699935191,SQQQ,1433.0,1462.0,1371.0,1448.0,1439.9521484375,426712,34,18.0,,0.18,6.12,5.0,0.0034317089910775866
77,2018-11-14,4,0.024255813953488373,0.0,SQQQ,1407.0,1508.0,1393.0,1484.0,1475.751953125,427421,52,18.0,,0.18,9.36,46.0,0.03146374829001375
78,2018-11-15,7,0.041697674418604655,0.719079578139981,SQQQ,1495.0,1531.0,1394.0,1406.0,1398.185546875,465961,35,18.0,,0.18,6.3,23.0,0.01525198938992034
79,2018-11-16,3,0.01844186046511628,-0.5577244841048522,SQQQ,1448.0,1465.0,1401.0,1421.0,1413.1021728515625,420903,47,18.0,,0.18,8.459999999999999,-66.0,-0.043109079033311515
80,2018-11-19,9,0.05332558139534884,6.825938566552901,SQQQ,1445.0,1574.0,1437.0,1561.0,1552.3240966796875,449519,40,18.0,,0.18,7.199999999999999,109.0,0.07440273037542666
81,2018-11-20,9,0.05332558139534884,0.0,SQQQ,1667.0,1705.0,1581.0,1643.0,1633.8682861328125,567420,91,18.0,,0.18,16.38,131.0,0.08322744599745868
82,2018-11-21,4,0.024255813953488373,-0.5451373746184038,SQQQ,1580.0,1617.0,1560.0,1608.0,1599.0628662109375,284085,42,18.0,,0.18,7.56,-88.0,-0.05161290322580647
83,2018-11-23,3,0.01844186046511628,-0.2396931927133269,SQQQ,1648.0,1649.0,1595.0,1645.0,1635.8572998046875,144325,47,18.0,,0.18,8.459999999999999,32.0,0.019789734075448262
84,2018-11-26,7,0.041697674418604655,1.2610340479192939,SQQQ,1575.0,1597.0,1528.0,1531.0,1522.4908447265625,258602,39,18.0,,0.18,7.02,-52.0,-0.031534263189812006
85,2018-11-27,2,0.012627906976744187,-0.6971556051310652,SQQQ,1554.0,1579.0,1503.0,1514.0,1505.5853271484375,205019,64,18.0,,0.18,11.52,-18.0,-0.011271133375078235
86,2018-11-28,1,0.006813953488372093,-0.46040515653775327,SQQQ,1482.0,1508.0,1370.0,1372.0,1364.37451171875,322130,48,18.0,,0.18,8.64,-71.0,-0.04496516782773907
87,2018-11-29,4,0.024255813953488373,2.559726962457338,SQQQ,1388.0,1416.0,1356.0,1385.0,1377.30224609375,260149,42,18.0,,0.18,7.56,-92.0,-0.06100795755968169
88,2018-12-03,7,0.041697674418604655,2.3020257826887662,SQQQ,1264.0,1314.0,1260.0,1286.0,1278.8524169921875,270547,34,23.0,,0.23,7.82,-102.0,-0.07203389830508478
89,2018-12-04,12,0.07076744186046512,0.697155605131065,SQQQ,1306.0,1436.0,1294.0,1429.0,1421.0577392578125,510298,48,23.0,,0.23,11.04,122.0,0.09284627092846276
90,2018-12-06,22,0.12890697674418605,2.0914668153931957,SQQQ,1516.0,1536.0,1402.0,1402.0,1394.2078857421875,571048,62,23.0,,0.23,14.26,100.0,0.0696378830083566
91,2018-12-07,16,0.09402325581395349,-0.2706115821757171,SQQQ,1422.0,1555.0,1397.0,1543.0,1534.4239501953125,509894,50,23.0,,0.23,11.5,19.0,0.01236979166666674
92,2018-12-10,4,0.024255813953488373,-0.19334880123743237,SQQQ,1550.0,1599.0,1474.0,1494.0,1485.696533203125,494154,45,23.0,,0.23,10.35,44.0,0.028295819935691302
93,2018-12-11,9,0.05332558139534884,1.1984659635666346,SQQQ,1422.0,1518.0,1420.0,1479.0,1470.7799072265625,363487,35,23.0,,0.23,8.05,-81.0,-0.05065666041275796
94,2018-12-12,6,0.03588372093023256,-0.3270824247710423,SQQQ,1414.0,1442.0,1371.0,1440.0,1431.99658203125,356644,32,23.0,,0.23,7.36,-76.0,-0.050065876152832645
95,2018-12-13,6,0.03588372093023256,0.0,SQQQ,1415.0,1468.0,1395.0,1439.0,1431.0020751953125,341314,40,23.0,,0.23,9.2,26.0,0.018030513176144236
96,2018-12-14,6,0.03588372093023256,0.0,SQQQ,1490.0,1556.0,1474.0,1545.0,1536.412841796875,401147,42,23.0,,0.23,9.66,88.0,0.05994550408719346
97,2018-12-17,7,0.041697674418604655,5.119453924914676,SQQQ,1565.0,1687.0,1529.0,1653.0,1643.812744140625,515366,52,23.0,,0.23,11.96,131.0,0.08419023136246784
98,2018-12-18,3,0.01844186046511628,-0.5577244841048522,SQQQ,1612.0,1664.0,1572.0,1620.0,1610.9962158203125,417722,36,23.0,,0.23,8.280000000000001,-23.0,-0.013633669235328938
99,2018-12-19,10,0.05913953488372093,2.2068095838587642,SQQQ,1629.0,1777.0,1551.0,1739.0,1729.334716796875,630419,67,23.0,,0.23,15.41,113.0,0.06790865384615374
100,2018-12-20,14,0.08239534883720931,0.39323633503735755,SQQQ,1755.0,1881.0,1698.0,1810.0,1799.93994140625,752613,97,23.0,,0.23,22.31,104.0,0.05852560495216652
101,2018-12-21,13,0.0765813953488372,-0.07056167090036702,SQQQ,1792.0,2015.0,1754.0,1990.0,1978.9395751953125,757359,83,23.0,,0.23,19.09,134.0,0.07123870281765021
102,2018-12-24,17,0.09983720930232558,3.11601150527325,SQQQ,2031.0,2137.0,1955.0,2135.0,2123.1337890625,451698,60,23.0,,0.23,13.8,122.0,0.06054590570719598
103,2018-12-26,32,0.18704651162790698,1.4424536896447009,SQQQ,2056.0,2100.0,1730.0,1734.0,1726.0279541015625,700330,76,23.0,,0.23,17.48,-37.0,-0.017313991576977106
104,2018-12-27,8,0.047511627906976744,-0.7459903021260723,SQQQ,1798.0,1913.0,1707.0,1708.0,1700.1474609375,472658,100,23.0,,0.23,23.0,-187.0,-0.08904761904761904
105,2018-12-28,2,0.012627906976744187,-0.7342143906020557,SQQQ,1680.0,1756.0,1626.0,1713.0,1705.1243896484375,566084,64,23.0,,0.23,14.72,-157.0,-0.08207004704652376
106,2018-12-31,3,0.01844186046511628,0.46040515653775316,SQQQ,1662.0,1723.0,1647.0,1676.0,1668.294677734375,383424,45,23.0,,0.23,10.35,-33.0,-0.018792710706150295
107,2019-01-02,11,0.06495348837209303,1.6778523489932886,SQQQ,1779.0,1783.0,1623.0,1650.0,1642.4141845703125,447528,50,25.0,,0.25,12.5,60.0,0.03482298316889154
108,2019-01-03,19,0.11146511627906977,0.7160759040458289,SQQQ,1724.0,1824.0,1704.0,1813.0,1804.664794921875,591180,100,25.0,,0.25,25.0,41.0,0.0229949523275379
109,2019-01-04,13,0.0765813953488372,-0.3129563947423326,SQQQ,1728.0,1745.0,1553.0,1575.0,1567.759033203125,623197,64,25.0,,0.25,16.0,-79.0,-0.04331140350877194
110,2019-01-07,7,0.041697674418604655,5.119453924914676,SQQQ,1567.0,1583.0,1500.0,1525.0,1517.9888916015625,316521,47,25.0,,0.25,11.75,-162.0,-0.09283667621776504
111,2019-01-08,7,0.041697674418604655,0.0,SQQQ,1482.0,1550.0,1466.0,1482.0,1475.1865234375,449155,27,25.0,,0.25,6.75,-33.0,-0.020846493998736615
112,2019-01-09,10,0.05913953488372093,0.41829336307863896,SQQQ,1467.0,1485.0,1427.0,1449.0,1442.338134765625,467567,85,25.0,,0.25,21.25,-65.0,-0.041935483870967794
113,2019-01-10,1,0.006813953488372093,-0.8847817538340543,SQQQ,1482.0,1505.0,1433.0,1434.0,1427.4071044921875,428749,77,25.0,,0.25,19.25,20.0,0.013468013468013407
114,2019-01-11,5,0.030069767441860466,3.4129692832764507,SQQQ,1460.0,1476.0,1446.0,1450.0,1443.3336181640625,239532,79,25.0,,0.25,19.75,-29.0,-0.01926910299003326
115,2019-01-14,8,0.047511627906976744,0.580046403712297,SQQQ,1490.0,1509.0,1471.0,1491.0,1484.1451416015625,258604,70,25.0,,0.25,17.5,33.0,0.022357723577235866
116,2019-01-15,6,0.03588372093023256,-0.24473813020068524,SQQQ,1472.0,1473.0,1397.0,1404.0,1397.5450439453125,400665,69,25.0,,0.25,17.25,-36.0,-0.02385685884691846
117,2019-01-16,1,0.006813953488372093,-0.8101101749837978,SQQQ,1397.0,1406.0,1367.0,1402.0,1395.5543212890625,303042,73,25.0,,0.25,18.25,-67.0,-0.04548540393754241
118,2019-01-17,3,0.01844186046511628,1.7064846416382253,SQQQ,1418.0,1426.0,1353.0,1371.0,1364.69677734375,316281,63,25.0,,0.25,15.75,20.0,0.014224751066856278
119,2019-01-18,4,0.024255813953488373,0.31525851197982346,SQQQ,1342.0,1368.0,1313.0,1332.0,1325.8760986328125,397742,57,25.0,,0.25,14.25,-58.0,-0.0406732117812062
120,2019-01-22,2,0.012627906976744187,0.8532423208191127,SQQQ,1361.0,1441.0,1359.0,1409.0,1402.522216796875,372494,71,25.0,,0.25,17.75,73.0,0.05336257309941517
121,2019-01-23,1,0.006813953488372093,-0.46040515653775327,SQQQ,1389.0,1455.0,1371.0,1406.0,1399.535888671875,356520,46,25.0,,0.25,11.5,14.0,0.009715475364330262
122,2019-01-24,12,0.07076744186046512,9.38566552901024,SQQQ,1395.0,1410.0,1375.0,1380.0,1373.655517578125,240006,41,25.0,,0.25,10.25,-45.0,-0.030927835051546393
123,2019-01-25,5,0.030069767441860466,-0.5750903713440684,SQQQ,1347.0,1362.0,1319.0,1330.0,1323.88525390625,289924,37,25.0,,0.25,9.25,-48.0,-0.03404255319148941
124,2019-01-28,6,0.03588372093023256,4.266211604095563,SQQQ,1383.0,1413.0,1380.0,1380.0,1373.655517578125,327509,52,25.0,,0.25,13.0,51.0,0.037444933920704804
125,2019-01-29,5,0.030069767441860466,-0.1620220349967596,SQQQ,1379.0,1435.0,1377.0,1420.0,1413.4715576171875,236467,49,25.0,,0.25,12.25,22.0,0.015569709837225831
126,2019-01-30,6,0.03588372093023256,0.19334880123743226,SQQQ,1371.0,1386.0,1297.0,1312.0,1305.968017578125,362447,49,25.0,,0.25,12.25,-49.0,-0.034146341463414664
127,2019-01-31,14,0.08239534883720931,1.2961762799740768,SQQQ,1290.0,1294.0,1235.0,1253.0,1247.2392578125,367625,38,25.0,,0.25,9.5,-92.0,-0.06637806637806642
128,2019-02-01,8,0.047511627906976744,-0.4233700254022016,SQQQ,1272.0,1280.0,1244.0,1271.0,1265.1566162109375,271052,68,18.0,False,0.18,12.24,-14.0,-0.010819165378670781
129,2019-02-04,9,0.05332558139534884,1.1984659635666346,SQQQ,1268.0,1273.0,1224.0,1225.0,1219.3681640625,191495,66,18.0,,0.18,11.88,-7.0,-0.005468750000000022
130,2019-02-05,2,0.012627906976744187,-0.7631923244657653,SQQQ,1219.0,1220.0,1187.0,1192.0,1186.519775390625,241053,83,18.0,,0.18,14.94,-53.0,-0.04163393558523176
131,2019-02-06,2,0.012627906976744187,0.0,SQQQ,1191.0,1218.0,1184.0,1201.0,1195.478271484375,235912,72,18.0,,0.18,12.96,-2.0,-0.0016393442622950616
132,2019-02-07,7,0.041697674418604655,2.3020257826887662,SQQQ,1235.0,1278.0,1225.0,1250.0,1244.253173828125,447005,94,18.0,,0.18,16.919999999999998,60.0,0.049261083743842304
133,2019-02-08,1,0.006813953488372093,-0.8365867261572784,SQQQ,1285.0,1288.0,1243.0,1243.0,1237.2852783203125,329812,97,18.0,,0.18,17.46,10.0,0.00782472613458518
134,2019-02-11,3,0.01844186046511628,0.46040515653775316,SQQQ,1231.0,1257.0,1221.0,1247.0,1241.266845703125,175383,43,18.0,,0.18,7.739999999999999,-31.0,-0.024068322981366408
135,2019-02-12,6,0.03588372093023256,0.9457755359394704,SQQQ,1221.0,1227.0,1187.0,1193.0,1187.5152587890625,283071,94,18.0,,0.18,16.919999999999998,-30.0,-0.023866348448687402
136,2019-02-13,2,0.012627906976744187,-0.6480881399870382,SQQQ,1177.0,1194.0,1166.0,1192.0,1186.519775390625,224014,68,18.0,,0.18,12.24,-33.0,-0.02689486552567233
137,2019-02-14,2,0.012627906976744187,0.0,SQQQ,1205.0,1216.0,1174.0,1186.0,1180.54736328125,302505,32,18.0,,0.18,5.76,22.0,0.018425460636515956
138,2019-02-15,6,0.03588372093023256,1.8416206261510126,SQQQ,1160.0,1189.0,1160.0,1173.0,1167.6072998046875,217782,100,18.0,,0.18,18.0,-27.0,-0.022203947368421018
139,2019-02-19,3,0.01844186046511628,0.46040515653775316,SQQQ,1183.0,1184.0,1155.0,1166.0,1160.6392822265625,128398,68,18.0,,0.18,12.24,-5.0,-0.004205214465937801
140,2019-02-20,3,0.01844186046511628,0.0,SQQQ,1164.0,1186.0,1150.0,1166.0,1160.6392822265625,213251,73,18.0,,0.18,13.14,2.0,0.0016891891891892552
141,2019-02-21,1,0.006813953488372093,-0.6305170239596469,SQQQ,1177.0,1199.0,1167.0,1180.0,1174.5750732421875,275167,49,18.0,,0.18,8.82,13.0,0.010961214165261302
142,2019-02-22,3,0.01844186046511628,1.7064846416382253,SQQQ,1172.0,1174.0,1151.0,1154.0,1148.6944580078125,220827,41,18.0,,0.18,7.38,-25.0,-0.020850708924103456
143,2019-02-25,5,0.030069767441860466,0.6305170239596469,SQQQ,1127.0,1144.0,1119.0,1141.0,1135.7542724609375,220677,22,18.0,,0.18,3.96,-30.0,-0.02555366269165249
144,2019-02-26,0,0.001,-0.9667440061871616,SQQQ,1152.0,1156.0,1127.0,1138.0,1132.7681884765625,196067,91,18.0,,0.18,16.38,12.0,0.010489510489510412
