,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,EM_unscaled,EM_monthly,isPartial,scale,EM,Stock_Price_Change,Stock_Price_Change_Percent
127,2021-11-24,1,0.005651162790697674,-0.4514672686230249,EM,2.470000028610229,2.622999906539917,2.4200000762939453,2.4800000190734863,2.4800000190734863,85600,96,92.0,,0.92,88.32000000000001,-0.04700016975402832,-0.01760305932997064
128,2021-11-29,3,0.014953488372093024,-0.4827031375703942,EM,2.5199999809265137,2.5199999809265137,2.309999942779541,2.3299999237060547,2.3299999237060547,41900,87,92.0,,0.92,80.04,-0.10299992561340332,-0.039267986764541574
129,2021-11-30,3,0.014953488372093024,0.0,EM,2.3499999046325684,2.440999984741211,2.009999990463257,2.069999933242798,2.069999933242798,68500,76,92.0,,0.92,69.92,-0.07899999618530273,-0.03134920507271488
130,2021-12-01,6,0.028906976744186047,0.9331259720062208,EM,2.1700000762939453,2.1700000762939453,2.049999952316284,2.0899999141693115,2.0899999141693115,32900,96,80.0,False,0.8,76.80000000000001,-0.2709999084472656,-0.1110200369280201
131,2021-12-02,1,0.005651162790697674,-0.8045052292839904,EM,2.039999961853028,2.039999961853028,1.7599999904632568,1.830000042915344,1.830000042915344,149900,98,80.0,,0.8,78.4,-0.13000011444091752,-0.05990788473286113
132,2021-12-03,2,0.01030232558139535,0.8230452674897122,EM,1.7699999809265137,1.7699999809265137,1.5099999904632568,1.590000033378601,1.590000033378601,241900,90,80.0,,0.8,72.0,-0.2699999809265141,-0.13235293430165584
133,2021-12-07,2,0.01030232558139535,0.0,EM,1.559999942779541,1.559999942779541,1.399999976158142,1.5399999618530271,1.5399999618530271,486800,92,80.0,,0.8,73.60000000000001,-0.21000003814697266,-0.11864409062707859
134,2021-12-10,3,0.014953488372093024,0.4514672686230248,EM,1.4800000190734863,1.5299999713897705,1.4800000190734863,1.4800000190734863,1.4800000190734863,119600,87,80.0,,0.8,69.60000000000001,-0.029999971389770508,-0.01923075159625831
135,2021-12-13,1,0.005651162790697674,-0.4514672686230249,EM,1.4900000095367432,1.4900000095367432,1.350000023841858,1.399999976158142,1.399999976158142,197500,87,80.0,,0.8,69.60000000000001,-0.039999961853027344,-0.02614376640588656
136,2021-12-15,2,0.01030232558139535,0.8230452674897122,EM,1.399999976158142,1.399999976158142,1.350000023841858,1.350000023841858,1.350000023841858,58400,97,80.0,,0.8,77.60000000000001,-0.09000003337860107,-0.06040270657889668
137,2021-12-16,3,0.014953488372093024,0.4514672686230248,EM,1.3799999952316284,1.409999966621399,1.2999999523162842,1.2999999523162842,1.2999999523162842,57800,100,80.0,,0.8,80.0,0.009999990463256836,0.007142850452539706
138,2021-12-17,2,0.01030232558139535,-0.3110419906687403,EM,1.2799999713897705,1.399999976158142,1.2799999713897705,1.3600000143051147,1.3600000143051147,140700,90,80.0,,0.8,72.0,-0.009999990463256836,-0.0070921919858044635
139,2021-12-20,3,0.014953488372093024,0.4514672686230248,EM,1.3300000429153442,1.350000023841858,1.2200000286102295,1.3200000524520874,1.3200000524520874,179600,87,80.0,,0.8,69.60000000000001,-0.04999995231628418,-0.035714252262698754
140,2021-12-21,4,0.0196046511627907,0.3110419906687403,EM,1.309999942779541,1.309999942779541,1.25,1.25,1.25,173900,78,80.0,,0.8,62.400000000000006,-0.040000081062316895,-0.029629689152511185
141,2021-12-22,1,0.005651162790697674,-0.7117437722419928,EM,1.2599999904632568,1.2869999408721924,1.2000000476837158,1.2599999904632568,1.2599999904632568,103600,81,80.0,,0.8,64.8,-0.023000001907348633,-0.017557254131284505
142,2021-12-23,24,0.11262790697674419,18.930041152263374,EM,1.2599999904632568,1.340000033378601,1.2300000190734863,1.2899999618530271,1.2899999618530271,95600,100,80.0,,0.8,80.0,0.05300009250640869,0.04118111495054988
143,2021-12-29,1,0.005651162790697674,-0.9498244889531282,EM,1.340000033378601,1.3600000143051147,1.2599999904632568,1.2599999904632568,1.2599999904632568,120100,90,80.0,,0.8,72.0,0.019999980926513672,0.014925358528601551
144,2021-12-30,2,0.01030232558139535,0.8230452674897122,EM,1.309999942779541,1.399999976158142,1.25,1.2899999618530271,1.2899999618530271,158200,88,80.0,,0.8,70.4,0.039999961853027344,0.029411736347271455
