,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,SO_unscaled,SO_monthly,isPartial,scale,SO,Stock_Price_Change,Stock_Price_Change_Percent
23,2016-07-15,1,0.0021668611435239206,-0.3500175008750437,SO,53.68999862670898,53.869998931884766,53.18999862670898,53.630001068115234,41.3587760925293,4609200,88,62.0,,0.62,54.56,0.1699981689453125,0.003165701425140943
24,2016-07-18,1,0.0021668611435239206,0.0,SO,53.650001525878906,53.90999984741211,53.560001373291016,53.619998931884766,41.351070404052734,3561100,91,62.0,,0.62,56.42,0.04000091552734375,0.000742545318738852
25,2016-07-20,4,0.005667444574095682,1.615508885298869,SO,53.650001525878906,53.790000915527344,53.20000076293945,53.33000183105469,41.12742614746094,3869400,98,62.0,,0.62,60.76,-0.11999893188476562,-0.002225912302437627
26,2016-07-21,3,0.004500583430571762,-0.20588840848260237,SO,53.220001220703125,53.970001220703125,53.08000183105469,53.900001525878906,41.566993713378906,5540900,91,62.0,,0.62,56.42,0.18000030517578125,0.003346352521139684
27,2016-07-25,2,0.003333722287047841,0.5385029617662898,SO,54.5,54.59999847412109,54.209999084472656,54.540000915527344,42.0605583190918,3925300,86,62.0,,0.62,53.32,0.6299972534179616,0.011673100596045316
28,2016-07-26,1,0.0021668611435239206,-0.3500175008750437,SO,54.52999877929688,54.56999969482422,54.209999084472656,54.45000076293945,41.99114990234375,6097900,100,62.0,,0.62,62.0,-0.029998779296867895,-0.0005494282076049517
29,2016-07-28,1,0.0021668611435239206,0.0,SO,53.52999877929688,53.52999877929688,53.02999877929688,53.2599983215332,41.07343673706055,6076800,91,62.0,,0.62,56.42,-1.0400009155273366,-0.01905810740962821
30,2016-08-03,1,0.0021668611435239206,0.0,SO,53.40999984741211,53.47999954223633,52.75,53.040000915527344,40.90378189086914,5053600,91,63.0,,0.63,57.33,-0.04999923706055398,-0.000934041438459543
31,2016-08-05,1,0.0021668611435239206,0.0,SO,53.0,53.11000061035156,52.4900016784668,52.63999938964844,40.59529495239258,5165100,85,63.0,,0.63,53.55,-0.3699989318847656,-0.006918454282942799
32,2016-08-09,1,0.0021668611435239206,0.0,SO,52.7400016784668,53.0099983215332,52.560001373291016,52.84000015258789,40.749542236328125,4201500,87,63.0,,0.63,54.81,-0.10000228881835938,-0.0018829276533441908
33,2016-08-12,1,0.0021668611435239206,0.0,SO,52.47999954223633,52.70000076293945,52.33000183105469,52.34999847412109,40.80376815795898,3190800,85,63.0,,0.63,53.55,-0.30999755859375,-0.005847907345958636
34,2016-08-17,1,0.0021668611435239206,0.0,SO,50.09000015258789,51.56999969482422,50.0,51.470001220703125,40.117862701416016,21768000,94,63.0,,0.63,59.22,-1.1300010681152344,-0.021442145194614293
35,2016-08-19,0,0.001,-0.5385029617662898,SO,52.09999847412109,52.11000061035156,51.68000030517578,51.959999084472656,40.499794006347656,6552800,94,63.0,,0.63,59.22,0.5400009155273438,0.010471222003546776
36,2016-08-23,1,0.0021668611435239206,0.0,SO,52.040000915527344,52.27999877929688,51.70000076293945,51.709999084472656,40.30492782592773,3655700,92,63.0,,0.63,57.96,0.1699981689453196,0.003262294510730568
37,2016-08-25,3,0.004500583430571762,1.0770059235325795,SO,51.880001068115234,52.040000915527344,51.72999954223633,51.86000061035156,40.42184829711914,4108300,98,63.0,,0.63,61.74,-0.23999786376953836,-0.004590624892374273
38,2016-08-26,1,0.0021668611435239206,-0.5185377236193933,SO,51.900001525878906,52.2599983215332,50.880001068115234,51.04999923706055,39.79050064086914,6110800,97,63.0,,0.63,61.11,0.21999740600585938,0.004227467373856708
39,2016-08-29,2,0.003333722287047841,0.5385029617662898,SO,51.5099983215332,51.5099983215332,51.13999938964844,51.34000015258789,40.01653289794922,4705000,95,63.0,,0.63,59.85,-0.75,-0.014351320782399868
40,2016-08-31,1,0.0021668611435239206,-0.3500175008750437,SO,50.959999084472656,51.36000061035156,50.84000015258789,51.33000183105469,40.00874328613281,6173400,91,63.0,,0.63,57.33,-0.14999771118164062,-0.0029120115719152295
41,2016-09-01,1,0.0021668611435239206,0.0,SO,51.2400016784668,51.369998931884766,51.0099983215332,51.18000030517578,39.89183044433594,3613600,86,65.0,False,0.65,55.9,0.009998321533203125,0.00019467136710260569
42,2016-09-02,1,0.0021668611435239206,0.0,SO,51.20000076293945,51.84999847412109,51.150001525878906,51.79999923706055,40.37508392333984,3869300,82,65.0,,0.65,53.3,0.479999542236321,0.009343966365909173
43,2016-09-07,2,0.003333722287047841,0.5385029617662898,SO,52.15999984741211,52.34000015258789,51.93999862670898,52.220001220703125,40.70244216918945,3564500,87,65.0,,0.65,56.55,0.490001678466804,0.009450370161753652
44,2016-09-08,2,0.003333722287047841,0.0,SO,52.2599983215332,52.5099983215332,52.08000183105469,52.470001220703125,40.897308349609375,4375900,88,65.0,,0.65,57.2,0.1699981689453125,0.0032479588928107095
45,2016-09-14,1,0.0021668611435239206,-0.3500175008750437,SO,51.400001525878906,51.709999084472656,51.11000061035156,51.34999847412109,40.02433013916016,5147900,96,65.0,,0.65,62.400000000000006,-0.7999992370605469,-0.015235179254090458
46,2016-09-19,1,0.0021668611435239206,0.0,SO,52.09999847412109,52.459999084472656,52.0,52.43000030517578,40.86612319946289,4464900,93,65.0,,0.65,60.45,0.75,0.014503964673733938
47,2016-09-21,1,0.0021668611435239206,0.0,SO,52.09000015258789,53.209999084472656,51.84999847412109,53.18000030517578,41.4507064819336,4880000,93,65.0,,0.65,60.45,0.75,0.014296607188122978
48,2016-09-22,1,0.0021668611435239206,0.0,SO,53.36000061035156,53.560001373291016,53.09000015258789,53.47999954223633,41.684547424316406,4134100,91,65.0,,0.65,59.15,0.3500022888183594,0.006577754084579501
49,2016-09-23,1,0.0021668611435239206,0.0,SO,53.33000183105469,53.630001068115234,53.25,53.52999877929688,41.723514556884766,4282700,88,65.0,,0.65,57.2,0.06999969482421875,0.0013069397503624458
50,2016-09-26,2,0.003333722287047841,0.5385029617662898,SO,53.54999923706055,53.630001068115234,53.27999877929688,53.310001373291016,41.55203628540039,4689600,94,65.0,,0.65,61.1,0.0,0.0
51,2016-09-27,1,0.0021668611435239206,-0.3500175008750437,SO,53.52000045776367,53.72999954223633,52.7599983215332,52.84000015258789,41.18569946289063,5774100,97,65.0,,0.65,63.05,0.09999847412109375,0.0018645995176111985
52,2016-09-28,1,0.0021668611435239206,0.0,SO,52.95000076293945,53.02000045776367,52.5099983215332,52.70000076293945,41.07658386230469,5819700,96,65.0,,0.65,62.400000000000006,-0.7099990844726562,-0.013214202317544
53,2016-10-10,1,0.0021668611435239206,-0.9566698555661852,SO,49.27999877929688,49.77999877929688,49.16999816894531,49.75,38.77721405029297,4510200,87,66.0,,0.66,57.42,-3.2400016784667898,-0.06110904659549765
54,2016-10-12,202,0.23670595099183198,108.23909531502424,SO,49.68999862670898,50.150001525878906,49.4900016784668,50.02999877929688,38.9954719543457,5651400,89,66.0,,0.66,58.74,0.37000274658202414,0.007432759253821253
55,2016-10-14,1,0.0021668611435239206,-0.9908457682012453,SO,50.63999938964844,51.02999877929688,50.43999862670898,50.560001373291016,39.40857696533203,3947800,83,66.0,,0.66,54.78,0.8799972534179759,0.017547302624983496
56,2016-10-18,1,0.0021668611435239206,0.0,SO,50.97999954223633,51.2599983215332,50.33000183105469,51.09000015258789,39.82168197631836,4333300,100,66.0,,0.66,66.0,0.22999954223632102,0.004507143792635837
57,2016-10-19,3,0.004500583430571762,1.0770059235325795,SO,51.04999923706055,51.130001068115234,50.59000015258789,50.72999954223633,39.54107284545898,4769800,88,66.0,,0.66,58.080000000000005,-0.12999725341796875,-0.0025360370205740335
58,2016-10-24,1,0.0021668611435239206,0.0,SO,50.75,50.91999816894531,50.369998931884766,50.84999847412109,39.63460540771485,3335100,88,66.0,,0.66,58.080000000000005,-0.21000289916992188,-0.004107234398257775
59,2016-10-25,2,0.003333722287047841,0.5385029617662898,SO,50.7599983215332,51.06999969482422,50.68000030517578,50.970001220703125,39.7281379699707,3587000,88,66.0,,0.66,58.080000000000005,0.15000152587890625,0.002945827401274137
60,2016-10-26,1,0.0021668611435239206,-0.3500175008750437,SO,50.959999084472656,51.060001373291016,50.560001373291016,50.970001220703125,39.7281379699707,3983900,86,66.0,,0.66,56.760000000000005,-0.009998321533203125,-0.0001957768081642941
61,2016-10-27,2,0.003333722287047841,0.5385029617662898,SO,50.84000015258789,50.93000030517578,50.380001068115234,50.7599983215332,39.56445693969727,4776700,98,66.0,,0.66,64.68,-0.13000106811523438,-0.002546045135502828
62,2016-10-28,3,0.004500583430571762,0.3500175008750439,SO,50.84000015258789,50.9900016784668,50.4900016784668,50.70000076293945,39.5177001953125,5012700,96,66.0,,0.66,63.36,0.060001373291015625,0.0011781145284013306
63,2016-11-01,2,0.003333722287047841,0.5385029617662898,SO,51.619998931884766,51.68000030517578,50.290000915527344,50.47999954223633,39.346221923828125,6475800,47,72.0,False,0.72,33.84,0.6899986267089844,0.013532037732808533
64,2016-11-02,1,0.0021668611435239206,-0.3500175008750437,SO,50.31999969482422,50.400001525878906,49.52000045776367,50.18999862670898,39.12018203735352,6211100,51,72.0,,0.72,36.72,-1.279998779296875,-0.02476777809091235
65,2016-11-03,1,0.0021668611435239206,0.0,SO,50.22999954223633,50.630001068115234,50.0099983215332,50.38999938964844,39.27607345581055,4428800,52,72.0,,0.72,37.44,0.22999954223632812,0.004563482842718347
66,2016-11-04,3,0.004500583430571762,1.0770059235325795,SO,50.560001373291016,50.77000045776367,50.0,50.11000061035156,39.05782318115234,4807200,48,72.0,,0.72,34.56,0.1399993896484375,0.002765146883170866
67,2016-11-08,1,0.0021668611435239206,-0.5185377236193933,SO,50.75,51.040000915527344,50.52999877929688,50.7599983215332,39.56445693969727,5678000,92,72.0,,0.72,66.24,0.2700004577636719,0.00531811020936046
68,2016-11-09,2,0.003333722287047841,0.5385029617662898,SO,49.709999084472656,49.880001068115234,48.91999816894531,49.220001220703125,38.3641242980957,13795200,100,72.0,,0.72,72.0,-1.1599998474121094,-0.022727269330028887
69,2016-11-11,1,0.0021668611435239206,-0.3500175008750437,SO,47.95000076293945,48.22999954223633,47.56999969482422,47.77999877929688,37.2417221069336,6956300,52,72.0,,0.72,37.44,-1.6500015258789062,-0.03307942041993328
70,2016-11-14,2,0.003333722287047841,0.5385029617662898,SO,47.5099983215332,47.720001220703125,46.81999969482422,47.630001068115234,37.124813079833984,7942000,52,72.0,,0.72,37.44,-0.5099983215332031,-0.010574296628109714
71,2016-11-15,1,0.0021668611435239206,-0.3500175008750437,SO,48.150001525878906,48.52999877929688,47.869998931884766,48.34000015258789,37.678218841552734,5828500,55,72.0,,0.72,39.6,0.8099975585937571,0.016973963492740607
72,2016-11-16,1,0.0021668611435239206,0.0,SO,48.5,48.61000061035156,47.91999816894531,48.43000030517578,37.74836730957031,7003800,53,72.0,,0.72,38.16,0.0800018310546804,0.001648502638924576
73,2016-11-18,1,0.0021668611435239206,0.0,SO,47.560001373291016,47.650001525878906,46.88999938964844,47.130001068115234,37.164833068847656,5611600,53,72.0,,0.72,38.16,-0.9599990844726562,-0.0197490037527015
74,2016-11-22,1,0.0021668611435239206,0.0,SO,47.47999954223633,47.72999954223633,47.18999862670898,47.59999847412109,37.53544998168945,4976800,49,72.0,,0.72,35.28,0.07999801635742188,0.0016788670261420613
75,2016-11-23,1,0.0021668611435239206,0.0,SO,47.22999954223633,47.560001373291016,47.09000015258789,47.22999954223633,37.243690490722656,4562700,50,72.0,,0.72,36.0,-0.1699981689453125,-0.0035616629075154727
76,2016-11-25,1,0.0021668611435239206,0.0,SO,47.40999984741211,47.95000076293945,47.40999984741211,47.77999877929688,37.677391052246094,2486200,40,72.0,,0.72,28.8,0.3899993896484375,0.008200155138503806
77,2016-11-28,1,0.0021668611435239206,0.0,SO,47.83000183105469,48.380001068115234,47.79999923706055,48.310001373291016,38.09532165527344,5546900,46,72.0,,0.72,33.12,0.43000030517578125,0.008967680882877582
78,2016-12-01,1,0.0021668611435239206,0.0,SO,46.72999954223633,46.7400016784668,46.20000076293945,46.59000015258789,36.73900604248047,5569200,100,63.0,False,0.63,63.0,-1.6399993896484375,-0.03389829172056957
79,2016-12-05,2,0.003333722287047841,0.5385029617662898,SO,46.59999847412109,46.880001068115234,46.2400016784668,46.869998931884766,36.95980072021485,5010000,94,63.0,,0.63,59.22,0.1399993896484375,0.002995279944821627
80,2016-12-06,1,0.0021668611435239206,-0.3500175008750437,SO,47.150001525878906,47.150001525878906,46.7599983215332,46.93000030517578,37.00712203979492,4573200,96,63.0,,0.63,60.48,0.2700004577636719,0.005759395298890135
81,2016-12-07,1,0.0021668611435239206,0.0,SO,47.0,47.41999816894531,47.0,47.150001525878906,37.18060302734375,5727200,100,63.0,,0.63,63.0,0.26999664306640625,0.005726333707926079
82,2016-12-08,1,0.0021668611435239206,0.0,SO,46.88999938964844,47.459999084472656,46.58000183105469,47.40999984741211,37.385623931884766,5520100,99,63.0,,0.63,62.37,0.04000091552734375,0.0008435452777715291
83,2016-12-09,3,0.004500583430571762,1.0770059235325795,SO,47.40999984741211,47.95000076293945,47.31999969482422,47.93999862670898,37.80356216430664,5025300,85,63.0,,0.63,53.55,0.4900016784667969,0.010324519340901395
84,2016-12-12,1,0.0021668611435239206,-0.3500175008750437,SO,47.83000183105469,48.75,47.810001373291016,48.720001220703125,38.41864013671875,5017600,91,63.0,,0.63,57.33,0.7999992370605469,0.0166840297045181
85,2016-12-13,2,0.003333722287047841,0.5385029617662898,SO,48.81999969482422,49.209999084472656,48.630001068115234,49.18999862670898,38.78925704956055,5624500,95,63.0,,0.63,59.85,0.45999908447265625,0.009435878655849272
86,2016-12-15,2,0.003333722287047841,0.0,SO,48.02999877929688,48.56999969482422,47.790000915527344,48.459999084472656,38.2136116027832,6247800,90,63.0,,0.63,56.7,-0.6399993896484375,-0.013005474528658967
87,2016-12-16,2,0.003333722287047841,0.0,SO,48.5,49.0,48.40999984741211,48.91999816894531,38.57634353637695,6843500,82,63.0,,0.63,51.66,0.43000030517578125,0.008853207903594118
88,2016-12-20,1,0.0021668611435239206,1.1668611435239207,SO,49.09000015258789,49.380001068115234,48.900001525878906,49.20000076293945,38.797149658203125,2949400,80,63.0,,0.63,50.4,0.3800010681152344,0.007755123839086497
89,2016-12-21,2,0.003333722287047841,0.5385029617662898,SO,49.2599983215332,49.54999923706055,49.20000076293945,49.2400016784668,38.82870101928711,2837400,83,63.0,,0.63,52.29,0.1699981689453125,0.003442652192550799
90,2016-12-22,1,0.0021668611435239206,-0.3500175008750437,SO,49.150001525878906,49.380001068115234,48.959999084472656,49.36000061035156,38.923316955566406,2953300,81,63.0,,0.63,51.03,-0.1699981689453125,-0.003430841000259033
91,2016-12-28,1,0.0021668611435239206,0.0,SO,49.36000061035156,49.43999862670898,48.79999923706055,48.900001525878906,38.56058120727539,2520600,74,63.0,,0.63,46.62,0.059997558593742895,0.001215017361198223
92,2016-12-29,1,0.0021668611435239206,0.0,SO,49.18999862670898,49.43999862670898,48.90999984741211,49.369998931884766,38.93120193481445,2766600,77,63.0,,0.63,48.51,0.0,0.0
93,2016-12-30,1,0.0021668611435239206,0.0,SO,49.43999862670898,49.54999923706055,49.02999877929688,49.18999862670898,38.78925704956055,3484300,79,63.0,,0.63,49.77,0.1100006103515696,0.00222493150095171
94,2017-01-03,1,0.0021668611435239206,-0.5185377236193933,SO,49.150001525878906,49.25,48.66999816894531,49.040000915527344,38.67098236083984,3974400,75,64.0,,0.64,48.0,-0.2999992370605469,-0.0060544751095811256
95,2017-01-04,1,0.0021668611435239206,0.0,SO,49.02000045776367,49.29999923706055,48.84000015258789,48.9900016784668,38.63155746459961,3864000,77,64.0,,0.64,49.28,0.049999237060546875,0.001015212935239429
96,2017-01-05,1,0.0021668611435239206,0.0,SO,49.04999923706055,49.209999084472656,48.61000061035156,49.13999938964844,38.74983215332031,4844400,80,64.0,,0.64,51.2,-0.09000015258789062,-0.0018255609326710553
97,2017-01-06,2,0.003333722287047841,0.5385029617662898,SO,48.959999084472656,49.20000076293945,48.7599983215332,49.0099983215332,38.64731216430664,4800200,80,64.0,,0.64,51.2,-0.009998321533203125,-0.00020317662506030842
98,2017-01-09,2,0.003333722287047841,0.0,SO,48.900001525878906,49.15999984741211,48.47999954223633,48.52999877929688,38.268802642822266,4271400,82,64.0,,0.64,52.48,-0.04000091552734375,-0.0008130267257531187
99,2017-01-10,1,0.0021668611435239206,-0.3500175008750437,SO,48.59999847412109,48.59999847412109,48.18999862670898,48.380001068115234,38.1505241394043,3569400,82,64.0,,0.64,52.48,-0.5600013732910227,-0.011391403072197215
100,2017-01-12,1,0.0021668611435239206,0.0,SO,48.79999923706055,49.09999847412109,48.540000915527344,49.0,38.63943862915039,3500500,88,64.0,,0.64,56.32,0.5,0.01028806616663247
101,2017-01-13,2,0.003333722287047841,0.5385029617662898,SO,48.83000183105469,48.91999816894531,48.400001525878906,48.79999923706055,38.48171615600586,3590700,93,64.0,,0.64,59.52,-0.18000030517577414,-0.0036659941093611925
102,2017-01-17,1,0.0021668611435239206,0.0,SO,48.95000076293945,49.72999954223633,48.88999938964844,49.68999862670898,39.18354415893555,4882300,88,64.0,,0.64,56.32,0.8100013732910156,0.016557673826840258
103,2017-01-18,1,0.0021668611435239206,0.0,SO,49.54999923706055,49.84999847412109,49.5,49.619998931884766,39.12833786010742,3444500,89,64.0,,0.64,56.96,0.11999893188475852,0.0024130089078895356
104,2017-01-19,1,0.0021668611435239206,0.0,SO,49.27999877929688,49.5,48.900001525878906,49.04999923706055,38.678855895996094,3738500,92,64.0,,0.64,58.88,-0.34999847412108664,-0.007021032795071824
105,2017-01-26,42,0.05000816802800467,22.07862143241788,SO,48.45000076293945,48.7400016784668,48.34000015258789,48.630001068115234,38.3476676940918,3485700,100,64.0,,0.64,64.0,-0.7599983215332031,-0.01535350144511527
106,2017-01-31,1,0.0021668611435239206,0.0,SO,48.7400016784668,49.59999847412109,48.68000030517578,49.43000030517578,38.978515625,5863000,94,64.0,,0.64,60.16,0.8599967956542898,0.017644578704112623
107,2017-02-01,1,0.0021668611435239206,0.0,SO,49.119998931884766,49.119998931884766,48.11000061035156,48.54999923706055,38.284576416015625,7546400,96,63.0,False,0.63,60.48,-0.479999542236321,-0.009677410423445165
108,2017-02-03,1,0.0021668611435239206,0.0,SO,49.02000045776367,49.13999938964844,48.7400016784668,48.83000183105469,38.50537872314453,3389300,93,63.0,,0.63,58.59,0.020000457763671875,0.0004071754519254789
109,2017-02-09,1,0.0021668611435239206,0.0,SO,49.220001220703125,49.40999984741211,48.709999084472656,48.86000061035156,38.5290412902832,4827900,100,63.0,,0.63,63.0,0.2700004577636719,0.005494514878251033
110,2017-02-10,1,0.0021668611435239206,0.0,SO,48.810001373291016,49.15999984741211,48.7400016784668,49.04999923706055,38.678855895996094,3502600,93,63.0,,0.63,58.59,-0.25,-0.005059704528881825
111,2017-02-13,2,0.003333722287047841,0.5385029617662898,SO,49.060001373291016,49.290000915527344,48.86000061035156,49.220001220703125,38.81291961669922,3348800,99,63.0,,0.63,62.37,0.13000106811523438,0.0026444480984284535
112,2017-02-14,1,0.0021668611435239206,-0.3500175008750437,SO,49.0099983215332,49.02000045776367,48.25,48.59000015258789,38.31613159179688,5319300,99,63.0,,0.63,62.37,-0.2700004577636719,-0.005477793725879532
113,2017-02-16,1,0.0021668611435239206,0.0,SO,47.84999847412109,48.27000045776367,47.7599983215332,48.2400016784668,38.485877990722656,5632700,96,63.0,,0.63,60.48,-0.75,-0.015299877458104238
114,2017-02-17,1,0.0021668611435239206,0.0,SO,48.290000915527344,48.36000061035156,47.68000030517578,47.79999923706055,38.13484954833984,7118300,97,63.0,,0.63,61.11,0.09000015258789062,0.0018645152627798645
115,2017-02-21,1,0.0021668611435239206,0.0,SO,47.7400016784668,48.34000015258789,47.56999969482422,48.27999877929688,38.51779174804688,8673400,95,63.0,,0.63,59.85,-0.020000457763671875,-0.00041357439022426945
116,2017-02-24,2,0.003333722287047841,0.5385029617662898,SO,49.79999923706055,50.58000183105469,49.77999877929688,50.5,40.28891754150391,8351200,93,63.0,,0.63,58.59,2.240001678466797,0.04633847065362251
117,2017-02-27,2,0.003333722287047841,0.5385029617662898,SO,50.45000076293945,50.45000076293945,50.20000076293945,50.27000045776367,40.10541534423828,4650300,98,63.0,,0.63,61.74,-0.13000106811523438,-0.002570206868506175
118,2017-02-28,3,0.004500583430571762,0.3500175008750439,SO,50.13999938964844,50.88999938964844,50.119998931884766,50.81999969482422,40.5442008972168,6668400,97,63.0,,0.63,61.11,0.4399986267089844,0.00872147908929688
119,2017-03-01,1,0.0021668611435239206,-0.5185377236193933,SO,50.27000045776367,50.56999969482422,49.970001220703125,50.060001373291016,39.93787384033203,7153800,96,66.0,False,0.66,63.36,-0.31999969482421875,-0.006288066391474723
120,2017-03-02,1,0.0021668611435239206,0.0,SO,49.77999877929688,50.56999969482422,49.63999938964844,50.31999969482422,40.145301818847656,5343900,100,66.0,,0.66,66.0,0.0,0.0
121,2017-03-06,1,0.0021668611435239206,0.0,SO,50.59999847412109,50.61000061035156,50.15999984741211,50.2400016784668,40.081485748291016,4245200,95,66.0,,0.66,62.7,0.04000091552734375,0.0007910009050571265
122,2017-03-13,1,0.0021668611435239206,-0.3500175008750437,SO,49.59000015258789,49.790000915527344,49.52999877929688,49.72999954223633,39.67458724975586,4403000,92,66.0,,0.66,60.720000000000006,-0.8199996948242188,-0.016202325329680023
123,2017-03-14,5,0.006834305717619603,2.154011847065159,SO,49.68999862670898,50.02999877929688,49.59999847412109,49.880001068115234,39.79426574707031,3294200,95,66.0,,0.66,62.7,0.23999786376953836,0.00482020203568001
124,2017-03-15,1,0.0021668611435239206,-0.6829434864264983,SO,49.93999862670898,50.84999847412109,49.79999923706055,50.630001068115234,40.392616271972656,4398600,95,66.0,,0.66,62.7,0.8199996948242045,0.016390160200514092
125,2017-03-22,1,0.0021668611435239206,0.0,SO,51.06999969482422,51.470001220703125,50.709999084472656,50.72999954223633,40.47239303588867,6175500,95,66.0,,0.66,62.7,0.6200027465820384,0.012192778076435484
126,2017-03-31,3,0.004500583430571762,1.0770059235325795,SO,49.630001068115234,50.0,49.61000061035156,49.77999877929688,39.71449279785156,6506900,88,66.0,,0.66,58.080000000000005,-1.470001220703125,-0.02856034944315944
127,2017-04-03,2,0.003333722287047841,-0.25926886180969677,SO,49.68000030517578,49.97999954223633,49.400001525878906,49.959999084472656,39.858097076416016,5177600,88,66.0,,0.66,58.080000000000005,-0.020000457763671875,-0.0004000091552733842
