,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,DM_unscaled,DM_monthly,isPartial,scale,DM,Stock_Price_Change,Stock_Price_Change_Percent
62,2019-08-27,7,0.012529592621060723,0.0653552055421216,DM,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,0,93,72.0,,0.72,66.96,0.0,0.0
63,2019-08-28,7,0.012529592621060723,0.0,DM,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,0,95,72.0,,0.72,68.39999999999999,0.0,0.0
64,2019-08-29,13,0.014066871637202154,0.12269185939512917,DM,9.770000457763672,9.84000015258789,9.770000457763672,9.84000015258789,9.84000015258789,200,100,72.0,,0.72,72.0,0.039999961853027344,0.004081628681073202
65,2019-08-30,14,0.014323084806559055,0.018213940950403185,DM,9.84000015258789,9.84000015258789,9.84000015258789,9.84000015258789,9.84000015258789,0,89,72.0,,0.72,64.08,0.0,0.0
66,2019-09-03,4,0.011760953112990007,0.04555497346422799,DM,9.770000457763672,9.84000015258789,9.770000457763672,9.84000015258789,9.84000015258789,89900,86,79.0,,0.79,67.94,0.0,0.0
67,2019-09-04,13,0.014066871637202154,0.19606561662636457,DM,9.800000190734863,9.84000015258789,9.800000190734863,9.84000015258789,9.84000015258789,16300,83,79.0,,0.79,65.57000000000001,0.0,0.0
68,2019-09-06,4,0.011760953112990007,-0.1639254685536311,DM,9.84000015258789,9.84000015258789,9.84000015258789,9.84000015258789,9.84000015258789,0,91,79.0,,0.79,71.89,0.0,0.0
69,2019-09-09,6,0.012273379451703818,-0.04007775083662313,DM,9.84000015258789,9.84000015258789,9.84000015258789,9.84000015258789,9.84000015258789,0,86,79.0,,0.79,67.94,0.0,0.0
70,2019-09-10,10,0.013298232129131438,0.08350207711416835,DM,9.829999923706056,9.829999923706056,9.829999923706056,9.829999923706056,9.829999923706056,1000,85,79.0,,0.79,67.15,-0.010000228881834161,-0.0010162834071911764
71,2019-09-11,1,0.010992313604919292,-0.17340038148083936,DM,9.829999923706056,9.890000343322754,9.81999969482422,9.81999969482422,9.81999969482422,414500,100,79.0,,0.79,79.0,0.06000041961669744,0.006103806722520977
72,2019-09-13,0,0.010736100435562387,-0.023308393352446277,DM,9.81999969482422,9.81999969482422,9.81999969482422,9.81999969482422,9.81999969482422,3500,82,79.0,,0.79,64.78,-0.07000064849853338,-0.007077921746058813
73,2019-09-16,1,0.010992313604919292,-0.04454045386722494,DM,9.81999969482422,9.81999969482422,9.81999969482422,9.81999969482422,9.81999969482422,0,80,79.0,,0.79,63.2,0.0,0.0
74,2019-09-18,1,0.010992313604919292,0.0,DM,9.850000381469728,9.850000381469728,9.850000381469728,9.850000381469728,9.850000381469728,0,91,79.0,,0.79,71.89,0.030000686645507812,0.0030550598348104696
75,2019-09-20,5,0.012017166282346912,0.09323357340978489,DM,9.859999656677246,9.859999656677246,9.859999656677246,9.859999656677246,9.859999656677246,0,83,79.0,,0.79,65.57000000000001,0.009999275207517755,0.001015154804087981
76,2019-09-23,1,0.010992313604919292,-0.06535520554212149,DM,9.859999656677246,9.859999656677246,9.859999656677246,9.859999656677246,9.859999656677246,100,80,79.0,,0.79,63.2,0.0,0.0
77,2019-09-24,10,0.013298232129131438,0.20977554017201605,DM,9.829999923706056,9.859999656677246,9.829999923706056,9.859999656677246,9.859999656677246,15200,86,79.0,,0.79,67.94,0.0,0.0
78,2019-09-25,1,0.010992313604919292,-0.17340038148083936,DM,9.880000114440918,9.880000114440918,9.880000114440918,9.880000114440918,9.880000114440918,1000,86,79.0,,0.79,67.94,0.020000457763671875,0.0020284440628888234
79,2019-09-26,3,0.011504739943633102,0.046616786704892554,DM,9.869999885559082,9.869999885559082,9.859999656677246,9.859999656677246,9.859999656677246,5200,94,79.0,,0.79,74.26,-0.010000228881835938,-0.0010121689034415793
80,2019-09-27,4,0.011760953112990007,0.02227022693361258,DM,9.859999656677246,9.859999656677246,9.859999656677246,9.859999656677246,9.859999656677246,0,85,79.0,,0.79,67.15,-0.010000228881835938,-0.001013194427334052
81,2019-09-30,10,0.013298232129131438,0.23864639763262807,DM,9.869999885559082,9.869999885559082,9.869999885559082,9.869999885559082,9.869999885559082,100,82,79.0,,0.79,64.78,0.010000228881835938,0.0010142220314444117
82,2019-10-01,3,0.011504739943633102,-0.13486696337398618,DM,9.869999885559082,9.880000114440918,9.869999885559082,9.880000114440918,9.880000114440918,36900,87,81.0,False,0.81,70.47,0.010000228881835938,0.001013194427333941
83,2019-10-02,8,0.012785805790417628,0.11135113466806246,DM,9.880000114440918,9.880000114440918,9.880000114440918,9.880000114440918,9.880000114440918,1200,87,81.0,,0.81,70.47,0.0,0.0
84,2019-10-03,9,0.013042018959774533,0.02003887541831162,DM,9.880000114440918,9.880000114440918,9.880000114440918,9.880000114440918,9.880000114440918,100,84,81.0,,0.81,68.04,0.0,0.0
85,2019-10-07,1,0.010992313604919292,-0.6480562414378646,DM,9.880000114440918,9.880000114440918,9.880000114440918,9.880000114440918,9.880000114440918,500,85,81.0,,0.81,68.85000000000001,0.0,0.0
86,2019-10-08,1,0.010992313604919292,0.0,DM,9.880000114440918,9.880000114440918,9.880000114440918,9.880000114440918,9.880000114440918,0,86,81.0,,0.81,69.66000000000001,0.0,0.0
87,2019-10-09,5,0.012017166282346912,0.09323357340978489,DM,9.899999618530272,9.899999618530272,9.869999885559082,9.899999618530272,9.899999618530272,418600,96,81.0,,0.81,77.76,0.019999504089353692,0.002024241281143535
88,2019-10-11,25,0.017141429669485012,0.42641195659126296,DM,9.890000343322754,9.890000343322754,9.888999938964844,9.888999938964844,9.888999938964844,400,82,81.0,,0.81,66.42,-0.009999275207517755,-0.001010027837657912
89,2019-10-14,5,0.012017166282346912,0.021785068514040606,DM,9.888999938964844,9.888999938964844,9.888999938964844,9.888999938964844,9.888999938964844,0,91,81.0,,0.81,73.71000000000001,-0.0010004043579101562,-0.00010115311660086057
90,2019-10-15,1094,0.2910333077120164,23.21813103639426,DM,9.888999938964844,9.888999938964844,9.888999938964844,9.888999938964844,9.888999938964844,0,99,81.0,,0.81,80.19000000000001,0.0,0.0
91,2019-10-16,3,0.011504739943633102,-0.9604693358499802,DM,9.890000343322754,9.890000343322754,9.859999656677246,9.859999656677246,9.859999656677246,500,100,81.0,,0.81,81.0,0.0010004043579101562,0.00010116334958887307
92,2019-10-18,54,0.024571611580835255,1.1357815736142354,DM,9.899999618530272,9.899999618530272,9.869999885559082,9.899999618530272,9.899999618530272,2700,84,81.0,,0.81,68.04,0.009999275207517755,0.0010110490253185667
93,2019-10-21,3,0.011504739943633102,-0.3387184660471556,DM,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,0,92,81.0,,0.81,74.52000000000001,0.0,0.0
94,2019-10-22,1,0.010992313604919292,-0.04454045386722494,DM,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,0,98,81.0,,0.81,79.38000000000001,0.0,0.0
95,2019-10-23,13,0.014066871637202154,0.2797007202293549,DM,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,200,94,81.0,,0.81,76.14,0.0,0.0
96,2019-10-24,22,0.016372790161414297,0.16392546855363088,DM,9.859999656677246,9.899999618530272,9.859999656677246,9.869999885559082,9.869999885559082,485400,85,81.0,,0.81,68.85000000000001,0.0,0.0
97,2019-10-25,4,0.011760953112990007,-0.2816769165766866,DM,9.880000114440918,9.880000114440918,9.850000381469728,9.859999656677246,9.859999656677246,56000,84,81.0,,0.81,68.04,-0.019999504089353692,-0.002020152006058651
98,2019-10-29,6,0.012273379451703818,0.11654196676223116,DM,9.859999656677246,9.859999656677246,9.859999656677246,9.859999656677246,9.859999656677246,0,89,81.0,,0.81,72.09,-0.020000457763671875,-0.0020243378068830475
99,2019-10-31,1,0.010992313604919292,-0.10437759639271038,DM,9.880000114440918,9.899999618530272,9.859999656677246,9.859999656677246,9.859999656677246,100100,95,81.0,,0.81,76.95,0.03999996185302557,0.004056791404240867
100,2019-11-01,3,0.011504739943633102,0.046616786704892554,DM,9.899999618530272,9.899999618530272,9.880000114440918,9.880000114440918,9.880000114440918,31200,81,81.0,False,0.81,65.61,0.0,0.0
101,2019-11-04,174,0.05531719190366385,3.9177277179236043,DM,9.880000114440918,9.880000114440918,9.880000114440918,9.880000114440918,9.880000114440918,100000,79,81.0,,0.81,63.99,-0.019999504089353692,-0.002020152006058651
102,2019-11-05,4,0.011760953112990007,-0.7873906337568259,DM,9.890000343322754,9.899999618530272,9.880000114440918,9.899999618530272,9.899999618530272,173700,98,81.0,,0.81,79.38000000000001,0.019999504089353692,0.002024241281143535
103,2019-11-06,56,0.025084037919549065,1.1328235627301049,DM,9.899999618530272,9.899999618530272,9.890000343322754,9.899999618530272,9.899999618530272,385500,91,81.0,,0.81,73.71000000000001,0.0,0.0
104,2019-11-07,567,0.1560089674609275,5.219451906478861,DM,9.920000076293944,9.920000076293944,9.869999885559082,9.890000343322754,9.890000343322754,271600,99,81.0,,0.81,80.19000000000001,0.020000457763671875,0.002020248336801478
105,2019-11-08,12,0.013810658467845249,-0.9114752267602557,DM,9.899999618530272,9.90999984741211,9.890000343322754,9.890000343322754,9.890000343322754,832500,90,81.0,,0.81,72.9,-0.010000228881834161,-0.0010080875811414591
106,2019-11-11,20,0.015860363822700486,0.2658323620227798,DM,9.890000343322754,9.890000343322754,9.890000343322754,9.890000343322754,9.890000343322754,101800,94,81.0,,0.81,76.14,-0.01999950408935547,-0.0020181134608774354
107,2019-11-12,14,0.014323084806559055,-0.09692583558147427,DM,9.880000114440918,9.880000114440918,9.880000114440918,9.880000114440918,9.880000114440918,3000,88,81.0,,0.81,71.28,-0.010000228881835938,-0.0010111454534567077
108,2019-11-13,10,0.013298232129131438,-0.07155251059871548,DM,9.920000076293944,9.920000076293944,9.890000343322754,9.890000343322754,9.890000343322754,100600,92,81.0,,0.81,74.52000000000001,0.03999996185302557,0.004048579088026472
109,2019-11-14,87,0.03302664616961312,1.4835365971138472,DM,9.890000343322754,9.920000076293944,9.890000343322754,9.920000076293944,9.920000076293944,1500,81,81.0,,0.81,65.61,0.0,0.0
110,2019-11-15,72,0.029183448629259544,-0.11636657021170971,DM,9.920000076293944,9.920000076293944,9.920000076293944,9.920000076293944,9.920000076293944,0,81,81.0,,0.81,65.61,0.0,0.0
111,2019-11-18,1,0.010992313604919292,0.0,DM,9.880000114440918,9.93000030517578,9.880000114440918,9.899999618530272,9.899999618530272,20500,94,81.0,,0.81,76.14,0.010000228881835938,0.0010080875811415702
112,2019-11-20,2,0.011248526774276197,0.023308393352446277,DM,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,9.899999618530272,0,100,81.0,,0.81,81.0,-0.030000686645507812,-0.0030212170919945436
113,2019-11-21,2,0.011248526774276197,0.0,DM,9.890000343322754,9.90999984741211,9.890000343322754,9.899999618530272,9.899999618530272,122900,90,81.0,,0.81,72.9,0.010000228881837714,0.00101012416840085
114,2019-11-26,11,0.013554445298488343,0.10437759639271027,DM,9.920000076293944,9.949999809265137,9.920000076293944,9.920000076293944,9.920000076293944,554200,96,81.0,,0.81,77.76,0.039999961853027344,0.004036323155289789
115,2019-11-27,9,0.013042018959774533,-0.037805039411753616,DM,9.949999809265137,9.949999809265137,9.920000076293944,9.920000076293944,9.920000076293944,99300,99,81.0,,0.81,80.19000000000001,0.0,0.0
116,2019-11-29,7,0.012529592621060723,0.08908090773444988,DM,9.920000076293944,9.920000076293944,9.920000076293944,9.920000076293944,9.920000076293944,0,82,81.0,,0.81,66.42,-0.029999732971193183,-0.003015048597614922
117,2019-12-02,-1,0.010479887266205481,-0.9811498486337868,DM,9.920000076293944,9.920000076293944,9.920000076293944,9.920000076293944,9.920000076293944,100,64,95.0,,0.95,60.8,0.0,0.0
118,2019-12-03,1,0.010992313604919292,0.04889616898516014,DM,9.9350004196167,9.9350004196167,9.9350004196167,9.9350004196167,9.9350004196167,4600,74,95.0,,0.95,70.3,0.015000343322755683,0.0015121313717125773
119,2019-12-04,1,0.010992313604919292,0.0,DM,9.920000076293944,9.920000076293944,9.920000076293944,9.920000076293944,9.920000076293944,25200,83,95.0,,0.95,78.85,-0.015000343322755683,-0.0015098482827576865
120,2019-12-05,8,0.012785805790417628,0.16315875346712372,DM,9.920000076293944,9.920000076293944,9.920000076293944,9.920000076293944,9.920000076293944,400,69,95.0,,0.95,65.55,0.0,0.0
121,2019-12-06,211,0.06479707916986933,4.067891709917239,DM,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,9.949999809265137,100,72,95.0,,0.95,68.39999999999999,0.029999732971193183,0.003024166606901968
122,2019-12-09,25,0.017141429669485012,0.5238821948386216,DM,9.920000076293944,9.9399995803833,9.920000076293944,9.9399995803833,9.9399995803833,13500,67,95.0,,0.95,63.65,-0.010000228881835938,-0.0010050481480938789
123,2019-12-10,2,0.011248526774276197,-0.34378129530813273,DM,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,6100,73,95.0,,0.95,69.35,0.0,0.0
124,2019-12-11,5,0.012017166282346912,0.06833246019634198,DM,9.9399995803833,9.949999809265137,9.920000076293944,9.9399995803833,9.9399995803833,198900,73,95.0,,0.95,69.35,0.010000228881835938,0.001006059286116301
125,2019-12-13,7,0.012529592621060723,0.042641195659126385,DM,9.920000076293944,9.9399995803833,9.920000076293944,9.9399995803833,9.9399995803833,100300,70,95.0,,0.95,66.5,-0.010000228881835938,-0.0010050481480938789
126,2019-12-16,7,0.012529592621060723,0.11388743366056997,DM,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,9.9399995803833,100100,71,95.0,,0.95,67.45,0.0,0.0
127,2019-12-17,4,0.011760953112990007,-0.06134592969756458,DM,9.949999809265137,9.961999893188477,9.949999809265137,9.961999893188477,9.961999893188477,26600,72,95.0,,0.95,68.39999999999999,0.02200031280517578,0.0022133112408369016
128,2019-12-18,10,0.013298232129131438,0.13071041108424297,DM,9.949999809265137,9.970000267028809,9.949999809265137,9.970000267028809,9.970000267028809,83700,71,95.0,,0.95,67.45,0.008000373840332031,0.0008030891313099975
129,2019-12-19,1,0.010992313604919292,-0.17340038148083936,DM,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,0,79,95.0,,0.95,75.05,0.0,0.0
130,2019-12-20,27,0.017653856008198823,0.6060182271636019,DM,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,0,77,95.0,,0.95,73.14999999999999,0.0,0.0
