,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,IT_unscaled,IT_monthly,isPartial,scale,IT,Stock_Price_Change,Stock_Price_Change_Percent
10,2016-06-01,2,0.058248384118190215,0.0,IT,100.94000244140624,101.58999633789062,100.66000366210938,101.5,101.5,397400,98,76.0,False,0.76,74.48,-1.410003662109375,-0.013689355942809511
11,2016-06-02,15,0.07025207756232688,0.206077707147726,IT,101.51000213623048,102.54000091552734,100.0999984741211,102.52999877929688,102.52999877929688,503100,99,76.0,,0.76,75.24,0.9500045776367188,0.009351359502730805
12,2016-06-06,13,0.06840535549399815,0.1932896284006893,IT,102.62000274658205,102.88999938964844,102.16000366210938,102.2300033569336,102.2300033569336,214600,98,76.0,,0.76,74.48,0.34999847412109375,0.003413287214707683
13,2016-06-07,6,0.06194182825484765,-0.09448861412199816,IT,102.37000274658205,102.4000015258789,101.62999725341795,102.08000183105467,102.08000183105467,297100,96,76.0,,0.76,72.96000000000001,-0.48999786376953125,-0.0047623468429996985
14,2016-06-09,2,0.058248384118190215,-0.05962762547888434,IT,101.13999938964844,101.66999816894533,100.9800033569336,101.16000366210938,101.16000366210938,335400,99,76.0,,0.76,75.24,-0.7300033569335795,-0.007128938926325046
15,2016-06-10,1,0.05732502308402586,-0.01585213131905583,IT,100.62000274658205,101.01000213623048,100.25,100.5199966430664,100.5199966430664,262300,97,76.0,,0.76,73.72,-0.6599960327148438,-0.00649155153537162
16,2016-06-14,1,0.05732502308402586,-0.16198048135199694,IT,100.37999725341795,101.44000244140624,100.0999984741211,100.80999755859376,100.80999755859376,326900,94,76.0,,0.76,71.44,0.43000030517575283,0.004257007188217088
17,2016-06-15,1,0.05732502308402586,0.0,IT,100.75,101.51000213623048,100.45999908447266,100.58999633789062,100.58999633789062,239900,98,76.0,,0.76,74.48,0.06999969482424717,0.0006900600664385692
18,2016-06-17,3,0.05917174515235457,0.03221493806678155,IT,100.0,100.43000030517578,98.58000183105467,98.6500015258789,98.6500015258789,732700,98,76.0,,0.76,74.48,-1.0800018310547017,-0.010639363691523629
19,2016-06-20,0,0.056401662049861495,-0.04681428772061236,IT,99.83999633789062,100.43000030517578,99.3000030517578,99.47000122070312,99.47000122070312,356600,97,76.0,,0.76,73.72,0.0,0.0
20,2016-06-21,14,0.06932871652816251,0.22919633940703643,IT,99.87000274658205,99.94000244140624,98.58000183105467,98.5999984741211,98.5999984741211,643600,100,76.0,,0.76,76.0,-0.48999786376954546,-0.0048789989274180545
21,2016-06-23,4,0.06009510618651893,-0.13318594089207947,IT,99.26000213623048,99.83999633789062,98.86000061035156,99.81999969482422,99.81999969482422,570900,96,76.0,,0.76,72.96000000000001,-0.10000610351561079,-0.0010006614075704912
22,2016-06-24,45,0.09795290858725762,0.62996481416038,IT,97.1999969482422,98.0,96.0500030517578,96.08999633789062,96.08999633789062,443200,96,76.0,,0.76,72.96000000000001,-1.839996337890625,-0.018429451175694056
23,2016-06-27,18,0.07302216066481995,0.2738269735676433,IT,95.02999877929688,95.23999786376952,91.98999786376952,92.37000274658205,92.37000274658205,744000,93,76.0,,0.76,70.68,-2.760002136230483,-0.028163287104392642
24,2016-06-28,1,0.05732502308402586,-0.21496402513814605,IT,93.37000274658205,94.3499984741211,93.29000091552734,93.77999877929688,93.77999877929688,986900,98,76.0,,0.76,74.48,-0.8899993896484233,-0.009344806904778347
25,2016-06-29,2,0.058248384118190215,0.016107469033390664,IT,94.3499984741211,95.31999969482422,93.87999725341795,95.08000183105467,95.08000183105467,1020500,98,76.0,,0.76,74.48,0.970001220703125,0.010280882208696385
26,2016-06-30,1,0.05732502308402586,-0.01585213131905583,IT,95.0999984741211,97.4499969482422,94.61000061035156,97.41000366210938,97.41000366210938,757000,96,76.0,,0.76,72.96000000000001,2.129997253417983,0.022345753884152053
27,2016-07-01,3,0.05917174515235457,0.03221493806678155,IT,97.29000091552734,97.87000274658205,97.18000030517578,97.4000015258789,97.4000015258789,426700,93,73.0,False,0.73,67.89,0.42000579833984375,0.00430996214974666
28,2016-07-05,1,0.05732502308402586,-0.0605299396213852,IT,97.08000183105467,98.04000091552734,96.8000030517578,97.13999938964844,97.13999938964844,517800,94,73.0,,0.73,68.62,0.1699981689452983,0.0017369793008537027
29,2016-07-06,0,0.056401662049861495,-0.016107469033390887,IT,96.8000030517578,97.58999633789062,95.97000122070312,97.58999633789062,97.58999633789062,698600,97,73.0,,0.73,70.81,-0.45000457763671875,-0.004590009928951866
30,2016-07-07,7,0.062865189289012,0.1145981697035181,IT,97.58000183105467,98.0,97.01000213623048,97.31999969482422,97.31999969482422,290900,94,73.0,,0.73,68.62,0.410003662109375,0.004201287811199439
31,2016-07-08,31,0.0850258541089566,0.35251090580614863,IT,97.87000274658205,98.66999816894533,97.6500015258789,98.33000183105467,98.33000183105467,333100,92,73.0,,0.73,67.16,0.6699981689453267,0.006836716009646082
32,2016-07-11,5,0.06101846722068329,-0.10798698756799796,IT,98.61000061035156,99.29000091552734,98.41999816894533,98.5199966430664,98.5199966430664,190000,96,73.0,,0.73,70.08,0.620002746582017,0.006283599453609234
33,2016-07-12,1,0.05732502308402586,-0.0605299396213852,IT,99.1999969482422,99.72000122070312,98.91000366210938,99.05999755859376,99.05999755859376,249600,96,73.0,,0.73,70.08,0.43000030517578125,0.0043307513466699366
34,2016-07-13,9,0.06471191135734072,0.1288597522671262,IT,99.12000274658205,99.58999633789062,98.3499984741211,98.73999786376952,98.73999786376952,338900,97,73.0,,0.73,70.81,-0.1300048828125,-0.0013036991698863742
35,2016-07-14,1,0.05732502308402586,-0.11415036456772687,IT,99.2300033569336,99.80999755859376,98.73999786376952,99.02999877929688,99.02999877929688,248000,96,73.0,,0.73,70.08,0.2200012207031392,0.0022090694727683324
36,2016-07-15,6,0.06194182825484765,0.08053734516695377,IT,99.08999633789062,99.41999816894533,97.87000274658205,98.5199966430664,98.5199966430664,173100,94,73.0,,0.73,68.62,-0.3899993896484375,-0.003907418086244174
37,2016-07-18,25,0.07948568790397045,0.3865792568013786,IT,98.27999877929688,98.6999969482422,97.52999877929688,97.7699966430664,97.7699966430664,332300,96,73.0,,0.73,70.08,-0.720001220703125,-0.007242016032625753
38,2016-07-19,21,0.07579224376731301,-0.04646678205917554,IT,97.69000244140624,98.13999938964844,97.52999877929688,97.88999938964844,97.88999938964844,189800,96,73.0,,0.73,70.08,-0.5599975585937642,-0.005673734305051914
39,2016-07-20,6,0.06194182825484765,-0.18274185885018812,IT,98.23999786376952,99.18000030517578,97.87000274658205,99.04000091552734,99.04000091552734,175400,100,73.0,,0.73,73.0,1.0400009155273438,0.010597115569546567
40,2016-07-21,9,0.06471191135734072,0.0447207191091632,IT,98.7300033569336,99.0,98.36000061035156,98.51000213623048,98.51000213623048,316300,100,73.0,,0.73,73.0,-0.18000030517578125,-0.0018148851040725722
41,2016-07-22,1,0.05732502308402586,-0.11415036456772687,IT,98.72000122070312,99.6999969482422,98.3000030517578,99.5,99.5,174200,96,73.0,,0.73,70.08,0.6999969482422017,0.007070676244870677
42,2016-07-25,1,0.05732502308402586,-0.01585213131905583,IT,99.44000244140624,99.58999633789062,98.88999938964844,99.04000091552734,99.04000091552734,180800,95,73.0,,0.73,69.35,-0.11000061035157671,-0.0011033160854426738
43,2016-07-26,19,0.0739455216989843,0.28993444260103396,IT,99.13999938964844,100.1999969482422,98.9800033569336,100.12999725341795,100.12999725341795,242700,96,73.0,,0.73,70.08,0.6100006103515767,0.006125119317024197
44,2016-07-27,8,0.06378855032317636,-0.13735749160246247,IT,99.9499969482422,100.01000213623048,99.0500030517578,99.37999725341795,99.37999725341795,241400,95,73.0,,0.73,69.35,-0.18999481201171875,-0.0018961558662508038
45,2016-07-28,3,0.05917174515235457,-0.07237670628085058,IT,99.5500030517578,99.5500030517578,98.4000015258789,98.9000015258789,98.9000015258789,259900,96,73.0,,0.73,70.08,-0.45999908447268467,-0.004599530793390927
46,2016-07-29,1,0.05732502308402586,-0.031209525147074868,IT,98.8499984741211,100.41999816894533,98.58000183105467,100.25,100.25,435500,96,73.0,,0.73,70.08,0.8699951171875284,0.00873927765461957
47,2016-08-01,3,0.05917174515235457,0.01585213131905583,IT,99.9800033569336,100.73999786376952,99.6500015258789,100.04000091552734,100.04000091552734,262900,94,69.0,False,0.69,64.86,0.31999969482419033,0.003186613231020319
48,2016-08-02,2,0.058248384118190215,-0.015604762573537379,IT,99.8499984741211,100.04000091552734,98.45999908447266,99.04000091552734,99.04000091552734,218800,93,69.0,,0.69,64.17,-0.6999969482421733,-0.006948550358208072
49,2016-08-03,6,0.06194182825484765,0.06340852527622332,IT,98.94000244140624,99.54000091552734,98.5500030517578,99.38999938964844,99.38999938964844,234700,95,69.0,,0.69,65.55,-0.5,-0.0049980007539404125
50,2016-08-04,1,0.05732502308402586,-0.07453453184860537,IT,96.4499969482422,97.69000244140624,94.58000183105467,95.33999633789062,95.33999633789062,670600,92,69.0,,0.69,63.48,-1.849998474121108,-0.01858547776879238
51,2016-08-05,1,0.05732502308402586,0.0,IT,95.62000274658205,97.33999633789062,94.9000015258789,94.9499969482422,94.9499969482422,582200,93,69.0,,0.69,64.17,-0.3500061035156108,-0.003582824186390443
52,2016-08-09,9,0.06471191135734072,0.11096491923339102,IT,94.25,94.38999938964844,93.9000015258789,94.25,94.25,250100,87,69.0,,0.69,60.03,-2.9499969482421875,-0.030306113203477425
53,2016-08-15,99,0.14781440443213298,1.5785319652722967,IT,93.7300033569336,93.83000183105467,93.12999725341795,93.31999969482422,93.31999969482422,239500,84,69.0,,0.69,57.96,-0.5599975585937642,-0.005932806041051619
54,2016-08-17,1,0.05732502308402586,-0.6121824303642486,IT,91.43000030517578,91.95999908447266,90.08999633789062,90.9499969482422,90.9499969482422,692400,88,69.0,,0.69,60.72,-1.870002746582017,-0.019929688906422993
55,2016-08-18,1,0.05732502308402586,0.0,IT,90.87999725341795,91.27999877929688,90.58999633789062,90.98999786376952,90.98999786376952,329000,88,69.0,,0.69,60.72,-0.6800003051757812,-0.007394522748430554
56,2016-08-19,1,0.05732502308402586,0.0,IT,90.66000366210938,91.54000091552734,90.43000030517578,91.22000122070312,91.22000122070312,404300,86,69.0,,0.69,59.34,0.26000213623046875,0.002848402056392585
57,2016-08-22,122,0.1690517082179132,1.6891147569877947,IT,90.95999908447266,91.38999938964844,90.73999786376952,90.98999786376952,90.98999786376952,417900,87,69.0,,0.69,60.03,-0.15000152587890625,-0.001638644574816328
58,2016-08-23,-3,0.05363157894736842,-0.682750446518792,IT,91.20999908447266,91.5,90.88999938964844,90.91000366210938,90.91000366210938,248600,88,69.0,,0.69,60.72,0.1100006103515625,0.001203639469156359
59,2016-08-25,12,0.0674819944598338,0.258251123392387,IT,90.26000213623048,91.08999633789062,90.1999969482422,90.81999969482422,90.81999969482422,453500,94,69.0,,0.69,64.86,-0.410003662109375,-0.004480914339993203
60,2016-08-26,5,0.06101846722068329,-0.09578150869559265,IT,91.0999984741211,92.22000122070312,90.9000015258789,90.9800033569336,90.9800033569336,354100,94,69.0,,0.69,64.86,1.1300048828125,0.012405367529282119
61,2016-08-29,19,0.0739455216989843,0.052574162427874604,IT,90.97000122070312,91.76000213623048,90.97000122070312,91.75,91.75,353500,93,69.0,,0.69,64.17,-0.45999908447264204,-0.004988062008064453
62,2016-08-30,4,0.06009510618651893,-0.1873056703669942,IT,91.81999969482422,92.05999755859376,91.55999755859376,91.95999908447266,91.95999908447266,339900,92,69.0,,0.69,63.48,0.29999542236328125,0.003269348467515254
63,2016-08-31,1,0.05732502308402586,-0.046094986401978955,IT,91.68000030517578,92.02999877929688,90.5999984741211,91.0,91.0,363500,96,69.0,,0.69,66.24,-0.02999877929688921,-0.00032586117849719987
64,2016-09-01,2,0.058248384118190215,0.016107469033390664,IT,90.75,91.1999969482422,90.4499969482422,90.79000091552734,90.79000091552734,272600,94,72.0,False,0.72,67.67999999999999,-0.8300018310546733,-0.009018818233879955
65,2016-09-07,2,0.058248384118190215,-0.08685204753702058,IT,91.44000244140624,91.93000030517578,90.76000213623048,91.33000183105467,91.33000183105467,302500,94,72.0,,0.72,67.67999999999999,0.7300033569335795,0.008004423041240605
66,2016-09-08,2,0.058248384118190215,0.0,IT,90.91000366210938,91.26000213623048,90.0999984741211,90.19000244140624,90.19000244140624,211000,94,72.0,,0.72,67.67999999999999,-0.6699981689452983,-0.0072881340881228995
67,2016-09-09,1,0.05732502308402586,-0.01585213131905583,IT,90.05000305175781,90.19000244140624,88.66999816894531,88.68000030517578,88.68000030517578,431500,97,72.0,,0.72,69.84,-1.0699996948242472,-0.01172473887549308
68,2016-09-12,15,0.07025207756232688,0.22550456646747108,IT,88.43000030517578,90.12999725341795,88.43000030517578,89.80000305175781,89.80000305175781,275100,91,72.0,,0.72,65.52,-0.06000518798828125,-0.0006653197290604762
69,2016-09-13,4,0.06009510618651893,-0.14457894667665583,IT,89.01000213623047,89.44999694824219,88.2300033569336,89.19000244140625,89.19000244140625,516900,98,72.0,,0.72,70.56,-0.680000305175767,-0.007544661332495317
70,2016-09-14,22,0.07671560480147738,0.27656991841187417,IT,89.4000015258789,89.5,88.37000274658203,88.66999816894531,88.66999816894531,363800,99,72.0,,0.72,71.28,0.0500030517578125,0.0005590056284379141
71,2016-09-15,10,0.06563527239150507,-0.1444338793736385,IT,88.83000183105469,90.4000015258789,88.1500015258789,90.33000183105467,90.33000183105467,343600,95,72.0,,0.72,68.39999999999999,0.9000015258789062,0.010055882970714025
72,2016-09-16,1,0.05732502308402586,-0.1266125515242743,IT,89.94999694824219,90.16999816894533,89.36000061035156,89.69000244140625,89.69000244140625,474800,97,72.0,,0.72,69.84,-0.23000335693357954,-0.0025442848788861383
73,2016-09-19,15,0.07025207756232688,0.5500886253896462,IT,90.26000213623048,90.5999984741211,89.04000091552734,89.43000030517578,89.43000030517578,213600,98,72.0,,0.72,70.56,0.43000030517576704,0.004768773582207508
74,2016-09-20,10,0.06563527239150507,-0.0657177030348437,IT,90.0199966430664,90.0199966430664,88.83999633789062,88.88999938964844,88.88999938964844,172400,99,72.0,,0.72,71.28,-0.5800018310546875,-0.006401786322550063
75,2016-09-21,10,0.06563527239150507,0.0,IT,89.2699966430664,89.69000244140625,88.27999877929688,89.58999633789062,89.58999633789062,254000,96,72.0,,0.72,69.12,-0.32999420166015625,-0.0036657877578978315
76,2016-09-22,2,0.058248384118190215,-0.11254449024379942,IT,90.33000183105467,90.6500015258789,89.68000030517578,90.51000213623048,90.51000213623048,278800,97,72.0,,0.72,69.84,0.9599990844726562,0.01070352389721263
77,2016-09-26,24,0.07856232686980609,0.34874688901922846,IT,89.44999694824219,90.31999969482422,89.2699966430664,89.63999938964844,89.63999938964844,293900,96,72.0,,0.72,69.12,-0.3300018310546875,-0.0036403952068382317
78,2016-09-27,1,0.05732502308402586,-0.27032427159362027,IT,89.62000274658203,89.80000305175781,88.30999755859375,89.3499984741211,89.3499984741211,255400,98,72.0,,0.72,70.56,-0.5199966430664062,-0.005757270203978981
79,2016-09-28,1,0.05732502308402586,0.0,IT,89.61000061035156,89.62000274658203,88.44999694824219,89.44000244140625,89.44000244140625,472500,100,72.0,,0.72,72.0,-0.18000030517578125,-0.0020044576732590746
80,2016-09-29,1,0.05732502308402586,0.0,IT,89.41000366210938,89.76000213623047,88.06999969482422,88.0999984741211,88.0999984741211,188600,98,72.0,,0.72,70.56,0.1399993896484375,0.001562144447198044
81,2016-09-30,23,0.07763896583564174,0.3543643187345973,IT,88.33999633789062,88.83999633789062,87.86000061035156,88.44999694824219,88.44999694824219,439000,95,72.0,,0.72,68.39999999999999,-0.9200057983398438,-0.01024961872152741
82,2016-10-03,17,0.07209879963065559,-0.07135806286645341,IT,88.0999984741211,88.95999908447266,88.01000213623047,88.66000366210938,88.66000366210938,239600,92,74.0,,0.74,68.08,0.12000274658203125,0.0013507738803322233
83,2016-10-04,1,0.05732502308402586,-0.20491015970185567,IT,88.68000030517578,88.87000274658203,87.7699966430664,88.0999984741211,88.0999984741211,254100,98,74.0,,0.74,72.52,-0.089996337890625,-0.0010116494920955343
84,2016-10-06,17,0.07209879963065559,0.2577195045342524,IT,87.97000122070312,88.2699966430664,87.55999755859375,88.20999908447266,88.20999908447266,179200,100,74.0,,0.74,74.0,-0.600006103515625,-0.00675150315035522
85,2016-10-10,1,0.05732502308402586,0.01637116710050268,IT,88.19999694824219,88.76000213623047,87.98999786376953,88.27999877929688,88.27999877929688,114300,90,74.0,,0.74,66.6,0.4900054931640625,0.005551212323542609
86,2016-10-11,1,0.05732502308402586,0.0,IT,87.93000030517578,88.44000244140625,87.0,87.44999694824219,87.44999694824219,215600,95,74.0,,0.74,70.3,-0.31999969482421875,-0.003605224055009293
87,2016-10-12,1,0.05732502308402586,0.0,IT,87.66999816894531,89.08000183105469,86.68000030517578,88.80000305175781,88.80000305175781,256400,96,74.0,,0.74,71.03999999999999,0.6399993896484375,0.007236537448904512
88,2016-10-13,5,0.06101846722068329,0.0644298761335631,IT,88.0199966430664,88.5,87.33999633789062,88.30000305175781,88.30000305175781,294000,95,74.0,,0.74,70.3,-0.5800018310546875,-0.006511021768440206
89,2016-10-14,3,0.05917174515235457,-0.03026496981069271,IT,88.79000091552734,88.79000091552734,87.47000122070312,87.91000366210938,87.91000366210938,224400,90,74.0,,0.74,66.6,0.29000091552734375,0.003276846503133868
90,2016-10-19,4,0.06009510618651893,0.048322407100172216,IT,88.30999755859375,88.54000091552734,87.76000213623047,87.95999908447266,87.95999908447266,149900,96,74.0,,0.74,71.03999999999999,-0.25,-0.0028156323620026624
91,2016-10-20,15,0.07025207756232688,0.16901495014058976,IT,87.5199966430664,88.13999938964844,87.18000030517578,87.26000213623047,87.26000213623047,149800,95,74.0,,0.74,70.3,-0.40000152587890625,-0.004517749285552153
92,2016-10-25,3,0.05917174515235457,0.01585213131905583,IT,88.05000305175781,88.13999938964844,85.97000122070312,86.22000122070312,86.22000122070312,278000,95,74.0,,0.74,70.3,0.0,0.0
93,2016-10-26,4,0.06009510618651893,0.015604762573537379,IT,85.61000061035156,86.44999694824219,85.08000183105469,85.54000091552734,85.54000091552734,242500,96,74.0,,0.74,71.03999999999999,-1.69000244140625,-0.01917406912989761
94,2016-10-28,77,0.1275004616805171,1.121644669114823,IT,85.36000061035156,86.08999633789062,84.9800033569336,85.18000030517578,85.18000030517578,272600,91,74.0,,0.74,67.34,-0.3600006103515625,-0.0041642640030061795
95,2016-11-01,1,0.05732502308402586,-0.046094986401978955,IT,86.31999969482422,86.69000244140625,85.73999786376953,86.0999984741211,86.0999984741211,312900,89,75.0,False,0.75,66.75,0.600006103515625,0.006969521768367626
96,2016-11-02,318,0.3500304709141274,5.106067683584878,IT,85.81999969482422,87.5999984741211,85.79000091552734,86.20999908447266,86.20999908447266,488000,86,75.0,,0.75,64.5,0.9099960327148438,0.010497127778141602
97,2016-11-03,1,0.05732502308402586,-0.836228477668479,IT,94.5,96.12000274658205,92.88999938964844,94.04000091552734,94.04000091552734,1081200,89,75.0,,0.75,66.75,8.520004272460952,0.09726032443913724
98,2016-11-07,-4,0.05270821791320406,-0.1737040950740414,IT,94.79000091552734,95.58000183105467,94.2300033569336,95.11000061035156,95.11000061035156,414700,89,75.0,,0.75,66.75,-0.5400009155273722,-0.005617986892396121
99,2016-11-08,-7,0.04993813481071099,-0.052555051416358634,IT,94.75,98.62999725341795,94.75,97.81999969482422,97.81999969482422,710400,87,75.0,,0.75,65.25,3.0499954223632812,0.031910393010395444
100,2016-11-09,73,0.12380701754385964,1.4792078841780225,IT,97.0,100.41999816894533,95.9499969482422,100.37999725341795,100.37999725341795,757000,74,75.0,,0.75,55.5,1.7900009155273722,0.018148646105385025
101,2016-11-10,3,0.05917174515235457,-0.5220646912733158,IT,100.3499984741211,100.87000274658205,99.2699966430664,100.41000366210938,100.41000366210938,583800,92,75.0,,0.75,69.0,0.45000457763671875,0.004481224714619536
102,2016-11-11,1,0.05732502308402586,-0.031209525147074868,IT,100.0,101.1500015258789,99.4800033569336,101.08000183105467,101.08000183105467,360200,88,75.0,,0.75,66.0,0.2799987792968608,0.002775837926765057
103,2016-11-14,0,0.056401662049861495,-0.1864603172489112,IT,101.1500015258789,101.6999969482422,101.0,101.55999755859376,101.55999755859376,456300,89,75.0,,0.75,66.75,0.5499954223632955,0.005437423767340022
104,2016-11-15,1,0.05732502308402586,0.01637116710050268,IT,101.41000366210938,101.81999969482422,100.66999816894533,101.6500015258789,101.6500015258789,379700,94,75.0,,0.75,70.5,0.12000274658201704,0.0011799680450639283
105,2016-11-16,2,0.058248384118190215,0.016107469033390664,IT,101.30999755859376,102.75,100.91999816894533,102.5999984741211,102.5999984741211,315600,97,75.0,,0.75,72.75,0.9300003051757812,0.009133768493058136
106,2016-11-17,6,0.06194182825484765,0.06340852527622332,IT,102.5999984741211,104.62000274658205,102.58999633789062,104.54000091552734,104.54000091552734,476800,93,75.0,,0.75,69.75,1.8700027465820455,0.018199540112720625
107,2016-11-18,1,0.05732502308402586,-0.07453453184860537,IT,104.1500015258789,104.41000366210938,103.2300033569336,103.26000213623048,103.26000213623048,287600,92,75.0,,0.75,69.0,-0.20999908447267046,-0.002007255581720324
108,2016-11-21,2,0.058248384118190215,0.016107469033390664,IT,103.26000213623048,104.0,102.87999725341795,103.97000122070312,103.97000122070312,467000,88,75.0,,0.75,66.0,-0.410003662109375,-0.00392686186887059
109,2016-11-23,20,0.07486888273314866,0.28533836374300514,IT,103.69000244140624,104.27999877929688,103.12999725341795,103.61000061035156,103.61000061035156,219900,88,75.0,,0.75,66.0,0.279998779296875,0.0026922959547777126
110,2016-11-28,1,0.05732502308402586,-0.031209525147074868,IT,103.70999908447266,104.47000122070312,103.18000030517578,103.37999725341795,103.37999725341795,244700,84,75.0,,0.75,63.0,0.19000244140625,0.0018220410781590868
111,2016-11-30,58,0.10995660203139428,0.9181257349032745,IT,104.45999908447266,104.45999908447266,102.79000091552734,102.81999969482422,102.81999969482422,487600,90,75.0,,0.75,67.5,-0.01000213623046875,-9.574170684023553e-05
112,2016-12-01,2,0.058248384118190215,-0.4702602386570711,IT,103.06999969482422,103.4000015258789,100.19000244140624,100.97000122070312,100.97000122070312,603600,100,73.0,False,0.73,73.0,-1.05999755859375,-0.010147401568868175
113,2016-12-02,1,0.05732502308402586,-0.01585213131905583,IT,101.16000366210938,101.52999877929688,99.9499969482422,100.08000183105467,100.08000183105467,336800,95,73.0,,0.73,69.35,-1.8700027465820312,-0.01808513267878442
114,2016-12-05,2,0.058248384118190215,0.1664108869700276,IT,100.61000061035156,101.56999969482422,100.23999786376952,100.69000244140624,100.69000244140624,374600,98,73.0,,0.73,71.53999999999999,0.04000091552734375,0.00039398124700351644
115,2016-12-06,2,0.058248384118190215,0.0,IT,101.1999969482422,101.72000122070312,100.95999908447266,101.55999755859376,101.55999755859376,280900,98,73.0,,0.73,71.53999999999999,0.15000152587890625,0.0014768290472539913
116,2016-12-08,2,0.058248384118190215,0.0,IT,103.58000183105467,105.0,103.04000091552734,104.93000030517578,104.93000030517578,345000,98,73.0,,0.73,71.53999999999999,3.279998779296875,0.032245367085478316
117,2016-12-12,3,0.05917174515235457,-0.09847642896332442,IT,103.81999969482422,103.81999969482422,102.36000061035156,102.87999725341795,102.87999725341795,188800,97,73.0,,0.73,70.81,-1.1800003051757812,-0.01123809814453125
118,2016-12-13,1,0.05732502308402586,-0.031209525147074868,IT,103.38999938964844,104.6999969482422,102.79000091552734,103.93000030517578,103.93000030517578,273100,97,73.0,,0.73,70.81,0.879997253417983,0.008476182392648024
119,2016-12-14,3,0.05917174515235457,0.03221493806678155,IT,103.77999877929688,104.41999816894533,102.79000091552734,103.12000274658205,103.12000274658205,226300,97,73.0,,0.73,70.81,-0.279998779296875,-0.002674295964261497
120,2016-12-15,1,0.05732502308402586,-0.031209525147074868,IT,103.3000030517578,104.48999786376952,102.91999816894533,103.52999877929688,103.52999877929688,169500,96,73.0,,0.73,70.08,0.06999969482419033,0.0006703667501595234
121,2016-12-16,18,0.07302216066481995,0.2738269735676433,IT,104.1999969482422,104.86000061035156,103.37000274658205,103.5,103.5,677400,95,73.0,,0.73,69.35,0.37000274658204546,0.0035410350669586865
122,2016-12-20,12,0.0674819944598338,0.1585213131905585,IT,104.2300033569336,104.2300033569336,102.43000030517578,103.66999816894533,103.66999816894533,339600,93,73.0,,0.73,67.89,-0.6299972534179688,-0.006007984453089699
123,2016-12-21,1,0.05732502308402586,-0.1505137993787885,IT,103.43000030517578,104.63999938964844,102.91999816894533,104.19000244140624,104.19000244140624,211800,94,73.0,,0.73,68.62,0.40999603271484375,0.003933570176629653
124,2016-12-22,9,0.06471191135734072,0.1288597522671262,IT,104.0,104.05999755859376,102.7300033569336,103.29000091552734,103.29000091552734,246800,93,73.0,,0.73,67.89,-0.5800018310546733,-0.005542830986599245
125,2016-12-23,3,0.05917174515235457,-0.08561277342579521,IT,103.25,103.76000213623048,102.73999786376952,102.75,102.75,164300,89,73.0,,0.73,64.97,-0.29999542236328125,-0.0028829082202732614
126,2016-12-28,1,0.05732502308402586,0.0,IT,102.48999786376952,102.58000183105467,100.97000122070312,101.47000122070312,101.47000122070312,362300,91,73.0,,0.73,66.42999999999999,-1.1800003051758097,-0.011372400548204875
