,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,KR_unscaled,KR_monthly,isPartial,scale,KR,Stock_Price_Change,Stock_Price_Change_Percent
15,2016-09-20,1,0.025344569288389514,0.0,KR,30.950000762939453,31.3799991607666,30.93000030517578,31.09000015258789,27.84744453430176,6114300,92,88.0,,0.88,80.96,0.029998779296875,0.0009568988495007869
16,2016-09-21,9,0.04032584269662921,0.5911038865080538,KR,31.170000076293945,31.25,30.6200008392334,30.84000015258789,27.623523712158203,12447100,100,88.0,,0.88,88.0,-0.12999916076660156,-0.0041427394596343925
17,2016-09-22,1,0.025344569288389514,-0.37150552614470134,KR,30.86000061035156,31.01000022888184,30.670000076293945,30.75,27.542909622192383,12273900,67,88.0,,0.88,58.96,-0.2399997711181605,-0.007679992675781122
18,2016-10-24,9,0.04032584269662921,0.7180469123982767,KR,30.850000381469727,31.290000915527344,30.84000015258789,31.18000030517578,27.92806053161621,5322000,84,79.0,,0.79,66.36,0.28000068664550426,0.00902936744852778
19,2016-10-26,0,0.02347191011235955,-0.4179437169127891,KR,30.790000915527344,31.1299991607666,30.75,30.899999618530277,27.677261352539062,4870400,76,79.0,,0.79,60.040000000000006,-0.1600017547607422,-0.005113510708826596
20,2016-10-31,1,0.025344569288389514,0.07978299026647528,KR,31.299999237060547,31.559999465942383,30.82999992370605,30.979999542236328,27.74891471862793,7550900,74,79.0,,0.79,58.46,0.43000030517578125,0.013813052257248826
21,2016-11-14,1,0.025344569288389514,0.0,KR,33.54999923706055,34.95000076293945,33.54999923706055,34.63999938964844,31.142927169799805,15593400,78,80.0,,0.8,62.400000000000006,3.3900012969970703,0.10741449158309879
22,2016-11-18,2,0.027217228464419478,0.07388798581350686,KR,33.5099983215332,33.880001068115234,33.22999954223633,33.45000076293945,30.07306861877441,5340300,69,80.0,,0.8,55.2,-1.0699996948242188,-0.030615155120649717
23,2016-12-15,4,0.030962546816479402,0.13760836658868847,KR,34.77000045776367,36.04999923706055,34.599998474121094,35.959999084472656,32.329673767089844,12898500,73,82.0,,0.82,59.86,2.1699981689453125,0.06404953071230901
24,2017-01-06,4,0.030962546816479402,0.0,KR,33.119998931884766,33.18000030517578,32.720001220703125,33.11000061035156,29.76738929748535,9289700,73,73.0,,0.73,53.29,-2.8699989318847656,-0.07961162254157039
25,2017-01-20,1,0.025344569288389514,-0.18144429660094352,KR,34.43000030517578,34.599998474121094,34.02000045776367,34.09000015258789,30.648456573486328,6841300,77,73.0,,0.73,56.21,1.4199981689453125,0.04279681000255464
26,2017-02-01,5,0.032835205992509366,0.295551943254027,KR,33.810001373291016,33.900001525878906,33.279998779296875,33.439998626708984,30.06407928466797,5005900,87,74.0,False,0.74,64.38,-0.6999969482421875,-0.020231126563943214
27,2017-02-03,5,0.032835205992509366,0.0,KR,34.040000915527344,34.31999969482422,33.959999084472656,34.02000045776367,30.585527420043945,3944000,97,74.0,,0.74,71.78,0.4199981689453125,0.012389325959902608
28,2017-03-01,5,0.032835205992509366,0.0,KR,31.93000030517578,32.47999954223633,31.68000030517578,32.060001373291016,28.927078247070312,13137400,73,82.0,False,0.82,59.86,-1.8400001525878906,-0.05361305853581866
29,2017-03-03,5,0.032835205992509366,0.0,KR,30.68000030517578,30.75,29.43000030517578,29.6299991607666,26.73453712463379,18766600,82,82.0,,0.82,67.24,-1.7299995422363281,-0.05326353345500123
30,2017-03-15,1,0.025344569288389514,-0.22812820805292577,KR,28.82999992370605,29.07999992370605,28.57999992370605,28.84000015258789,26.0217342376709,9013100,64,82.0,,0.82,52.48,-1.6700000762939489,-0.054308945570534894
31,2017-03-17,4,0.030962546816479402,0.22166395744052014,KR,29.530000686645508,29.63999938964844,29.26000022888184,29.549999237060547,26.66234970092773,22193800,74,82.0,,0.82,60.68,0.5599994659423899,0.019257203143452584
32,2017-03-29,0,0.02347191011235955,-0.24192572880125807,KR,29.020000457763672,29.40999984741211,29.01000022888184,29.34000015258789,26.472875595092773,5299400,81,82.0,,0.82,66.42,-0.22999954223633168,-0.007759768791245514
33,2017-06-09,16,0.053434456928838955,1.2765278442636032,KR,30.299999237060547,30.93000030517578,30.229999542236328,30.780000686645508,27.883544921875,11195400,28,97.0,,0.97,27.16,1.5200004577636719,0.051683116819105424
34,2017-06-15,1,0.025344569288389514,-0.5256886521342959,KR,30.280000686645508,30.280000686645508,24.3700008392334,24.559999465942383,22.24886131286621,76401500,64,97.0,,0.97,62.08,-0.6499996185302734,-0.021015183062300324
35,2017-06-16,38,0.09463295880149813,2.733855475099749,KR,21.190000534057617,22.350000381469727,20.459999084472656,22.290000915527344,20.19247055053711,106360700,100,97.0,,0.97,97.0,-7.930000305175781,-0.2618890398068312
36,2017-06-19,7,0.036580524344569286,0.44332791488104006,KR,22.96999931335449,22.96999931335449,22.200000762939453,22.63999938964844,20.50953483581543,40202800,74,97.0,,0.97,71.78,0.6199989318847621,0.027740443906157708
37,2017-06-20,40,0.09837827715355806,1.6893621378109964,KR,22.649999618530277,22.68000030517578,22.26000022888184,22.3799991607666,20.273998260498047,21068700,51,97.0,,0.97,49.47,-0.2899990081787074,-0.012625120454840655
38,2017-06-21,5,0.032835205992509366,-0.6662352000609129,KR,22.399999618530277,22.649999618530277,21.8700008392334,22.3700008392334,20.264942169189453,27637000,42,97.0,,0.97,40.74,-0.03000068664550426,-0.0013227815803272813
39,2017-06-22,10,0.04219850187265917,0.2851602600661569,KR,22.32999992370605,22.57999992370605,22.020000457763672,22.559999465942383,20.43706321716309,22745100,49,97.0,,0.97,47.53,-0.06999969482422586,-0.0030904943047751487
40,2017-06-23,36,0.0908876404494382,1.1538120173959352,KR,22.71999931335449,22.770000457763672,22.43000030517578,22.600000381469727,20.473295211791992,23367400,40,97.0,,0.97,38.8,0.19000053405762074,0.008414549809548255
41,2017-06-26,1,0.025344569288389514,-0.06880418329434435,KR,22.68000030517578,22.739999771118164,22.489999771118164,22.61000061035156,20.48235893249512,12221700,44,97.0,,0.97,42.68,-0.030000686645507812,-0.001317553185875231
42,2017-06-27,22,0.06467041198501873,1.551647702083641,KR,22.700000762939453,23.170000076293945,22.540000915527344,22.770000457763672,20.62730026245117,23221900,48,97.0,,0.97,46.56,0.43000030517578125,0.018909424340536773
43,2017-06-28,11,0.04407116104868914,-0.3185266693693172,KR,22.82999992370605,23.5,22.82999992370605,23.350000381469727,21.152721405029297,15721000,55,97.0,,0.97,53.35,0.3299999237060547,0.014242551688365745
44,2017-06-29,2,0.027217228464419478,-0.3824254270417269,KR,23.479999542236328,23.549999237060547,22.90999984741211,23.239999771118164,21.05307006835937,15258300,45,97.0,,0.97,43.65,0.049999237060546875,0.002127627108959418
45,2017-06-30,13,0.04781647940074907,0.7568460162377872,KR,23.34000015258789,23.51000022888184,23.26000022888184,23.31999969482422,21.12553977966309,10818400,37,97.0,,0.97,35.89,-0.039999008178707385,-0.0016984717398954574
46,2017-07-03,25,0.07028838951310862,0.46996161980104945,KR,23.46999931335449,23.600000381469727,23.43000030517578,23.549999237060547,21.33390045166016,5610800,74,83.0,,0.83,61.42,0.09000015258788707,0.003828164683610691
47,2017-07-05,5,0.032835205992509366,-0.05395489370885931,KR,23.649999618530277,23.68000030517578,22.96999931335449,23.229999542236328,21.04401206970215,14218200,100,83.0,,0.83,83.0,0.07999992370605469,0.0033898272208872093
48,2017-07-06,6,0.034707865168539326,0.05703205201323125,KR,23.200000762939453,23.56999969482422,23.049999237060547,23.1299991607666,20.95342445373535,13637800,77,83.0,,0.83,63.91,-0.1100006103515625,-0.004645295985385545
49,2017-07-07,7,0.036580524344569286,0.05395489370885942,KR,23.18000030517578,23.34000015258789,23.040000915527344,23.15999984741211,20.980600357055664,9525400,69,83.0,,0.83,57.27,-0.22999954223632812,-0.009758147866537059
50,2017-07-10,2,0.027217228464419478,-0.2559639602743933,KR,23.100000381469727,23.149999618530277,22.600000381469727,22.61000061035156,20.48235893249512,13677200,79,83.0,,0.83,65.57,-0.19000053405761363,-0.00814055410520409
51,2017-07-11,1,0.025344569288389514,-0.06880418329434435,KR,22.61000061035156,22.920000076293945,22.5,22.6299991607666,20.500476837158203,10070300,65,83.0,,0.83,53.95,-0.22999954223633168,-0.00993518557349049
52,2017-07-12,1,0.025344569288389514,0.0,KR,22.729999542236328,22.940000534057617,22.649999618530277,22.799999237060547,20.654476165771484,8707600,85,83.0,,0.83,70.55,0.020000457763671875,0.0008726203183724301
53,2017-07-13,10,0.04219850187265917,0.6649918723215604,KR,22.989999771118164,23.01000022888184,22.61000061035156,22.920000076293945,20.76318359375,9081400,88,83.0,,0.83,73.03999999999999,0.0699996948242223,0.0030514251610542775
54,2017-07-14,13,0.04781647940074907,0.13313215585337734,KR,22.979999542236328,23.200000762939453,22.88999938964844,23.01000022888184,20.84471893310547,7146300,80,83.0,,0.83,66.39999999999999,0.19000053405761363,0.008257302571389236
55,2017-07-18,4,0.030962546816479402,0.13760836658868847,KR,22.850000381469727,22.8700008392334,22.540000915527344,22.549999237060547,20.428003311157227,9997700,83,83.0,,0.83,68.89,-0.3299999237060547,-0.014224134174737113
56,2017-07-19,2,0.027217228464419478,-0.12096286440062898,KR,22.600000381469727,22.959999084472656,22.559999465942383,22.940000534057617,20.781299591064453,8743300,80,83.0,,0.83,66.39999999999999,0.08999824523925781,0.00393520952937032
57,2017-07-20,17,0.055307116104868916,1.0320627494151644,KR,23.0,23.38999938964844,22.989999771118164,23.26000022888184,21.071189880371094,8228800,70,83.0,,0.83,58.1,0.4300003051757848,0.018728237034930206
58,2017-07-28,1,0.025344569288389514,-0.5417484932620031,KR,23.90999984741211,24.280000686645508,23.84000015258789,24.280000686645508,21.995210647583008,10322200,84,83.0,,0.83,69.72,0.8900012969970668,0.03805050535362353
59,2017-08-03,12,0.0459438202247191,0.4838514576025159,KR,24.56999969482422,24.57999992370605,23.850000381469727,24.059999465942383,21.79590606689453,12425500,77,84.0,,0.84,64.67999999999999,0.2999992370605433,0.012355816662952046
60,2017-08-04,2,0.027217228464419478,-0.40759761962990126,KR,24.15999984741211,24.31999969482422,24.030000686645508,24.1299991607666,21.85931968688965,7953600,70,84.0,,0.84,58.8,-0.2600002288818324,-0.0105777147961289
61,2017-08-16,1,0.025344569288389514,-0.06880418329434435,KR,23.309999465942383,23.350000381469727,22.96999931335449,23.09000015258789,21.02870750427246,8193500,79,84.0,,0.84,66.36,-0.9699993133544922,-0.039884840687762324
62,2017-08-21,6,0.034707865168539326,-0.21245857057873718,KR,22.850000381469727,22.96999931335449,22.549999237060547,22.61000061035156,20.591562271118164,7690700,56,84.0,,0.84,47.04,-0.3800010681152379,-0.016274135413582358
63,2017-08-22,2,0.027217228464419478,-0.21581957483543746,KR,22.65999984741211,23.06999969482422,22.65999984741211,22.940000534057617,20.89209747314453,6503000,85,84.0,,0.84,71.39999999999999,0.10000038146973012,0.004353521308622321
64,2017-08-24,2,0.027217228464419478,0.0,KR,23.0,23.25,21.059999465942383,21.100000381469727,19.216358184814453,39086000,83,84.0,,0.84,69.72,0.18000030517578125,0.0078023540336744635
65,2017-08-25,29,0.07777902621722846,1.8577129489472957,KR,21.31999969482422,22.059999465942383,21.299999237060547,21.739999771118164,19.799226760864254,31786600,100,84.0,,0.84,84.0,-1.1900005340576172,-0.05118281866914487
66,2017-08-28,3,0.02908988764044944,-0.6259931622285356,KR,21.299999237060547,21.88999938964844,21.209999084472656,21.71999931335449,19.78101348876953,16487900,86,84.0,,0.84,72.24,-0.17000007629394176,-0.007706259311402008
67,2017-09-06,9,0.04032584269662921,0.048699717541638154,KR,22.420000076293945,22.61000061035156,22.190000534057617,22.549999237060547,20.53691864013672,14274500,53,91.0,,0.91,48.23,0.7200012207031179,0.032891788066636396
68,2017-09-08,4,0.030962546816479402,-0.2321909538404383,KR,21.350000381469727,21.790000915527344,20.40999984741211,21.059999465942383,19.179931640625,62444200,100,91.0,,0.91,91.0,-0.8199996948242152,-0.03626712395791776
69,2017-09-12,1,0.025344569288389514,-0.22812820805292577,KR,21.61000061035156,21.790000915527344,21.3799991607666,21.57999992370605,19.65350914001465,18888800,64,91.0,,0.91,58.24,0.0,0.0
70,2017-09-13,4,0.030962546816479402,0.22166395744052014,KR,21.600000381469727,22.07999992370605,21.559999465942383,21.729999542236328,19.79012107849121,12382000,74,91.0,,0.91,67.34,0.2899990081787074,0.013308811197527692
71,2017-09-14,2,0.027217228464419478,-0.12096286440062898,KR,21.75,21.8700008392334,21.15999984741211,21.26000022888184,19.36208152770996,11905700,66,91.0,,0.91,60.06,-0.2099990844726527,-0.009510828133979632
72,2017-09-19,1,0.025344569288389514,-0.06880418329434435,KR,21.489999771118164,21.59000015258789,21.07999992370605,21.1299991607666,19.24368476867676,9687600,52,91.0,,0.91,47.32,-0.2800006866455078,-0.0128029572885614
73,2017-09-20,2,0.027217228464419478,0.07388798581350686,KR,21.07999992370605,21.13999938964844,20.75,20.799999237060547,18.943138122558597,13242500,75,91.0,,0.91,68.25,-0.4500007629394496,-0.020843018052758566
74,2017-09-21,4,0.030962546816479402,0.13760836658868847,KR,20.82999992370605,20.850000381469727,20.21999931335449,20.21999931335449,18.4149227142334,20307600,63,91.0,,0.91,57.330000000000005,-0.2899990081787145,-0.013718023488719533
75,2017-09-25,2,0.027217228464419478,-0.12096286440062898,KR,20.049999237060547,20.239999771118164,19.88999938964844,19.940000534057617,18.15991973876953,16857900,57,91.0,,0.91,51.870000000000005,-0.6100006103515625,-0.029256623462400322
76,2017-09-26,1,0.025344569288389514,-0.06880418329434435,KR,19.950000762939453,20.36000061035156,19.950000762939453,20.190000534057617,18.38759994506836,22762400,67,91.0,,0.91,60.97,0.12000083923339488,0.005928895286087421
77,2017-09-27,17,0.055307116104868916,1.1822077730161076,KR,20.36000061035156,20.56999969482422,20.1299991607666,20.229999542236328,18.42402458190918,12554600,58,91.0,,0.91,52.78,0.2099990844726598,0.010314296570594905
78,2017-09-28,2,0.027217228464419478,-0.5078892124331279,KR,20.190000534057617,20.520000457763672,20.149999618530277,20.26000022888184,18.451351165771484,12922700,56,91.0,,0.91,50.96,-0.049999237060546875,-0.00243068730200946
79,2017-09-29,1,0.025344569288389514,-0.06880418329434435,KR,20.32999992370605,20.40999984741211,20.040000915527344,20.059999465942383,18.26920318603516,12285700,72,91.0,,0.91,65.52,-0.1100006103515625,-0.005360653406318194
80,2017-10-02,2,0.027217228464419478,-0.21581957483543746,KR,20.040000915527344,20.229999542236328,19.690000534057617,19.959999084472656,18.178131103515625,18788300,55,90.0,,0.9,49.5,-0.18000030517578125,-0.008819221289636858
81,2017-10-03,2,0.027217228464419478,0.0,KR,20.020000457763672,20.729999542236328,20.0,20.559999465942383,18.72456741333008,25519400,65,90.0,,0.9,58.5,0.5,0.02471576921967289
82,2017-10-04,8,0.03845318352059925,0.41282509976606563,KR,20.559999465942383,20.770000457763672,20.43000030517578,20.530000686645508,18.697246551513672,16921900,66,90.0,,0.9,59.4,0.04000091552734375,0.0019296148775036492
83,2017-10-05,1,0.025344569288389514,-0.34089802279146786,KR,20.479999542236328,20.959999084472656,20.479999542236328,20.700000762939453,18.85206794738769,18826700,96,90.0,,0.9,86.4,0.18999862670898438,0.00914774301981125
84,2017-10-06,2,0.027217228464419478,0.07388798581350686,KR,20.51000022888184,20.75,20.38999938964844,20.6299991607666,18.788318634033203,21257600,78,90.0,,0.9,70.2,-0.20999908447265625,-0.010019040727355044
85,2017-10-09,15,0.05156179775280899,0.6652957542034594,KR,20.75,20.81999969482422,20.209999084472656,20.290000915527344,18.478673934936523,16952300,52,90.0,,0.9,46.8,0.06999969482421875,0.0033734792686370696
86,2017-10-11,1,0.025344569288389514,-0.5084622648362025,KR,21.5,22.030000686645508,20.739999771118164,20.780000686645508,18.9249267578125,43527900,100,90.0,,0.9,90.0,1.210000991821289,0.058117243494585136
87,2017-10-13,1,0.025344569288389514,0.0,KR,21.15999984741211,21.559999465942383,20.82999992370605,21.299999237060547,19.39850234985352,16914700,67,90.0,,0.9,60.3,-0.470001220703125,-0.021334598549878292
88,2017-10-20,6,0.034707865168539326,0.36943992906753365,KR,20.959999084472656,21.049999237060547,20.71999931335449,21.020000457763672,19.14349937438965,14104800,80,90.0,,0.9,72.0,-0.5100002288818359,-0.023654927714050533
89,2017-10-26,1,0.025344569288389514,-0.307156752329272,KR,21.25,21.350000381469727,20.63999938964844,20.81999969482422,18.961355209350582,8778000,67,90.0,,0.9,60.3,0.3000011444091797,0.014251836355461567
90,2017-10-27,9,0.04032584269662921,0.5911038865080538,KR,20.600000381469727,20.71999931335449,20.36000061035156,20.56999969482422,18.73367500305176,13210300,77,90.0,,0.9,69.3,-0.6300010681152379,-0.02950824622289161
91,2017-11-01,1,0.025344569288389514,-0.37150552614470134,KR,20.76000022888184,21.290000915527344,20.76000022888184,20.899999618530277,19.034210205078125,9975200,55,90.0,False,0.9,49.5,0.5700016021728551,0.027509730746249517
92,2017-11-02,3,0.02908988764044944,0.14777597162701328,KR,21.309999465942383,21.36000061035156,20.739999771118164,21.18000030517578,19.28921890258789,13979500,47,90.0,,0.9,42.3,0.0699996948242152,0.0032879141293584713
93,2017-11-09,-12,0.001,-0.9806057964698192,KR,21.809999465942383,22.100000381469727,21.770000457763672,21.950000762939453,19.9904842376709,10807700,71,90.0,,0.9,63.9,0.7399997711181676,0.03464418305117212
94,2017-11-15,1,0.025344569288389514,-0.22812820805292577,KR,21.489999771118164,22.200000762939453,21.25,21.61000061035156,19.79258155822754,11638500,74,90.0,,0.9,66.60000000000001,0.10000038146972656,0.004524904060796864
95,2017-11-16,12,0.0459438202247191,0.8127678439485739,KR,21.809999465942383,22.440000534057617,21.75,22.280000686645508,20.406230926513672,15694900,60,90.0,,0.9,54.0,0.23999977111816406,0.010810800129287257
96,2017-11-28,10,0.04219850187265917,-0.08151952392598028,KR,23.200000762939453,23.61000061035156,23.040000915527344,23.559999465942383,21.578584671020508,9464600,56,90.0,,0.9,50.4,1.1700000762939418,0.052139039592187686
97,2017-11-30,4,0.030962546816479402,-0.26626431170675413,KR,27.31999969482422,27.700000762939453,25.530000686645508,25.86000061035156,23.68515014648437,64064400,100,90.0,,0.9,90.0,4.090000152587894,0.17323168347546236
98,2017-12-01,1,0.025344569288389514,-0.18144429660094352,KR,25.6200008392334,25.959999084472656,25.200000762939453,25.670000076293945,23.51112937927246,20546400,82,81.0,False,0.81,66.42,-1.7400016784667969,-0.06281594334086771
99,2017-12-04,4,0.030962546816479402,0.22166395744052014,KR,26.0,26.989999771118164,25.989999771118164,26.8799991607666,24.619365692138672,18123000,84,81.0,,0.81,68.04,1.0300006866455078,0.03967645311904411
100,2017-12-21,4,0.030962546816479402,0.0,KR,27.350000381469727,27.700000762939453,27.13999938964844,27.549999237060547,25.233020782470703,8778600,53,81.0,,0.81,42.93,0.7100009918212891,0.026306076244619225
101,2017-12-26,9,0.04032584269662921,0.3862495171881035,KR,28.26000022888184,28.489999771118164,27.59000015258789,27.799999237060547,25.461990356445312,8677100,45,81.0,,0.81,36.45,0.7899990081787109,0.02851981900432543
102,2018-01-02,23,0.06654307116104868,0.6501346707532274,KR,27.540000915527344,28.309999465942383,27.520000457763672,28.299999237060547,25.91994285583496,11693300,57,83.0,,0.83,47.31,-0.18000030517578125,-0.006318017080444438
103,2018-01-04,6,0.034707865168539326,-0.47841503911746497,KR,28.020000457763672,28.059999465942383,26.540000915527344,26.979999542236328,24.71095848083496,12357600,68,83.0,,0.83,56.44,-0.25,-0.008830802003396587
104,2018-01-16,1,0.025344569288389514,-0.18144429660094352,KR,28.350000381469727,28.46999931335449,28.0,28.25,25.87414932250977,8208800,72,83.0,,0.83,59.76,0.4099998474121058,0.014611541525855642
105,2018-01-17,1,0.025344569288389514,0.0,KR,28.420000076293945,28.899999618530277,28.36000061035156,28.670000076293945,26.258825302124023,7571200,73,83.0,,0.83,60.59,0.43000030517578836,0.015103628926822266
106,2018-01-25,21,0.06279775280898876,1.4777597162701341,KR,30.350000381469727,30.459999084472656,29.709999084472656,30.26000022888184,27.71510887145996,16529200,87,83.0,,0.83,72.21,1.5599994659423793,0.053979220987329324
107,2018-01-26,3,0.02908988764044944,-0.5367686527106816,KR,30.26000022888184,30.88999938964844,30.049999237060547,30.8799991607666,28.282962799072266,11681000,100,83.0,,0.83,83.0,0.4300003051757848,0.014116885032835924
108,2018-02-08,1,0.025344569288389514,-0.6818074951803264,KR,28.799999237060547,28.899999618530277,27.520000457763672,27.56999969482422,25.2513370513916,12340300,77,80.0,,0.8,61.6,-1.989999771118164,-0.06442213695170984
109,2018-02-09,10,0.04219850187265917,0.6649918723215604,KR,27.81999969482422,28.040000915527344,26.6299991607666,27.65999984741211,25.33376884460449,10525000,85,80.0,,0.8,68.0,-0.8599987030029332,-0.029757740981128378
110,2018-02-15,2,0.027217228464419478,-0.35501908227567225,KR,28.6200008392334,28.93000030517578,28.32999992370605,28.790000915527344,26.486473083496094,6133500,68,80.0,,0.8,54.400000000000006,0.8899993896484375,0.031740348095195436
111,2018-02-20,2,0.027217228464419478,0.0,KR,27.809999465942383,28.100000381469727,27.21999931335449,27.489999771118164,25.29048538208008,12438700,88,80.0,,0.8,70.4,-0.8299999237060547,-0.028689938297634998
112,2018-02-27,1,0.025344569288389514,-0.06880418329434435,KR,27.899999618530277,28.100000381469727,27.270000457763672,27.270000457763672,25.088090896606445,6759700,80,80.0,,0.8,64.0,0.0,0.0
113,2018-03-02,1,0.025344569288389514,0.0,KR,27.239999771118164,27.6200008392334,26.959999084472656,27.350000381469727,25.16168975830078,8605000,50,86.0,,0.86,43.0,-0.4799995422363281,-0.017081834011392405
114,2018-03-07,2,0.027217228464419478,0.07388798581350686,KR,27.670000076293945,27.690000534057617,26.020000457763672,26.229999542236328,24.131298065185547,22122600,74,86.0,,0.86,63.64,0.06999969482421875,0.002534384239582854
115,2018-03-08,25,0.07028838951310862,1.5824962157699187,KR,24.5,24.81999969482422,22.850000381469727,22.979999542236328,21.141334533691406,61491700,100,86.0,,0.86,86.0,-2.8700008392333984,-0.10364755449186103
116,2018-03-12,3,0.02908988764044944,0.06880418329434423,KR,23.780000686645508,24.15999984741211,23.399999618530277,23.989999771118164,22.07052421569824,18464700,64,86.0,,0.86,55.04,-0.6599998474121094,-0.026591452680385874
117,2018-03-23,1,0.025344569288389514,-0.1287498390627011,KR,24.270000457763672,24.309999465942383,23.239999771118164,23.280000686645508,21.41733932495117,17847400,71,86.0,,0.86,61.06,0.14999961853027344,0.00620859352142511
118,2018-03-28,2,0.027217228464419478,0.07388798581350686,KR,23.46999931335449,24.049999237060547,23.46999931335449,23.6200008392334,21.730133056640625,8651700,55,86.0,,0.86,47.3,-0.26000022888183594,-0.010695196815865393
119,2018-03-29,4,0.030962546816479402,0.13760836658868847,KR,23.790000915527344,24.040000915527344,23.729999542236328,23.940000534057617,22.0245304107666,6646500,57,86.0,,0.86,49.02,-0.009998321533203125,-0.00041573063826949586
120,2018-04-10,9,0.04032584269662921,0.3024071610015724,KR,23.600000381469727,23.71999931335449,23.3700008392334,23.459999084472656,21.582931518554688,8627000,79,77.0,,0.77,60.83,-0.3200016021728551,-0.013311214225710244
121,2018-04-24,2,0.027217228464419478,-0.3250673353766137,KR,24.81999969482422,25.61000061035156,24.81999969482422,25.3799991607666,23.34931182861328,13809900,100,77.0,,0.77,77.0,1.8900012969970703,0.07967965226428109
122,2018-04-25,28,0.0759063670411985,1.7889087656529514,KR,25.25,25.71999931335449,25.18000030517578,25.6299991607666,23.579307556152344,8536700,100,77.0,,0.77,77.0,0.10999870300292969,0.004295146442068631
123,2018-05-08,1,0.025344569288389514,-0.6661074653377412,KR,24.059999465942383,24.26000022888184,23.8799991607666,24.09000015258789,22.16252899169922,6902200,99,77.0,,0.77,76.23,-1.4599990844726491,-0.05676512921656962
124,2018-05-11,3,0.02908988764044944,0.14777597162701328,KR,24.299999237060547,24.76000022888184,24.290000915527344,24.56999969482422,22.604122161865234,4480000,69,77.0,,0.77,53.13,0.5,0.020610057513715363
125,2018-05-17,10,0.04219850187265917,0.21581957483543746,KR,25.690000534057617,26.3700008392334,25.18000030517578,25.299999237060547,23.39473342895508,16018900,90,77.0,,0.77,69.3,1.610000610351559,0.06502425668290335
