,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,TTD_unscaled,TTD_monthly,isPartial,scale,TTD,Stock_Price_Change,Stock_Price_Change_Percent
31,2017-03-01,2,0.018391304347826088,0.04962779156327546,TTD,4.15500020980835,4.400000095367432,4.10099983215332,4.304999828338623,4.304999828338623,8176000,62,23.0,False,0.23,14.26,0.17299985885620028,0.04092733597738962
32,2017-03-03,1,0.017521739130434782,-0.047281323877068626,TTD,4.269000053405762,4.514999866485596,4.195000171661377,4.460000038146973,4.460000038146973,6569000,49,23.0,,0.23,11.27,0.11499977111816406,0.02613631105127534
33,2017-03-24,5,0.021,0.19851116625310183,TTD,3.700000047683716,3.739000082015991,3.588000059127808,3.601999998092652,3.601999998092652,8435000,55,23.0,,0.23,12.65,-0.7759997844696045,-0.1718714966593411
34,2017-04-03,2,0.018391304347826088,0.04962779156327546,TTD,3.7190001010894775,3.766999959945679,3.683000087738037,3.70199990272522,3.70199990272522,6111000,98,18.0,,0.18,17.64,0.027999877929687944,0.0074886005123036
35,2017-04-11,3,0.019260869565217394,0.047281323877068626,TTD,3.680000066757202,3.813999891281128,3.6679999828338623,3.755000114440918,3.755000114440918,6296000,64,18.0,,0.18,11.52,0.046999931335448775,0.012476753871833557
36,2017-04-18,2,0.018391304347826088,0.04962779156327546,TTD,3.631999969482422,3.640000104904175,3.503999948501587,3.5190000534057617,3.5190000534057617,6662000,80,18.0,,0.18,14.4,-0.17399978637695312,-0.045621340151246415
37,2017-05-04,0,0.01665217391304348,-0.09456264775413703,TTD,3.805999994277954,4.005000114440918,3.7709999084472656,3.984999895095825,3.984999895095825,12119000,35,25.0,,0.25,8.75,0.36500000953674316,0.10027472500480927
38,2017-05-11,3,0.019260869565217394,0.1566579634464751,TTD,4.008999824523926,4.021999835968018,3.924999952316284,3.989000082015991,3.989000082015991,12562000,52,25.0,,0.25,13.0,0.01699972152709961,0.004244624479735615
39,2017-05-12,2,0.018391304347826088,-0.04514672686230259,TTD,4.757999897003174,5.368000030517578,4.659999847412109,5.190000057220459,5.190000057220459,124614000,100,25.0,,0.25,25.0,1.3460001945495605,0.3346594354660395
40,2017-05-17,8,0.023608695652173915,0.2836879432624113,TTD,5.109000205993652,5.252999782562256,4.769000053405762,4.775000095367432,4.775000095367432,19592000,37,25.0,,0.25,9.25,-0.11500024795532227,-0.021423294951850802
41,2017-05-22,2,0.018391304347826088,-0.22099447513812154,TTD,4.900000095367432,5.314700126647949,4.876999855041504,5.250999927520752,5.250999927520752,13188000,32,25.0,,0.25,8.0,0.06170034408569336,0.011745735130336943
42,2017-05-23,4,0.020130434782608696,0.09456264775413703,TTD,5.275000095367432,5.438000202178955,5.090000152587891,5.3480000495910645,5.3480000495910645,12437000,38,25.0,,0.25,9.5,0.12330007553100586,0.02319981797520021
43,2017-05-24,1,0.017521739130434782,-0.12958963282937364,TTD,5.276999950408936,5.3470001220703125,5.150000095367432,5.150000095367432,5.150000095367432,44220000,50,25.0,,0.25,12.5,-0.09100008010864258,-0.016734107525810615
44,2017-06-12,1,0.017521739130434782,-0.09029345372460507,TTD,5.10099983215332,5.124000072479248,4.906000137329102,5.005000114440918,5.005000114440918,13164000,79,21.0,,0.21,16.59,-0.22300004959106445,-0.041705637647287075
45,2017-06-22,2,0.018391304347826088,0.04962779156327546,TTD,5.250999927520752,5.271900177001953,5.130000114440918,5.184999942779541,5.184999942779541,9536000,38,21.0,,0.21,7.979999999999999,0.14790010452270508,0.02886418860863582
46,2017-07-20,1,0.017521739130434782,-0.047281323877068626,TTD,5.5,5.574999809265137,5.326000213623047,5.452000141143799,5.452000141143799,12090000,77,20.0,,0.2,15.4,0.3030996322631836,0.057493431606580936
47,2017-08-03,1,0.017521739130434782,-0.6858924395946999,TTD,5.2829999923706055,5.513700008392334,5.269800186157227,5.447999954223633,5.447999954223633,4959000,37,21.0,,0.21,7.77,-0.061299800872802734,-0.010995480353367615
48,2017-08-09,6,0.021869565217391307,0.13544018058690743,TTD,5.414999961853027,5.482999801635742,5.330399990081787,5.39900016784668,5.39900016784668,9354000,78,21.0,,0.21,16.38,-0.030700206756591797,-0.005567986417444493
49,2017-08-10,4,0.020130434782608696,-0.07952286282306176,TTD,5.4070000648498535,5.443999767303467,4.929999828338623,5.00600004196167,5.00600004196167,22467000,85,21.0,,0.21,17.849999999999998,-0.03900003433227539,-0.00711290091979222
50,2017-08-11,2,0.018391304347826088,-0.08639308855291572,TTD,5.556000232696533,5.6579999923706055,5.054999828338623,5.445000171661377,5.445000171661377,39024000,100,21.0,,0.21,21.0,0.21400022506713867,0.039309374396453656
51,2017-08-14,1,0.017521739130434782,-0.047281323877068626,TTD,5.550000190734863,5.627999782562256,5.235000133514404,5.363999843597412,5.363999843597412,17186000,49,21.0,,0.21,10.29,-0.03000020980834961,-0.00530226402417866
52,2017-08-15,1,0.017521739130434782,0.0,TTD,5.34499979019165,5.375,4.980000019073486,5.102000236511231,5.102000236511231,20145000,38,21.0,,0.21,7.979999999999999,-0.25299978256225586,-0.044953765518283784
53,2017-08-16,2,0.018391304347826088,0.04962779156327546,TTD,5.072000026702881,5.172999858856201,5.01200008392334,5.057000160217285,5.057000160217285,11871000,41,21.0,,0.21,8.61,-0.20200014114379883,-0.03758142160814859
54,2017-09-06,-4,0.013173913043478262,-0.2836879432624113,TTD,5.35699987411499,5.498000144958496,5.35699987411499,5.485000133514404,5.485000133514404,8428000,65,22.0,,0.22,14.3,0.3250002861022949,0.06282627005022867
55,2017-09-11,2,0.018391304347826088,0.39603960396039595,TTD,5.695000171661377,6.089000225067139,5.534999847412109,6.057000160217285,6.057000160217285,16850000,100,22.0,,0.22,22.0,0.5910000801086426,0.10749364578510834
56,2017-09-22,4,0.020130434782608696,0.09456264775413703,TTD,5.892000198364258,6.014500141143799,5.875999927520752,5.980000019073486,5.980000019073486,4949000,85,22.0,,0.22,18.7,-0.07450008392333984,-0.01223519152070951
57,2017-09-25,3,0.019260869565217394,-0.043196544276457804,TTD,5.9730000495910645,5.980000019073486,5.560999870300293,5.636000156402588,5.636000156402588,10783000,87,22.0,,0.22,19.14,-0.0345001220703125,-0.005736157828695521
58,2017-10-19,3,0.019260869565217394,0.0,TTD,6.300000190734863,6.335999965667725,6.151000022888184,6.323999881744385,6.323999881744385,5761000,50,20.0,,0.2,10.0,0.3559999465942383,0.05953176345464217
59,2017-11-02,2,0.018391304347826088,-0.04514672686230259,TTD,6.47599983215332,6.47599983215332,6.297999858856201,6.406000137329102,6.406000137329102,5900000,49,26.0,,0.26,12.74,0.1399998664855957,0.022095938643339474
60,2017-11-09,1,0.017521739130434782,0.0,TTD,6.050000190734863,6.102000236511231,5.686500072479248,5.927999973297119,5.927999973297119,24684000,62,26.0,,0.26,16.12,-0.37399959564208896,-0.057751637636737074
61,2017-11-10,3,0.019260869565217394,0.09925558312655092,TTD,5.135000228881836,5.3470001220703125,4.925099849700928,5.099500179290772,5.099500179290772,98413000,100,26.0,,0.26,26.0,-0.7550001144409189,-0.12372993857381165
62,2017-12-04,3,0.019260869565217394,0.0,TTD,4.857999801635742,4.900000095367432,4.495999813079834,4.525000095367432,4.525000095367432,16978000,33,22.0,,0.22,7.26,-0.44700002670288086,-0.0835982824944852
63,2018-02-01,1,0.017521739130434782,-0.09029345372460507,TTD,4.785999774932861,4.81850004196167,4.3429999351501465,4.583000183105469,4.583000183105469,23680000,40,24.0,False,0.24,9.6,-0.08150005340576172,-0.016632663636642286
64,2018-02-22,3,0.019260869565217394,0.09925558312655092,TTD,4.997000217437744,5.093999862670898,4.800000190734863,4.840000152587891,4.840000152587891,18809000,57,24.0,,0.24,13.68,0.2754998207092285,0.05717543183771956
65,2018-02-23,2,0.018391304347826088,-0.04514672686230259,TTD,5.474999904632568,6.019000053405762,5.469099998474121,5.99399995803833,5.99399995803833,62295000,100,24.0,,0.24,24.0,0.9250001907348633,0.18158622215782017
66,2018-03-08,3,0.019260869565217394,-0.18416206261510126,TTD,5.927000045776367,5.989999771118164,5.761000156402588,5.791999816894531,5.791999816894531,6316000,48,20.0,,0.2,9.6,-0.029000282287597656,-0.004818122949041714
67,2018-05-08,1,0.017521739130434782,-0.09029345372460507,TTD,5.052000045776367,5.159999847412109,4.994999885559082,5.093999862670898,5.093999862670898,5762000,32,33.0,,0.33,10.56,-0.8299999237060547,-0.13856426634739538
68,2018-05-09,2,0.018391304347826088,0.04962779156327546,TTD,5.125,5.176000118255615,4.991000175476074,5.151999950408936,5.151999950408936,9494000,30,33.0,,0.33,9.9,0.01600027084350586,0.003100827774545456
69,2018-05-10,1,0.017521739130434782,-0.047281323877068626,TTD,5.256999969482422,5.461999893188477,5.236999988555908,5.2729997634887695,5.2729997634887695,28046000,46,33.0,,0.33,15.18,0.28599977493286133,0.05525497843868821
70,2018-05-11,7,0.02273913043478261,0.29776674937965253,TTD,6.775000095367432,7.579999923706055,6.730999946594238,7.560999870300293,7.560999870300293,127624000,100,33.0,,0.33,33.0,2.118000030517578,0.38777006077185816
71,2018-05-15,1,0.017521739130434782,0.0,TTD,7.373000144958496,8.097000122070312,7.371799945831299,8.022000312805176,8.022000312805176,45812000,42,33.0,,0.33,13.86,0.5170001983642578,0.0682058316052705
72,2018-05-16,2,0.018391304347826088,0.04962779156327546,TTD,7.939000129699707,8.336999893188477,7.939000129699707,8.074999809265137,8.074999809265137,28294000,32,33.0,,0.33,10.56,0.23999977111816406,0.029640578918109117
73,2018-05-17,1,0.017521739130434782,-0.047281323877068626,TTD,8.01200008392334,8.306900024414062,8.008299827575684,8.043999671936035,8.043999671936035,17576000,52,33.0,,0.33,17.16,-0.030099868774414062,-0.0036103957250864793
74,2018-05-18,2,0.018391304347826088,0.04962779156327546,TTD,8.0649995803833,8.581000328063965,8.062999725341797,8.562999725341797,8.562999725341797,28689000,53,33.0,,0.33,17.490000000000002,0.27410030364990234,0.03299670187968062
75,2018-05-21,4,0.020130434782608696,-0.1473296500920811,TTD,8.574999809265137,8.779999732971191,8.178000450134277,8.295999526977539,8.295999526977539,22086000,38,33.0,,0.33,12.54,0.19899940490722656,0.02319070006982793
76,2018-05-22,1,0.017521739130434782,-0.12958963282937364,TTD,8.300000190734863,8.508999824523926,8.175000190734863,8.222999572753906,8.222999572753906,15089000,64,33.0,,0.33,21.12,-0.2709999084472656,-0.030865594155953135
77,2018-05-29,2,0.018391304347826088,0.04962779156327546,TTD,8.206999778747559,8.319999694824219,8.182000160217285,8.27299976348877,8.27299976348877,8021000,32,33.0,,0.33,10.56,-0.18900012969970703,-0.022211791467545594
78,2018-05-31,6,0.021869565217391307,0.18912529550827428,TTD,8.480999946594238,8.571999549865723,8.418000221252441,8.553000450134277,8.553000450134277,6884000,20,33.0,,0.33,6.6000000000000005,0.2519998550415039,0.03028844522653884
79,2018-06-01,3,0.019260869565217394,-0.11928429423459241,TTD,8.604000091552734,9.13700008392334,8.510000228881836,8.663999557495117,8.663999557495117,31263000,84,26.0,False,0.26,21.84,0.5650005340576172,0.06591233827893372
80,2018-06-04,4,0.020130434782608696,-0.04140786749482406,TTD,8.5,8.572999954223633,8.008999824523926,8.319999694824219,8.319999694824219,23859000,96,26.0,,0.26,24.96,-0.564000129699707,-0.06172705751552654
81,2018-06-05,2,0.018391304347826088,-0.08639308855291572,TTD,8.321999549865723,8.836000442504883,8.321999549865723,8.793000221252441,8.793000221252441,15436000,71,26.0,,0.26,18.46,0.26300048828125,0.030677766206178347
82,2018-06-08,12,0.02708695652173913,0.4728132387706854,TTD,8.682999610900879,8.954000473022461,8.67199993133545,8.862000465393066,8.862000465393066,7559000,60,26.0,,0.26,15.6,0.11800003051757812,0.013354461816224905
83,2018-06-12,1,0.017521739130434782,-0.3531300160513644,TTD,8.840999603271484,9.18000030517578,8.820099830627441,9.07699966430664,9.07699966430664,11557000,80,26.0,,0.26,20.8,0.22599983215331854,0.02524009607038047
84,2018-06-13,4,0.020130434782608696,0.14888337468982638,TTD,9.1899995803833,9.253000259399414,8.913599967956543,9.005999565124512,9.005999565124512,9005000,100,26.0,,0.26,26.0,0.07299995422363459,0.007952064465888586
85,2018-06-14,3,0.019260869565217394,-0.043196544276457804,TTD,9.232999801635742,9.289999961853027,8.850000381469727,9.053000450134276,9.053000450134276,12579000,50,26.0,,0.26,13.0,0.03699970245361328,0.003998670854464592
86,2018-06-15,1,0.017521739130434782,-0.09029345372460507,TTD,9.006999969482422,9.038000106811523,8.812000274658203,9.01200008392334,9.01200008392334,9103000,45,26.0,,0.26,11.7,-0.2519998550415039,-0.02712592638065403
87,2018-06-20,2,0.018391304347826088,0.04962779156327546,TTD,9.175999641418455,9.449000358581545,9.175999641418455,9.336000442504885,9.336000442504885,6417000,48,26.0,,0.26,12.48,0.4110002517700213,0.04547468985536618
88,2018-06-21,1,0.017521739130434782,-0.047281323877068626,TTD,9.413999557495115,9.435500144958496,9.050000190734863,9.154000282287598,9.154000282287598,7653000,55,26.0,,0.26,14.3,-0.013500213623048651,-0.0014287451699361853
89,2018-06-26,1,0.017521739130434782,0.0,TTD,8.937999725341797,9.218999862670898,8.842599868774414,9.164999961853027,9.164999961853027,7473000,62,26.0,,0.26,16.12,-0.21650028228759766,-0.02294528948773067
90,2018-07-09,2,0.018391304347826088,0.04962779156327546,TTD,9.392000198364258,9.470999717712402,9.281999588012695,9.454999923706056,9.454999923706056,5477000,74,24.0,,0.24,17.759999999999998,0.2519998550415039,0.02733483661952185
91,2018-07-25,0,0.01665217391304348,-0.09456264775413703,TTD,9.062000274658203,9.473999977111816,9.041000366210938,9.314000129699709,9.314000129699709,5945000,55,24.0,,0.24,13.2,0.0030002593994140625,0.00031678381256861066
92,2018-07-26,1,0.017521739130434782,0.05221932114882488,TTD,9.199999809265137,9.437999725341797,9.02299976348877,9.279000282287598,9.279000282287598,4458000,37,24.0,,0.24,8.879999999999999,-0.03600025177001953,-0.0037998999215740348
93,2018-07-30,1,0.017521739130434782,0.0,TTD,9.0,9.029999732971191,8.413000106811523,8.595999717712402,8.595999717712402,9196000,52,24.0,,0.24,12.48,-0.40799999237060547,-0.043229498224617746
94,2018-08-09,2,0.018391304347826088,-0.24866785079928944,TTD,9.149999618530272,9.484000205993652,9.149999618530272,9.32900047302246,9.32900047302246,19607000,58,38.0,,0.38,22.04,0.45400047302246094,0.050276908798210895
95,2018-08-10,3,0.019260869565217394,0.047281323877068626,TTD,11.550000190734863,13.083999633789062,11.22700023651123,12.79300022125244,12.79300022125244,103549000,100,38.0,,0.38,38.0,3.59999942779541,0.3795866037118283
96,2018-08-15,1,0.017521739130434782,0.0,TTD,13.298999786376951,13.383999824523926,12.32040023803711,12.668999671936035,12.668999671936035,17901000,29,38.0,,0.38,11.02,0.3000001907348633,0.02292878318034508
97,2018-08-17,17,0.03143478260869565,0.7940446650124069,TTD,12.711999893188477,12.800000190734863,12.45400047302246,12.560999870300291,12.560999870300291,7982000,21,38.0,,0.38,7.98,-0.5839996337890625,-0.043634163287941896
98,2018-08-23,1,0.017521739130434782,0.0,TTD,12.960000038146973,13.68299961090088,12.960000038146973,13.670000076293944,13.670000076293944,14757000,26,38.0,,0.38,9.88,0.8829994201660174,0.06898432867252358
99,2018-08-24,4,0.020130434782608696,0.14888337468982638,TTD,13.774999618530272,14.07900047302246,13.572999954223633,13.835000038146973,13.835000038146973,11622000,31,38.0,,0.38,11.78,0.3960008621215785,0.028941085535520772
100,2018-08-27,3,0.019260869565217394,-0.2401372212692967,TTD,14.005000114440918,14.21500015258789,13.904999732971191,13.972000122070312,13.972000122070312,7554000,16,38.0,,0.38,6.08,0.13599967956543146,0.009659753888497047
101,2018-08-28,12,0.02708695652173913,0.4063205417607221,TTD,14.079999923706056,14.208999633789062,13.72599983215332,14.008999824523926,14.008999824523926,5439000,27,38.0,,0.38,10.26,-0.006000518798828125,-0.00042212583428891115
102,2018-08-29,2,0.018391304347826088,-0.3210272873194221,TTD,14.0,14.347000122070312,13.956299781799316,14.166000366210938,14.166000366210938,5494000,20,38.0,,0.38,7.6,0.13800048828125,0.009712188882958772
103,2018-08-30,6,0.021869565217391307,0.18912529550827428,TTD,14.170000076293944,14.29800033569336,13.980999946594238,14.07800006866455,14.07800006866455,5234000,19,38.0,,0.38,7.22,-0.048999786376953125,-0.0034153332376135603
104,2018-08-31,1,0.017521739130434782,-0.19880715705765417,TTD,13.958999633789062,14.237000465393066,13.951000213623049,14.187999725341797,14.187999725341797,5058000,13,38.0,,0.38,4.94,-0.06099987030029297,-0.004266321784033966
105,2018-09-19,3,0.019260869565217394,0.09925558312655092,TTD,14.529999732971191,14.616999626159668,14.175999641418455,14.484999656677246,14.484999656677246,6045000,44,28.0,,0.28,12.32,0.37999916076660156,0.026690956545958766
106,2018-09-25,18,0.03230434782608696,0.6772009029345372,TTD,14.302000045776367,15.58899974822998,14.215999603271484,15.468000411987305,15.468000411987305,22365000,100,28.0,,0.28,28.000000000000004,0.9720001220703125,0.06649792344050898
107,2018-09-26,2,0.018391304347826088,-0.4306864064602961,TTD,15.321000099182127,15.883999824523926,15.027999877929688,15.574999809265137,15.574999809265137,14789000,56,28.0,,0.28,15.68,0.2950000762939453,0.01892360517405489
108,2018-10-01,4,0.020130434782608696,0.09456264775413703,TTD,15.151000022888184,15.276000022888184,14.219499588012695,14.35200023651123,14.35200023651123,16759000,74,31.0,False,0.31,22.94,-0.6079998016357422,-0.03827749989628104
109,2018-10-02,2,0.018391304347826088,-0.08639308855291572,TTD,14.151000022888184,14.182000160217283,13.026000022888184,13.336999893188477,13.336999893188477,24175000,85,31.0,,0.31,26.35,-1.0939998626709002,-0.0716155970824659
110,2018-10-03,7,0.02273913043478261,0.2364066193853427,TTD,13.699999809265137,14.053999900817873,13.423999786376951,13.885000228881836,13.885000228881836,19101000,100,31.0,,0.31,31.0,-0.1280002593994105,-0.009025543502564015
111,2018-10-04,19,0.03317391304347826,0.45889101338432114,TTD,13.751999855041504,13.8100004196167,13.27299976348877,13.623000144958496,13.623000144958496,8300000,64,31.0,,0.31,19.84,-0.24399948120117365,-0.01736156844479375
112,2018-10-10,1,0.017521739130434782,-0.471821756225426,TTD,12.800000190734863,12.815999984741213,11.854999542236328,11.864999771118164,11.864999771118164,19673000,62,31.0,,0.31,19.22,-0.9940004348754865,-0.07197685768810969
113,2018-10-29,4,0.020130434782608696,0.14888337468982638,TTD,11.288000106811523,11.468000411987305,10.621999740600586,10.911999702453612,10.911999702453612,12289000,49,31.0,,0.31,15.19,-1.347999572753908,-0.10518099050864871
114,2018-11-05,1,0.017521739130434782,-0.047281323877068626,TTD,12.743000030517578,12.81999969482422,12.00220012664795,12.300000190734863,12.300000190734863,12931000,36,36.0,,0.36,12.96,1.3519992828369158,0.1178932014532974
115,2018-11-07,2,0.018391304347826088,0.04962779156327546,TTD,12.440999984741213,13.270000457763672,12.331000328063965,13.187999725341797,13.187999725341797,18020000,46,36.0,,0.36,16.56,0.45000076293945135,0.03510146440339845
116,2018-11-08,2,0.018391304347826088,0.0,TTD,13.166000366210938,13.187000274658203,12.104000091552734,12.220000267028809,12.220000267028809,28593000,100,36.0,,0.36,36.0,-0.08300018310546875,-0.0062547234545805575
117,2018-11-09,4,0.020130434782608696,0.09456264775413703,TTD,11.131999969482422,13.095999717712402,11.020000457763672,12.256999969482422,12.256999969482422,59331000,88,36.0,,0.36,31.68,-0.09100055694580078,-0.006900777663641944
118,2018-11-12,5,0.021,0.043196544276457916,TTD,12.123000144958496,12.14840030670166,10.64799976348877,11.093000411987305,11.093000411987305,28859000,30,36.0,,0.36,10.8,-0.9475994110107422,-0.07235792848476541
119,2018-11-14,3,0.019260869565217394,-0.082815734989648,TTD,11.48799991607666,11.914999961853027,11.303000450134276,11.651000022888184,11.651000022888184,22376000,25,36.0,,0.36,9.0,-0.2334003448486328,-0.01921243447335841
120,2018-11-26,5,0.021,0.09029345372460496,TTD,12.298999786376951,13.096099853515623,11.916000366210938,12.9399995803833,12.9399995803833,16540000,35,36.0,,0.36,12.6,1.1810998916625959,0.09912714187528304
121,2018-12-03,1,0.017521739130434782,-0.16563146997929612,TTD,14.800999641418455,14.8996000289917,14.154999732971191,14.861000061035156,14.861000061035156,13734000,81,28.0,,0.28,22.680000000000003,1.803500175476076,0.13771276911819896
122,2018-12-07,1,0.017521739130434782,0.0,TTD,14.217000007629396,14.598999977111816,13.229499816894531,13.357000350952148,13.357000350952148,15011000,81,28.0,,0.28,22.680000000000003,-0.3006000518798828,-0.020175041698768714
123,2018-12-10,1,0.017521739130434782,0.0,TTD,13.357000350952148,13.849499702453612,12.958999633789062,13.475000381469728,13.475000381469728,10631000,61,28.0,,0.28,17.080000000000002,-0.7495002746582049,-0.05133915171129977
