,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,OIL_unscaled,OIL_monthly,isPartial,scale,OIL,Stock_Price_Change,Stock_Price_Change_Percent
17,2016-08-17,8,0.09475,-0.26209375468024554,OIL,16.190000534057617,16.190000534057617,16.190000534057617,16.190000534057617,16.190000534057617,300,85,72.0,,0.72,61.2,0.34000015258788885,0.02145111321166815
18,2016-08-22,1,0.07792307692307693,-0.05811250581125049,OIL,16.170000076293945,16.170000076293945,15.979999542236328,15.979999542236328,15.979999542236328,6600,92,72.0,,0.72,66.24,-0.020000457763671875,-0.0012353586846151066
19,2016-09-01,1,0.07792307692307693,0.0,OIL,14.869999885559082,14.869999885559082,14.600000381469728,14.65999984741211,14.65999984741211,1700,88,71.0,False,0.71,62.48,-1.3000001907348633,-0.08039580609778296
20,2016-09-09,1,0.07792307692307693,0.0,OIL,15.65999984741211,15.65999984741211,15.65999984741211,15.65999984741211,15.65999984741211,2300,94,71.0,,0.71,66.74,0.7899999618530273,0.05312709939024485
21,2016-09-12,6,0.0899423076923077,0.0871687587168759,OIL,15.25,15.34000015258789,15.25,15.300000190734863,15.300000190734863,1700,89,71.0,,0.71,63.19,-0.31999969482421875,-0.020434208042288127
22,2016-09-19,4,0.08513461538461539,-0.05345306820611495,OIL,14.68000030517578,14.68000030517578,14.68000030517578,14.68000030517578,14.68000030517578,0,92,71.0,,0.71,65.32,-0.6599998474121112,-0.04302476146330203
23,2016-09-21,3,0.08273076923076923,-0.028235825615541055,OIL,15.09000015258789,15.15999984741211,15.09000015258789,15.15999984741211,15.15999984741211,1000,90,71.0,,0.71,63.9,0.4799995422363299,0.0326975158213787
24,2016-09-29,2,0.08032692307692307,-0.0290562529056253,OIL,15.770000457763672,15.949999809265137,15.6899995803833,15.949999809265137,15.949999809265137,14500,92,71.0,,0.71,65.32,0.7899999618530273,0.05211081595016531
25,2016-10-03,1,0.07792307692307693,-0.029925784055542137,OIL,16.059999465942383,16.059999465942383,16.059999465942383,16.059999465942383,16.059999465942383,1000,94,72.0,,0.72,67.67999999999999,0.1099996566772461,0.006896530281671254
26,2016-10-05,-2,0.07071153846153846,-0.09254689042448172,OIL,16.510000228881836,16.510000228881836,16.43000030517578,16.450000762939453,16.450000762939453,1900,90,72.0,,0.72,64.8,0.4500007629394531,0.028019973717542612
27,2016-10-28,2,0.08032692307692307,-0.5683579621783611,OIL,16.25,16.25,16.040000915527344,16.059999465942383,16.059999465942383,800,93,72.0,,0.72,66.96,-0.26000022888183594,-0.015748045140968725
28,2016-11-01,3,0.08273076923076923,0.02992578405554225,OIL,15.630000114440918,15.630000114440918,15.369999885559082,15.369999885559082,15.369999885559082,1100,87,71.0,False,0.71,61.77,-0.619999885559082,-0.03815383911132808
29,2016-11-28,1,0.07792307692307693,-0.029925784055542137,OIL,15.449999809265137,15.579999923706056,15.449999809265137,15.579999923706056,15.579999923706056,1600,91,71.0,,0.71,64.61,-0.050000190734861505,-0.0031989885072787327
30,2016-11-29,1,0.07792307692307693,0.0,OIL,14.90999984741211,14.90999984741211,14.90999984741211,14.90999984741211,14.90999984741211,4300,91,71.0,,0.71,64.61,-0.6700000762939471,-0.04300385619864444
31,2016-12-01,1,0.07792307692307693,0.0,OIL,16.65999984741211,16.860000610351562,16.649999618530273,16.670000076293945,16.670000076293945,29500,93,74.0,False,0.74,68.82,1.9500007629394531,0.13078476075758716
32,2016-12-07,10,0.0995576923076923,0.27764067127344516,OIL,16.549999237060547,16.549999237060547,16.530000686645508,16.549999237060547,16.549999237060547,3400,88,74.0,,0.74,65.12,-0.3100013732910156,-0.0183867949032388
33,2016-12-16,1,0.07792307692307693,-0.2173073208421865,OIL,17.0,17.0,16.989999771118164,17.0,17.0,500,91,74.0,,0.74,67.34,0.4500007629394531,0.027190379678795562
34,2016-12-20,3,0.08273076923076923,0.06169792694965448,OIL,17.260000228881836,17.260000228881836,17.190000534057617,17.190000534057617,17.190000534057617,12900,92,74.0,,0.74,68.08,0.26000022888183594,0.015294131110696219
35,2017-01-04,2,0.08032692307692307,-0.0290562529056253,OIL,17.18000030517578,17.18000030517578,17.18000030517578,17.18000030517578,17.18000030517578,300,87,77.0,,0.77,66.99,-0.07999992370605469,-0.004634989724518479
36,2017-01-10,1,0.07792307692307693,-0.029925784055542137,OIL,16.760000228881836,16.760000228881836,16.760000228881836,16.760000228881836,16.760000228881836,0,85,77.0,,0.77,65.45,-0.4200000762939453,-0.02444703543849258
37,2017-01-20,1,0.07792307692307693,0.0,OIL,16.790000915527344,16.790000915527344,16.790000915527344,16.790000915527344,16.790000915527344,100,79,77.0,,0.77,60.83,0.030000686645507812,0.0017900170785085656
38,2017-02-24,1,0.07792307692307693,0.0,OIL,16.65999984741211,16.670000076293945,16.6299991607666,16.6299991607666,16.6299991607666,1300,85,76.0,,0.76,64.6,-0.12000083923339844,-0.0071471609702190575
39,2017-03-01,1,0.07792307692307693,0.0,OIL,16.760000228881836,16.760000228881836,16.6200008392334,16.6200008392334,16.6200008392334,17100,83,79.0,False,0.79,65.57000000000001,0.09000015258789062,0.0053989293446901065
40,2017-03-29,1,0.07792307692307693,0.0,OIL,14.970000267028809,15.239999771118164,14.970000267028809,15.229999542236328,15.229999542236328,1100,90,79.0,,0.79,71.10000000000001,-1.5200004577636719,-0.09069215017934884
41,2017-04-07,23,0.13080769230769232,0.6786771964461995,OIL,15.90999984741211,16.059999465942383,15.90999984741211,15.979999542236328,15.979999542236328,2200,86,78.0,,0.78,67.08,0.8199996948242188,0.05380575506163909
42,2017-04-10,1,0.07792307692307693,-0.40429285504263457,OIL,16.18000030517578,16.239999771118164,16.18000030517578,16.229999542236328,16.229999542236328,1400,89,78.0,,0.78,69.42,0.18000030517578125,0.011207989487016956
43,2017-04-12,1,0.07792307692307693,0.0,OIL,16.3700008392334,16.3700008392334,16.350000381469727,16.350000381469727,16.350000381469727,1200,81,78.0,,0.78,63.18,0.13000106811523438,0.008004991991837018
44,2017-05-04,1,0.07792307692307693,0.0,OIL,14.06999969482422,14.09000015258789,13.90999984741211,13.90999984741211,13.90999984741211,7600,89,79.0,,0.79,70.31,-2.280000686645508,-0.13927920401696692
45,2017-06-08,1,0.07792307692307693,0.0,OIL,13.869999885559082,13.920000076293944,13.859999656677246,13.869999885559082,13.869999885559082,4900,89,79.0,,0.79,70.31,-0.1700000762939471,-0.012065299819228437
46,2017-06-20,2,0.08032692307692307,0.03084896347482724,OIL,13.149999618530272,13.149999618530272,13.149999618530272,13.149999618530272,13.149999618530272,500,93,79.0,,0.79,73.47,-0.7700004577636719,-0.05531612453616286
47,2017-07-05,3,0.08273076923076923,0.02992578405554225,OIL,13.600000381469728,13.600000381469728,13.600000381469728,13.600000381469728,13.600000381469728,400,84,83.0,,0.83,69.72,0.4500007629394567,0.03422059133030997
48,2017-07-12,6,0.0899423076923077,0.0871687587168759,OIL,13.9399995803833,13.949999809265137,13.729999542236328,13.729999542236328,13.729999542236328,4200,87,83.0,,0.83,72.21,0.3499994277954084,0.025735251321925556
49,2017-08-11,8,0.09475,-0.35821284355868177,OIL,14.460000038146973,14.460000038146973,14.449999809265137,14.449999809265137,14.449999809265137,500,90,77.0,,0.77,69.3,0.5100002288818359,0.036559156692110406
50,2017-09-05,2,0.08032692307692307,-0.1522224477369597,OIL,14.460000038146973,14.460000038146973,14.460000038146973,14.460000038146973,14.460000038146973,0,85,73.0,,0.73,62.05,0.0,0.0
51,2017-11-03,6,0.0899423076923077,0.11970313622216922,OIL,16.219999313354492,16.219999313354492,16.219999313354492,16.219999313354492,16.219999313354492,0,86,76.0,,0.76,65.36,1.7599992752075195,0.12171502562686443
52,2017-11-10,6,0.0899423076923077,0.0,OIL,16.90999984741211,16.90999984741211,16.90999984741211,16.90999984741211,16.90999984741211,1000,93,76.0,,0.76,70.68,0.6900005340576172,0.042540108709469227
53,2017-12-01,0,0.07551923076923077,-0.03084896347482735,OIL,17.030000686645508,17.030000686645508,17.030000686645508,17.030000686645508,17.030000686645508,0,80,78.0,False,0.78,62.400000000000006,0.12000083923339844,0.007096442360510435
54,2017-12-18,3,0.08273076923076923,0.09549274255156615,OIL,16.790000915527344,16.790000915527344,16.790000915527344,16.790000915527344,16.790000915527344,0,84,78.0,,0.78,65.52,-0.23999977111816406,-0.014092763443419365
55,2018-01-18,1,0.07792307692307693,-0.05811250581125049,OIL,18.690000534057617,18.690000534057617,18.690000534057617,18.690000534057617,18.690000534057617,0,82,83.0,,0.83,68.06,1.8999996185302734,0.11316256789320112
56,2018-02-09,22,0.12840384615384615,0.647828232971372,OIL,17.270000457763672,17.270000457763672,17.270000457763672,17.270000457763672,17.270000457763672,700,88,82.0,,0.82,72.16,-1.4200000762939453,-0.07597645991001278
57,2018-03-15,1,0.07792307692307693,-0.3931406320203683,OIL,18.209999084472656,18.209999084472656,18.18000030517578,18.18000030517578,18.18000030517578,500,82,82.0,,0.82,67.24,0.9399986267089844,0.05442956582473113
58,2018-03-21,2,0.08032692307692307,0.03084896347482724,OIL,19.0,19.059999465942383,19.0,19.059999465942383,19.059999465942383,10000,84,82.0,,0.82,68.88,0.8500003814697266,0.046677672938188586
59,2018-05-14,1,0.07792307692307693,-0.029925784055542137,OIL,21.290000915527344,21.40999984741211,21.290000915527344,21.399999618530277,21.399999618530277,1100,88,86.0,,0.86,75.67999999999999,2.3500003814697266,0.12329488181092851
60,2018-05-22,1,0.07792307692307693,0.0,OIL,21.8799991607666,21.8799991607666,21.8799991607666,21.8799991607666,21.8799991607666,500,88,86.0,,0.86,75.67999999999999,0.4699993133544922,0.02195232679608372
61,2018-06-13,1,0.07792307692307693,0.0,OIL,20.020000457763672,20.020000457763672,20.020000457763672,20.020000457763672,20.020000457763672,0,89,85.0,,0.85,75.64999999999999,-1.8599987030029297,-0.08500908475070346
62,2018-06-19,1,0.07792307692307693,-0.029925784055542137,OIL,19.6299991607666,19.6299991607666,19.6299991607666,19.6299991607666,19.6299991607666,500,82,85.0,,0.85,69.7,-0.3900012969970703,-0.01948058382015816
63,2018-06-21,18,0.11878846153846154,0.5244323790720631,OIL,19.770000457763672,19.770000457763672,19.770000457763672,19.770000457763672,19.770000457763672,0,85,85.0,,0.85,72.25,0.1400012969970703,0.007132007283876085
64,2018-06-27,1,0.07792307692307693,-0.34401813177918084,OIL,20.6200008392334,20.6200008392334,20.6200008392334,20.6200008392334,20.6200008392334,0,86,85.0,,0.85,73.1,0.8500003814697266,0.042994454314032815
65,2018-07-03,1,0.07792307692307693,0.0,OIL,20.96999931335449,20.96999931335449,20.96999931335449,20.96999931335449,20.96999931335449,0,91,89.0,,0.89,80.99,0.3499984741210902,0.01697373714239392
66,2018-07-11,2,0.08032692307692307,-0.0290562529056253,OIL,21.399999618530277,21.399999618530277,21.399999618530277,21.399999618530277,21.399999618530277,0,86,89.0,,0.89,76.54,0.43000030517578836,0.02050549924920353
67,2018-07-23,7,0.09234615384615384,0.14962892027771124,OIL,20.6200008392334,20.6200008392334,20.43000030517578,20.479999542236328,20.479999542236328,1200,89,89.0,,0.89,79.21000000000001,-0.7799987792968786,-0.03644854173835954
68,2018-08-01,6,0.0899423076923077,-0.02603082049146177,OIL,21.11000061035156,21.11000061035156,21.11000061035156,21.11000061035156,21.11000061035156,0,87,83.0,False,0.83,72.21,0.4899997711181605,0.023763324499281424
69,2018-08-14,100,0.31590384615384615,2.512294205687406,OIL,20.420000076293945,20.420000076293945,20.420000076293945,20.420000076293945,20.420000076293945,0,88,83.0,,0.83,73.03999999999999,-0.6900005340576136,-0.03268595519221651
70,2018-08-29,3,0.08273076923076923,-0.738114080477263,OIL,21.420000076293945,21.420000076293945,21.3799991607666,21.40999984741211,21.40999984741211,2100,82,83.0,,0.83,68.06,1.0,0.0489715962910755
71,2018-09-26,1,0.07792307692307693,-0.05811250581125049,OIL,22.309999465942383,22.309999465942383,22.299999237060547,22.299999237060547,22.299999237060547,1000,85,80.0,,0.8,68.0,0.8899993896484375,0.04154992467219554
72,2018-10-30,2,0.08032692307692307,0.03084896347482724,OIL,20.920000076293945,20.920000076293945,20.920000076293945,20.920000076293945,20.920000076293945,100,90,82.0,,0.82,73.8,-1.3899993896484375,-0.0623038737302688
73,2018-10-31,2,0.08032692307692307,0.0,OIL,20.920000076293945,20.920000076293945,20.920000076293945,20.920000076293945,20.920000076293945,100,82,82.0,,0.82,67.24,0.0,0.0
74,2018-11-12,2,0.08032692307692307,0.0,OIL,19.13999938964844,19.13999938964844,19.13999938964844,19.13999938964844,19.13999938964844,300,92,84.0,,0.84,77.28,-1.7800006866455043,-0.08508607457714878
75,2018-11-13,18,0.11878846153846154,0.4788125448886762,OIL,19.13999938964844,19.13999938964844,19.13999938964844,19.13999938964844,19.13999938964844,0,93,84.0,,0.84,78.11999999999999,0.0,0.0
76,2018-11-26,1,0.07792307692307693,-0.31634891175974356,OIL,15.979999542236328,15.979999542236328,15.979999542236328,15.979999542236328,15.979999542236328,100,82,84.0,,0.84,68.88,-3.159999847412113,-0.16509926584016232
77,2018-11-28,14,0.10917307692307693,0.4010365251727541,OIL,16.0,16.280000686645508,15.979999542236328,16.280000686645508,16.280000686645508,500,86,84.0,,0.84,72.24,0.3000011444091797,0.01877353898642209
78,2018-12-03,1,0.07792307692307693,-0.2862427338382949,OIL,16.520000457763672,16.520000457763672,16.520000457763672,16.520000457763672,16.520000457763672,300,87,84.0,,0.84,73.08,0.23999977111816406,0.01474200006115689
79,2018-12-12,2,0.08032692307692307,0.03084896347482724,OIL,16.270000457763672,16.389999389648438,16.09000015258789,16.09000015258789,16.09000015258789,1500,85,84.0,,0.84,71.39999999999999,-0.13000106811523438,-0.007869313832502889
80,2018-12-27,0,0.07551923076923077,-0.0598515681110845,OIL,14.350000381469728,14.350000381469728,14.350000381469728,14.350000381469728,14.350000381469728,100,97,84.0,,0.84,81.48,-2.039999008178709,-0.1244660820101755
81,2019-01-03,1,0.07792307692307693,0.03183091418385553,OIL,14.670000076293944,14.899999618530272,14.579999923706056,14.899999618530272,14.899999618530272,900,92,87.0,,0.87,80.04,0.5499992370605433,0.03832747194702257
82,2019-01-09,15,0.11157692307692307,0.43188548864758136,OIL,16.139999389648438,16.510000228881836,16.100000381469727,16.510000228881836,16.510000228881836,300,88,87.0,,0.87,76.56,1.6100006103515643,0.10805373500475124
83,2019-01-11,12,0.10436538461538461,-0.06463288521199584,OIL,16.329999923706055,16.329999923706055,16.329999923706055,16.329999923706055,16.329999923706055,100,82,87.0,,0.87,71.34,-0.18000030517578125,-0.010902501676583687
84,2019-01-16,16,0.11398076923076923,0.3777312877731287,OIL,16.459999084472656,16.530000686645508,16.40999984741211,16.530000686645508,16.530000686645508,200,86,87.0,,0.87,74.82,0.20000076293945312,0.012247444205380154
85,2019-01-18,10,0.0995576923076923,-0.1265395647038975,OIL,16.90999984741211,16.90999984741211,16.8700008392334,16.8700008392334,16.8700008392334,100,85,87.0,,0.87,73.95,0.37999916076660156,0.022988454021880322
86,2019-01-24,22,0.12840384615384615,0.2897430944562487,OIL,16.510000228881836,16.510000228881836,16.510000228881836,16.510000228881836,16.510000228881836,0,83,87.0,,0.87,72.21,-0.39999961853027344,-0.023654619878159755
87,2019-01-31,-2,0.07071153846153846,-0.119703136222169,OIL,17.190000534057617,17.190000534057617,16.850000381469727,16.850000381469727,16.850000381469727,200,82,87.0,,0.87,71.34,0.6800003051757812,0.04118717721070775
88,2019-02-04,1,0.07792307692307693,-0.1336326705152876,OIL,16.950000762939453,17.200000762939453,16.950000762939453,17.170000076293945,17.170000076293945,300,78,84.0,,0.84,65.52,0.010000228881835938,0.0005817468627777878
89,2019-02-05,13,0.10676923076923077,0.3701875616979269,OIL,16.899999618530273,16.899999618530273,16.889999389648438,16.889999389648438,16.889999389648438,200,84,84.0,,0.84,70.56,-0.3000011444091797,-0.017441926226863136
90,2019-02-06,3,0.08273076923076923,-0.2251440922190202,OIL,16.829999923706055,16.979999542236328,16.829999923706055,16.979999542236328,16.979999542236328,100,84,84.0,,0.84,70.56,0.07999992370605469,0.004733723403066659
91,2019-02-07,6,0.0899423076923077,0.0871687587168759,OIL,16.780000686645508,16.780000686645508,16.56999969482422,16.56999969482422,16.56999969482422,100,83,84.0,,0.84,69.72,-0.1999988555908203,-0.011778495935370281
92,2019-02-11,1,0.07792307692307693,-0.1336326705152876,OIL,16.510000228881836,16.510000228881836,16.510000228881836,16.510000228881836,16.510000228881836,100,79,84.0,,0.84,66.36,-0.2700004577636719,-0.016090610650484338
93,2019-02-13,3,0.08273076923076923,0.06169792694965448,OIL,16.940000534057617,17.040000915527344,16.940000534057617,17.040000915527344,17.040000915527344,1000,78,84.0,,0.84,65.52,0.5300006866455078,0.0321017976558442
94,2019-02-21,4,0.08513461538461539,0.0290562529056253,OIL,17.770000457763672,17.770000457763672,17.770000457763672,17.770000457763672,17.770000457763672,100,79,84.0,,0.84,66.36,0.7299995422363281,0.042840346421057385
95,2019-03-18,3,0.08273076923076923,-0.028235825615541055,OIL,18.209999084472656,18.209999084472656,18.209999084472656,18.209999084472656,18.209999084472656,0,87,88.0,,0.88,76.56,0.4399986267089844,0.024760754945098995
96,2019-03-20,3,0.08273076923076923,0.0,OIL,18.15999984741211,18.15999984741211,18.15999984741211,18.15999984741211,18.15999984741211,0,82,88.0,,0.88,72.16,-0.049999237060546875,-0.0027457023379633405
97,2019-03-26,9,0.09715384615384616,0.1743375174337518,OIL,18.36000061035156,18.3799991607666,18.280000686645508,18.280000686645508,18.280000686645508,4100,83,88.0,,0.88,73.04,0.2199993133544922,0.012114499735849105
98,2019-03-28,15,0.11157692307692307,0.14845605700712583,OIL,18.0,18.1299991607666,18.0,18.1299991607666,18.1299991607666,100,82,88.0,,0.88,72.16,-0.25,-0.013601741643908372
99,2019-04-23,12,0.10436538461538461,-0.06463288521199584,OIL,19.88999938964844,19.920000076293945,19.82999992370605,19.920000076293945,19.920000076293945,900,86,89.0,,0.89,76.54,1.7900009155273438,0.09873143951384811
100,2019-04-24,4,0.08513461538461539,-0.1842638658559056,OIL,19.93000030517578,19.93000030517578,19.799999237060547,19.81999969482422,19.81999969482422,7300,86,89.0,,0.89,76.54,0.010000228881835938,0.000502019520257857
101,2019-05-07,1,0.07792307692307693,-0.08470747684662305,OIL,19.049999237060547,19.049999237060547,19.049999237060547,19.049999237060547,19.049999237060547,0,84,85.0,,0.85,71.39999999999999,-0.8800010681152344,-0.04415459381035236
102,2019-05-23,56,0.2101346153846154,1.6966929911154986,OIL,18.049999237060547,18.049999237060547,17.5,17.639999389648438,17.639999389648438,200,89,85.0,,0.85,75.64999999999999,-1.0,-0.05249344042253634
103,2019-05-24,4,0.08513461538461539,-0.5948567767914341,OIL,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,0,92,85.0,,0.85,78.2,-0.4099998474121094,-0.022714673946926833
104,2019-06-04,6,0.0899423076923077,0.05647165123108189,OIL,16.110000610351562,16.110000610351562,16.110000610351562,16.110000610351562,16.110000610351562,0,81,88.0,,0.88,71.28,-1.529998779296875,-0.08673462767774887
105,2019-06-05,4,0.08513461538461539,-0.05345306820611495,OIL,15.770000457763672,15.850000381469728,15.770000457763672,15.779999732971191,15.779999732971191,800,82,88.0,,0.88,72.16,-0.26000022888183416,-0.016139057667990953
106,2019-06-06,1,0.07792307692307693,-0.08470747684662305,OIL,15.68000030517578,16.219999313354492,15.68000030517578,16.219999313354492,16.219999313354492,1200,87,88.0,,0.88,76.56,0.36999893188476385,0.023343780629641486
107,2019-06-07,3,0.08273076923076923,0.06169792694965448,OIL,16.5,16.5,16.5,16.5,16.5,100,85,88.0,,0.88,74.8,0.2800006866455078,0.01726268178168011
108,2019-06-12,2,0.08032692307692307,-0.2800758359186487,OIL,15.6899995803833,15.6899995803833,15.6899995803833,15.6899995803833,15.6899995803833,100,83,88.0,,0.88,73.04,-0.8100004196166992,-0.04909093452222424
109,2019-06-13,12,0.10436538461538461,0.2992578405554225,OIL,15.6899995803833,15.6899995803833,15.6899995803833,15.6899995803833,15.6899995803833,0,94,88.0,,0.88,82.72,0.0,0.0
110,2019-06-14,1,0.07792307692307693,-0.25336281555187024,OIL,16.1200008392334,16.1200008392334,16.1200008392334,16.1200008392334,16.1200008392334,100,90,88.0,,0.88,79.2,0.43000125885009766,0.027406072042711394
111,2019-06-17,4,0.08513461538461539,0.0290562529056253,OIL,16.1200008392334,16.1200008392334,16.1200008392334,16.1200008392334,16.1200008392334,0,86,88.0,,0.88,75.68,0.0,0.0
112,2019-06-20,36,0.16205769230769232,0.903546419697312,OIL,17.270000457763672,17.31999969482422,17.260000228881836,17.31999969482422,17.31999969482422,500,85,88.0,,0.88,74.8,1.1999988555908203,0.0744416124762366
113,2019-06-21,5,0.08753846153846154,-0.45983149400735734,OIL,17.40999984741211,17.469999313354492,17.40999984741211,17.469999313354492,17.469999313354492,300,94,88.0,,0.88,82.72,0.14999961853027344,0.0086604862109263
114,2019-06-25,2,0.08032692307692307,-0.0290562529056253,OIL,17.469999313354492,17.540000915527344,17.469999313354492,17.540000915527344,17.540000915527344,200,86,88.0,,0.88,75.68,0.07000160217285156,0.004006960785587488
115,2019-07-02,32,0.15244230769230768,0.8977735216662677,OIL,17.1299991607666,17.1299991607666,17.1299991607666,17.1299991607666,17.1299991607666,100,86,85.0,,0.85,73.1,-0.4100017547607422,-0.02337524135462199
116,2019-07-09,3,0.08273076923076923,-0.4572978428156932,OIL,17.549999237060547,17.639999389648438,17.549999237060547,17.639999389648438,17.639999389648438,200,88,85.0,,0.85,74.8,0.5100002288818359,0.02977234406700413
117,2019-07-10,41,0.17407692307692307,1.104137610413761,OIL,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,0,87,85.0,,0.85,73.95,0.0,0.0
118,2019-07-17,1,0.07792307692307693,-0.552364118426867,OIL,17.329999923706055,17.329999923706055,17.329999923706055,17.329999923706055,17.329999923706055,100,86,85.0,,0.85,73.1,-0.3099994659423828,-0.017573666477806005
119,2019-07-18,4,0.08513461538461539,0.09254689042448172,OIL,16.860000610351562,17.020000457763672,16.860000610351562,17.020000457763672,17.020000457763672,400,87,85.0,,0.85,73.95,-0.3099994659423828,-0.017888024657076174
120,2019-07-19,1,0.07792307692307693,-0.08470747684662305,OIL,16.989999771118164,17.200000762939453,16.989999771118164,17.200000762939453,17.200000762939453,100,90,85.0,,0.85,76.5,0.18000030517578125,0.010575810830467658
121,2019-07-24,3,0.08273076923076923,0.06169792694965448,OIL,17.389999389648438,17.389999389648438,17.09000015258789,17.09000015258789,17.09000015258789,400,84,85.0,,0.85,71.39999999999999,0.18999862670898438,0.011046431295420156
122,2019-07-31,1,0.07792307692307693,-0.05811250581125049,OIL,17.809999465942383,17.809999465942383,17.68000030517578,17.68000030517578,17.68000030517578,100,85,85.0,,0.85,72.25,0.4200000762939453,0.024151816620761712
123,2019-08-07,1,0.07792307692307693,0.0,OIL,15.649999618530272,15.890000343322754,15.649999618530272,15.890000343322754,15.890000343322754,300,85,81.0,,0.81,68.85000000000001,-1.919999122619629,-0.10780455812428269
124,2019-08-08,0,0.07551923076923077,-0.03084896347482735,OIL,15.760000228881836,15.979999542236328,15.760000228881836,15.979999542236328,15.979999542236328,100,87,81.0,,0.81,70.47,0.08999919891357422,0.005663889047767823
125,2019-08-14,3,0.08273076923076923,0.09549274255156615,OIL,16.639999389648438,16.639999389648438,16.639999389648438,16.639999389648438,16.639999389648438,200,90,81.0,,0.81,72.9,0.6599998474121094,0.04130161866824089
126,2019-08-22,1,0.07792307692307693,-0.05811250581125049,OIL,16.719999313354492,16.760000228881836,16.719999313354492,16.760000228881836,16.760000228881836,100,83,81.0,,0.81,67.23,0.12000083923339844,0.00721158916075737
