,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,DAL_unscaled,DAL_monthly,isPartial,scale,DAL,Stock_Price_Change,Stock_Price_Change_Percent
28,2017-01-06,2,0.0512092050209205,0.042593065848879785,DAL,49.790000915527344,50.29999923706055,49.220001220703125,49.68000030517578,45.89972686767578,6922700,72,30.0,,0.3,21.6,0.15999984741210938,0.0031910620135575662
29,2017-01-09,14,0.07631380753138076,-0.47497049425717486,DAL,49.459999084472656,50.16999816894531,49.41999816894531,49.68999862670898,45.908966064453125,5332900,74,30.0,,0.3,22.2,-0.13000106811523438,-0.0025845143158461648
30,2017-01-10,9,0.06585355648535565,-0.1370689182520971,DAL,49.93000030517578,51.34999847412109,49.86000061035156,50.93000030517578,47.05459976196289,8440500,65,30.0,,0.3,19.5,1.1800003051757741,0.023520038832813395
31,2017-01-11,2,0.0512092050209205,-0.22237753351547118,DAL,51.459999084472656,51.7400016784668,50.650001525878906,51.43999862670898,47.52579879760742,10001600,64,30.0,,0.3,19.2,0.39000320434571023,0.0075949993366069
32,2017-01-12,1,0.04911715481171548,-0.04085301086690085,DAL,51.29999923706055,52.0,49.66999816894531,50.88999938964844,47.01764678955078,14284800,82,30.0,,0.3,24.6,0.2599983215332031,0.005025093024714877
33,2017-01-13,10,0.06794560669456066,0.38333759263991807,DAL,50.790000915527344,51.63999938964844,50.77999877929688,51.22999954223633,47.33177947998047,7380600,72,30.0,,0.3,21.6,-0.3600006103515625,-0.00692308866060698
34,2017-01-30,1,0.04911715481171548,-0.27711065952336955,DAL,48.95000076293945,48.95000076293945,47.540000915527344,47.66999816894531,44.04267120361328,12745600,82,30.0,,0.3,24.6,-2.6899986267089844,-0.052091376036077386
35,2017-02-06,3,0.05330125523012552,0.08518613169775957,DAL,48.18999862670898,48.68000030517578,47.93000030517578,48.2599983215332,44.58777618408203,7169200,78,30.0,,0.3,23.4,-0.2700004577636719,-0.005515841747812389
36,2017-02-07,4,0.05539330543933055,0.03924954863019092,DAL,48.43999862670898,48.93999862670898,48.08000183105469,48.150001525878906,44.486141204833984,7262900,87,30.0,,0.3,26.1,0.259998321533196,0.00534096795199801
37,2017-02-09,2,0.0512092050209205,-0.07553440592189753,DAL,48.09999847412109,49.54999923706055,48.09999847412109,49.33000183105469,45.576358795166016,7274700,84,30.0,,0.3,25.2,0.6100006103515696,0.012464254750073955
38,2017-02-13,1,0.04911715481171548,-0.04085301086690085,DAL,49.369998931884766,50.41999816894531,49.27999877929688,50.060001373291016,46.25081634521485,6565900,74,30.0,,0.3,22.2,0.8699989318847656,0.017558000913833638
39,2017-02-15,1,0.04911715481171548,0.0,DAL,50.95000076293945,51.959999084472656,50.52999877929688,51.16999816894531,47.27634811401367,12705000,80,30.0,,0.3,24.0,1.5400009155273438,0.030543454412020665
40,2017-02-27,21,0.0909581589958159,0.8518613169775959,DAL,50.33000183105469,50.459999084472656,49.83000183105469,50.43999862670898,46.7873649597168,7574200,89,30.0,,0.3,26.7,-1.5,-0.028868360785792357
41,2017-03-07,1,0.04911715481171548,-0.46000276001656004,DAL,48.52000045776367,48.66999816894531,47.56999969482422,47.63999938964844,44.19012451171875,10266200,81,29.0,,0.29,23.49,-1.7900009155273438,-0.03547366127634666
42,2017-03-21,1,0.04911715481171548,0.0,DAL,47.06999969482422,47.18000030517578,45.43000030517578,45.52000045776367,42.22364807128906,10366200,92,29.0,,0.29,26.68,-1.4899978637695312,-0.030614298743085855
43,2017-04-05,1,0.04911715481171548,0.0,DAL,45.43000030517578,46.09999847412109,45.040000915527344,45.08000183105469,41.81550979614258,8313400,88,29.0,,0.29,25.52,-1.0800018310546946,-0.022891094193914552
44,2017-04-10,11,0.07003765690376569,0.367677097802108,DAL,45.06999969482422,45.22999954223633,44.59999847412109,44.970001220703125,41.71348190307617,9945400,85,29.0,,0.29,24.65,-0.8699989318847585,-0.018871994808701498
45,2017-04-11,1,0.04911715481171548,-0.29870362626202285,DAL,45.0,45.31999969482422,44.4900016784668,45.290000915527344,42.01030349731445,10506800,96,29.0,,0.29,27.84,0.09000015258789062,0.0019898331527474777
46,2017-04-12,6,0.05957740585774059,0.21296532924439893,DAL,46.970001220703125,47.16999816894531,45.0,45.04999923706055,41.78767776489258,14332800,100,29.0,,0.29,29.0,1.8499984741210938,0.040820796261664016
47,2017-04-13,1,0.04911715481171548,-0.17557412739658684,DAL,44.88999938964844,45.0,43.810001373291016,44.02999877929688,40.84154891967773,14894000,91,29.0,,0.29,26.39,-2.1699981689453125,-0.046003778952316
48,2017-04-27,2,0.0512092050209205,0.042593065848879785,DAL,45.68000030517578,45.86000061035156,44.86000061035156,45.7400016784668,42.42771911621094,12388000,83,29.0,,0.29,24.07,0.8600006103515625,0.019111124674479063
49,2017-05-03,2,0.0512092050209205,0.0,DAL,47.65999984741211,48.4900016784668,47.540000915527344,48.310001373291016,44.81160354614258,9912400,100,29.0,,0.29,29.0,2.6300010681152344,0.05734847433738555
50,2017-05-09,3,0.05330125523012552,0.04085301086690096,DAL,49.0,49.93999862670898,48.880001068115234,49.560001373291016,45.97109222412109,8759600,100,29.0,,0.29,29.0,1.4499969482421804,0.02990300882761332
51,2017-06-30,20,0.08886610878661087,0.6672423267132428,DAL,54.0,54.27999877929688,53.72999954223633,53.7400016784668,50.05363082885742,5012800,72,28.0,,0.28,20.160000000000004,4.340000152587905,0.08690429058736049
52,2017-07-03,2,0.0512092050209205,-0.14045930191726952,DAL,54.2599983215332,54.709999084472656,53.7400016784668,54.060001373291016,50.3516731262207,3532100,82,30.0,,0.3,24.6,0.43000030517577414,0.007921892314776136
53,2017-07-05,1,0.04911715481171548,-0.04085301086690085,DAL,54.150001525878906,54.61000061035156,53.7400016784668,54.33000183105469,50.603145599365234,5793000,73,30.0,,0.3,21.9,-0.09999847412109375,-0.0018277915517178611
54,2017-07-06,1,0.04911715481171548,0.0,DAL,54.18000030517578,54.84000015258789,53.88999938964844,54.369998931884766,50.640411376953125,6221400,90,30.0,,0.3,27.0,0.22999954223632812,0.004211674412483601
55,2017-07-07,3,0.05330125523012552,0.08518613169775957,DAL,54.54999923706055,55.5,54.27999877929688,55.459999084472656,51.6556396484375,7493300,85,30.0,,0.3,25.5,0.6599998474121094,0.012035008125012903
56,2017-07-10,1,0.04911715481171548,-0.0784990972603814,DAL,55.040000915527344,55.75,54.63999938964844,54.810001373291016,51.05022048950195,7971800,100,30.0,,0.3,30.0,0.25,0.0045045045045044585
57,2017-07-11,53,0.15790376569037656,2.2148394241417493,DAL,54.81999969482422,55.040000915527344,54.18000030517578,54.27999877929688,50.556583404541016,5442100,87,30.0,,0.3,26.1,-0.7099990844726562,-0.012735409586953517
58,2017-07-12,4,0.05539330543933055,-0.6491957921513554,DAL,54.79999923706055,55.59000015258789,54.75,55.47999954223633,51.67426300048828,12101600,95,30.0,,0.3,28.5,0.5499992370605469,0.009992718530376754
59,2017-07-13,3,0.05330125523012552,-0.03776720296094882,DAL,54.54999923706055,55.02999877929688,53.81999969482422,54.5,50.7614860534668,13257400,100,30.0,,0.3,30.0,-0.5600013732910085,-0.010073778948621492
60,2017-07-14,1,0.04911715481171548,-0.0784990972603814,DAL,54.5,55.38999938964844,54.400001525878906,55.130001068115234,51.348270416259766,9228700,75,30.0,,0.3,22.5,0.3600006103515554,0.006541897480233816
61,2017-07-21,1,0.04911715481171548,-0.04085301086690085,DAL,52.54999923706055,52.70000076293945,52.06999969482422,52.2599983215332,48.67514419555664,6847600,79,30.0,,0.3,23.7,-2.6899986267089844,-0.04856469861618562
62,2017-07-27,1,0.04911715481171548,0.0,DAL,50.400001525878906,50.97999954223633,49.52999877929688,50.08000183105469,46.64468383789063,12402000,84,30.0,,0.3,25.2,-1.720001220703125,-0.03263759384824705
63,2017-08-01,2,0.0512092050209205,0.042593065848879785,DAL,49.77999877929688,50.20000076293945,49.2599983215332,50.06999969482422,46.635372161865234,7849800,72,29.0,False,0.29,20.88,-0.779998779296875,-0.015300093885851407
64,2017-08-02,1,0.04911715481171548,-0.04085301086690085,DAL,50.0099983215332,50.29999923706055,49.47999954223633,50.0099983215332,46.57948684692383,5215100,70,29.0,,0.29,20.3,0.09999847412109375,0.0019920014462413427
65,2017-08-03,2,0.0512092050209205,0.042593065848879785,DAL,50.119998931884766,50.7400016784668,49.93000030517578,50.56999969482422,47.101070404052734,5250300,84,29.0,,0.29,24.36,0.44000244140625,0.00874756358012152
66,2017-08-23,3,0.05330125523012552,-0.03776720296094882,DAL,46.959999084472656,47.0,45.790000915527344,46.18000030517578,43.28999710083008,10997800,100,29.0,,0.29,29.0,-3.740001678466797,-0.07370913588388761
67,2017-08-24,2,0.0512092050209205,-0.0392495486301907,DAL,46.47999954223633,46.5,45.0,45.209999084472656,42.38070297241211,13780200,81,29.0,,0.29,23.49,-0.5,-0.010638297872340385
68,2017-09-06,4,0.05539330543933055,0.08170602173380193,DAL,45.220001220703125,47.45000076293945,44.59000015258789,47.38999938964844,44.42428588867188,18675300,97,30.0,,0.3,29.1,0.9500007629394531,0.020430123934181754
69,2017-09-07,1,0.04911715481171548,-0.11330160888284613,DAL,47.29999923706055,47.79999923706055,46.970001220703125,47.119998931884766,44.17117691040039,7329100,89,30.0,,0.3,26.7,0.34999847412109375,0.007376153182161005
70,2017-10-03,1,0.04911715481171548,0.0,DAL,48.150001525878906,51.369998931884766,48.150001525878906,51.25,48.04271697998047,16065400,99,31.0,,0.31,30.69,3.5699996948242188,0.07468618727626053
71,2017-10-09,6,0.05957740585774059,0.21296532924439893,DAL,52.06999969482422,52.43000030517578,51.43999862670898,51.7400016784668,48.502052307128906,4624800,83,31.0,,0.31,25.73,1.0600013732910156,0.02063463880341021
72,2017-10-10,2,0.0512092050209205,-0.14045930191726952,DAL,52.72999954223633,53.709999084472656,52.470001220703125,52.70000076293945,49.401973724365234,11332100,72,31.0,,0.31,22.32,1.279998779296875,0.024413480294611434
73,2017-10-11,1,0.04911715481171548,-0.04085301086690085,DAL,53.380001068115234,53.970001220703125,52.5,53.06999969482422,49.74882507324219,11817800,100,31.0,,0.31,31.0,0.26000213623046875,0.004840851622833764
74,2017-10-19,1,0.04911715481171548,-0.11330160888284613,DAL,52.56999969482422,52.79999923706055,51.369998931884766,52.27000045776367,48.99888229370117,9567800,99,31.0,,0.31,30.69,-1.1700019836425781,-0.02167874665887093
75,2017-11-08,10,0.06794560669456066,0.1404593019172693,DAL,49.75,50.400001525878906,49.459999084472656,50.060001373291016,46.92719268798828,3511700,82,28.0,,0.28,22.96,-2.3999977111816406,-0.04545450276251273
76,2017-11-30,1,0.04911715481171548,-0.27711065952336955,DAL,52.5,53.5,52.27000045776367,52.91999816894531,49.91682815551758,9432600,83,28.0,,0.28,23.24,3.0999984741210938,0.06150790437038656
77,2017-12-18,1,0.04911715481171548,0.0,DAL,56.52000045776367,56.77000045776367,55.88999938964844,56.06999969482422,52.8880729675293,8709800,100,28.0,,0.28,28.000000000000004,3.270000457763672,0.06112150388343318
78,2018-01-05,1,0.04911715481171548,0.0,DAL,55.720001220703125,56.04999923706055,55.400001525878906,55.970001220703125,52.79375076293945,5191300,83,32.0,,0.32,26.56,-0.720001220703125,-0.012682776376561788
79,2018-01-08,3,0.05330125523012552,0.04085301086690096,DAL,55.91999816894531,56.02999877929688,54.5,54.68000030517578,51.57695770263672,9654700,77,32.0,,0.32,24.64,-0.02000045776366477,-0.0003568324359661812
80,2018-01-10,2,0.0512092050209205,-0.0392495486301907,DAL,54.7400016784668,55.95000076293945,54.720001220703125,55.86000061035156,52.68999481201172,12318300,85,32.0,,0.32,27.2,-0.07999801635742898,-0.001427771160098401
81,2018-01-11,2,0.0512092050209205,0.0,DAL,57.09999847412109,59.20000076293945,56.2599983215332,58.52000045776367,55.19903945922852,25935300,100,32.0,,0.32,32.0,3.25,0.058087577402729185
82,2018-01-12,1,0.04911715481171548,-0.04085301086690085,DAL,59.11000061035156,60.5,58.90999984741211,59.83000183105469,56.43470001220703,12268400,87,32.0,,0.32,27.84,1.2999992370605469,0.02195944628896651
83,2018-01-23,39,0.12861506276150628,1.6185365022574323,DAL,60.09999847412109,60.27999877929688,59.40999984741211,59.93000030517578,56.52902221679688,7427100,87,32.0,,0.32,27.84,-0.2200012207031179,-0.0036363838132746906
84,2018-01-24,12,0.07212970711297072,-0.4391814958196427,DAL,56.43999862670898,57.13999938964844,55.560001373291016,56.79999923706055,53.57664489746094,21197900,86,32.0,,0.32,27.52,-3.1399993896484446,-0.05209023645048372
85,2018-01-25,1,0.04911715481171548,-0.3190440280758745,DAL,57.0,57.13999938964844,54.4900016784668,54.810001373291016,51.69958114624024,18385800,84,32.0,,0.32,26.88,0.0,0.0
86,2018-01-26,2,0.0512092050209205,0.042593065848879785,DAL,55.310001373291016,55.900001525878906,54.83000183105469,55.2599983215332,52.12404251098633,9431500,69,32.0,,0.32,22.08,-1.2399978637695312,-0.021701047900154036
87,2018-02-12,2,0.0512092050209205,0.0,DAL,51.220001220703125,52.4900016784668,50.720001220703125,52.04999923706055,49.0962028503418,10610200,100,31.0,,0.31,31.0,-3.4099998474121094,-0.061001784513967316
88,2018-02-13,1,0.04911715481171548,-0.04085301086690085,DAL,51.86000061035156,52.290000915527344,51.36000061035156,52.16999816894531,49.20939254760742,8220600,78,31.0,,0.31,24.18,-0.20000076293945312,-0.0038102639844551645
89,2018-02-26,2,0.0512092050209205,0.0,DAL,54.61000061035156,54.79999923706055,53.75,54.68999862670898,51.88407516479492,7397700,76,31.0,,0.31,23.56,2.509998321533203,0.04800149698960632
90,2018-03-05,2,0.0512092050209205,0.0,DAL,52.90999984741211,54.09000015258789,52.58000183105469,53.790000915527344,51.03024673461914,5964000,100,29.0,,0.29,29.0,-0.7099990844726562,-0.012956187853238044
91,2018-03-15,1,0.04911715481171548,-0.04085301086690085,DAL,56.470001220703125,56.54999923706055,55.810001373291016,56.34000015258789,53.44941711425781,4266300,87,29.0,,0.29,25.23,2.4599990844726562,0.04547973890798662
92,2018-03-16,8,0.06376150627615063,0.2981514609421585,DAL,56.459999084472656,57.310001373291016,56.43000030517578,56.68999862670898,53.78145217895508,6546600,64,29.0,,0.29,18.56,0.7600021362304688,0.013439472086365534
93,2018-04-09,2,0.0512092050209205,0.0,DAL,53.36000061035156,53.70000076293945,52.47999954223633,52.560001373291016,49.86335754394531,6179300,84,29.0,,0.29,24.36,-3.6100006103515625,-0.0629907611908378
94,2018-04-10,2,0.0512092050209205,0.0,DAL,53.34999847412109,53.380001068115234,51.43000030517578,52.36000061035156,49.673614501953125,12220000,95,29.0,,0.29,27.55,-0.31999969482421875,-0.005959025889717751
95,2018-04-11,1,0.04911715481171548,-0.04085301086690085,DAL,52.0,52.540000915527344,51.36000061035156,51.470001220703125,48.82927703857422,7799600,80,29.0,,0.29,23.2,-0.8400001525878906,-0.015736233341696937
96,2018-04-12,2,0.0512092050209205,0.042593065848879785,DAL,52.59999847412109,53.63999938964844,51.95000076293945,52.97999954223633,50.26180267333984,12713600,96,29.0,,0.29,27.84,1.0999984741210938,0.020936399980077125
97,2018-04-16,4,0.05539330543933055,0.08170602173380193,DAL,53.27000045776367,54.83000183105469,53.27000045776367,54.29999923706055,51.51407241821289,9490400,72,29.0,,0.29,20.88,1.19000244140625,0.02218498238156008
98,2018-05-25,4,0.05539330543933055,0.12777919754663936,DAL,54.650001525878906,56.119998931884766,54.619998931884766,55.869998931884766,53.31856155395508,7597300,77,27.0,,0.27,20.790000000000003,1.2899971008300781,0.023527212433894995
99,2018-06-21,4,0.05539330543933055,-0.3292973301585693,DAL,53.79999923706055,54.310001373291016,53.400001525878906,53.72999954223633,51.27629089355469,4806800,69,27.0,,0.27,18.630000000000003,-1.80999755859375,-0.032252273575247625
100,2018-06-27,2,0.0512092050209205,-0.07553440592189753,DAL,51.02999877929688,51.18000030517578,49.70000076293945,49.88999938964844,47.61165237426758,9035800,75,27.0,,0.27,20.25,-3.1300010681152344,-0.05763213015963076
101,2018-06-29,1,0.04911715481171548,-0.04085301086690085,DAL,49.810001373291016,50.31999969482422,49.5099983215332,49.540000915527344,47.27764129638672,6703900,77,27.0,,0.27,20.790000000000003,-0.8600006103515625,-0.016803450668690045
102,2018-07-02,4,0.05539330543933055,0.12777919754663936,DAL,49.25,50.16999816894531,48.90999984741211,49.91999816894531,47.64027786254883,8300000,71,28.0,,0.28,19.880000000000003,-0.15000152587890625,-0.0029809524401553933
103,2018-07-05,2,0.0512092050209205,-0.07553440592189753,DAL,49.09999847412109,49.27999877929688,48.52000045776367,49.2599983215332,47.01042175292969,6335900,69,28.0,,0.28,19.32,-0.8899993896484304,-0.01773967355253625
104,2018-07-09,4,0.05539330543933055,0.08170602173380193,DAL,49.58000183105469,50.77999877929688,49.29999923706055,50.5099983215332,48.20333862304688,7895600,78,28.0,,0.28,21.840000000000003,1.5,0.03043831244229178
105,2018-07-10,4,0.05539330543933055,0.0,DAL,50.59999847412109,50.65999984741211,49.61000061035156,50.59999847412109,48.28923416137695,7366600,75,28.0,,0.28,21.000000000000004,-0.11999893188477273,-0.0023631141151916335
106,2018-07-11,2,0.0512092050209205,-0.07553440592189753,DAL,50.13999938964844,50.13999938964844,48.810001373291016,49.84000015258789,47.56393814086914,10426500,78,28.0,,0.28,21.840000000000003,-0.5200004577636719,-0.010264517554873898
107,2018-07-12,3,0.05330125523012552,0.04085301086690096,DAL,50.900001525878906,51.27999877929688,49.119998931884766,50.72999954223633,48.41329193115234,12625600,100,28.0,,0.28,28.000000000000004,1.1399993896484446,0.022736326356713077
108,2018-07-13,1,0.04911715481171548,-0.0784990972603814,DAL,50.5,50.9900016784668,50.33000183105469,50.77000045776367,48.45146942138672,6835900,79,28.0,,0.28,22.12,-0.28999710083008523,-0.005655169807592952
109,2018-07-16,3,0.05330125523012552,0.08518613169775957,DAL,50.900001525878906,50.90999984741211,50.09000015258789,50.66999816894531,48.35602951049805,8603200,73,28.0,,0.28,20.44,-0.0800018310546875,-0.0015689709437384236
110,2018-07-19,2,0.0512092050209205,-0.0392495486301907,DAL,52.86000061035156,53.2400016784668,52.43000030517578,53.0,50.579627990722656,6391400,83,28.0,,0.28,23.24,2.3300018310546875,0.04576707597796492
111,2018-08-15,1,0.04911715481171548,-0.17557412739658684,DAL,54.79999923706055,55.54999923706055,54.36000061035156,55.22999954223633,53.06718444824219,4896500,80,29.0,,0.29,23.2,2.30999755859375,0.04338838252756938
112,2018-08-22,6,0.05957740585774059,0.21296532924439893,DAL,57.5,57.5,56.77999877929688,56.90999984741211,54.681400299072266,4246100,77,29.0,,0.29,22.33,1.9500007629394531,0.03510352456744048
113,2018-08-24,5,0.05748535564853557,-0.035114825479317324,DAL,56.77999877929688,57.380001068115234,56.54999923706055,57.18000030517578,54.94082260131836,3149600,78,29.0,,0.29,22.62,-0.11999893188476562,-0.0020869379458220427
114,2018-08-27,21,0.0909581589958159,0.582284009025402,DAL,57.470001220703125,57.93000030517578,57.27000045776367,57.75,55.488502502441406,4278900,99,29.0,,0.29,28.71,0.5499992370605469,0.00958520785678707
115,2018-08-29,3,0.05330125523012552,-0.41400248401490414,DAL,58.79999923706055,58.869998931884766,58.40999984741211,58.52000045776367,56.22834777832031,4543300,87,29.0,,0.29,25.23,0.9399986267089844,0.01622645644324283
116,2018-08-30,1,0.04911715481171548,-0.0784990972603814,DAL,58.33000183105469,58.68999862670898,58.18000030517578,58.43999862670898,56.15147399902344,3020300,90,29.0,,0.29,26.1,-0.18000030517578836,-0.003057589747607392
117,2018-08-31,1,0.04911715481171548,0.0,DAL,58.43999862670898,58.77999877929688,58.34000015258789,58.47999954223633,56.18991470336914,6076700,73,29.0,,0.29,21.17,0.09000015258790484,0.0015334836376523775
118,2018-09-06,1,0.04911715481171548,0.0,DAL,57.209999084472656,57.52000045776367,56.18000030517578,56.43999862670898,54.22980117797852,7618100,78,29.0,,0.29,22.62,-1.2599983215332102,-0.021435834428377043
119,2018-09-11,0,0.04702510460251046,-0.042593065848879785,DAL,57.33000183105469,58.459999084472656,57.15999984741211,58.27000045776367,55.98814010620117,4717500,75,29.0,,0.29,21.75,0.9399986267089844,0.016342117858625826
120,2018-09-12,4,0.05539330543933055,0.17795177506895632,DAL,58.34000015258789,58.380001068115234,57.15999984741211,57.38999938964844,55.1426010131836,5116100,80,29.0,,0.29,23.2,-0.07999801635742188,-0.0013684231544688341
121,2018-09-17,65,0.18300836820083682,2.725956214328307,DAL,57.790000915527344,58.36000061035156,57.790000915527344,57.959999084472656,55.690277099609375,3944600,100,29.0,,0.29,29.0,-0.020000457763671875,-0.0003425909112323433
122,2018-09-24,1,0.04911715481171548,-0.7316125197192437,DAL,59.15999984741211,59.15999984741211,57.130001068115234,57.40999984741211,55.16181564331055,6640000,87,29.0,,0.29,25.23,0.7999992370605469,0.013708005974877313
123,2018-09-27,2,0.0512092050209205,0.042593065848879785,DAL,57.81999969482422,58.58000183105469,57.81999969482422,58.0,55.72871398925781,3897600,87,29.0,,0.29,25.23,-0.5799980163574219,-0.009803888063782518
124,2018-10-05,4,0.05539330543933055,0.08170602173380193,DAL,53.7400016784668,53.86000061035156,52.540000915527344,52.70000076293945,50.636260986328125,5621700,71,30.0,,0.3,21.3,-4.720001220703125,-0.08057359291854682
125,2018-10-09,2,0.0512092050209205,-0.07553440592189753,DAL,52.52999877929688,52.93000030517578,50.7599983215332,50.86000061035156,48.86831665039063,8284700,68,30.0,,0.3,20.4,-0.9300003051757812,-0.017266993959094812
