,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,JNUG_unscaled,JNUG_monthly,isPartial,scale,JNUG,Stock_Price_Change,Stock_Price_Change_Percent
20,2016-06-10,10,0.035141958670260556,0.2988742403613056,JNUG,3628.0,3748.39990234375,3300.0,3358.199951171875,3301.571533203125,71250,38,18.0,,0.18,6.84,161.7998046875,0.04511230699882929
21,2016-06-13,4,0.029751123090745735,0.03114003674524346,JNUG,3640.0,3652.800048828125,3210.0,3403.0,3345.6162109375,45010,27,18.0,,0.18,4.859999999999999,-95.599853515625,-0.025504176717070504
22,2016-06-14,2,0.027954177897574126,-0.060399238969588986,JNUG,3393.39990234375,3421.800048828125,3040.0,3199.60009765625,3145.646240234375,44895,38,18.0,,0.18,6.84,-231.0,-0.06323915815597636
23,2016-06-15,7,0.032446540880503145,0.16070452865361728,JNUG,3178.800048828125,3708.0,3128.0,3619.39990234375,3558.366943359375,56365,47,18.0,,0.18,8.459999999999999,286.199951171875,0.08364017391077283
24,2016-06-16,12,0.03693890386343217,0.13845429623681227,JNUG,3946.199951171875,3952.0,3165.39990234375,3281.39990234375,3226.06640625,61315,96,18.0,,0.18,17.28,244.0,0.06580366774541524
25,2016-06-17,1,0.02705570530098832,-0.2675552744873885,JNUG,3456.199951171875,3515.0,3200.0,3427.0,3369.21142578125,45975,40,18.0,,0.18,7.199999999999999,-437.0,-0.11057692307692313
26,2016-06-20,1,0.02705570530098832,0.0,JNUG,3130.0,3596.60009765625,3082.0,3522.800048828125,3463.395751953125,50960,34,18.0,,0.18,6.12,81.60009765625,0.023214821523826368
27,2016-06-21,1,0.02705570530098832,0.0,JNUG,3287.60009765625,3380.0,3169.60009765625,3200.60009765625,3146.62939453125,42860,39,18.0,,0.18,7.02,-216.60009765625,-0.06022356997582212
28,2016-06-23,1,0.02705570530098832,0.0,JNUG,3222.800048828125,3424.39990234375,3193.0,3269.60009765625,3214.465576171875,28970,36,18.0,,0.18,6.48,44.39990234375,0.013136065782174633
29,2016-06-24,2,0.027954177897574126,0.03320824892903396,JNUG,4193.60009765625,4244.7998046875,3633.800048828125,3746.0,3682.832275390625,68675,100,18.0,,0.18,18.0,820.39990234375,0.2395747943405344
30,2016-06-27,18,0.04232973944294699,0.46710055117865035,JNUG,3768.0,3959.800048828125,3500.0,3769.199951171875,3705.640869140625,40725,54,18.0,,0.18,9.72,-284.999755859375,-0.06714091805805589
31,2016-06-28,1,0.02705570530098832,-0.3608345891792074,JNUG,3440.0,3675.39990234375,3440.0,3551.800048828125,3491.906982421875,38545,32,18.0,,0.18,5.76,-284.400146484375,-0.07182184528952196
32,2016-06-29,8,0.03334501347708895,0.23245774250323792,JNUG,3737.800048828125,3993.60009765625,3708.60009765625,3836.60009765625,3771.904541015625,45775,58,18.0,,0.18,10.44,318.2001953125,0.08657566625868074
33,2016-06-30,1,0.02705570530098832,-0.18861315442028403,JNUG,3895.199951171875,4000.0,3748.39990234375,3982.0,3914.8525390625,31075,28,18.0,,0.18,5.04,6.39990234375,0.001602539610189302
34,2016-07-01,1,0.02705570530098832,0.0,JNUG,4281.60009765625,4819.7998046875,4276.7998046875,4760.7998046875,4680.51904296875,37615,31,23.0,False,0.23,7.13,819.7998046875,0.2049499511718751
35,2016-07-05,3,0.02885265049415993,0.03214090573072337,JNUG,4900.0,5278.0,4700.0,5185.0,5097.56640625,37095,61,23.0,,0.23,14.03,458.2001953125,0.09506622969420375
36,2016-07-06,2,0.027954177897574126,-0.03114003674524335,JNUG,5457.39990234375,5913.2001953125,5402.0,5877.39990234375,5778.29052734375,50625,70,23.0,,0.23,16.1,635.2001953125,0.12034865390536198
37,2016-07-07,10,0.035141958670260556,0.25712724584578783,JNUG,5588.39990234375,5600.0,5140.0,5272.39990234375,5183.49267578125,32560,52,23.0,,0.23,11.96,-313.2001953125,-0.052966276291605885
38,2016-07-08,12,0.03693890386343217,0.051133894101705435,JNUG,5309.60009765625,6034.0,5167.60009765625,6018.2001953125,5916.71630859375,40990,88,23.0,,0.23,20.24,434.0,0.0774999999999999
39,2016-07-11,6,0.03154806828391734,0.16604124464516978,JNUG,5768.2001953125,6300.7998046875,5700.2001953125,6120.39990234375,6017.19287109375,37205,66,23.0,,0.23,15.18,266.7998046875,0.04421607634860791
40,2016-07-12,2,0.027954177897574126,-0.11391792213710017,JNUG,5960.2001953125,6158.0,5309.2001953125,5360.60009765625,5270.20556640625,43390,42,23.0,,0.23,9.66,-142.7998046875,-0.022663758429725678
41,2016-07-13,2,0.027954177897574126,0.0,JNUG,5677.60009765625,6254.39990234375,5560.0,6077.0,5974.52490234375,38555,60,23.0,,0.23,13.8,96.39990234375,0.015654417399114884
42,2016-07-14,1,0.02705570530098832,-0.03214090573072359,JNUG,5474.7998046875,6045.60009765625,5430.2001953125,6030.7998046875,5929.10400390625,33805,100,23.0,,0.23,23.0,-208.7998046875,-0.033384466607140895
43,2016-07-15,1,0.02705570530098832,0.0,JNUG,5683.0,6008.7998046875,5640.0,5705.60009765625,5609.38818359375,26475,60,23.0,,0.23,13.8,-36.80029296875,-0.006087119950758391
44,2016-07-18,2,0.027954177897574126,0.03320824892903396,JNUG,5676.60009765625,5792.2001953125,5440.0,5695.0,5598.966796875,32735,45,23.0,,0.23,10.35,-216.599609375,-0.03604706703758531
45,2016-07-19,1,0.02705570530098832,-0.03214090573072359,JNUG,5600.0,5659.7998046875,5300.0,5321.2001953125,5231.470703125,23945,56,23.0,,0.23,12.88,-132.400390625,-0.022858393384287523
46,2016-07-20,4,0.029751123090745735,0.09962474678710209,JNUG,4867.2001953125,4867.2001953125,4007.39990234375,4117.2001953125,4047.773193359375,53165,60,23.0,,0.23,13.8,-792.599609375,-0.14004021992413251
47,2016-07-21,10,0.035141958670260556,0.18119771690876685,JNUG,4248.0,4785.0,4173.7998046875,4725.60009765625,4645.91357421875,41885,98,23.0,,0.23,22.540000000000003,-82.2001953125,-0.016888599608387844
48,2016-07-22,1,0.02705570530098832,-0.2301025234576739,JNUG,4520.2001953125,4690.39990234375,4420.60009765625,4578.39990234375,4501.19580078125,26165,54,23.0,,0.23,12.42,-94.60009765625,-0.01977013535135841
49,2016-07-25,1,0.02705570530098832,0.0,JNUG,4358.39990234375,4358.39990234375,3887.39990234375,3956.0,3889.291259765625,41800,39,23.0,,0.23,8.97,-332.0,-0.07078287713465592
50,2016-07-26,1,0.02705570530098832,0.0,JNUG,4238.7998046875,4543.60009765625,4120.39990234375,4382.39990234375,4308.5009765625,34450,67,23.0,,0.23,15.41,185.2001953125,0.042492703621094474
51,2016-07-27,15,0.03963432165318958,0.4649154850064756,JNUG,4604.0,5242.2001953125,4200.0,5102.60009765625,5016.55615234375,64525,67,23.0,,0.23,15.41,698.60009765625,0.15375475011909878
52,2016-07-28,3,0.02885265049415993,-0.27202865368485485,JNUG,5277.7998046875,5354.39990234375,4871.39990234375,5198.39990234375,5110.74072265625,42745,55,23.0,,0.23,12.65,112.19970703125,0.02140317096847566
53,2016-07-29,1,0.02705570530098832,-0.0622800734904867,JNUG,5600.0,5990.60009765625,5441.2001953125,5833.2001953125,5734.83642578125,60420,66,23.0,,0.23,15.18,636.2001953125,0.1188182068795458
54,2016-08-01,10,0.035141958670260556,0.25712724584578783,JNUG,5835.0,6177.2001953125,5662.2001953125,6131.60009765625,6028.205078125,38815,46,26.0,False,0.26,11.96,186.60009765625,0.031148815580137823
55,2016-08-02,12,0.03693890386343217,0.051133894101705435,JNUG,6374.2001953125,6466.39990234375,6038.60009765625,6100.0,5997.1376953125,39475,66,26.0,,0.26,17.16,289.19970703125,0.046817279331614614
56,2016-08-03,3,0.02885265049415993,-0.2189088609442269,JNUG,5910.0,6041.39990234375,5686.60009765625,5966.7998046875,5866.18310546875,31830,54,26.0,,0.26,14.04,-425.0,-0.06572436075998922
57,2016-08-04,3,0.02885265049415993,0.0,JNUG,6132.2001953125,6385.7998046875,6080.39990234375,6210.60009765625,6105.87255859375,32965,42,26.0,,0.26,10.92,344.39990234375,0.057006638843778656
58,2016-08-05,42,0.06389308176100629,1.214461433064491,JNUG,5618.60009765625,5750.60009765625,5400.2001953125,5567.39990234375,5473.51806640625,41490,73,26.0,,0.26,18.98,-635.19970703125,-0.09947065778118835
59,2016-08-08,8,0.03334501347708895,0.23245774250323792,JNUG,5580.0,6052.2001953125,5530.39990234375,5850.60009765625,5751.94287109375,33590,44,26.0,,0.26,11.44,301.60009765625,0.052446717305063784
60,2016-08-09,5,0.030649595687331537,-0.08083420903726457,JNUG,5893.60009765625,6180.0,5820.0,6014.60009765625,5913.1767578125,29385,53,26.0,,0.26,13.78,127.7998046875,0.021116255339088452
61,2016-08-10,1,0.02705570530098832,-0.11725735057016384,JNUG,6531.2001953125,6597.60009765625,6100.0,6319.39990234375,6212.83740234375,36975,54,26.0,,0.26,14.04,417.60009765625,0.0675728313359627
62,2016-08-11,3,0.02885265049415993,0.06641649785806791,JNUG,6298.0,6657.60009765625,6120.0,6124.2001953125,6020.9296875,36200,47,26.0,,0.26,12.22,60.0,0.009094215943963313
63,2016-08-12,8,0.03334501347708895,0.15570018372621686,JNUG,6592.2001953125,6592.2001953125,6007.0,6141.39990234375,6037.83935546875,36330,40,26.0,,0.26,10.4,-65.39990234375,-0.009823344956807145
64,2016-08-16,11,0.03604043126684636,0.08083420903726446,JNUG,6226.39990234375,6340.0,6100.0,6198.60009765625,6094.07470703125,27395,40,26.0,,0.26,10.4,-252.2001953125,-0.03825736291986881
65,2016-08-17,2,0.027954177897574126,-0.2243661655822301,JNUG,6040.2001953125,6240.0,5583.60009765625,5990.7998046875,5889.779296875,51980,58,26.0,,0.26,15.08,-100.0,-0.01577287066246058
66,2016-08-18,12,0.03693890386343217,0.321409057307235,JNUG,6202.0,6343.39990234375,6020.0,6336.2001953125,6229.35498046875,32120,40,26.0,,0.26,10.4,103.39990234375,0.016570497170472764
67,2016-08-19,3,0.02885265049415993,-0.2189088609442269,JNUG,5940.0,6054.60009765625,5713.60009765625,5747.39990234375,5650.48291015625,38475,67,26.0,,0.26,17.42,-288.7998046875,-0.04552760493324637
68,2016-08-22,7,0.032446540880503145,0.19924949357420374,JNUG,5470.0,5540.0,5260.0,5360.0,5269.61572265625,32165,48,26.0,,0.26,12.48,-514.60009765625,-0.08499324304762146
69,2016-08-23,1,0.02705570530098832,-0.16614515548417463,JNUG,5599.7998046875,5610.0,4985.7998046875,5008.39990234375,4923.94482421875,34805,52,26.0,,0.26,13.52,70.0,0.012635379061371799
70,2016-08-24,6,0.03154806828391734,0.16604124464516978,JNUG,4754.39990234375,4762.0,3790.0,3817.800048828125,3753.421630859375,77455,67,26.0,,0.26,17.42,-848.0,-0.1511586452762923
71,2016-08-25,4,0.029751123090745735,-0.05695896106855003,JNUG,3860.0,4434.0,3654.0,4198.0,4127.2099609375,67840,100,26.0,,0.26,26.0,-328.0,-0.0688786224275515
72,2016-08-26,2,0.027954177897574126,-0.060399238969588986,JNUG,4460.0,4798.0,3916.0,4092.0,4022.997314453125,91689,83,26.0,,0.26,21.58,364.0,0.08209291835814159
73,2016-08-29,8,0.03334501347708895,0.19284543438434087,JNUG,3894.0,4266.0,3850.0,4120.0,4050.525390625,34801,68,26.0,,0.26,17.68,-532.0,-0.11087953313880783
74,2016-08-30,5,0.030649595687331537,-0.08083420903726457,JNUG,3956.0,4076.0,3310.0,3456.0,3397.72216796875,66105,66,26.0,,0.26,17.16,-190.0,-0.044538209095171144
75,2016-08-31,4,0.029751123090745735,-0.029314337642540877,JNUG,3300.0,3378.0,3080.0,3194.0,3140.140380859375,62588,68,26.0,,0.26,17.68,-698.0,-0.17124631992149164
76,2016-09-01,8,0.03334501347708895,0.12079847793917797,JNUG,3114.0,3680.0,3040.0,3634.0,3572.720703125,89415,77,37.0,False,0.37,28.49,302.0,0.08940201302545892
77,2016-09-02,13,0.03783737646001797,0.13472368172877403,JNUG,4100.0,4284.0,3810.0,4274.0,4201.9287109375,96662,86,37.0,,0.37,31.82,604.0,0.1641304347826087
78,2016-09-06,12,0.03693890386343217,0.2052003634977868,JNUG,4618.0,5128.0,4470.0,5128.0,5041.52734375,79526,82,37.0,,0.37,30.34,844.0,0.19701213818860874
79,2016-09-07,5,0.030649595687331537,-0.17026244740106544,JNUG,5004.0,5036.0,4390.0,4946.0,4862.59716796875,74791,58,37.0,,0.37,21.46,-92.0,-0.017940717628705194
80,2016-09-08,4,0.029751123090745735,-0.029314337642540877,JNUG,4822.0,4976.0,4504.0,4666.0,4587.31884765625,64009,59,37.0,,0.37,21.83,-60.0,-0.011914217633042123
81,2016-09-09,5,0.030649595687331537,0.030199619484794438,JNUG,4400.0,4500.0,3590.0,3686.0,3623.843994140625,110562,43,37.0,,0.37,15.91,-476.0,-0.09565916398713825
82,2016-09-12,19,0.043228212039532796,0.26237766641303506,JNUG,3436.0,4294.0,3390.0,4180.0,4109.513671875,126459,66,37.0,,0.37,24.42,-206.0,-0.045777777777777806
83,2016-09-13,9,0.03424348607367475,-0.20784403383700878,JNUG,3950.0,4102.0,3442.0,3644.0,3582.552001953125,93319,66,37.0,,0.37,24.42,-192.0,-0.0447135537959944
84,2016-09-14,8,0.03334501347708895,-0.026237766641303395,JNUG,3810.0,4048.0,3646.0,3686.0,3623.843994140625,92978,62,37.0,,0.37,22.94,-54.0,-0.013164310092637743
85,2016-09-15,5,0.030649595687331537,-0.08083420903726457,JNUG,3630.0,3964.0,3466.0,3720.0,3657.2705078125,86161,71,37.0,,0.37,26.27,-84.0,-0.02075098814229248
86,2016-09-16,4,0.029751123090745735,-0.029314337642540877,JNUG,3540.0,3800.0,3400.0,3470.0,3411.486328125,77517,54,37.0,,0.37,19.98,-164.0,-0.04137235116044402
87,2016-09-19,2,0.027954177897574126,0.03320824892903396,JNUG,3716.0,3752.0,3530.0,3598.0,3537.32763671875,65819,76,37.0,,0.37,28.12,-48.0,-0.012631578947368438
88,2016-09-20,6,0.03154806828391734,0.12856362292289392,JNUG,3560.0,3694.0,3480.0,3612.0,3551.091552734375,54089,84,37.0,,0.37,31.08,-58.0,-0.015458422174840059
89,2016-09-21,20,0.0441266846361186,0.398712727479851,JNUG,3854.0,4500.0,3788.0,4436.0,4361.197265625,135541,85,37.0,,0.37,31.45,806.0,0.21819166215484564
90,2016-09-22,7,0.032446540880503145,-0.2646957017490278,JNUG,4636.0,4744.0,4116.0,4218.0,4146.87255859375,97661,69,37.0,,0.37,25.53,244.0,0.05422222222222217
91,2016-09-23,13,0.03783737646001797,0.16614515548417463,JNUG,4150.0,4240.0,3650.0,3778.0,3714.292236328125,71576,61,37.0,,0.37,22.57,-504.0,-0.10623946037099496
92,2016-09-26,2,0.027954177897574126,-0.060399238969588986,JNUG,3888.0,3998.0,3600.0,3640.0,3578.61962890625,54797,51,37.0,,0.37,18.87,-242.0,-0.05707547169811322
93,2016-09-27,9,0.03424348607367475,0.22498634011506424,JNUG,3498.0,3564.0,3240.0,3398.0,3340.700439453125,72772,83,37.0,,0.37,30.71,-434.0,-0.10855427713856924
94,2016-09-28,7,0.032446540880503145,-0.0524755332826069,JNUG,3406.0,3824.0,3150.0,3692.0,3629.742919921875,113866,100,37.0,,0.37,37.0,260.0,0.07295173961840629
95,2016-09-29,5,0.030649595687331537,-0.05538171849472484,JNUG,3548.0,3710.0,3444.0,3600.0,3539.2939453125,73162,70,37.0,,0.37,25.9,-114.0,-0.029811715481171563
96,2016-09-30,5,0.030649595687331537,0.0,JNUG,3820.0,3856.0,3420.0,3486.0,3427.21630859375,76041,40,37.0,,0.37,14.8,146.0,0.03935309973045831
97,2016-10-03,2,0.027954177897574126,-0.16166841807452914,JNUG,3436.0,3534.0,3148.0,3304.0,3248.285400390625,84747,51,34.0,,0.34,17.34,-322.0,-0.08350622406639008
98,2016-10-04,13,0.03783737646001797,0.35354996303795816,JNUG,2970.0,2970.0,2242.0,2276.0,2237.620361328125,180985,100,34.0,,0.34,34.0,-564.0,-0.15959252971137516
99,2016-10-05,22,0.045923629829290206,0.21371073065324264,JNUG,2370.0,2414.0,2004.0,2270.0,2231.721435546875,158825,97,34.0,,0.34,32.980000000000004,-556.0,-0.18720538720538715
100,2016-10-06,12,0.03693890386343217,-0.1956449435564337,JNUG,2010.0,2126.0,1900.0,1986.0,1952.5106201171875,144912,69,34.0,,0.34,23.46,-288.0,-0.11930405965202984
101,2016-10-07,8,0.03334501347708895,-0.09729282708632303,JNUG,2228.0,2296.0,1924.0,2082.0,2046.891845703125,199096,94,34.0,,0.34,31.96,170.0,0.07996237064910638
102,2016-10-10,9,0.03424348607367475,-0.41466373842397075,JNUG,2164.0,2218.0,2090.0,2166.0,2129.475341796875,78865,67,34.0,,0.34,22.78,-78.0,-0.03397212543554007
103,2016-10-11,10,0.035141958670260556,0.026237766641303617,JNUG,2076.0,2132.0,1944.0,1956.0,1923.0164794921875,108628,68,34.0,,0.34,23.12,-86.0,-0.03877366997294862
104,2016-10-12,5,0.030649595687331537,-0.12783473525426325,JNUG,1970.0,2152.0,1954.0,2094.0,2058.689453125,102041,55,34.0,,0.34,18.700000000000003,20.0,0.009380863039399667
105,2016-10-13,1,0.02705570530098832,-0.11725735057016384,JNUG,2120.0,2422.0,2070.0,2242.0,2204.193603515625,136847,70,34.0,,0.34,23.8,270.0,0.12546468401486988
106,2016-10-14,8,0.03334501347708895,0.23245774250323792,JNUG,2110.0,2312.0,2040.0,2070.0,2035.093994140625,144187,68,34.0,,0.34,23.12,-110.0,-0.045417010734929764
107,2016-10-17,2,0.027954177897574126,-0.5912262031453233,JNUG,2116.0,2206.0,2040.0,2158.0,2121.6103515625,85740,35,34.0,,0.34,11.9,-106.0,-0.045847750865051884
108,2016-10-18,5,0.030649595687331537,0.09642271719217033,JNUG,2294.0,2480.0,2216.0,2472.0,2430.315185546875,139407,66,34.0,,0.34,22.44,274.0,0.12420670897552122
109,2016-10-19,3,0.02885265049415993,-0.05862867528508198,JNUG,2636.0,2766.0,2530.0,2722.0,2676.099853515625,165715,61,34.0,,0.34,20.74,286.0,0.11532258064516121
110,2016-10-20,6,0.03154806828391734,0.09342011023572994,JNUG,2734.0,2764.0,2512.0,2684.0,2638.740234375,116199,61,34.0,,0.34,20.74,-2.0,-0.000723065798987732
111,2016-10-21,3,0.02885265049415993,-0.0854384416028251,JNUG,2624.0,2696.0,2586.0,2688.0,2642.673095703125,86333,49,34.0,,0.34,16.66,-68.0,-0.02460202604920403
112,2016-10-24,3,0.02885265049415993,-0.25514346020921763,JNUG,2784.0,2794.0,2378.0,2484.0,2442.11328125,130203,51,34.0,,0.34,17.34,98.0,0.03635014836795247
113,2016-10-25,3,0.02885265049415993,0.0,JNUG,2562.0,2776.0,2488.0,2694.0,2648.57177734375,100517,56,34.0,,0.34,19.040000000000003,-18.0,-0.006442376521116677
114,2016-10-26,12,0.03693890386343217,0.28026033070719025,JNUG,2696.0,2742.0,2424.0,2494.0,2451.9443359375,117871,55,34.0,,0.34,18.700000000000003,-34.0,-0.012247838616714746
115,2016-10-27,8,0.03334501347708895,-0.09729282708632303,JNUG,2520.0,2534.0,2240.0,2276.0,2237.620361328125,103991,37,34.0,,0.34,12.58,-208.0,-0.07585703865791393
116,2016-10-28,2,0.027954177897574126,-0.16166841807452914,JNUG,2268.0,2460.0,2166.0,2264.0,2225.822998046875,160156,61,34.0,,0.34,20.74,-74.0,-0.02920284135753748
117,2016-10-31,3,0.02885265049415993,-0.6270830188241032,JNUG,2270.0,2450.0,2210.0,2432.0,2390.98974609375,114180,45,34.0,,0.34,15.3,-10.0,-0.004065040650406471
118,2016-11-01,3,0.02885265049415993,0.0,JNUG,2662.0,2800.0,2562.0,2686.0,2640.706787109375,153946,60,36.0,False,0.36,21.6,350.0,0.1428571428571428
119,2016-11-02,6,0.03154806828391734,0.09342011023572994,JNUG,2890.0,2982.0,2474.0,2544.0,2501.101318359375,188215,80,36.0,,0.36,28.8,182.0,0.06499999999999995
120,2016-11-03,6,0.03154806828391734,0.0,JNUG,2496.0,2772.0,2496.0,2740.0,2693.796142578125,113411,61,36.0,,0.36,21.96,-210.0,-0.07042253521126762
121,2016-11-04,8,0.03334501347708895,0.05695896106855014,JNUG,2748.0,2748.0,2470.0,2598.0,2554.190673828125,101533,54,36.0,,0.36,19.44,-24.0,-0.008658008658008698
122,2016-11-07,29,0.052212938005390834,0.7035441034209831,JNUG,2348.0,2390.0,2166.0,2278.0,2239.587158203125,99144,44,36.0,,0.36,15.84,-358.0,-0.13027656477438132
123,2016-11-08,7,0.032446540880503145,-0.37857278061707356,JNUG,2330.0,2460.0,2086.0,2186.0,2149.13818359375,121491,63,36.0,,0.36,22.68,70.0,0.029288702928870203
124,2016-11-09,15,0.03963432165318958,0.22152687397889959,JNUG,2638.0,2646.0,2136.0,2328.0,2288.74365234375,185994,80,36.0,,0.36,28.8,186.0,0.07560975609756104
125,2016-11-10,3,0.02885265049415993,-0.27202865368485485,JNUG,2236.0,2256.0,1800.0,1822.0,1791.2760009765625,175272,87,36.0,,0.36,31.32,-390.0,-0.14739229024943312
126,2016-11-11,5,0.030649595687331537,0.0622800734904867,JNUG,1830.0,1830.0,1304.0,1380.0,1356.7293701171875,331234,100,36.0,,0.36,36.0,-426.0,-0.18882978723404253
127,2016-11-14,15,0.03963432165318958,0.2563153248084755,JNUG,1276.0,1580.0,1212.0,1456.0,1431.44775390625,250697,92,36.0,,0.36,33.12,-250.0,-0.13661202185792354
128,2016-11-15,9,0.03424348607367475,-0.13601432684242754,JNUG,1482.0,1728.0,1426.0,1680.0,1651.6705322265625,174436,85,36.0,,0.36,30.6,148.0,0.09367088607594942
129,2016-11-16,6,0.03154806828391734,-0.07871329992391041,JNUG,1654.0,1680.0,1462.0,1522.0,1496.3349609375,161084,46,36.0,,0.36,16.56,-48.0,-0.02777777777777779
130,2016-11-17,4,0.029751123090745735,-0.05695896106855003,JNUG,1540.0,1648.0,1300.0,1392.0,1368.527099609375,207865,53,36.0,,0.36,19.08,-32.0,-0.01904761904761909
131,2016-11-18,7,0.032446540880503145,0.09059885845438331,JNUG,1350.0,1400.0,1280.0,1380.0,1356.7293701171875,157127,63,36.0,,0.36,22.68,-248.0,-0.15048543689320393
132,2016-11-21,3,0.02885265049415993,0.03214090573072337,JNUG,1472.0,1530.0,1408.0,1462.0,1437.3466796875,164006,48,36.0,,0.36,17.28,130.0,0.09285714285714275
133,2016-11-22,8,0.03334501347708895,0.15570018372621686,JNUG,1500.0,1538.0,1364.0,1530.0,1504.199951171875,158161,66,36.0,,0.36,23.76,8.0,0.005228758169934622
134,2016-11-23,4,0.029751123090745735,-0.10777894538301946,JNUG,1338.0,1356.0,1238.0,1286.0,1264.314697265625,199071,63,36.0,,0.36,22.68,-182.0,-0.11833550065019505
135,2016-11-25,2,0.027954177897574126,-0.13845429623681216,JNUG,1340.0,1370.0,1256.0,1280.0,1258.4156494140625,78553,43,36.0,,0.36,15.48,14.0,0.010324483775811188
136,2016-11-28,8,0.03334501347708895,0.08794301292762285,JNUG,1330.0,1458.0,1284.0,1436.0,1411.78515625,171171,74,36.0,,0.36,26.64,88.0,0.06423357664233587
137,2016-11-29,8,0.03334501347708895,0.0,JNUG,1326.0,1444.0,1292.0,1414.0,1390.156005859375,133712,63,36.0,,0.36,22.68,-14.0,-0.009602194787380003
