,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,BE_unscaled,BE_monthly,isPartial,scale,BE,Stock_Price_Change,Stock_Price_Change_Percent
15,2018-08-22,1,0.02381368821292776,0.0,BE,25.020000457763672,27.5,24.799999237060547,27.0,27.0,884000,92,66.0,,0.66,60.720000000000006,1.7000007629394531,0.06589150438801084
16,2018-08-27,9,0.028883396704689483,-0.23498606868307093,BE,29.0,30.440000534057617,28.15999984741211,28.690000534057617,28.690000534057617,1370200,93,66.0,,0.66,61.38,2.940000534057617,0.106909110329368
17,2018-08-28,6,0.026982256020278834,-0.0658212295405679,BE,28.6200008392334,30.59000015258789,28.5,29.549999237060547,29.549999237060547,668600,94,66.0,,0.66,62.040000000000006,0.14999961853027344,0.00492771405711534
18,2018-08-29,1,0.02381368821292776,-0.11743153741368773,BE,29.690000534057617,29.75,28.61000061035156,29.149999618530277,29.149999618530277,520400,100,66.0,,0.66,66.0,-0.8400001525878906,-0.02745995908459742
19,2018-08-31,3,0.02508111533586819,0.053222630262387494,BE,28.399999618530277,30.18000030517578,28.06999969482422,29.950000762939453,29.950000762939453,494800,92,66.0,,0.66,60.720000000000006,0.43000030517578125,0.014453791770614455
20,2018-09-05,6,0.026982256020278834,-0.7428523112973946,BE,28.190000534057617,28.6299991607666,26.354999542236328,28.209999084472656,28.209999084472656,543000,91,78.0,,0.78,70.98,-1.5500011444091797,-0.05135855297335301
21,2018-09-06,6,0.026982256020278834,0.0,BE,28.0,28.84000015258789,28.0,28.700000762939453,28.700000762939453,241500,91,78.0,,0.78,70.98,0.21000099182128906,0.00733499818292227
22,2018-09-07,6,0.026982256020278834,0.0,BE,28.63999938964844,31.1299991607666,28.084999084472656,30.57999992370605,30.57999992370605,646300,83,78.0,,0.78,64.74000000000001,2.289999008178711,0.07940357129204889
23,2018-09-11,4,0.025714828897338404,-0.04697261496547511,BE,29.0,29.540000915527344,27.86000061035156,29.26000022888184,29.26000022888184,362400,95,78.0,,0.78,74.10000000000001,-1.5899982452392578,-0.05107607735637676
24,2018-09-12,1,0.02381368821292776,-0.0739316871211001,BE,29.40999984741211,32.09000015258789,29.13999938964844,31.90999984741211,31.90999984741211,503500,98,78.0,,0.78,76.44,2.549999237060547,0.08632360047491305
25,2018-09-13,7,0.02761596958174905,0.1596678907871627,BE,31.90999984741211,33.88999938964844,30.549999237060547,31.68000030517578,31.68000030517578,929500,93,78.0,,0.78,72.54,1.7999992370605469,0.056092216531678174
26,2018-09-14,4,0.025714828897338404,-0.06884207627702044,BE,31.21999931335449,31.299999237060547,28.899999618530277,29.57999992370605,29.57999992370605,641100,87,78.0,,0.78,67.86,-2.5900001525878906,-0.07642372969115474
27,2018-09-17,10,0.029517110266159698,0.1478633742422002,BE,29.450000762939453,30.371000289916992,28.71999931335449,29.0,29.0,290100,93,78.0,,0.78,72.54,-0.9289989471435547,-0.029680478267986032
28,2018-09-19,4,0.025714828897338404,-0.12881617931212164,BE,30.030000686645508,31.059999465942383,28.96999931335449,29.25,29.25,458800,95,78.0,,0.78,74.10000000000001,0.6889991760253906,0.022686087697089574
29,2018-09-20,11,0.030150823827629913,0.1725072699492336,BE,29.549999237060547,30.548999786376957,29.39699935913086,30.01000022888184,30.01000022888184,224000,100,78.0,,0.78,78.0,-0.5109996795654261,-0.01645201829851095
30,2018-09-21,6,0.026982256020278834,-0.10509058808693095,BE,30.049999237060547,33.04999923706055,29.940000534057617,30.950000762939453,30.950000762939453,1701200,88,78.0,,0.78,68.64,2.50099945068359,0.08186845619079453
31,2018-09-24,7,0.02761596958174905,0.12960754834361543,BE,31.0,32.75,30.65999984741211,32.25,32.25,399400,94,78.0,,0.78,73.32000000000001,-0.2999992370605469,-0.009077132949647515
32,2018-09-25,1,0.02381368821292776,-0.13768415255404098,BE,32.54999923706055,34.880001068115234,32.5099983215332,34.08000183105469,34.08000183105469,535800,100,78.0,,0.78,78.0,2.1300010681152344,0.06503820055313692
33,2018-09-26,1,0.02381368821292776,0.0,BE,34.599998474121094,36.59000015258789,34.25,35.79999923706055,35.79999923706055,584600,95,78.0,,0.78,74.10000000000001,1.7099990844726562,0.049025201608603464
34,2018-09-27,1,0.02381368821292776,0.0,BE,36.0,38.0,33.22999954223633,33.599998474121094,33.599998474121094,870100,94,78.0,,0.78,73.32000000000001,1.4099998474121094,0.038535114554034466
35,2018-09-28,21,0.03648795944233207,0.5322263026238756,BE,33.720001220703125,35.52000045776367,33.0099983215332,34.08000183105469,34.08000183105469,431700,95,78.0,,0.78,74.10000000000001,-2.479999542236328,-0.06526314584832438
36,2018-10-01,1,0.02381368821292776,-0.11743153741368773,BE,34.18000030517578,34.48099899291992,32.0,32.27000045776367,32.27000045776367,318200,96,79.0,False,0.79,75.84,-1.03900146484375,-0.029251166989122446
37,2018-10-02,4,0.025714828897338404,0.07983394539358124,BE,32.29999923706055,32.90999984741211,30.170000076293945,30.21999931335449,30.21999931335449,379900,100,79.0,,0.79,79.0,-1.5709991455078125,-0.04556130017666804
38,2018-10-03,24,0.038389100126742716,0.4928779141406674,BE,30.3799991607666,30.920000076293945,29.100000381469727,30.25,30.25,527200,95,79.0,,0.79,75.05,-1.989999771118164,-0.06046793620008628
39,2018-10-04,6,0.026982256020278834,-0.2971375746970848,BE,30.239999771118164,30.450000762939453,28.239999771118164,28.34000015258789,28.34000015258789,554300,94,79.0,,0.79,74.26,-0.4699993133544922,-0.015200495219753751
40,2018-10-05,5,0.02634854245880862,-0.0234863074827375,BE,28.34000015258789,29.36899948120117,26.11000061035156,27.3700008392334,27.3700008392334,724900,90,79.0,,0.79,71.10000000000001,-1.0810012817382848,-0.0355008622217825
41,2018-10-08,9,0.028883396704689483,0.2128905210495502,BE,27.3700008392334,27.3700008392334,25.200000762939453,27.06999969482422,27.06999969482422,680100,98,79.0,,0.79,77.42,-1.9989986419677699,-0.0680649214232617
42,2018-10-10,8,0.028249683143219267,-0.02194040984685597,BE,25.940000534057617,28.5,25.25,27.540000915527344,27.540000915527344,819300,96,79.0,,0.79,75.84,1.1299991607666016,0.041286047720788144
43,2018-10-11,1,0.02381368821292776,-0.15702813046794384,BE,27.209999084472656,28.01000022888184,25.61000061035156,27.3799991607666,27.3799991607666,505700,94,79.0,,0.79,74.26,-0.4899997711181605,-0.017192974425198626
44,2018-10-12,44,0.051063371356147025,1.1442865506413327,BE,27.5,28.34000015258789,26.270999908447266,26.68000030517578,26.68000030517578,270500,90,79.0,,0.79,71.10000000000001,0.32999992370605113,0.011781503784701108
45,2018-10-15,1,0.02381368821292776,-0.09620472365193122,BE,26.309999465942383,26.89699935913086,25.649999618530277,26.600000381469727,26.600000381469727,214200,95,79.0,,0.79,75.05,-1.4430007934570312,-0.050917458916289515
46,2018-10-17,2,0.024447401774397973,0.026611315131193747,BE,27.18000030517578,27.670000076293945,27.030000686645508,27.31999969482422,27.31999969482422,230600,94,79.0,,0.79,74.26,0.7730007171630859,0.02873929195007663
47,2018-10-18,33,0.044092522179974655,0.8035667997304163,BE,27.0,27.3700008392334,25.3700008392334,25.56999969482422,25.56999969482422,262600,95,79.0,,0.79,75.05,-0.2999992370605469,-0.01084203961811947
48,2018-10-19,7,0.02761596958174905,-0.37368133605450005,BE,25.36000061035156,26.07999992370605,25.209999084472656,25.51000022888184,25.51000022888184,293900,89,79.0,,0.79,70.31,-1.2900009155273473,-0.047131928241602394
49,2018-10-22,2,0.024447401774397973,-0.049287791414066695,BE,25.61000061035156,26.0,24.030000686645508,24.149999618530277,24.149999618530277,365300,98,79.0,,0.79,77.42,-0.07999992370605113,-0.0030674817461687764
50,2018-10-23,7,0.02761596958174905,0.12960754834361543,BE,23.8799991607666,24.11199951171875,21.959999084472656,23.81999969482422,23.81999969482422,507600,98,79.0,,0.79,77.42,-1.88800048828125,-0.07261540339543271
51,2018-10-24,1,0.02381368821292776,-0.13768415255404098,BE,23.81999969482422,24.420000076293945,23.5,23.920000076293945,23.920000076293945,458900,97,79.0,,0.79,76.63000000000001,0.3080005645751953,0.012773746301110389
52,2018-10-25,143,0.11380101394169835,3.778806748629517,BE,23.979999542236328,24.11000061035156,22.709999084472656,23.440000534057617,23.440000534057617,458600,98,79.0,,0.79,77.42,-0.30999946594238637,-0.012694490785170931
53,2018-10-26,8,0.028249683143219267,-0.7517624653353974,BE,23.1299991607666,23.90999984741211,22.100000381469727,22.170000076293945,22.170000076293945,456200,90,79.0,,0.79,71.10000000000001,-0.20000076293944957,-0.008295344582180508
54,2018-10-29,2,0.024447401774397973,-0.09394522993095022,BE,22.229999542236328,23.020000457763672,21.801000595092773,22.030000686645508,22.030000686645508,352400,98,79.0,,0.79,77.42,-0.8899993896484375,-0.03722289399114176
55,2018-10-30,2,0.024447401774397973,0.0,BE,21.959999084472656,23.030000686645508,21.53899955749512,22.979999542236328,22.979999542236328,375300,100,79.0,,0.79,79.0,0.010000228881835938,0.0004344147994341796
56,2018-10-31,1,0.02381368821292776,-0.025921509668723086,BE,23.670000076293945,24.950000762939453,23.26000022888184,23.75,23.75,505300,97,79.0,,0.79,76.63000000000001,1.9200000762939453,0.08336951884709687
57,2018-11-01,3,0.02508111533586819,0.053222630262387494,BE,23.96999931335449,24.26000022888184,23.63999938964844,23.739999771118164,23.739999771118164,233300,94,76.0,False,0.76,71.44,-0.6900005340576136,-0.02765533118069219
58,2018-11-07,1,0.02381368821292776,0.0,BE,17.770000457763672,18.6299991607666,17.260000228881836,18.010000228881836,18.010000228881836,1307500,94,76.0,,0.76,71.44,-5.630001068115238,-0.23206929163226675
59,2018-11-08,1,0.02381368821292776,0.0,BE,17.959999084472656,18.440000534057617,17.916000366210938,18.09000015258789,18.09000015258789,434300,98,76.0,,0.76,74.48,-0.18999862670898438,-0.010198531146963674
60,2018-11-09,15,0.03268567807351078,0.3725584118367131,BE,17.940000534057617,19.809999465942383,17.940000534057617,19.450000762939453,19.450000762939453,929300,91,76.0,,0.76,69.16,1.3699989318847656,0.07429495077044357
61,2018-11-12,-35,0.001,-0.9694055605102951,BE,19.399999618530277,19.8700008392334,19.0,19.700000762939453,19.700000762939453,329500,94,76.0,,0.76,71.44,0.060001373291015625,0.0030288427515694494
62,2018-11-13,16,0.03331939163498099,32.31939163498099,BE,19.40999984741211,19.8700008392334,18.299999237060547,18.51000022888184,18.51000022888184,535300,99,76.0,,0.76,75.24,0.0,0.0
63,2018-11-14,1,0.02381368821292776,-0.28529042565331497,BE,18.520000457763672,19.0,17.110000610351562,17.290000915527344,17.290000915527344,847900,98,76.0,,0.76,74.48,-0.8700008392333984,-0.04378464028625395
64,2018-11-16,4,0.025714828897338404,0.07983394539358124,BE,15.770000457763672,16.8799991607666,15.770000457763672,16.040000915527344,16.040000915527344,629600,91,76.0,,0.76,69.16,-2.1200008392333984,-0.11157899153859996
65,2018-11-19,10,0.029517110266159698,0.17686593562079955,BE,16.06999969482422,16.31999969482422,14.5,14.5,14.5,688400,91,76.0,,0.76,69.16,-0.5599994659423828,-0.03317532546115076
66,2018-11-20,3,0.02508111533586819,-0.1502855425308086,BE,14.050000190734863,14.8100004196167,13.364999771118164,14.550000190734863,14.550000190734863,773100,90,76.0,,0.76,68.4,-1.5099992752075195,-0.09252446712277851
67,2018-11-21,13,0.03141825095057034,0.25266562231542755,BE,14.8100004196167,15.119999885559082,14.550000190734863,14.670000076293944,14.670000076293944,359900,81,76.0,,0.76,61.56,0.3099994659423828,0.020931766182246125
68,2018-11-29,1,0.02381368821292776,0.0,BE,15.0,17.799999237060547,15.0,17.260000228881836,17.260000228881836,729700,100,76.0,,0.76,76.0,2.679999351501465,0.17724863570012972
69,2018-11-30,4,0.025714828897338404,0.07983394539358124,BE,17.25,17.260000228881836,16.059999465942383,16.450000762939453,16.450000762939453,342800,94,76.0,,0.76,71.44,-0.5399990081787109,-0.030337024231686716
70,2018-12-03,8,0.028249683143219267,-0.06305435285215855,BE,16.860000610351562,17.0,15.9399995803833,16.5,16.5,250500,100,69.0,,0.69,69.0,-0.26000022888183594,-0.015063744231403109
71,2018-12-06,10,0.029517110266159698,-0.11411617026132592,BE,15.100000381469728,15.800000190734863,14.890000343322754,15.619999885559082,15.619999885559082,192500,99,69.0,,0.69,68.30999999999999,-1.1999998092651367,-0.07058822407441978
72,2018-12-07,9,0.028883396704689483,-0.021469363218686865,BE,15.529999732971191,16.100000381469727,15.3100004196167,15.869999885559082,15.869999885559082,231600,92,69.0,,0.69,63.48,0.3000001907348633,0.018987353614766667
73,2018-12-10,5,0.02634854245880862,-0.04589471751801366,BE,15.84000015258789,17.34000015258789,15.710000038146973,17.170000076293945,17.170000076293945,424600,95,69.0,,0.69,65.55,1.239999771118164,0.07701861749924799
74,2018-12-11,59,0.060569074778200255,1.2987637693010727,BE,17.209999084472656,17.280000686645508,15.539999961853027,15.649999618530272,15.649999618530272,403300,96,69.0,,0.69,66.24,-0.05999946594238281,-0.0034601767828374985
75,2018-12-12,1,0.02381368821292776,-0.6068342087091172,BE,15.640000343322754,16.010000228881836,15.119999885559082,15.4399995803833,15.4399995803833,236900,97,69.0,,0.69,66.92999999999999,-1.2700004577636719,-0.073495393940879
76,2018-12-17,1,0.02381368821292776,-0.6187993264217169,BE,14.100000381469728,14.15999984741211,12.75,12.75,12.75,564500,87,69.0,,0.69,60.03,-1.8500003814697266,-0.1155528016878069
77,2018-12-18,1,0.02381368821292776,0.0,BE,12.949999809265137,13.041000366210938,11.75,12.0,12.0,578600,86,69.0,,0.69,59.34,-1.1189994812011719,-0.07902538794205427
78,2018-12-19,2,0.024447401774397973,0.026611315131193747,BE,11.670000076293944,12.84000015258789,10.800000190734863,11.149999618530272,11.149999618530272,485900,86,69.0,,0.69,59.34,-0.20100021362304688,-0.015412944404467277
79,2018-12-20,15,0.03268567807351078,0.33697962569340056,BE,11.270000457763672,11.550000190734863,10.100000381469728,10.220000267028809,10.220000267028809,387500,83,69.0,,0.69,57.27,-1.2899999618530273,-0.10046728555474582
80,2018-12-21,3,0.02508111533586819,-0.23265733452247084,BE,10.329999923706056,10.59000015258789,9.420000076293944,10.079999923706056,10.079999923706056,739300,74,69.0,,0.69,51.06,-0.9600000381469727,-0.08311688504707226
81,2018-12-24,4,0.025714828897338404,-0.12881617931212164,BE,10.039999961853027,10.1850004196167,9.609999656677246,9.899999618530272,9.899999618530272,228300,73,69.0,,0.69,50.37,-0.4049997329711914,-0.0382436002960983
82,2018-12-26,9,0.028883396704689483,0.1232194785351668,BE,10.039999961853027,10.949999809265137,9.420000076293944,10.779999732971191,10.779999732971191,618800,71,69.0,,0.69,48.99,0.7649993896484375,0.07511039353273063
83,2018-12-27,2,0.024447401774397973,-0.15358286892799156,BE,10.949999809265137,11.015000343322754,10.18000030517578,10.960000038146973,10.960000038146973,373000,76,69.0,,0.69,52.44,0.06500053405761719,0.0059361219351454775
84,2018-12-28,1,0.02381368821292776,-0.025921509668723086,BE,11.140000343322754,11.729999542236328,10.529999732971191,10.829999923706056,10.829999923706056,632600,77,69.0,,0.69,53.13,0.7149991989135742,0.06491140958946984
85,2018-12-31,5,0.02634854245880862,0.10644526052477499,BE,10.899999618530272,11.039999961853027,9.75,9.979999542236328,9.979999542236328,609500,78,69.0,,0.69,53.81999999999999,-0.6899995803833008,-0.05882349593440417
86,2019-01-03,3,0.02508111533586819,-0.04810236182596561,BE,10.149999618530272,10.779999732971191,9.871000289916992,10.470000267028809,10.470000267028809,386100,84,76.0,,0.76,63.84,-0.26000022888183594,-0.023550745451107358
87,2019-01-04,27,0.04029024081115336,0.6063974935570264,BE,10.800000190734863,12.739999771118164,10.600000381469728,11.829999923706056,11.829999923706056,659800,84,76.0,,0.76,63.84,1.9600000381469727,0.18181818986063703
88,2019-01-08,68,0.06627249683143219,1.0275698941409126,BE,13.0,13.25,12.470000267028809,12.729999542236328,12.729999542236328,329500,90,76.0,,0.76,68.4,0.5100002288818359,0.040031415859050234
89,2019-01-09,3,0.02508111533586819,-0.6215456405744993,BE,12.800000190734863,13.630000114440918,12.010000228881836,12.140000343322754,12.140000343322754,643500,94,76.0,,0.76,71.44,0.38000011444091797,0.028679253920069314
90,2019-01-11,2,0.024447401774397973,-0.025266562231542777,BE,11.84000015258789,12.6899995803833,11.8100004196167,12.239999771118164,12.239999771118164,387700,92,76.0,,0.76,69.92,-0.9400005340576172,-0.06896555584483754
91,2019-01-14,6,0.026982256020278834,0.049287791414066806,BE,12.479999542236328,12.5600004196167,11.9399995803833,12.149999618530272,12.149999618530272,174300,93,76.0,,0.76,70.68,-0.12999916076660156,-0.010244221045330848
92,2019-01-16,-2,0.02191254752851711,-0.18789045986190056,BE,13.220000267028809,13.350000381469728,12.649999618530272,12.81999969482422,12.81999969482422,253000,99,76.0,,0.76,75.24,0.7899999618530291,0.062898084033435
93,2019-01-17,1,0.02381368821292776,0.08676036786395991,BE,12.859999656677246,13.479999542236328,12.600000381469728,13.109999656677246,13.109999656677246,436600,94,76.0,,0.76,71.44,0.1299991607665998,0.009737764573178875
94,2019-01-22,8,0.028249683143219267,0.09857558282813361,BE,12.380000114440918,12.420000076293944,11.399999618530272,12.020000457763672,12.020000457763672,727800,96,76.0,,0.76,72.96000000000001,-1.0599994659423846,-0.07863497788862173
95,2019-01-23,10,0.029517110266159698,0.04486518013369811,BE,11.890000343322754,12.079999923706056,11.81999969482422,12.0,12.0,237900,100,76.0,,0.76,76.0,-0.3400001525878871,-0.02737521340574267
96,2019-01-24,2,0.024447401774397973,-0.17175490574949548,BE,12.130000114440918,12.154999732971191,11.399999618530272,11.579999923706056,11.579999923706056,663600,100,76.0,,0.76,76.0,0.07499980926513494,0.006208593521424888
97,2019-01-25,8,0.028249683143219267,0.15552905801233874,BE,11.710000038146973,11.989999771118164,11.289999961853027,11.529999732971191,11.529999732971191,570800,99,76.0,,0.76,75.24,-0.16499996185302734,-0.013574657793323897
98,2019-01-31,65,0.06437135614702155,1.2786576338103997,BE,9.09000015258789,9.529999732971191,8.880000114440918,9.449999809265137,9.449999809265137,2517300,99,76.0,,0.76,75.24,-2.4600000381469727,-0.20517098291133307
99,2019-02-05,12,0.030784537389100128,-0.5217665242473764,BE,10.899999618530272,10.9399995803833,10.020000457763672,10.6899995803833,10.6899995803833,1415600,99,78.0,,0.78,77.22,1.4099998474121094,0.14795381814481012
100,2019-02-06,1,0.02381368821292776,-0.2264399522417555,BE,11.010000228881836,11.9399995803833,10.010000228881836,10.15999984741211,10.15999984741211,3706800,99,78.0,,0.78,77.22,1.0,0.09140768175102276
101,2019-02-07,1,0.02381368821292776,0.0,BE,10.279999732971191,10.56999969482422,10.0,10.350000381469728,10.350000381469728,1285700,100,78.0,,0.78,78.0,-1.3699998855590803,-0.11474036295695578
102,2019-02-13,1,0.02381368821292776,0.0,BE,10.149999618530272,11.100000381469728,9.869999885559082,11.0,11.0,2450400,99,78.0,,0.78,77.22,0.5300006866455078,0.050141977478488586
103,2019-02-14,-1,0.022546261089987328,-0.053222630262387494,BE,10.949999809265137,12.170000076293944,10.640000343322754,11.6899995803833,11.6899995803833,2769300,98,78.0,,0.78,76.44,1.0699996948242152,0.0963963655902631
104,2019-02-15,12,0.030784537389100128,0.36539434481983246,BE,11.6899995803833,11.6899995803833,10.93000030517578,11.3100004196167,11.3100004196167,1510300,93,78.0,,0.78,72.54,-0.48000049591064275,-0.03944128947424086
105,2019-02-19,2,0.024447401774397973,0.026611315131193747,BE,11.199999809265137,11.43000030517578,10.69499969482422,11.130000114440918,11.130000114440918,1087600,98,78.0,,0.78,76.44,-0.2599992752075213,-0.022241170619357375
106,2019-02-20,1,0.02381368821292776,-0.025921509668723086,BE,11.15999984741211,12.604999542236328,10.8100004196167,12.359999656677246,12.359999656677246,1162200,95,78.0,,0.78,74.10000000000001,1.1749992370605487,0.10279958055018423
107,2019-02-22,1,0.02381368821292776,0.0,BE,13.010000228881836,14.31999969482422,13.010000228881836,14.020000457763672,14.020000457763672,1977000,91,78.0,,0.78,70.98,1.7150001525878924,0.13605713723680335
108,2019-02-27,9,0.028883396704689483,0.18145056768106183,BE,14.649999618530272,14.65999984741211,13.699999809265137,13.800000190734863,13.800000190734863,967800,99,78.0,,0.78,77.22,0.34000015258788885,0.02374302792134686
109,2019-03-01,16,0.03331939163498099,0.15358286892799144,BE,14.539999961853027,16.479999542236328,14.470000267028809,16.299999237060547,16.299999237060547,1801800,88,79.0,False,0.79,69.52000000000001,1.8199996948242188,0.12414732017514307
110,2019-03-05,11,0.030150823827629913,-0.09509680855110492,BE,15.010000228881836,15.56999969482422,15.010000228881836,15.260000228881836,15.260000228881836,601800,98,79.0,,0.79,77.42,-0.9099998474121076,-0.05521843887676592
111,2019-03-07,7,0.02761596958174905,-0.0840724704695448,BE,14.220000267028809,14.579999923706056,13.31999969482422,14.279999732971191,14.279999732971191,755100,95,79.0,,0.79,75.05,-0.9899997711181641,-0.06358380157497756
112,2019-03-08,7,0.02761596958174905,0.0,BE,13.859999656677246,14.08199977874756,13.050000190734863,13.5,13.5,609500,92,79.0,,0.79,72.68,-0.4980001449584961,-0.03415638872183957
113,2019-03-11,0,0.023179974651457543,-0.026611315131193747,BE,13.34000015258789,15.359999656677246,13.210000038146973,14.300000190734863,14.300000190734863,1504400,92,79.0,,0.79,72.68,1.2779998779296857,0.09075414699682294
114,2019-03-12,1,0.02381368821292776,0.027338837552627338,BE,14.239999771118164,14.829999923706056,13.75,13.869999885559082,13.869999885559082,1103200,92,79.0,,0.79,72.68,-0.5299997329711896,-0.0345051917198963
115,2019-03-14,1,0.02381368821292776,0.0,BE,13.25,13.251999855041504,12.520000457763672,12.529999732971191,12.529999732971191,1077300,93,79.0,,0.79,73.47,-1.5780000686645526,-0.1064059390952583
116,2019-03-20,4,0.025714828897338404,0.07983394539358124,BE,12.899999618530272,13.119999885559082,12.649999618530272,12.65999984741211,12.65999984741211,718900,95,79.0,,0.79,75.05,-0.13199996948242188,-0.009960758445994422
117,2019-03-21,2,0.024447401774397973,-0.049287791414066695,BE,12.68000030517578,13.949999809265137,12.38700008392334,12.550000190734863,12.550000190734863,2663700,96,79.0,,0.79,75.84,0.8299999237060547,0.06326218985867671
118,2019-03-22,11,0.030150823827629913,0.233293587018508,BE,12.550000190734863,12.619999885559082,11.68000030517578,11.800000190734863,11.800000190734863,1461600,86,79.0,,0.79,67.94,-1.3299999237060547,-0.09534049762658148
119,2019-03-26,35,0.045359949302915085,-0.28833343275865486,BE,11.899999618530272,12.399999618530272,11.699999809265137,11.989999771118164,11.989999771118164,1202300,100,79.0,,0.79,79.0,-0.22000026702881037,-0.01743266790997
120,2019-03-28,2,0.024447401774397973,-0.46103551370532847,BE,12.199999809265137,12.390000343322754,11.710000038146973,12.15999984741211,12.15999984741211,913100,94,79.0,,0.79,74.26,-0.009999275207517755,-0.0008063931867041685
121,2019-04-01,1,0.02381368821292776,0.0,BE,13.0,13.100000381469728,12.40999984741211,12.869999885559082,12.869999885559082,1150900,92,77.0,False,0.77,70.84,0.7100000381469744,0.057304279134230196
122,2019-04-02,4,0.025714828897338404,0.07983394539358124,BE,12.869999885559082,13.15999984741211,12.630000114440918,12.979999542236328,12.979999542236328,1223100,95,77.0,,0.77,73.15,0.059999465942381036,0.00458011177062656
123,2019-04-03,3,0.02508111533586819,-0.024643895707033403,BE,13.119999885559082,13.949999809265137,12.800000190734863,13.300000190734863,13.300000190734863,1496300,96,77.0,,0.77,73.92,0.7899999618530273,0.06003039293411394
124,2019-04-04,1,0.02381368821292776,-0.050533124463085555,BE,13.15999984741211,13.229999542236328,12.640000343322754,12.68000030517578,12.68000030517578,767200,94,77.0,,0.77,72.38,-0.7200002670288086,-0.05161292307334708
125,2019-04-05,36,0.0459936628643853,0.9313960295917822,BE,12.800000190734863,12.90999984741211,12.359999656677246,12.649999618530272,12.649999618530272,1114900,91,77.0,,0.77,70.07000000000001,-0.31999969482421875,-0.024187430528824327
126,2019-04-09,2,0.024447401774397973,-0.4684615172641847,BE,12.34000015258789,12.579999923706056,12.020000457763672,12.34000015258789,12.34000015258789,772300,94,77.0,,0.77,72.38,-0.3299999237060529,-0.025561574562853573
127,2019-04-10,2,0.024447401774397973,0.0,BE,12.350000381469728,12.5,11.869999885559082,11.979999542236328,11.979999542236328,740100,97,77.0,,0.77,74.69,-0.07999992370605646,-0.006359294450813402
