,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,WANT_unscaled,WANT_monthly,isPartial,scale,WANT,Stock_Price_Change,Stock_Price_Change_Percent
11,2019-01-15,3,0.028348394768133174,0.04378092027494418,WANT,22.13999938964844,22.40999984741211,21.920000076293945,22.33699989318848,22.08724594116211,9100,96,81.0,,0.81,77.76,0.28999900817871094,0.013110262078487311
12,2019-01-16,11,0.03786087990487515,0.3355563944465416,WANT,22.63999938964844,22.63999938964844,22.21699905395508,22.21699905395508,21.96858787536621,2500,97,81.0,,0.81,78.57000000000001,0.22999954223633168,0.010263254966639046
13,2019-01-17,5,0.03072651605231867,-0.18843629282999896,WANT,22.14800071716309,22.84000015258789,22.13999938964844,22.584999084472656,22.33247375488281,11500,92,81.0,,0.81,74.52000000000001,0.20000076293944957,0.00883395619837768
14,2019-01-22,21,0.04975148632580262,0.619171084710344,WANT,23.6200008392334,23.6200008392334,22.0,22.489999771118164,22.238534927368164,21400,92,81.0,,0.81,74.52000000000001,0.7800006866455078,0.03415064279485702
15,2019-01-23,20,0.04856242568370987,-0.02390000239000023,WANT,23.11000061035156,23.11000061035156,22.530000686645508,22.6200008392334,22.367082595825195,900,90,81.0,,0.81,72.9,-0.5100002288818395,-0.021591880218510218
16,2019-01-24,1,0.025970273483947683,-0.46521877525036115,WANT,22.625,22.95599937438965,22.600000381469727,22.95599937438965,22.69932556152344,1200,95,81.0,,0.81,76.95,-0.1540012359619105,-0.006663835218287728
17,2019-01-25,3,0.028348394768133174,0.09157089876837143,WANT,24.8700008392334,24.8700008392334,23.606000900268555,23.625,23.3608455657959,4400,94,81.0,,0.81,76.14,1.91400146484375,0.08337696101259984
18,2019-01-29,1,0.025970273483947683,-0.0838890986116354,WANT,22.81999969482422,22.81999969482422,22.76000022888184,22.76000022888184,22.505516052246094,1600,95,81.0,,0.81,76.95,-2.0500011444091797,-0.08242867210423344
19,2019-01-31,57,0.0925576694411415,2.5639851655143993,WANT,24.099000930786133,24.82999992370605,24.099000930786133,24.827999114990234,24.55039405822754,2900,93,81.0,,0.81,75.33,2.0100002288818324,0.08808064223321255
20,2019-02-07,106,0.15082164090368608,0.6294883159260543,WANT,23.72599983215332,24.1200008392334,23.461000442504883,23.843000411987305,23.57640647888184,900,69,97.0,,0.97,66.92999999999999,-0.7099990844726527,-0.028594405423046032
21,2019-02-12,5,0.03072651605231867,-0.7962724986400296,WANT,24.6200008392334,24.8700008392334,24.6200008392334,24.8700008392334,24.5919246673584,700,68,97.0,,0.97,65.96,0.75,0.03109452628127851
22,2019-02-13,1,0.025970273483947683,-0.15479277117758594,WANT,25.170000076293945,25.381000518798828,24.979999542236328,25.290000915527344,25.00722885131836,1900,71,97.0,,0.97,68.87,0.5109996795654297,0.020546830008920214
23,2019-02-14,3,0.028348394768133174,0.09157089876837143,WANT,24.36000061035156,25.34000015258789,24.36000061035156,25.089000701904297,24.808473587036133,4500,80,97.0,,0.97,77.6,-0.0410003662109375,-0.0016153959801770146
24,2019-02-21,1,0.025970273483947683,-0.04378092027494418,WANT,25.68000030517578,25.809999465942383,25.68000030517578,25.80900001525879,25.52042579650879,2500,65,97.0,,0.97,63.05,0.4699993133544922,0.018547723382964953
25,2019-02-25,29,0.05926397146254459,1.2819925827571996,WANT,26.93000030517578,26.93000030517578,25.98200035095215,25.98200035095215,25.69149208068848,1800,59,97.0,,0.97,57.23,1.1200008392333984,0.04339406673414681
26,2019-02-28,1,0.025970273483947683,-0.5617864810096105,WANT,25.3799991607666,25.613000869750977,25.3799991607666,25.548999786376957,25.26333236694336,800,60,97.0,,0.97,58.2,-1.3169994354248047,-0.04890454587821469
27,2019-03-01,5,0.03072651605231867,0.18314179753674287,WANT,26.399999618530277,26.399999618530277,25.93000030517578,26.1879997253418,25.895187377929688,600,94,83.0,False,0.83,78.02,0.7869987487793004,0.03072653426208838
28,2019-03-06,17,0.04499524375743163,0.46437831353275794,WANT,25.77899932861328,25.77899932861328,25.77899932861328,25.77899932861328,25.49076271057129,100,92,83.0,,0.83,76.36,-0.6210002899169957,-0.023522738594326076
29,2019-03-07,6,0.03191557669441141,-0.29068999233635484,WANT,25.100000381469727,25.26000022888184,24.792999267578125,24.792999267578125,24.51578521728516,3900,90,83.0,,0.83,74.7,-0.5189990997314418,-0.0201326317253665
30,2019-03-08,-4,0.020024970273483947,-0.3725643604932751,WANT,23.91900062561035,24.231000900268555,23.850000381469727,24.231000900268555,23.960071563720703,10300,89,83.0,,0.83,73.86999999999999,-1.0289993286132848,-0.04073631509459552
31,2019-03-11,7,0.033104637336504164,0.16777819722327103,WANT,24.75,25.32900047302246,24.74099922180176,25.285999298095703,25.003271102905277,3200,88,83.0,,0.83,73.03999999999999,1.0979995727539062,0.04531383483798801
32,2019-03-22,10,0.0366718192627824,0.10775475018857072,WANT,27.440000534057617,27.59000015258789,26.625,26.625,26.421253204345703,9200,85,83.0,,0.83,70.55,2.2609996795654297,0.08926525474124358
33,2019-03-26,4,0.029537455410225923,-0.19454622093965823,WANT,27.79700088500977,27.863000869750977,27.143999099731445,27.340999603271484,27.13177299499512,1400,89,83.0,,0.83,73.86999999999999,0.27300071716308594,0.00989491539156373
34,2019-03-28,3,0.028348394768133174,-0.040256028340244,WANT,27.98500061035156,27.98500061035156,27.31999969482422,27.73600006103516,27.52375030517578,900,85,83.0,,0.83,70.55,0.12199974060058238,0.004378557111306414
35,2019-04-01,4,0.029537455410225923,0.0419445493058177,WANT,28.81800079345703,29.09000015258789,28.624000549316406,29.09000015258789,28.86738967895508,7900,87,81.0,False,0.81,70.47,1.1049995422363317,0.03948542140919575
36,2019-04-02,3,0.028348394768133174,-0.040256028340244,WANT,29.084999084472656,29.084999084472656,28.88500022888184,29.040000915527344,28.817773818969727,700,94,81.0,,0.81,76.14,-0.005001068115234375,-0.00017191708796848726
37,2019-04-03,3,0.028348394768133174,0.0,WANT,29.63999938964844,29.93000030517578,29.614999771118164,29.70199966430664,29.474702835083008,1900,88,81.0,,0.81,71.28,0.845001220703125,0.02905281922990466
38,2019-04-08,1,0.025970273483947683,-0.0838890986116354,WANT,30.799999237060547,31.19300079345703,30.788000106811523,31.19300079345703,30.954296112060547,1300,94,81.0,,0.81,76.14,1.26300048828125,0.04219847896436013
39,2019-04-16,17,0.04499524375743163,0.7325671901469712,WANT,32.040000915527344,32.16999816894531,31.92200088500977,32.06399917602539,31.81863021850586,3900,89,81.0,,0.81,72.09,0.9769973754882812,0.031321044806090326
40,2019-04-17,10,0.0366718192627824,-0.18498454057768032,WANT,32.459999084472656,32.52000045776367,32.28499984741211,32.290000915527344,32.042903900146484,6000,90,81.0,,0.81,72.9,0.3500022888183594,0.010879773352185929
41,2019-04-23,2,0.02715933412604043,-0.25939496125287764,WANT,32.11000061035156,33.150001525878906,32.11000061035156,32.93600082397461,32.683956146240234,5200,91,81.0,,0.81,73.71000000000001,0.6300010681152344,0.019372726299111465
42,2019-04-24,2,0.02715933412604043,0.0,WANT,33.249000549316406,33.34000015258789,33.04999923706055,33.11199951171875,32.858612060546875,4700,92,81.0,,0.81,74.52000000000001,0.18999862670898438,0.005731481688188156
43,2019-04-25,3,0.028348394768133174,0.04378092027494418,WANT,33.22999954223633,33.22999954223633,32.52899932861328,32.54199981689453,32.29296875,9400,89,81.0,,0.81,72.09,-0.1100006103515625,-0.003299358423758836
44,2019-04-26,5,0.03072651605231867,0.0838890986116354,WANT,32.66999816894531,33.209999084472656,32.375,33.209999084472656,32.95586013793945,15300,88,81.0,,0.81,71.28,-0.020000457763671875,-0.0006018795678359723
45,2019-05-02,2,0.02715933412604043,0.0,WANT,31.649999618530277,31.96999931335449,30.989999771118164,31.56999969482422,31.32840919494629,4500,94,76.0,,0.76,71.44,-1.2399997711181676,-0.03733814529666546
46,2019-05-03,6,0.03191557669441141,0.1751236810997765,WANT,32.33000183105469,32.91699981689453,32.33000183105469,32.82400131225586,32.57281494140625,6500,90,76.0,,0.76,68.4,0.9470005035400426,0.02962153656176225
47,2019-05-06,2,0.02715933412604043,-0.14902574419730996,WANT,31.350000381469727,32.137001037597656,31.350000381469727,32.137001037597656,31.89107322692871,4400,93,76.0,,0.76,70.68,-0.779998779296875,-0.023695925620066505
48,2019-05-07,15,0.04261712247324614,0.5691519635742743,WANT,30.96999931335449,30.96999931335449,30.059999465942383,30.670000076293945,30.435300827026367,10200,91,76.0,,0.76,69.16,-1.1670017242431676,-0.03631333623438826
49,2019-05-08,5,0.03072651605231867,-0.27901007226360874,WANT,30.733999252319336,30.82999992370605,30.649999618530277,30.73200035095215,30.496824264526367,2100,94,76.0,,0.76,71.44,-0.1399993896484375,-0.004520484105663747
50,2019-05-10,13,0.040239001189060646,0.3095855423551721,WANT,29.027000427246094,30.700000762939453,28.790000915527344,30.38999938964844,30.15743827819824,9400,95,76.0,,0.76,72.2,-0.129999160766598,-0.004216644861767871
51,2019-05-14,4,0.029537455410225923,0.13735634815255704,WANT,28.020000457763672,28.87700080871582,27.959999084472656,28.607999801635746,28.38907623291016,3400,96,76.0,,0.76,72.96000000000001,-1.8229999542236328,-0.0593811045250634
52,2019-05-17,1,0.025970273483947683,-0.12076808502073189,WANT,29.46999931335449,30.339000701904297,29.280000686645508,29.280000686645508,29.05593490600586,2600,91,76.0,,0.76,69.16,1.4619998931884766,0.05062852277744878
53,2019-05-20,2,0.02715933412604043,0.045785449384185606,WANT,28.489999771118164,28.79599952697754,28.3799991607666,28.64800071716309,28.42877197265625,28300,93,76.0,,0.76,70.68,-1.5430011749267578,-0.05085866835521413
54,2019-05-23,51,0.08542330558858502,2.145265093472265,WANT,27.3799991607666,27.3799991607666,26.86400032043457,27.21999931335449,27.011699676513672,9100,93,76.0,,0.76,70.68,-1.4160003662109375,-0.04917350984411417
55,2019-05-24,51,0.08542330558858502,0.0,WANT,27.57999992370605,27.6299991607666,27.31999969482422,27.32999992370605,27.12085723876953,4400,89,76.0,,0.76,67.64,0.25,0.009130752653865315
56,2019-05-31,0,0.024781212841854937,-0.7099010314444398,WANT,25.61400032043457,25.75,25.524999618530277,25.524999618530277,25.329669952392575,1400,90,76.0,,0.76,68.4,-1.8799991607666016,-0.06804195504414345
57,2019-06-05,10,0.0366718192627824,-0.24485198697387434,WANT,27.290000915527344,27.290000915527344,26.53199958801269,27.25300025939941,27.044448852539062,8000,89,71.0,,0.71,63.19,1.5400009155273438,0.05980586079717831
58,2019-06-06,5,0.03072651605231867,-0.16212185078304853,WANT,27.520000457763672,27.799999237060547,27.121999740600582,27.56999969482422,27.359020233154297,9000,89,71.0,,0.71,63.19,0.5099983215332031,0.01868810203091731
59,2019-06-12,7,0.033104637336504164,0.07739638558879314,WANT,29.63999938964844,30.1200008392334,29.63999938964844,29.825000762939453,29.59676551818848,800,89,71.0,,0.71,63.19,2.3200016021728516,0.08345329733246998
60,2019-06-18,86,0.12704042806183116,2.8375417549656983,WANT,31.90999984741211,32.0099983215332,31.520000457763672,31.52899932861328,31.287721633911133,10600,86,71.0,,0.71,61.06,1.8899974822998047,0.06274891864670695
61,2019-06-20,6,0.03191557669441141,-0.7487762188672888,WANT,32.959999084472656,32.959999084472656,31.799999237060547,32.43000030517578,32.181827545166016,7100,89,71.0,,0.71,63.19,0.9500007629394531,0.029678250945123663
62,2019-06-21,7,0.033104637336504164,0.03725643604932771,WANT,32.50299835205078,32.50299835205078,32.042999267578125,32.042999267578125,31.79778861999512,1800,88,71.0,,0.71,62.48,-0.457000732421875,-0.013865313868809181
63,2019-06-26,1,0.025970273483947683,-0.21550950037714167,WANT,30.739999771118164,31.093000411987305,30.739999771118164,30.87800025939941,30.69341278076172,1800,87,71.0,,0.71,61.77,-1.4099979400634766,-0.04338054984316586
64,2019-07-05,2,0.02715933412604043,0.045785449384185606,WANT,33.12900161743164,33.48500061035156,33.099998474121094,33.48199844360352,33.2818489074707,3800,88,72.0,,0.72,63.36,2.392000198364258,0.07693050418646852
65,2019-07-09,11,0.03786087990487515,0.23218915676637897,WANT,33.61199951171875,33.91999816894531,33.529998779296875,33.89400100708008,33.691383361816406,8000,91,72.0,,0.72,65.52,0.43499755859375,0.012990818296693574
66,2019-07-10,7,0.033104637336504164,-0.12562419521999924,WANT,34.209999084472656,34.290000915527344,33.810001373291016,34.12200164794922,33.91802215576172,8700,90,72.0,,0.72,64.8,0.37000274658203125,0.010908100429108503
67,2019-07-12,4,0.029537455410225923,-0.10775475018857084,WANT,35.130001068115234,35.61000061035156,35.130001068115234,35.61000061035156,35.397125244140625,9800,90,72.0,,0.72,64.8,1.3199996948242188,0.03849517817383585
68,2019-07-15,18,0.046184304399524374,0.5635843967634151,WANT,36.11000061035156,36.11000061035156,35.439998626708984,35.90800094604492,35.69334411621094,14800,88,72.0,,0.72,63.36,0.5,0.01404099947851889
69,2019-07-17,-12,0.010512485136741974,-0.7723797018614351,WANT,37.0,37.0,34.834999084472656,34.834999084472656,34.62675476074219,8400,91,72.0,,0.72,65.52,0.8899993896484375,0.02464689489352434
70,2019-07-18,1,0.025970273483947683,1.470421897975342,WANT,34.95000076293945,34.95000076293945,33.91699981689453,34.564998626708984,34.358367919921875,15400,91,72.0,,0.72,65.52,-2.049999237060547,-0.05540538478542023
71,2019-07-19,1,0.025970273483947683,0.0,WANT,34.619998931884766,34.689998626708984,33.93199920654297,33.93199920654297,33.72915267944336,7100,86,72.0,,0.72,61.92,-0.26000213623046875,-0.007439259815586907
72,2019-07-22,1,0.025970273483947683,-0.04378092027494418,WANT,34.38999938964844,34.38999938964844,33.58000183105469,33.891998291015625,33.689395904541016,11000,89,72.0,,0.72,64.08,-0.2999992370605469,-0.008648003716828279
73,2019-07-26,5,0.03072651605231867,0.18314179753674287,WANT,34.83000183105469,35.016998291015625,34.367000579833984,34.91999816894531,34.71124649047852,13300,91,72.0,,0.72,65.52,0.6269989013671875,0.01823201257618856
74,2019-07-29,1,0.025970273483947683,-0.15479277117758594,WANT,34.2599983215332,34.513999938964844,34.189998626708984,34.513999938964844,34.307674407958984,3300,88,72.0,,0.72,63.36,-0.5029983520507812,-0.014364405191744756
75,2019-07-30,2,0.02715933412604043,0.045785449384185606,WANT,33.970001220703125,33.970001220703125,33.66299819946289,33.696998596191406,33.49555969238281,9700,90,72.0,,0.72,64.8,-0.5439987182617188,-0.015761682772896135
76,2019-08-02,1,0.025970273483947683,-0.04378092027494418,WANT,30.881000518798828,30.91900062561035,30.209999084472656,30.451000213623047,30.268966674804688,7900,90,71.0,,0.71,63.9,-3.0510005950927734,-0.08981455653387882
77,2019-08-05,6,0.03191557669441141,0.22892724692092825,WANT,28.761999130249023,28.79599952697754,27.40999984741211,28.01000022888184,27.84255790710449,21000,86,71.0,,0.71,61.06,-2.1230010986328125,-0.06866331562069705
78,2019-08-07,10,0.0366718192627824,0.14902574419731018,WANT,28.020000457763672,29.613000869750977,28.020000457763672,29.613000869750977,29.435976028442383,8400,90,71.0,,0.71,63.9,0.8170013427734375,0.02837204320718323
79,2019-08-09,3,0.028348394768133174,-0.22697059109626794,WANT,30.549999237060547,31.00900077819824,30.100000381469727,30.399999618530277,30.21826934814453,4900,86,71.0,,0.71,61.06,1.395999908447262,0.04714145366717104
80,2019-08-15,4,0.029537455410225923,0.0419445493058177,WANT,28.25,28.25,26.86000061035156,27.631000518798828,27.465824127197266,5700,88,71.0,,0.71,62.48,-2.7590007781982386,-0.08897419165270337
81,2019-08-22,7,0.033104637336504164,0.12076808502073177,WANT,31.513999938964844,31.513999938964844,30.76099967956543,31.340999603271484,31.153642654418945,3600,92,71.0,,0.71,65.32,3.2639999389648438,0.11553982084831316
82,2019-08-23,3,0.028348394768133174,-0.14367300025142782,WANT,30.461000442504883,30.700000762939453,28.47800064086914,28.47800064086914,28.30776023864746,11000,93,71.0,,0.71,66.03,-0.8139991760253906,-0.02582976383835489
83,2019-08-27,1,0.025970273483947683,0.0,WANT,29.902999877929688,30.030000686645508,29.138999938964844,29.242000579833984,29.06719398498535,7800,92,71.0,,0.71,65.32,-0.6700000762939453,-0.021824106177311897
84,2019-09-04,5,0.03072651605231867,0.0838890986116354,WANT,31.18000030517578,31.5,30.97599983215332,31.420000076293945,31.2321720123291,3000,87,74.0,,0.74,64.38,1.4699993133544922,0.048951024966449985
85,2019-09-05,1,0.025970273483947683,-0.15479277117758594,WANT,32.66999816894531,33.40999984741211,32.6349983215332,33.209999084472656,33.011470794677734,17900,86,74.0,,0.74,63.64,1.9099998474121094,0.060634915790860555
86,2019-09-13,1,0.025970273483947683,-0.4376818310548132,WANT,34.29999923706055,34.5,33.900001525878906,34.0099983215332,33.80668640136719,7000,89,74.0,,0.74,65.86,1.0900001525878906,0.032624967302187
87,2019-09-18,3,0.028348394768133174,-0.11176930814798247,WANT,32.95000076293945,33.2599983215332,32.209999084472656,33.1609992980957,32.962764739990234,15200,94,74.0,,0.74,69.56,-1.2400016784667969,-0.03594207763671875
88,2019-09-23,1,0.025970273483947683,-0.0838890986116354,WANT,31.690000534057617,32.28900146484375,31.690000534057617,32.12099838256836,31.92898368835449,3800,89,74.0,,0.74,65.86,-0.9709968566894531,-0.029194134266110616
89,2019-09-26,5,0.03072651605231867,0.18314179753674287,WANT,31.790000915527344,31.790000915527344,31.149999618530277,31.3700008392334,31.230113983154297,4200,99,74.0,,0.74,73.26,-0.49900054931640625,-0.015454195753303757
90,2019-10-02,10,0.0366718192627824,0.1934909639719824,WANT,30.690000534057617,30.690000534057617,29.211000442504883,29.38500022888184,29.253965377807617,4200,94,75.0,,0.75,70.5,-1.1000003814697266,-0.03460208712773105
91,2019-10-03,1,0.025970273483947683,-0.29181933140948735,WANT,29.6200008392334,29.733999252319336,28.309999465942383,29.733999252319336,29.60140609741211,18300,94,75.0,,0.75,70.5,-0.9560012817382812,-0.031150253017342866
92,2019-10-07,0,0.024781212841854937,-0.22353861629596494,WANT,30.045000076293945,30.540000915527344,30.045000076293945,30.381999969482425,30.24651908874512,3700,92,75.0,,0.75,69.0,0.8060016632080078,0.02710707215562791
93,2019-10-10,18,0.046184304399524374,0.8636821649632933,WANT,30.207000732421875,30.64299964904785,30.207000732421875,30.58799934387207,30.45159721374512,1900,96,75.0,,0.75,72.0,0.10299873352050781,0.0033725844935432736
94,2019-10-11,-3,0.021214030915576696,-0.5406657913030045,WANT,31.93000030517578,32.31999969482422,31.715999603271484,31.715999603271484,31.57456970214844,4600,94,75.0,,0.75,70.5,1.6770000457763672,0.05472701971030691
95,2019-10-14,9,0.035482758620689656,-0.09134922809902246,WANT,31.61000061035156,31.631999969482425,31.554000854492188,31.589000701904297,31.44813537597656,2700,95,75.0,,0.75,71.25,-0.6879997253417933,-0.021287120415782956
96,2019-10-15,2,0.02715933412604043,-0.23457658925639224,WANT,31.979999542236328,32.619998931884766,31.979999542236328,32.4379997253418,32.29335021972656,5500,98,75.0,,0.75,73.5,0.9879989624023402,0.031234160450035686
97,2019-10-16,4,0.029537455410225923,0.08756184054988836,WANT,32.61100006103516,32.792999267578125,32.47999954223633,32.792999267578125,32.646766662597656,2300,95,75.0,,0.75,71.25,0.17300033569335938,0.005303505253161145
98,2019-10-17,4,0.029537455410225923,0.0,WANT,33.02000045776367,33.4119987487793,33.02000045776367,33.05799865722656,32.91058349609375,2500,95,75.0,,0.75,71.25,0.6189994812011719,0.018875964230974374
99,2019-10-18,2,0.02715933412604043,-0.080512056680488,WANT,33.00400161743164,33.15999984741211,32.72100067138672,32.939998626708984,32.79310989379883,3100,90,75.0,,0.75,67.5,-0.2519989013671875,-0.007542167808096023
100,2019-10-22,1,0.025970273483947683,-0.15479277117758594,WANT,32.85100173950195,32.92900085449219,32.507999420166016,32.60900115966797,32.46358871459961,1600,99,75.0,,0.75,74.25,-0.23099899291992188,-0.006966194028434236
101,2019-10-23,0,0.024781212841854937,-0.04578544938418572,WANT,32.20000076293945,32.263999938964844,31.82999992370605,32.04999923706055,31.90707778930664,4900,94,75.0,,0.75,70.5,-0.6650009155273438,-0.020194992203555584
102,2019-10-29,5,0.03072651605231867,-0.3672779804608115,WANT,31.961000442504883,31.968000411987305,31.666000366210938,31.666000366210938,31.524791717529297,4500,98,75.0,,0.75,73.5,-0.29599952697753906,-0.009174297282962263
103,2019-10-30,3,0.028348394768133174,-0.07739638558879303,WANT,31.61000061035156,32.17300033569336,31.34000015258789,32.17300033569336,32.02953338623047,3300,96,75.0,,0.75,72.0,0.2049999237060547,0.006412660193447106
104,2019-10-31,3,0.028348394768133174,0.0,WANT,32.03900146484375,32.22100067138672,31.479999542236328,31.624000549316406,31.48298072814941,7900,95,75.0,,0.75,71.25,0.048000335693359375,0.0014919446490075927
105,2019-11-05,2,0.02715933412604043,0.0,WANT,32.54999923706055,32.564998626708984,32.2869987487793,32.5359992980957,32.39091110229492,5400,97,77.0,,0.77,74.69,0.3439979553222656,0.010676203350436175
106,2019-11-06,51,0.08542330558858502,2.145265093472265,WANT,32.400001525878906,32.60100173950195,32.400001525878906,32.60100173950195,32.455623626708984,1600,93,77.0,,0.77,71.61,0.03600311279296875,0.0011055769786962877
107,2019-11-07,2,0.02715933412604043,-0.6820617753093637,WANT,32.849998474121094,32.86000061035156,31.959999084472656,31.996000289916992,31.853321075439453,4400,97,77.0,,0.77,74.69,0.2589988708496094,0.007944506519129035
108,2019-11-08,2,0.02715933412604043,0.0,WANT,31.989999771118164,32.016998291015625,31.770000457763672,32.016998291015625,31.87422561645508,1400,92,77.0,,0.77,70.84,-0.8430023193359375,-0.02565436103705898
109,2019-11-15,1,0.025970273483947683,-0.04378092027494418,WANT,32.0,32.20199966430664,31.96999931335449,31.981000900268555,31.838388442993164,7800,89,77.0,,0.77,68.53,0.18500137329101562,0.005778223542677541
110,2019-11-20,2,0.02715933412604043,0.045785449384185606,WANT,31.600000381469727,31.600000381469727,30.6200008392334,31.03499984741211,30.896604537963867,2900,98,77.0,,0.77,75.46000000000001,-0.6019992828369141,-0.018694468949522536
111,2019-11-21,9,0.035482758620689656,0.30646644192460926,WANT,31.049999237060547,31.049999237060547,30.554000854492188,30.554000854492188,30.41775131225586,2200,100,77.0,,0.77,77.0,-0.5500011444091797,-0.017405099296508242
112,2019-12-04,4,0.029537455410225923,-0.16755470661170868,WANT,31.51000022888184,31.790000915527344,31.48699951171875,31.554000854492188,31.413293838500977,21300,85,84.0,,0.84,71.39999999999999,0.7400016784667969,0.02383258282285383
113,2019-12-05,1,0.025970273483947683,-0.12076808502073189,WANT,31.520000457763672,31.559999465942383,31.399999618530277,31.40999984741211,31.269933700561523,1400,88,84.0,,0.84,73.92,-0.23000144958496094,-0.007235024943727519
114,2019-12-06,-4,0.020024970273483947,-0.22892724692092858,WANT,32.172000885009766,32.41899871826172,32.172000885009766,32.19900131225586,32.055416107177734,3900,89,84.0,,0.84,74.75999999999999,0.8589992523193359,0.027217974234958975
115,2019-12-12,1,0.025970273483947683,0.296894483700493,WANT,32.75,33.31999969482422,32.75,33.189998626708984,33.041996002197266,5000,85,84.0,,0.84,71.39999999999999,0.9010009765625,0.02779237521777511
116,2019-12-13,4,0.029537455410225923,0.13735634815255704,WANT,32.90999984741211,33.39500045776367,32.840999603271484,33.270999908447266,33.12263488769531,6900,86,84.0,,0.84,72.24,0.07500076293945312,0.0022509232781027233
117,2019-12-18,20,0.04856242568370987,0.5215901046905855,WANT,34.20000076293945,34.31800079345703,34.099998474121094,34.29999923706055,34.14704513549805,3700,89,84.0,,0.84,74.75999999999999,0.9230003356933594,0.02763887776736884
118,2019-12-23,6,0.03191557669441141,-0.3427927817634241,WANT,34.972999572753906,34.972999572753906,34.40999984741211,34.40999984741211,34.287132263183594,8800,80,84.0,,0.84,67.2,0.654998779296875,0.019086157822507888
119,2020-01-02,9,0.035482758620689656,0.2516672958349062,WANT,35.84000015258789,36.479000091552734,35.61000061035156,36.479000091552734,36.34874725341797,20000,88,79.0,,0.79,69.52000000000001,1.5060005187988281,0.04306180588444852
120,2020-01-03,1,0.025970273483947683,-0.2680875305787339,WANT,35.11000061035156,35.7859992980957,35.11000061035156,35.66600036621094,35.53865051269531,10900,90,79.0,,0.79,71.10000000000001,-0.6930007934570312,-0.01899725298713728
121,2020-01-07,1,0.025970273483947683,-0.0838890986116354,WANT,35.900001525878906,35.900001525878906,35.400001525878906,35.74100112915039,35.613380432128906,6400,92,79.0,,0.79,72.68,0.11400222778320312,0.0031856656239657166
122,2020-01-08,4,0.029537455410225923,0.13735634815255704,WANT,36.15999984741211,36.57099914550781,35.8650016784668,36.02299880981445,35.894371032714844,13200,93,79.0,,0.79,73.47,0.6709976196289062,0.018690740699417896
123,2020-01-09,4,0.029537455410225923,0.0,WANT,36.70000076293945,36.95000076293945,36.5099983215332,36.65800094604492,36.52710723876953,8300,96,79.0,,0.79,75.84,0.3790016174316406,0.010363447165435025
124,2020-01-10,197,0.25902615933412604,7.769413469667082,WANT,36.650001525878906,36.650001525878906,36.08000183105469,36.09000015258789,35.96113586425781,7700,91,79.0,,0.79,71.89,-0.2999992370605469,-0.008119059022089203
