,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,NYC_unscaled,NYC_monthly,isPartial,scale,NYC,Stock_Price_Change,Stock_Price_Change_Percent
25,2020-09-23,20,0.026461489497135584,0.4058029826519225,NYC,12.58899974822998,12.602999687194824,12.0,12.225000381469728,12.225000381469728,9400,87,54.0,,0.54,46.98,-0.6070003509521484,-0.04595006428457926
26,2020-09-24,61,0.052559516231699556,0.9862644632075244,NYC,12.25,12.28600025177002,12.0,12.199999809265137,12.199999809265137,3600,88,54.0,,0.54,47.52,-0.3169994354248047,-0.02515269723817337
27,2020-09-25,1,0.01436728198599618,-0.7266473701420596,NYC,12.130000114440918,12.1899995803833,11.899999618530272,11.979999542236328,11.979999542236328,10700,93,54.0,,0.54,50.220000000000006,-0.09600067138671875,-0.007813826259110535
28,2020-09-28,66,0.0557422024188415,-0.09319567986248467,NYC,11.9399995803833,12.0,11.899999618530272,11.960000038146973,11.960000038146973,8000,90,54.0,,0.54,48.6,-0.18999958038330078,-0.015586512462974711
29,2020-09-29,1,0.01436728198599618,-0.7422548560596545,NYC,11.899999618530272,12.104999542236328,11.899999618530272,12.100000381469728,12.100000381469728,2200,97,54.0,,0.54,52.38,0.10499954223632812,0.008749961853027344
30,2020-09-30,27,0.03091725015913431,1.1519206060874576,NYC,11.979999542236328,12.199999809265137,11.8100004196167,12.199999809265137,12.199999809265137,7700,92,54.0,,0.54,49.68000000000001,0.0950002670288086,0.007848019051742705
31,2020-10-01,70,0.058288351368555064,0.8853019291346689,NYC,12.06999969482422,12.06999969482422,11.75,11.979999542236328,11.979999542236328,4400,86,54.0,False,0.54,46.440000000000005,-0.1300001144409162,-0.010655747251912984
32,2020-10-02,18,0.025188415022278803,-0.567865372224831,NYC,11.869999885559082,11.989999771118164,11.699999809265137,11.710000038146973,11.710000038146973,8200,83,54.0,,0.54,44.82,-0.07999992370605646,-0.006627997160626453
33,2020-10-05,1,0.01436728198599618,0.0,NYC,11.890000343322754,11.996999740600586,11.710000038146973,11.996999740600586,11.996999740600586,4600,100,54.0,,0.54,54.0,0.006999969482421875,0.0005838173157670656
34,2020-10-06,13,0.022005728835136858,0.5316556643480574,NYC,11.779999732971191,11.989999771118164,11.75,11.8100004196167,11.8100004196167,3200,90,54.0,,0.54,48.6,-0.006999969482421875,-0.0005834766719826634
35,2020-10-07,1,0.01436728198599618,-0.34711174105464127,NYC,12.010000228881836,12.010000228881836,11.449999809265137,11.449999809265137,11.449999809265137,3600,93,54.0,,0.54,50.220000000000006,0.020000457763671875,0.0016680949245595489
36,2020-10-08,242,0.16777275620623808,10.677417925656819,NYC,11.699999809265137,11.847999572753906,11.600000381469728,11.600000381469728,11.600000381469728,4500,87,54.0,,0.54,46.98,-0.1620006561279297,-0.01348881374193045
37,2020-10-09,262,0.18050350095480586,0.07588088219113631,NYC,11.649999618530272,11.904999732971191,11.479999542236328,11.69499969482422,11.69499969482422,9500,86,54.0,,0.54,46.440000000000005,0.057000160217285156,0.004810952251244505
38,2020-10-12,29,0.03219032463399109,-0.2044957606455774,NYC,11.81999969482422,11.81999969482422,11.470000267028809,11.529999732971191,11.529999732971191,2800,81,54.0,,0.54,43.74,-0.08500003814697088,-0.0071398605672843285
39,2020-10-13,17,0.024551877784850414,-0.23729014652666547,NYC,11.470000267028809,11.470000267028809,11.380000114440918,11.4399995803833,11.4399995803833,11800,86,54.0,,0.54,46.440000000000005,-0.34999942779541193,-0.029610781457860003
40,2020-10-14,35,0.03600954805856143,0.4666718519094657,NYC,11.380000114440918,11.489999771118164,11.25,11.25,11.25,4900,81,54.0,,0.54,43.74,0.01999950408935547,0.0017436358869882262
41,2020-10-15,22,0.027734563971992362,-0.2297997207049549,NYC,11.199999809265137,11.350000381469728,11.199999809265137,11.350000381469728,11.350000381469728,8700,79,54.0,,0.54,42.66,-0.13999938964843572,-0.012184455390534032
42,2020-10-16,2,0.015003819223424572,-0.45902090840237764,NYC,11.350000381469728,11.470000267028809,11.199999809265137,11.25,11.25,5800,83,54.0,,0.54,44.82,0.11999988555908025,0.010572676786424928
43,2020-10-19,40,0.039192234245703374,1.082141287071793,NYC,11.270000457763672,11.699999809265137,11.149999618530272,11.699999809265137,11.699999809265137,10500,82,54.0,,0.54,44.28,0.22999954223632812,0.020052269998412697
44,2020-10-20,1,0.01436728198599618,-0.6334150817755112,NYC,11.59000015258789,12.100000381469728,11.5,12.029999732971191,12.029999732971191,8900,82,54.0,,0.54,44.28,0.4000005722045916,0.03418808365174786
45,2020-10-21,1,0.01436728198599618,0.0,NYC,11.949999809265137,12.140000343322754,11.729999542236328,11.729999542236328,11.729999542236328,6300,83,54.0,,0.54,44.82,0.03999996185302557,0.003305781867104951
46,2020-10-22,41,0.03982877148313176,1.7721855478268576,NYC,11.529999732971191,11.675000190734863,11.510000228881836,11.510000228881836,11.510000228881836,4100,80,54.0,,0.54,43.2,-0.4650001525878906,-0.03830314163406512
47,2020-10-23,1,0.01436728198599618,-0.6392737849802624,NYC,11.670000076293944,11.760000228881836,11.446000099182127,11.6899995803833,11.6899995803833,1400,83,54.0,,0.54,44.82,0.08500003814697266,0.007280517067094205
48,2020-10-26,1,0.01436728198599618,-0.7362307323742857,NYC,11.670000076293944,11.800000190734863,11.520000457763672,11.800000190734863,11.800000190734863,2200,91,54.0,,0.54,49.14,0.039999961853027344,0.003401357234227742
49,2020-10-27,29,0.03219032463399109,1.2405298834788003,NYC,11.800000190734863,11.800000190734863,11.479999542236328,11.720000267028809,11.720000267028809,5500,90,54.0,,0.54,48.6,0.0,0.0
50,2020-10-28,22,0.027734563971992362,-0.13841925214055484,NYC,11.460000038146973,11.6899995803833,11.020000457763672,11.100000381469728,11.100000381469728,7500,87,54.0,,0.54,46.98,-0.1100006103515625,-0.00932208547233182
51,2020-10-29,16,0.023915340547422025,-0.13770627252071332,NYC,11.029999732971191,11.265000343322754,11.029999732971191,11.199999809265137,11.199999809265137,1500,84,54.0,,0.54,45.36,-0.4249992370605469,-0.036355795749875575
52,2020-10-30,1,0.01436728198599618,-0.39924409784142034,NYC,11.130000114440918,11.190999984741213,11.029999732971191,11.079999923706056,11.079999923706056,1800,87,54.0,,0.54,46.98,-0.07400035858154119,-0.006569050716931812
53,2020-11-02,2,0.015003819223424572,-0.6706626985790334,NYC,11.210000038146973,11.449999809265137,10.899999618530272,11.088000297546388,11.088000297546388,8500,87,51.0,,0.51,44.37,0.258999824523924,0.023143581885181508
54,2020-11-03,57,0.050013367281986,2.3333757583471213,NYC,11.119999885559082,11.220000267028809,11.020000457763672,11.220000267028809,11.220000267028809,1700,85,51.0,,0.51,43.35,-0.22999954223632812,-0.020087296599797022
55,2020-11-04,20,0.026461489497135584,-0.47091165951814284,NYC,11.140000343322754,11.359999656677246,10.899999618530272,10.925000190734863,10.925000190734863,3000,45,51.0,,0.51,22.95,0.1399993896484375,0.012477663664575811
56,2020-11-05,249,0.1722285168682368,5.508647855476172,NYC,10.760000228881836,11.468000411987305,10.75,10.84000015258789,10.84000015258789,5600,56,51.0,,0.51,28.56,0.1080007553100586,0.009507109029407212
57,2020-11-06,5,0.01691343093570974,-0.9017965709554978,NYC,11.0,11.0,10.0,10.100000381469728,10.100000381469728,9400,57,51.0,,0.51,29.07,-0.4680004119873047,-0.04080924269047914
58,2020-11-09,0,0.01373074474856779,0.48040628645940564,NYC,10.81999969482422,10.81999969482422,10.06999969482422,10.06999969482422,10.06999969482422,82900,77,51.0,,0.51,39.27,-0.18000030517577947,-0.016363664106889053
59,2020-11-10,63,0.053832590706556334,2.920587826248204,NYC,10.1899995803833,10.446000099182127,9.119999885559082,9.95400047302246,9.95400047302246,33700,75,51.0,,0.51,38.25,-0.3739995956420934,-0.03456558282723399
60,2020-11-11,6,0.017549968173138128,-0.6739899019758546,NYC,10.039999961853027,10.154999732971191,9.949999809265137,10.109999656677246,10.109999656677246,10700,79,51.0,,0.51,40.29,-0.2910003662109357,-0.027857587923411864
61,2020-11-12,41,0.03982877148313176,1.2694497841935366,NYC,9.920000076293944,10.0,9.359999656677246,9.529999732971191,9.529999732971191,18300,85,51.0,,0.51,43.35,-0.1549997329711914,-0.015263391141994709
62,2020-11-13,1,0.01436728198599618,-0.6392737849802624,NYC,9.199999809265137,9.979999542236328,9.199999809265137,9.774999618530272,9.774999618530272,12400,85,51.0,,0.51,43.35,-0.020000457763671875,-0.002000045776367143
63,2020-11-16,48,0.04428453214513049,0.6342345728312702,NYC,10.25,10.25,9.75,10.0,10.0,10900,86,51.0,,0.51,43.86,0.2700004577636719,0.027054155325459073
64,2020-11-17,16,0.023915340547422025,-0.459961765678228,NYC,10.0,10.100000381469728,9.920000076293944,10.01099967956543,10.01099967956543,6000,81,51.0,,0.51,41.31,-0.14999961853027166,-0.014634109124904593
65,2020-11-18,3,0.01564035646085296,-0.3460115514625641,NYC,9.90999984741211,10.0,9.779999732971191,10.0,10.0,6300,100,51.0,,0.51,51.0,-0.10000038146972834,-0.009901027494335302
66,2020-11-19,96,0.07483831954169319,3.7849497374954213,NYC,10.0,10.0,9.770000457763672,9.800000190734863,9.800000190734863,11200,85,51.0,,0.51,43.35,0.0,0.0
67,2020-11-20,53,0.04746721833227244,-0.365736448614029,NYC,10.0,10.0,9.914999961853027,9.925999641418455,9.925999641418455,5400,75,51.0,,0.51,38.25,0.0,0.0
68,2020-11-23,1,0.01436728198599618,-0.4819719538224967,NYC,10.050000190734863,11.376999855041504,10.0,11.300000190734863,11.300000190734863,15500,90,51.0,,0.51,45.9,1.376999855041504,0.1376999855041503
69,2020-11-24,1,0.01436728198599618,0.0,NYC,11.369999885559082,11.5,10.704999923706056,10.835000038146973,10.835000038146973,13000,77,51.0,,0.51,39.27,0.1230001449584961,0.010811298806863379
70,2020-11-25,47,0.0436479949077021,2.0380133800008866,NYC,10.670000076293944,11.06999969482422,10.670000076293944,10.928000450134276,10.928000450134276,10800,69,51.0,,0.51,35.19,-0.4300003051757795,-0.03739133088485036
71,2020-11-27,12,0.021369191597708465,-0.05622557701498421,NYC,10.970000267028809,10.970000267028809,10.199999809265137,10.404999732971191,10.404999732971191,6600,57,51.0,,0.51,29.07,-0.09999942779541193,-0.009033372226935676
72,2020-11-30,39,0.038555697008274985,-0.28378522188457034,NYC,10.039999961853027,10.565999984741213,9.899999618530272,10.0,10.0,15700,79,51.0,,0.51,40.29,-0.4040002822875959,-0.03682773677789697
73,2020-12-01,1,0.01436728198599618,-0.6273629294546896,NYC,10.06999969482422,10.06999969482422,9.899999618530272,9.949999809265137,9.949999809265137,5000,74,49.0,False,0.49,36.26,-0.4960002899169922,-0.046943052302979904
74,2020-12-02,11,0.020732654360280076,0.4430463869567145,NYC,9.93000030517578,10.222999572753906,9.901000022888184,10.0,10.0,23800,71,49.0,,0.49,34.79,0.15299987792968572,0.015193632826853376
75,2020-12-03,34,0.03537301082113304,0.7061496423198552,NYC,10.0,10.0,9.899999618530272,10.0,10.0,13700,78,49.0,,0.49,38.22,-0.22299957275390625,-0.021813516783101394
76,2020-12-04,5,0.01691343093570974,-0.521854924331036,NYC,9.899999618530272,10.479999542236328,9.899999618530272,10.479999542236328,10.479999542236328,3200,73,49.0,,0.49,35.77,0.4799995422363281,0.0479999542236329
77,2020-12-07,1,0.01436728198599618,-0.6079449722950792,NYC,10.239999771118164,10.239999771118164,9.899999618530272,9.90999984741211,9.90999984741211,5200,80,49.0,,0.49,39.2,-0.23999977111816406,-0.022900742519207262
78,2020-12-08,82,0.06592679821769573,3.588675734349386,NYC,9.989999771118164,10.0,9.850000381469728,9.895000457763672,9.895000457763672,12300,75,49.0,,0.49,36.75,-0.23999977111816406,-0.023437478172126713
79,2020-12-09,28,0.0315537873965627,-0.5213814677853839,NYC,9.800000190734863,9.875,9.552000045776367,9.75,9.75,8700,77,49.0,,0.49,37.73,-0.125,-0.012499999999999956
80,2020-12-10,18,0.025188415022278803,-0.20173085069899743,NYC,9.75,9.84000015258789,9.520000457763672,9.829999923706056,9.829999923706056,10300,73,49.0,,0.49,35.77,-0.034999847412109375,-0.003544288345530111
81,2020-12-11,1,0.01436728198599618,-0.42960754087589403,NYC,9.9399995803833,9.9399995803833,9.510000228881836,9.600000381469728,9.600000381469728,8600,85,49.0,,0.49,41.65,0.09999942779541016,0.01016254331755384
82,2020-12-14,106,0.08120369191597708,-0.30882424649592843,NYC,9.800000190734863,10.0,9.800000190734863,9.975000381469728,9.975000381469728,28100,97,49.0,,0.49,47.53,0.06000041961669922,0.006036259773603003
83,2020-12-15,63,0.053832590706556334,-0.337067201793511,NYC,10.079999923706056,10.380000114440918,9.979999542236328,10.34000015258789,10.34000015258789,42000,91,49.0,,0.49,44.59,0.38000011444091797,0.03800001144409171
84,2020-12-16,2,0.015003819223424572,-0.7212874389566163,NYC,10.140000343322754,10.380000114440918,9.75,9.75,9.75,50800,100,49.0,,0.49,49.0,0.0,0.0
85,2020-12-17,88,0.06974602164226608,3.6485511857791355,NYC,9.75,10.0,9.600000381469728,9.600000381469728,9.600000381469728,66900,98,49.0,,0.49,48.02,-0.38000011444091797,-0.03660887381997735
86,2020-12-18,26,0.03028071292170592,-0.5658431519288862,NYC,9.600000381469728,9.869999885559082,8.699999809265137,8.829999923706055,8.829999923706055,105700,71,49.0,,0.49,34.79,-0.13000011444091797,-0.013000011444091797
87,2020-12-21,70,0.058288351368555064,3.0570200700013297,NYC,8.960000038146973,9.199999809265137,8.210000038146973,8.210000038146973,8.210000038146973,55900,74,49.0,,0.49,36.26,-0.6700000762939453,-0.06788248065475977
88,2020-12-22,9,0.0194595798854233,-0.6661497635714364,NYC,8.100000381469727,8.5,7.650000095367432,7.659999847412109,7.659999847412109,128300,68,49.0,,0.49,33.32,-0.6999998092651367,-0.07608693736712702
89,2020-12-23,22,0.027734563971992362,0.42523960616270307,NYC,7.599999904632568,8.050000190734863,7.599999904632568,7.900000095367432,7.900000095367432,71600,65,49.0,,0.49,31.85,-0.4499998092651367,-0.052941154031192594
90,2020-12-24,16,0.023915340547422025,-0.13770627252071332,NYC,7.78000020980835,8.0,7.739999771118164,7.909999847412109,7.909999847412109,10100,61,49.0,,0.49,29.89,-0.05000019073486328,-0.006211203670828613
91,2020-12-28,238,0.16522660725652452,2.958625001906331,NYC,7.75,8.020000457763672,7.699999809265137,7.75,7.75,36600,73,49.0,,0.49,35.77,0.020000457763671875,0.0025000572204589844
92,2020-12-29,16,0.023915340547422025,-0.8552573284380767,NYC,7.650000095367432,7.929999828338623,7.650000095367432,7.739999771118164,7.739999771118164,40100,73,49.0,,0.49,35.77,-0.09000062942504883,-0.011222022978555457
93,2020-12-30,22,0.027734563971992362,0.1596976391365681,NYC,7.739999771118164,8.300000190734863,7.739999771118164,8.180000305175781,8.180000305175781,46000,71,49.0,,0.49,34.79,0.37000036239624023,0.04665830648242997
94,2020-12-31,43,0.04110184595798854,0.48197195382249647,NYC,8.119999885559082,8.437999725341797,8.0,8.109999656677246,8.109999656677246,53800,76,49.0,,0.49,37.24,0.1379995346069336,0.016626449570565027
95,2021-01-04,24,0.029007638446849143,-0.678104979127081,NYC,8.710000038146973,8.710000038146973,7.809999942779541,8.100000381469727,8.100000381469727,42000,81,47.0,,0.47,38.07,0.2720003128051758,0.03223516492756917
96,2021-01-05,22,0.027734563971992362,-0.04388756007109795,NYC,8.369999885559082,8.399999618530273,8.100000381469727,8.300000190734863,8.300000190734863,10300,76,47.0,,0.47,35.72,-0.3100004196166992,-0.03559132241779539
97,2021-01-06,166,0.11939592616168046,3.30495054049712,NYC,8.399999618530273,8.680000305175781,8.289999961853027,8.4399995803833,8.4399995803833,34500,63,47.0,,0.47,29.61,0.2800006866455078,0.033333416590618725
98,2021-01-07,146,0.10666518141311267,-0.10662629084453357,NYC,7.670000076293945,8.5,7.670000076293945,8.369999885559082,8.369999885559082,41800,60,47.0,,0.47,28.2,-0.18000030517578125,-0.020737361618345718
99,2021-01-08,19,0.025824952259707195,-0.7578877013325694,NYC,8.260000228881836,8.579999923706055,8.260000228881836,8.539999961853027,8.539999961853027,17200,71,47.0,,0.47,33.37,0.07999992370605469,0.009411755730124094
100,2021-01-11,10,0.020096117122851687,-0.8104652070288345,NYC,8.279999732971191,8.526000022888184,8.029999732971191,8.279999732971191,8.279999732971191,27800,82,47.0,,0.47,38.54,-0.053999900817871094,-0.006293694789981541
101,2021-01-12,16,0.023915340547422025,0.19004782870355696,NYC,8.130000114440918,8.369999885559082,8.130000114440918,8.229999542236328,8.229999542236328,19600,83,47.0,,0.47,39.01,-0.15600013732910156,-0.0182969900199762
102,2021-01-13,27,0.03091725015913431,0.29277900508370824,NYC,8.149999618530273,9.399999618530272,8.149999618530273,9.229999542236328,9.229999542236328,69000,80,47.0,,0.47,37.6,1.0299997329711896,0.1230585121928458
103,2021-01-14,29,0.03219032463399109,0.04117683391324034,NYC,9.239999771118164,10.109999656677246,9.239999771118164,10.0,10.0,78200,84,47.0,,0.47,39.48,0.7100000381469744,0.07553192201703363
104,2021-01-15,1,0.01436728198599618,-0.5536770085622195,NYC,10.109999656677246,10.366000175476074,9.885000228881836,10.149999618530272,10.149999618530272,22700,82,47.0,,0.47,38.54,0.2560005187988281,0.025321516072431383
105,2021-01-19,104,0.0799306174411203,4.563377785654159,NYC,10.0,10.100000381469728,9.609999656677246,9.84000015258789,9.84000015258789,41100,77,47.0,,0.47,36.19,-0.2659997940063459,-0.025660793893834688
106,2021-01-20,1,0.01436728198599618,-0.8202530839126869,NYC,9.670000076293944,9.979999542236328,9.609999656677246,9.609999656677246,9.609999656677246,22900,65,47.0,,0.47,30.55,-0.12000083923340021,-0.011881270762480689
107,2021-01-21,19,0.025824952259707195,0.797483496522086,NYC,9.579999923706056,10.010000228881836,9.579999923706056,9.829999923706056,9.829999923706056,24700,68,47.0,,0.47,31.96,0.030000686645507812,0.0030060809640863884
108,2021-01-22,2,0.015003819223424572,-0.4190185107589165,NYC,9.609999656677246,9.871999740600586,9.609999656677246,9.824999809265137,9.824999809265137,18100,73,47.0,,0.47,34.309999999999995,-0.13800048828125,-0.013786262250332193
109,2021-01-25,1116,0.7241063017186505,12.293884610440452,NYC,9.609999656677246,10.0,9.609999656677246,9.890000343322754,9.890000343322754,21300,84,47.0,,0.47,39.48,0.12800025939941406,0.012965990960573714
110,2021-01-26,372,0.2505225970719287,-0.6540251113996401,NYC,10.0,10.0,9.800000190734863,9.800000190734863,9.800000190734863,19700,86,47.0,,0.47,40.42,0.0,0.0
111,2021-01-27,2,0.015003819223424572,-0.9401099166351179,NYC,9.619999885559082,9.963000297546388,9.609999656677246,9.800000190734863,9.800000190734863,19900,72,47.0,,0.47,33.84,-0.036999702453611505,-0.0036999702453611727
112,2021-01-28,9,0.0194595798854233,0.29697509651690623,NYC,9.609999656677246,9.855999946594238,9.609999656677246,9.649999618530272,9.649999618530272,10900,70,47.0,,0.47,32.9,-0.10700035095215021,-0.010739771931804643
113,2021-01-29,3,0.01564035646085296,-0.19626443361355528,NYC,9.859999656677246,10.010000228881836,9.609999656677246,9.609999656677246,9.609999656677246,7500,80,47.0,,0.47,37.6,0.15400028228759766,0.015625028725858803
114,2021-02-01,9,0.0194595798854233,0.07000105001575019,NYC,9.609999656677246,9.673999786376951,9.609999656677246,9.649999618530272,9.649999618530272,13200,100,52.0,False,0.52,52.0,-0.3360004425048846,-0.03356647700520754
115,2021-02-02,8,0.01882304264799491,-0.03271073893559251,NYC,9.81999969482422,9.920000076293944,9.649999618530272,9.720000267028809,9.720000267028809,15200,86,52.0,,0.52,44.72,0.2460002899169922,0.02542901543820708
116,2021-02-03,5,0.01691343093570974,-0.10145074566298073,NYC,9.75,9.97700023651123,9.729999542236328,9.84000015258789,9.84000015258789,12000,74,52.0,,0.52,38.48,0.05700016021728693,0.005745983848679748
117,2021-02-04,70,0.058288351368555064,2.4462760152045466,NYC,9.989999771118164,10.010000228881836,9.895000457763672,9.960000038146973,9.960000038146973,11600,64,52.0,,0.52,33.28,0.03299999237060547,0.00330760665413643
118,2021-02-05,35,0.03600954805856143,-0.3822170774590209,NYC,9.989999771118164,10.0,9.859999656677246,9.899999618530272,9.899999618530272,15600,63,52.0,,0.52,32.76,-0.010000228881835938,-0.0009990238414763208
119,2021-02-08,5,0.01691343093570974,-0.6125038281489259,NYC,10.0,10.0,9.77299976348877,9.800000190734863,9.800000190734863,15000,69,52.0,,0.52,35.88,0.0,0.0
120,2021-02-09,1,0.01436728198599618,-0.150540062474126,NYC,9.75,10.0,9.75,9.770000457763672,9.770000457763672,16500,70,52.0,,0.52,36.4,0.0,0.0
121,2021-02-10,73,0.06019796308084023,3.189933986088344,NYC,9.770000457763672,10.0,9.770000457763672,9.979999542236328,9.979999542236328,7100,69,52.0,,0.52,35.88,0.0,0.0
122,2021-02-11,94,0.07356524506683641,0.2220553869579469,NYC,9.8100004196167,10.0,9.8100004196167,9.859999656677246,9.859999656677246,16000,66,52.0,,0.52,34.32,0.0,0.0
123,2021-02-12,2,0.015003819223424572,-0.7960474513502522,NYC,9.8100004196167,10.0,9.8100004196167,9.8100004196167,9.8100004196167,23500,66,52.0,,0.52,34.32,0.0,0.0
124,2021-02-16,1,0.01436728198599618,-0.7266473701420596,NYC,9.979999542236328,9.979999542236328,9.779999732971191,9.960000038146973,9.960000038146973,23200,77,52.0,,0.52,40.04,-0.020000457763671875,-0.002000045776367143
125,2021-02-17,14,0.022642266072565247,0.5759603030437288,NYC,9.960000038146973,10.029999732971191,9.850000381469728,9.850000381469728,9.850000381469728,22700,82,52.0,,0.52,42.64,0.05000019073486328,0.005010039381590836
126,2021-02-18,552,0.3650992998090388,15.124680217030726,NYC,9.989999771118164,10.0,9.79599952697754,9.949999809265137,9.949999809265137,14700,82,52.0,,0.52,42.64,-0.029999732971191406,-0.0029910003758598647
127,2021-02-19,92,0.07229217059197963,-0.801993127267592,NYC,9.880000114440918,9.99899959564209,9.880000114440918,9.899999618530272,9.899999618530272,20100,66,52.0,,0.52,34.32,-0.0010004043579101562,-0.00010004043579103783
