,Date,Sentiment,Normalized_Sentiment,Sentiment_Change_Percentual,Ticker,Open,High,Low,Close,Adj Close,Volume,HUBS_unscaled,HUBS_monthly,isPartial,scale,HUBS,Stock_Price_Change,Stock_Price_Change_Percent
38,2020-11-19,2,0.007607929515418502,0.16926201760324977,HUBS,363.6300048828125,369.05999755859375,358.9100036621094,366.0700073242188,366.0700073242188,284800,88,76.0,,0.76,66.88,11.845001220703125,0.03315930557825442
39,2020-12-09,1,0.006506607929515419,-0.14475969889982632,HUBS,387.0899963378906,392.1000061035156,376.8150024414063,379.5700073242188,379.5700073242188,503300,89,85.0,,0.85,75.64999999999999,23.040008544921875,0.062428896920111
40,2021-02-02,0,0.005405286343612335,-0.16926201760324977,HUBS,383.8900146484375,396.7200012207031,381.1700134277344,395.5499877929688,395.5499877929688,466500,92,100.0,,1.0,92.0,4.6199951171875,0.01178269585634184
41,2021-02-05,2,0.007607929515418502,0.40749796251018733,HUBS,410.2799987792969,415.6300048828125,402.5,415.3500061035156,415.3500061035156,404400,79,100.0,,1.0,79.0,18.910003662109375,0.04766586913672999
42,2021-02-11,2,0.007607929515418502,0.0,HUBS,433.9800109863281,438.0,418.7699890136719,431.760009765625,431.760009765625,710700,83,100.0,,1.0,83.0,22.3699951171875,0.053821896529089086
43,2021-02-12,2,0.007607929515418502,0.0,HUBS,517.02001953125,527.6890258789062,497.0700073242188,502.3999938964844,502.3999938964844,1627900,86,100.0,,1.0,86.0,89.68902587890625,0.20476946547695496
44,2021-02-25,2,0.007607929515418502,0.16926201760324977,HUBS,517.9500122070312,523.2000122070312,490.1300048828125,495.6099853515625,495.6099853515625,428200,68,100.0,,1.0,68.0,-4.489013671875,-0.008506930126883305
45,2021-03-29,8,0.014215859030837004,0.8685581933989577,HUBS,441.0,446.05999755859375,420.0,423.5400085449219,423.5400085449219,344100,81,91.0,,0.91,73.71000000000001,-77.1400146484375,-0.1474388624783003
46,2021-03-31,1,0.006506607929515419,-0.5422993492407808,HUBS,443.6700134277344,469.3699951171875,441.385009765625,454.2099914550781,454.2099914550781,637200,81,91.0,,0.91,73.71000000000001,23.30999755859375,0.05225753864093541
47,2021-04-06,1,0.006506607929515419,0.0,HUBS,468.6000061035156,496.0899963378906,468.6000061035156,490.5199890136719,490.5199890136719,409400,79,88.0,,0.88,69.52,26.720001220703125,0.05692737392391667
48,2021-06-03,2,0.007607929515418502,0.16926201760324977,HUBS,477.6799926757813,481.8070068359375,469.4500122070313,472.7099914550781,472.7099914550781,320100,100,85.0,,0.85,85.0,-14.282989501953125,-0.02879112581868082
49,2021-07-23,1,0.006506607929515419,-0.14475969889982632,HUBS,590.8800048828125,595.0,576.0,580.3400268554688,580.3400268554688,406000,53,85.0,,0.85,45.05,113.1929931640625,0.23493430265244442
50,2021-08-05,2,0.007607929515418502,0.16926201760324977,HUBS,627.27001953125,660.989990234375,622.0499877929688,660.0,660.0,1167400,93,84.0,,0.84,78.11999999999999,65.989990234375,0.11090754661239499
51,2021-08-09,1,0.006506607929515419,-0.14475969889982632,HUBS,659.0,666.6649780273438,652.9299926757812,657.52001953125,657.52001953125,617700,59,84.0,,0.84,49.56,5.67498779296875,0.008585588097872021
52,2021-08-26,-4,0.001,-0.8463100880162492,HUBS,686.8499755859375,695.5599975585938,680.0,683.9299926757812,683.9299926757812,328600,69,84.0,,0.84,57.96,28.89501953125,0.04334263908200198
53,2021-09-08,1,0.006506607929515419,-0.6700915791824883,HUBS,686.489990234375,690.5399780273438,677.3350219726562,680.6799926757812,680.6799926757812,214300,100,81.0,,0.81,81.0,-5.02001953125,-0.007217234385056948
54,2021-10-12,1,0.006506607929515419,0.0,HUBS,692.5700073242188,814.9000244140625,685.9349975585938,758.27001953125,758.27001953125,1980000,87,81.0,,0.81,70.47,124.36004638671875,0.18009101622468893
55,2021-10-13,2,0.007607929515418502,0.16926201760324977,HUBS,766.0800170898438,792.72998046875,765.7000122070312,786.25,786.25,977000,91,81.0,,0.81,73.71000000000001,-22.1700439453125,-0.02720584523390268
56,2021-10-15,1,0.006506607929515419,-0.14475969889982632,HUBS,792.72998046875,798.97998046875,770.27001953125,790.8900146484375,790.8900146484375,510400,73,81.0,,0.81,59.13,6.25,0.007884147381816309
57,2021-11-03,1,0.006506607929515419,0.0,HUBS,789.2100219726562,789.5,760.9299926757812,776.739990234375,776.739990234375,767200,80,79.0,,0.79,63.2,-9.47998046875,-0.011865103883063832
58,2021-11-04,1,0.006506607929515419,0.0,HUBS,760.0,820.719970703125,760.0,819.0800170898438,819.0800170898438,890000,84,79.0,,0.79,66.36,31.219970703125,0.03954397809135535
59,2021-11-05,1,0.006506607929515419,0.0,HUBS,821.719970703125,823.989990234375,799.8350219726562,802.4600219726562,802.4600219726562,473400,60,79.0,,0.79,47.400000000000006,3.27001953125,0.003984330402547087
60,2021-11-09,2,0.007607929515418502,0.16926201760324977,HUBS,820.0,853.6799926757812,819.8599853515625,850.3200073242188,850.3200073242188,551200,91,79.0,,0.79,71.89,29.69000244140625,0.03603199406944402
61,2021-11-16,1,0.006506607929515419,-0.14475969889982632,HUBS,829.219970703125,852.4299926757812,823.0,852.0800170898438,852.0800170898438,328500,66,79.0,,0.79,52.14,-1.25,-0.0014642489114474744
62,2021-11-22,2,0.007607929515418502,0.16926201760324977,HUBS,828.3200073242188,833.0,771.6699829101562,783.3499755859375,783.3499755859375,499900,75,79.0,,0.79,59.25,-19.42999267578125,-0.022793652080202453
63,2021-11-24,1,0.006506607929515419,-0.14475969889982632,HUBS,750.4199829101562,806.780029296875,740.0399780273438,802.760009765625,802.760009765625,681400,68,79.0,,0.79,53.72,-26.219970703125,-0.03147655546593642
64,2021-12-23,11,0.017519823788546256,16.519823788546255,HUBS,675.489990234375,681.5599975585938,664.5900268554688,675.0,675.0,256300,81,83.0,,0.83,67.22999999999999,-125.22003173828125,-0.15520963235469898
